한글과컴퓨터(030520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-12,7047,7072,7047,7071,267520,43966.0,3107120.0
1999-04-13,7896,7896,7746,7896,1003070,49092.0,3107120.0
1999-04-14,8346,8496,7846,8196,1513630,50957.0,3107120.0
1999-04-15,8046,9171,7896,8995,1207320,55928.0,3107120.0
1999-04-16,9146,9746,9146,9745,811850,60589.0,3107120.0
1999-04-19,10245,10895,10245,10895,1222950,67735.0,3107120.0
1999-04-20,11945,12194,11745,12194,1919110,75814.0,3107120.0
1999-04-21,12444,12744,11495,12244,1662750,76124.0,3107120.0
1999-04-22,10795,10795,10795,10795,348270,67114.0,3107120.0
1999-04-23,9521,11495,9521,10095,4223650,62764.0,3107120.0
1999-04-26,11195,11195,9046,9245,2773010,62199.0,3362082.0
1999-04-27,9746,10345,9746,10345,1313620,69595.0,3362082.0
1999-04-28,11570,11570,10995,11569,1885480,77832.0,3362082.0
1999-04-29,12944,12944,12070,12944,2552430,87078.0,3362082.0
1999-04-30,12494,14443,12244,12944,3205430,87078.0,3362082.0
1999-05-03,13744,14493,13244,14493,2042120,99349.0,3425822.0
1999-05-04,16218,16218,16218,16217,741360,111168.0,3425822.0
1999-05-06,18142,18142,18142,18141,240600,124357.0,3425822.0
1999-05-07,20316,20316,19491,20315,1283860,139260.0,3425822.0
1999-05-10,18492,18492,17892,17891,1679650,122644.0,3425822.0
1999-05-11,18542,20016,18242,20015,1993310,137204.0,3425822.0
1999-05-12,20491,20691,18492,20240,1684900,138746.0,3425822.0
1999-05-13,19991,20441,18991,19491,1374780,133607.0,3425822.0
1999-05-14,19441,21815,19041,20990,2185340,143885.0,3425822.0
1999-05-17,19541,19941,18492,18491,1694960,126755.0,3425822.0
1999-05-18,16293,16493,16293,16292,901700,115838.0,3553302.0
1999-05-19,16293,17492,16293,17192,1558660,122234.0,3553302.0
1999-05-20,17492,17892,15993,16242,1805060,115482.0,3553302.0
1999-05-21,15943,15993,15093,15792,1387220,112284.0,3553302.0
1999-05-24,15493,15693,14993,15043,847030,106954.0,3553302.0
1999-05-25,15093,16742,14993,16742,997400,121941.0,3640044.0
1999-05-26,17992,18742,17492,18741,1139930,136502.0,3640044.0
1999-05-27,17392,20990,17392,19990,3338100,154780.0,3869510.0
1999-05-28,20041,20491,18267,18741,1001290,145107.0,3869510.0
1999-05-31,16493,16493,16493,16492,507870,127694.0,3869510.0
1999-06-01,15743,18467,15543,18466,1096120,142978.0,3869510.0
1999-06-02,20666,20666,20666,20665,393300,160004.0,3869510.0
1999-06-03,23140,23140,21840,22989,2673240,177997.0,3869510.0
1999-06-04,21840,22440,20241,20490,1630180,158650.0,3869510.0
1999-06-07,20990,22490,20990,22089,2314000,171032.0,3869510.0
1999-06-08,22090,22490,20191,21740,1855770,168324.0,3869510.0
1999-06-09,20741,21440,19741,20240,1811590,156715.0,3869510.0
1999-06-10,20491,22290,19941,21390,1842370,165615.0,3869510.0
1999-06-11,20990,21390,20491,21390,1388700,165615.0,3869510.0
1999-06-14,21590,23939,21540,23239,2964820,179932.0,3869510.0
1999-06-15,23239,23239,20466,21140,2018190,163680.0,3869510.0
1999-06-16,21740,22990,21290,22189,1785060,171806.0,3869510.0
1999-06-17,22240,22490,21740,22040,1295670,170645.0,3869510.0
1999-06-18,21790,22040,21490,21790,1282850,168711.0,3869510.0
1999-06-21,23839,24389,22790,24388,2051480,188832.0,3869510.0
1999-06-22,24989,25438,22490,22789,1008440,176450.0,3869510.0
1999-06-23,21990,24489,21490,24488,1699420,189606.0,3869510.0
1999-06-24,26488,26488,23989,24988,2436700,193476.0,3869510.0
1999-06-25,24489,25688,24039,24638,1100220,196423.0,3984243.0
1999-06-28,24489,24939,22740,23789,1283060,189650.0,3984243.0
1999-06-29,22990,23489,21990,22939,1326420,182877.0,3984243.0
1999-06-30,22890,23839,22290,23689,797190,188853.0,3984243.0
1999-07-01,23639,24239,23140,23739,947960,189252.0,3984243.0
1999-07-02,23489,23689,22990,23639,818000,188455.0,3984243.0
1999-07-05,23489,24739,23489,23739,855490,189252.0,3984243.0
1999-07-06,23939,24189,23289,23989,1074670,191244.0,3984243.0
1999-07-07,23989,25488,23739,24239,1320950,193236.0,3984243.0
1999-07-08,24489,24739,23839,23989,1031940,191244.0,3984243.0
1999-07-09,23739,23739,23389,23489,1116010,187259.0,3984243.0
1999-07-12,24289,24739,23489,23739,1529780,189252.0,3984243.0
1999-07-13,24089,26588,24039,26587,1796400,211962.0,3984243.0
1999-07-14,28487,29737,26988,28886,2538820,230289.0,3984243.0
1999-07-15,27488,29487,27038,27987,1393010,223118.0,3984243.0
1999-07-16,27088,27488,26338,27037,1933210,215548.0,3984243.0
1999-07-19,27488,28887,26588,27537,1325060,219532.0,3984243.0
1999-07-20,27488,27488,26438,26987,1012280,215149.0,3984243.0
1999-07-21,26738,26938,25488,25938,1028480,206782.0,3984243.0
1999-07-22,24989,25488,24039,24988,1132250,199212.0,3984243.0
1999-07-23,24989,26938,24239,24688,1271260,196822.0,3984243.0
1999-07-26,23989,24189,21740,21740,1037260,173315.0,3984243.0
1999-07-27,20241,22490,20241,22089,1408640,176104.0,3984243.0
1999-07-28,22290,24089,21790,22839,1085600,182080.0,3984243.0
1999-07-29,22490,22840,22040,22539,1089560,180264.0,3996991.0
1999-07-30,22490,22490,21240,21540,932430,172270.0,3996991.0
1999-08-02,20941,21490,20141,20390,932300,163077.0,3996991.0
1999-08-03,20491,22340,20391,21740,918320,173869.0,3996991.0
1999-08-04,21990,22590,21765,22139,598000,177067.0,3996991.0
1999-08-05,21940,22990,21790,22389,1387580,179065.0,3996991.0
1999-08-06,22140,22590,21490,22189,496880,177466.0,3996991.0
1999-08-09,22040,24839,21540,24838,1208600,198650.0,3996991.0
1999-08-10,24839,24839,23015,23389,820010,187059.0,3996991.0
1999-08-11,22990,24939,22540,23389,819660,187059.0,3996991.0
1999-08-12,22890,24489,22790,23639,685020,189058.0,3996991.0
1999-08-13,23639,23989,22490,23189,644320,185460.0,3996991.0
1999-08-16,24239,25738,23489,24513,1418430,196052.0,3996991.0
1999-08-17,23989,25239,21790,22289,814610,178266.0,3996991.0
1999-08-18,21990,21990,19616,20990,792410,167874.0,3996991.0
1999-08-19,20990,20990,20990,20990,0,167874.0,3996991.0
1999-08-20,20990,20990,20990,20990,0,,
1999-08-23,23489,23489,22540,23489,589617,187859.0,39969910.0
1999-08-24,26238,26288,25289,26288,1751919,210242.0,39969910.0
1999-08-25,28737,29237,27538,29086,3468292,232625.0,39969910.0
1999-08-26,28237,28237,25988,26038,1590686,208243.0,39969910.0
1999-08-27,25488,27987,25239,26238,1201905,209842.0,39969910.0
1999-08-30,25488,26488,24089,25488,1082216,203847.0,39969910.0
1999-08-31,24239,24989,23739,24988,961007,199850.0,39969910.0
1999-09-01,24489,24589,23040,23339,742954,186659.0,39969910.0
1999-09-02,21740,22740,21090,21990,839615,175868.0,39969910.0
1999-09-03,21990,23839,21140,23089,1004358,184661.0,39969910.0
1999-09-06,22240,24139,22190,23639,847730,189058.0,39969910.0
1999-09-07,23489,23989,22490,22689,700242,181463.0,39969910.0
1999-09-08,22740,22990,21790,22439,699779,179465.0,39969910.0
1999-09-09,21740,22240,21590,21940,562505,175468.0,39969910.0
1999-09-10,21740,22640,21740,22389,601996,179065.0,39969910.0
1999-09-13,23489,23489,21990,22939,737238,183462.0,39969910.0
1999-09-14,22490,22490,21740,21890,401686,175068.0,39969910.0
1999-09-15,21790,23040,21240,21940,994055,175468.0,39969910.0
1999-09-16,21940,21990,21090,21240,541694,178979.0,42112760.0
1999-09-17,20491,20541,19691,20540,807503,173083.0,42112760.0
1999-09-20,20391,20941,19991,20640,494223,173926.0,42112760.0
1999-09-21,19991,20491,19741,20140,509528,169714.0,42112760.0
1999-09-22,20041,20990,19591,20990,808471,176874.0,42112760.0
1999-09-27,20441,20941,19841,20690,367111,174347.0,42112760.0
1999-09-28,20241,20241,19241,19741,442056,166345.0,42112760.0
1999-09-29,19241,19391,17742,18541,746890,156238.0,42112760.0
1999-09-30,17992,19141,16792,17741,921678,149500.0,42112760.0
1999-10-01,17742,18492,15643,16742,970713,141078.0,42112760.0
1999-10-04,17042,17242,15993,16592,478177,139814.0,42112760.0
1999-10-05,16093,18542,16093,17242,1995781,145289.0,42112760.0
1999-10-06,17542,18692,16792,17542,1050109,147816.0,42112760.0
1999-10-07,17492,18392,16992,18141,1091689,160129.0,44112760.0
1999-10-08,19141,20291,18342,20290,1615524,179098.0,44112760.0
1999-10-11,22690,22690,22690,22689,338108,200272.0,44112760.0
1999-10-12,25388,25388,25388,25388,138726,224093.0,44112760.0
1999-10-13,28387,28387,28387,28387,517088,250560.0,44112760.0
1999-10-14,31786,31786,29037,31785,11782917,280557.0,44112760.0
1999-10-15,31486,35584,30486,35583,6190671,314083.0,44112760.0
1999-10-18,34984,39832,33835,39682,6483237,350255.0,44112760.0
1999-10-19,38682,41731,34934,34934,8290787,308348.0,44112760.0
1999-10-20,34534,36983,31486,35034,11483711,309230.0,44112760.0
1999-10-21,35784,36433,30986,32385,5420703,285851.0,44112760.0
1999-10-22,33085,36234,32985,36233,7313023,319818.0,44112760.0
1999-10-25,37483,40432,36084,38882,8147426,343197.0,44112760.0
1999-10-26,38932,42481,37533,40881,7514575,360842.0,44112760.0
1999-10-27,40881,44880,38383,38832,7915781,342756.0,44112760.0
1999-10-28,39482,40532,36533,39282,5672032,346726.0,44112760.0
1999-10-29,41831,43980,40132,43980,7650969,388192.0,44112760.0
1999-11-01,47478,49078,45279,46628,7194199,411572.0,44112760.0
1999-11-02,46479,51976,44730,51976,9821631,458773.0,44112760.0
1999-11-03,52976,57474,50477,53475,7473269,472007.0,44112760.0
1999-11-04,57474,57974,52976,56474,5840770,498474.0,44112760.0
1999-11-05,56474,63221,54975,63221,8763896,558026.0,44112760.0
1999-11-08,64971,70718,64971,70717,2592568,624196.0,44112760.0
1999-11-09,77465,77465,64971,74466,6513874,657280.0,44112760.0
1999-11-10,74966,83212,70718,83212,6310769,734477.0,44112760.0
1999-11-11,87460,92958,85961,92957,6816683,820497.0,44112760.0
1999-11-12,94957,102454,82463,93957,7651148,829320.0,44112760.0
1999-11-15,92958,95457,84961,88459,5434811,780796.0,44112760.0
1999-11-16,86461,96456,81963,86960,6869136,767562.0,44112760.0
1999-11-17,87960,91958,76715,76715,6268313,677131.0,44112760.0
1999-11-18,77965,85461,70468,85461,8415354,754328.0,44112760.0
1999-11-19,86461,92458,83212,86960,7760647,767562.0,44112760.0
1999-11-22,86961,91708,83962,85961,3961703,758739.0,44112760.0
1999-11-23,87960,89459,83212,86460,4997800,763151.0,44112760.0
1999-11-24,86461,96706,86461,96706,4446393,853582.0,44112760.0
1999-11-25,103953,108201,102454,108200,2251923,955041.0,44112760.0
1999-11-26,120945,120945,100454,119945,9096705,1058706.0,44112760.0
1999-11-29,109950,132190,108951,119945,7577512,1152879.0,48036606.0
1999-11-30,119946,127442,112449,114947,6231505,1104842.0,48036606.0
1999-12-01,110950,117447,101204,102453,4982965,984750.0,48036606.0
1999-12-02,102953,107951,90709,96956,4774409,931910.0,48036606.0
1999-12-03,102454,108451,96456,108450,5963777,1042394.0,48036606.0
1999-12-06,118446,121445,114948,121444,3144444,1167290.0,48036606.0
1999-12-07,126443,135938,119946,126442,6223631,1215326.0,48036606.0
1999-12-08,128942,137438,121445,127942,5724414,1229737.0,48036606.0
1999-12-09,124943,133939,122944,125942,5022478,1210522.0,48036606.0
1999-12-10,128942,140936,127442,134938,6755756,1296988.0,48036606.0
1999-12-13,138937,150932,124943,150931,5376599,1450706.0,48036606.0
1999-12-14,154430,168923,148932,162176,6214214,1558788.0,48036606.0
1999-12-15,147433,174921,147433,159927,4491648,1537171.0,48036606.0
1999-12-16,178919,178919,142435,155429,6406267,1493938.0,48036606.0
1999-12-17,144934,149932,136938,137187,3931350,1318605.0,48036606.0
1999-12-20,137438,149932,137188,148932,2798420,1431491.0,48036606.0
1999-12-21,150932,164176,150932,161426,3610530,1551582.0,48036606.0
1999-12-22,168923,180668,166425,180668,4124170,1736523.0,48036606.0
1999-12-23,193912,202158,191413,202158,1514460,1943081.0,48036606.0
1999-12-24,208905,219900,184916,209904,3932190,2017537.0,48036606.0
1999-12-27,209905,234894,204907,234893,5473500,2257720.0,48036606.0
1999-12-28,240391,262881,239891,262880,2758640,2526725.0,48036606.0
2000-01-04,294367,294367,235393,284870,3295470,2738087.0,48036606.0
2000-01-05,250886,269878,250886,250886,3851210,2411438.0,48036606.0
2000-01-06,259882,264880,220900,220899,2540270,2123218.0,48036606.0
2000-01-07,194412,196911,194412,194411,3158870,1868624.0,48036606.0
2000-01-10,204407,209405,172422,202408,4076870,1945483.0,48036606.0
2000-01-11,219900,226647,215652,226647,3134870,2178460.0,48036606.0
2000-01-12,199660,234894,199660,217401,3615490,2089592.0,48036606.0
2000-01-13,212404,212404,191413,192912,3676070,1854213.0,48036606.0
2000-01-14,199909,204407,169923,169922,3671300,1633245.0,48036606.0
2000-01-17,172422,177919,149932,169922,3559160,1650586.0,48546637.0
2000-01-18,160427,174171,157429,165924,4245380,1611748.0,48546637.0
2000-01-19,174421,174421,146184,146183,3383070,1419989.0,48546637.0
2000-01-20,135938,139937,128692,132439,5083330,1286486.0,48546637.0
2000-01-21,129941,141936,122445,129941,4623710,1262213.0,48546637.0
2000-01-24,132440,145434,130441,145434,5473930,1412707.0,48546637.0
2000-01-25,135439,147933,132940,136188,4866170,1322896.0,48546637.0
2000-01-26,141436,142435,121445,128441,3531400,1247649.0,48546637.0
2000-01-27,119946,122195,113199,113198,3257080,1099581.0,48546637.0
2000-01-28,105702,121945,104453,117946,5108760,1145701.0,48546637.0
2000-01-31,110450,131940,110450,131940,5708950,1281631.0,48546637.0
2000-02-01,141436,147683,139437,147683,5041580,1434553.0,48546637.0
2000-02-02,149932,165175,149932,165175,3845650,1604466.0,48546637.0
2000-02-03,171672,184916,171672,184916,3920940,1796226.0,48546637.0
2000-02-07,206157,206906,200909,206906,1812870,2009831.0,48546637.0
2000-02-08,214903,227397,182417,183916,9147570,1786516.0,48546637.0
2000-02-09,198910,205907,190414,205906,6630480,2005375.0,48674144.0
2000-02-10,194912,228396,190913,209904,10003330,2044314.0,48674144.0
2000-02-11,224648,234894,222399,234893,7157740,2287685.0,48674144.0
2000-02-14,234894,259382,214903,233394,8390730,2273083.0,48674144.0
2000-02-15,235393,241890,205407,205406,5615700,2000507.0,48674144.0
2000-02-16,197411,224898,184916,220899,9742270,2151397.0,48674144.0
2000-02-17,219650,241890,210904,226897,8551360,2209806.0,48674144.0
2000-02-18,239391,241890,220650,222399,6804330,2165999.0,48674144.0
2000-02-21,204907,229896,200409,203907,5510810,1985905.0,48674144.0
2000-02-22,210405,214903,187665,197410,4859860,1922629.0,48674144.0
2000-02-23,189914,207156,179918,199909,4983940,1946966.0,48674144.0
2000-02-24,216902,223899,211154,223898,4096850,2180602.0,48674144.0
2000-02-25,234894,237392,209905,212903,7015820,2073519.0,48674144.0
2000-02-28,209905,220900,197910,203407,4547330,1981038.0,48674144.0
2000-02-29,209905,211904,195411,202908,4736830,1976170.0,48674144.0
2000-03-02,214903,219900,197910,203907,4408090,1985905.0,48674144.0
2000-03-03,194912,197411,184916,193662,2942380,1886123.0,48674144.0
2000-03-06,200409,204907,187415,191413,2614980,1864220.0,48674144.0
2000-03-07,182417,196411,178919,184416,2500890,1796076.0,48674144.0
2000-03-08,177420,182167,172672,179418,3265410,1747402.0,48674144.0
2000-03-09,182417,200909,180918,200908,4779120,1956701.0,48674144.0
2000-03-10,208406,218901,192663,196410,5356770,1912894.0,48674144.0
2000-03-13,196411,201409,182417,184166,2569060,1793642.0,48674144.0
2000-03-14,174921,188914,173921,180168,2195380,1754703.0,48674144.0
2000-03-15,176420,181918,172422,177419,2573880,1727932.0,48674144.0
2000-03-16,174921,191663,172672,180418,3797020,1757137.0,48674144.0
2000-03-17,179918,183417,158928,159927,2189550,1557573.0,48674144.0
2000-03-20,155430,157429,140936,140936,1731530,1372611.0,48674144.0
2000-03-21,126942,145684,124693,138937,4475410,1353141.0,48674144.0
2000-03-22,143935,154430,142435,146433,4848100,1426152.0,48674144.0
2000-03-23,148433,151431,131191,134938,2851230,1314202.0,48674144.0
2000-03-24,139937,141936,133190,139436,2488640,1358009.0,48674144.0
2000-03-27,142435,155929,140936,155929,4257780,1518633.0,48674144.0
2000-03-28,157928,160927,148932,152680,3038100,1486995.0,48674144.0
2000-03-29,148932,151931,142435,144934,1773680,1411550.0,48674144.0
2000-03-30,137937,148932,127692,139936,2417410,1362876.0,48674144.0
2000-03-31,132940,137937,127942,129941,2046920,1265528.0,48674144.0
2000-04-03,131440,134439,114448,114448,2292810,1114638.0,48674144.0
2000-04-04,103453,124943,100954,111949,5700720,1090301.0,48674144.0
2000-04-06,116947,121195,109950,111949,5002780,1090301.0,48674144.0
2000-04-07,117197,125193,116697,125193,3960220,1219287.0,48674144.0
2000-04-10,134939,140186,134939,140186,2645830,1365310.0,48674144.0
2000-04-11,129941,133939,123444,123444,3776740,1205780.0,48817001.0
2000-04-12,119946,127442,114948,124193,3354090,1213102.0,48817001.0
2000-04-14,110950,115947,110200,111949,2044110,1093501.0,48817001.0
2000-04-17,98705,98705,98705,98705,214030,964136.0,48817001.0
2000-04-18,104952,109201,88960,95956,4089370,937286.0,48817001.0
2000-04-19,103953,105702,95457,100454,3704360,981222.0,48817001.0
2000-04-20,96956,99205,90459,95706,1869670,934846.0,48817001.0
2000-04-21,98455,106952,92458,106951,5475970,1044684.0,48817001.0
2000-04-24,107451,108951,96956,97955,3397780,956813.0,48817001.0
2000-04-25,95707,101954,93208,99954,2300530,976340.0,48817001.0
2000-04-26,105952,107201,96206,97455,3051810,951932.0,48817001.0
2000-04-27,95457,99205,92208,93707,1582460,915319.0,48817001.0
2000-04-28,95457,99205,93708,97955,2044000,956813.0,48817001.0
2000-05-02,101454,108951,98955,105452,4077900,1030039.0,48817001.0
2000-05-03,103953,104952,99705,100954,1955420,986103.0,48817001.0
2000-05-04,104952,106952,102454,103203,2598100,1008071.0,48817001.0
2000-05-08,107451,110950,102454,103952,3653190,1015394.0,48817001.0
2000-05-09,100954,102204,99205,100704,1307110,983663.0,48817001.0
2000-05-10,97456,101954,97456,98955,1885520,966577.0,48817001.0
2000-05-12,96456,97956,90959,92458,2335190,903115.0,48817001.0
2000-05-15,89959,89959,81463,81463,2159910,795717.0,48817001.0
2000-05-16,79964,81463,71717,77215,3735010,754223.0,48817001.0
2000-05-17,79464,79964,67969,67969,2671960,663911.0,48817001.0
2000-05-18,61222,63471,59973,59972,2930250,585804.0,48817001.0
2000-05-19,55225,66970,53476,66969,10267870,654148.0,48817001.0
2000-05-22,66970,71468,58973,58973,7396930,576041.0,48817001.0
2000-05-23,55975,65720,54225,61722,9162700,602890.0,48817001.0
2000-05-24,59973,63471,54975,56974,7425160,556514.0,48817001.0
2000-05-25,60972,63721,59473,63721,4245900,622417.0,48817001.0
2000-05-26,62472,69219,57474,58473,10313650,571159.0,48817001.0
2000-05-29,56974,61722,54975,58973,3861190,576041.0,48817001.0
2000-05-30,61472,65970,59973,65970,7383340,644384.0,48817001.0
2000-05-31,70968,73717,69968,73716,3226640,720051.0,48817001.0
2000-06-01,75466,80963,72717,74466,11021750,727373.0,48817001.0
2000-06-02,79964,83212,76215,79463,9255990,776190.0,48817001.0
2000-06-05,83462,86711,81713,84461,7294690,825007.0,48817001.0
2000-06-07,84462,87960,80464,84461,9966710,825007.0,48817001.0
2000-06-08,87460,89459,79214,82962,8889090,810362.0,48817001.0
2000-06-09,79964,81463,74216,78214,4617830,763986.0,48817001.0
2000-06-12,78464,87460,78464,87460,8321110,854298.0,48817001.0
2000-06-13,89459,93208,76965,76965,10011850,751782.0,48817001.0
2000-06-14,79964,81963,75466,78464,4574180,766427.0,48817001.0
2000-06-15,76465,76965,69219,69218,3110320,676115.0,48817001.0
2000-06-16,65470,76965,65220,74466,6616090,727373.0,48817001.0
2000-06-19,72967,78464,69968,69968,5562910,683438.0,48817001.0
2000-06-20,75466,78215,73966,78214,3595770,763986.0,48817001.0
2000-06-21,84961,87460,83462,87460,3059490,854298.0,48817001.0
2000-06-22,90459,92958,77965,80713,13760300,788395.0,48817001.0
2000-06-23,78964,86961,77715,83961,5400290,820126.0,48817001.0
2000-06-26,84961,93957,82962,93957,11011150,917760.0,48817001.0
2000-06-27,97456,100704,87960,91458,13441100,893351.0,48817001.0
2000-06-28,89959,100954,89210,95456,12558900,932405.0,48817001.0
2000-06-29,97456,98455,86461,88959,6291610,868943.0,48817001.0
2000-06-30,87960,96456,87460,90458,6409140,883588.0,48817001.0
2000-07-03,88960,93208,88960,89709,2711320,876265.0,48817001.0
2000-07-04,88960,89959,84212,85211,2972390,832330.0,48817001.0
2000-07-05,80464,83212,75216,77714,5682210,759104.0,48817001.0
2000-07-06,74966,82463,71218,79713,8612420,778631.0,48817001.0
2000-07-07,81213,82213,76465,78964,4280450,771309.0,48817001.0
2000-07-10,78964,80464,75466,76715,2615560,749341.0,48817001.0
2000-07-11,75216,77465,69968,71217,4233810,695642.0,48817001.0
2000-07-12,72217,79714,70218,79713,8006560,778631.0,48817001.0
2000-07-13,79714,81213,74466,74966,6417480,732255.0,48817001.0
2000-07-14,77465,77965,73467,74966,2213480,732255.0,48817001.0
2000-07-18,75466,76715,70218,71967,2017630,702965.0,48817001.0
2000-07-19,69968,70968,67469,69468,2327460,678556.0,48817001.0
2000-07-20,69968,73467,66970,70468,5443720,688320.0,48817001.0
2000-07-21,71218,71717,67469,68468,1829950,668793.0,48817001.0
2000-07-24,66470,67220,60473,60972,1946030,595567.0,48817001.0
2000-07-25,57974,66470,55475,63471,3694800,619976.0,48817001.0
2000-07-26,63471,64471,59223,61222,2695190,598008.0,48817001.0
2000-07-27,59973,61972,59223,59722,1418170,583363.0,48817001.0
2000-07-28,57974,58973,54475,55474,1680260,541869.0,48817001.0
2000-07-31,53976,61972,53976,61971,3931800,605331.0,48817001.0
2000-08-01,64221,65720,61972,63221,5072940,617535.0,48817001.0
2000-08-02,63221,68969,60722,63971,5435090,624858.0,48817001.0
2000-08-03,63971,67969,63971,65720,3793320,641944.0,48817001.0
2000-08-04,65970,66970,62472,62471,2188200,610213.0,48817001.0
2000-08-07,63721,64721,58973,59972,1744560,585804.0,48817001.0
2000-08-08,60473,65470,59473,61222,3969190,598008.0,48817001.0
2000-08-09,61722,63721,60473,63221,2262960,617535.0,48817001.0
2000-08-10,63221,63971,61472,62221,1392380,607772.0,48817001.0
2000-08-11,62222,63221,60473,60722,1445060,593127.0,48817001.0
2000-08-14,61222,61972,60473,60972,934370,595567.0,48817001.0
2000-08-16,61472,62472,60223,61222,1491880,598008.0,48817001.0
2000-08-17,61222,61722,58973,59223,1085540,578481.0,48817001.0
2000-08-18,59223,61472,57724,59972,1684510,585804.0,48817001.0
2000-08-21,58473,59973,56974,57723,957530,563836.0,48817001.0
2000-08-22,58473,63471,58473,61722,4345480,602890.0,48817001.0
2000-08-23,61722,61972,56724,57473,1810920,561396.0,48817001.0
2000-08-24,60972,64221,57974,61472,7518940,600449.0,48817001.0
2000-08-25,62472,66220,60722,63471,7476540,619976.0,48817001.0
2000-08-28,66470,70968,65720,70967,6877550,693201.0,48817001.0
