KTH(036030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-12-01,5070,5120,4860,5000,50726,172500.0,34500000.0
2008-12-02,4655,4800,4630,4790,49292,165255.0,34500000.0
2008-12-03,4970,4970,4550,4750,68882,163875.0,34500000.0
2008-12-04,4800,5000,4565,4900,80718,169050.0,34500000.0
2008-12-05,4850,5030,4850,4990,61521,172155.0,34500000.0
2008-12-08,5020,5150,5020,5150,71614,177675.0,34500000.0
2008-12-09,5240,5240,4980,5060,54393,174570.0,34500000.0
2008-12-10,5010,5150,4960,5110,69603,176295.0,34500000.0
2008-12-11,5110,5210,4980,5050,87982,174225.0,34500000.0
2008-12-12,4950,5100,4885,5030,94699,173535.0,34500000.0
2008-12-15,5100,5500,5020,5410,186874,186645.0,34500000.0
2008-12-16,5330,5490,5190,5250,96228,181125.0,34500000.0
2008-12-17,5390,5440,5170,5290,75206,182505.0,34500000.0
2008-12-18,5290,5520,5250,5350,101650,184575.0,34500000.0
2008-12-19,5230,5660,5230,5550,212345,191475.0,34500000.0
2008-12-22,5690,5690,5480,5550,72083,191475.0,34500000.0
2008-12-23,5470,5580,5350,5390,75138,185955.0,34500000.0
2008-12-24,5280,5500,5100,5100,105298,175950.0,34500000.0
2008-12-26,5240,5240,5000,5000,78749,172500.0,34500000.0
2008-12-29,5000,5150,4950,5100,48550,175950.0,34500000.0
2008-12-30,5200,5200,5000,5120,52624,176640.0,34500000.0
2009-01-02,5200,5340,5150,5300,59467,182850.0,34500000.0
2009-01-05,5320,5390,5200,5270,68871,181815.0,34500000.0
2009-01-06,5300,5350,5150,5150,107032,177675.0,34500000.0
2009-01-07,5150,5260,5060,5150,100266,177675.0,34500000.0
2009-01-08,5110,5160,5010,5060,81228,174570.0,34500000.0
2009-01-09,5120,5200,5050,5190,69925,179055.0,34500000.0
2009-01-12,5120,5210,5090,5100,40286,175950.0,34500000.0
2009-01-13,5100,5150,5020,5070,51998,174915.0,34500000.0
2009-01-14,5080,5130,5000,5130,59850,176985.0,34500000.0
2009-01-15,5000,5180,4800,5040,114156,173880.0,34500000.0
2009-01-16,5000,5270,4950,5270,84746,181815.0,34500000.0
2009-01-19,5180,5310,5140,5240,102213,180780.0,34500000.0
2009-01-20,5280,5280,5110,5150,53717,177675.0,34500000.0
2009-01-21,5010,5690,4700,5360,426350,184920.0,34500000.0
2009-01-22,5580,5820,5460,5800,398666,200100.0,34500000.0
2009-01-23,5700,6270,5630,6100,508116,210450.0,34500000.0
2009-01-28,6200,6570,6200,6270,350189,216315.0,34500000.0
2009-01-29,6250,6320,5990,6050,190582,208725.0,34500000.0
2009-01-30,5920,6030,5800,5800,218844,200100.0,34500000.0
2009-02-02,5710,6000,5710,5850,137530,201825.0,34500000.0
2009-02-03,5980,6000,5560,5670,292583,195615.0,34500000.0
2009-02-04,5700,6300,5680,6040,576589,208380.0,34500000.0
2009-02-05,5970,6180,5930,5970,307447,205965.0,34500000.0
2009-02-06,6040,6080,5830,5830,228182,201135.0,34500000.0
2009-02-09,5850,5980,5750,5750,101978,198375.0,34500000.0
2009-02-10,5870,5870,5490,5800,122792,200100.0,34500000.0
2009-02-11,5650,5780,5610,5720,67738,197340.0,34500000.0
2009-02-12,5770,5920,5670,5820,94984,200790.0,34500000.0
2009-02-13,6250,6690,6200,6690,1547477,230805.0,34500000.0
2009-02-16,6690,6890,6540,6800,646273,234600.0,34500000.0
2009-02-17,6830,6870,5970,6200,500193,213900.0,34500000.0
2009-02-18,6000,6390,6000,6100,385329,210450.0,34500000.0
2009-02-19,6230,6300,5810,5880,309373,202860.0,34500000.0
2009-02-20,5860,5870,5370,5570,149052,192165.0,34500000.0
2009-02-23,5570,5760,5480,5760,96278,198720.0,34500000.0
2009-02-24,5400,5550,5300,5350,173450,184575.0,34500000.0
2009-02-25,5520,5730,5420,5690,242317,196305.0,34500000.0
2009-02-26,5810,5960,5370,5540,311731,191130.0,34500000.0
2009-02-27,5410,5690,5410,5450,79023,188025.0,34500000.0
2009-03-02,5350,5450,4985,5020,159359,173190.0,34500000.0
2009-03-03,4755,5040,4730,5040,118739,173880.0,34500000.0
2009-03-04,4910,5340,4875,5300,88922,182850.0,34500000.0
2009-03-05,5300,5360,5070,5100,87944,175950.0,34500000.0
2009-03-06,4995,5080,4850,5000,76379,172500.0,34500000.0
2009-03-09,5130,5130,4965,5040,73213,173880.0,34500000.0
2009-03-10,5040,5240,5000,5220,153080,180090.0,34500000.0
2009-03-11,5310,5370,5200,5310,144134,183195.0,34500000.0
2009-03-12,5400,5800,5360,5610,285436,193545.0,34500000.0
2009-03-13,5840,5940,5730,5800,210100,200100.0,34500000.0
2009-03-16,5870,6050,5640,5880,179522,202860.0,34500000.0
2009-03-17,5980,6140,5850,6000,117377,207000.0,34500000.0
2009-03-18,6130,6340,6010,6040,153246,208380.0,34500000.0
2009-03-19,6120,6230,5750,5860,184171,202170.0,34500000.0
2009-03-20,5950,5950,5770,5830,72513,201135.0,34500000.0
2009-03-23,5830,6090,5810,6000,138282,207000.0,34500000.0
2009-03-24,6090,6150,5920,5990,117833,206655.0,34500000.0
2009-03-25,5950,5990,5820,5900,135458,203550.0,34500000.0
2009-03-26,5960,6130,5910,6100,209843,210450.0,34500000.0
2009-03-27,6180,6330,5870,5880,267638,202860.0,34500000.0
2009-03-30,5850,5880,5620,5680,138495,195960.0,34500000.0
2009-03-31,5760,5800,5680,5700,94130,196650.0,34500000.0
2009-04-01,5740,5840,5570,5570,208602,192165.0,34500000.0
2009-04-02,5670,5830,5610,5740,185394,198030.0,34500000.0
2009-04-03,5820,5990,5710,5930,177930,204585.0,34500000.0
2009-04-06,5980,6260,5950,6100,294533,210450.0,34500000.0
2009-04-07,6100,7000,5950,7000,474728,241500.0,34500000.0
2009-04-08,6860,7470,6820,7000,639167,241500.0,34500000.0
2009-04-09,7300,8000,7270,7350,538863,253575.0,34500000.0
2009-04-10,7450,7500,7040,7140,327770,246330.0,34500000.0
2009-04-13,7140,7530,7050,7380,247290,254610.0,34500000.0
2009-04-14,7340,7440,7020,7170,224432,247365.0,34500000.0
2009-04-15,7000,7100,6550,6750,271242,232875.0,34500000.0
2009-04-16,6900,7070,6530,6600,281084,227700.0,34500000.0
2009-04-17,6800,6820,6490,6640,167163,229080.0,34500000.0
2009-04-20,6650,6870,6580,6870,182491,237015.0,34500000.0
2009-04-21,6740,6800,5850,6280,1540183,216660.0,34500000.0
2009-04-22,6340,6480,6140,6290,497882,217005.0,34500000.0
2009-04-23,6360,6680,6260,6600,469276,227700.0,34500000.0
2009-04-24,6740,7180,6550,6840,937157,235980.0,34500000.0
2009-04-27,6930,6930,6350,6450,503711,222525.0,34500000.0
2009-04-28,6450,6520,5850,6050,261292,208725.0,34500000.0
2009-04-29,6110,6320,6050,6300,160939,217350.0,34500000.0
2009-04-30,6390,6540,6270,6410,147038,221145.0,34500000.0
2009-05-04,6550,6550,6280,6390,193381,220455.0,34500000.0
2009-05-06,6400,6500,6290,6430,171578,221835.0,34500000.0
2009-05-07,6470,6610,6430,6530,205206,225285.0,34500000.0
2009-05-08,6590,6630,6460,6570,114480,226665.0,34500000.0
2009-05-11,6630,6800,6520,6700,241615,231150.0,34500000.0
2009-05-12,6700,6940,6630,6880,257563,237360.0,34500000.0
2009-05-13,6950,6970,6750,6880,159716,237360.0,34500000.0
2009-05-14,6710,7910,6660,7910,1149013,272895.0,34500000.0
2009-05-15,8380,8590,7550,7860,1201399,271170.0,34500000.0
2009-05-18,7970,8460,7700,8460,638503,291870.0,34500000.0
2009-05-19,8400,8410,8160,8200,321672,282900.0,34500000.0
2009-05-20,8200,8200,7850,8000,423492,276000.0,34500000.0
2009-05-21,8000,8060,7660,7840,295251,270480.0,34500000.0
2009-05-22,7760,8190,7600,7680,404182,264960.0,34500000.0
2009-05-25,7680,7950,6530,7360,407818,253920.0,34500000.0
2009-05-26,7370,7660,7210,7480,247190,258060.0,34500000.0
2009-05-27,7650,7910,7470,7510,339806,259095.0,34500000.0
2009-05-28,7410,7480,6980,7460,345616,257370.0,34500000.0
2009-05-29,7500,7990,7480,7670,256346,264615.0,34500000.0
2009-06-01,7700,7910,7590,7700,229993,265650.0,34500000.0
2009-06-02,7820,8060,7740,7890,323977,272205.0,34500000.0
2009-06-03,7850,7980,7620,7700,166828,265650.0,34500000.0
2009-06-04,7620,7700,7000,7200,231933,248400.0,34500000.0
2009-06-05,7280,7380,7140,7200,97124,248400.0,34500000.0
2009-06-08,7250,7820,7170,7790,300586,268755.0,34500000.0
2009-06-09,7760,8110,7680,8020,608011,276690.0,34500000.0
2009-06-10,8440,9100,7900,7900,2390329,272550.0,34500000.0
2009-06-11,7900,7900,7570,7680,425611,264960.0,34500000.0
2009-06-12,7780,7990,7600,7640,282453,263580.0,34500000.0
2009-06-15,7610,7700,7390,7480,180681,258060.0,34500000.0
2009-06-16,7350,7670,7350,7580,125889,261510.0,34500000.0
2009-06-17,7570,7570,7320,7350,137025,253575.0,34500000.0
2009-06-18,7400,7550,7300,7370,98729,254265.0,34500000.0
2009-06-19,7420,7610,7260,7610,111019,262545.0,34500000.0
2009-06-22,7650,7840,7650,7760,143399,267720.0,34500000.0
2009-06-23,7560,7630,7400,7500,124645,258750.0,34500000.0
2009-06-24,7530,7990,7350,7990,109205,275655.0,34500000.0
2009-06-25,7990,8010,7800,7820,155904,269790.0,34500000.0
2009-06-26,7910,8150,7730,7790,183291,268755.0,34500000.0
2009-06-29,7830,8020,7720,7780,74705,268410.0,34500000.0
2009-06-30,7880,7880,7480,7600,101060,262200.0,34500000.0
2009-07-01,7520,7670,7520,7560,62009,260820.0,34500000.0
2009-07-02,7580,7620,7490,7600,56858,262200.0,34500000.0
2009-07-03,7500,7570,7380,7550,152265,260475.0,34500000.0
2009-07-06,7630,7630,7420,7440,71663,256680.0,34500000.0
2009-07-07,7390,7610,7390,7470,83145,257715.0,34500000.0
2009-07-08,7370,7510,7270,7450,118014,257025.0,34500000.0
2009-07-09,7530,7610,7430,7590,86300,261855.0,34500000.0
2009-07-10,7590,7590,7410,7430,48659,256335.0,34500000.0
2009-07-13,7430,7520,7020,7050,103679,243225.0,34500000.0
2009-07-14,7150,7200,6960,7140,79070,246330.0,34500000.0
2009-07-15,7190,7240,7080,7220,79157,249090.0,34500000.0
2009-07-16,7190,7280,6950,6950,107245,239775.0,34500000.0
2009-07-17,6950,7110,6870,6950,78907,239775.0,34500000.0
2009-07-20,6960,7430,6950,7220,127928,249090.0,34500000.0
2009-07-21,7310,7310,7010,7010,71281,241845.0,34500000.0
2009-07-22,7100,7380,7050,7110,155782,245295.0,34500000.0
2009-07-23,7110,7230,7110,7160,63875,247020.0,34500000.0
2009-07-24,7200,7340,7060,7090,88224,244605.0,34500000.0
2009-07-27,7090,7160,7040,7090,93264,244605.0,34500000.0
2009-07-28,7010,7040,6940,6960,113710,240120.0,34500000.0
2009-07-29,6920,7020,6810,6940,180243,239430.0,34500000.0
2009-07-30,6840,6970,6710,6810,83248,234945.0,34500000.0
2009-07-31,6850,6890,6790,6890,51715,237705.0,34500000.0
2009-08-03,6900,6960,6820,6930,64788,239085.0,34500000.0
2009-08-04,6970,7070,6910,6960,69053,240120.0,34500000.0
2009-08-05,6960,7370,6960,7230,136723,249435.0,34500000.0
2009-08-06,7160,7300,7000,7030,122100,242535.0,34500000.0
2009-08-07,6960,7120,6950,6950,122347,239775.0,34500000.0
2009-08-10,6970,7010,6910,6990,90953,241155.0,34500000.0
2009-08-11,6910,7010,6910,7000,73474,241500.0,34500000.0
2009-08-12,6900,6980,6880,6880,84552,237360.0,34500000.0
2009-08-13,6970,7010,6900,6950,66183,239775.0,34500000.0
2009-08-14,6990,6990,6860,6880,79552,237360.0,34500000.0
2009-08-17,6830,6890,6490,6490,207190,223905.0,34500000.0
2009-08-18,6350,6600,6340,6420,125800,221490.0,34500000.0
2009-08-19,6420,6560,6230,6230,118190,214935.0,34500000.0
2009-08-20,6170,6300,6120,6300,107532,217350.0,34500000.0
2009-08-21,6300,6430,6200,6220,77009,214590.0,34500000.0
2009-08-24,6270,6290,6100,6100,93886,210450.0,34500000.0
2009-08-25,6010,6090,5900,5990,144488,206655.0,34500000.0
2009-08-26,5980,6250,5980,6210,81187,214245.0,34500000.0
2009-08-27,6200,6390,6200,6390,67618,220455.0,34500000.0
2009-08-28,6440,6440,6250,6270,58210,216315.0,34500000.0
2009-08-31,6270,6340,6240,6300,31011,217350.0,34500000.0
2009-09-01,6310,6370,6150,6190,68108,213555.0,34500000.0
2009-09-02,6100,6140,6020,6040,86294,208380.0,34500000.0
2009-09-03,6050,6270,6000,6160,84988,212520.0,34500000.0
2009-09-04,6200,6320,6150,6200,49975,213900.0,34500000.0
2009-09-07,6250,6250,6120,6120,57445,211140.0,34500000.0
2009-09-08,6120,6220,5960,6030,104099,208035.0,34500000.0
2009-09-09,6100,6100,5980,5990,43810,206655.0,34500000.0
2009-09-10,6010,6170,6010,6160,51166,212520.0,34500000.0
2009-09-11,6130,6420,6110,6400,104525,220800.0,34500000.0
2009-09-14,6340,6400,6200,6330,62733,218385.0,34500000.0
2009-09-15,6350,6450,6210,6390,84701,220455.0,34500000.0
2009-09-16,6390,6480,6310,6360,41610,219420.0,34500000.0
2009-09-17,6360,6440,6220,6250,46117,215625.0,34500000.0
2009-09-18,6250,6320,6210,6300,34545,217350.0,34500000.0
2009-09-21,6340,6350,6200,6240,54247,215280.0,34500000.0
2009-09-22,6280,6300,6140,6210,67980,214245.0,34500000.0
2009-09-23,6210,6260,6060,6120,90714,211140.0,34500000.0
2009-09-24,6060,6140,5940,6000,85612,207000.0,34500000.0
2009-09-25,5990,6080,5940,6010,54865,207345.0,34500000.0
2009-09-28,6070,6070,5880,5930,72010,204585.0,34500000.0
2009-09-29,5950,6000,5920,5980,27556,206310.0,34500000.0
2009-09-30,6000,6150,5980,6100,46885,210450.0,34500000.0
2009-10-01,6070,6200,6070,6140,69311,211830.0,34500000.0
2009-10-05,6130,6180,6000,6120,57174,211140.0,34500000.0
2009-10-06,6120,6200,6050,6110,40709,210795.0,34500000.0
2009-10-07,6070,6170,6000,6010,43244,207345.0,34500000.0
2009-10-08,6010,6080,5990,6040,15044,208380.0,34500000.0
2009-10-09,6020,6100,6020,6100,17680,210450.0,34500000.0
2009-10-12,6050,6140,6010,6020,28860,207690.0,34500000.0
2009-10-13,6020,6080,5950,5990,43917,206655.0,34500000.0
2009-10-14,5870,6030,5870,5940,39039,204930.0,34500000.0
2009-10-15,6000,6020,5950,5980,27771,206310.0,34500000.0
2009-10-16,6020,6030,5940,6000,55127,207000.0,34500000.0
2009-10-19,6030,6060,5980,6020,20792,207690.0,34500000.0
2009-10-20,6080,6080,5900,5920,42645,204240.0,34500000.0
2009-10-21,5880,6000,5880,5900,47307,203550.0,34500000.0
2009-10-22,5860,5950,5820,5910,52405,203895.0,34500000.0
2009-10-23,5970,6000,5820,5860,25507,202170.0,34500000.0
2009-10-26,5900,5970,5830,5850,60200,201825.0,34500000.0
2009-10-27,5850,5850,5640,5640,68428,194580.0,34500000.0
2009-10-28,5640,5640,5450,5470,61937,188715.0,34500000.0
2009-10-29,5370,5420,5260,5350,57915,184575.0,34500000.0
2009-10-30,5420,5480,5330,5350,46089,184575.0,34500000.0
2009-11-02,5200,5340,5190,5210,35787,179745.0,34500000.0
2009-11-03,5230,5280,5120,5280,35079,182160.0,34500000.0
2009-11-04,5280,5390,5280,5320,22896,183540.0,34500000.0
2009-11-05,5340,5440,5260,5270,30413,181815.0,34500000.0
2009-11-06,5390,5550,5330,5550,37409,191475.0,34500000.0
2009-11-09,5600,5670,5520,5550,24183,191475.0,34500000.0
2009-11-10,5550,5630,5460,5520,32272,190440.0,34500000.0
2009-11-11,5440,5580,5440,5470,24258,188715.0,34500000.0
2009-11-12,5400,5530,5400,5470,36070,188715.0,34500000.0
2009-11-13,5410,5570,5320,5400,49741,186300.0,34500000.0
2009-11-16,5400,5490,5380,5420,35936,186990.0,34500000.0
2009-11-17,5420,5660,5420,5630,57384,194235.0,34500000.0
2009-11-18,6460,6470,6450,6470,187159,223215.0,34500000.0
2009-11-19,6760,7170,6700,6890,1357663,237705.0,34500000.0
2009-11-20,6790,6940,6560,6940,610889,239430.0,34500000.0
2009-11-23,7050,7050,6360,6360,408495,219420.0,34500000.0
2009-11-24,6380,6540,6220,6440,296461,222180.0,34500000.0
2009-11-25,6440,6590,6280,6480,161651,223560.0,34500000.0
2009-11-26,6580,6580,6010,6010,181109,207345.0,34500000.0
2009-11-27,6070,6100,5840,5950,136884,205275.0,34500000.0
2009-11-30,6030,6390,6030,6310,228991,217695.0,34500000.0
2009-12-01,6260,6350,6150,6150,101829,212175.0,34500000.0
2009-12-02,6170,6360,6170,6300,142790,217350.0,34500000.0
2009-12-03,6250,6450,6240,6400,116424,220800.0,34500000.0
2009-12-04,6450,6590,6350,6400,147340,220800.0,34500000.0
2009-12-07,6430,6460,6290,6390,92123,220455.0,34500000.0
2009-12-08,6370,6600,6350,6550,168677,225975.0,34500000.0
2009-12-09,6470,6720,6390,6670,166873,230115.0,34500000.0
2009-12-10,6670,6720,6590,6690,105168,230805.0,34500000.0
2009-12-11,6760,6860,6510,6550,297424,225975.0,34500000.0
2009-12-14,6600,6810,6480,6810,201433,234945.0,34500000.0
2009-12-15,6850,6850,6630,6670,77104,230115.0,34500000.0
2009-12-16,6690,6770,6550,6550,83797,225975.0,34500000.0
2009-12-17,6550,6620,6500,6500,74175,224250.0,34500000.0
2009-12-18,6490,6720,6400,6650,106696,229425.0,34500000.0
2009-12-21,6700,7490,6700,7240,801398,249780.0,34500000.0
2009-12-22,7240,7270,6950,7200,236332,248400.0,34500000.0
2009-12-23,7130,7370,6950,6950,178740,239775.0,34500000.0
2009-12-24,7160,7440,7160,7240,392285,249780.0,34500000.0
2009-12-28,7350,7810,7150,7150,669776,246675.0,34500000.0
2009-12-29,7050,7360,6980,7190,201821,248055.0,34500000.0
2009-12-30,7250,7490,7190,7250,159364,250125.0,34500000.0
2010-01-04,7250,7650,7230,7650,305580,263925.0,34500000.0
2010-01-05,7800,8790,7670,8790,1151636,303255.0,34500000.0
2010-01-06,8950,9710,8910,9100,2125535,313950.0,34500000.0
2010-01-07,9150,9400,8580,8900,871555,307050.0,34500000.0
2010-01-08,8860,8930,8450,8700,445415,300150.0,34500000.0
2010-01-11,8650,8890,8490,8520,353928,293940.0,34500000.0
2010-01-12,8420,8490,8290,8400,346484,289800.0,34500000.0
2010-01-13,8400,8810,8300,8380,406886,289110.0,34500000.0
2010-01-14,8500,8860,8460,8850,373724,305325.0,34500000.0
2010-01-15,8960,9170,8660,8750,382549,301875.0,34500000.0
2010-01-18,8720,9280,8600,9190,500775,317055.0,34500000.0
2010-01-19,9270,9270,8780,8900,263689,307050.0,34500000.0
2010-01-20,8980,8980,8450,8530,222239,294285.0,34500000.0
2010-01-21,8400,9110,8400,9110,398003,314295.0,34500000.0
2010-01-22,9000,10400,8900,9980,1649853,344310.0,34500000.0
2010-01-25,9980,10300,9300,9420,740061,324990.0,34500000.0
2010-01-26,9580,9960,9360,9730,629587,335685.0,34500000.0
2010-01-27,10050,11050,9700,9700,2921258,334650.0,34500000.0
2010-01-28,9900,9950,9260,9520,904250,328440.0,34500000.0
2010-01-29,9470,9830,9260,9400,463854,324300.0,34500000.0
2010-02-01,9450,9600,9080,9290,291004,320505.0,34500000.0
2010-02-02,9310,9570,9060,9060,438796,312570.0,34500000.0
2010-02-03,9170,9170,8720,8720,427185,300840.0,34500000.0
2010-02-04,8770,9040,8650,8880,232672,306360.0,34500000.0
2010-02-05,8450,8570,8090,8130,278344,280485.0,34500000.0
2010-02-08,8190,8260,7810,7910,252777,272895.0,34500000.0
2010-02-09,7900,8040,7740,7850,163121,270825.0,34500000.0
2010-02-10,8000,8320,7830,7830,394717,270135.0,34500000.0
2010-02-11,7860,8150,7860,8150,297455,281175.0,34500000.0
2010-02-12,8170,8310,8050,8230,134802,283935.0,34500000.0
2010-02-16,8230,8340,8140,8280,128035,285660.0,34500000.0
2010-02-17,8310,8470,8250,8280,244677,285660.0,34500000.0
2010-02-18,8300,8350,8090,8090,140711,279105.0,34500000.0
2010-02-19,8040,8080,7680,7700,264601,265650.0,34500000.0
2010-02-22,7880,7930,7800,7930,100997,273585.0,34500000.0
2010-02-23,7930,8450,7930,8300,363221,286350.0,34500000.0
2010-02-24,8250,8870,8250,8560,795265,295320.0,34500000.0
2010-02-25,8750,8780,8200,8200,293592,282900.0,34500000.0
2010-02-26,8290,8370,8090,8220,142567,283590.0,34500000.0
2010-03-02,8270,8400,8190,8270,113788,285315.0,34500000.0
2010-03-03,8110,8340,8110,8180,107618,282210.0,34500000.0
2010-03-04,8170,8270,8000,8060,120460,278070.0,34500000.0
2010-03-05,8000,8050,7720,7830,290404,270135.0,34500000.0
2010-03-08,7930,8030,7880,7990,117312,275655.0,34500000.0
2010-03-09,8020,8600,8020,8600,310005,296700.0,34500000.0
2010-03-10,8660,8680,8350,8420,191106,290490.0,34500000.0
2010-03-11,8380,8460,8270,8400,114836,289800.0,34500000.0
2010-03-12,8490,8560,8380,8400,83752,289800.0,34500000.0
2010-03-15,8410,8410,8230,8230,87961,283935.0,34500000.0
2010-03-16,8280,8350,8110,8250,69958,284625.0,34500000.0
2010-03-17,8340,8350,8140,8180,93466,282210.0,34500000.0
2010-03-18,8200,8250,7970,7990,182173,275655.0,34500000.0
2010-03-19,8090,8270,8000,8270,160777,285315.0,34500000.0
2010-03-22,8260,8390,8210,8260,81052,284970.0,34500000.0
2010-03-23,8300,8730,8240,8650,348000,298425.0,34500000.0
2010-03-24,8700,8730,8430,8500,242223,293250.0,34500000.0
2010-03-25,8460,8620,8460,8550,95110,294975.0,34500000.0
2010-03-26,8550,8640,8410,8550,136314,294975.0,34500000.0
2010-03-29,8400,8500,8140,8140,163954,280830.0,34500000.0
2010-03-30,8220,8360,8110,8270,84219,285315.0,34500000.0
2010-03-31,8300,8300,8100,8200,94379,282900.0,34500000.0
2010-04-01,8230,8230,8000,8140,105357,280830.0,34500000.0
2010-04-02,8010,8190,8000,8010,106731,276345.0,34500000.0
2010-04-05,8030,8250,7970,8060,88587,278070.0,34500000.0
2010-04-06,8180,8190,7710,7780,131703,268410.0,34500000.0
2010-04-07,7750,7890,7750,7770,92274,268065.0,34500000.0
2010-04-08,7680,7860,7450,7770,158324,268065.0,34500000.0
2010-04-09,7750,7850,7530,7650,102562,263925.0,34500000.0
2010-04-12,7760,7760,7390,7450,183330,257025.0,34500000.0
2010-04-13,7450,7470,7250,7300,124994,251850.0,34500000.0
2010-04-14,7280,7730,7260,7520,183190,259440.0,34500000.0
2010-04-15,7580,7650,7500,7570,59803,261165.0,34500000.0
2010-04-16,7530,7620,7450,7470,48312,257715.0,34500000.0
2010-04-19,7370,7400,7250,7290,82776,251505.0,34500000.0
2010-04-20,7270,7520,7270,7470,46671,257715.0,34500000.0
2010-04-21,7460,7590,7460,7540,60079,260130.0,34500000.0
2010-04-22,7570,7600,7460,7550,44478,260475.0,34500000.0
2010-04-23,7590,8000,7510,7840,163872,270480.0,34500000.0
2010-04-26,7850,8040,7700,7700,127071,265650.0,34500000.0
2010-04-27,7750,7980,7750,7850,60412,270825.0,34500000.0
2010-04-28,7830,7890,7670,7890,63675,272205.0,34500000.0
2010-04-29,7990,8440,7890,8010,333988,276345.0,34500000.0
2010-04-30,8190,8300,8070,8080,125431,278760.0,34500000.0
2010-05-03,8100,8140,7910,8000,122434,276000.0,34500000.0
2010-05-04,7980,8080,7400,7410,304756,255645.0,34500000.0
2010-05-06,7160,7310,7010,7140,170965,246330.0,34500000.0
2010-05-07,6740,7120,6700,7050,174724,243225.0,34500000.0
2010-05-10,7100,7400,7100,7370,72452,254265.0,34500000.0
2010-05-11,7550,7690,7410,7470,130499,257715.0,34500000.0
2010-05-12,7330,7790,7330,7700,96359,265650.0,34500000.0
2010-05-13,7770,7830,7670,7720,71159,266340.0,34500000.0
2010-05-14,7700,7870,7620,7800,77854,269100.0,34500000.0
2010-05-17,7700,7700,7220,7390,118454,254955.0,34500000.0
2010-05-18,7310,7580,7210,7360,66677,253920.0,34500000.0
2010-05-19,7220,7480,7220,7400,71852,255300.0,34500000.0
2010-05-20,7450,7490,7080,7140,60279,246330.0,34500000.0
2010-05-24,7140,7140,6920,7060,84452,243570.0,34500000.0
2010-05-25,7060,7060,6180,6400,107502,220800.0,34500000.0
2010-05-26,6400,6520,6300,6420,78156,221490.0,34500000.0
2010-05-27,6240,6690,6240,6600,73691,227700.0,34500000.0
2010-05-28,6800,6800,6700,6800,51460,234600.0,34500000.0
2010-05-31,6900,7080,6850,7050,52695,243225.0,34500000.0
2010-06-01,7050,7080,6850,6910,63601,238395.0,34500000.0
2010-06-03,7050,7210,6940,7150,73788,246675.0,34500000.0
2010-06-04,7180,7250,7080,7160,37233,247020.0,34500000.0
2010-06-07,6870,6950,6750,6750,71173,232875.0,34500000.0
2010-06-08,6760,7080,6760,6900,64746,238050.0,34500000.0
2010-06-09,7180,7840,7100,7260,375025,250470.0,34500000.0
2010-06-10,7390,7690,7310,7410,140521,255645.0,34500000.0
2010-06-11,7650,7890,7520,7720,337170,266340.0,34500000.0
2010-06-14,7720,7750,7590,7720,109850,266340.0,34500000.0
2010-06-15,7850,7920,7710,7750,197329,267375.0,34500000.0
2010-06-16,7790,7790,7600,7620,78400,262890.0,34500000.0
2010-06-17,7600,7870,7500,7550,115302,260475.0,34500000.0
2010-06-18,7850,7850,7570,7650,46396,263925.0,34500000.0
2010-06-21,7750,7750,7630,7660,77145,264270.0,34500000.0
2010-06-22,7560,7700,7450,7530,70979,259785.0,34500000.0
2010-06-23,7490,7600,7450,7500,44513,258750.0,34500000.0
2010-06-24,7580,7600,7480,7480,45271,258060.0,34500000.0
2010-06-25,7420,7490,7400,7460,43159,257370.0,34500000.0
2010-06-28,7480,7600,7480,7540,61167,260130.0,34500000.0
2010-06-29,7620,7690,7450,7490,71176,258405.0,34500000.0
2010-06-30,7280,7500,7280,7500,56643,258750.0,34500000.0
2010-07-01,7420,7490,7300,7300,38752,251850.0,34500000.0
2010-07-02,7210,7370,7210,7230,35856,249435.0,34500000.0
2010-07-05,7250,7350,7220,7300,29183,251850.0,34500000.0
2010-07-06,7250,7350,7100,7260,30338,250470.0,34500000.0
2010-07-07,7280,7340,7180,7220,47805,249090.0,34500000.0
2010-07-08,7260,7350,7190,7200,52811,248400.0,34500000.0
2010-07-09,7210,7250,7030,7050,98851,243225.0,34500000.0
2010-07-12,7060,7100,6970,7000,50768,241500.0,34500000.0
2010-07-13,7010,7080,6890,6950,63951,239775.0,34500000.0
2010-07-14,7000,7000,6890,6910,92657,238395.0,34500000.0
2010-07-15,6950,7050,6900,6910,45120,238395.0,34500000.0
2010-07-16,6910,6980,6800,6850,53227,236325.0,34500000.0
2010-07-19,6800,6890,6740,6780,33373,233910.0,34500000.0
2010-07-20,6800,6930,6800,6900,18564,238050.0,34500000.0
2010-07-21,6930,6950,6750,6850,37886,236325.0,34500000.0
2010-07-22,6740,6910,6620,6620,49464,228390.0,34500000.0
2010-07-23,6630,6730,6560,6590,59880,227355.0,34500000.0
2010-07-26,6690,6780,6600,6720,30035,231840.0,34500000.0
2010-07-27,6840,6940,6730,6770,41615,233565.0,34500000.0
2010-07-28,6780,6870,6750,6760,18192,233220.0,34500000.0
2010-07-29,6710,6800,6680,6750,24282,232875.0,34500000.0
2010-07-30,6700,6750,6500,6580,61380,227010.0,34500000.0
2010-08-02,6520,6560,6450,6500,67327,224250.0,34500000.0
2010-08-03,6680,6680,6510,6520,23423,224940.0,34500000.0
2010-08-04,6650,6650,6480,6600,26035,227700.0,34500000.0
