뉴로스(126870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-16,4967,4983,4754,4876,181662,68444.0,7137039.0
2015-07-17,4851,4937,4744,4810,59590,67516.0,7137039.0
2015-07-20,4810,4851,4764,4851,32206,68087.0,7137039.0
2015-07-21,4901,5262,4891,5136,127338,72084.0,7137039.0
2015-07-22,5186,5212,5044,5136,50767,72084.0,7137039.0
2015-07-23,5084,5186,5023,5029,35970,70585.0,7137039.0
2015-07-24,5039,5069,4932,5009,17991,70300.0,7137039.0
2015-07-27,5064,5079,4881,4968,37121,69729.0,7137039.0
2015-07-28,4937,5084,4754,4826,24724,67731.0,7137039.0
2015-07-29,4866,4871,4601,4775,38222,67017.0,7137039.0
2015-07-30,4789,4789,4428,4729,65298,66374.0,7137039.0
2015-07-31,4779,4779,4484,4510,47555,63306.0,7137039.0
2015-08-03,4423,4576,4352,4470,41539,62735.0,7137039.0
2015-08-04,4545,4637,4423,4475,47963,62806.0,7137039.0
2015-08-05,4535,4622,4423,4520,18951,63448.0,7137039.0
2015-08-06,4601,4774,4454,4775,43096,67017.0,7137039.0
2015-08-07,4779,4983,4586,4912,55071,68944.0,7137039.0
2015-08-10,4805,4983,4754,4846,52805,68016.0,7137039.0
2015-08-11,4769,5003,4728,4846,48811,68016.0,7137039.0
2015-08-12,4835,4840,4632,4744,27326,66589.0,7137039.0
2015-08-13,4744,4906,4627,4810,46826,67516.0,7137039.0
2015-08-17,4810,4851,4718,4719,40003,66232.0,7137039.0
2015-08-18,4749,4805,4576,4627,32267,64947.0,7137039.0
2015-08-19,4576,4830,4362,4541,54459,63734.0,7137039.0
2015-08-20,4383,4535,4179,4322,32330,60665.0,7137039.0
2015-08-21,4230,4230,3788,4002,117583,56168.0,7137039.0
2015-08-24,3961,3961,3513,3610,101006,50673.0,7137039.0
2015-08-25,3534,3910,3437,3788,104645,53171.0,7137039.0
2015-08-26,3778,3915,3722,3783,70500,53100.0,7137039.0
2015-08-27,3823,4327,3813,4154,69532,58310.0,7137039.0
2015-08-28,4174,4434,4174,4226,19335,59309.0,7137039.0
2015-08-31,4312,4312,4200,4261,8567,59808.0,7137039.0
2015-09-01,4322,4322,3991,4007,28201,56240.0,7137039.0
2015-09-02,3961,4159,3889,4159,16278,58381.0,7137039.0
2015-09-03,4230,4230,4073,4119,9872,57810.0,7137039.0
2015-09-04,4118,4220,3971,4093,10446,57453.0,7137039.0
2015-09-07,4093,4139,3966,4002,18940,56168.0,7137039.0
2015-09-08,4134,4134,3950,3992,11701,56026.0,7137039.0
2015-09-09,4067,4225,4032,4104,19144,57596.0,7137039.0
2015-09-10,4103,4174,4093,4170,15622,58524.0,7137039.0
2015-09-11,4179,4673,4169,4419,45243,62021.0,7137039.0
2015-09-14,4428,4510,4301,4383,17144,61521.0,7137039.0
2015-09-15,4388,4500,4296,4383,19890,61521.0,7137039.0
2015-09-16,4393,4647,4378,4566,37416,64091.0,7137039.0
2015-09-17,4617,4617,4428,4571,12304,64162.0,7137039.0
2015-09-18,4652,4652,4464,4526,17333,63520.0,7137039.0
2015-09-21,4612,4627,4383,4526,18135,63520.0,7137039.0
2015-09-22,4525,4525,4403,4414,19968,61949.0,7137039.0
2015-09-23,4510,4678,4423,4500,45454,63163.0,7137039.0
2015-09-24,4591,4952,4591,4907,100677,68872.0,7137039.0
2015-09-25,4927,5074,4840,4978,62724,69872.0,7137039.0
2015-09-30,5023,5023,4851,4907,13786,68872.0,7137039.0
2015-10-01,5023,5023,4830,4907,15248,68872.0,7137039.0
2015-10-02,4906,5390,4861,5065,134836,71085.0,7137039.0
2015-10-05,5237,5237,5084,5085,26758,71370.0,7137039.0
2015-10-06,5084,5237,5044,5085,19127,71370.0,7137039.0
2015-10-07,5135,5135,4917,5039,11058,70728.0,7137039.0
2015-10-08,5039,5084,4881,4953,16931,69515.0,7137039.0
2015-10-12,5034,5034,4876,4973,13342,69800.0,7137039.0
2015-10-13,5008,5135,4881,5136,19876,72084.0,7137039.0
2015-10-14,5084,5161,4978,5049,15446,70871.0,7137039.0
2015-10-15,5084,5084,4881,5034,9379,70657.0,7137039.0
2015-10-16,5064,5237,4988,5136,77246,72084.0,7137039.0
2015-10-19,5186,5669,5135,5593,169712,78507.0,7137039.0
2015-10-20,5644,5822,5440,5822,165342,81719.0,7137039.0
2015-10-21,5898,5949,5644,5822,97694,81719.0,7137039.0
2015-10-22,5796,5873,5567,5644,98077,79221.0,7137039.0
2015-10-23,5796,5796,5390,5619,54236,78864.0,7137039.0
2015-10-26,5669,5847,5542,5644,97801,79221.0,7137039.0
2015-10-27,5720,5720,5466,5644,54021,79221.0,7137039.0
2015-10-28,5644,5898,5517,5848,78626,82076.0,7137039.0
2015-10-29,5974,6000,5822,5924,73566,83147.0,7137039.0
2015-10-30,5949,6101,5847,5975,72626,83860.0,7137039.0
2015-11-02,6051,6076,5796,5822,50058,81719.0,7137039.0
2015-11-03,5822,5822,5593,5644,93249,79221.0,7137039.0
2015-11-04,5567,5898,5567,5898,67440,82790.0,7137039.0
2015-11-05,6000,6000,5822,5898,40504,82790.0,7137039.0
2015-11-06,5974,6000,5771,5873,44758,82433.0,7137039.0
2015-11-09,5822,5923,5161,5187,110236,72798.0,7137039.0
2015-11-10,5110,5313,4932,5187,54922,72798.0,7137039.0
2015-11-11,5059,5644,5059,5543,55000,77794.0,7137039.0
2015-11-12,5542,5618,5364,5466,28682,76723.0,7137039.0
2015-11-13,5542,5542,5339,5517,32581,77437.0,7137039.0
2015-11-16,5517,5542,5212,5466,31698,76723.0,7137039.0
2015-11-17,5593,5593,5313,5441,32747,76366.0,7137039.0
2015-11-18,5390,5517,5262,5390,36949,75653.0,7137039.0
2015-11-19,5389,5466,5212,5415,59565,76009.0,7137039.0
2015-11-20,5313,5440,5212,5288,24794,74225.0,7137039.0
2015-11-23,5288,5440,5074,5110,65332,71727.0,7137039.0
2015-11-24,5186,5288,4952,5034,80080,70657.0,7137039.0
2015-11-25,5034,5084,4983,5085,13843,71370.0,7137039.0
2015-11-26,5034,5186,5034,5065,24702,71085.0,7137039.0
2015-11-27,5135,5313,5034,5065,34503,71085.0,7137039.0
2015-11-30,5064,5110,4876,4876,34468,68444.0,7137039.0
2015-12-01,4886,5023,4876,4876,35094,68444.0,7137039.0
2015-12-02,4973,4973,4693,4831,20977,67802.0,7137039.0
2015-12-03,4830,4830,4647,4653,35633,65304.0,7137039.0
2015-12-04,4606,4723,4591,4724,10827,66303.0,7137039.0
2015-12-07,4723,4739,4606,4668,12861,65518.0,7137039.0
2015-12-08,4683,4983,4545,4831,41089,67802.0,7137039.0
2015-12-09,4881,4891,4759,4856,22078,68159.0,7137039.0
2015-12-10,4779,4866,4642,4780,39809,67088.0,7137039.0
2015-12-11,4779,4779,4622,4780,19007,67088.0,7137039.0
2015-12-14,4632,4830,4566,4724,28028,66303.0,7137039.0
2015-12-15,4586,4754,4576,4688,25181,65803.0,7137039.0
2015-12-16,4805,4901,4632,4759,29033,66803.0,7137039.0
2015-12-17,4810,4906,4703,4907,12463,68872.0,7137039.0
2015-12-18,4906,4983,4734,4968,18813,69729.0,7137039.0
2015-12-21,4983,4988,4835,4907,9621,68872.0,7137039.0
2015-12-22,4835,4927,4774,4815,11831,67588.0,7137039.0
2015-12-23,4769,4810,4647,4698,29819,65946.0,7137039.0
2015-12-24,4728,4795,4606,4643,16970,65161.0,7137039.0
2015-12-28,4652,4739,4556,4739,28478,66517.0,7137039.0
2015-12-29,4779,4830,4683,4759,12522,66803.0,7137039.0
2015-12-30,4779,4779,4678,4724,12932,66303.0,7137039.0
2016-01-04,4723,4728,4571,4683,43888,65732.0,7137039.0
2016-01-05,4581,4754,4581,4744,15048,66589.0,7137039.0
2016-01-06,4744,4769,4632,4749,8688,66660.0,7137039.0
2016-01-07,4678,4703,4617,4683,14431,65732.0,7137039.0
2016-01-08,4576,4647,4454,4617,33971,64804.0,7137039.0
2016-01-11,4627,4627,4413,4485,21947,62949.0,7137039.0
2016-01-12,4484,4556,4378,4485,29318,62949.0,7137039.0
2016-01-13,4525,4784,4500,4688,65517,65803.0,7137039.0
2016-01-14,4688,4718,4586,4658,23417,65375.0,7137039.0
2016-01-15,4683,4810,4576,4673,37329,65589.0,7137039.0
2016-01-18,4673,4703,4601,4678,20878,65661.0,7137039.0
2016-01-19,4703,4703,4556,4582,31407,64305.0,7137039.0
2016-01-20,4576,4617,4434,4526,29243,63520.0,7137039.0
2016-01-21,4286,4500,4286,4414,20372,61949.0,7137039.0
2016-01-22,4454,4576,4454,4576,12009,64233.0,7137039.0
2016-01-25,4576,4647,4525,4607,12762,64662.0,7137039.0
2016-01-26,4576,4627,4495,4546,17369,63805.0,7137039.0
2016-01-27,4566,4667,4444,4490,26835,63020.0,7137039.0
2016-01-28,4489,4500,4306,4398,43670,61735.0,7137039.0
2016-01-29,4500,4500,4362,4454,38687,62520.0,7137039.0
2016-02-01,4439,4652,4439,4520,51325,63448.0,7137039.0
2016-02-02,4576,4647,4530,4587,26905,64376.0,7137039.0
2016-02-03,4586,4642,4576,4627,21908,64947.0,7137039.0
2016-02-04,4678,4678,4561,4622,11784,64876.0,7137039.0
2016-02-05,4662,4728,4601,4673,19219,65589.0,7137039.0
2016-02-11,4576,4606,4388,4388,61184,61593.0,7137039.0
2016-02-12,4362,4388,4067,4363,38742,61236.0,7137039.0
2016-02-15,4271,4373,4205,4373,27928,61379.0,7137039.0
2016-02-16,4449,4571,4281,4419,39249,62021.0,7137039.0
2016-02-17,4418,4444,4250,4327,19134,60736.0,7137039.0
2016-02-18,4332,4510,4322,4424,27368,62092.0,7137039.0
2016-02-19,4454,4454,4337,4424,8727,62092.0,7137039.0
2016-02-22,4469,4469,4261,4302,25467,60379.0,7137039.0
2016-02-23,4347,4347,4200,4307,18076,60451.0,7137039.0
2016-02-24,4306,4439,4230,4424,12434,62092.0,7137039.0
2016-02-25,4454,4454,4317,4322,14011,60665.0,7137039.0
2016-02-26,4322,4332,4154,4215,63790,59166.0,7137039.0
2016-02-29,4215,4271,4047,4154,82968,58310.0,7137039.0
2016-03-02,4184,4210,4103,4144,38162,58167.0,7137039.0
2016-03-03,4144,4215,4088,4165,13269,58452.0,7137039.0
2016-03-04,4164,4210,4067,4159,27453,58381.0,7137039.0
2016-03-07,4169,4215,4159,4215,12471,59166.0,7137039.0
2016-03-08,4215,4322,4149,4322,46119,60665.0,7137039.0
2016-03-09,4342,4495,4256,4454,48341,62520.0,7137039.0
2016-03-10,4474,4566,4398,4566,20758,64091.0,7137039.0
2016-03-11,4566,4683,4525,4622,34750,64876.0,7137039.0
2016-03-14,4581,4647,4500,4561,31575,64019.0,7137039.0
2016-03-15,4556,4596,4474,4561,11391,64019.0,7137039.0
2016-03-16,4556,4627,4479,4541,30435,63734.0,7137039.0
2016-03-17,4556,4606,4520,4566,59228,64091.0,7137039.0
2016-03-18,4566,4652,4520,4566,10406,64091.0,7137039.0
2016-03-21,4591,4657,4378,4454,75060,62520.0,7137039.0
2016-03-22,4398,4439,4296,4337,48870,60879.0,7137039.0
2016-03-23,4322,4393,4271,4327,63533,60736.0,7137039.0
2016-03-24,4245,4515,4245,4475,31104,62806.0,7137039.0
2016-03-25,4474,4688,4439,4561,66759,64019.0,7137039.0
2016-03-28,4510,4576,4459,4490,25450,63020.0,7137039.0
2016-03-29,4500,4566,4469,4566,10260,64091.0,7137039.0
2016-03-30,4581,4627,4500,4561,13571,64019.0,7137039.0
2016-03-31,4510,4566,4434,4475,16867,62806.0,7137039.0
2016-04-01,4495,4495,4367,4404,24183,61807.0,7137039.0
2016-04-04,4357,4423,4200,4220,80667,59237.0,7137039.0
2016-04-05,4271,4362,4225,4332,30681,60808.0,7137039.0
2016-04-06,4378,4378,4250,4317,30133,60593.0,7137039.0
2016-04-07,4317,4347,4286,4287,11737,60165.0,7137039.0
2016-04-08,4220,4312,4200,4292,19532,60237.0,7137039.0
2016-04-11,4362,4367,4256,4266,27478,59880.0,7137039.0
2016-04-12,4271,4423,4271,4414,36025,61949.0,7137039.0
2016-04-14,4459,4464,4403,4465,20781,62663.0,7137039.0
2016-04-15,4434,4510,4413,4495,17255,63091.0,7137039.0
2016-04-18,4423,4525,4423,4449,19542,62449.0,7137039.0
2016-04-19,4434,4510,4383,4449,33151,62449.0,7137039.0
2016-04-20,4449,4495,4357,4419,30580,62021.0,7137039.0
2016-04-21,4418,4500,4342,4490,24650,63020.0,7137039.0
2016-04-22,4484,4520,4378,4434,28024,62235.0,7137039.0
2016-04-25,4449,4474,4373,4424,10273,62092.0,7137039.0
2016-04-26,4423,4474,4352,4398,29043,61735.0,7137039.0
2016-04-27,4398,4474,4357,4409,37568,61878.0,7137039.0
2016-04-28,4439,4444,4362,4444,62825,62378.0,7137039.0
2016-04-29,4861,5339,4662,4744,1058965,66589.0,7137039.0
2016-05-02,4815,4851,4713,4780,101925,67088.0,7137039.0
2016-05-03,4779,4779,4612,4683,47209,65732.0,7137039.0
2016-05-04,4678,4759,4510,4754,79586,66731.0,7137039.0
2016-05-09,4800,4881,4754,4836,56656,67873.0,7137039.0
2016-05-10,4840,6203,4840,5365,2599685,75296.0,7137039.0
2016-05-11,5491,5491,5161,5187,408210,72798.0,7137039.0
2016-05-12,5186,5313,5059,5110,324688,71727.0,7137039.0
2016-05-13,5135,5288,5064,5212,124422,73155.0,7137039.0
2016-05-16,5212,5720,5110,5212,721523,73155.0,7137039.0
2016-05-17,5313,5466,5212,5314,184500,74582.0,7137039.0
2016-05-18,5364,5517,5237,5441,181726,76366.0,7137039.0
2016-05-19,5618,5745,5517,5593,332582,78507.0,7137039.0
2016-05-20,5466,5593,5339,5415,221707,76009.0,7137039.0
2016-05-23,5415,5669,5390,5390,267163,75653.0,7137039.0
2016-05-24,5415,5517,5212,5390,207468,75653.0,7137039.0
2016-05-25,5640,5700,5080,5110,250617,36470.0,7137039.0
2016-05-26,5140,5160,4890,4935,126538,35221.0,7137039.0
2016-05-27,4935,4995,4935,4980,54990,35542.0,7137039.0
2016-05-30,5000,5050,4915,4975,58823,35507.0,7137039.0
2016-05-31,5000,5000,4920,4960,37360,35400.0,7137039.0
2016-06-01,4980,4980,4940,4940,19993,35257.0,7137039.0
2016-06-02,4920,4950,4885,4950,31957,35328.0,7137039.0
2016-06-03,4950,5000,4915,4990,21930,35614.0,7137039.0
2016-06-07,4910,5440,4910,5370,211669,38326.0,7137039.0
2016-06-08,5370,5430,5210,5290,60190,37755.0,7137039.0
2016-06-09,5210,5330,5080,5080,53401,36256.0,7137039.0
2016-06-10,5080,5150,4955,5010,66695,35757.0,7137039.0
2016-06-13,4965,4980,4860,4935,51215,35221.0,7137039.0
2016-06-14,4875,4875,4790,4850,61768,34615.0,7137039.0
2016-06-15,4770,4985,4770,4930,39999,35186.0,7137039.0
2016-06-16,4800,4835,4640,4750,231611,66663.0,14034328.0
2016-06-17,4750,4865,4655,4705,75973,66032.0,14034328.0
2016-06-20,4710,4815,4675,4805,60380,67435.0,14034328.0
2016-06-21,4805,4850,4735,4810,55271,67505.0,14034328.0
2016-06-22,4765,4850,4755,4830,66095,67786.0,14034328.0
2016-06-23,4825,4825,4680,4725,72394,66312.0,14034328.0
2016-06-24,4730,4820,4100,4550,277969,63856.0,14034328.0
2016-06-27,4500,4520,4200,4450,103659,62453.0,14034328.0
2016-06-28,4450,4675,4420,4605,53902,64628.0,14034328.0
2016-06-29,4520,4765,4520,4675,83015,65610.0,14034328.0
2016-06-30,4700,4795,4685,4720,48401,66242.0,14034328.0
2016-07-01,4720,4890,4720,4795,61463,67295.0,14034328.0
2016-07-04,4880,4885,4800,4825,43217,67716.0,14034328.0
2016-07-05,4850,5080,4745,5030,112474,70593.0,14034328.0
2016-07-06,5050,5190,4880,5050,137829,70873.0,14034328.0
2016-07-07,5060,5150,5000,5150,57492,72277.0,14034328.0
2016-07-08,5200,5260,5100,5160,97820,72417.0,14034328.0
2016-07-11,5160,5380,5010,5230,152090,73400.0,14034328.0
2016-07-12,5230,5280,5180,5230,51752,73400.0,14034328.0
2016-07-13,5220,5370,5200,5300,108879,74382.0,14034328.0
2016-07-14,5340,5450,5250,5300,103668,74382.0,14034328.0
2016-07-15,5280,5320,5130,5140,135205,72136.0,14034328.0
2016-07-18,5140,5290,5110,5180,50200,72698.0,14034328.0
2016-07-19,5240,5310,5190,5280,67327,74101.0,14034328.0
2016-07-20,5270,5480,5260,5400,141723,75785.0,14034328.0
2016-07-21,5360,5620,5360,5500,134706,77189.0,14034328.0
2016-07-22,5500,5580,5400,5470,103451,76768.0,14034328.0
2016-07-25,5430,5530,5400,5460,74238,76627.0,14034328.0
2016-07-26,5670,5670,5400,5430,123848,76206.0,14034328.0
2016-07-27,5430,5490,5250,5330,82662,74803.0,14034328.0
2016-07-28,5330,5350,5110,5200,125776,72979.0,14034328.0
2016-07-29,5290,5350,5200,5260,84299,73821.0,14034328.0
2016-08-01,5270,5430,5220,5270,100518,73961.0,14034328.0
2016-08-02,5330,5330,5160,5170,80230,72557.0,14034328.0
2016-08-03,5170,5200,5070,5190,53674,72838.0,14034328.0
2016-08-04,5290,5290,5170,5250,39470,73680.0,14034328.0
2016-08-05,5280,5350,5190,5270,64417,73961.0,14034328.0
2016-08-08,5260,5390,5260,5390,93300,75645.0,14034328.0
2016-08-09,5440,5460,5230,5260,148403,73821.0,14034328.0
2016-08-10,5320,5320,5170,5210,64858,73119.0,14034328.0
2016-08-11,5210,5250,5100,5100,80994,71575.0,14034328.0
2016-08-12,5110,5190,5080,5100,73505,71575.0,14034328.0
2016-08-16,5060,5140,4965,4965,98583,69680.0,14034328.0
2016-08-17,4890,4990,4890,4965,30753,69680.0,14034328.0
2016-08-18,5090,5090,4870,4935,51970,69259.0,14034328.0
2016-08-19,4910,4965,4815,4940,56433,69330.0,14034328.0
2016-08-22,4940,4950,4830,4875,50815,68417.0,14034328.0
2016-08-23,4875,4885,4750,4880,107027,68488.0,14034328.0
2016-08-24,4900,4970,4810,4915,60102,68979.0,14034328.0
2016-08-25,4910,5030,4910,4985,108986,69961.0,14034328.0
2016-08-26,5010,5340,4980,5200,205680,72979.0,14034328.0
2016-08-29,5300,5320,4950,4950,101206,69470.0,14034328.0
2016-08-30,4900,5080,4900,4915,41438,68979.0,14034328.0
2016-08-31,4915,4985,4795,4900,83094,68768.0,14034328.0
2016-09-01,4900,5120,4900,5100,80800,71575.0,14034328.0
2016-09-02,5130,5130,4935,4990,77791,70031.0,14034328.0
2016-09-05,4990,5080,4910,4990,56139,70031.0,14034328.0
2016-09-06,4990,5090,4980,5090,44273,71435.0,14034328.0
2016-09-07,5110,5120,4945,4980,50523,69891.0,14034328.0
2016-09-08,4950,4970,4860,4935,63847,69259.0,14034328.0
2016-09-09,4870,4930,4800,4910,71021,68909.0,14034328.0
2016-09-12,4910,4910,4820,4825,36026,67716.0,14034328.0
2016-09-13,4850,5320,4850,5060,110471,71014.0,14034328.0
2016-09-19,5020,5110,4980,5000,66318,70172.0,14034328.0
2016-09-20,5030,5170,5000,5120,127402,71856.0,14034328.0
2016-09-21,5140,5260,5120,5170,153508,72557.0,14034328.0
2016-09-22,5230,5350,5180,5310,118731,74522.0,14034328.0
2016-09-23,5380,5380,5150,5170,131112,72557.0,14034328.0
2016-09-26,5200,5200,5050,5120,67329,71856.0,14034328.0
2016-09-27,5110,5210,5090,5100,54594,71575.0,14034328.0
2016-09-28,5070,5160,5040,5060,63948,71014.0,14034328.0
2016-09-29,5070,5140,5060,5120,52426,71856.0,14034328.0
2016-09-30,5120,5150,5030,5110,67558,71715.0,14034328.0
2016-10-04,5110,5300,5110,5280,136900,74101.0,14034328.0
2016-10-05,5280,5340,5220,5260,62819,73821.0,14034328.0
2016-10-06,5270,5320,5190,5240,103093,73540.0,14034328.0
2016-10-07,5250,5280,5150,5210,90072,73119.0,14034328.0
2016-10-10,5210,5260,5100,5140,75113,72136.0,14034328.0
2016-10-11,5200,5880,5100,5590,1873429,78452.0,14034328.0
2016-10-12,5600,5660,5400,5540,369808,77750.0,14034328.0
2016-10-13,5560,5810,5060,5060,1461949,71014.0,14034328.0
2016-10-14,5100,5120,4940,4980,227232,69891.0,14034328.0
2016-10-17,4980,5020,4805,4830,192105,67786.0,14034328.0
2016-10-18,4870,5040,4855,4930,98324,69189.0,14034328.0
2016-10-19,4990,5020,4910,5010,93900,70312.0,14034328.0
2016-10-20,5030,5030,4915,4980,66035,69891.0,14034328.0
2016-10-21,4955,5000,4855,4855,80407,68137.0,14034328.0
2016-10-24,4860,4950,4735,4820,108054,67645.0,14034328.0
2016-10-25,4845,4845,4635,4800,98686,67365.0,14034328.0
2016-10-26,4800,4800,4590,4775,90787,67014.0,14034328.0
2016-10-27,4800,4835,4730,4810,42043,67505.0,14034328.0
2016-10-28,4810,4850,4690,4735,55707,66453.0,14034328.0
2016-10-31,4665,4690,4465,4550,135950,63856.0,14034328.0
2016-11-01,4420,4600,4420,4530,42178,63576.0,14034328.0
2016-11-02,4410,4525,4185,4290,116096,60207.0,14034328.0
2016-11-03,4100,4475,4100,4430,87237,62172.0,14034328.0
2016-11-04,4430,4470,4360,4460,24512,62593.0,14034328.0
2016-11-07,4490,4650,4410,4635,30316,65049.0,14034328.0
2016-11-08,4665,4665,4550,4565,16716,64067.0,14034328.0
2016-11-09,4590,4615,4150,4400,120565,61751.0,14034328.0
2016-11-10,4510,4695,4435,4670,96829,65540.0,14034328.0
2016-11-11,4690,4780,4585,4750,56476,66663.0,14034328.0
2016-11-14,4720,4825,4675,4775,34709,67014.0,14034328.0
2016-11-15,4750,4810,4735,4790,14899,67224.0,14034328.0
2016-11-16,4800,4865,4760,4815,24256,67575.0,14034328.0
2016-11-17,4795,4900,4750,4800,40953,67365.0,14034328.0
2016-11-18,4735,4820,4600,4680,39906,65681.0,14034328.0
2016-11-21,4680,4750,4500,4500,27699,63154.0,14034328.0
2016-11-22,4460,4500,4400,4435,40080,62941.0,14191985.0
2016-11-23,4400,4520,4320,4440,39020,63012.0,14191985.0
2016-11-24,4520,4520,4335,4475,24761,63509.0,14191985.0
2016-11-25,4475,4565,4410,4565,22788,64786.0,14191985.0
2016-11-28,4500,4565,4410,4425,27628,62800.0,14191985.0
2016-11-29,4350,4465,4330,4405,41246,62516.0,14191985.0
2016-11-30,4350,4470,4345,4425,14911,62800.0,14191985.0
2016-12-01,4360,4470,4360,4440,14964,63012.0,14191985.0
2016-12-02,4410,4655,4410,4590,70853,65141.0,14191985.0
2016-12-05,4520,4590,4460,4475,45262,63509.0,14191985.0
2016-12-06,4545,4650,4510,4635,47772,65780.0,14191985.0
2016-12-07,4660,4660,4545,4565,16362,64786.0,14191985.0
2016-12-08,4570,4600,4460,4505,12462,63935.0,14191985.0
2016-12-09,4505,4550,4400,4465,27343,63367.0,14191985.0
2016-12-12,4465,4520,4405,4415,36909,62658.0,14191985.0
2016-12-13,4430,4430,4285,4350,63109,61735.0,14191985.0
2016-12-14,4350,4485,4305,4470,26698,63438.0,14191985.0
2016-12-15,4495,4540,4445,4540,31359,64432.0,14191985.0
2016-12-16,4605,4850,4530,4625,148345,65638.0,14191985.0
2016-12-19,4570,4770,4570,4735,65526,67199.0,14191985.0
2016-12-20,4775,4870,4645,4870,108538,69115.0,14191985.0
2016-12-21,4890,4905,4810,4870,72072,69115.0,14191985.0
2016-12-22,4820,4865,4790,4835,65978,68618.0,14191985.0
2016-12-23,4855,4855,4725,4780,29582,67838.0,14191985.0
2016-12-26,4750,4830,4650,4785,66185,67909.0,14191985.0
2016-12-27,4785,4800,4705,4780,17337,67838.0,14191985.0
2016-12-28,4800,4805,4720,4790,28762,67980.0,14191985.0
2016-12-29,4740,4820,4740,4785,21775,67909.0,14191985.0
2017-01-02,4785,4815,4710,4735,31530,67199.0,14191985.0
2017-01-03,4735,4880,4700,4840,88632,68689.0,14191985.0
2017-01-04,4890,4905,4810,4845,83869,68760.0,14191985.0
2017-01-05,4850,4870,4750,4790,37861,67980.0,14191985.0
2017-01-06,4790,4885,4750,4840,34614,68689.0,14191985.0
2017-01-09,4835,4835,4760,4795,48365,68051.0,14191985.0
2017-01-10,4795,4800,4675,4720,71271,66986.0,14191985.0
2017-01-11,4720,4720,4555,4600,90246,65283.0,14191985.0
2017-01-12,4600,4640,4520,4595,35495,65212.0,14191985.0
2017-01-13,4605,4605,4490,4585,40833,65070.0,14191985.0
2017-01-16,4590,4595,4480,4510,38615,64006.0,14191985.0
2017-01-17,4500,4580,4485,4555,23084,64644.0,14191985.0
2017-01-18,4570,4745,4480,4555,148704,64644.0,14191985.0
2017-01-19,4605,4605,4445,4500,80946,63864.0,14191985.0
2017-01-20,4500,4555,4400,4485,31542,63651.0,14191985.0
2017-01-23,4490,4495,4370,4420,59363,62729.0,14191985.0
2017-01-24,4415,4490,4330,4410,32619,62587.0,14191985.0
2017-01-25,4365,4480,4340,4400,28192,62445.0,14191985.0
2017-01-26,4400,4445,4355,4405,17315,62516.0,14191985.0
2017-01-31,4405,4480,4375,4420,9921,62729.0,14191985.0
2017-02-01,4440,4440,4330,4420,52214,62729.0,14191985.0
2017-02-02,4375,4420,4325,4405,35353,62516.0,14191985.0
2017-02-03,4410,5100,4410,4710,792433,66844.0,14191985.0
2017-02-06,4740,4805,4670,4780,147785,67838.0,14191985.0
2017-02-07,4775,4830,4730,4800,101936,68122.0,14191985.0
2017-02-08,4860,4860,4670,4775,66999,67767.0,14191985.0
2017-02-09,4800,4800,4680,4770,89439,67696.0,14191985.0
2017-02-10,4800,4815,4725,4770,67182,67696.0,14191985.0
2017-02-13,4745,4820,4660,4685,59743,66489.0,14191985.0
2017-02-14,4710,4955,4710,4900,501284,69541.0,14191985.0
2017-02-15,4815,5060,4710,4890,588519,69399.0,14191985.0
2017-02-16,4980,4980,4770,4835,110929,68618.0,14191985.0
2017-02-17,4720,4845,4710,4775,80355,67767.0,14191985.0
2017-02-20,4775,4850,4715,4815,127889,68334.0,14191985.0
2017-02-21,4785,4850,4765,4775,92826,67767.0,14191985.0
2017-02-22,4785,4790,4750,4765,40689,67625.0,14191985.0
2017-02-23,4790,4845,4715,4715,100876,66915.0,14191985.0
2017-02-24,4730,4770,4655,4715,33919,66915.0,14191985.0
2017-02-27,4780,4780,4585,4645,73160,65922.0,14191985.0
2017-02-28,4645,4820,4605,4745,167366,67341.0,14191985.0
2017-03-02,4745,4770,4675,4690,49806,66560.0,14191985.0
2017-03-03,4640,4685,4470,4520,91910,64148.0,14191985.0
2017-03-06,4450,4570,4450,4540,37253,64432.0,14191985.0
2017-03-07,4500,4550,4460,4550,35819,64574.0,14191985.0
2017-03-08,4515,4665,4480,4585,65064,65070.0,14191985.0
2017-03-09,4545,4630,4480,4500,38488,63864.0,14191985.0
2017-03-10,4500,4655,4500,4600,28201,65283.0,14191985.0
2017-03-13,4605,4760,4605,4720,112616,66986.0,14191985.0
2017-03-14,4720,4785,4655,4715,81776,66915.0,14191985.0
2017-03-15,4740,4745,4645,4675,56312,66348.0,14191985.0
2017-03-16,4675,4675,4595,4615,63126,65496.0,14191985.0
2017-03-17,4600,4695,4540,4675,30184,66348.0,14191985.0
2017-03-20,4675,4715,4550,4585,51550,65070.0,14191985.0
2017-03-21,4585,4590,4495,4590,31939,65141.0,14191985.0
2017-03-22,4590,4605,4525,4590,28707,65141.0,14191985.0
2017-03-23,4530,4590,4500,4500,24525,63864.0,14191985.0
2017-03-24,4530,4675,4325,4675,145417,66348.0,14191985.0
2017-03-27,4760,4900,4600,4665,133140,66206.0,14191985.0
2017-03-28,4665,5200,4570,4645,1182604,65922.0,14191985.0
2017-03-29,4660,4760,4620,4745,117838,67341.0,14191985.0
2017-03-30,4745,4790,4705,4745,170660,67341.0,14191985.0
