나노스(151910),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-03-11,9177,9222,8866,9156,191924,171844.0,8341920.0
2013-03-12,9155,9688,9155,9645,334676,181020.0,8341920.0
2013-03-13,9732,9999,9598,9756,277858,183105.0,8341920.0
2013-03-14,10044,10443,9687,10445,783267,196035.0,8341920.0
2013-03-15,10421,10443,10044,10045,356757,188527.0,8341920.0
2013-03-18,9888,10332,9598,9689,436984,181854.0,8341920.0
2013-03-19,9732,9865,9465,9800,405953,183939.0,8341920.0
2013-03-20,9821,9821,9509,9512,189070,178517.0,8341920.0
2013-03-21,9622,9665,9466,9556,143504,179351.0,8341920.0
2013-03-22,9509,9888,9487,9778,195016,183522.0,8341920.0
2013-03-25,9954,10044,9643,9689,198166,181854.0,8341920.0
2013-03-26,9732,9866,9554,9823,147148,184356.0,8341920.0
2013-03-27,9865,9954,9643,9800,149742,183939.0,8341920.0
2013-03-28,9910,10266,9798,10133,222071,190196.0,8341920.0
2013-03-29,10155,10243,10044,10200,80127,191447.0,8341920.0
2013-04-01,10354,10354,10132,10267,123755,192698.0,8341920.0
2013-04-02,10266,10732,10266,10556,217317,198121.0,8341920.0
2013-04-03,10710,11154,10576,10978,226710,206045.0,8341920.0
2013-04-04,10976,11021,10421,10978,227500,206045.0,8341920.0
2013-04-05,11154,11154,10822,10912,117289,204794.0,8341920.0
2013-04-08,10710,10911,10355,10356,154182,194367.0,8341920.0
2013-04-09,10222,10533,9910,10401,177877,195201.0,8341920.0
2013-04-10,10354,10487,10198,10423,83408,195618.0,8341920.0
2013-04-11,10644,10888,10422,10756,170935,201874.0,8341920.0
2013-04-12,10798,11111,10777,10889,157580,204377.0,8341920.0
2013-04-15,11022,11111,10844,10934,118886,205211.0,8341920.0
2013-04-16,10710,11643,10688,11045,323431,207297.0,8341920.0
2013-04-17,10887,11066,10132,10556,947317,198121.0,8341920.0
2013-04-18,10399,10911,10266,10778,434872,202292.0,8341920.0
2013-04-19,10798,10977,10443,10867,250188,203960.0,8341920.0
2013-04-22,10911,11021,10777,10889,119696,204377.0,8341920.0
2013-04-23,10955,11110,10866,11111,213483,208548.0,8341920.0
2013-04-24,11155,11644,11155,11556,277669,216890.0,8341920.0
2013-04-25,11554,11776,11398,11467,137314,215222.0,8341920.0
2013-04-26,11554,11754,11443,11689,118676,219392.0,8341920.0
2013-04-29,11688,11688,11488,11667,89827,218975.0,8341920.0
2013-04-30,11710,11732,11355,11379,156099,213553.0,8341920.0
2013-05-02,11376,11444,11110,11200,117826,210216.0,8341920.0
2013-05-03,11265,11332,11021,11089,166360,208131.0,8341920.0
2013-05-06,11154,11488,11154,11401,170686,213970.0,8341920.0
2013-05-07,11444,11665,11310,11645,219597,218558.0,8341920.0
2013-05-08,11688,11844,11665,11800,289342,221478.0,8341920.0
2013-05-09,11915,11938,11151,11199,225145,201874.0,8341920.0
2013-05-10,10920,11313,10920,11014,160506,198538.0,8341920.0
2013-05-13,11082,11174,10457,10551,141860,190196.0,8341920.0
2013-05-14,10643,10966,10180,10227,182306,184356.0,8341920.0
2013-05-15,10249,10572,9948,10227,317146,184356.0,8341920.0
2013-05-16,10388,10527,10226,10505,86739,189362.0,8341920.0
2013-05-20,10527,10805,10481,10736,91814,193533.0,8341920.0
2013-05-21,10712,10873,10573,10736,77116,193533.0,8341920.0
2013-05-22,10920,10920,10573,10643,97227,191864.0,8341920.0
2013-05-23,10643,10897,10619,10805,119458,194784.0,8341920.0
2013-05-24,10897,11105,10873,11083,535753,199789.0,8341920.0
2013-05-27,11082,11313,10989,11060,192881,199372.0,8341920.0
2013-05-28,10966,11151,10944,11060,119589,199372.0,8341920.0
2013-05-29,11013,11060,10759,10759,164178,193950.0,8341920.0
2013-05-30,10665,11012,10596,10968,98923,197704.0,8341920.0
2013-05-31,10804,10966,10642,10829,105739,195201.0,8341920.0
2013-06-03,10689,10758,10435,10482,100746,188944.0,8341920.0
2013-06-04,10411,10572,10040,10250,119759,184774.0,8341920.0
2013-06-05,10180,10202,9462,9648,183805,173929.0,8341920.0
2013-06-07,9694,9717,8699,9117,324497,164336.0,8341920.0
2013-06-10,9022,9624,9022,9602,86331,173095.0,8341920.0
2013-06-11,9578,9763,9531,9741,82183,175597.0,8341920.0
2013-06-12,9717,9879,9370,9371,112639,168924.0,8341920.0
2013-06-13,9161,9415,8768,8978,237472,161833.0,8341920.0
2013-06-14,9069,9093,8745,8746,96383,157662.0,8341920.0
2013-06-17,8629,8837,8050,8145,308556,146818.0,8341920.0
2013-06-18,8143,8420,8027,8399,132399,151406.0,8341920.0
2013-06-19,8329,8468,8028,8076,100898,145567.0,8341920.0
2013-06-20,7866,8028,7519,7589,246985,136807.0,8341920.0
2013-06-21,7403,8236,7218,8237,206975,148486.0,8341920.0
2013-06-24,8144,8953,8120,8561,273725,154326.0,8341920.0
2013-06-25,8259,8490,7565,7636,208151,137642.0,8341920.0
2013-06-26,7796,8420,7796,8260,195776,148903.0,8341920.0
2013-06-27,8525,8950,8525,8924,172225,140144.0,8341920.0
2013-06-28,9057,9083,8818,8924,95667,140144.0,8341920.0
2013-07-01,8764,9056,8764,8871,60065,139310.0,8341920.0
2013-07-02,8949,8949,8392,8473,131923,133054.0,8341920.0
2013-07-03,8499,8684,8392,8420,65978,132219.0,8341920.0
2013-07-04,8472,8552,8020,8446,99395,132637.0,8341920.0
2013-07-05,8286,8472,8047,8074,161704,126797.0,8341920.0
2013-07-08,8073,8126,7701,7756,123735,121792.0,8341920.0
2013-07-09,7755,7941,7648,7862,179013,142700.0,9641920.0
2013-07-10,8073,8339,7994,8154,211556,148003.0,9641920.0
2013-07-11,8312,8658,8232,8632,143614,156681.0,9641920.0
2013-07-12,8711,8711,8312,8393,130124,152342.0,9641920.0
2013-07-15,8392,8445,8099,8101,131787,147039.0,9641920.0
2013-07-16,8099,8605,8020,8473,139822,153789.0,9641920.0
2013-07-17,8472,8578,8339,8579,109396,155717.0,9641920.0
2013-07-18,8499,8579,8366,8446,147380,176303.0,11088208.0
2013-07-19,8445,8605,8180,8207,129161,171313.0,11088208.0
2013-07-22,8259,8259,8073,8101,80468,169095.0,11088208.0
2013-07-23,8073,8207,8073,8074,63106,168541.0,11088208.0
2013-07-24,8153,8471,8100,8314,129293,173530.0,11088208.0
2013-07-25,8339,8525,8286,8393,177646,175194.0,11088208.0
2013-07-26,8392,8525,8233,8340,91439,174085.0,11088208.0
2013-07-29,8366,8471,8232,8287,82798,172976.0,11088208.0
2013-07-30,8286,8392,8286,8340,74442,174085.0,11088208.0
2013-07-31,8392,8817,8339,8659,243972,180738.0,11088208.0
2013-08-01,8551,8551,8020,8048,356356,167986.0,11088208.0
2013-08-02,8180,8207,7968,7968,173902,166323.0,11088208.0
2013-08-05,7914,8020,7755,7809,148590,162997.0,11088208.0
2013-08-06,7861,7914,7728,7915,114115,165214.0,11088208.0
2013-08-07,7834,7861,7701,7756,129527,161888.0,11088208.0
2013-08-08,7781,8073,7781,8021,157075,167432.0,11088208.0
2013-08-09,8073,8180,7861,8074,123056,168541.0,11088208.0
2013-08-12,8020,8153,7834,7835,150436,163551.0,11088208.0
2013-08-13,7861,7941,7755,7915,96532,165214.0,11088208.0
2013-08-14,7994,8073,7887,7889,136619,164660.0,11088208.0
2013-08-16,7914,8180,7888,7915,284921,165214.0,11088208.0
2013-08-19,8073,8073,7887,7889,223823,164660.0,11088208.0
2013-08-20,7860,7941,7542,7570,236954,158007.0,11088208.0
2013-08-21,7542,7569,6905,7118,359981,148582.0,11088208.0
2013-08-22,6958,6958,6613,6640,252171,138603.0,11088208.0
2013-08-23,6745,7382,6718,7171,275028,149691.0,11088208.0
2013-08-26,7223,7357,7064,7171,90385,149691.0,11088208.0
2013-08-27,7091,7171,6825,6879,116998,143592.0,11088208.0
2013-08-28,6639,7064,6639,7065,140284,147473.0,11088208.0
2013-08-29,7144,7276,6957,6986,107160,145810.0,11088208.0
2013-08-30,7010,7117,6931,7039,74503,146919.0,11088208.0
2013-09-02,7064,7542,7064,7517,274523,156898.0,11088208.0
2013-09-03,7622,7834,7569,7623,241876,159116.0,11088208.0
2013-09-04,7702,7702,7436,7623,74999,159116.0,11088208.0
2013-09-05,7728,7755,7595,7623,89245,159116.0,11088208.0
2013-09-06,7701,7887,7701,7756,125167,161888.0,11088208.0
2013-09-09,7807,7834,7542,7676,88791,160225.0,11088208.0
2013-09-10,7702,7755,7595,7596,57999,158561.0,11088208.0
2013-09-11,7648,7675,7489,7650,89084,159670.0,11088208.0
2013-09-12,7675,7702,7463,7490,61684,156344.0,11088208.0
2013-09-13,7489,7649,7462,7570,59065,158007.0,11088208.0
2013-09-16,7542,7595,7357,7357,74949,153572.0,11088208.0
2013-09-17,7357,7516,7277,7384,63660,154126.0,11088208.0
2013-09-23,7489,7516,7330,7331,52865,153017.0,11088208.0
2013-09-24,7330,7622,7304,7623,85684,159116.0,11088208.0
2013-09-25,7648,7728,7516,7596,63562,158561.0,11088208.0
2013-09-26,7622,7701,7515,7676,69600,160225.0,11088208.0
2013-09-27,7755,8047,7729,7968,222379,166323.0,11088208.0
2013-09-30,7941,8207,7914,8074,169680,168541.0,11088208.0
2013-10-01,7994,8099,7728,7889,118034,164660.0,11088208.0
2013-10-02,7967,8047,7781,8021,149151,167432.0,11088208.0
2013-10-04,7994,8126,7887,7995,105391,166878.0,11088208.0
2013-10-07,7994,8100,7941,7942,85179,165769.0,11088208.0
2013-10-08,7888,7914,7702,7729,70849,161333.0,11088208.0
2013-10-10,7675,7914,7542,7543,101666,157453.0,11088208.0
2013-10-11,7648,7887,7648,7889,103867,164660.0,11088208.0
2013-10-14,7914,8100,7914,8074,110239,168541.0,11088208.0
2013-10-15,8180,8499,8020,8420,275103,175748.0,11088208.0
2013-10-16,8339,8446,8207,8287,174131,172976.0,11088208.0
2013-10-17,8446,8605,8366,8446,186541,176303.0,11088208.0
2013-10-18,8472,8498,8073,8181,105715,170758.0,11088208.0
2013-10-21,8180,8259,8073,8128,83342,169650.0,11088208.0
2013-10-22,8099,8259,8019,8234,70308,171867.0,11088208.0
2013-10-23,8259,8366,7994,8048,133618,167986.0,11088208.0
2013-10-24,7968,8207,7914,8207,84392,171313.0,11088208.0
2013-10-25,8232,8232,7968,8048,83922,167986.0,11088208.0
2013-10-28,8020,8047,7808,7915,84662,165214.0,11088208.0
2013-10-29,7914,8073,7888,7942,93058,165769.0,11088208.0
2013-10-30,7994,8020,7728,7835,118352,163551.0,11088208.0
2013-10-31,7808,7941,7675,7703,82119,160779.0,11088208.0
2013-11-01,7649,7968,7622,7942,109037,165769.0,11088208.0
2013-11-04,8100,8419,8100,8207,213648,171313.0,11088208.0
2013-11-05,8127,8180,7861,7942,90383,165769.0,11088208.0
2013-11-06,7941,8100,7782,7862,71975,164105.0,11088208.0
2013-11-07,7781,7941,7728,7756,54400,161888.0,11088208.0
2013-11-08,7728,7834,7277,7384,112102,154126.0,11088208.0
2013-11-11,7436,7463,6799,6879,204304,143592.0,11088208.0
2013-11-12,6798,7383,6798,7145,106975,149136.0,11088208.0
2013-11-13,7196,7223,6878,7039,62670,146919.0,11088208.0
2013-11-14,7064,7197,6958,7065,57395,147473.0,11088208.0
2013-11-15,7038,7170,7011,7065,40814,147473.0,11088208.0
2013-11-18,7170,7489,7144,7145,118610,149136.0,11088208.0
2013-11-19,7250,7330,6958,7145,67677,149136.0,11088208.0
2013-11-20,7250,7250,7064,7065,59721,147473.0,11088208.0
2013-11-21,7064,7197,6931,6959,49731,145256.0,11088208.0
2013-11-22,6984,7064,6905,6959,50633,145256.0,11088208.0
2013-11-25,6958,7516,6958,7490,156402,156344.0,11088208.0
2013-11-26,7516,7621,7330,7543,80409,157453.0,11088208.0
2013-11-27,7569,7648,7409,7410,47212,154681.0,11088208.0
2013-11-28,7409,7489,7356,7437,32948,155235.0,11088208.0
2013-11-29,7383,7621,7383,7570,65761,158007.0,11088208.0
2013-12-02,7648,7648,7409,7410,31809,154681.0,11088208.0
2013-12-03,7330,7409,7224,7384,44933,154126.0,11088208.0
2013-12-04,7330,7462,7277,7331,32056,153017.0,11088208.0
2013-12-05,7329,7382,7170,7171,53102,149691.0,11088208.0
2013-12-06,7091,7303,7091,7118,47917,148582.0,11088208.0
2013-12-09,7170,7224,7038,7118,37476,148582.0,11088208.0
2013-12-10,7091,7197,6957,6959,49958,145256.0,11088208.0
2013-12-11,6878,6984,6692,6826,108712,142483.0,11088208.0
2013-12-12,6745,6825,6613,6773,113765,141375.0,11088208.0
2013-12-13,6693,6719,6347,6428,131347,134167.0,11088208.0
2013-12-16,6346,6400,5736,5870,347441,122525.0,11088208.0
2013-12-17,5922,6002,5656,5711,237819,119198.0,11088208.0
2013-12-18,5709,5816,5443,5711,319722,119198.0,11088208.0
2013-12-19,5816,5816,5524,5578,221772,116426.0,11088208.0
2013-12-20,5417,5524,5130,5418,1841323,113100.0,11088208.0
2013-12-23,5417,5524,5300,5418,530568,113100.0,11088208.0
2013-12-24,5523,5736,5470,5631,656388,117535.0,11088208.0
2013-12-26,5709,5816,5603,5631,374133,117535.0,11088208.0
2013-12-27,5741,5796,5630,5742,200981,114763.0,11088208.0
2013-12-30,5796,5852,5685,5714,140642,114209.0,11088208.0
2014-01-02,5686,5741,5409,5415,368084,108221.0,11088208.0
2014-01-03,5414,5513,5214,5215,339243,104229.0,11088208.0
2014-01-06,5242,5452,5081,5398,396142,107888.0,11088208.0
2014-01-07,5347,5503,5347,5492,153935,109773.0,11088208.0
2014-01-08,5547,5575,5247,5287,230349,105671.0,11088208.0
2014-01-09,5303,5392,5270,5370,111096,107334.0,11088208.0
2014-01-10,5386,5686,5386,5603,317004,111991.0,11088208.0
2014-01-13,5602,5658,5514,5548,158236,110882.0,11088208.0
2014-01-14,5547,5852,5519,5853,314722,116981.0,11088208.0
2014-01-15,5908,5935,5741,5881,183403,117535.0,11088208.0
2014-01-16,5962,5962,5713,5797,137187,115872.0,11088208.0
2014-01-17,5796,5796,5630,5770,147802,115317.0,11088208.0
2014-01-20,5741,5769,5547,5575,274876,111436.0,11088208.0
2014-01-21,5630,6018,5575,5936,462189,118644.0,11088208.0
2014-01-22,6019,6046,5880,5964,223771,119198.0,11088208.0
2014-01-23,6047,6129,5908,5908,170848,118089.0,11088208.0
2014-01-24,5880,6019,5741,5853,148995,116981.0,11088208.0
2014-01-27,5630,5685,5503,5503,305399,109995.0,11088208.0
2014-01-28,5519,5658,5419,5575,134560,111436.0,11088208.0
2014-01-29,5685,5685,5514,5525,184265,110439.0,11088208.0
2014-02-03,5513,5630,5447,5520,140115,110328.0,11088208.0
2014-02-04,5386,5408,5263,5326,250729,106447.0,11088208.0
2014-02-05,5375,5386,5270,5270,113387,105338.0,11088208.0
2014-02-06,5303,5513,5297,5470,154105,109330.0,11088208.0
2014-02-07,5547,5602,5447,5514,104089,110217.0,11088208.0
2014-02-10,5541,5935,5525,5908,373727,118089.0,11088208.0
2014-02-11,5935,6129,5824,5881,506565,117535.0,11088208.0
2014-02-12,5963,6074,5908,6019,279346,120307.0,11088208.0
2014-02-13,6074,6573,6074,6491,994581,129732.0,11088208.0
2014-02-14,6545,6573,6406,6546,308941,130841.0,11088208.0
2014-02-17,6629,6684,6407,6574,276338,131395.0,11088208.0
2014-02-18,6573,6573,6351,6380,323982,127514.0,11088208.0
2014-02-19,6434,6518,6407,6491,172633,129732.0,11088208.0
2014-02-20,6490,6518,6240,6269,269379,125297.0,11088208.0
2014-02-21,6323,6434,6185,6213,268712,124188.0,11088208.0
2014-02-24,6351,6490,6213,6269,297478,125297.0,11088208.0
2014-02-25,6268,6296,5963,6047,464735,120861.0,11088208.0
2014-02-26,6019,6019,5797,5908,353727,118089.0,11088208.0
2014-02-27,5907,5935,5630,5659,315233,113100.0,11088208.0
2014-02-28,5658,5769,5536,5575,283567,111436.0,11088208.0
2014-03-03,5575,5630,5419,5520,220923,110328.0,11088208.0
2014-03-04,5436,5713,5397,5659,263052,113100.0,11088208.0
2014-03-05,5685,5768,5602,5770,231555,115317.0,11088208.0
2014-03-06,5741,5768,5575,5631,138163,112545.0,11088208.0
2014-03-07,5658,5769,5602,5686,119080,113654.0,11088208.0
2014-03-10,5741,5797,5508,5531,246513,110549.0,11088208.0
2014-03-11,5497,5630,5409,5575,194649,111436.0,11088208.0
2014-03-12,5602,5602,5480,5492,173008,109773.0,11088208.0
2014-03-13,5436,5852,5408,5825,381015,116426.0,11088208.0
2014-03-14,5769,5935,5769,5797,194351,115872.0,11088208.0
2014-03-17,5796,5963,5713,5825,189941,116426.0,11088208.0
2014-03-18,5908,6185,5880,6186,446269,123634.0,11088208.0
2014-03-19,6240,6240,6019,6047,252689,120861.0,11088208.0
2014-03-20,6240,6351,6046,6102,365682,121970.0,11088208.0
2014-03-21,6129,6158,5824,5908,290955,118089.0,11088208.0
2014-03-24,5935,6046,5824,5936,150882,118644.0,11088208.0
2014-03-25,5880,5991,5852,5881,133525,117535.0,11088208.0
2014-03-26,5963,6268,5963,6186,455011,123634.0,11088208.0
2014-03-27,6129,6323,6129,6213,225360,124188.0,11088208.0
2014-03-28,6240,6351,6074,6158,199237,123079.0,11088208.0
2014-03-31,6129,6268,5935,5936,234174,118644.0,11088208.0
2014-04-01,5991,6101,5935,5936,157706,118644.0,11088208.0
2014-04-02,6046,6101,5963,6102,175599,121970.0,11088208.0
2014-04-03,6129,6129,5963,5991,129132,119753.0,11088208.0
2014-04-04,5991,6296,5991,6297,328187,125851.0,11088208.0
2014-04-07,6296,6378,6212,6213,190573,124188.0,11088208.0
2014-04-08,6213,6379,6185,6352,214687,126960.0,11088208.0
2014-04-09,6378,6434,6185,6213,206252,124188.0,11088208.0
2014-04-10,6268,6296,6129,6213,145915,124188.0,11088208.0
2014-04-11,6074,6212,5991,6213,151633,124188.0,11088208.0
2014-04-14,6296,6434,6240,6380,255328,127514.0,11088208.0
2014-04-15,6407,6518,6296,6324,222173,126406.0,11088208.0
