나노스(151910),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-01-06,4754,4826,4653,4788,77259,104123.0,12065263.0
2016-01-07,4787,4836,4531,4577,142140,99538.0,12065263.0
2016-01-08,4521,4653,4354,4605,46582,100142.0,12065263.0
2016-01-11,4570,4603,4365,4394,100597,95557.0,12065263.0
2016-01-12,4387,4459,4343,4455,45571,96884.0,12065263.0
2016-01-13,4437,4603,4409,4605,44894,100142.0,12065263.0
2016-01-14,4521,4598,4465,4527,40332,98453.0,12065263.0
2016-01-15,4576,4654,4398,4449,46343,96763.0,12065263.0
2016-01-18,4326,4487,4282,4449,80448,96763.0,12065263.0
2016-01-19,4449,4515,4360,4399,38684,95678.0,12065263.0
2016-01-20,4360,4576,4304,4360,71391,94833.0,12065263.0
2016-01-21,4360,4465,4332,4416,35764,96039.0,12065263.0
2016-01-22,4415,4460,4349,4383,85367,95316.0,12065263.0
2016-01-25,4449,4449,4326,4349,32974,94592.0,12065263.0
2016-01-26,4288,4377,4199,4316,89691,93868.0,12065263.0
2016-01-27,4355,4360,4283,4316,29846,93868.0,12065263.0
2016-01-28,4293,4354,4149,4189,76046,91093.0,12065263.0
2016-01-29,4210,4742,4138,4261,539287,92661.0,12065263.0
2016-02-01,4310,4404,4232,4327,112821,94109.0,12065263.0
2016-02-02,4326,4376,4166,4277,113541,93023.0,12065263.0
2016-02-03,4216,4404,4193,4349,63163,94592.0,12065263.0
2016-02-04,4354,4376,4282,4366,43188,94954.0,12065263.0
2016-02-05,4365,4427,4271,4427,121145,96281.0,12065263.0
2016-02-11,4221,4310,4049,4133,154613,89886.0,12065263.0
2016-02-12,3261,3417,2895,2896,824435,62981.0,12065263.0
2016-02-15,2773,2884,2499,2680,3602732,58275.0,12065263.0
2016-02-16,2718,2940,2654,2746,1892017,59723.0,12065263.0
2016-02-17,2745,2756,2565,2641,807097,57431.0,12065263.0
2016-02-18,2679,3261,2646,3107,1317561,67565.0,12065263.0
2016-02-19,3006,3417,2884,3123,1071928,67927.0,12065263.0
2016-02-22,4054,4054,3372,3478,5282028,75649.0,12065263.0
2016-02-23,3633,3805,3456,3545,1590103,77097.0,12065263.0
2016-02-24,3477,3700,3395,3578,649448,77821.0,12065263.0
2016-02-25,3616,3628,3428,3440,373289,74805.0,12065263.0
2016-02-26,3438,3455,3261,3312,325002,72030.0,12065263.0
2016-02-29,3328,3472,3189,3390,521599,73719.0,12065263.0
2016-03-02,3428,3550,3378,3395,328694,73839.0,12065263.0
2016-03-03,3389,3472,3294,3323,180111,72271.0,12065263.0
2016-03-04,3344,3445,3300,3423,197892,74443.0,12065263.0
2016-03-07,3445,3450,3289,3301,209510,71788.0,12065263.0
2016-03-08,3311,3317,3067,3134,415549,68169.0,12065263.0
2016-03-09,3134,3206,3117,3190,133127,69375.0,12065263.0
2016-03-10,3206,3289,3133,3245,157362,70582.0,12065263.0
2016-03-11,3245,3262,3178,3218,111008,69979.0,12065263.0
2016-03-14,3267,3267,3095,3107,195076,67565.0,12065263.0
2016-03-15,3050,3123,2962,3018,252284,65635.0,12065263.0
2016-03-16,3033,3033,2839,2890,351208,62860.0,12065263.0
2016-03-17,2939,2989,2873,2901,174236,63101.0,12065263.0
2016-03-18,2906,2906,2801,2840,268151,61774.0,12065263.0
2016-03-21,2867,2867,2770,2824,206763,61412.0,12065263.0
2016-03-22,2840,2851,2779,2813,133550,61171.0,12065263.0
2016-03-23,2806,2900,2806,2813,217832,61171.0,12065263.0
2016-03-24,2784,2812,2629,2646,525653,57551.0,12065263.0
2016-03-25,2610,2939,2607,2896,643411,62981.0,12065263.0
2016-03-28,2917,2917,2768,2857,298616,62136.0,12065263.0
2016-03-29,2773,2840,2690,2738,361205,59542.0,12065263.0
2016-03-30,2773,2939,2745,2857,341045,62136.0,12065263.0
2016-03-31,2884,3150,2857,3051,591249,66359.0,12065263.0
2016-04-01,3061,3184,3051,3073,361306,66842.0,12065263.0
2016-04-04,3100,3100,2939,3035,177775,65997.0,12065263.0
2016-04-05,3023,3023,2929,2957,153116,64308.0,12065263.0
2016-04-06,2945,2945,2817,2846,188187,61895.0,12065263.0
2016-04-07,2851,2906,2770,2813,143621,61171.0,12065263.0
2016-04-08,2812,2862,2790,2863,120553,62257.0,12065263.0
2016-04-11,2845,2884,2740,2741,146992,59602.0,12065263.0
2016-04-12,2773,2773,2718,2724,103359,59240.0,12065263.0
2016-04-14,2718,2718,2535,2535,526288,55138.0,12065263.0
2016-04-15,2534,2556,2123,2141,1551059,46572.0,12065263.0
2016-04-18,2121,2224,2052,2064,1064494,44883.0,12065263.0
2016-04-19,0,0,0,2064,0,44883.0,12065263.0
2016-04-20,0,0,0,2064,0,,
2016-04-21,0,0,0,2064,0,,
2016-04-22,0,0,0,2064,0,,
2016-04-25,0,0,0,2064,0,,
2016-04-26,0,0,0,2064,0,,
2016-04-27,0,0,0,2064,0,,
2016-04-28,0,0,0,2064,0,,
2016-04-29,0,0,0,2064,0,,
2016-05-02,0,0,0,2064,0,,
2016-05-03,0,0,0,2064,0,,
2016-05-04,0,0,0,2064,0,,
2016-05-09,0,0,0,2064,0,,
2016-05-10,0,0,0,2064,0,,
2016-05-11,0,0,0,2064,0,,
2016-05-12,0,0,0,2064,0,,
2016-05-13,0,0,0,2064,0,,
2016-05-16,0,0,0,2064,0,,
2016-05-17,0,0,0,2064,0,,
2016-05-18,0,0,0,2064,0,,
2016-05-19,1445,1445,1445,1445,135802,31430.0,12065263.0
2016-05-20,1217,1289,1011,1012,11480391,22019.0,12065263.0
2016-05-23,1031,1090,1001,1032,4075510,22441.0,12065263.0
2016-05-24,1047,1236,1023,1093,8168069,23769.0,12065263.0
2016-05-25,1084,1103,1009,1018,2208495,22140.0,12065263.0
2016-05-26,0,0,0,1018,0,22140.0,12065263.0
2016-05-27,0,0,0,1018,0,,
2016-05-30,0,0,0,1018,0,,
2016-05-31,0,0,0,1018,0,,
2016-06-01,0,0,0,1018,0,,
2016-06-02,0,0,0,1018,0,,
2016-06-03,0,0,0,1018,0,,
2016-06-07,0,0,0,1018,0,,
2016-06-08,0,0,0,1018,0,,
2016-06-09,0,0,0,1018,0,,
2016-06-10,0,0,0,1018,0,,
2016-06-13,0,0,0,1018,0,,
2016-06-14,0,0,0,1018,0,,
2016-06-15,0,0,0,1018,0,,
2016-06-16,0,0,0,1018,0,,
2016-06-17,0,0,0,1018,0,,
2016-06-20,0,0,0,1018,0,,
2016-06-21,0,0,0,1018,0,,
2016-06-22,0,0,0,1018,0,,
2016-06-23,0,0,0,1018,0,,
2016-06-24,0,0,0,1018,0,,
2016-06-27,0,0,0,1018,0,,
2016-06-28,0,0,0,1018,0,,
2016-06-29,0,0,0,1018,0,,
2016-06-30,0,0,0,1018,0,,
2016-07-01,0,0,0,1018,0,,
2016-07-04,0,0,0,1018,0,,
2016-07-05,0,0,0,1018,0,,
2016-07-06,0,0,0,1018,0,,
2016-07-07,0,0,0,1018,0,,
2016-07-08,0,0,0,1018,0,,
2016-07-11,0,0,0,1018,0,,
2016-07-12,0,0,0,1018,0,,
2016-07-13,0,0,0,1018,0,,
2016-07-14,0,0,0,1018,0,,
2016-07-15,0,0,0,1018,0,,
2016-07-18,0,0,0,1018,0,,
2016-07-19,0,0,0,1018,0,,
2016-07-20,0,0,0,1018,0,,
2016-07-21,0,0,0,1018,0,,
2016-07-22,0,0,0,1018,0,,
2016-07-25,0,0,0,1018,0,,
2016-07-26,0,0,0,1018,0,,
2016-07-27,0,0,0,1018,0,,
2016-07-28,0,0,0,1018,0,,
2016-07-29,0,0,0,1018,0,,
2016-08-01,0,0,0,1018,0,,
2016-08-02,0,0,0,1018,0,,
2016-08-03,0,0,0,1018,0,,
2016-08-04,0,0,0,1018,0,,
2016-08-05,0,0,0,1018,0,,
2016-08-08,0,0,0,1018,0,,
2016-08-09,0,0,0,1018,0,,
2016-08-10,0,0,0,1018,0,,
2016-08-11,0,0,0,1018,0,,
2016-08-12,0,0,0,1018,0,,
2016-08-16,0,0,0,1018,0,,
2016-08-17,0,0,0,1018,0,,
2016-08-18,0,0,0,1018,0,,
2016-08-19,0,0,0,1018,0,,
2016-08-22,0,0,0,1018,0,,
2016-08-23,0,0,0,1018,0,,
2016-08-24,0,0,0,1018,0,,
2016-08-25,0,0,0,1018,0,,
2016-08-26,0,0,0,1018,0,,
2016-08-29,0,0,0,1018,0,,
2016-08-30,0,0,0,1018,0,,
2016-08-31,0,0,0,1018,0,,
2016-09-01,0,0,0,1018,0,,
2016-09-02,0,0,0,1018,0,,
2016-09-05,0,0,0,1018,0,,
2016-09-06,0,0,0,1018,0,,
2016-09-07,0,0,0,1018,0,,
2016-09-08,0,0,0,1018,0,,
2016-09-09,0,0,0,1018,0,,
2016-09-12,0,0,0,1018,0,,
2016-09-13,0,0,0,1018,0,,
2016-09-19,0,0,0,1018,0,,
2016-09-20,0,0,0,1018,0,,
2016-09-21,0,0,0,1018,0,,
2016-09-22,0,0,0,1018,0,,
2016-09-23,0,0,0,1018,0,,
2016-09-26,0,0,0,1018,0,,
2016-09-27,0,0,0,1018,0,,
2016-09-28,0,0,0,1018,0,,
2016-09-29,0,0,0,1018,0,,
2016-09-30,0,0,0,1018,0,,
2016-10-04,0,0,0,1018,0,,
2016-10-05,0,0,0,1018,0,,
2016-10-06,0,0,0,1018,0,,
2016-10-07,0,0,0,1018,0,,
2016-10-10,0,0,0,1018,0,,
2016-10-11,0,0,0,1018,0,,
2016-10-12,0,0,0,1018,0,,
2016-10-13,0,0,0,1018,0,,
2016-10-14,0,0,0,1018,0,,
2016-10-17,0,0,0,1018,0,,
2016-10-18,0,0,0,1018,0,,
2016-10-19,0,0,0,1018,0,,
2016-10-20,0,0,0,1018,0,,
2016-10-21,0,0,0,1018,0,,
2016-10-24,0,0,0,1018,0,,
2016-10-25,0,0,0,1018,0,,
2016-10-26,0,0,0,1018,0,,
2016-10-27,0,0,0,1018,0,,
2016-10-28,0,0,0,1018,0,,
2016-10-31,0,0,0,1018,0,,
2016-11-01,0,0,0,1018,0,,
2016-11-02,0,0,0,1018,0,,
2016-11-03,0,0,0,1018,0,,
2016-11-04,0,0,0,1018,0,,
2016-11-07,0,0,0,1018,0,,
2016-11-08,0,0,0,1018,0,,
2016-11-09,0,0,0,1018,0,,
2016-11-10,0,0,0,1018,0,,
2016-11-11,0,0,0,1018,0,,
2016-11-14,0,0,0,1018,0,,
2016-11-15,0,0,0,1018,0,,
2016-11-16,0,0,0,1018,0,,
2016-11-17,0,0,0,1018,0,,
2016-11-18,0,0,0,1018,0,,
2016-11-21,0,0,0,1018,0,,
2016-11-22,0,0,0,1018,0,,
2016-11-23,0,0,0,1018,0,,
2016-11-24,0,0,0,1018,0,,
2016-11-25,0,0,0,1018,0,,
2016-11-28,0,0,0,1018,0,,
2016-11-29,0,0,0,1018,0,,
2016-11-30,0,0,0,1018,0,,
2016-12-01,0,0,0,1018,0,,
2016-12-02,0,0,0,1018,0,,
2016-12-05,0,0,0,1018,0,,
2016-12-06,0,0,0,1018,0,,
2016-12-07,0,0,0,1018,0,,
2016-12-08,0,0,0,1018,0,,
2016-12-09,0,0,0,1018,0,,
2016-12-12,0,0,0,1018,0,,
2016-12-13,0,0,0,1018,0,,
2016-12-14,0,0,0,1018,0,,
2016-12-15,0,0,0,1018,0,,
2016-12-16,0,0,0,1018,0,,
2016-12-19,0,0,0,1018,0,,
2016-12-20,0,0,0,1018,0,,
2016-12-21,0,0,0,1018,0,,
2016-12-22,0,0,0,1018,0,,
2016-12-23,0,0,0,1018,0,,
2016-12-26,0,0,0,1018,0,,
2016-12-27,0,0,0,1018,0,,
2016-12-28,0,0,0,1018,0,,
2016-12-29,0,0,0,1018,0,,
2017-01-02,0,0,0,1018,0,,
2017-01-03,0,0,0,1018,0,,
2017-01-04,0,0,0,1018,0,,
2017-01-05,0,0,0,1018,0,,
2017-01-06,0,0,0,1018,0,,
2017-01-09,0,0,0,1018,0,,
2017-01-10,0,0,0,1018,0,,
2017-01-11,0,0,0,1018,0,163433.0,96420872.0
2017-01-12,0,0,0,1018,0,,
2017-01-13,0,0,0,1018,0,,
2017-01-16,0,0,0,1018,0,,
2017-01-17,0,0,0,1018,0,,
2017-01-18,0,0,0,1018,0,,
2017-01-19,0,0,0,1018,0,,
2017-01-20,0,0,0,1018,0,,
2017-01-23,0,0,0,1018,0,,
2017-01-24,0,0,0,1018,0,,
2017-01-25,0,0,0,1018,0,,
2017-01-26,0,0,0,1018,0,,
2017-01-31,0,0,0,1018,0,,
2017-02-01,0,0,0,1018,0,,
2017-02-02,0,0,0,1018,0,,
2017-02-03,0,0,0,1018,0,,
2017-02-06,0,0,0,1018,0,,
2017-02-07,0,0,0,1018,0,,
2017-02-08,0,0,0,1018,0,,
2017-02-09,0,0,0,1018,0,,
2017-02-10,0,0,0,1018,0,,
2017-02-13,0,0,0,1018,0,,
2017-02-14,0,0,0,1018,0,,
2017-02-15,0,0,0,1018,0,,
2017-02-16,0,0,0,1018,0,,
2017-02-17,0,0,0,1018,0,,
2017-02-20,0,0,0,1018,0,,
2017-02-21,0,0,0,1018,0,,
2017-02-22,0,0,0,1018,0,,
2017-02-23,0,0,0,1018,0,,
2017-02-24,0,0,0,1018,0,,
2017-02-27,0,0,0,1018,0,,
2017-02-28,0,0,0,1018,0,,
2017-03-02,0,0,0,1018,0,,
2017-03-03,0,0,0,1018,0,,
2017-03-06,0,0,0,1018,0,,
2017-03-07,0,0,0,1018,0,,
2017-03-08,0,0,0,1018,0,,
2017-03-09,0,0,0,1018,0,,
2017-03-10,0,0,0,1018,0,,
2017-03-13,0,0,0,1018,0,,
2017-03-14,0,0,0,1018,0,,
2017-03-15,0,0,0,1018,0,,
2017-03-16,0,0,0,1018,0,,
2017-03-17,0,0,0,1018,0,,
2017-03-20,0,0,0,1018,0,,
2017-03-21,0,0,0,1018,0,,
2017-03-22,0,0,0,1018,0,,
2017-03-23,0,0,0,1018,0,,
2017-03-24,0,0,0,1018,0,,
2017-03-27,0,0,0,1018,0,,
2017-03-28,0,0,0,1018,0,,
2017-03-29,0,0,0,1018,0,,
2017-03-30,0,0,0,1018,0,,
2017-03-31,0,0,0,1018,0,,
2017-04-03,0,0,0,1018,0,,
2017-04-04,0,0,0,1018,0,,
2017-04-05,0,0,0,1018,0,,
2017-04-06,0,0,0,1018,0,,
2017-04-07,0,0,0,1018,0,,
2017-04-10,0,0,0,1018,0,,
2017-04-11,0,0,0,1018,0,,
2017-04-12,0,0,0,1018,0,,
2017-04-13,0,0,0,1018,0,,
2017-04-14,0,0,0,1018,0,,
2017-04-17,0,0,0,1018,0,,
2017-04-18,0,0,0,1018,0,,
2017-04-19,0,0,0,1018,0,,
2017-04-20,0,0,0,1018,0,,
2017-04-21,0,0,0,1018,0,,
2017-04-24,0,0,0,1018,0,,
2017-04-25,0,0,0,1018,0,,
2017-04-26,0,0,0,1018,0,,
2017-04-27,0,0,0,1018,0,,
2017-04-28,0,0,0,1018,0,,
2017-05-02,0,0,0,1018,0,,
2017-05-04,0,0,0,1018,0,,
2017-05-08,0,0,0,1018,0,,
2017-05-10,0,0,0,1018,0,,
2017-05-11,0,0,0,1018,0,,
2017-05-12,0,0,0,1018,0,,
2017-05-15,0,0,0,1018,0,,
2017-05-16,0,0,0,1018,0,,
2017-05-17,0,0,0,1018,0,,
2017-05-18,0,0,0,1018,0,,
2017-05-19,0,0,0,1018,0,,
2017-05-22,0,0,0,1018,0,,
2017-05-23,0,0,0,1018,0,,
2017-05-24,0,0,0,1018,0,,
2017-05-25,0,0,0,1018,0,,
2017-05-26,0,0,0,1018,0,,
2017-05-29,0,0,0,1018,0,,
2017-05-30,0,0,0,1018,0,,
2017-05-31,0,0,0,1018,0,,
2017-06-01,0,0,0,1018,0,,
2017-06-02,0,0,0,1018,0,,
2017-06-05,0,0,0,1018,0,,
2017-06-07,0,0,0,1018,0,,
2017-06-08,0,0,0,1018,0,,
2017-06-09,0,0,0,1018,0,,
2017-06-12,0,0,0,1018,0,,
2017-06-13,0,0,0,1018,0,,
2017-06-14,0,0,0,1018,0,,
2017-06-15,0,0,0,1018,0,,
2017-06-16,0,0,0,1018,0,,
2017-06-19,0,0,0,1018,0,,
2017-06-20,0,0,0,1018,0,,
2017-06-21,0,0,0,1018,0,,
2017-06-22,0,0,0,1018,0,,
2017-06-23,0,0,0,1018,0,,
2017-06-26,0,0,0,1018,0,,
2017-06-27,0,0,0,1018,0,,
2017-06-28,0,0,0,1018,0,,
2017-06-29,0,0,0,1018,0,,
2017-06-30,0,0,0,1018,0,,
2017-07-03,0,0,0,1018,0,,
2017-07-04,0,0,0,1018,0,,
2017-07-05,0,0,0,1018,0,,
2017-07-06,0,0,0,1018,0,,
2017-07-07,0,0,0,1018,0,,
2017-07-10,0,0,0,1018,0,,
2017-07-11,0,0,0,1018,0,,
2017-07-12,0,0,0,1018,0,,
2017-07-13,1018,1322,1018,1322,26310,637342.0,96420872.0
2017-07-14,1718,1718,1718,1718,25326,828255.0,96420872.0
2017-07-17,2230,2230,2230,2230,75529,1075093.0,96420872.0
2017-07-18,2890,2890,2700,2890,538894,1393282.0,96420872.0
2017-07-19,3380,3680,2930,3120,2274457,1504166.0,96420872.0
2017-07-20,2990,3120,2710,2900,947743,1398103.0,96420872.0
2017-07-21,2820,3460,2780,3000,1334176,1446313.0,96420872.0
2017-07-24,3060,3430,2980,3260,872202,1571660.0,96420872.0
2017-07-25,3340,3460,3120,3130,345768,1508987.0,96420872.0
2017-07-26,3130,3280,2970,2990,219239,1441492.0,96420872.0
2017-07-27,2920,2980,2530,2630,334239,1267934.0,96420872.0
2017-07-28,2630,3080,2570,2740,598449,1320966.0,96420872.0
2017-07-31,2710,2740,2520,2540,128214,1224545.0,96420872.0
2017-08-01,2540,2640,2450,2460,126946,1185977.0,96420872.0
2017-08-02,2420,2610,2420,2540,150079,1224545.0,96420872.0
2017-08-03,2510,2550,2390,2420,88678,1166693.0,96420872.0
2017-08-04,2420,2470,2340,2400,84857,1157050.0,96420872.0
2017-08-07,2420,2420,2340,2380,64643,1147408.0,96420872.0
2017-08-08,2390,2890,2360,2550,748369,1229366.0,96420872.0
2017-08-09,2520,2700,2480,2500,154370,1205261.0,96420872.0
2017-08-10,2450,2640,2360,2400,84265,1157050.0,96420872.0
2017-08-11,2380,2410,2280,2280,54864,1099198.0,96420872.0
2017-08-14,2300,2400,2260,2290,42314,1104019.0,96420872.0
2017-08-16,2290,2310,2110,2220,119389,1070272.0,96420872.0
2017-08-17,2240,2320,2120,2260,97958,1089556.0,96420872.0
2017-08-18,2220,2220,2150,2180,45238,1050988.0,96420872.0
2017-08-21,2170,2270,2150,2180,41349,1050988.0,96420872.0
2017-08-22,2160,2200,2150,2150,29210,1036524.0,96420872.0
2017-08-23,2150,2150,2030,2050,55259,988314.0,96420872.0
2017-08-24,2040,2380,2000,2250,384505,1084735.0,96420872.0
2017-08-25,2250,2340,2180,2300,93171,1108840.0,96420872.0
2017-08-28,2240,2280,2210,2220,53739,1070272.0,96420872.0
2017-08-29,2230,2260,2140,2200,40499,1060630.0,96420872.0
2017-08-30,2160,2190,2120,2140,48565,1031703.0,96420872.0
2017-08-31,2110,2180,2090,2130,32508,1026882.0,96420872.0
2017-09-01,2140,2170,2080,2170,36800,1046166.0,96420872.0
2017-09-04,2040,2180,2040,2070,59169,997956.0,96420872.0
2017-09-05,2110,2320,2100,2260,105977,1089556.0,96420872.0
2017-09-06,2250,2840,2250,2620,929778,1263113.0,96420872.0
2017-09-07,2700,2830,2420,2480,244631,1195619.0,96420872.0
2017-09-08,2510,3220,2440,3220,917047,1552376.0,96420872.0
2017-09-11,3350,3350,2960,3060,355547,1475239.0,96420872.0
2017-09-12,3000,3270,2980,2980,241331,1436671.0,96420872.0
2017-09-13,3240,3460,3240,3320,264164,1600586.0,96420872.0
2017-09-14,3130,3170,3020,3160,164496,1523450.0,96420872.0
2017-09-15,3160,3160,3020,3160,78972,1523450.0,96420872.0
2017-09-18,3110,3120,3030,3030,62090,1460776.0,96420872.0
2017-09-19,3050,3060,2920,3060,70185,1475239.0,96420872.0
2017-09-20,3080,3190,2980,3170,86405,1528271.0,96420872.0
2017-09-21,3150,3200,3090,3100,57237,1521598.0,98167596.0
2017-09-22,3100,3120,3000,3120,68727,1531414.0,98167596.0
2017-09-25,3120,3400,2570,2840,347302,1393980.0,98167596.0
2017-09-26,2780,2900,2570,2700,68557,1325263.0,98167596.0
2017-09-27,2660,2720,2560,2560,54435,1256545.0,98167596.0
2017-09-28,2600,2600,2440,2470,50495,1212370.0,98167596.0
2017-09-29,2500,2900,2440,2670,252758,1310537.0,98167596.0
2017-10-10,2600,2640,2540,2540,34636,1246728.0,98167596.0
2017-10-11,2570,2670,2570,2580,36485,1266362.0,98167596.0
2017-10-12,2580,2700,2560,2700,28183,1325263.0,98167596.0
2017-10-13,2680,2690,2550,2630,27008,1290904.0,98167596.0
2017-10-16,2640,2660,2480,2520,23053,1236912.0,98167596.0
2017-10-17,2530,2720,2480,2540,40772,1246728.0,98167596.0
2017-10-18,2540,2640,2520,2570,27829,1261454.0,98167596.0
2017-10-19,2570,2650,2480,2560,26586,1256545.0,98167596.0
2017-10-20,2560,2600,2540,2600,23448,1276179.0,98167596.0
2017-10-23,2630,3120,2610,2870,307459,1408705.0,98167596.0
2017-10-24,2910,2920,2770,2790,65387,1369438.0,98167596.0
2017-10-25,2810,2810,2650,2710,47799,1330171.0,98167596.0
2017-10-26,2660,2740,2570,2580,45417,1266362.0,98167596.0
2017-10-27,2640,2660,2580,2580,15131,1266362.0,98167596.0
2017-10-30,2620,2620,2520,2530,31849,1241820.0,98167596.0
2017-10-31,2530,2590,2480,2520,25160,1236912.0,98167596.0
2017-11-01,2520,2560,2470,2540,34677,1246728.0,98167596.0
2017-11-02,2550,2580,2440,2580,47339,1266362.0,98167596.0
2017-11-03,2560,2800,2560,2700,91892,1325263.0,98167596.0
2017-11-06,2730,2800,2690,2760,51179,1354713.0,98167596.0
2017-11-07,2700,2830,2690,2790,26868,1369438.0,98167596.0
2017-11-08,2800,2850,2720,2740,25539,1344896.0,98167596.0
2017-11-09,2740,2790,2690,2710,18797,1330171.0,98167596.0
2017-11-10,2740,2750,2650,2710,8903,1330171.0,98167596.0
2017-11-13,2720,2760,2660,2690,41980,1320354.0,98167596.0
2017-11-14,2740,2750,2690,2750,28068,1349804.0,98167596.0
2017-11-15,2770,3040,2750,2870,178910,1408705.0,98167596.0
2017-11-16,2870,2890,2760,2800,38070,1374346.0,98167596.0
2017-11-17,2820,2980,2780,2980,80481,1462697.0,98167596.0
2017-11-20,3030,3180,2970,3100,112807,1521598.0,98167596.0
2017-11-21,3080,3120,2970,3060,49171,1501964.0,98167596.0
2017-11-22,3060,3060,2750,2800,89398,1374346.0,98167596.0
2017-11-23,2800,2830,2710,2820,57264,1384163.0,98167596.0
2017-11-24,2840,2940,2760,2770,60926,1359621.0,98167596.0
2017-11-27,2810,2860,2610,2760,77822,1354713.0,98167596.0
2017-11-28,2740,2760,2620,2680,55765,1315446.0,98167596.0
2017-11-29,2680,2710,2540,2690,74828,1320354.0,98167596.0
2017-11-30,0,0,0,2690,0,1320354.0,98167596.0
2017-12-01,0,0,0,2690,0,,
2017-12-04,0,0,0,2690,0,,
2017-12-05,0,0,0,2690,0,,
2017-12-06,0,0,0,2690,0,,
2017-12-07,0,0,0,2690,0,,
2017-12-08,0,0,0,2690,0,,
2017-12-11,0,0,0,2690,0,,
2017-12-12,0,0,0,2690,0,,
2017-12-13,0,0,0,2690,0,,
2017-12-14,0,0,0,2690,0,,
2017-12-15,0,0,0,2690,0,,
2017-12-18,0,0,0,2690,0,,
2017-12-19,3140,3495,3135,3445,7973880,1690937.0,490837980.0
2017-12-20,2900,3200,2650,2785,2044047,1366984.0,490837980.0
2017-12-21,2685,2765,2270,2430,979646,1192736.0,490837980.0
2017-12-22,2460,2485,2155,2220,780866,1089660.0,490837980.0
2017-12-26,2235,2670,2225,2420,1190436,1187828.0,490837980.0
2017-12-27,2340,2565,2200,2410,564384,1182920.0,490837980.0
2017-12-28,2410,2500,2300,2325,685239,1141198.0,490837980.0
2018-01-02,2360,2380,2255,2330,191926,1143652.0,490837980.0
2018-01-03,2340,2365,2290,2335,262101,1146107.0,490837980.0
2018-01-04,2350,2350,2270,2290,181325,1124019.0,490837980.0
2018-01-05,2290,2315,2230,2275,179550,1116656.0,490837980.0
2018-01-08,2320,2325,2175,2220,209771,1089660.0,490837980.0
2018-01-09,2185,2215,2090,2110,296994,1035668.0,490837980.0
2018-01-10,2150,2160,1920,2000,550850,981676.0,490837980.0
2018-01-11,2000,2000,1855,1900,721350,932592.0,490837980.0
2018-01-12,1905,1935,1800,1825,514128,895779.0,490837980.0
2018-01-15,1860,1890,1770,1830,222376,898234.0,490837980.0
2018-01-16,1835,1935,1800,1920,372825,942409.0,490837980.0
2018-01-17,1920,1970,1890,1900,248840,932592.0,490837980.0
2018-01-18,1945,1945,1880,1910,191592,937501.0,490837980.0
2018-01-19,1915,1945,1880,1900,193286,932592.0,490837980.0
2018-01-22,1905,1905,1835,1870,240741,917867.0,490837980.0
2018-01-23,1870,1870,1790,1830,264923,898234.0,490837980.0
2018-01-24,1830,1850,1795,1830,149459,898234.0,490837980.0
2018-01-25,1865,1865,1800,1840,127249,903142.0,490837980.0
2018-01-26,1850,1875,1830,1875,136239,920321.0,490837980.0
2018-01-29,1930,1950,1870,1915,252599,939955.0,490837980.0
2018-01-30,1925,1935,1880,1890,148649,927684.0,490837980.0
2018-01-31,1895,2350,1850,2225,3827053,1092115.0,490837980.0
2018-02-01,2205,2840,2075,2535,4345943,1244274.0,490837980.0
2018-02-02,2535,2720,2375,2450,1272283,1202553.0,490837980.0
2018-02-05,2245,2550,2245,2395,388902,1175557.0,490837980.0
2018-02-06,2280,2340,2215,2300,243595,1128927.0,490837980.0
2018-02-07,2325,2435,2135,2190,281935,1074935.0,490837980.0
2018-02-08,2190,2270,2165,2220,155585,1089660.0,490837980.0
2018-02-09,2135,2205,2135,2180,134420,1070027.0,490837980.0
2018-02-12,2220,2600,2170,2500,1445174,1227095.0,490837980.0
2018-02-13,2500,2560,2400,2525,437607,1239366.0,490837980.0
2018-02-14,2555,2565,2425,2500,215325,1227095.0,490837980.0
2018-02-19,2450,2550,2450,2520,143631,1236912.0,490837980.0
2018-02-20,2470,2520,2300,2380,301974,1168194.0,490837980.0
2018-02-21,2340,2460,2250,2430,314603,1192736.0,490837980.0
2018-02-22,2455,2455,2295,2350,288590,1153469.0,490837980.0
2018-02-23,2350,2380,2325,2370,143017,1163286.0,490837980.0
2018-02-26,2370,2395,2265,2290,308833,1124019.0,490837980.0
2018-02-27,2300,2300,2100,2160,366611,1060210.0,490837980.0
2018-02-28,2160,2225,2145,2205,152701,1082298.0,490837980.0
2018-03-02,2200,2245,2155,2240,93122,1099477.0,490837980.0
2018-03-05,2185,2225,2160,2200,106438,1079844.0,490837980.0
2018-03-06,2250,2250,2100,2105,232555,1033214.0,490837980.0
2018-03-07,2105,2145,1940,2040,270728,1001309.0,490837980.0
2018-03-08,2045,2150,2045,2150,130888,1055302.0,490837980.0
2018-03-09,2150,2440,2130,2300,409021,1128927.0,490837980.0
2018-03-12,2380,2490,2350,2420,481068,1187828.0,490837980.0
2018-03-13,2445,2700,2445,2625,743202,1288450.0,490837980.0
2018-03-14,2635,2700,2550,2630,353913,1290904.0,490837980.0
2018-03-15,2590,3000,2565,2880,1374336,1413613.0,490837980.0
2018-03-16,2980,3200,2730,2900,1062847,1423430.0,490837980.0
2018-03-19,2890,3150,2875,3075,615009,1509327.0,490837980.0
2018-03-20,3155,3210,2985,3020,603655,1482331.0,490837980.0
