서울옥션(063170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-11-21,3395,3395,2910,3090,12378,50985.0,16500000.0
2008-11-24,3150,3150,2965,3030,6306,49995.0,16500000.0
2008-11-25,3215,3215,2940,3030,14552,49995.0,16500000.0
2008-11-26,3155,3155,2880,2950,8672,48675.0,16500000.0
2008-11-27,2870,3080,2860,2860,11537,47190.0,16500000.0
2008-11-28,2865,3200,2860,2990,23041,49335.0,16500000.0
2008-12-01,3095,3095,2915,2930,18046,48345.0,16500000.0
2008-12-02,2850,2890,2730,2790,8981,46035.0,16500000.0
2008-12-03,2730,2790,2570,2590,72401,42735.0,16500000.0
2008-12-04,2620,2675,2450,2490,11841,41085.0,16500000.0
2008-12-05,2540,2580,2440,2510,4983,41415.0,16500000.0
2008-12-08,2580,2630,2470,2520,40320,41580.0,16500000.0
2008-12-09,2590,2610,2400,2405,54587,39682.0,16500000.0
2008-12-10,2410,2525,2390,2420,108324,39930.0,16500000.0
2008-12-11,2435,2480,2400,2445,80721,40342.0,16500000.0
2008-12-12,2470,2700,2400,2410,156592,39765.0,16500000.0
2008-12-15,2480,2770,2480,2600,117824,42900.0,16500000.0
2008-12-16,2590,2590,2450,2470,149867,40755.0,16500000.0
2008-12-17,2510,2610,2385,2410,187091,39765.0,16500000.0
2008-12-18,2430,2510,2400,2435,165005,40178.0,16500000.0
2008-12-19,2440,2715,2420,2700,337873,44550.0,16500000.0
2008-12-22,2700,2750,2565,2640,156575,43560.0,16500000.0
2008-12-23,2635,2645,2435,2530,150938,41745.0,16500000.0
2008-12-24,2455,2475,2350,2350,114769,38775.0,16500000.0
2008-12-26,2395,2400,2180,2300,367560,37950.0,16500000.0
2008-12-29,2320,2335,2180,2300,83321,37950.0,16500000.0
2008-12-30,2325,2325,2230,2230,149150,36795.0,16500000.0
2009-01-02,2255,2340,2250,2285,71084,37702.0,16500000.0
2009-01-05,2340,2370,2295,2310,92453,38115.0,16500000.0
2009-01-06,2310,2370,2270,2310,169845,38115.0,16500000.0
2009-01-07,2330,2570,2315,2565,235645,42322.0,16500000.0
2009-01-08,2500,2595,2460,2505,129949,41332.0,16500000.0
2009-01-09,2515,2635,2500,2520,86593,41580.0,16500000.0
2009-01-12,2510,2840,2490,2705,340748,44632.0,16500000.0
2009-01-13,2750,2800,2610,2650,101102,43725.0,16500000.0
2009-01-14,2670,2750,2570,2665,122147,43972.0,16500000.0
2009-01-15,2600,2635,2365,2415,151136,39848.0,16500000.0
2009-01-16,2495,2585,2420,2500,51111,41250.0,16500000.0
2009-01-19,2580,2580,2460,2500,27824,41250.0,16500000.0
2009-01-20,2530,2530,2250,2430,31867,40095.0,16500000.0
2009-01-21,2350,2430,2285,2375,74102,39188.0,16500000.0
2009-01-22,2390,2455,2360,2385,27043,39352.0,16500000.0
2009-01-23,2395,2410,2320,2390,20625,39435.0,16500000.0
2009-01-28,2430,2690,2430,2610,190184,43065.0,16500000.0
2009-01-29,2670,2730,2420,2495,380551,41168.0,16500000.0
2009-01-30,2435,2560,2435,2480,140578,40920.0,16500000.0
2009-02-02,2460,2600,2460,2580,248455,42570.0,16500000.0
2009-02-03,2730,2760,2600,2695,444809,44468.0,16500000.0
2009-02-04,2730,2900,2650,2865,280306,47272.0,16500000.0
2009-02-05,2815,3060,2795,2880,233195,47520.0,16500000.0
2009-02-06,2950,2990,2860,2930,93622,48345.0,16500000.0
2009-02-09,2970,3085,2880,2880,225973,47520.0,16500000.0
2009-02-10,2900,2935,2855,2905,100959,47932.0,16500000.0
2009-02-11,2835,2865,2750,2850,136788,47025.0,16500000.0
2009-02-12,2880,2885,2800,2800,68091,46200.0,16500000.0
2009-02-13,2785,2900,2785,2880,83918,47520.0,16500000.0
2009-02-16,2890,3050,2890,2990,130202,49335.0,16500000.0
2009-02-17,3040,3040,2800,2805,104412,46282.0,16500000.0
2009-02-18,2780,2830,2700,2820,49333,46530.0,16500000.0
2009-02-19,2795,2960,2770,2805,74344,46282.0,16500000.0
2009-02-20,2810,2860,2580,2670,86133,44055.0,16500000.0
2009-02-23,2430,2685,2430,2645,77676,43642.0,16500000.0
2009-02-24,2540,2600,2470,2540,32521,41910.0,16500000.0
2009-02-25,2570,2660,2500,2500,22393,41250.0,16500000.0
2009-02-26,2550,2600,2400,2515,26897,41498.0,16500000.0
2009-02-27,2515,2540,2465,2500,15638,41250.0,16500000.0
2009-03-02,2500,2500,2320,2340,27820,38610.0,16500000.0
2009-03-03,2275,2375,2230,2375,10759,39188.0,16500000.0
2009-03-04,2430,2470,2335,2470,14455,40755.0,16500000.0
2009-03-05,2500,2500,2405,2430,14925,40095.0,16500000.0
2009-03-06,2395,2430,2330,2430,10792,40095.0,16500000.0
2009-03-09,2450,2450,2375,2430,17814,40095.0,16500000.0
2009-03-10,2470,2470,2380,2465,32521,40672.0,16500000.0
2009-03-11,2520,2560,2490,2500,64151,41250.0,16500000.0
2009-03-12,2500,2530,2480,2495,17973,41168.0,16500000.0
2009-03-13,2510,2535,2470,2500,51921,41250.0,16500000.0
2009-03-16,2520,2780,2520,2650,91406,43725.0,16500000.0
2009-03-17,2690,2700,2630,2685,36380,44302.0,16500000.0
2009-03-18,2690,2785,2665,2740,51156,45210.0,16500000.0
2009-03-19,2760,2800,2620,2650,43804,43725.0,16500000.0
2009-03-20,2670,2785,2620,2780,32431,45870.0,16500000.0
2009-03-23,2780,2890,2745,2890,58831,47685.0,16500000.0
2009-03-24,2920,2920,2850,2860,31278,47190.0,16500000.0
2009-03-25,2850,2880,2810,2875,32323,47438.0,16500000.0
2009-03-26,2935,3000,2865,3000,59954,49500.0,16500000.0
2009-03-27,3020,3350,3000,3120,88833,51480.0,16500000.0
2009-03-30,3180,3215,2905,2990,90341,49335.0,16500000.0
2009-03-31,2985,3040,2915,2980,46180,49170.0,16500000.0
2009-04-01,2980,3030,2930,2985,43530,49252.0,16500000.0
2009-04-02,3005,3120,2995,3090,49645,50985.0,16500000.0
2009-04-03,3105,3210,3045,3110,26081,51315.0,16500000.0
2009-04-06,3140,3225,3100,3155,76028,52058.0,16500000.0
2009-04-07,3200,3250,3120,3210,36988,52965.0,16500000.0
2009-04-08,3150,3590,3150,3400,104727,56100.0,16500000.0
2009-04-09,3520,3650,3450,3600,68234,59400.0,16500000.0
2009-04-10,3700,3990,3560,3965,116306,65422.0,16500000.0
2009-04-13,3950,4400,3920,4180,114979,68970.0,16500000.0
2009-04-14,4130,4190,3985,4120,55057,67980.0,16500000.0
2009-04-15,4120,4270,3900,4045,92590,66742.0,16500000.0
2009-04-16,4245,4245,3900,3900,43186,64350.0,16500000.0
2009-04-17,3865,4005,3550,3725,73656,61462.0,16500000.0
2009-04-20,3620,3795,3550,3700,39138,61050.0,16500000.0
2009-04-21,3680,3810,3540,3745,31741,61792.0,16500000.0
2009-04-22,3750,3800,3655,3740,52187,61710.0,16500000.0
2009-04-23,3770,3940,3700,3920,37034,64680.0,16500000.0
2009-04-24,3920,4100,3805,3920,55676,64680.0,16500000.0
2009-04-27,3920,3995,3840,3900,48858,64350.0,16500000.0
2009-04-28,3850,3960,3600,3610,61900,59565.0,16500000.0
2009-04-29,3555,3710,3550,3680,28009,60720.0,16500000.0
2009-04-30,3690,3765,3625,3650,24580,60225.0,16500000.0
2009-05-04,3610,3795,3610,3700,42531,61050.0,16500000.0
2009-05-06,3730,4165,3710,4005,110391,66082.0,16500000.0
2009-05-07,4035,4100,3870,3870,41527,63855.0,16500000.0
2009-05-08,4000,4150,3910,4150,55834,68475.0,16500000.0
2009-05-11,4320,4470,4100,4470,67830,73755.0,16500000.0
2009-05-12,4585,4585,4330,4335,56019,71528.0,16500000.0
2009-05-13,4490,4490,4210,4210,31386,69465.0,16500000.0
2009-05-14,4055,4360,4055,4330,14264,71445.0,16500000.0
2009-05-15,4330,4440,4050,4340,117589,71610.0,16500000.0
2009-05-18,4185,4500,4185,4250,17039,70125.0,16500000.0
2009-05-19,4280,4330,4215,4305,45600,71032.0,16500000.0
2009-05-20,4305,4310,4110,4195,118812,69218.0,16500000.0
2009-05-21,4195,4195,4030,4150,48379,68475.0,16500000.0
2009-05-22,4200,4200,4085,4140,26364,68310.0,16500000.0
2009-05-25,4140,4150,3650,4045,47307,66742.0,16500000.0
2009-05-26,3950,4095,3900,4010,26829,66165.0,16500000.0
2009-05-27,4010,4145,3800,3800,44888,62700.0,16500000.0
2009-05-28,3700,3920,3650,3720,31179,61380.0,16500000.0
2009-05-29,3895,4000,3660,4000,16281,66000.0,16500000.0
2009-06-01,4000,4150,3890,4150,16808,68475.0,16500000.0
2009-06-02,4105,4180,4050,4125,28356,68062.0,16500000.0
2009-06-03,4185,4185,4000,4080,34215,67320.0,16500000.0
2009-06-04,4080,4080,3855,3950,31488,65175.0,16500000.0
2009-06-05,4140,4140,3855,3960,43933,65340.0,16500000.0
2009-06-08,3890,4000,3890,4000,26061,66000.0,16500000.0
2009-06-09,3920,4000,3805,3900,28912,64350.0,16500000.0
2009-06-10,3900,4010,3900,3950,29338,65175.0,16500000.0
2009-06-11,4005,4035,3910,4000,25375,66000.0,16500000.0
2009-06-12,4000,4040,3910,4000,9793,66000.0,16500000.0
2009-06-15,4040,4040,3900,3920,9405,64680.0,16500000.0
2009-06-16,3920,3920,3755,3920,3881,64680.0,16500000.0
2009-06-17,3850,3920,3810,3900,5836,64350.0,16500000.0
2009-06-18,3945,3945,3825,3850,3266,63525.0,16500000.0
2009-06-19,3830,3900,3710,3900,8895,64350.0,16500000.0
2009-06-22,3950,3950,3785,3890,2682,64185.0,16500000.0
2009-06-23,3870,3880,3500,3755,14539,61958.0,16500000.0
2009-06-24,3790,3990,3740,3795,2221,62618.0,16500000.0
2009-06-25,3715,3820,3715,3750,3658,61875.0,16500000.0
2009-06-26,3840,3840,3685,3795,4750,62618.0,16500000.0
2009-06-29,3795,3800,3710,3790,4032,62535.0,16500000.0
2009-06-30,3790,3900,3510,3760,8066,62040.0,16500000.0
2009-07-01,3890,3890,3650,3680,6493,60720.0,16500000.0
2009-07-02,3800,3800,3650,3670,15918,60555.0,16500000.0
2009-07-03,3690,3690,3610,3620,6325,59730.0,16500000.0
2009-07-06,3855,3855,3625,3650,4280,60225.0,16500000.0
2009-07-07,3680,3680,3595,3635,9614,59978.0,16500000.0
2009-07-08,3550,3650,3530,3635,6505,59978.0,16500000.0
2009-07-09,3620,3620,3460,3520,21889,58080.0,16500000.0
2009-07-10,3450,3470,3340,3400,17695,56100.0,16500000.0
2009-07-13,3400,3475,3320,3370,12278,55605.0,16500000.0
2009-07-14,3300,3365,3180,3210,22286,52965.0,16500000.0
2009-07-15,3210,3465,3210,3275,5338,54038.0,16500000.0
2009-07-16,3250,3465,3200,3230,21519,53295.0,16500000.0
2009-07-17,3255,3310,3215,3305,2790,54532.0,16500000.0
2009-07-20,3300,3365,3275,3350,2831,55275.0,16500000.0
2009-07-21,3210,3430,3210,3285,6424,54202.0,16500000.0
2009-07-22,3210,3400,3210,3400,4758,56100.0,16500000.0
2009-07-23,3390,3420,3285,3310,6512,54615.0,16500000.0
2009-07-24,3310,3390,3310,3385,2455,55852.0,16500000.0
2009-07-27,3395,3400,3285,3340,15243,55110.0,16500000.0
2009-07-28,3330,3340,3220,3270,16485,53955.0,16500000.0
2009-07-29,3270,3275,3140,3270,15456,53955.0,16500000.0
2009-07-30,3240,3270,3180,3185,9414,52552.0,16500000.0
2009-07-31,3200,3260,3160,3250,7725,53625.0,16500000.0
2009-08-03,3250,3350,3245,3300,4414,54450.0,16500000.0
2009-08-04,3395,3395,3300,3390,2327,55935.0,16500000.0
2009-08-05,3305,3455,3300,3450,53507,56925.0,16500000.0
2009-08-06,3450,3590,3335,3405,8326,56182.0,16500000.0
2009-08-07,3200,3390,3180,3180,47823,52470.0,16500000.0
2009-08-10,3180,3285,3180,3225,9314,53212.0,16500000.0
2009-08-11,3245,3250,3130,3200,42572,52800.0,16500000.0
2009-08-12,3180,3210,3100,3170,16016,52305.0,16500000.0
2009-08-13,3125,3175,2955,3010,167867,49665.0,16500000.0
2009-08-14,3030,3055,3015,3045,20002,50242.0,16500000.0
2009-08-17,3050,3080,2950,2950,19721,48675.0,16500000.0
2009-08-18,2940,3245,2925,2980,33771,49170.0,16500000.0
2009-08-19,2980,3050,2910,2910,9074,48015.0,16500000.0
2009-08-20,2865,2880,2770,2855,40254,47108.0,16500000.0
2009-08-21,2860,2975,2835,2960,9290,48840.0,16500000.0
2009-08-24,2980,3080,2960,2970,17691,49005.0,16500000.0
2009-08-25,2970,3005,2855,2995,12554,49418.0,16500000.0
2009-08-26,3070,3070,2965,2980,7957,49170.0,16500000.0
2009-08-27,2915,2985,2800,2910,38658,48015.0,16500000.0
2009-08-28,2935,2935,2775,2775,54580,45788.0,16500000.0
2009-08-31,2795,2850,2760,2775,14771,45788.0,16500000.0
2009-09-01,2780,2905,2780,2850,47626,47025.0,16500000.0
2009-09-02,2870,2940,2845,2930,27664,48345.0,16500000.0
2009-09-03,2950,3040,2950,3000,10110,49500.0,16500000.0
2009-09-04,3040,3070,2830,3030,4611,49995.0,16500000.0
2009-09-07,3030,3140,2900,3080,5681,50820.0,16500000.0
2009-09-08,3080,3090,3000,3000,11606,49500.0,16500000.0
2009-09-09,3040,3050,2780,3050,20201,50325.0,16500000.0
2009-09-10,3040,3050,2980,3020,24302,49830.0,16500000.0
2009-09-11,2930,3080,2760,3050,37853,50325.0,16500000.0
2009-09-14,3050,3070,2995,2995,12805,49418.0,16500000.0
2009-09-15,3045,3080,3030,3060,11009,50490.0,16500000.0
2009-09-16,3060,3070,2990,2990,27688,49335.0,16500000.0
2009-09-17,3000,3050,2950,3000,13663,49500.0,16500000.0
2009-09-18,3000,3050,2910,3025,41948,49912.0,16500000.0
2009-09-21,3025,3040,2990,3000,10292,49500.0,16500000.0
2009-09-22,3000,3070,2965,3000,43602,49500.0,16500000.0
2009-09-23,3005,3025,2945,3020,13824,49830.0,16500000.0
2009-09-24,2990,3010,2970,2980,13731,49170.0,16500000.0
2009-09-25,3030,3030,2960,2990,6924,49335.0,16500000.0
2009-09-28,2990,3025,2950,3000,26856,49500.0,16500000.0
2009-09-29,3000,3020,2975,2975,20050,49088.0,16500000.0
2009-09-30,3030,3030,2975,3010,5113,49665.0,16500000.0
2009-10-01,3010,3010,2920,2980,15890,49170.0,16500000.0
2009-10-05,2855,2985,2855,2985,12536,49252.0,16500000.0
2009-10-06,2985,2985,2900,2920,15603,48180.0,16500000.0
2009-10-07,2965,3020,2900,2910,10016,48015.0,16500000.0
2009-10-08,2890,3050,2810,2870,22275,47355.0,16500000.0
2009-10-09,2870,2875,2770,2785,31960,45952.0,16500000.0
2009-10-12,2815,2830,2780,2830,17167,46695.0,16500000.0
2009-10-13,2820,2875,2795,2830,20310,46695.0,16500000.0
2009-10-14,2845,2870,2455,2470,336595,40755.0,16500000.0
2009-10-15,2530,2560,2455,2500,92893,41250.0,16500000.0
2009-10-16,2490,2550,2490,2550,18129,42075.0,16500000.0
2009-10-19,2550,2565,2500,2545,23959,41992.0,16500000.0
2009-10-20,2540,2555,2505,2525,11683,41662.0,16500000.0
2009-10-21,2515,2550,2470,2540,11726,41910.0,16500000.0
2009-10-22,2520,2525,2500,2505,13972,41332.0,16500000.0
2009-10-23,2505,2540,2455,2475,9743,40838.0,16500000.0
2009-10-26,2545,2545,2460,2505,8257,41332.0,16500000.0
2009-10-27,2500,2500,2460,2480,22076,40920.0,16500000.0
2009-10-28,2470,2480,2390,2445,10146,40342.0,16500000.0
2009-10-29,2360,2420,2330,2390,20718,39435.0,16500000.0
2009-10-30,2390,2465,2390,2400,12451,39600.0,16500000.0
2009-11-02,2355,2690,2340,2690,15408,44385.0,16500000.0
2009-11-03,2580,2580,2450,2520,14758,41580.0,16500000.0
2009-11-04,2500,2640,2470,2570,21634,42405.0,16500000.0
2009-11-05,2580,2755,2580,2690,33044,44385.0,16500000.0
2009-11-06,2700,2780,2655,2735,48587,45128.0,16500000.0
2009-11-09,2760,2760,2655,2725,5163,44962.0,16500000.0
2009-11-10,2735,2735,2560,2645,11286,43642.0,16500000.0
2009-11-11,2640,2650,2565,2595,6107,42818.0,16500000.0
2009-11-12,2590,2660,2590,2640,51083,43560.0,16500000.0
2009-11-13,2610,2690,2605,2690,43996,44385.0,16500000.0
2009-11-16,2650,2730,2650,2730,58395,45045.0,16500000.0
2009-11-17,2725,2950,2680,2825,107477,46612.0,16500000.0
2009-11-18,2890,2890,2715,2770,66395,45705.0,16500000.0
2009-11-19,2760,2780,2720,2775,26141,45788.0,16500000.0
2009-11-20,2770,2790,2680,2770,83230,45705.0,16500000.0
2009-11-23,2770,2795,2725,2750,59892,45375.0,16500000.0
2009-11-24,2790,2790,2700,2720,90152,44880.0,16500000.0
2009-11-25,2720,2740,2655,2720,92091,44880.0,16500000.0
2009-11-26,2685,2770,2685,2770,56248,45705.0,16500000.0
2009-11-27,2730,2755,2510,2740,84418,45210.0,16500000.0
2009-11-30,2645,2740,2575,2605,60371,42982.0,16500000.0
2009-12-01,2585,2630,2565,2605,47221,42982.0,16500000.0
2009-12-02,2600,2645,2560,2605,9366,42982.0,16500000.0
2009-12-03,2575,2635,2570,2610,4141,43065.0,16500000.0
2009-12-04,2580,2655,2580,2620,6698,43230.0,16500000.0
2009-12-07,2605,2730,2590,2720,12170,44880.0,16500000.0
2009-12-08,2655,2765,2655,2720,11879,44880.0,16500000.0
2009-12-09,2655,2740,2655,2720,16950,44880.0,16500000.0
2009-12-10,2660,2800,2660,2740,6428,45210.0,16500000.0
2009-12-11,2740,2775,2700,2740,12882,45210.0,16500000.0
2009-12-14,2660,2750,2660,2705,16978,44632.0,16500000.0
2009-12-15,2700,2740,2690,2715,9445,44798.0,16500000.0
2009-12-16,2755,2755,2700,2715,7688,44798.0,16500000.0
2009-12-17,2730,2750,2695,2710,25000,44715.0,16500000.0
2009-12-18,2715,2890,2695,2800,30570,46200.0,16500000.0
2009-12-21,2850,2980,2800,2880,16754,47520.0,16500000.0
2009-12-22,2880,2890,2820,2830,6484,46695.0,16500000.0
2009-12-23,2805,2885,2780,2830,27657,46695.0,16500000.0
2009-12-24,2785,2970,2785,2855,27140,47108.0,16500000.0
2009-12-28,2850,2885,2705,2850,27346,47025.0,16500000.0
2009-12-29,2750,2880,2730,2740,19457,45210.0,16500000.0
2009-12-30,2755,2875,2740,2800,44534,46200.0,16500000.0
2010-01-04,2800,2960,2785,2960,99328,48840.0,16500000.0
2010-01-05,3200,3200,2950,3040,115073,50160.0,16500000.0
2010-01-06,3085,3085,3000,3060,17993,50490.0,16500000.0
2010-01-07,3000,3040,2900,3030,37012,49995.0,16500000.0
2010-01-08,2965,3100,2965,3060,40911,50490.0,16500000.0
2010-01-11,3060,3100,3020,3075,63468,50738.0,16500000.0
2010-01-12,3075,3095,3015,3080,14346,50820.0,16500000.0
2010-01-13,3080,3115,3035,3035,26254,50078.0,16500000.0
2010-01-14,2985,3390,2985,3330,119830,54945.0,16500000.0
2010-01-15,3300,3790,3250,3690,168958,60885.0,16500000.0
2010-01-18,3750,3750,3495,3730,112748,61545.0,16500000.0
2010-01-19,3755,3880,3645,3780,85440,62370.0,16500000.0
2010-01-20,3850,3880,3775,3810,53507,62865.0,16500000.0
2010-01-21,3710,3870,3710,3855,68314,63608.0,16500000.0
2010-01-22,3855,4095,3815,3890,99449,64185.0,16500000.0
2010-01-25,3735,3900,3450,3700,55030,61050.0,16500000.0
2010-01-26,3745,3745,3600,3700,20867,61050.0,16500000.0
2010-01-27,3700,3750,3500,3550,19853,58575.0,16500000.0
2010-01-28,3505,3600,3290,3420,84848,56430.0,16500000.0
2010-01-29,3395,3395,3100,3250,46239,53625.0,16500000.0
2010-02-01,3170,3300,3150,3200,18141,52800.0,16500000.0
2010-02-02,3195,3375,3190,3275,21045,54038.0,16500000.0
2010-02-03,3140,3485,3140,3200,9035,52800.0,16500000.0
2010-02-04,3200,3395,3160,3255,3568,53708.0,16500000.0
2010-02-05,3035,3255,3035,3230,21200,53295.0,16500000.0
2010-02-08,3150,3230,2950,2950,62048,48675.0,16500000.0
2010-02-09,2945,3055,2885,3055,10886,50408.0,16500000.0
2010-02-10,3150,3150,3000,3145,8690,51892.0,16500000.0
2010-02-11,3050,3200,3050,3165,2626,52222.0,16500000.0
2010-02-12,3200,3200,3060,3175,15337,52388.0,16500000.0
2010-02-16,3050,3220,3050,3190,16199,52635.0,16500000.0
2010-02-17,3150,3390,3150,3350,94057,55275.0,16500000.0
2010-02-18,3400,3440,3200,3200,27813,52800.0,16500000.0
2010-02-19,3225,3245,3125,3125,10107,51562.0,16500000.0
2010-02-22,3135,3200,3120,3185,10730,52552.0,16500000.0
2010-02-23,3125,3200,3105,3200,29276,52800.0,16500000.0
2010-02-24,3125,3250,3125,3240,34098,53460.0,16500000.0
2010-02-25,3240,3240,2935,3045,59291,50242.0,16500000.0
2010-02-26,3085,3175,2955,3065,29182,50572.0,16500000.0
2010-03-02,3095,3315,3095,3240,28068,53460.0,16500000.0
2010-03-03,3240,3300,3180,3240,32802,53460.0,16500000.0
