라이온켐텍(171120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-16,8471,8513,8362,8471,5756,155399.0,15386005.0
2019-01-17,8471,8555,8387,8513,5431,156168.0,15386005.0
2019-01-18,8555,8722,8513,8639,5556,158476.0,15386005.0
2019-01-21,8680,8764,8639,8723,8625,160014.0,15386005.0
2019-01-22,8764,8848,8722,8807,15217,161553.0,15386005.0
2019-01-23,8848,8890,8680,8807,8583,161553.0,15386005.0
2019-01-24,8806,8890,8764,8849,16706,162322.0,15386005.0
2019-01-25,8848,8974,8848,8891,14637,163092.0,15386005.0
2019-01-28,8890,9435,8890,9394,35024,172323.0,15386005.0
2019-01-29,9268,9477,9016,9058,28158,166169.0,15386005.0
2019-01-30,9142,9435,9016,9310,33463,170785.0,15386005.0
2019-01-31,9320,11200,9320,9600,139733,147706.0,15386005.0
2019-02-01,9800,9800,9400,9590,18301,147552.0,15386005.0
2019-02-07,9800,9800,9300,9590,26943,147552.0,15386005.0
2019-02-08,9600,9770,9440,9680,3463,148937.0,15386005.0
2019-02-11,9750,9750,9610,9740,1137,149860.0,15386005.0
2019-02-12,9780,9780,9590,9700,4140,149244.0,15386005.0
2019-02-13,9790,9790,9560,9720,9052,149552.0,15386005.0
2019-02-14,9720,9720,9550,9630,5674,148167.0,15386005.0
2019-02-15,9630,9690,9500,9500,11305,146167.0,15386005.0
2019-02-18,9510,9700,9300,9300,13286,143090.0,15386005.0
2019-02-19,9400,9450,9300,9400,7163,144628.0,15386005.0
2019-02-20,9650,9650,9300,9520,10683,146475.0,15386005.0
2019-02-21,9490,9530,9250,9460,5720,145552.0,15386005.0
2019-02-22,9350,9460,9280,9290,9868,142936.0,15386005.0
2019-02-25,9200,9390,9190,9390,9117,144475.0,15386005.0
2019-02-26,9390,9390,9010,9100,22098,167063.0,18358538.0
2019-02-27,9100,9290,9100,9190,9869,168715.0,18358538.0
2019-02-28,9190,9260,9000,9130,12693,167613.0,18358538.0
2019-03-04,9060,9230,9060,9090,3640,166879.0,18358538.0
2019-03-05,9200,9200,8400,8990,18145,165043.0,18358538.0
2019-03-06,8990,9000,8600,9000,7388,165227.0,18358538.0
2019-03-07,9040,9100,8760,9000,6155,165227.0,18358538.0
2019-03-08,8870,9040,8810,8910,2306,163575.0,18358538.0
2019-03-11,9160,9160,8750,8930,3222,163942.0,18358538.0
2019-03-12,8930,8970,8810,8860,3275,162657.0,18358538.0
2019-03-13,8920,8920,8740,8810,4401,161739.0,18358538.0
2019-03-14,8900,8900,8680,8700,8215,159719.0,18358538.0
2019-03-15,8810,8810,8570,8680,4332,159352.0,18358538.0
2019-03-18,8810,8810,8570,8670,2007,159169.0,18358538.0
2019-03-19,8670,8760,8550,8690,4555,159536.0,18358538.0
2019-03-20,8660,8770,8400,8580,5540,157516.0,18358538.0
2019-03-21,8710,8710,8490,8570,2216,157333.0,18358538.0
2019-03-22,8680,8680,8220,8400,8546,154212.0,18358538.0
2019-03-25,8400,8400,8180,8300,6916,152376.0,18358538.0
2019-03-26,8130,8340,8130,8320,3736,152743.0,18358538.0
2019-03-27,8320,8390,8220,8300,6659,152376.0,18358538.0
2019-03-28,8300,8370,8050,8150,6307,149622.0,18358538.0
2019-03-29,8020,8220,8020,8210,2873,150724.0,18358538.0
2019-04-01,8280,9160,8130,8350,17863,153294.0,18358538.0
2019-04-02,8350,8760,8350,8700,15092,159719.0,18358538.0
2019-04-03,8670,8850,8510,8510,4877,156231.0,18358538.0
2019-04-04,8680,8750,8600,8710,2558,159903.0,18358538.0
2019-04-05,8710,8850,8600,8790,4998,161372.0,18358538.0
2019-04-08,8850,9000,8800,8920,14041,163758.0,18358538.0
2019-04-09,8950,9220,8760,9030,27482,165778.0,18358538.0
2019-04-10,8900,9030,8470,8870,9110,162840.0,18358538.0
2019-04-11,8880,8940,8750,8870,4368,162840.0,18358538.0
2019-04-12,8910,8910,8660,8820,2652,161922.0,18358538.0
2019-04-15,8790,8970,8720,8900,23883,163391.0,18358538.0
2019-04-16,8830,8990,8830,8980,4335,164860.0,18358538.0
2019-04-17,8980,9020,8960,8980,6426,164860.0,18358538.0
2019-04-18,8980,9000,8880,8980,7439,164860.0,18358538.0
2019-04-19,9000,9040,8790,9000,8290,165227.0,18358538.0
2019-04-22,9060,9110,9000,9060,16568,166328.0,18358538.0
2019-04-23,9060,9060,8940,9050,1446,166145.0,18358538.0
2019-04-24,9020,9110,8950,9070,3292,166512.0,18358538.0
2019-04-25,9070,9170,8540,9090,10420,166879.0,18358538.0
2019-04-26,9060,9150,8820,9150,4744,167981.0,18358538.0
2019-04-29,9180,9180,8850,8850,5086,162473.0,18358538.0
2019-04-30,8870,9090,8870,8970,3636,164676.0,18358538.0
2019-05-02,8900,9080,8800,8880,5995,163024.0,18358538.0
2019-05-03,8880,9050,8720,9050,11774,166145.0,18358538.0
2019-05-07,9120,9120,8930,8960,1792,164493.0,18358538.0
2019-05-08,8960,9090,8840,8940,2324,164125.0,18358538.0
2019-05-09,8960,8960,8650,8790,6427,161372.0,18358538.0
2019-05-10,9000,9000,8540,8680,4670,159352.0,18358538.0
2019-05-13,8800,8800,8430,8690,1581,159536.0,18358538.0
2019-05-14,8210,8700,8210,8530,4723,156598.0,18358538.0
2019-05-15,8700,8700,8380,8560,6570,157149.0,18358538.0
2019-05-16,8430,8600,8220,8330,17284,152927.0,18358538.0
2019-05-17,8250,9780,8250,8940,196984,164125.0,18358538.0
2019-05-20,8850,8890,8600,8630,25309,158434.0,18358538.0
2019-05-21,8630,8770,8330,8540,10916,156782.0,18358538.0
2019-05-22,8540,8620,8100,8100,23554,148704.0,18358538.0
2019-05-23,8120,8260,8070,8110,14223,148888.0,18358538.0
2019-05-24,8020,8140,7720,8100,10971,148704.0,18358538.0
2019-05-27,8130,8130,7710,8130,7723,149255.0,18358538.0
2019-05-28,7910,8150,7900,8130,17054,149255.0,18358538.0
2019-05-29,8130,8160,7800,8160,15401,149806.0,18358538.0
2019-05-30,8140,8140,7900,8120,23297,149071.0,18358538.0
2019-05-31,8120,8300,8050,8270,8559,151825.0,18358538.0
2019-06-03,8270,8330,8220,8280,3506,152009.0,18358538.0
2019-06-04,8080,8300,8080,8250,1316,151458.0,18358538.0
2019-06-05,8330,8490,8240,8260,3337,151642.0,18358538.0
2019-06-07,8130,8410,8130,8360,4516,153477.0,18358538.0
2019-06-10,8490,8490,8270,8350,6655,153294.0,18358538.0
2019-06-11,8430,8450,8330,8440,10634,154946.0,18358538.0
2019-06-12,8320,8480,8320,8380,4973,153845.0,18358538.0
2019-06-13,8380,8470,8300,8390,2621,154028.0,18358538.0
2019-06-14,8390,8580,8390,8450,8695,155130.0,18358538.0
2019-06-17,8450,8580,8350,8460,5531,155313.0,18358538.0
2019-06-18,8450,8560,8350,8400,4486,154212.0,18358538.0
2019-06-19,8500,8500,8270,8340,4115,153110.0,18358538.0
2019-06-20,8270,8490,8240,8350,4340,153294.0,18358538.0
2019-06-21,8350,8450,8250,8340,2625,153110.0,18358538.0
2019-06-24,8270,8410,8160,8170,13695,149989.0,18358538.0
2019-06-25,8240,8250,8080,8080,6542,148337.0,18358538.0
2019-06-26,8160,8180,7990,8180,3453,150173.0,18358538.0
2019-06-27,8110,8180,8070,8170,3955,149989.0,18358538.0
2019-06-28,7960,8280,7960,8250,6079,151458.0,18358538.0
2019-07-01,8290,8290,8080,8210,2522,150724.0,18358538.0
2019-07-02,8210,8230,8060,8220,2027,150907.0,18358538.0
2019-07-03,8230,8260,8120,8220,5778,150907.0,18358538.0
2019-07-04,8140,8230,8050,8150,2891,149622.0,18358538.0
2019-07-05,8160,8170,8080,8160,2710,149806.0,18358538.0
2019-07-08,8180,8180,7820,8150,11656,149622.0,18358538.0
2019-07-09,8070,8100,7920,8070,10313,148153.0,18358538.0
2019-07-10,8070,8080,7950,8000,7161,146868.0,18358538.0
2019-07-11,8030,8070,7800,7960,15085,146134.0,18358538.0
2019-07-12,8000,8010,7890,7960,6575,146134.0,18358538.0
2019-07-15,7950,8020,7930,7990,4528,146685.0,18358538.0
2019-07-16,7990,8010,7900,8000,3235,146868.0,18358538.0
2019-07-17,8000,8020,7870,7980,5901,146501.0,18358538.0
2019-07-18,7800,7980,7780,7980,4891,146501.0,18358538.0
2019-07-19,7910,7990,7820,7950,4552,145950.0,18358538.0
2019-07-22,7830,7910,7680,7740,19722,142095.0,18358538.0
2019-07-23,7750,7900,7550,7900,17534,145032.0,18358538.0
2019-07-24,7900,7910,7680,7870,9653,144482.0,18358538.0
2019-07-25,7880,7880,7500,7750,10491,142279.0,18358538.0
2019-07-26,7700,7830,7390,7830,19434,143747.0,18358538.0
2019-07-29,7740,7830,7360,7570,20299,138974.0,18358538.0
2019-07-30,7620,7870,7420,7800,40437,143197.0,18358538.0
2019-07-31,7690,7800,7480,7800,24087,143197.0,18358538.0
2019-08-01,7730,7730,7440,7440,14797,136588.0,18358538.0
2019-08-02,7460,7800,7300,7800,34646,143197.0,18358538.0
2019-08-05,7690,7690,7220,7640,31002,140259.0,18358538.0
2019-08-06,7340,7500,7320,7360,28954,135119.0,18358538.0
2019-08-07,7270,7460,7210,7210,17955,132365.0,18358538.0
2019-08-08,7210,7400,7200,7240,14919,132916.0,18358538.0
2019-08-09,7240,7600,7240,7390,11764,135670.0,18358538.0
2019-08-12,7480,7480,7240,7400,2190,135853.0,18358538.0
2019-08-13,7390,7480,7290,7310,17224,134201.0,18358538.0
2019-08-14,7700,7980,7390,7510,66739,137873.0,18358538.0
2019-08-16,7510,7610,7490,7500,5813,137689.0,18358538.0
2019-08-19,7520,7540,7230,7390,12023,135670.0,18358538.0
2019-08-20,7510,7510,7380,7490,5835,137505.0,18358538.0
2019-08-21,7510,7540,7410,7490,1919,137505.0,18358538.0
2019-08-22,7570,7570,7400,7440,3127,136588.0,18358538.0
2019-08-23,7430,7450,7320,7370,6522,135302.0,18358538.0
2019-08-26,7390,7390,7210,7210,2168,132365.0,18358538.0
2019-08-27,7250,7350,7180,7280,5772,133650.0,18358538.0
2019-08-28,7310,7310,7050,7200,7370,132181.0,18358538.0
2019-08-29,7230,7230,7140,7180,7997,131814.0,18358538.0
2019-08-30,7220,7220,7170,7200,5507,132181.0,18358538.0
2019-09-02,7200,7320,7020,7310,8912,134201.0,18358538.0
2019-09-03,7210,7320,7210,7260,5551,133283.0,18358538.0
2019-09-04,7310,7400,7250,7360,5965,135119.0,18358538.0
2019-09-05,7390,7440,7280,7350,6280,134935.0,18358538.0
2019-09-06,7380,7400,7270,7350,1994,134935.0,18358538.0
2019-09-09,7370,7390,7270,7380,6123,135486.0,18358538.0
2019-09-10,7370,7410,7300,7380,5331,135486.0,18358538.0
2019-09-11,7370,7530,7370,7500,8476,137689.0,18358538.0
2019-09-16,7510,7660,7500,7630,15538,140076.0,18358538.0
2019-09-17,7700,8750,7700,7990,170554,146685.0,18358538.0
2019-09-18,7990,8120,7870,8110,21592,148888.0,18358538.0
2019-09-19,8050,8390,8050,8390,36004,154028.0,18358538.0
2019-09-20,8400,9230,8320,9070,166327,166512.0,18358538.0
2019-09-23,9050,9100,8840,9100,47961,167063.0,18358538.0
2019-09-24,9110,9360,9100,9290,39590,170551.0,18358538.0
2019-09-25,9300,9400,9200,9280,20493,170367.0,18358538.0
2019-09-26,9280,9300,8680,8990,25918,165043.0,18358538.0
2019-09-27,8990,9000,8450,8530,32607,156598.0,18358538.0
2019-09-30,8420,8580,8390,8530,7497,156598.0,18358538.0
2019-10-01,8530,8570,8400,8560,6030,157149.0,18358538.0
2019-10-02,8560,8690,8530,8640,4551,158618.0,18358538.0
2019-10-04,8640,8670,8530,8650,2568,158801.0,18358538.0
2019-10-07,8640,8640,8370,8450,6550,155130.0,18358538.0
