파수닷컴(150900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-12-13,5300,5400,5050,5350,29143,42531.0,7949695.0
2013-12-16,5430,5430,5150,5230,25076,41629.0,7959695.0
2013-12-17,5230,5270,5130,5220,15585,41550.0,7959695.0
2013-12-18,5170,5260,5120,5200,14012,41390.0,7959695.0
2013-12-19,5150,5420,5150,5300,14016,42186.0,7959695.0
2013-12-20,5230,5330,5200,5300,18280,42186.0,7959695.0
2013-12-23,5340,5390,5250,5300,7942,42186.0,7959695.0
2013-12-24,5300,5350,5260,5350,21819,42584.0,7959695.0
2013-12-26,5330,5500,5330,5500,22598,43778.0,7959695.0
2013-12-27,5450,5530,5440,5470,22943,43540.0,7959695.0
2013-12-30,5560,5560,5410,5410,14541,43062.0,7959695.0
2014-01-02,5410,5500,5230,5330,12918,42425.0,7959695.0
2014-01-03,5300,5350,5240,5300,7958,42186.0,7959695.0
2014-01-06,5500,5500,5240,5260,4524,41868.0,7959695.0
2014-01-07,5290,5390,5210,5350,20327,42584.0,7959695.0
2014-01-08,5430,5430,5190,5230,18624,41629.0,7959695.0
2014-01-09,5320,5330,5210,5290,9693,42107.0,7959695.0
2014-01-10,5400,5400,5220,5270,12064,41948.0,7959695.0
2014-01-13,5250,5330,5160,5270,3197,41948.0,7959695.0
2014-01-14,5270,5380,5150,5350,37094,42584.0,7959695.0
2014-01-15,5450,5720,5290,5590,83169,44495.0,7959695.0
2014-01-16,5780,5890,5570,5750,93313,45768.0,7959695.0
2014-01-17,5800,5870,5670,5830,62172,46405.0,7959695.0
2014-01-20,6220,6320,5970,6120,179431,48713.0,7959695.0
2014-01-21,6290,6710,5920,6120,454505,48713.0,7959695.0
2014-01-22,6200,6480,6000,6420,208848,51101.0,7959695.0
2014-01-23,6450,6550,6250,6390,97977,50862.0,7959695.0
2014-01-24,6400,6490,6140,6270,66314,49907.0,7959695.0
2014-01-27,6170,6390,6060,6290,76654,50066.0,7959695.0
2014-01-28,6290,6360,6100,6290,55494,50066.0,7959695.0
2014-01-29,6300,6580,6200,6490,81922,51658.0,7959695.0
2014-02-03,6490,6500,6350,6400,46292,50942.0,7959695.0
2014-02-04,6300,6550,6290,6400,45933,50942.0,7959695.0
2014-02-05,6460,6500,6320,6470,45434,51499.0,7959695.0
2014-02-06,6570,7130,6450,7000,345852,55718.0,7959695.0
2014-02-07,6930,7250,6900,7190,120381,57230.0,7959695.0
2014-02-10,7370,7470,7170,7390,90053,58822.0,7959695.0
2014-02-11,7450,7520,7100,7180,92709,57151.0,7959695.0
2014-02-12,7130,7130,6620,6700,291490,53330.0,7959695.0
2014-02-13,6720,6860,6630,6640,59506,52852.0,7959695.0
2014-02-14,6670,6870,6580,6760,97960,53808.0,7959695.0
2014-02-17,6620,7290,6620,7200,92596,57310.0,7959695.0
2014-02-18,7300,7440,7130,7360,96114,58583.0,7959695.0
2014-02-19,7470,7490,6970,7190,108963,57230.0,7959695.0
2014-02-20,7230,7380,6860,7000,48486,55718.0,7959695.0
2014-02-21,7100,7150,6950,7020,12721,56158.0,7999695.0
2014-02-24,7240,7250,6900,6990,61143,55918.0,7999695.0
2014-02-25,7000,7140,6700,6800,72388,54398.0,7999695.0
2014-02-26,7000,7800,6900,6990,429760,55918.0,7999695.0
2014-02-27,7000,7050,6810,6980,107883,55838.0,7999695.0
2014-02-28,7000,7300,6940,6950,167779,55598.0,7999695.0
2014-03-03,6870,6940,6620,6760,58119,54078.0,7999695.0
2014-03-04,6690,6890,6560,6790,43082,54318.0,7999695.0
2014-03-05,6810,7220,6810,7080,67103,56638.0,7999695.0
2014-03-06,7050,7240,7050,7220,39781,57758.0,7999695.0
2014-03-07,7370,7630,7130,7130,101977,57038.0,7999695.0
2014-03-10,7190,7320,6850,7000,66136,55998.0,7999695.0
2014-03-11,7000,7300,6860,7290,88989,58318.0,7999695.0
2014-03-12,7250,7370,7060,7060,67068,56478.0,7999695.0
2014-03-13,7600,8110,7350,8110,692431,64878.0,7999695.0
2014-03-14,8720,9320,8650,8900,1589361,71197.0,7999695.0
2014-03-17,9020,9040,8600,8890,310881,71117.0,7999695.0
2014-03-18,8850,10200,8720,10200,665017,81597.0,7999695.0
2014-03-19,10850,11700,10350,11400,1423642,91197.0,7999695.0
2014-03-20,11150,11500,10700,11350,695259,90797.0,7999695.0
2014-03-21,11250,12250,10900,11100,853359,88797.0,7999695.0
2014-03-24,11200,12500,10900,11600,1193566,92796.0,7999695.0
2014-03-25,11700,11900,10550,10950,486063,87597.0,7999695.0
2014-03-26,10850,11150,10500,10500,340980,83997.0,7999695.0
2014-03-27,10600,10850,10200,10200,443451,81597.0,7999695.0
2014-03-28,10300,10400,9990,10000,230359,79997.0,7999695.0
2014-03-31,10100,10300,9860,10300,210481,82397.0,7999695.0
2014-04-01,10250,10600,10100,10300,230173,82397.0,7999695.0
2014-04-02,10450,11800,10400,11800,602071,94396.0,7999695.0
2014-04-03,12750,12900,11850,12000,1464055,95996.0,7999695.0
2014-04-04,12200,13800,12050,13800,1044991,110396.0,7999695.0
2014-04-07,14250,14900,13450,14000,1266809,111996.0,7999695.0
2014-04-08,13950,14000,12900,13400,944127,107196.0,7999695.0
2014-04-09,13500,14100,12600,12600,1315407,100796.0,7999695.0
2014-04-10,12800,13200,12600,12800,488928,102396.0,7999695.0
2014-04-11,12550,13150,12200,12850,474280,102796.0,7999695.0
2014-04-14,12850,13350,12800,13100,388710,104796.0,7999695.0
2014-04-15,13300,13300,12750,12750,238874,101996.0,7999695.0
2014-04-16,12750,12950,12400,12850,268439,102796.0,7999695.0
2014-04-17,13050,13700,12750,12800,740985,102396.0,7999695.0
2014-04-18,12800,12800,12300,12350,371459,98796.0,7999695.0
2014-04-21,12350,12600,11850,11950,177839,95596.0,7999695.0
2014-04-22,12000,12300,11800,12300,198964,98396.0,7999695.0
2014-04-23,12200,12400,11650,11750,189757,93996.0,7999695.0
2014-04-24,11750,11800,10750,10900,446806,87197.0,7999695.0
2014-04-25,10950,11150,10450,10600,175972,84797.0,7999695.0
2014-04-28,10700,11200,10650,10800,272067,86397.0,7999695.0
2014-04-29,10800,11100,10700,10950,170531,87597.0,7999695.0
2014-04-30,11100,11200,10500,10550,213417,84397.0,7999695.0
2014-05-02,10600,10600,10200,10250,175975,81997.0,7999695.0
2014-05-07,10250,10350,10150,10150,93619,81197.0,7999695.0
2014-05-08,10300,10350,10000,10300,142011,82397.0,7999695.0
2014-05-09,10300,11300,10300,10800,575284,86397.0,7999695.0
2014-05-12,10800,11150,10700,10850,192448,86797.0,7999695.0
2014-05-13,10900,11150,10750,11050,163813,88397.0,7999695.0
2014-05-14,11050,11200,10900,11150,124590,89197.0,7999695.0
2014-05-15,11000,11050,10450,10500,194042,83997.0,7999695.0
2014-05-16,10300,10450,10100,10250,98106,81997.0,7999695.0
2014-05-19,10250,10350,9160,9200,262926,73597.0,7999695.0
2014-05-20,9160,9400,8770,8950,147299,71597.0,7999695.0
2014-05-21,8960,9350,8960,9020,112433,72157.0,7999695.0
2014-05-22,9150,9840,9150,9640,496531,77117.0,7999695.0
2014-05-23,9740,9760,9440,9500,113052,75997.0,7999695.0
2014-05-26,9500,9500,8940,8950,132227,71597.0,7999695.0
2014-05-27,9090,10050,9000,9300,530080,74397.0,7999695.0
2014-05-28,9430,9430,9090,9110,106460,72877.0,7999695.0
2014-05-29,9180,9280,9050,9070,60565,72557.0,7999695.0
2014-05-30,9100,9260,9100,9260,49780,74077.0,7999695.0
2014-06-02,9240,9390,8490,8530,99810,68237.0,7999695.0
2014-06-03,8390,8530,8010,8260,115261,66077.0,7999695.0
2014-06-05,8040,8150,7940,8030,104505,64238.0,7999695.0
2014-06-09,8030,8270,7980,8030,37085,64238.0,7999695.0
2014-06-10,8000,8380,8000,8310,117025,66477.0,7999695.0
2014-06-11,8310,8420,8220,8350,52197,66797.0,7999695.0
2014-06-12,8380,8420,8270,8380,17857,67037.0,7999695.0
2014-06-13,8500,8500,8190,8190,24725,65518.0,7999695.0
2014-06-16,8290,8300,8100,8200,26578,65597.0,7999695.0
2014-06-17,8130,8650,8130,8350,64677,66797.0,7999695.0
2014-06-18,8360,8460,8300,8350,23927,66797.0,7999695.0
2014-06-19,8400,8600,8290,8290,57628,66317.0,7999695.0
2014-06-20,8290,8390,8150,8270,30617,66157.0,7999695.0
2014-06-23,8180,8290,7830,8000,57901,63998.0,7999695.0
2014-06-24,7860,7960,7580,7900,72273,63198.0,7999695.0
2014-06-25,7780,7870,7630,7840,69552,62718.0,7999695.0
2014-06-26,7660,8240,7660,8050,74948,64398.0,7999695.0
2014-06-27,8050,8050,7870,7910,40109,63278.0,7999695.0
2014-06-30,7850,8040,7780,7900,21767,63198.0,7999695.0
2014-07-01,7950,8360,7900,8250,71018,65997.0,7999695.0
2014-07-02,8240,8400,8190,8350,30473,66797.0,7999695.0
2014-07-03,8400,8410,8220,8370,26577,66957.0,7999695.0
2014-07-04,8290,8370,8140,8210,26222,65677.0,7999695.0
2014-07-07,8200,8300,8070,8140,19432,65118.0,7999695.0
2014-07-08,8040,8130,7950,8100,38525,64798.0,7999695.0
2014-07-09,7930,8530,7930,8420,54144,67357.0,7999695.0
2014-07-10,8460,8460,8250,8320,46615,66557.0,7999695.0
2014-07-11,8290,8400,8200,8300,22013,66397.0,7999695.0
2014-07-14,8320,8350,8200,8290,14799,66317.0,7999695.0
2014-07-15,8660,9400,8640,8800,390576,70397.0,7999695.0
2014-07-16,8800,8810,8300,8480,78952,67837.0,7999695.0
2014-07-17,8430,8540,8310,8330,39665,66637.0,7999695.0
2014-07-18,8300,8650,8300,8360,49913,66877.0,7999695.0
2014-07-21,8460,9150,8460,9140,137742,73117.0,7999695.0
2014-07-22,9180,9230,9010,9150,56516,73197.0,7999695.0
2014-07-23,9170,9440,9100,9340,98246,74717.0,7999695.0
2014-07-24,9240,9430,9100,9180,45669,73437.0,7999695.0
2014-07-25,9340,9420,9200,9380,54264,75037.0,7999695.0
2014-07-28,9440,9690,9040,9120,63403,72957.0,7999695.0
2014-07-29,9040,9290,8730,8800,55365,70397.0,7999695.0
2014-07-30,8830,8970,8700,8720,39084,69757.0,7999695.0
2014-07-31,8810,8890,8410,8700,29477,69597.0,7999695.0
2014-08-01,8420,8800,8420,8620,17751,68957.0,7999695.0
2014-08-04,8830,8830,8490,8630,23476,69037.0,7999695.0
2014-08-05,8600,8770,8550,8640,20200,69117.0,7999695.0
2014-08-06,8680,9280,8550,8700,47668,69597.0,7999695.0
2014-08-07,8720,8980,8460,8610,38905,68877.0,7999695.0
2014-08-08,8550,8700,8310,8400,29300,67197.0,7999695.0
2014-08-11,8370,8600,8350,8490,25849,67917.0,7999695.0
2014-08-12,8600,8600,8420,8490,32441,67917.0,7999695.0
2014-08-13,8450,8570,8410,8430,19262,67437.0,7999695.0
2014-08-14,8500,8580,8400,8530,19951,68237.0,7999695.0
2014-08-18,8530,8680,8420,8580,22186,68637.0,7999695.0
2014-08-19,8590,9070,8520,9000,53827,71997.0,7999695.0
2014-08-20,9070,9140,8900,9140,115033,73117.0,7999695.0
2014-08-21,9100,10050,9080,9310,352672,74477.0,7999695.0
2014-08-22,9310,9430,9120,9300,51717,74397.0,7999695.0
2014-08-25,9300,9540,9100,9180,24446,73437.0,7999695.0
2014-08-26,9250,9330,8890,9060,29112,72477.0,7999695.0
2014-08-27,9030,9290,8910,9100,20358,72797.0,7999695.0
2014-08-28,9120,9330,9080,9240,33529,73917.0,7999695.0
2014-08-29,9290,9590,9210,9360,70561,74877.0,7999695.0
2014-09-01,9410,9530,9240,9350,21957,74797.0,7999695.0
2014-09-02,9350,9400,9220,9240,31550,73917.0,7999695.0
2014-09-03,9200,9350,9170,9200,29253,73597.0,7999695.0
2014-09-04,9160,9290,8820,9050,40662,72397.0,7999695.0
2014-09-05,8970,9330,8860,8990,20608,71917.0,7999695.0
2014-09-11,8920,9110,8860,9000,29076,71997.0,7999695.0
2014-09-12,9000,9010,8910,9010,26491,72077.0,7999695.0
2014-09-15,8900,9000,8860,8920,12700,71357.0,7999695.0
2014-09-16,8900,9200,8900,9200,48046,73597.0,7999695.0
2014-09-17,9200,9360,9120,9340,30895,74717.0,7999695.0
2014-09-18,9260,9500,9260,9330,37996,74637.0,7999695.0
2014-09-19,9330,9500,9300,9420,33718,75357.0,7999695.0
2014-09-22,9380,9380,9220,9220,20470,73757.0,7999695.0
2014-09-23,9150,9250,8940,9070,40118,72557.0,7999695.0
2014-09-24,9050,9180,8970,9060,34429,72477.0,7999695.0
2014-09-25,9060,9100,8900,8900,15572,71197.0,7999695.0
2014-09-26,8900,9000,8710,8900,34206,71197.0,7999695.0
2014-09-29,8900,8990,8850,8900,21855,71197.0,7999695.0
2014-09-30,8900,9080,8820,9020,13187,72157.0,7999695.0
2014-10-01,9140,9140,8850,8900,21702,71197.0,7999695.0
2014-10-02,8750,8900,8700,8900,36523,71197.0,7999695.0
2014-10-06,8900,8910,8780,8800,19986,70397.0,7999695.0
2014-10-07,8710,8820,8620,8800,27034,70397.0,7999695.0
2014-10-08,8650,8930,8650,8800,22595,70397.0,7999695.0
2014-10-10,8930,8930,8560,8700,24034,69597.0,7999695.0
2014-10-13,8790,8890,8540,8700,35339,69597.0,7999695.0
2014-10-14,8500,8690,8500,8660,8539,69277.0,7999695.0
2014-10-15,8630,8660,8350,8590,24360,68717.0,7999695.0
2014-10-16,8640,8640,8350,8560,6619,68477.0,7999695.0
2014-10-17,8560,8780,8410,8550,5563,68397.0,7999695.0
2014-10-20,7920,8690,7920,8550,12795,68397.0,7999695.0
2014-10-21,8400,8490,8060,8350,23735,66797.0,7999695.0
2014-10-22,8460,8460,8300,8370,10765,66957.0,7999695.0
2014-10-23,8400,8400,8170,8320,19093,66557.0,7999695.0
2014-10-24,8350,8470,8020,8100,35208,64798.0,7999695.0
2014-10-27,8100,8210,8010,8150,9203,65198.0,7999695.0
2014-10-28,8370,9370,8370,8700,359730,69597.0,7999695.0
2014-10-29,8800,9850,8760,9720,210403,77757.0,7999695.0
2014-10-30,9720,10600,9510,10400,226392,83197.0,7999695.0
2014-10-31,10550,10600,9950,10000,106704,79997.0,7999695.0
2014-11-03,9920,10200,9800,9970,81893,79757.0,7999695.0
2014-11-04,9940,9990,9440,9790,64028,78317.0,7999695.0
2014-11-05,9600,9950,9600,9760,38809,78077.0,7999695.0
2014-11-06,9660,9990,9230,9300,35910,74397.0,7999695.0
2014-11-07,9300,9490,9300,9480,26383,75837.0,7999695.0
2014-11-10,9400,9590,8980,9070,42160,72557.0,7999695.0
2014-11-11,9120,9300,8900,9090,27148,72717.0,7999695.0
2014-11-12,9120,9520,8900,9520,45527,76157.0,7999695.0
2014-11-13,9700,10250,9650,9960,109819,79677.0,7999695.0
2014-11-14,10100,10400,9890,10050,72395,80397.0,7999695.0
2014-11-17,9990,9990,9310,9310,98146,74477.0,7999695.0
2014-11-18,9470,9950,9390,9650,39924,77197.0,7999695.0
2014-11-19,9780,9780,9460,9550,16866,76397.0,7999695.0
2014-11-20,9640,10150,9460,9990,36737,79917.0,7999695.0
2014-11-21,10200,10250,9820,9940,27286,79517.0,7999695.0
2014-11-24,10000,10000,9340,9440,53268,75517.0,7999695.0
2014-11-25,9670,9690,9390,9440,21616,75517.0,7999695.0
2014-11-26,9320,9600,9050,9200,54335,73597.0,7999695.0
2014-11-27,9350,9350,9130,9280,10979,74237.0,7999695.0
2014-11-28,9280,9550,9220,9400,21522,75197.0,7999695.0
2014-12-01,9410,9660,9200,9290,7931,74317.0,7999695.0
2014-12-02,9200,9300,9030,9220,9206,73757.0,7999695.0
2014-12-03,9140,9400,9140,9290,4785,74317.0,7999695.0
2014-12-04,9310,9690,9210,9660,24129,77277.0,7999695.0
2014-12-05,9680,10000,9550,9810,42405,78477.0,7999695.0
2014-12-08,9780,10100,9750,9900,34837,79197.0,7999695.0
2014-12-09,9840,9940,9780,9880,7850,79037.0,7999695.0
2014-12-10,9780,9980,9710,9940,17770,79517.0,7999695.0
2014-12-11,9980,11350,9900,10750,279563,85997.0,7999695.0
2014-12-12,10700,10950,10500,10900,68785,87197.0,7999695.0
2014-12-15,10800,11000,10250,10800,111351,86397.0,7999695.0
2014-12-16,10600,10850,10300,10500,60644,83997.0,7999695.0
2014-12-17,10400,10600,10150,10250,29159,81997.0,7999695.0
2014-12-18,10250,10500,9500,9790,56020,78317.0,7999695.0
2014-12-19,9990,10350,9800,9950,51314,79597.0,7999695.0
2014-12-22,10500,11400,10350,11400,527867,91197.0,7999695.0
2014-12-23,11800,12400,11100,11400,853238,91197.0,7999695.0
2014-12-24,11800,12150,11100,11500,583357,91996.0,7999695.0
2014-12-26,11550,11950,11200,11200,330849,89597.0,7999695.0
2014-12-29,11150,11250,10850,11250,152148,89997.0,7999695.0
2014-12-30,11100,11700,11100,11550,173281,92396.0,7999695.0
2015-01-02,11600,11900,11450,11700,129915,93596.0,7999695.0
2015-01-05,11800,11850,11500,11500,124117,91996.0,7999695.0
2015-01-06,11600,13100,11350,12350,862419,98796.0,7999695.0
2015-01-07,12250,12700,12150,12400,274039,99196.0,7999695.0
2015-01-08,12550,12700,12150,12400,149318,99196.0,7999695.0
2015-01-09,12450,13400,12300,12350,405730,98796.0,7999695.0
2015-01-12,12450,12650,12050,12150,174378,97196.0,7999695.0
2015-01-13,12500,12850,11950,11950,204516,95596.0,7999695.0
2015-01-14,11750,12250,11750,12150,98275,97196.0,7999695.0
2015-01-15,12050,12200,11800,12000,103029,95996.0,7999695.0
2015-01-16,12150,12500,11950,12500,179416,99996.0,7999695.0
2015-01-19,12650,12700,12250,12250,142417,97996.0,7999695.0
2015-01-20,12150,12300,11850,12100,112640,96796.0,7999695.0
2015-01-21,12250,12550,11950,11950,139159,95596.0,7999695.0
2015-01-22,11950,12100,11400,11700,108757,93596.0,7999695.0
2015-01-23,11800,11900,11400,11800,68108,94396.0,7999695.0
2015-01-26,11750,11950,11400,11450,55499,91597.0,7999695.0
2015-01-27,11850,11850,11450,11600,51275,92796.0,7999695.0
2015-01-28,11550,11650,11000,11250,161577,89997.0,7999695.0
2015-01-29,11250,11500,11100,11400,66272,91197.0,7999695.0
2015-01-30,11500,11500,11050,11100,49098,88797.0,7999695.0
2015-02-02,10950,11100,10800,10800,41623,86397.0,7999695.0
2015-02-03,11000,12250,11000,11400,455477,91197.0,7999695.0
2015-02-04,11450,11750,11350,11550,96277,92396.0,7999695.0
2015-02-05,11750,11750,11400,11600,36929,92796.0,7999695.0
2015-02-06,11650,11800,11350,11350,46995,90797.0,7999695.0
2015-02-09,11400,11400,10700,10700,79029,85597.0,7999695.0
2015-02-10,10550,10900,10250,10400,89772,83197.0,7999695.0
2015-02-11,10600,10600,10050,10250,92595,81997.0,7999695.0
2015-02-12,10700,10850,10300,10350,78121,82797.0,7999695.0
2015-02-13,10350,10650,10250,10350,56140,82797.0,7999695.0
2015-02-16,10350,10500,10350,10400,28854,83197.0,7999695.0
2015-02-17,10400,10450,10100,10300,33630,82397.0,7999695.0
2015-02-23,10350,10700,10250,10550,43171,84397.0,7999695.0
2015-02-24,10750,10850,10250,10600,73486,84797.0,7999695.0
2015-02-25,10650,10950,10550,10800,47466,86397.0,7999695.0
2015-02-26,10800,10950,10750,10900,53973,87197.0,7999695.0
2015-02-27,10950,11350,10900,11250,112362,89997.0,7999695.0
2015-03-02,11200,11250,10950,11150,46690,89197.0,7999695.0
2015-03-03,11250,11450,11000,11250,52975,89997.0,7999695.0
2015-03-04,11550,12100,11450,11650,230339,93196.0,7999695.0
2015-03-05,11700,12000,11600,12000,89899,95996.0,7999695.0
2015-03-06,11950,11950,11450,11450,99275,91597.0,7999695.0
2015-03-09,11450,11500,11100,11200,31513,89597.0,7999695.0
2015-03-10,11100,11500,11050,11200,38189,89597.0,7999695.0
2015-03-11,11200,11250,10800,11150,28765,89197.0,7999695.0
2015-03-12,11100,11550,11000,11500,41613,91996.0,7999695.0
2015-03-13,11700,11700,11300,11350,31466,90797.0,7999695.0
2015-03-16,11450,12200,11250,12150,215311,97196.0,7999695.0
2015-03-17,12250,12350,11900,12250,74537,97996.0,7999695.0
2015-03-18,12200,12350,11800,11950,58008,95596.0,7999695.0
2015-03-19,12100,12100,11400,11600,127071,92796.0,7999695.0
2015-03-20,11450,11600,10950,11100,156579,88797.0,7999695.0
2015-03-23,11150,11250,10950,11000,52554,87997.0,7999695.0
2015-03-24,11050,11250,10800,11200,31686,90157.0,8049695.0
2015-03-25,11300,11300,11000,11200,43564,90157.0,8049695.0
2015-03-26,11100,11100,10800,11050,38285,88949.0,8049695.0
2015-03-27,11050,11100,10550,10750,86147,86534.0,8049695.0
2015-03-30,10600,10800,10600,10750,26132,86534.0,8049695.0
2015-03-31,10800,11100,10650,11050,39063,88949.0,8049695.0
2015-04-01,11050,11450,10800,11050,51512,88949.0,8049695.0
2015-04-02,10900,11200,10850,10850,23905,87339.0,8049695.0
2015-04-03,10900,11100,10900,11100,23472,89352.0,8049695.0
2015-04-06,11150,11350,11050,11350,46797,91364.0,8049695.0
2015-04-07,11350,11400,11150,11400,32807,91767.0,8049695.0
2015-04-08,11500,11850,11450,11450,87652,92169.0,8049695.0
2015-04-09,11400,12050,11300,11550,114229,92974.0,8049695.0
2015-04-10,11700,11850,11500,11600,47407,93376.0,8049695.0
2015-04-13,11550,11600,11050,11100,63085,89352.0,8049695.0
2015-04-14,11100,11250,10750,11000,54364,88547.0,8049695.0
2015-04-15,10850,11150,10800,10950,27802,88144.0,8049695.0
2015-04-16,11100,11100,10800,10800,45372,86937.0,8049695.0
2015-04-17,10850,11100,10800,11050,28155,88949.0,8049695.0
2015-04-20,10900,11000,10650,10750,59318,86534.0,8049695.0
2015-04-21,10850,11200,10850,10850,81511,87339.0,8049695.0
2015-04-22,10850,10950,10300,10450,117358,84119.0,8049695.0
2015-04-23,10450,10700,10250,10450,37663,84119.0,8049695.0
2015-04-24,10350,10550,10250,10350,29306,83594.0,8076695.0
2015-04-27,10450,10550,10350,10500,18479,84805.0,8076695.0
2015-04-28,10500,10550,10300,10350,30303,83594.0,8076695.0
2015-04-29,10250,10450,10200,10250,15940,82786.0,8076695.0
2015-04-30,10250,10300,10100,10100,20521,81575.0,8076695.0
2015-05-04,10100,10200,9950,10000,32479,80767.0,8076695.0
2015-05-06,9900,10000,9760,9880,39152,79798.0,8076695.0
2015-05-07,9900,9960,9650,9900,36478,79959.0,8076695.0
2015-05-08,9810,10200,9810,10200,17140,82382.0,8076695.0
2015-05-11,10100,10250,9950,10200,23433,82382.0,8076695.0
2015-05-12,10200,10300,9990,10150,20805,81978.0,8076695.0
2015-05-13,10350,11000,10000,10650,154049,86017.0,8076695.0
2015-05-14,10750,10750,10400,10500,31213,84805.0,8076695.0
2015-05-15,10650,10700,10300,10500,24151,84805.0,8076695.0
2015-05-18,10500,10500,9970,10000,31903,80767.0,8076695.0
2015-05-19,9900,10100,9320,9980,43619,80605.0,8076695.0
2015-05-20,9980,10050,9700,9800,54250,79152.0,8076695.0
2015-05-21,9740,9870,9310,9650,81881,77940.0,8076695.0
2015-05-22,9960,9960,9550,9700,35767,78344.0,8076695.0
2015-05-26,9700,9700,9520,9600,12673,77536.0,8076695.0
2015-05-27,9420,9570,9220,9420,14396,76082.0,8076695.0
2015-05-28,9420,9600,9330,9430,20707,76163.0,8076695.0
2015-05-29,9440,9630,9440,9580,26333,77375.0,8076695.0
2015-06-01,9650,9650,9400,9550,16283,77132.0,8076695.0
2015-06-02,9830,9830,9430,9550,12168,77132.0,8076695.0
2015-06-03,9550,9690,9440,9570,11158,77294.0,8076695.0
2015-06-04,9680,9680,9500,9500,6312,76729.0,8076695.0
2015-06-05,9420,9750,9420,9710,16302,78425.0,8076695.0
2015-06-08,9700,9790,9570,9690,10294,78263.0,8076695.0
2015-06-09,9790,9830,9660,9700,9722,78344.0,8076695.0
2015-06-10,9700,9820,9700,9750,11098,78748.0,8076695.0
2015-06-11,9750,9940,9700,9900,29932,79959.0,8076695.0
2015-06-12,9930,9970,9760,9800,5504,79152.0,8076695.0
2015-06-15,9630,9990,9350,9690,6786,78263.0,8076695.0
2015-06-16,9550,9830,9500,9580,8171,77375.0,8076695.0
2015-06-17,9700,9890,9560,9890,18315,79879.0,8076695.0
2015-06-18,9900,9900,9720,9720,15147,78505.0,8076695.0
2015-06-19,9900,10000,9760,9880,12412,79798.0,8076695.0
2015-06-22,9800,10450,9800,10350,15396,83594.0,8076695.0
2015-06-23,10350,10450,9950,10400,53422,83998.0,8076695.0
2015-06-24,10400,10450,10100,10250,13604,82786.0,8076695.0
2015-06-25,10250,10750,10250,10500,38018,84805.0,8076695.0
2015-06-26,10500,10500,10050,10050,20571,81171.0,8076695.0
2015-06-29,10000,10200,9900,9950,21207,80363.0,8076695.0
2015-06-30,9850,10300,9850,10250,36339,82786.0,8076695.0
2015-07-01,10300,10800,10100,10550,49236,85209.0,8076695.0
2015-07-02,10500,10700,10350,10550,20453,85209.0,8076695.0
2015-07-03,10600,10600,10150,10400,23264,83998.0,8076695.0
