아이쓰리시스템(214430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-09,18850,19400,18800,19250,54941,136805.0,7106760.0
2019-01-10,19400,19450,18850,19300,23730,137160.0,7106760.0
2019-01-11,19350,19350,18650,19300,35919,137160.0,7106760.0
2019-01-14,19500,19500,18500,18750,29243,133252.0,7106760.0
2019-01-15,18750,19200,18350,18400,32116,130764.0,7106760.0
2019-01-16,18400,18650,18200,18350,17525,130409.0,7106760.0
2019-01-17,18250,18650,18150,18600,7939,132186.0,7106760.0
2019-01-18,18600,18900,18200,18550,23928,131830.0,7106760.0
2019-01-21,18550,18900,18500,18850,13728,133962.0,7106760.0
2019-01-22,18850,19000,18550,18800,14508,133607.0,7106760.0
2019-01-23,18600,18750,17850,17900,59489,127211.0,7106760.0
2019-01-24,17900,18250,17250,17400,45037,123658.0,7106760.0
2019-01-25,17450,17750,17150,17750,27769,126145.0,7106760.0
2019-01-28,17800,17850,17450,17750,17392,126145.0,7106760.0
2019-01-29,17650,17850,17250,17450,16287,124013.0,7106760.0
2019-01-30,17550,17600,16800,17150,68801,121881.0,7106760.0
2019-01-31,17300,17450,17200,17400,13031,123658.0,7106760.0
2019-02-01,17400,17450,16900,17000,47235,120815.0,7106760.0
2019-02-07,17250,17500,16850,17400,37527,123658.0,7106760.0
2019-02-08,17500,17700,17200,17600,30067,125079.0,7106760.0
2019-02-11,17650,17700,17400,17450,22649,124013.0,7106760.0
2019-02-12,17350,17550,17250,17500,10008,124368.0,7106760.0
2019-02-13,17650,17950,17450,17950,27569,127566.0,7106760.0
2019-02-14,18050,18050,17700,18050,16849,128277.0,7106760.0
2019-02-15,18150,18150,17700,17900,10546,127211.0,7106760.0
2019-02-18,17800,18200,17700,18150,20309,128988.0,7106760.0
2019-02-19,18150,18150,17800,18100,14258,128632.0,7106760.0
2019-02-20,18100,18100,17800,18000,16770,127922.0,7106760.0
2019-02-21,18150,18200,17750,18000,20137,127922.0,7106760.0
2019-02-22,17900,18250,17700,18000,23393,127922.0,7106760.0
2019-02-25,18200,18200,17700,18050,14051,128277.0,7106760.0
2019-02-26,17950,18150,17800,18000,21802,127922.0,7106760.0
2019-02-27,18050,18650,18050,18350,39734,130409.0,7106760.0
2019-02-28,18550,18550,17650,17700,31100,125790.0,7106760.0
2019-03-04,18450,18450,17700,17950,22087,127566.0,7106760.0
2019-03-05,17850,18050,17500,17650,14525,125434.0,7106760.0
2019-03-06,17650,17900,17350,17900,22537,127211.0,7106760.0
2019-03-07,17900,18300,17900,18300,41337,130054.0,7106760.0
2019-03-08,18300,18800,18000,18600,74256,132186.0,7106760.0
2019-03-11,18950,19600,18800,19300,209146,137160.0,7106760.0
2019-03-12,19350,19500,18900,19250,71663,136805.0,7106760.0
2019-03-13,19250,19250,18650,18750,55130,133252.0,7106760.0
2019-03-14,18700,19100,18650,18900,33079,134318.0,7106760.0
2019-03-15,18950,20100,18650,19200,224985,136450.0,7106760.0
2019-03-18,19350,19600,18900,19600,81693,139292.0,7106760.0
2019-03-19,19600,20650,19200,20500,207569,145689.0,7106760.0
2019-03-20,20850,21400,20400,20800,213053,147821.0,7106760.0
2019-03-21,21150,21250,20250,20500,89887,145689.0,7106760.0
2019-03-22,20750,20950,20250,20800,38984,147821.0,7106760.0
2019-03-25,20400,20550,19900,19950,101880,141780.0,7106760.0
2019-03-26,19950,21050,19950,20950,104765,148887.0,7106760.0
2019-03-27,21000,21450,20800,20850,110305,148176.0,7106760.0
2019-03-28,20850,21550,20550,21250,71152,151019.0,7106760.0
2019-03-29,21300,21300,20300,20700,67844,147110.0,7106760.0
2019-04-01,20700,21050,20300,20450,50104,145333.0,7106760.0
2019-04-02,20600,20650,20200,20550,44689,146044.0,7106760.0
2019-04-03,20400,20900,20250,20700,48376,147110.0,7106760.0
2019-04-04,20750,21400,20650,20950,46231,148887.0,7106760.0
2019-04-05,21050,21050,20450,20800,53305,147821.0,7106760.0
2019-04-08,20900,21650,20750,21250,85496,151019.0,7106760.0
2019-04-09,21350,21450,20900,21200,39376,150663.0,7106760.0
2019-04-10,21300,23400,21300,22500,425560,159902.0,7106760.0
2019-04-11,22400,23000,22050,22200,97292,157770.0,7106760.0
2019-04-12,22050,23050,21850,22350,103658,158836.0,7106760.0
2019-04-15,22300,22950,21850,22100,64464,157059.0,7106760.0
2019-04-16,22300,22850,21650,22150,73329,157415.0,7106760.0
2019-04-17,22150,22200,21750,22200,39465,157770.0,7106760.0
2019-04-18,22300,22750,21850,22100,76990,157059.0,7106760.0
2019-04-19,22150,22500,21850,22050,42253,156704.0,7106760.0
2019-04-22,22050,23000,22000,22500,67448,159902.0,7106760.0
2019-04-23,22650,22900,21900,22150,52282,157415.0,7106760.0
2019-04-24,22200,22500,21850,22250,46339,158125.0,7106760.0
2019-04-25,22250,23100,22100,22900,89405,162745.0,7106760.0
2019-04-26,23050,23400,22300,22800,71699,162034.0,7106760.0
2019-04-29,22800,23100,22400,22950,29214,163100.0,7106760.0
2019-04-30,22950,23100,22500,22900,24267,162745.0,7106760.0
2019-05-02,22950,23200,22550,23150,26324,164521.0,7106760.0
2019-05-03,23300,24150,23000,23750,101837,168786.0,7106760.0
2019-05-07,23650,24100,23350,24000,63424,170562.0,7106760.0
2019-05-08,23850,24550,23700,24150,77405,171628.0,7106760.0
2019-05-09,24200,24350,22650,22900,108548,162745.0,7106760.0
2019-05-10,22900,23300,22100,22800,70742,162034.0,7106760.0
2019-05-13,22800,23050,21700,21700,70730,154217.0,7106760.0
2019-05-14,21150,21700,20900,21700,144439,154217.0,7106760.0
2019-05-15,21600,22150,21400,21750,89208,154572.0,7106760.0
2019-05-16,21500,21500,20200,20400,187746,144978.0,7106760.0
2019-05-17,20450,21050,19700,20000,116043,142135.0,7106760.0
2019-05-20,20000,20700,20000,20400,35812,144978.0,7106760.0
2019-05-21,20400,21100,20000,20900,46067,148531.0,7106760.0
2019-05-22,21250,21350,20600,20950,39912,148887.0,7106760.0
2019-05-23,20900,21150,20550,20700,24845,147110.0,7106760.0
2019-05-24,20450,20750,20000,20200,24790,143557.0,7106760.0
2019-05-27,20350,20550,19500,19800,40449,140714.0,7106760.0
2019-05-28,19850,20500,19850,20500,35267,145689.0,7106760.0
2019-05-29,20400,20450,19750,20050,41274,142491.0,7106760.0
2019-05-30,19950,20150,19250,19350,64228,137516.0,7106760.0
2019-05-31,19300,20000,19000,19400,76850,137871.0,7106760.0
2019-06-03,19300,19350,18950,19150,48393,136094.0,7106760.0
2019-06-04,19150,19300,18850,19200,39859,136450.0,7106760.0
2019-06-05,19450,19800,19200,19500,49770,138582.0,7106760.0
2019-06-07,19800,20400,19750,20300,66546,144267.0,7106760.0
2019-06-10,20500,20500,20000,20500,52676,145689.0,7106760.0
2019-06-11,20500,20850,20350,20700,51017,147110.0,7106760.0
2019-06-12,20500,20800,20300,20650,28098,146755.0,7106760.0
2019-06-13,20800,21600,20550,21200,100606,150663.0,7106760.0
2019-06-14,21000,21850,20800,21200,58190,150663.0,7106760.0
2019-06-17,21200,21650,20750,20800,42773,147821.0,7106760.0
2019-06-18,20850,21700,20850,21300,35961,151374.0,7106760.0
2019-06-19,21400,21600,20900,21250,34235,151019.0,7106760.0
2019-06-20,21300,22250,21300,21600,62856,153506.0,7106760.0
2019-06-21,21600,22150,21250,21300,45029,151374.0,7106760.0
2019-06-24,21300,21750,21100,21250,36941,151019.0,7106760.0
2019-06-25,21550,21550,20300,20650,49863,146755.0,7106760.0
2019-06-26,21100,21100,20300,20700,28301,147110.0,7106760.0
2019-06-27,20800,20850,20350,20650,24531,146755.0,7106760.0
2019-06-28,20600,20700,20300,20500,33742,145689.0,7106760.0
2019-07-01,20400,21250,20300,20900,62010,148531.0,7106760.0
2019-07-02,20750,21250,20750,21000,31732,149242.0,7106760.0
2019-07-03,21200,21550,20850,21050,63718,149597.0,7106760.0
2019-07-04,21200,21450,21000,21200,34950,150663.0,7106760.0
2019-07-05,21350,21350,20700,21000,36372,149242.0,7106760.0
2019-07-08,20900,20900,19450,19450,81552,138226.0,7106760.0
2019-07-09,19450,19700,19000,19200,40970,136450.0,7106760.0
2019-07-10,19850,21800,19800,21050,209275,149597.0,7106760.0
2019-07-11,21050,22350,20550,22000,123287,156349.0,7106760.0
2019-07-12,22000,23300,21900,22350,177825,158836.0,7106760.0
2019-07-15,22450,22900,22100,22650,41601,160968.0,7106760.0
2019-07-16,22800,22900,21750,22200,92535,157770.0,7106760.0
2019-07-17,22100,22300,21400,21900,37841,155638.0,7106760.0
2019-07-18,21900,22750,21500,22750,58420,161679.0,7106760.0
2019-07-19,22650,23400,22650,23000,63260,163455.0,7106760.0
2019-07-22,23000,23200,22250,22550,41373,160257.0,7106760.0
2019-07-23,22600,22750,21550,22150,70140,157415.0,7106760.0
2019-07-24,22150,22300,21350,21850,65090,155283.0,7106760.0
2019-07-25,22000,22050,21250,21900,42409,155638.0,7106760.0
2019-07-26,21900,22000,21150,21700,34036,154217.0,7106760.0
2019-07-29,21900,22100,20450,20450,57567,145333.0,7106760.0
2019-07-30,20400,20950,20400,20700,24494,147110.0,7106760.0
2019-07-31,20900,20900,19500,20750,56643,147465.0,7106760.0
2019-08-01,20650,20900,20000,20050,30560,142491.0,7106760.0
2019-08-02,19800,20500,19550,20050,34683,142491.0,7106760.0
2019-08-05,19800,20050,18300,18300,82618,130054.0,7106760.0
2019-08-06,17300,18550,17300,17600,100370,125079.0,7106760.0
2019-08-07,17750,18350,17750,18000,58596,127922.0,7106760.0
2019-08-08,17900,18500,17900,18300,65309,130054.0,7106760.0
2019-08-09,18350,18600,17900,18200,45790,129343.0,7106760.0
2019-08-12,18250,18550,17850,18500,37968,131475.0,7106760.0
2019-08-13,18100,18450,18000,18300,28094,130054.0,7106760.0
2019-08-14,18450,18800,18150,18300,50405,130054.0,7106760.0
2019-08-16,17500,17650,16900,17350,131330,123302.0,7106760.0
2019-08-19,17400,17750,17250,17450,44871,124013.0,7106760.0
2019-08-20,17600,17700,17400,17500,30943,124368.0,7106760.0
2019-08-21,17650,18250,17550,18000,49734,127922.0,7106760.0
2019-08-22,18050,18150,17700,17800,24059,126500.0,7106760.0
2019-08-23,17900,18350,17700,17900,43745,127211.0,7106760.0
2019-08-26,17150,17600,16800,17000,73266,120815.0,7106760.0
2019-08-27,17250,17450,16950,17000,34042,120815.0,7106760.0
2019-08-28,17100,17350,17050,17300,13240,122947.0,7106760.0
2019-08-29,17300,17400,17050,17150,16238,121881.0,7106760.0
2019-08-30,17300,17650,17150,17600,23883,125079.0,7106760.0
2019-09-02,17800,17800,17350,17550,13469,124724.0,7106760.0
2019-09-03,17450,18200,17450,18050,44281,128277.0,7106760.0
2019-09-04,18100,18300,17850,18150,35845,128988.0,7106760.0
2019-09-05,18250,18250,17800,18250,45042,129698.0,7106760.0
2019-09-06,18300,18900,18050,18650,54683,132541.0,7106760.0
2019-09-09,18650,18900,18200,18300,51472,130054.0,7106760.0
2019-09-10,18200,18400,18000,18300,25045,130054.0,7106760.0
2019-09-11,18300,18400,18100,18250,20615,129698.0,7106760.0
2019-09-16,18250,18250,17900,18100,29977,128632.0,7106760.0
2019-09-17,18050,18300,17950,18250,26497,129698.0,7106760.0
2019-09-18,18300,18650,18150,18400,24008,130764.0,7106760.0
2019-09-19,18400,18700,18300,18450,29916,131120.0,7106760.0
2019-09-20,18600,19050,18250,19000,66556,135028.0,7106760.0
2019-09-23,19100,19100,18750,19100,29501,135739.0,7106760.0
2019-09-24,19250,20400,18950,19300,94822,137160.0,7106760.0
2019-09-25,19300,19300,18250,18600,70928,132186.0,7106760.0
2019-09-26,18750,19300,18300,18800,52980,133607.0,7106760.0
2019-09-27,18800,19150,18600,18900,28887,134318.0,7106760.0
2019-09-30,18750,18950,18450,18650,38206,132541.0,7106760.0
2019-10-01,18950,18950,18400,18700,16839,132896.0,7106760.0
2019-10-02,18500,19400,18400,19250,86752,136805.0,7106760.0
2019-10-04,19150,19350,18700,18950,41776,134673.0,7106760.0
2019-10-07,19000,19100,18650,18900,23074,134318.0,7106760.0
