아이쓰리시스템(214430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-09-18,28638,30853,28638,29142,69352,192077.0,3317400.0
2015-09-21,28890,30803,28185,30803,70840,203025.0,3317400.0
2015-09-22,31004,31004,29645,30199,51213,199044.0,3317400.0
2015-09-23,29746,29746,27229,27683,93479,182457.0,3317400.0
2015-09-24,28034,28689,26273,28236,50431,186106.0,3317400.0
2015-09-25,27732,28538,26877,27481,22350,181130.0,3317400.0
2015-09-30,26776,28336,25920,27934,50103,184116.0,3317400.0
2015-10-01,28185,30048,28185,29343,80275,193404.0,3317400.0
2015-10-02,29645,31054,28940,29847,93836,196722.0,3317400.0
2015-10-05,29746,30350,28739,30098,36651,198381.0,3317400.0
2015-10-06,30903,30903,28789,30199,39354,199044.0,3317400.0
2015-10-07,31004,31004,29695,30551,53847,201366.0,3317400.0
2015-10-08,30551,31155,30048,30048,51729,198049.0,3317400.0
2015-10-12,30903,31054,29897,30300,42584,199707.0,3317400.0
2015-10-13,30752,30752,29897,30199,34422,199044.0,3317400.0
2015-10-14,30601,34074,30249,33219,224992,218948.0,3317400.0
2015-10-15,34074,35433,33219,34880,160821,229896.0,3317400.0
2015-10-16,34930,35534,34225,34830,60849,229564.0,3317400.0
2015-10-19,34930,36188,34527,34779,54646,229232.0,3317400.0
2015-10-20,34628,35534,34275,34830,53829,229564.0,3317400.0
2015-10-21,34980,35936,34678,35887,44257,236531.0,3317400.0
2015-10-22,35886,36389,33521,33974,61409,223924.0,3317400.0
2015-10-23,34477,34477,32715,33169,53525,218617.0,3317400.0
2015-10-26,33470,33621,32262,33068,31690,217953.0,3317400.0
2015-10-27,33068,34930,32665,34578,37552,227905.0,3317400.0
2015-10-28,34477,36238,33974,35635,61656,234872.0,3317400.0
2015-10-29,35433,35836,35030,35685,28110,235204.0,3317400.0
2015-10-30,33722,36389,33722,35836,115352,236199.0,3317400.0
2015-11-02,35836,36238,33672,34880,71186,229896.0,3317400.0
2015-11-03,35634,35634,33672,33873,28355,223261.0,3317400.0
2015-11-04,33823,34125,32061,32464,66575,213972.0,3317400.0
2015-11-05,32464,32464,31105,31407,62865,207006.0,3317400.0
2015-11-06,31356,32262,30299,32212,57971,212314.0,3317400.0
2015-11-09,32212,32212,29645,29645,48721,195395.0,3317400.0
2015-11-10,29595,29595,26675,27683,96929,182457.0,3317400.0
2015-11-11,27883,29544,27833,28991,35092,191082.0,3317400.0
2015-11-12,28789,29444,28387,29243,17152,192741.0,3317400.0
2015-11-13,28739,28840,28034,28639,21846,188760.0,3317400.0
2015-11-16,27279,29393,26927,28488,41943,187765.0,3317400.0
2015-11-17,29192,30148,29091,29746,24018,196058.0,3317400.0
2015-11-18,29746,30400,29343,29645,14766,195395.0,3317400.0
2015-11-19,30098,31054,29192,30400,35873,200371.0,3317400.0
2015-11-20,30803,31608,30350,30904,25404,203688.0,3317400.0
2015-11-23,31205,31507,30400,30551,20147,201366.0,3317400.0
2015-11-24,30601,31054,30350,31055,17320,204684.0,3317400.0
2015-11-25,30702,33319,30450,33269,39312,219280.0,3317400.0
2015-11-26,33571,34326,32615,33823,29582,222929.0,3317400.0
2015-11-27,33772,34175,32615,33773,43773,222598.0,3317400.0
2015-11-30,33319,33772,32816,33722,16813,222266.0,3317400.0
2015-12-01,33319,33470,32464,32464,30081,213972.0,3317400.0
2015-12-02,32212,32464,31004,31457,53352,207338.0,3317400.0
2015-12-03,31658,32061,30954,31457,22526,207338.0,3317400.0
2015-12-04,30954,31709,30954,30954,19773,204020.0,3317400.0
2015-12-07,31205,31658,29746,29897,48786,197054.0,3317400.0
2015-12-08,29997,30551,29494,29796,17665,196390.0,3317400.0
2015-12-09,29695,30199,28940,29192,31978,192409.0,3317400.0
2015-12-10,29091,29393,27682,27884,46073,183784.0,3317400.0
2015-12-11,28387,28538,27330,28186,141355,185774.0,3317400.0
2015-12-14,27783,28437,26424,26424,40441,174164.0,3317400.0
2015-12-15,26474,28387,26424,28186,21042,185774.0,3317400.0
2015-12-16,28286,29746,28185,28689,28316,189092.0,3317400.0
2015-12-17,28689,29192,27430,28840,25726,190087.0,3317400.0
2015-12-18,28387,28991,28034,28236,23440,186106.0,3317400.0
2015-12-21,27682,27783,26625,27179,48554,179140.0,3317400.0
2015-12-22,27078,27078,25090,25267,60309,166533.0,3317400.0
2015-12-23,25719,26575,25316,25770,30065,169851.0,3317400.0
2015-12-24,27380,28236,26675,27431,97460,180798.0,3317400.0
2015-12-28,28286,28286,26826,28236,30844,186106.0,3317400.0
2015-12-29,28437,30098,27883,29897,56239,197054.0,3317400.0
2015-12-30,29192,30199,28336,29796,117016,196390.0,3317400.0
2016-01-04,29695,29846,28739,28840,51052,190087.0,3317400.0
2016-01-05,28689,28789,27481,27683,34273,182457.0,3317400.0
2016-01-06,28135,30450,27732,30149,142209,198712.0,3317400.0
2016-01-07,30048,30702,29343,29998,53443,197717.0,3317400.0
2016-01-08,29997,31608,29595,31306,71945,206342.0,3317400.0
2016-01-11,31558,33118,30903,31206,59806,205679.0,3317400.0
2016-01-12,31658,31709,30199,30199,25431,199044.0,3317400.0
2016-01-13,30601,32212,29846,31759,49075,209328.0,3317400.0
2016-01-14,31356,32212,30853,31961,23420,210655.0,3317400.0
2016-01-15,32061,32766,31205,31206,33455,205679.0,3317400.0
2016-01-18,30752,31809,30702,30753,19288,202693.0,3317400.0
2016-01-19,30903,31054,29695,29998,26516,197717.0,3317400.0
2016-01-20,30148,30954,28991,29696,38992,195727.0,3317400.0
2016-01-21,30048,30048,29142,29796,20297,196390.0,3317400.0
2016-01-22,30048,30450,29444,30149,24544,198712.0,3317400.0
2016-01-25,30903,31507,30199,30853,38300,203357.0,3317400.0
2016-01-26,30853,31205,30299,30753,15978,202693.0,3317400.0
2016-01-27,31004,31960,30752,31961,45786,210655.0,3317400.0
2016-01-28,31709,32514,31558,32464,31755,213972.0,3317400.0
2016-01-29,32464,32766,31860,32414,16052,213641.0,3317400.0
2016-02-01,32413,32514,31054,31608,34125,208333.0,3317400.0
2016-02-02,31256,31960,31054,31357,16321,206674.0,3317400.0
2016-02-03,31256,31407,29947,30501,41445,201034.0,3317400.0
2016-02-04,30148,30299,28085,28337,68195,186770.0,3317400.0
2016-02-05,28588,28840,27430,28588,46816,188428.0,3317400.0
2016-02-11,28336,28437,26927,27129,25557,178808.0,3317400.0
2016-02-12,28185,29343,25266,26626,81172,175490.0,3317400.0
2016-02-15,26373,27481,26222,26978,26519,177813.0,3317400.0
2016-02-16,27380,27430,26625,26877,27594,177149.0,3317400.0
2016-02-17,27430,27430,25165,25820,37478,170183.0,3317400.0
2016-02-18,26021,26424,25417,26122,47247,172173.0,3317400.0
2016-02-19,25920,26222,25140,25418,58739,167529.0,3317400.0
2016-02-22,25568,25719,25165,25669,31127,169187.0,3317400.0
2016-02-23,25920,26776,25266,25468,92293,167860.0,3317400.0
2016-02-24,25518,25870,25367,25619,18683,168856.0,3317400.0
2016-02-25,25920,26524,25568,26374,62993,173832.0,3317400.0
2016-02-26,26675,26675,25719,26173,22251,172505.0,3317400.0
2016-02-29,26172,26222,25140,25267,54327,166533.0,3317400.0
2016-03-02,25266,25669,25115,25267,34323,166533.0,3317400.0
2016-03-03,25316,25417,24662,25317,53681,166865.0,3317400.0
2016-03-04,25518,25518,24108,24335,83026,160396.0,3317400.0
2016-03-07,24410,24436,23077,23530,78228,155088.0,3317400.0
2016-03-08,23580,24108,23530,24084,37295,158738.0,3317400.0
2016-03-09,24209,25669,24209,25317,98714,166865.0,3317400.0
2016-03-10,25669,26524,25467,26324,55183,173500.0,3317400.0
2016-03-11,26625,26726,25669,26072,43218,171841.0,3317400.0
2016-03-14,26273,26323,25568,25820,15750,170183.0,3317400.0
2016-03-15,25971,26222,25618,25669,112244,169187.0,3317400.0
2016-03-16,25971,26373,25618,26072,18247,171841.0,3317400.0
2016-03-17,26675,27531,26222,26424,35576,174164.0,3317400.0
2016-03-18,26424,26877,25769,25820,32446,170183.0,3317400.0
2016-03-21,26122,26122,25165,25267,17407,166533.0,3317400.0
2016-03-22,25618,25769,25165,25569,12178,168524.0,3317400.0
2016-03-23,25316,25568,24838,25116,24829,165538.0,3317400.0
2016-03-24,25040,25316,24813,25116,7181,165538.0,3317400.0
2016-03-25,24863,25417,24863,25116,13451,165538.0,3317400.0
2016-03-28,25165,25568,24914,25141,7499,165704.0,3317400.0
2016-03-29,25367,25367,24285,24461,35531,161226.0,3317400.0
2016-03-30,24587,25266,24587,24914,16678,164211.0,3317400.0
2016-03-31,25216,25820,24662,25820,19073,170183.0,3317400.0
2016-04-01,25920,26021,25165,25418,14264,167529.0,3317400.0
2016-04-04,25467,25669,25040,25166,21224,165870.0,3317400.0
2016-04-05,25165,25216,24536,24814,20221,163548.0,3317400.0
2016-04-06,24788,24863,24410,24713,21842,162884.0,3317400.0
2016-04-07,24712,25090,24461,24738,14962,163050.0,3317400.0
2016-04-08,24838,25014,24637,24889,13073,164045.0,3317400.0
2016-04-11,25014,25014,24335,24335,20539,160396.0,3317400.0
2016-04-12,24561,24662,24134,24411,17990,160894.0,3317400.0
2016-04-14,24511,24511,23957,24335,31226,160396.0,3317400.0
2016-04-15,24335,24360,23882,24335,22448,160396.0,3317400.0
2016-04-18,24310,24712,24058,24184,10272,159401.0,3317400.0
2016-04-19,24184,24612,24083,24310,11889,160230.0,3317400.0
2016-04-20,24335,24410,24083,24411,16179,160894.0,3317400.0
2016-04-21,24410,24914,24360,24788,17608,163382.0,3317400.0
2016-04-22,24914,25870,24738,25720,31961,169519.0,3317400.0
2016-04-25,25719,26273,25216,25418,47150,167529.0,3317400.0
2016-04-26,25669,26172,25518,26122,22443,172173.0,3317400.0
2016-04-27,26172,26172,25669,26122,14126,172173.0,3317400.0
2016-04-28,26222,26222,25266,25267,13198,166533.0,3317400.0
2016-04-29,25216,25417,24964,24965,6632,164543.0,3317400.0
2016-05-02,24914,24914,24410,24738,12683,163050.0,3317400.0
2016-05-03,24763,26726,24486,26626,71771,175490.0,3317400.0
2016-05-04,26675,28437,26373,27884,101002,183784.0,3317400.0
2016-05-09,27883,28437,27682,28035,24863,184779.0,3317400.0
2016-05-10,28034,28336,27279,27884,27366,183784.0,3317400.0
2016-05-11,28487,29142,27732,29092,51391,191746.0,3317400.0
2016-05-12,29041,29041,28135,28387,27902,187101.0,3317400.0
2016-05-13,28588,29091,27531,28236,34984,186106.0,3317400.0
2016-05-16,28236,28286,27632,27884,18809,183784.0,3317400.0
2016-05-17,28034,28085,27028,27481,32693,181130.0,3317400.0
2016-05-18,27279,27430,26474,26726,21248,176154.0,3317400.0
2016-05-19,26726,27179,26575,26827,10063,176817.0,3317400.0
2016-05-20,26424,27028,26424,26726,8260,176154.0,3317400.0
2016-05-23,26675,29695,25870,29696,84208,195727.0,3317400.0
2016-05-24,29595,29695,27581,27632,52762,182125.0,3317400.0
2016-05-25,27783,28286,26575,26928,42009,177481.0,3317400.0
2016-05-26,26927,27682,26675,27280,14817,179803.0,3317400.0
2016-05-27,27279,27833,26826,27834,20542,183452.0,3317400.0
2016-05-30,28286,28588,27833,28287,23549,186438.0,3317400.0
2016-05-31,28336,28789,27783,28639,24658,188760.0,3317400.0
2016-06-01,28940,28991,28236,28639,22431,188760.0,3317400.0
2016-06-02,28940,28940,27984,28236,18944,186106.0,3317400.0
2016-06-03,28689,29192,28236,29041,25565,191414.0,3317400.0
2016-06-07,28689,29142,28689,28890,18197,190419.0,3317400.0
2016-06-08,29293,29293,28336,28538,13255,188097.0,3317400.0
2016-06-09,29041,29897,28789,29041,40008,191414.0,3317400.0
2016-06-10,29242,29796,28840,29696,32511,195727.0,3317400.0
2016-06-13,29695,30702,29444,30048,24302,198049.0,3317400.0
2016-06-14,30148,30400,29645,29998,22042,197717.0,3317400.0
2016-06-15,29997,29997,28890,28890,19028,190419.0,3317400.0
2016-06-16,28940,29192,27632,28186,21902,185774.0,3317400.0
2016-06-17,28588,29544,28487,29041,30680,191414.0,3317400.0
2016-06-20,28940,29393,28689,29293,11725,193073.0,3317400.0
2016-06-21,29343,29393,28638,28689,13247,189092.0,3317400.0
2016-06-22,28739,29041,28387,28941,7337,190750.0,3317400.0
2016-06-23,28739,28940,27732,28186,13488,185774.0,3317400.0
2016-06-24,28588,28588,26172,26626,44058,175490.0,3317400.0
2016-06-27,25920,27380,25568,26777,20779,176486.0,3317400.0
2016-06-28,26323,27380,26323,27280,26094,179803.0,3317400.0
2016-06-29,27581,29142,27330,28941,46185,190750.0,3317400.0
2016-06-30,28789,29645,28638,29041,19051,191414.0,3317400.0
2016-07-01,28789,30199,28789,29444,43544,194068.0,3317400.0
2016-07-04,29846,30148,28689,29092,22900,191746.0,3317400.0
2016-07-05,29494,29695,28840,29696,12928,195727.0,3317400.0
2016-07-06,29695,29746,28991,29394,12460,193736.0,3317400.0
2016-07-07,29796,30148,29393,29947,22083,197385.0,3317400.0
2016-07-08,29746,31105,29746,31004,58920,204352.0,3317400.0
2016-07-11,31205,32061,30803,31961,68133,210655.0,3317400.0
2016-07-12,31960,32111,31356,31508,18670,207669.0,3317400.0
2016-07-13,31507,31960,30601,30652,21908,202030.0,3317400.0
2016-07-14,30752,31356,30400,31155,20282,205347.0,3317400.0
2016-07-15,31356,31507,30350,30652,18205,202030.0,3317400.0
2016-07-18,30702,30752,29897,30501,12875,201034.0,3317400.0
2016-07-19,30350,30652,29796,30199,15399,199044.0,3317400.0
2016-07-20,30501,30501,29645,30249,21120,199376.0,3317400.0
2016-07-21,30048,30903,30048,30551,13098,201366.0,3317400.0
2016-07-22,30299,31054,30299,30753,11504,202693.0,3317400.0
2016-07-25,30752,30903,30299,30904,8805,203688.0,3317400.0
2016-07-26,31054,31054,30551,30803,10237,203025.0,3317400.0
2016-07-27,30803,31105,30450,31004,10476,204352.0,3317400.0
2016-07-28,30752,31155,30601,31055,10020,204684.0,3317400.0
2016-07-29,31205,31205,30450,31004,9633,204352.0,3317400.0
2016-08-01,30903,30903,30199,30652,16227,202030.0,3317400.0
2016-08-02,30299,30601,29494,29847,23252,196722.0,3317400.0
2016-08-03,29897,30048,29293,29746,11214,196058.0,3317400.0
2016-08-04,29746,29796,29091,29293,20846,193073.0,3317400.0
2016-08-05,29293,29897,29091,29444,9862,194068.0,3317400.0
2016-08-08,29494,30450,29444,30048,12590,198049.0,3317400.0
2016-08-09,30048,30501,29796,30149,12753,198712.0,3317400.0
2016-08-10,30199,30249,29746,30098,9075,198381.0,3317400.0
2016-08-11,30098,30098,29242,29746,14599,196058.0,3317400.0
2016-08-12,29846,29897,28638,28739,27490,189424.0,3317400.0
2016-08-16,28940,28940,27984,28538,19134,188097.0,3317400.0
2016-08-17,28689,28689,26877,28136,52018,188629.0,3374400.0
2016-08-18,28034,28185,27632,27632,14969,185255.0,3374400.0
2016-08-19,27632,28236,27430,28136,20854,188629.0,3374400.0
2016-08-22,28236,28387,27028,27179,14463,182218.0,3374400.0
2016-08-23,27380,27581,26524,27079,20496,181543.0,3374400.0
2016-08-24,27028,27783,26826,27481,14090,184242.0,3374400.0
2016-08-25,27481,27934,26977,27934,10252,187279.0,3374400.0
2016-08-26,28034,28034,27380,27884,5731,186942.0,3374400.0
2016-08-29,27833,27833,25820,26173,45127,175469.0,3374400.0
2016-08-30,26273,26776,25316,25619,22650,171757.0,3374400.0
2016-08-31,25266,26323,25266,26022,19994,174456.0,3374400.0
2016-09-01,26071,26524,25669,26223,6484,175806.0,3374400.0
2016-09-02,26776,27481,26273,27230,17055,182555.0,3374400.0
2016-09-05,27078,27380,26726,27028,5823,181205.0,3374400.0
2016-09-06,26927,26927,26122,26827,10104,179856.0,3374400.0
2016-09-07,26575,26977,25820,25820,17723,173107.0,3374400.0
2016-09-08,25769,26273,25367,25418,12820,170407.0,3374400.0
2016-09-09,25417,26675,25115,25921,18717,173782.0,3374400.0
2016-09-12,25920,25920,25090,25116,5585,168383.0,3374400.0
2016-09-13,25266,26021,25266,26022,4316,174456.0,3374400.0
2016-09-19,25971,26424,25518,26223,8386,175806.0,3374400.0
2016-09-20,25719,26323,25618,26273,5462,176144.0,3374400.0
2016-09-21,26524,26977,25920,26726,7979,179181.0,3374400.0
2016-09-22,26877,27682,26625,27632,12696,185255.0,3374400.0
2016-09-23,27430,27934,27179,27733,9508,185929.0,3374400.0
2016-09-26,27430,27783,26575,27330,12841,183230.0,3374400.0
2016-09-27,26877,27229,25971,26173,18504,175469.0,3374400.0
2016-09-28,26273,26675,26222,26424,2990,177156.0,3374400.0
2016-09-29,26675,26675,25971,26022,7010,174456.0,3374400.0
2016-09-30,25971,26071,25417,25971,9379,174119.0,3374400.0
2016-10-04,25920,26474,25719,25871,7862,173444.0,3374400.0
2016-10-05,26122,26172,25467,25921,6869,173782.0,3374400.0
2016-10-06,26222,26474,25870,26173,8512,175469.0,3374400.0
2016-10-07,26172,26172,25669,26022,4851,174456.0,3374400.0
2016-10-10,26222,26524,25769,25820,3775,173107.0,3374400.0
2016-10-11,25669,26222,25518,26022,5613,174456.0,3374400.0
2016-10-12,26021,26071,25316,25367,12713,170070.0,3374400.0
2016-10-13,25165,25769,25090,25166,9620,168720.0,3374400.0
2016-10-14,24964,25417,24964,25216,5184,169057.0,3374400.0
2016-10-17,25417,25669,24989,25317,7441,169732.0,3374400.0
2016-10-18,25367,25367,24838,25141,8694,168551.0,3374400.0
2016-10-19,25165,25367,25014,25166,2377,168720.0,3374400.0
2016-10-20,25417,25417,24108,24461,10122,163996.0,3374400.0
2016-10-21,24662,24813,24285,24461,5000,163996.0,3374400.0
2016-10-24,24259,24536,23983,24335,6317,163152.0,3374400.0
2016-10-25,24410,24436,23152,23606,22417,158259.0,3374400.0
2016-10-26,23605,23781,22372,22901,18012,153535.0,3374400.0
2016-10-27,22573,24763,22573,23908,8024,160284.0,3374400.0
2016-10-28,23932,24008,23228,23656,7405,158597.0,3374400.0
2016-10-31,22724,23580,21944,22624,14412,151679.0,3374400.0
2016-11-01,22624,22624,21164,21819,21656,146280.0,3374400.0
2016-11-02,21818,21919,20636,21290,18070,142737.0,3374400.0
2016-11-03,20510,22397,20485,22146,25742,148474.0,3374400.0
2016-11-04,21567,22825,21567,22649,8822,151848.0,3374400.0
2016-11-07,22649,22800,21995,22071,9021,147967.0,3374400.0
2016-11-08,22347,22422,21768,21970,6083,147293.0,3374400.0
2016-11-09,21969,24159,21013,22524,97282,151004.0,3374400.0
2016-11-10,22573,24108,22196,24033,51524,161128.0,3374400.0
2016-11-11,24159,24259,23404,23782,9336,159440.0,3374400.0
2016-11-14,23454,23781,22649,23002,14668,154210.0,3374400.0
2016-11-15,22624,22951,22095,22624,7449,151679.0,3374400.0
2016-11-16,23051,23504,22624,23304,4849,156235.0,3374400.0
2016-11-17,23504,23530,22926,23530,3199,157753.0,3374400.0
2016-11-18,23530,23530,22649,23203,7650,155560.0,3374400.0
2016-11-21,23102,23152,22397,23027,4330,154379.0,3374400.0
2016-11-22,23504,23504,22221,22322,7471,149655.0,3374400.0
2016-11-23,22322,22397,21265,21894,11741,146786.0,3374400.0
2016-11-24,21516,21894,21240,21391,5798,143412.0,3374400.0
2016-11-25,21441,22397,21189,22297,13623,149486.0,3374400.0
2016-11-28,22548,22548,21441,21869,9381,146618.0,3374400.0
2016-11-29,21617,22523,21290,22322,8178,149655.0,3374400.0
2016-11-30,22473,22473,21567,22297,5748,149486.0,3374400.0
2016-12-01,22347,22800,21718,22373,8648,149992.0,3374400.0
2016-12-02,22372,22573,21617,21995,10273,147461.0,3374400.0
2016-12-05,21693,21743,21063,21139,13405,141725.0,3374400.0
2016-12-06,20837,21441,20661,21064,15420,141219.0,3374400.0
2016-12-07,21063,21114,20233,20384,18704,136663.0,3374400.0
2016-12-08,20787,20938,20283,20611,12336,138182.0,3374400.0
2016-12-09,20610,21491,20384,21341,15730,143075.0,3374400.0
2016-12-12,21340,22095,21240,21970,7381,147293.0,3374400.0
2016-12-13,21995,22221,21617,22045,7575,147799.0,3374400.0
2016-12-14,22070,22347,21995,22121,3311,148305.0,3374400.0
2016-12-15,21718,22347,21718,22272,7318,149317.0,3374400.0
2016-12-16,22271,22498,22045,22347,4538,149823.0,3374400.0
2016-12-19,22599,22599,22020,22146,3880,148474.0,3374400.0
2016-12-20,22397,22397,21894,21995,3906,147461.0,3374400.0
2016-12-21,21793,21844,21315,21416,8238,143581.0,3374400.0
2016-12-22,21416,21441,20862,21240,13465,142400.0,3374400.0
2016-12-23,21240,21340,20761,21064,10253,141219.0,3374400.0
2016-12-26,21063,21139,20636,20661,14971,138519.0,3374400.0
2016-12-27,20485,20837,20485,20812,23150,139531.0,3374400.0
2016-12-28,20812,21391,20686,21265,12931,142568.0,3374400.0
2016-12-29,21290,21290,20812,20963,11646,140544.0,3374400.0
2017-01-02,21013,21391,20938,21190,7611,142062.0,3374400.0
2017-01-03,21315,21391,21038,21190,7448,142062.0,3374400.0
2017-01-04,21315,22322,21139,21920,15329,146955.0,3374400.0
2017-01-05,21995,22146,21491,21643,6119,145099.0,3374400.0
2017-01-06,21567,21844,21139,21240,10964,142400.0,3374400.0
2017-01-09,21240,21441,20812,20988,10871,140712.0,3374400.0
2017-01-10,20988,21164,20761,21139,7834,141725.0,3374400.0
2017-01-11,21139,21340,20812,20837,8172,139700.0,3374400.0
2017-01-12,20812,21063,20661,20988,12063,140712.0,3374400.0
2017-01-13,21089,21089,20711,20737,8115,139025.0,3374400.0
2017-01-16,20787,20862,20535,20636,8614,138350.0,3374400.0
2017-01-17,20636,20787,20308,20561,10629,137844.0,3374400.0
2017-01-18,20560,20761,20334,20762,3671,139194.0,3374400.0
2017-01-19,20736,21290,20736,20963,7799,140544.0,3374400.0
2017-01-20,20963,21164,20661,21014,7063,140881.0,3374400.0
2017-01-23,21013,21139,20283,20636,15202,138350.0,3374400.0
2017-01-24,20661,20661,19830,20082,18117,134639.0,3374400.0
2017-01-25,20183,20183,19226,19629,23761,131602.0,3374400.0
2017-01-26,19428,19629,19126,19478,14290,130589.0,3374400.0
2017-01-31,19629,19679,19277,19529,6192,130927.0,3374400.0
2017-02-01,19528,19981,19528,19906,6244,133458.0,3374400.0
2017-02-02,19805,20585,19805,20284,16377,135988.0,3374400.0
2017-02-03,20183,20183,19528,19931,9390,133626.0,3374400.0
2017-02-06,19931,20938,19931,20686,17494,138688.0,3374400.0
2017-02-07,20711,21063,20585,20787,7277,139363.0,3374400.0
2017-02-08,20787,20787,20208,20535,6320,137676.0,3374400.0
2017-02-09,20510,21516,20283,21416,12509,143581.0,3374400.0
2017-02-10,21491,21617,20887,21341,4335,143075.0,3374400.0
2017-02-13,21567,21567,20787,21014,3445,140881.0,3374400.0
2017-02-14,20711,21340,20585,20988,4579,140712.0,3374400.0
2017-02-15,20988,21441,20736,21240,5878,142400.0,3374400.0
2017-02-16,21315,21969,21315,21819,17105,146280.0,3374400.0
2017-02-17,21818,22095,21818,21945,7823,147124.0,3374400.0
2017-02-20,22120,22196,21491,21844,5027,146449.0,3374400.0
2017-02-21,21818,21995,21416,21618,1749,144930.0,3374400.0
2017-02-22,21391,21617,20812,20837,18192,139700.0,3374400.0
2017-02-23,20988,21038,20157,20233,18364,135651.0,3374400.0
2017-02-24,20208,21089,20183,20963,13093,140544.0,3374400.0
2017-02-27,20963,21567,20686,21567,4905,144593.0,3374400.0
2017-02-28,21567,21617,21265,21542,6935,144424.0,3374400.0
2017-03-02,21642,21995,21567,21869,6907,146618.0,3374400.0
2017-03-03,21844,21969,21139,21643,8987,145099.0,3374400.0
2017-03-06,21642,21718,21290,21643,4599,145099.0,3374400.0
2017-03-07,21718,21844,21265,21316,8099,142906.0,3374400.0
2017-03-08,21391,21667,21315,21618,5542,144930.0,3374400.0
2017-03-09,21768,21768,21214,21542,6186,144424.0,3374400.0
2017-03-10,21617,21617,20963,21290,6892,142737.0,3374400.0
2017-03-13,21265,21416,20887,21089,3686,141387.0,3374400.0
2017-03-14,21089,21240,20510,20686,11046,138688.0,3374400.0
2017-03-15,20761,20761,20334,20611,11947,138182.0,3374400.0
2017-03-16,20636,20711,20157,20435,15352,137001.0,3374400.0
2017-03-17,20208,20988,20183,20963,11384,140544.0,3374400.0
2017-03-20,21013,21164,20585,20863,10369,139869.0,3374400.0
2017-03-21,20862,21089,20761,20888,7108,140038.0,3374400.0
2017-03-22,20887,20912,20535,20611,5071,138182.0,3374400.0
2017-03-23,20661,21693,20661,21643,20968,145099.0,3374400.0
2017-03-24,21768,21894,21441,21794,14632,146112.0,3374400.0
2017-03-27,22196,23152,21894,22448,34594,150498.0,3374400.0
2017-03-28,22372,22674,22297,22347,11533,149823.0,3374400.0
2017-03-29,22422,22900,22347,22347,10608,149823.0,3374400.0
2017-03-30,22297,22473,21793,21794,18242,146112.0,3374400.0
2017-03-31,21818,22297,21743,22247,12460,149148.0,3374400.0
2017-04-03,22146,22271,21567,21769,16865,145943.0,3374400.0
2017-04-04,21617,21844,21567,21794,8519,146112.0,3374400.0
2017-04-05,22020,22020,21516,21643,10558,145099.0,3374400.0
2017-04-06,21642,21869,21617,21643,9161,145099.0,3374400.0
2017-04-07,21944,22951,21642,22901,27364,153535.0,3374400.0
2017-04-10,22724,23404,22599,22825,32613,153029.0,3374400.0
2017-04-11,22573,22900,22146,22649,19230,151848.0,3374400.0
2017-04-12,22649,22750,22221,22322,8652,149655.0,3374400.0
