지니언스(263860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-26,6060,6300,5800,5920,317899,55912.0,9444600.0
2019-04-29,6040,6040,5890,5990,99510,56573.0,9444600.0
2019-04-30,6070,6070,5880,6050,111598,57140.0,9444600.0
2019-05-02,6050,6180,5940,6180,83621,58368.0,9444600.0
2019-05-03,6120,6170,6020,6040,61736,57045.0,9444600.0
2019-05-07,5890,6010,5860,6000,48298,56668.0,9444600.0
2019-05-08,5920,5980,5830,5900,87902,55723.0,9444600.0
2019-05-09,5890,5970,5310,5310,208977,50151.0,9444600.0
2019-05-10,5400,5400,5020,5230,80506,49395.0,9444600.0
2019-05-13,5300,5350,5050,5110,42065,48262.0,9444600.0
2019-05-14,4980,5170,4940,5050,79177,47695.0,9444600.0
2019-05-15,5150,5290,5090,5250,29527,49584.0,9444600.0
2019-05-16,5210,5270,5000,5120,84639,48356.0,9444600.0
2019-05-17,5200,5300,5000,5020,26959,47412.0,9444600.0
2019-05-20,5070,5070,4850,4960,53771,46845.0,9444600.0
2019-05-21,5010,5010,4845,4955,39019,46798.0,9444600.0
2019-05-22,4950,4955,4800,4800,39004,45334.0,9444600.0
2019-05-23,4875,4880,4725,4865,32662,45948.0,9444600.0
2019-05-24,5020,5330,4725,4815,107681,45476.0,9444600.0
2019-05-27,4815,4945,4655,4815,32481,45476.0,9444600.0
2019-05-28,4800,4880,4590,4690,83280,44295.0,9444600.0
2019-05-29,4700,4730,4465,4530,28943,42784.0,9444600.0
2019-05-30,4400,4755,4400,4555,98524,43020.0,9444600.0
2019-05-31,4590,5800,4500,4795,864347,45287.0,9444600.0
2019-06-03,4870,5750,4830,5190,2731136,49017.0,9444600.0
2019-06-04,5170,5260,5050,5220,263685,49301.0,9444600.0
2019-06-05,5200,5400,5150,5310,221636,50151.0,9444600.0
2019-06-07,5300,5330,5140,5320,113734,50245.0,9444600.0
2019-06-10,5320,5450,5290,5370,104486,50718.0,9444600.0
2019-06-11,5410,5450,5290,5390,42720,50906.0,9444600.0
2019-06-12,5400,5430,5260,5340,56018,50434.0,9444600.0
2019-06-13,5340,5600,5280,5500,89848,51945.0,9444600.0
2019-06-14,5550,5610,5440,5570,58718,52606.0,9444600.0
2019-06-17,5610,5610,5460,5560,80057,52512.0,9444600.0
2019-06-18,5600,5690,5530,5690,84047,53740.0,9444600.0
2019-06-19,5720,5720,5580,5680,60705,53645.0,9444600.0
2019-06-20,5670,5770,5560,5660,37352,53456.0,9444600.0
2019-06-21,5660,5770,5550,5600,35335,52890.0,9444600.0
2019-06-24,5660,5720,5400,5600,37335,52890.0,9444600.0
2019-06-25,5600,5600,5380,5480,42605,51756.0,9444600.0
2019-06-26,5430,5500,5400,5480,58258,51756.0,9444600.0
2019-06-27,5520,5620,5430,5480,33808,51756.0,9444600.0
2019-06-28,5500,5560,5420,5490,60337,51851.0,9444600.0
2019-07-01,5560,5560,5220,5350,61596,50529.0,9444600.0
2019-07-02,5350,5370,5210,5300,11238,50056.0,9444600.0
2019-07-03,5340,5340,5130,5200,26903,49112.0,9444600.0
2019-07-04,5250,5270,5130,5190,17309,49017.0,9444600.0
2019-07-05,5260,5260,5000,5150,32031,48640.0,9444600.0
2019-07-08,5090,5170,4935,4950,42491,46751.0,9444600.0
2019-07-09,4985,5070,4870,5010,22798,47317.0,9444600.0
2019-07-10,5010,5210,4980,5090,17372,48073.0,9444600.0
2019-07-11,5150,5250,5000,5170,21084,48829.0,9444600.0
2019-07-12,5200,5230,5050,5220,13756,49301.0,9444600.0
2019-07-15,5220,5220,5030,5120,14761,48356.0,9444600.0
2019-07-16,5120,5200,5050,5150,18329,48640.0,9444600.0
2019-07-17,5200,5200,5020,5130,14131,48451.0,9444600.0
2019-07-18,5130,5130,5000,5090,10442,48073.0,9444600.0
2019-07-19,5130,5160,5020,5110,6249,48262.0,9444600.0
2019-07-22,5050,5080,4990,5080,12523,47979.0,9444600.0
2019-07-23,5010,5080,4985,5060,16981,47790.0,9444600.0
2019-07-24,5080,5390,4995,5120,74217,48356.0,9444600.0
2019-07-25,5000,5190,4970,5020,27447,47412.0,9444600.0
2019-07-26,5020,5090,4900,4965,24781,46892.0,9444600.0
2019-07-29,4995,4995,4760,4825,21684,45570.0,9444600.0
2019-07-30,4800,4950,4735,4860,19313,45901.0,9444600.0
2019-07-31,4750,4855,4725,4830,26389,45617.0,9444600.0
2019-08-01,4980,4980,4715,4850,18336,45806.0,9444600.0
2019-08-02,4810,4820,4665,4790,21096,45240.0,9444600.0
2019-08-05,4740,4755,4360,4535,69748,42831.0,9444600.0
2019-08-06,4315,4550,4245,4300,51412,40612.0,9444600.0
2019-08-07,4300,4500,4210,4340,19369,40990.0,9444600.0
2019-08-08,4500,4570,4340,4425,18403,41792.0,9444600.0
2019-08-09,4515,4570,4420,4465,21769,42170.0,9444600.0
2019-08-12,4570,4620,4360,4480,20290,42312.0,9444600.0
2019-08-13,4455,4495,4390,4460,9666,42123.0,9444600.0
2019-08-14,4460,4590,4420,4490,13607,42406.0,9444600.0
2019-08-16,4450,4490,4400,4455,16327,42076.0,9444600.0
2019-08-19,4500,4545,4405,4495,7623,42453.0,9444600.0
2019-08-20,4495,4580,4450,4580,11850,43256.0,9444600.0
2019-08-21,4575,4575,4500,4540,2684,42878.0,9444600.0
2019-08-22,4540,4565,4500,4535,17550,42831.0,9444600.0
2019-08-23,4545,4550,4470,4540,10390,42878.0,9444600.0
2019-08-26,4490,4535,4375,4520,11703,42690.0,9444600.0
2019-08-27,4600,4600,4405,4435,22783,41887.0,9444600.0
2019-08-28,4480,4480,4400,4435,5536,41887.0,9444600.0
2019-08-29,4405,4450,4385,4385,9797,41415.0,9444600.0
2019-08-30,4470,4490,4400,4450,6326,42028.0,9444600.0
2019-09-02,4545,4545,4385,4505,15142,42548.0,9444600.0
2019-09-03,4430,4525,4430,4500,9152,42501.0,9444600.0
2019-09-04,4530,4550,4455,4550,14216,42973.0,9444600.0
2019-09-05,4550,4750,4520,4720,35665,44579.0,9444600.0
2019-09-06,4765,4790,4605,4695,12095,44342.0,9444600.0
2019-09-09,4695,4800,4630,4705,12142,44437.0,9444600.0
2019-09-10,4700,4705,4600,4655,12822,43965.0,9444600.0
2019-09-11,4650,4800,4610,4770,19111,45051.0,9444600.0
2019-09-16,4790,5070,4675,4940,49092,46656.0,9444600.0
2019-09-17,4865,5000,4800,4865,23148,45948.0,9444600.0
2019-09-18,4825,4915,4795,4870,10990,45995.0,9444600.0
2019-09-19,4840,4920,4835,4900,2811,46279.0,9444600.0
2019-09-20,4995,5000,4825,4885,10205,46137.0,9444600.0
2019-09-23,4885,4965,4790,4965,8660,46892.0,9444600.0
2019-09-24,5000,5000,4835,4900,12040,46279.0,9444600.0
2019-09-25,4915,4915,4755,4830,14242,45617.0,9444600.0
2019-09-26,4760,4945,4760,4820,13389,45523.0,9444600.0
2019-09-27,4875,4875,4730,4825,8313,45570.0,9444600.0
2019-09-30,4850,4850,4710,4810,3709,45429.0,9444600.0
2019-10-01,4755,4985,4725,4890,8347,46184.0,9444600.0
2019-10-02,4820,4900,4720,4790,33988,45240.0,9444600.0
2019-10-04,4845,4845,4730,4800,9700,45334.0,9444600.0
2019-10-07,4725,4795,4725,4775,4573,45098.0,9444600.0
