영화테크(265560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-01-16,17850,18000,17500,17700,47020,94608.0,5345090.0
2018-01-17,17600,18200,17600,17750,53644,94875.0,5345090.0
2018-01-18,18300,18450,17900,18050,41982,96479.0,5345090.0
2018-01-19,18000,18450,18000,18350,45362,98082.0,5345090.0
2018-01-22,18400,18550,18050,18250,26779,97548.0,5345090.0
2018-01-23,18300,18950,18300,18950,84014,101289.0,5345090.0
2018-01-24,19250,19450,18800,18900,69582,101022.0,5345090.0
2018-01-25,19150,19400,18750,19400,66143,103695.0,5345090.0
2018-01-26,19600,19700,19350,19350,65285,103427.0,5345090.0
2018-01-29,19350,19600,19000,19200,37093,102626.0,5345090.0
2018-01-30,19300,19350,18600,18750,67012,100220.0,5345090.0
2018-01-31,18750,18750,18150,18600,44251,99419.0,5345090.0
2018-02-01,18650,18850,18450,18700,44586,99953.0,5345090.0
2018-02-02,18750,19050,18050,18050,68670,96479.0,5345090.0
2018-02-05,17600,18000,17200,17500,49481,93539.0,5345090.0
2018-02-06,16900,17050,16200,16900,82791,90332.0,5345090.0
2018-02-07,17300,17550,16950,17000,31111,90867.0,5345090.0
2018-02-08,17200,17200,16850,17150,21707,91668.0,5345090.0
2018-02-09,16500,16900,16500,16800,21808,89798.0,5345090.0
2018-02-12,17100,17100,16600,16650,20433,88996.0,5345090.0
2018-02-13,16650,17150,16500,16500,23293,88194.0,5345090.0
2018-02-14,16500,16850,16100,16700,19968,89263.0,5345090.0
2018-02-19,16700,16900,16500,16750,13457,89530.0,5345090.0
2018-02-20,16550,17100,16500,16800,27556,89798.0,5345090.0
2018-02-21,16800,16900,16500,16800,19867,89798.0,5345090.0
2018-02-22,16750,17800,16650,17300,72013,92470.0,5345090.0
2018-02-23,17300,17650,16850,17100,27032,91401.0,5345090.0
2018-02-26,17000,17400,16600,16650,23699,88996.0,5345090.0
2018-02-27,16800,16800,16300,16350,18087,87392.0,5345090.0
2018-02-28,16350,16600,16050,16050,20656,85789.0,5345090.0
2018-03-02,16000,16000,15350,15700,29099,83918.0,5345090.0
2018-03-05,15250,15600,14300,14400,86030,76969.0,5345090.0
2018-03-06,14500,14800,14400,14650,19690,78306.0,5345090.0
2018-03-07,14750,15200,14300,14800,38032,79107.0,5345090.0
2018-03-08,14850,15000,14500,14750,19616,78840.0,5345090.0
2018-03-09,14950,15250,14700,14750,36427,78840.0,5345090.0
2018-03-12,15000,15250,14750,15100,21860,80711.0,5345090.0
2018-03-13,15100,15400,15000,15200,19174,81245.0,5345090.0
2018-03-14,15250,15350,15000,15100,17591,80711.0,5345090.0
2018-03-15,15250,15250,14550,14750,30476,78840.0,5345090.0
2018-03-16,14900,14900,14450,14600,23224,78038.0,5345090.0
2018-03-19,14800,15250,14550,14900,26591,79642.0,5345090.0
2018-03-20,14900,14900,14450,14650,18803,78306.0,5345090.0
2018-03-21,14650,16300,14150,14300,305119,76435.0,5345090.0
2018-03-22,14350,14900,13750,14000,108768,74831.0,5345090.0
2018-03-23,13650,13800,13100,13100,93027,70021.0,5345090.0
2018-03-26,12900,13300,12700,13300,43369,71090.0,5345090.0
2018-03-27,13300,13800,13300,13500,26513,72159.0,5345090.0
2018-03-28,13300,13500,12750,13000,52351,69486.0,5345090.0
2018-03-29,13200,13300,12750,13100,32752,70021.0,5345090.0
2018-03-30,13250,13550,13100,13400,18378,71624.0,5345090.0
2018-04-02,13400,13500,13050,13450,22632,71891.0,5345090.0
2018-04-03,13350,13800,13350,13650,27044,72960.0,5345090.0
2018-04-04,14600,14950,13850,13850,82292,74029.0,5345090.0
2018-04-05,14000,14300,14000,14200,35243,75900.0,5345090.0
2018-04-06,14500,14500,13700,13800,28342,73762.0,5345090.0
2018-04-09,13750,13950,13400,13700,18119,73228.0,5345090.0
2018-04-10,13700,13850,13400,13450,17570,71891.0,5345090.0
2018-04-11,13350,13850,13350,13550,35544,72426.0,5345090.0
2018-04-12,13550,14650,13550,13900,77420,74297.0,5345090.0
2018-04-13,14250,15400,14250,14700,280346,78573.0,5345090.0
2018-04-16,15050,15300,14650,14800,60320,79107.0,5345090.0
2018-04-17,14850,15000,14700,15000,33900,80176.0,5345090.0
2018-04-18,15000,15800,14700,15100,108490,80711.0,5345090.0
2018-04-19,15250,15450,15050,15250,52612,81513.0,5345090.0
2018-04-20,15300,15700,15000,15650,68462,83651.0,5345090.0
2018-04-23,15650,15800,15000,15150,66367,80978.0,5345090.0
2018-04-24,15300,15400,15000,15000,23486,80176.0,5345090.0
2018-04-25,15150,15150,14750,14900,17705,79642.0,5345090.0
2018-04-26,15100,15600,15000,15000,28941,80176.0,5345090.0
2018-04-27,15100,15450,14850,15400,28639,82314.0,5345090.0
2018-04-30,15300,15450,14750,15050,34477,80444.0,5345090.0
2018-05-02,14900,15200,14450,14650,51091,78306.0,5345090.0
2018-05-03,14650,15000,14600,14900,19845,79642.0,5345090.0
2018-05-04,14750,14900,14250,14350,25357,76702.0,5345090.0
2018-05-08,14450,14600,13500,13600,30986,72693.0,5345090.0
2018-05-09,13700,13900,13300,13600,16359,72693.0,5345090.0
2018-05-10,13650,14150,13600,14150,14855,75633.0,5345090.0
2018-05-11,14100,14350,13900,14300,8726,76435.0,5345090.0
2018-05-14,14450,14550,14000,14550,16901,77771.0,5345090.0
2018-05-15,14550,14550,14200,14300,13050,76435.0,5345090.0
2018-05-16,14000,14300,13850,14150,18786,75633.0,5345090.0
2018-05-17,14300,14300,13850,13850,9507,74029.0,5345090.0
2018-05-18,14100,14900,14000,14900,51061,79642.0,5345090.0
2018-05-21,15300,15800,15100,15350,120365,82047.0,5345090.0
2018-05-23,15650,15950,15300,15300,59418,81780.0,5345090.0
2018-05-24,15600,15600,14900,15150,24741,80978.0,5345090.0
2018-05-25,14700,14800,13900,14350,75062,76702.0,5345090.0
2018-05-28,14200,14600,14050,14450,28078,77237.0,5345090.0
2018-05-29,14550,15050,14500,14600,33450,78038.0,5345090.0
2018-05-30,14600,14950,14100,14400,16756,76969.0,5345090.0
2018-05-31,14400,14650,14100,14100,24511,75366.0,5345090.0
2018-06-01,14000,14250,13900,13900,20894,74297.0,5345090.0
2018-06-04,14150,14400,13850,14000,28732,74831.0,5345090.0
2018-06-05,14050,14400,13950,14150,19413,75633.0,5345090.0
2018-06-07,14100,14350,13950,13950,21263,74564.0,5345090.0
2018-06-08,13950,14100,13850,13950,11162,74564.0,5345090.0
2018-06-11,13950,14200,13800,13800,17556,73762.0,5345090.0
2018-06-12,13800,13900,13350,13600,27703,72693.0,5345090.0
2018-06-14,13550,13750,13350,13500,20214,72159.0,5345090.0
2018-06-15,13400,13750,13350,13450,10154,71891.0,5345090.0
2018-06-18,13450,13650,12900,13100,29937,70021.0,5345090.0
2018-06-19,13150,13250,12300,12500,28271,66814.0,5345090.0
2018-06-20,12500,13200,12400,13150,22659,70288.0,5345090.0
2018-06-21,13150,13500,13100,13250,13780,70822.0,5345090.0
2018-06-22,13600,13600,12750,12750,11711,68150.0,5345090.0
2018-06-25,12750,12900,12700,12900,6220,68952.0,5345090.0
2018-06-26,12850,13350,12600,13050,9034,69753.0,5345090.0
2018-06-27,12850,13200,12700,13000,11632,69486.0,5345090.0
2018-06-28,13000,13150,12500,12550,9499,67081.0,5345090.0
2018-06-29,12550,12650,12300,12500,10079,66814.0,5345090.0
2018-07-02,12500,12500,11550,11650,21471,62270.0,5345090.0
2018-07-03,11550,11950,11450,11850,18692,63339.0,5345090.0
2018-07-04,11550,12100,11550,11900,2595,63607.0,5345090.0
2018-07-05,11900,12100,11650,11950,4812,63874.0,5345090.0
2018-07-06,12200,12500,11700,12350,14602,66012.0,5345090.0
2018-07-09,12350,12400,11950,12350,5152,66012.0,5345090.0
2018-07-10,12350,12800,12350,12600,7058,67348.0,5345090.0
2018-07-11,13100,13900,12600,12800,48024,68417.0,5345090.0
2018-07-12,13000,13250,12600,12800,9667,68417.0,5345090.0
2018-07-13,12950,13150,12800,12950,5793,69219.0,5345090.0
2018-07-16,13150,13200,12700,12950,3683,69219.0,5345090.0
2018-07-17,12950,13150,12650,12800,5624,68417.0,5345090.0
2018-07-18,13000,13050,12550,12900,9860,68952.0,5345090.0
2018-07-19,12800,13200,12500,12500,6418,66814.0,5345090.0
2018-07-20,12500,12600,12200,12350,6969,66012.0,5345090.0
2018-07-23,12350,12450,11500,11700,19573,62538.0,5345090.0
2018-07-24,11550,12100,11550,11800,14263,63072.0,5345090.0
2018-07-25,11800,12000,11600,11950,8073,63874.0,5345090.0
2018-07-26,12100,12300,11750,12000,6418,64141.0,5345090.0
2018-07-27,12000,12300,11900,12150,4158,64943.0,5345090.0
2018-07-30,12350,12350,11700,11750,10292,62805.0,5345090.0
2018-07-31,11650,12000,11650,12000,4650,64141.0,5345090.0
2018-08-01,12000,12300,11700,12050,10733,64408.0,5345090.0
2018-08-02,12050,13250,11950,12450,84540,66546.0,5345090.0
2018-08-03,12800,13000,12500,12600,17802,67348.0,5345090.0
2018-08-06,12950,12950,12250,12250,18053,65477.0,5345090.0
2018-08-07,12500,12550,12150,12550,3576,67081.0,5345090.0
2018-08-08,12650,12750,12400,12600,7657,67348.0,5345090.0
2018-08-09,12600,12750,12400,12550,7427,67081.0,5345090.0
2018-08-10,12700,12700,12000,12150,15518,64943.0,5345090.0
2018-08-13,12450,12450,11550,11750,14157,62805.0,5345090.0
2018-08-14,11800,12100,11600,11650,14257,62270.0,5345090.0
2018-08-16,12100,12100,11100,11300,19046,60400.0,5345090.0
2018-08-17,11400,11700,11050,11700,11731,62538.0,5345090.0
2018-08-20,11750,11950,11500,11550,6446,61736.0,5345090.0
2018-08-21,11500,11950,11500,11800,5652,63072.0,5345090.0
2018-08-22,11800,12200,11650,11650,5420,62270.0,5345090.0
2018-08-23,11600,11800,11500,11700,9497,62538.0,5345090.0
2018-08-24,11800,11850,11650,11750,8784,62805.0,5345090.0
2018-08-27,11750,11750,11450,11650,8388,62270.0,5345090.0
2018-08-28,11650,11950,11650,11950,4811,63874.0,5345090.0
2018-08-29,11950,12150,11750,12100,3778,64676.0,5345090.0
2018-08-30,11900,12300,11900,12100,3236,64676.0,5345090.0
2018-08-31,12250,12250,11850,12250,14695,65477.0,5345090.0
2018-09-03,12000,12350,11700,11700,12331,62538.0,5345090.0
2018-09-04,11900,12350,11750,12050,11055,64408.0,5345090.0
2018-09-05,11900,12250,11800,12050,6325,64408.0,5345090.0
2018-09-06,11900,12150,11800,11950,8911,63874.0,5345090.0
2018-09-07,11950,12050,11700,11750,11375,62805.0,5345090.0
2018-09-10,11650,11800,11450,11550,15324,61736.0,5345090.0
2018-09-11,11500,11700,11400,11600,12466,62003.0,5345090.0
2018-09-12,11700,11700,11400,11500,6469,61469.0,5345090.0
2018-09-13,11550,11750,11550,11600,6164,62003.0,5345090.0
2018-09-14,11800,12000,11650,11800,13633,63072.0,5345090.0
2018-09-17,12000,12000,11700,11850,8628,63339.0,5345090.0
2018-09-18,11850,11950,11600,11700,9635,62538.0,5345090.0
2018-09-19,11700,12200,11600,11650,29197,62270.0,5345090.0
2018-09-20,11650,12200,11600,11850,12999,63339.0,5345090.0
2018-09-21,11900,12000,11700,11950,9996,63874.0,5345090.0
2018-09-27,12050,12050,11650,11650,14847,62270.0,5345090.0
2018-09-28,11650,11750,11500,11700,14263,62538.0,5345090.0
2018-10-01,11750,11800,11150,11500,30235,61469.0,5345090.0
2018-10-02,11450,11900,11250,11550,15014,61736.0,5345090.0
2018-10-04,11450,11650,11000,11200,24904,59865.0,5345090.0
2018-10-05,10900,11150,10800,10900,12032,58261.0,5345090.0
2018-10-08,10650,10950,10350,10350,17590,55322.0,5345090.0
2018-10-10,10350,10400,9650,9850,40814,52649.0,5345090.0
2018-10-11,9370,9730,8740,8740,43113,46716.0,5345090.0
2018-10-12,8270,9100,8250,9100,29935,48640.0,5345090.0
2018-10-15,9000,9100,8590,8720,15590,46609.0,5345090.0
2018-10-16,8750,8820,8680,8740,10635,46716.0,5345090.0
2018-10-17,8810,9200,8650,8820,18833,47144.0,5345090.0
2018-10-18,8740,8900,8700,8820,7921,47144.0,5345090.0
2018-10-19,8690,10350,8600,9400,125600,50244.0,5345090.0
2018-10-22,9330,9400,9150,9340,6047,49923.0,5345090.0
2018-10-23,9300,9330,9030,9030,5847,48266.0,5345090.0
2018-10-24,8950,9210,8770,8770,6287,46876.0,5345090.0
2018-10-25,8430,8890,7720,8390,47743,44845.0,5345090.0
2018-10-26,8260,8420,7800,8230,26543,43990.0,5345090.0
2018-10-29,7970,8310,7240,7240,24188,38698.0,5345090.0
2018-10-30,6290,7380,6290,7030,29953,37576.0,5345090.0
2018-10-31,7030,7400,6800,6800,34222,36347.0,5345090.0
2018-11-01,6840,6990,6740,6740,159155,36026.0,5345090.0
2018-11-02,6760,7740,6760,7280,133556,38912.0,5345090.0
2018-11-05,7280,7970,7150,7680,63545,41050.0,5345090.0
2018-11-06,7610,7830,7470,7650,24986,40890.0,5345090.0
2018-11-07,7710,7980,7360,7410,34318,39607.0,5345090.0
2018-11-08,7550,7790,7500,7710,11983,41211.0,5345090.0
2018-11-09,7830,7910,7690,7880,11480,42119.0,5345090.0
2018-11-12,7850,8390,7700,8190,37869,43776.0,5345090.0
2018-11-13,7940,8300,7870,8270,19194,44204.0,5345090.0
2018-11-14,8100,8420,8030,8100,17031,43295.0,5345090.0
2018-11-15,8100,8240,7990,8100,6091,43295.0,5345090.0
2018-11-16,8320,8330,8000,8110,16034,43349.0,5345090.0
2018-11-19,8120,8290,7900,8290,9897,44311.0,5345090.0
2018-11-20,8200,8470,8180,8390,12203,44845.0,5345090.0
2018-11-21,8380,8380,8050,8210,9801,43883.0,5345090.0
2018-11-22,8250,8460,7980,8150,53131,43562.0,5345090.0
2018-11-23,8260,8260,7950,8090,16353,43242.0,5345090.0
2018-11-26,8090,8270,8020,8260,9793,44150.0,5345090.0
2018-11-27,8260,8550,8240,8430,12921,45059.0,5345090.0
2018-11-28,8650,8650,8300,8440,10350,45113.0,5345090.0
2018-11-29,8390,8610,8380,8530,10079,45594.0,5345090.0
2018-11-30,8660,8660,8330,8560,10415,45754.0,5345090.0
2018-12-03,8520,8800,8520,8710,15456,46556.0,5345090.0
2018-12-04,8780,8930,8660,8900,9350,47571.0,5345090.0
2018-12-05,8850,9030,8670,8890,9438,47518.0,5345090.0
2018-12-06,8890,9230,8730,8880,14219,47464.0,5345090.0
2018-12-07,9000,9150,8700,8990,10679,48052.0,5345090.0
2018-12-10,8990,9240,8950,9010,10891,48159.0,5345090.0
2018-12-11,9310,10200,9100,9900,147064,52916.0,5345090.0
2018-12-12,10000,10350,9840,10250,72201,54787.0,5345090.0
2018-12-13,10300,10450,10100,10200,33499,54520.0,5345090.0
2018-12-14,10000,10500,9930,10500,29319,56123.0,5345090.0
2018-12-17,10600,10900,10200,10850,42949,57994.0,5345090.0
2018-12-18,10850,11900,10750,11300,142059,60400.0,5345090.0
2018-12-19,11350,12450,10850,11300,173792,60400.0,5345090.0
2018-12-20,11200,11700,10950,11350,47881,60667.0,5345090.0
2018-12-21,11350,11850,11300,11650,54161,62270.0,5345090.0
2018-12-24,11650,12050,11500,11500,42303,61469.0,5345090.0
2018-12-26,11350,11450,10750,10800,40317,57727.0,5345090.0
2018-12-27,10900,11550,10850,11150,27892,59598.0,5345090.0
2018-12-28,11200,11400,11150,11350,15583,60667.0,5345090.0
2019-01-02,11350,11850,11350,11450,22158,61201.0,5345090.0
2019-01-03,11650,11700,11050,11100,16962,59330.0,5345090.0
2019-01-04,11000,11100,10750,11000,15747,58796.0,5345090.0
2019-01-07,11100,11300,10800,11200,13814,59865.0,5345090.0
2019-01-08,11100,11350,10900,11000,4443,58796.0,5345090.0
2019-01-09,10900,11150,10850,11050,5593,59063.0,5345090.0
2019-01-10,11100,11200,10850,11000,7306,58796.0,5345090.0
2019-01-11,11250,11250,10750,10900,12648,58261.0,5345090.0
2019-01-14,10900,11050,10800,11050,14053,59063.0,5345090.0
2019-01-15,11050,11150,10800,11000,14599,58796.0,5345090.0
2019-01-16,10950,11200,10900,11050,4907,59063.0,5345090.0
2019-01-17,11050,11300,10900,11150,16511,59598.0,5345090.0
2019-01-18,11200,13000,11200,12300,313832,65745.0,5345090.0
2019-01-21,12700,15250,12600,14250,765306,76168.0,5345090.0
2019-01-22,14500,14550,13050,13050,193362,69753.0,5345090.0
2019-01-23,12800,13800,12700,13200,132035,70555.0,5345090.0
2019-01-24,13300,14050,13000,14050,100337,75099.0,5345090.0
2019-01-25,14050,14350,13600,14000,149282,74831.0,5345090.0
2019-01-28,14150,14350,13300,13500,66899,72159.0,5345090.0
2019-01-29,13850,14200,13500,13950,108557,74564.0,5345090.0
2019-01-30,15200,16450,13600,13600,763129,72693.0,5345090.0
2019-01-31,13450,13650,12500,12600,165389,67348.0,5345090.0
2019-02-01,12600,12600,11750,11850,122500,63339.0,5345090.0
2019-02-07,11700,12200,11700,11900,50403,63607.0,5345090.0
2019-02-08,12100,12100,11600,11700,45464,62538.0,5345090.0
2019-02-11,11650,11900,11300,11500,48721,61469.0,5345090.0
2019-02-12,11550,11700,11250,11550,24552,61736.0,5345090.0
2019-02-13,12100,14300,12050,12700,803530,67883.0,5345090.0
2019-02-14,12800,12900,12450,12450,110749,66546.0,5345090.0
2019-02-15,12500,12650,12000,12100,54398,64676.0,5345090.0
2019-02-18,12100,12350,12050,12200,36924,65210.0,5345090.0
2019-02-19,12200,12350,12100,12300,37601,65745.0,5345090.0
2019-02-20,12700,12850,12400,12700,83642,67883.0,5345090.0
2019-02-21,12700,12700,12350,12450,40340,66546.0,5345090.0
2019-02-22,12450,12550,12100,12150,32202,64943.0,5345090.0
2019-02-25,12200,12300,12050,12150,29342,64943.0,5345090.0
2019-02-26,12150,12300,11800,11850,43847,63339.0,5345090.0
2019-02-27,12200,12200,11850,11950,29791,63874.0,5345090.0
2019-02-28,12050,12100,11250,11350,35275,60667.0,5345090.0
2019-03-04,11400,11850,11050,11700,31097,62538.0,5345090.0
2019-03-05,11500,11800,11450,11600,23557,62003.0,5345090.0
2019-03-06,11600,12200,11500,12150,38075,64943.0,5345090.0
2019-03-07,12050,12100,11650,12000,24999,64141.0,5345090.0
2019-03-08,11950,12300,11800,11900,19906,63607.0,5345090.0
2019-03-11,11800,11900,11300,11550,32693,61736.0,5345090.0
2019-03-12,11500,11700,11400,11600,16403,62003.0,5345090.0
2019-03-13,11500,11750,11500,11650,6037,62270.0,5345090.0
2019-03-14,11550,11800,11300,11650,24051,62270.0,5345090.0
2019-03-15,11500,11850,11450,11600,16297,62003.0,5345090.0
2019-03-18,11750,11750,11350,11550,15750,61736.0,5345090.0
2019-03-19,11450,11800,11450,11500,36066,61469.0,5345090.0
2019-03-20,11500,11750,11500,11650,17436,62270.0,5345090.0
2019-03-21,11650,11900,11550,11550,10681,61736.0,5345090.0
2019-03-22,11450,11700,11300,11300,17369,60400.0,5345090.0
2019-03-25,11050,12150,10950,10950,54654,58529.0,5345090.0
2019-03-26,11050,11450,11050,11200,10022,59865.0,5345090.0
2019-03-27,11200,11500,11050,11350,15217,60667.0,5345090.0
2019-03-28,11350,11500,11250,11300,8855,60400.0,5345090.0
2019-03-29,11300,11450,11050,11150,9123,59598.0,5345090.0
2019-04-01,11150,11400,10800,11000,34719,58796.0,5345090.0
2019-04-02,11000,11750,10700,11450,57956,61201.0,5345090.0
2019-04-03,11450,11750,11350,11750,21738,62805.0,5345090.0
2019-04-04,11800,11950,11650,11800,27121,63072.0,5345090.0
2019-04-05,11800,12000,11700,11850,9275,63339.0,5345090.0
2019-04-08,11950,12200,11750,12000,20266,64141.0,5345090.0
2019-04-09,12400,12400,11900,12000,44667,64141.0,5345090.0
2019-04-10,11950,12100,11750,12100,11706,64676.0,5345090.0
2019-04-11,12150,12300,11900,11900,17618,63607.0,5345090.0
2019-04-12,11950,12300,11850,12300,23247,65745.0,5345090.0
2019-04-15,12350,12450,12150,12150,15780,64943.0,5345090.0
2019-04-16,12200,12300,11900,12000,14487,64141.0,5345090.0
2019-04-17,12000,12150,11850,12100,14138,64676.0,5345090.0
2019-04-18,12000,12600,12000,12250,35506,65477.0,5345090.0
2019-04-19,12250,12500,12150,12400,25150,66279.0,5345090.0
2019-04-22,12450,12550,12100,12200,16108,65210.0,5345090.0
2019-04-23,12150,12300,11900,12150,16139,64943.0,5345090.0
2019-04-24,12250,12400,12000,12150,14041,64943.0,5345090.0
2019-04-25,12100,12200,11500,11850,26722,63339.0,5345090.0
2019-04-26,11850,11900,11550,11800,13772,63072.0,5345090.0
2019-04-29,11800,12350,11700,12350,28419,66012.0,5345090.0
2019-04-30,12200,12300,12050,12100,13412,64676.0,5345090.0
2019-05-02,11950,12200,11900,12150,11820,64943.0,5345090.0
2019-05-03,12050,12200,12000,12050,17621,64408.0,5345090.0
2019-05-07,12050,12150,11450,11900,13927,63607.0,5345090.0
2019-05-08,11650,11900,11650,11650,10806,62270.0,5345090.0
2019-05-09,11600,11800,11050,11250,30409,60132.0,5345090.0
2019-05-10,11250,11300,10850,11200,18665,59865.0,5345090.0
2019-05-13,10950,11300,10900,10900,7663,58261.0,5345090.0
2019-05-14,10550,10950,10500,10750,11992,57460.0,5345090.0
2019-05-15,10700,11100,10700,11100,5713,59330.0,5345090.0
2019-05-16,10900,11150,10800,10900,6260,58261.0,5345090.0
2019-05-17,10900,11150,10650,10800,7203,57727.0,5345090.0
2019-05-20,10750,10950,10300,10450,10161,55856.0,5345090.0
2019-05-21,10450,10500,9910,9970,28387,53291.0,5345090.0
2019-05-22,9970,10100,9910,9910,9935,52970.0,5345090.0
2019-05-23,9910,9910,9500,9650,17662,51580.0,5345090.0
2019-05-24,9650,9650,9050,9230,13441,49335.0,5345090.0
2019-05-27,9210,9360,9020,9240,4452,49389.0,5345090.0
2019-05-28,9060,9470,9060,9240,13883,49389.0,5345090.0
2019-05-29,9280,9330,9110,9250,5732,49442.0,5345090.0
2019-05-30,9250,9300,9100,9240,4503,49389.0,5345090.0
2019-05-31,9220,9310,9050,9310,10074,49763.0,5345090.0
2019-06-03,9350,9450,9090,9200,5206,49175.0,5345090.0
2019-06-04,9280,9620,9210,9530,8293,50939.0,5345090.0
2019-06-05,9580,9820,9520,9700,11077,51847.0,5345090.0
2019-06-07,9900,10000,9660,9940,5765,53130.0,5345090.0
2019-06-10,9990,10450,9930,10100,4148,53985.0,5345090.0
2019-06-11,10200,10250,10000,10000,3074,53451.0,5345090.0
2019-06-12,10000,10050,9850,10000,4578,53451.0,5345090.0
2019-06-13,10000,10450,9850,9980,9077,53344.0,5345090.0
2019-06-14,9980,10000,9730,9860,7651,52703.0,5345090.0
2019-06-17,9810,11300,9700,10600,117074,56658.0,5345090.0
2019-06-18,10550,10750,10150,10400,18730,55589.0,5345090.0
2019-06-19,10350,10750,10250,10500,10561,56123.0,5345090.0
2019-06-20,10600,10750,10250,10700,9891,57192.0,5345090.0
2019-06-21,10700,10900,10600,10750,9670,57460.0,5345090.0
2019-06-24,10650,11000,10600,10750,13735,57460.0,5345090.0
2019-06-25,10800,11150,10800,10900,21175,58261.0,5345090.0
2019-06-26,10950,11050,10650,10800,7729,57727.0,5345090.0
2019-06-27,10650,10850,10200,10350,13598,55322.0,5345090.0
2019-06-28,10250,10600,10250,10350,4044,55322.0,5345090.0
2019-07-01,10350,10500,10050,10350,2439,55322.0,5345090.0
2019-07-02,10350,10500,10250,10400,5347,55589.0,5345090.0
2019-07-03,10400,10700,10300,10550,8805,56391.0,5345090.0
2019-07-04,10550,10650,10300,10450,12925,55856.0,5345090.0
2019-07-05,10400,10600,10050,10200,10246,54520.0,5345090.0
2019-07-08,10200,10250,9360,9700,12977,51847.0,5345090.0
2019-07-09,9510,9800,9260,9650,12530,51580.0,5345090.0
2019-07-10,9590,9990,9580,9930,3961,53077.0,5345090.0
2019-07-11,9840,9980,9800,9950,5658,53184.0,5345090.0
2019-07-12,9930,10100,9930,10050,3455,53718.0,5345090.0
2019-07-15,10100,10100,9660,9660,5389,51634.0,5345090.0
