레드로버(060300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-06-14,59080,62678,59080,61394,126773,51289.0,5365000.0
2002-06-17,62612,64219,59787,60366,94161,50431.0,5365000.0
2002-06-18,61136,61522,59208,60366,88246,50431.0,5365000.0
2002-06-19,60367,61203,53945,54265,74165,45334.0,5365000.0
2002-06-20,51823,55229,51823,53944,51669,45066.0,5365000.0
2002-06-21,53945,54779,52659,53944,66297,45066.0,5365000.0
2002-06-24,53945,53945,53945,53944,0,45066.0,5365000.0
2002-06-25,53945,53945,53945,53944,0,,
2002-06-26,49448,53943,47520,48357,59318,40398.0,5365000.0
2002-06-27,53881,53881,48164,50413,30980,42115.0,5365000.0
2002-06-28,50412,51502,49450,50605,46824,42276.0,5365000.0
2002-07-02,49511,51246,46878,47523,37395,39701.0,5365000.0
2002-07-03,47587,48678,46239,47587,45953,39755.0,5365000.0
2002-07-04,53236,53236,51373,52404,112611,43778.0,5365000.0
2002-07-05,52016,53944,52016,53238,79810,44476.0,5365000.0
2002-07-08,53237,54200,52723,53302,78919,44530.0,5365000.0
2002-07-09,52080,53944,52080,53367,15486,44583.0,5365000.0
2002-07-10,52658,53365,52337,53174,34874,44422.0,5365000.0
2002-07-11,52531,53365,52276,53109,19926,44369.0,5365000.0
2002-07-12,53302,53302,52467,52981,9445,44261.0,5365000.0
2002-07-15,52982,53237,49770,51953,21072,43403.0,5365000.0
2002-07-16,52017,52017,50092,50733,4732,42384.0,5365000.0
2002-07-18,49512,51955,49512,50092,19137,41847.0,5365000.0
2002-07-19,50093,50093,48358,49384,17388,41257.0,5365000.0
2002-07-22,48550,48742,47522,48614,16615,40613.0,5365000.0
2002-07-23,46686,48934,46686,48872,16249,40828.0,5365000.0
2002-07-24,47329,48036,46239,46238,9990,38628.0,5365000.0
2002-07-25,48162,51374,46942,47523,14861,39701.0,5365000.0
2002-07-26,46237,46237,43667,45467,8146,37984.0,5365000.0
2002-07-29,46813,46813,41806,45660,3066,38145.0,5365000.0
2002-07-30,43733,46173,40264,45917,6643,38360.0,5365000.0
2002-07-31,45209,46237,43988,45982,1612,38413.0,5365000.0
2002-08-01,46813,47199,45082,46174,2363,38574.0,5365000.0
2002-08-02,46236,46236,44374,45853,9141,38306.0,5365000.0
2002-08-05,45853,45853,44696,45532,12703,38038.0,5365000.0
2002-08-06,44310,45272,44310,44954,10772,37555.0,5365000.0
2002-08-07,39622,47329,39622,45917,21345,38360.0,5365000.0
2002-08-08,45917,46239,43734,46238,11380,38628.0,5365000.0
2002-08-09,47200,50734,45210,50092,57079,41847.0,5365000.0
2002-08-12,52016,52016,46880,49257,43040,41150.0,5365000.0
2002-08-13,48805,48805,46432,48229,34409,40291.0,5365000.0
2002-08-14,48229,48229,46301,46881,24304,39164.0,5365000.0
2002-08-16,47007,51245,46364,49193,34543,41096.0,5365000.0
2002-08-19,49191,50734,48805,49449,7840,41310.0,5365000.0
2002-08-20,49512,51375,49512,50092,13152,41847.0,5365000.0
2002-08-21,49450,50734,48164,49449,10684,41310.0,5365000.0
2002-08-22,48805,51055,48805,50733,13702,42384.0,5365000.0
2002-08-23,50732,53301,50218,53238,44502,44476.0,5365000.0
2002-08-26,53945,53945,51503,53623,70480,44798.0,5365000.0
2002-08-27,53624,54266,52403,53623,60218,44798.0,5365000.0
2002-08-28,53624,53752,52659,53623,72743,44798.0,5365000.0
2002-08-29,52145,53944,52016,53880,101981,45012.0,5365000.0
2002-08-30,53879,54331,51375,53302,106437,44530.0,5365000.0
2002-09-02,52467,53173,49898,52659,10106,43993.0,5365000.0
2002-09-03,49318,52530,46878,51183,19063,42759.0,5365000.0
2002-09-04,49126,49126,45082,45082,137296,37662.0,5365000.0
2002-09-05,44309,45017,40522,43284,44279,36160.0,5365000.0
2002-09-06,41870,43153,38658,43156,40948,36053.0,5365000.0
2002-09-09,39881,43090,39303,42385,71628,35409.0,5365000.0
2002-09-10,42385,42385,42385,42385,0,35409.0,5365000.0
2002-09-11,42385,42385,42385,42385,0,,
2002-09-12,40457,42385,40137,40715,116991,34014.0,5365000.0
2002-09-13,40457,40457,39045,39046,71365,32619.0,5365000.0
2002-09-16,39046,39495,39046,39174,47261,32726.0,5365000.0
2002-09-17,39173,39880,38915,38917,30987,32512.0,5365000.0
2002-09-18,38916,40137,38018,38018,36604,31761.0,5365000.0
2002-09-19,38273,38915,37760,37761,13725,31546.0,5365000.0
2002-09-23,37953,37953,36604,37183,17039,31063.0,5365000.0
2002-09-24,36285,37439,35643,36284,62786,30312.0,5365000.0
2002-09-25,35321,37247,34679,35321,17941,29508.0,5365000.0
2002-09-26,35448,35834,34549,34678,12100,28971.0,5365000.0
2002-09-27,33842,35515,33780,35128,3639,29347.0,5365000.0
2002-09-30,34870,37184,33007,34294,4773,28649.0,5365000.0
2002-10-01,31148,33973,31148,32302,6982,26986.0,5365000.0
2002-10-02,32303,34036,31789,31788,11469,26557.0,5365000.0
2002-10-04,29799,32110,29799,30761,20315,25698.0,5365000.0
2002-10-07,29733,30824,29733,30825,13063,25752.0,5365000.0
2002-10-08,29798,30632,29733,29862,15601,24947.0,5365000.0
2002-10-09,29859,30759,29859,30569,21818,25537.0,5365000.0
2002-10-10,30953,34227,30953,32366,31689,27040.0,5365000.0
2002-10-11,33329,34355,32430,32751,12729,27362.0,5365000.0
2002-10-14,33841,34035,32816,33715,18736,28166.0,5365000.0
2002-10-15,34357,34357,33201,34294,13441,28649.0,5365000.0
2002-10-16,34355,36925,34292,36412,15967,30420.0,5365000.0
2002-10-17,36409,40070,34869,37120,45822,31010.0,5365000.0
2002-10-18,38340,38340,37119,37825,17050,31600.0,5365000.0
2002-10-21,38852,38852,37246,37440,3911,31278.0,5365000.0
2002-10-22,38402,38402,36283,37376,5118,31224.0,5365000.0
2002-10-23,35705,38211,35705,36669,11705,30634.0,5365000.0
2002-10-24,36926,37698,35963,37183,7492,31063.0,5365000.0
2002-10-25,37824,37887,36283,37761,10973,31546.0,5365000.0
2002-10-28,38209,39302,37760,38403,41658,32083.0,5365000.0
2002-10-29,38340,40586,37247,38146,36734,31868.0,5365000.0
2002-10-30,38467,38788,37633,38211,40892,31922.0,5365000.0
2002-10-31,37439,39174,37439,39174,48628,32726.0,5365000.0
2002-11-01,38660,39751,38402,39174,6361,32726.0,5365000.0
2002-11-04,39174,39815,37888,38532,23698,32190.0,5365000.0
2002-11-05,38533,39495,38533,39174,35524,32726.0,5365000.0
2002-11-06,39494,39558,38723,39495,12253,32995.0,5365000.0
2002-11-07,39815,39815,38402,38852,21124,32458.0,5365000.0
2002-11-08,38081,39174,37504,38211,8091,31922.0,5365000.0
2002-11-11,38145,38145,36282,36605,14065,30580.0,5365000.0
2002-11-12,36927,36927,35322,35962,9807,30044.0,5365000.0
2002-11-13,34678,36282,33199,33908,30451,28327.0,5365000.0
2002-11-14,33007,33138,31147,31468,21168,26288.0,5365000.0
2002-11-15,32624,32624,27742,27743,22532,23177.0,5365000.0
2002-11-18,28321,29092,27999,28899,13349,24142.0,5365000.0
2002-11-19,28964,29092,27677,29091,8251,24303.0,5365000.0
2002-11-20,28898,28898,26394,28128,68593,23499.0,5365000.0
2002-11-21,28258,30697,27165,29413,26852,24572.0,5365000.0
2002-11-22,29413,32752,29347,31596,102138,26396.0,5365000.0
2002-11-25,31722,33392,31467,32239,45120,26932.0,5365000.0
2002-11-26,31789,33715,31596,31596,46090,26396.0,5365000.0
2002-11-27,31531,32687,30954,32109,38727,26825.0,5365000.0
2002-11-28,32045,32943,31916,32496,21383,27147.0,5365000.0
2002-11-29,32110,33393,31917,32816,52551,27415.0,5365000.0
2002-12-02,33138,33138,32432,32945,25862,27522.0,5365000.0
2002-12-03,33138,34549,32944,34165,25655,28542.0,5365000.0
2002-12-04,34166,35322,34166,34614,26155,28917.0,5365000.0
2002-12-05,34227,35321,34227,34678,17722,28971.0,5365000.0
2002-12-06,34357,37505,33459,36798,51430,30741.0,5365000.0
2002-12-09,37248,37248,35835,36798,25933,30741.0,5365000.0
2002-12-10,35704,37246,35383,36734,8796,30688.0,5365000.0
2002-12-11,36732,37247,36028,36026,15185,30098.0,5365000.0
2002-12-12,35963,35963,35128,35514,15049,29668.0,5365000.0
2002-12-13,35898,36605,35129,36284,40837,30312.0,5365000.0
2002-12-16,36925,36925,35383,35577,5387,29722.0,5365000.0
2002-12-17,35577,37633,35577,36862,113417,30795.0,5365000.0
2002-12-18,36861,37437,36731,36926,29803,30849.0,5365000.0
2002-12-20,37052,37246,35769,37056,14607,30956.0,5365000.0
2002-12-23,36349,37247,35321,35642,37964,29776.0,5365000.0
2002-12-24,35322,35322,33715,34614,23543,28917.0,5365000.0
2002-12-26,33393,35577,33072,35514,68703,29668.0,5365000.0
2002-12-27,36864,36864,34870,36284,86696,30312.0,5365000.0
2002-12-30,35706,36285,34870,35962,88318,30044.0,5365000.0
2003-01-02,37245,38079,35382,35771,611253,29883.0,5365000.0
2003-01-03,36669,36669,34421,35192,385932,29400.0,5365000.0
2003-01-06,35450,35644,33201,33265,186373,27791.0,5365000.0
2003-01-07,33715,34871,33267,33265,303976,27791.0,5365000.0
2003-01-08,33585,34678,32815,33394,214837,27898.0,5365000.0
2003-01-09,33391,33971,32557,33394,127983,27898.0,5365000.0
2003-01-10,34099,34613,31467,32239,182945,26932.0,5365000.0
2003-01-13,31787,33391,31787,33394,75659,27898.0,5365000.0
2003-01-14,34227,34486,33007,33844,70901,28274.0,5365000.0
2003-01-15,33906,36411,33906,35577,283566,29722.0,5365000.0
2003-01-16,35644,37375,34680,35962,216735,30044.0,5365000.0
2003-01-17,36282,38400,35703,36092,232637,30151.0,5365000.0
2003-01-20,35513,40263,35513,37569,418296,31385.0,5365000.0
2003-01-21,38401,38659,34421,35706,164582,29829.0,5365000.0
2003-01-22,35128,35705,31468,31468,148725,26288.0,5365000.0
2003-01-23,30502,31402,29860,30375,124118,25376.0,5365000.0
2003-01-24,30632,30952,26906,28193,111720,23552.0,5365000.0
2003-01-27,27872,31469,27872,29926,170254,25001.0,5365000.0
2003-01-28,29346,31402,27934,30184,118617,25216.0,5365000.0
2003-01-29,30311,30311,27805,27807,57762,23230.0,5365000.0
2003-01-30,27806,28640,27356,27615,37484,23070.0,5365000.0
2003-02-03,27035,28128,26907,27164,46338,22694.0,5365000.0
2003-02-04,27421,27485,27164,27485,64740,22962.0,5365000.0
2003-02-05,27484,28511,27293,27679,75858,23123.0,5365000.0
2003-02-06,27676,28191,26714,26973,38249,22533.0,5365000.0
2003-02-07,25240,26268,25174,25367,60709,21192.0,5365000.0
2003-02-10,24726,25046,23891,24210,25608,20226.0,5365000.0
2003-02-11,24084,24788,22476,23376,104101,19529.0,5365000.0
2003-02-12,23504,23953,23118,23698,34632,19797.0,5365000.0
2003-02-13,23697,24918,23183,24725,88612,20655.0,5365000.0
2003-02-14,24596,26328,24596,25688,53585,21460.0,5365000.0
2003-02-17,26007,26969,25750,26330,135674,21996.0,5365000.0
2003-02-18,26073,26522,25752,26265,31188,21943.0,5365000.0
2003-02-19,26780,26780,25814,26202,31535,21889.0,5365000.0
2003-02-20,25880,26329,25238,26138,53633,21836.0,5365000.0
2003-02-21,25687,26267,25239,25238,18104,21084.0,5365000.0
2003-02-24,25431,25686,24724,25303,37419,21138.0,5365000.0
2003-02-25,24404,25174,23891,23889,15793,19958.0,5365000.0
2003-02-26,24083,24597,23569,23569,60799,19690.0,5365000.0
2003-02-27,22924,24082,22541,23119,32069,19314.0,5365000.0
2003-02-28,23117,23309,22796,22990,36366,19207.0,5365000.0
2003-03-03,23504,23504,22475,22927,31491,19153.0,5365000.0
2003-03-04,22476,22670,21192,21193,59266,17704.0,5365000.0
2003-03-05,20294,20294,18689,18688,125240,15612.0,5365000.0
2003-03-06,17789,18048,16505,16504,104586,13788.0,5365000.0
2003-03-07,15538,15538,14576,14578,148172,12179.0,5365000.0
2003-03-10,14255,15349,14255,14834,71985,12393.0,5365000.0
2003-03-11,14190,14190,13420,13422,37129,11213.0,5365000.0
2003-03-12,13164,14768,13164,14771,80525,12340.0,5365000.0
2003-03-13,14835,16053,14514,16055,152282,13412.0,5365000.0
2003-03-14,16118,17402,16053,16055,99663,13412.0,5365000.0
2003-03-17,15671,15671,14130,14128,42801,11803.0,5365000.0
2003-03-18,14321,15156,13743,14513,89427,12125.0,5365000.0
2003-03-19,14450,14964,14130,14128,30777,11803.0,5365000.0
2003-03-20,14256,15799,14129,15798,128177,13198.0,5365000.0
2003-03-21,15991,17595,15799,17339,87393,14486.0,5365000.0
2003-03-24,17660,18301,17018,17275,82114,14432.0,5365000.0
2003-03-25,15926,17082,15219,15991,32275,13359.0,5365000.0
2003-03-26,16185,17147,16185,16633,35095,13895.0,5365000.0
2003-03-27,17081,18623,17081,18624,85172,15558.0,5365000.0
2003-03-28,19585,20292,18687,19138,74008,15988.0,5365000.0
2003-03-31,18495,19009,17340,18238,56574,15237.0,5365000.0
2003-04-01,17340,18495,17340,18367,34508,15344.0,5365000.0
2003-04-02,18108,19072,17594,18559,57151,15505.0,5365000.0
2003-04-03,19135,19135,17660,17789,88872,14861.0,5365000.0
2003-04-04,17788,19906,17402,19908,112088,16632.0,5365000.0
2003-04-07,20420,20420,19265,20037,111470,16739.0,5365000.0
2003-04-08,19844,20358,19586,19715,23060,16471.0,5365000.0
2003-04-09,19395,19843,19264,19266,51528,16095.0,5365000.0
2003-04-10,18750,19650,18750,19073,17446,15934.0,5365000.0
2003-04-11,19071,19906,19071,19138,47131,15988.0,5365000.0
2003-04-14,18881,20485,18881,19587,18605,16363.0,5365000.0
2003-04-15,19651,20420,19585,20229,41129,16900.0,5365000.0
2003-04-16,20230,21900,20230,21193,89073,17704.0,5365000.0
2003-04-17,21191,22412,20098,21257,101846,17758.0,5365000.0
2003-04-18,22413,22413,21127,21578,52785,18026.0,5365000.0
2003-04-21,21640,21962,21127,21578,23346,18026.0,5365000.0
2003-04-22,21256,22028,20935,21193,35482,17704.0,5365000.0
2003-04-23,21191,22475,21191,21771,50165,18187.0,5365000.0
2003-04-24,21514,22027,19330,21707,71757,18134.0,5365000.0
2003-04-25,20230,20744,19137,20037,53355,16739.0,5365000.0
2003-04-28,18301,19970,18236,18945,70868,15827.0,5365000.0
2003-04-29,19136,21064,19136,20101,46643,16792.0,5365000.0
2003-04-30,19779,20486,19265,19330,31962,16149.0,5365000.0
2003-05-02,18173,19716,18173,19266,38980,16095.0,5365000.0
2003-05-06,19264,19585,18749,18945,22480,15827.0,5365000.0
2003-05-07,18687,19329,18494,18945,39587,15827.0,5365000.0
2003-05-09,19202,19202,18302,18688,50423,15612.0,5365000.0
2003-05-12,18879,19456,18622,19459,27328,16256.0,5365000.0
2003-05-13,19779,19779,19072,19523,34690,16310.0,5365000.0
2003-05-14,19778,21833,19395,21771,167397,18187.0,5365000.0
2003-05-15,22412,24338,22412,24339,157170,20333.0,5365000.0
2003-05-16,24338,25880,22154,23119,175706,19314.0,5365000.0
2003-05-19,23569,25881,23439,25880,167382,21621.0,5365000.0
2003-05-20,26328,28577,24338,26973,201510,22533.0,5365000.0
2003-05-21,26330,27678,25174,27229,116494,22748.0,5365000.0
2003-05-22,27548,27614,25686,25688,78149,21460.0,5365000.0
2003-05-23,25686,25686,24531,24595,77103,20548.0,5365000.0
2003-05-26,24082,27485,24082,27485,128466,22962.0,5365000.0
2003-05-27,30053,30053,26134,26523,117128,22157.0,5365000.0
2003-05-28,27295,27937,25495,25880,118577,21621.0,5365000.0
2003-05-29,26008,26074,24532,24725,92855,20655.0,5365000.0
2003-05-30,24275,25496,24275,24725,37409,20655.0,5365000.0
2003-06-02,24082,26970,24082,26651,223328,22265.0,5365000.0
2003-06-03,26648,27292,25685,26009,70841,21728.0,5365000.0
2003-06-04,26457,26457,25111,25880,41160,21621.0,5365000.0
2003-06-05,26008,26136,25431,25431,39135,21245.0,5365000.0
2003-06-09,24787,25621,24658,24853,35674,20763.0,5365000.0
2003-06-10,24725,26137,24725,25752,130998,21514.0,5365000.0
2003-06-11,25752,26073,24403,24595,78457,20548.0,5365000.0
2003-06-12,24404,26651,24404,25367,80756,21192.0,5365000.0
2003-06-13,25299,25945,25044,25174,34363,21031.0,5365000.0
2003-06-16,24788,25687,24788,25046,28353,20924.0,5365000.0
2003-06-17,25299,26071,25044,25495,48230,21299.0,5365000.0
2003-06-18,25560,26074,24725,25238,38023,21084.0,5365000.0
2003-06-19,25301,25622,24725,25238,35533,21084.0,5365000.0
2003-06-20,24725,25301,24146,24404,28213,20387.0,5365000.0
2003-06-23,24082,24402,23117,23119,35955,19314.0,5365000.0
2003-06-24,22475,23696,22154,22990,20000,19207.0,5365000.0
2003-06-25,22475,23248,22475,23055,25035,19260.0,5365000.0
2003-06-26,23117,24338,22668,23119,7716,19314.0,5365000.0
2003-06-27,23117,23631,22220,22477,16963,18778.0,5365000.0
2003-06-30,22476,22862,22221,22541,28566,18831.0,5365000.0
2003-07-01,22412,23309,22347,23119,14673,19314.0,5365000.0
2003-07-02,23117,24273,22989,22990,22800,19207.0,5365000.0
2003-07-03,22924,23761,22796,23119,23332,19314.0,5365000.0
2003-07-04,23119,23632,22476,22541,16997,18831.0,5365000.0
2003-07-07,22283,23761,22283,23312,35577,19475.0,5365000.0
2003-07-08,23824,24016,23182,23312,19152,19475.0,5365000.0
2003-07-09,23697,25432,23376,25238,75255,21084.0,5365000.0
2003-07-10,24788,25622,24146,24274,37925,20280.0,5365000.0
2003-07-11,25816,27165,24726,24725,236606,20655.0,5365000.0
2003-07-14,24725,25366,23762,24083,42748,20119.0,5365000.0
2003-07-15,24980,24980,23055,23248,49785,19421.0,5365000.0
2003-07-16,22862,23505,22862,23376,29223,19529.0,5365000.0
2003-07-18,21898,23309,21898,22669,36675,18938.0,5365000.0
2003-07-21,22734,24211,22734,22734,52458,18992.0,5365000.0
2003-07-22,22796,22796,21833,22092,30963,18456.0,5365000.0
2003-07-23,21961,22475,21767,21835,4477,18241.0,5365000.0
2003-07-24,21579,22125,21579,22028,19908,18402.0,5365000.0
2003-07-25,21640,22475,21578,22284,12733,18617.0,5365000.0
2003-07-28,22475,23182,22155,23055,11708,19260.0,5365000.0
2003-07-29,23376,23438,22669,22927,15821,19153.0,5365000.0
2003-07-30,22476,23632,22476,23183,12611,19368.0,5365000.0
2003-07-31,22862,23762,22475,22734,8793,18992.0,5365000.0
2003-08-01,22476,23376,22028,23183,30772,19368.0,5365000.0
2003-08-04,23631,23631,21899,22734,4767,18992.0,5365000.0
2003-08-05,23438,23438,22154,22990,7457,19207.0,5365000.0
2003-08-06,21578,22829,21512,21642,37939,18080.0,5365000.0
2003-08-07,21319,22154,21191,21771,9148,18187.0,5365000.0
2003-08-08,21769,21835,20872,21193,16380,17704.0,5365000.0
2003-08-11,20871,21254,18784,19266,48691,16095.0,5365000.0
2003-08-12,19585,19585,16953,16954,106972,14164.0,5365000.0
2003-08-13,17081,17660,16310,16761,43196,14003.0,5365000.0
2003-08-14,16440,16889,15637,15991,36397,13359.0,5365000.0
2003-08-18,15989,16052,15186,15702,13257,13117.0,5365000.0
2003-08-19,15314,17531,14190,15734,83531,13144.0,5365000.0
2003-08-20,15733,16697,15733,16055,17746,13412.0,5365000.0
2003-08-21,16052,16183,15732,15734,13188,13144.0,5365000.0
2003-08-22,15507,16373,15476,15734,9806,13144.0,5365000.0
2003-08-25,15604,17019,15412,17018,11568,14217.0,5365000.0
2003-08-26,17401,17401,16504,16954,5723,14164.0,5365000.0
2003-08-27,16698,17115,14964,15477,25770,12930.0,5365000.0
2003-08-28,15476,15990,14770,15348,9051,12822.0,5365000.0
2003-08-29,14768,15282,14255,14771,10113,12340.0,5365000.0
2003-09-01,14448,14961,14286,14771,8197,12340.0,5365000.0
2003-09-02,14448,15089,14448,14771,14932,12340.0,5365000.0
2003-09-03,15027,15027,14449,14803,6199,12366.0,5365000.0
2003-09-04,14768,14768,14319,14771,4521,12340.0,5365000.0
2003-09-05,15186,15186,14383,14771,5509,12340.0,5365000.0
2003-09-08,14771,14771,14257,14449,4711,12071.0,5365000.0
2003-09-09,14127,14769,14127,14674,9436,12259.0,5365000.0
2003-09-15,14450,14450,13903,14225,16748,11883.0,5365000.0
2003-09-16,13807,15412,13807,14995,20135,12527.0,5365000.0
2003-09-17,14800,16053,14770,16055,24637,13412.0,5365000.0
2003-09-18,15925,17019,15798,16697,13451,13949.0,5365000.0
2003-09-19,16697,17660,15797,16569,5011,13842.0,5365000.0
2003-09-22,16310,16632,14835,15412,11948,12876.0,5365000.0
2003-09-23,14836,15733,14546,15027,8612,12554.0,5365000.0
2003-09-24,14800,15155,14191,14899,7938,12447.0,5365000.0
2003-09-25,14515,15412,14063,14417,2884,12044.0,5365000.0
2003-09-26,14192,15958,14129,14642,2075,12232.0,5365000.0
2003-09-29,14255,14769,14255,14257,6280,11910.0,5365000.0
2003-09-30,14129,14771,14129,14642,5933,12232.0,5365000.0
