알에프세미(096610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-07-18,3233,3393,3210,3260,4168,26474.0,5413980.0
2008-07-21,3333,3333,3200,3260,9249,26474.0,5413980.0
2008-07-22,3326,3326,3200,3313,2420,26907.0,5413980.0
2008-07-23,3333,3333,3200,3320,4582,26962.0,5413980.0
2008-07-24,3320,3386,3283,3380,12603,27449.0,5413980.0
2008-07-25,3280,3353,3266,3267,14553,26529.0,5413980.0
2008-07-28,3293,3360,3266,3347,20796,27178.0,5413980.0
2008-07-29,3333,3353,3226,3353,9443,27232.0,5413980.0
2008-07-30,3286,3453,3273,3400,17929,27611.0,5413980.0
2008-07-31,3466,3500,3276,3317,40742,26935.0,5413980.0
2008-08-01,3326,3366,3240,3260,4164,26474.0,5413980.0
2008-08-04,3203,3283,3133,3180,22833,25825.0,5413980.0
2008-08-05,3136,3260,3066,3067,12096,24904.0,5413980.0
2008-08-06,3100,3196,3060,3117,16803,25310.0,5413980.0
2008-08-07,3066,3266,3066,3117,1858,25310.0,5413980.0
2008-08-08,3066,3133,3040,3067,5213,24904.0,5413980.0
2008-08-11,3100,3100,3040,3040,9220,24688.0,5413980.0
2008-08-12,3086,3086,3006,3060,6199,24850.0,5413980.0
2008-08-13,3093,3093,3060,3060,173,24850.0,5413980.0
2008-08-14,3060,3200,2990,3200,63225,25987.0,5413980.0
2008-08-18,3196,3196,3033,3067,5772,24904.0,5413980.0
2008-08-19,3053,3053,2923,3030,6222,24607.0,5413980.0
2008-08-20,3043,3043,2903,3000,6711,24363.0,5413980.0
2008-08-21,2996,2996,2893,2967,5407,24092.0,5413980.0
2008-08-22,2946,3040,2666,2900,3232,23551.0,5413980.0
2008-08-25,2833,2993,2813,2813,9713,22847.0,5413980.0
2008-08-26,2813,3060,2780,3060,11046,24850.0,5413980.0
2008-08-27,3000,3113,3000,3113,402,25283.0,5413980.0
2008-08-28,3113,3200,2900,3017,9413,24498.0,5413980.0
2008-08-29,3196,3196,2963,3030,1128,24607.0,5413980.0
2008-09-01,2990,2990,2766,2927,9096,23767.0,5413980.0
2008-09-02,2766,2933,2666,2667,12705,21656.0,5413980.0
2008-09-03,2406,2800,2406,2797,6398,22712.0,5413980.0
2008-09-04,2856,3066,2720,3000,8412,24363.0,5413980.0
2008-09-05,2966,2966,2866,2867,197,23280.0,5413980.0
2008-09-08,2933,3223,2820,3023,15875,24552.0,5413980.0
2008-09-09,3023,3033,2866,2910,6879,23632.0,5413980.0
2008-09-10,2866,2993,2766,2833,29704,23009.0,5413980.0
2008-09-11,2833,2960,2813,2933,6477,23822.0,5413980.0
2008-09-12,2933,3126,2896,3037,6247,24661.0,5413980.0
2008-09-16,2713,2866,2680,2827,17668,22955.0,5413980.0
2008-09-17,2850,2966,2733,2900,10999,23551.0,5413980.0
2008-09-18,2856,2923,2666,2923,7178,23740.0,5413980.0
2008-09-19,2923,2950,2786,2807,26523,22793.0,5413980.0
2008-09-22,2813,2813,2740,2790,8272,22658.0,5413980.0
2008-09-23,2790,2933,2666,2773,27113,22522.0,5413980.0
2008-09-24,2700,2833,2666,2740,23426,22251.0,5413980.0
2008-09-25,2740,2796,2693,2793,16424,22685.0,5413980.0
2008-09-26,2836,3200,2733,2933,31820,23822.0,5413980.0
2008-09-29,2930,3010,2726,2833,18157,23009.0,5413980.0
2008-09-30,2720,2813,2633,2813,3780,22847.0,5413980.0
2008-10-01,2800,2840,2750,2810,16140,22820.0,5413980.0
2008-10-02,2806,2813,2706,2720,9789,22089.0,5413980.0
2008-10-06,2766,2766,2586,2660,7892,21602.0,5413980.0
2008-10-07,2666,2666,2516,2660,10339,21602.0,5413980.0
2008-10-08,2656,2666,2400,2607,12168,21169.0,5413980.0
2008-10-09,2596,2596,2466,2563,28763,20817.0,5413980.0
2008-10-10,2493,2493,2203,2400,8960,19490.0,5413980.0
2008-10-13,2403,2733,2403,2433,8626,19761.0,5413980.0
2008-10-14,2470,2796,2466,2720,32136,22089.0,5413980.0
2008-10-15,2720,2816,2610,2680,3594,21764.0,5413980.0
2008-10-16,2573,2686,2333,2460,16491,19978.0,5413980.0
2008-10-17,2566,2566,2333,2477,7884,20113.0,5413980.0
2008-10-20,2530,2530,2373,2427,5500,19707.0,5413980.0
2008-10-21,2433,2546,2336,2443,7156,19842.0,5413980.0
2008-10-22,2443,2443,2199,2303,10897,18705.0,5413980.0
2008-10-23,2280,2280,1960,2097,48115,17027.0,5413980.0
2008-10-24,2000,2293,1783,1783,33661,14482.0,5413980.0
2008-10-27,1780,1783,1516,1517,61440,12317.0,5413980.0
2008-10-28,1333,1726,1293,1633,47634,13264.0,5413980.0
2008-10-29,1633,1876,1500,1730,50156,14049.0,5413980.0
2008-10-30,1720,1900,1666,1897,18960,15403.0,5413980.0
2008-10-31,1986,2000,1853,1990,83911,16161.0,5413980.0
2008-11-03,1973,2113,1933,2027,8167,16458.0,5413980.0
2008-11-04,1933,2123,1906,2060,28292,16729.0,5413980.0
2008-11-05,2119,2126,2006,2033,84984,16513.0,5413980.0
2008-11-06,1980,2026,1876,1967,16480,15971.0,5413980.0
2008-11-07,1900,2013,1863,2013,12046,16350.0,5413980.0
2008-11-10,2056,2100,1920,1990,72861,16161.0,5413980.0
2008-11-11,1933,2063,1933,1990,17815,16161.0,5413980.0
2008-11-12,2000,2083,1890,1990,32540,16161.0,5413980.0
2008-11-13,1936,1936,1783,1787,15493,14509.0,5413980.0
2008-11-14,1860,1980,1840,1933,8173,15701.0,5413980.0
2008-11-17,1933,2033,1866,1997,15409,16215.0,5413980.0
2008-11-18,1996,2013,1913,1993,9222,16188.0,5413980.0
2008-11-19,1993,2113,1870,1987,94797,16134.0,5413980.0
2008-11-20,1933,1933,1780,1833,17542,14888.0,5413980.0
2008-11-21,1800,1933,1786,1867,15182,15159.0,5413980.0
2008-11-24,1866,2000,1826,1900,20364,15430.0,5413980.0
2008-11-25,1900,1966,1873,1923,3983,15619.0,5413980.0
2008-11-26,1923,2063,1880,2000,20536,16242.0,5413980.0
2008-11-27,2006,2053,1943,2000,74606,16242.0,5413980.0
2008-11-28,2020,2053,2000,2023,13554,16431.0,5413980.0
2008-12-01,2070,2106,1986,2080,23150,16892.0,5413980.0
2008-12-02,1966,2053,1966,2013,9429,16350.0,5413980.0
2008-12-03,2076,2199,2033,2083,43189,16919.0,5413980.0
2008-12-04,2083,2133,2013,2127,15774,17271.0,5413980.0
2008-12-05,2073,2173,2066,2147,5517,17433.0,5413980.0
2008-12-08,2100,2190,2100,2157,10363,17514.0,5413980.0
2008-12-09,2160,2266,2106,2260,6610,18353.0,5413980.0
2008-12-10,2466,2466,2246,2357,2948,19138.0,5413980.0
2008-12-11,2396,2396,2236,2320,3764,18841.0,5413980.0
2008-12-12,2320,2333,2200,2217,8291,18001.0,5413980.0
2008-12-15,2220,2326,2150,2240,9015,18191.0,5413980.0
2008-12-16,2170,2266,2080,2140,35555,17379.0,5413980.0
2008-12-17,2113,2153,2100,2140,16414,17379.0,5413980.0
2008-12-18,2139,2183,2073,2073,19039,16837.0,5413980.0
2008-12-19,2016,2116,2016,2117,6231,17189.0,5413980.0
2008-12-22,2116,2153,2076,2083,12946,16919.0,5413980.0
2008-12-23,2106,2126,1966,2100,20727,17054.0,5413980.0
2008-12-24,2033,2083,1930,2003,22070,16269.0,5413980.0
2008-12-26,2006,2099,2006,2083,11397,16919.0,5413980.0
2008-12-29,2033,2100,1966,2050,7162,16648.0,5413980.0
2008-12-30,2080,2080,1973,2010,8628,16323.0,5413980.0
2009-01-02,2090,2090,2010,2047,11378,16621.0,5413980.0
2009-01-05,2053,2140,2036,2110,19620,17135.0,5413980.0
2009-01-06,2133,2136,2066,2137,12677,17352.0,5413980.0
2009-01-07,2200,2200,2110,2200,13379,17866.0,5413980.0
2009-01-08,2133,2220,2133,2177,5107,17677.0,5413980.0
2009-01-09,2136,2283,2006,2137,10562,17352.0,5413980.0
2009-01-12,2170,2170,2000,2060,33346,16729.0,5413980.0
2009-01-13,2033,2076,2026,2063,28664,16756.0,5413980.0
2009-01-14,2053,2079,2016,2053,13422,16675.0,5413980.0
2009-01-15,2053,2053,1980,2007,17225,16296.0,5413980.0
2009-01-16,2033,2033,2000,2033,4283,16513.0,5413980.0
2009-01-19,2006,2100,2006,2057,21990,16702.0,5413980.0
2009-01-20,2023,2060,1960,1987,25199,16134.0,5413980.0
2009-01-21,1956,1993,1926,1987,9929,16134.0,5413980.0
2009-01-22,2000,2000,1933,1993,8297,16188.0,5413980.0
2009-01-23,1993,2006,1936,1993,978,16188.0,5413980.0
2009-01-28,2020,2079,2020,2063,19524,16756.0,5413980.0
2009-01-29,2033,2100,2023,2067,11270,16783.0,5413980.0
2009-01-30,2070,2236,1983,2230,323130,18110.0,5413980.0
2009-02-02,2360,2563,2200,2200,203457,17866.0,5413980.0
2009-02-03,2333,2333,2189,2333,362993,18949.0,5413980.0
2009-02-04,2463,2683,2433,2683,281294,21791.0,5413980.0
2009-02-05,2766,3040,2600,2690,373063,21845.0,5413980.0
2009-02-06,2840,2933,2700,2860,129151,23226.0,5413980.0
2009-02-09,2900,2906,2773,2820,68954,22901.0,5413980.0
2009-02-10,2873,2873,2670,2863,71453,23253.0,5413980.0
2009-02-11,2796,2980,2670,2780,62844,22576.0,5413980.0
2009-02-12,2800,2930,2713,2713,63447,22035.0,5413980.0
2009-02-13,2676,2770,2666,2770,47130,22495.0,5413980.0
2009-02-16,2796,3023,2753,2800,75805,22739.0,5413980.0
2009-02-17,2800,3000,2666,2733,199526,22197.0,5413980.0
2009-02-18,2700,2800,2600,2793,66448,22685.0,5413980.0
2009-02-19,2756,2850,2633,2633,43148,21385.0,5413980.0
2009-02-20,2553,2706,2466,2573,42922,20898.0,5413980.0
2009-02-23,2623,2623,2480,2590,21560,21033.0,5413980.0
2009-02-24,2533,2630,2450,2600,32562,21115.0,5413980.0
2009-02-25,2600,2730,2573,2573,27852,20898.0,5413980.0
2009-02-26,2700,2700,2506,2600,7806,21115.0,5413980.0
2009-02-27,2583,2760,2500,2733,51440,22197.0,5413980.0
2009-03-02,2800,2800,2623,2660,14628,21602.0,5413980.0
2009-03-03,2513,2660,2500,2643,62731,21466.0,5413980.0
2009-03-04,2933,3000,2820,2970,252175,24119.0,5413980.0
2009-03-05,3020,3413,3000,3413,346766,27720.0,5413980.0
2009-03-06,3433,3920,3413,3920,481671,31834.0,5413980.0
2009-03-09,4213,4426,3920,4067,721781,33025.0,5413980.0
2009-03-10,4053,4053,3713,3713,310164,30156.0,5413980.0
2009-03-11,3780,4080,3680,3913,396783,31780.0,5413980.0
2009-03-12,3913,4000,3693,3753,143740,30481.0,5413980.0
2009-03-13,3826,3833,3553,3707,157174,30102.0,5413980.0
2009-03-16,3733,3873,3706,3773,79975,30643.0,5413980.0
2009-03-17,3773,4066,3773,4000,299977,32484.0,5413980.0
2009-03-18,4120,4133,3900,4000,91308,32484.0,5413980.0
2009-03-19,4000,4100,3700,3720,88719,30210.0,5413980.0
2009-03-20,3646,3833,3513,3727,184046,30264.0,5413980.0
2009-03-23,4100,4100,3800,3913,134743,31780.0,5413980.0
2009-03-24,4013,4266,3913,4167,127609,33837.0,5413980.0
2009-03-25,4206,4366,4140,4280,105534,34758.0,5413980.0
2009-03-26,4313,4459,4179,4247,103960,34487.0,5413980.0
2009-03-27,4293,4406,4046,4067,130967,33025.0,5413980.0
2009-03-30,4060,4233,3933,3933,76935,31942.0,5413980.0
2009-03-31,3933,4313,3933,4233,120287,34379.0,5413980.0
2009-04-01,4280,4866,4273,4613,260089,37465.0,5413980.0
2009-04-02,4866,5186,4633,4647,212626,37735.0,5413980.0
2009-04-03,4666,4953,4500,4733,114510,38439.0,5413980.0
2009-04-06,4893,4893,4646,4667,86485,37898.0,5413980.0
2009-04-07,4733,4826,4673,4720,71441,38331.0,5413980.0
2009-04-08,4686,4800,4533,4540,91970,36869.0,5413980.0
2009-04-09,4653,4906,4653,4733,208752,38439.0,5413980.0
2009-04-10,4860,4860,4720,4800,90604,38981.0,5413980.0
2009-04-13,4860,5313,4800,5160,190551,41904.0,5413980.0
2009-04-14,5140,5266,4980,5120,103377,41579.0,5413980.0
2009-04-15,5033,5266,4800,4973,224212,40388.0,5413980.0
2009-04-16,5086,5266,4813,4813,143710,39089.0,5413980.0
2009-04-17,4873,4926,4533,4600,138594,37356.0,5413980.0
2009-04-20,4726,4793,4599,4687,79839,38060.0,5413980.0
2009-04-21,4593,4746,4533,4700,66586,38169.0,5413980.0
2009-04-22,4846,5000,4666,4760,104633,38656.0,5413980.0
2009-04-23,4780,4840,4700,4733,92607,38439.0,5413980.0
2009-04-24,4780,5066,4713,5033,164694,40876.0,5413980.0
2009-04-27,5233,5233,4800,4800,131344,38981.0,5413980.0
2009-04-28,4873,4926,4560,4560,103041,37032.0,5413980.0
2009-04-29,4566,4753,4480,4660,70208,37844.0,5413980.0
2009-04-30,4733,4733,4620,4640,58006,37681.0,5413980.0
2009-05-04,4720,4720,4626,4700,103815,38169.0,5413980.0
2009-05-06,4753,4800,4706,4787,70639,38872.0,5413980.0
2009-05-07,4800,4826,4626,4780,65054,38818.0,5413980.0
2009-05-08,4733,4800,4659,4727,45571,38385.0,5413980.0
2009-05-11,4740,4793,4673,4793,60549,38927.0,5413980.0
2009-05-12,4706,4833,4646,4740,63566,38493.0,5413980.0
2009-05-13,4720,5446,4720,5447,362288,44232.0,5413980.0
2009-05-14,5600,6260,5553,6260,518249,50837.0,5413980.0
2009-05-15,6566,6593,6000,6207,269839,50404.0,5413980.0
2009-05-18,6206,6206,5906,6053,124797,49159.0,5413980.0
2009-05-19,6146,6353,5886,5967,149227,48455.0,5413980.0
2009-05-20,6066,6080,5793,5907,63137,47968.0,5413980.0
2009-05-21,5906,6046,5546,5700,114590,46290.0,5413980.0
2009-05-22,5700,5860,5573,5600,55252,45477.0,5413980.0
2009-05-25,5673,5980,4806,5600,88840,45477.0,5413980.0
2009-05-26,5606,5766,5466,5533,34827,44936.0,5413980.0
2009-05-27,5600,5706,5400,5427,51354,44070.0,5413980.0
2009-05-28,5366,5500,5000,5493,112508,44611.0,5413980.0
2009-05-29,5600,5773,5533,5553,59690,45098.0,5413980.0
2009-06-01,5586,5733,5566,5667,66904,46019.0,5413980.0
2009-06-02,5740,5913,5600,5627,70278,45694.0,5413980.0
2009-06-03,5660,5866,5633,5733,79114,46560.0,5413980.0
2009-06-04,5713,5793,5566,5567,28425,45207.0,5413980.0
2009-06-05,5573,5686,5266,5587,29632,45369.0,5413980.0
2009-06-08,5586,5766,5533,5667,32232,46019.0,5413980.0
2009-06-09,5666,5766,5506,5613,6337,45586.0,5413980.0
2009-06-10,5700,5700,5453,5527,14534,44882.0,5413980.0
2009-06-11,5413,5553,5386,5393,23379,43799.0,5413980.0
2009-06-12,5393,5500,5366,5480,15706,44503.0,5413980.0
2009-06-15,5533,5533,5346,5353,16313,43474.0,5413980.0
2009-06-16,5160,5453,5160,5367,17883,43583.0,5413980.0
2009-06-17,5233,5413,5166,5180,17119,42067.0,5413980.0
2009-06-18,5200,5393,5106,5167,13214,41958.0,5413980.0
2009-06-19,5086,5320,5000,5233,19521,42500.0,5413980.0
2009-06-22,5233,5333,5173,5253,8491,42662.0,5413980.0
2009-06-23,5226,5333,5066,5327,26586,43258.0,5413980.0
2009-06-24,5273,5386,5140,5233,13519,42500.0,5413980.0
2009-06-25,5333,5333,5180,5187,7192,42121.0,5413980.0
2009-06-26,5200,5273,4746,5200,27595,42229.0,5413980.0
2009-06-29,5200,5393,4866,5133,54318,41688.0,5413980.0
2009-06-30,5120,5166,5040,5080,12687,41255.0,5413980.0
2009-07-01,4966,5133,4966,5047,6067,40984.0,5413980.0
2009-07-02,5066,5106,4913,4920,12754,39955.0,5413980.0
2009-07-03,4800,5000,4800,4967,4479,40334.0,5413980.0
2009-07-06,4966,5133,4933,5013,7653,40713.0,5413980.0
2009-07-07,5040,5433,5013,5433,31745,44124.0,5413980.0
2009-07-08,5420,5533,5306,5473,21808,44449.0,5413980.0
2009-07-09,5553,5653,5500,5600,26392,45477.0,5413980.0
2009-07-10,5606,5686,5540,5580,17473,45315.0,5413980.0
2009-07-13,5580,5633,5200,5400,15433,43853.0,5413980.0
2009-07-14,5533,5593,5320,5433,6151,44124.0,5413980.0
2009-07-15,5600,5600,5300,5447,11660,44232.0,5413980.0
2009-07-16,5446,5473,5360,5367,10434,43583.0,5413980.0
2009-07-17,5453,5453,5333,5333,1820,43312.0,5413980.0
2009-07-20,5333,5453,5200,5293,5166,42987.0,5413980.0
2009-07-21,5320,5466,5320,5467,21130,44395.0,5413980.0
2009-07-22,5633,5633,5400,5447,7073,44232.0,5413980.0
2009-07-23,5600,5600,5400,5487,7631,44557.0,5413980.0
2009-07-24,5486,5533,5400,5467,5117,44395.0,5413980.0
2009-07-27,5466,5533,5333,5447,37527,44232.0,5413980.0
2009-07-28,5366,5500,5333,5393,14168,43799.0,5413980.0
2009-07-29,5393,5453,5286,5367,17209,43583.0,5413980.0
2009-07-30,5333,5353,5233,5240,17128,42554.0,5413980.0
