유신(054930),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-05-09,11509,11605,11160,11223,12632,33535.0,1900000.0
2002-05-10,11160,11160,10746,10746,11838,32110.0,1900000.0
2002-05-13,10746,10746,10333,10491,19303,31350.0,1900000.0
2002-05-14,10683,10746,10365,10428,9214,31160.0,1900000.0
2002-05-15,10460,10746,10428,10746,12483,32110.0,1900000.0
2002-05-16,10651,10810,10492,10555,6945,31540.0,1900000.0
2002-05-17,10492,11001,10428,10809,12172,32300.0,1900000.0
2002-05-20,11001,11064,10746,11064,14301,33060.0,1900000.0
2002-05-21,11064,11255,10714,10809,8806,32300.0,1900000.0
2002-05-22,10810,11573,10683,10873,20279,32490.0,1900000.0
2002-05-23,10905,11128,10619,10619,12633,31730.0,1900000.0
2002-05-24,10619,10873,10365,10491,10937,31350.0,1900000.0
2002-05-27,10333,10587,9856,9855,8585,29450.0,1900000.0
2002-05-28,9856,10174,9315,9792,6360,29260.0,1900000.0
2002-05-29,9792,9792,9347,9474,5081,28310.0,1900000.0
2002-05-30,9379,9602,9029,9188,6579,27455.0,1900000.0
2002-05-31,9220,9347,8839,8902,7111,26600.0,1900000.0
2002-06-03,8902,9220,8680,8902,7092,26600.0,1900000.0
2002-06-04,8775,9411,8616,9220,12119,27550.0,1900000.0
2002-06-05,9347,9443,9125,9124,8040,27265.0,1900000.0
2002-06-07,9284,9347,8902,8902,7337,26600.0,1900000.0
2002-06-10,8934,9220,8934,9061,6489,27075.0,1900000.0
2002-06-11,8934,9093,8839,8838,3523,26410.0,1900000.0
2002-06-12,8839,9347,8711,9092,16425,27170.0,1900000.0
2002-06-14,9220,9411,8998,9220,9421,27550.0,1900000.0
2002-06-17,9347,9665,9125,9124,17720,27265.0,1900000.0
2002-06-18,9157,9379,9093,9251,4769,27645.0,1900000.0
2002-06-19,8934,9315,8648,8838,9558,26410.0,1900000.0
2002-06-20,8711,8839,8521,8584,2602,25650.0,1900000.0
2002-06-21,8584,8648,8330,8584,2162,25650.0,1900000.0
2002-06-24,8266,8393,8076,8329,3305,24890.0,1900000.0
2002-06-25,8266,8521,7789,7821,4196,23370.0,1900000.0
2002-06-26,7948,8076,6899,6962,7180,20805.0,1900000.0
2002-06-27,6963,7217,6899,6994,2279,20900.0,1900000.0
2002-06-28,7154,7789,7154,7789,8738,23275.0,1900000.0
2002-07-02,7567,8203,7122,7821,5318,23370.0,1900000.0
2002-07-03,7821,8076,7630,7916,5183,23655.0,1900000.0
2002-07-04,7917,8362,7885,8329,8870,24890.0,1900000.0
2002-07-05,8203,8552,8203,8266,7035,24700.0,1900000.0
2002-07-08,8552,8552,8203,8457,6332,25270.0,1900000.0
2002-07-09,8457,9093,8457,9061,19051,27075.0,1900000.0
2002-07-10,8934,8998,8775,8838,6832,26410.0,1900000.0
2002-07-11,8775,8902,8584,8902,3262,26600.0,1900000.0
2002-07-12,8966,9093,8711,9092,2903,27170.0,1900000.0
2002-07-15,8966,9220,8743,9124,4223,27265.0,1900000.0
2002-07-16,8743,9093,8743,8838,4032,26410.0,1900000.0
2002-07-18,8839,9029,8680,8775,3269,26220.0,1900000.0
2002-07-19,8648,8902,8266,8743,6386,26125.0,1900000.0
2002-07-22,8393,8521,8203,8266,2590,24700.0,1900000.0
2002-07-23,8076,9220,7948,8838,4744,26410.0,1900000.0
2002-07-24,8489,8584,8266,8520,4272,25460.0,1900000.0
2002-07-25,8902,8902,8393,8457,4136,25270.0,1900000.0
2002-07-26,8457,8775,7853,8011,3783,23940.0,1900000.0
2002-07-29,8076,8266,7726,8202,5188,24510.0,1900000.0
2002-07-30,8203,8552,8171,8488,1732,25365.0,1900000.0
2002-07-31,8489,8489,8266,8457,855,25270.0,1900000.0
2002-08-01,7821,9029,7821,8457,6592,25270.0,1900000.0
2002-08-02,8521,8839,8266,8520,2237,25460.0,1900000.0
2002-08-05,8362,8552,8107,8552,3590,25555.0,1900000.0
2002-08-06,8266,8584,8076,8552,1620,25555.0,1900000.0
2002-08-07,8584,8743,8298,8711,5229,26030.0,1900000.0
2002-08-08,8743,8807,8489,8520,2125,25460.0,1900000.0
2002-08-09,8775,8870,8489,8775,6400,26220.0,1900000.0
2002-08-12,8648,8839,8393,8520,4137,25460.0,1900000.0
2002-08-13,8521,8616,8457,8552,2705,25555.0,1900000.0
2002-08-14,8521,8966,8425,8965,5829,26790.0,1900000.0
2002-08-16,9220,9284,8934,9220,4072,27550.0,1900000.0
2002-08-19,9220,9347,9093,9347,8944,27930.0,1900000.0
2002-08-20,9379,9602,9252,9379,2912,28025.0,1900000.0
2002-08-21,9284,9506,9125,9251,3689,27645.0,1900000.0
2002-08-22,9284,9506,9157,9283,4518,27740.0,1900000.0
2002-08-23,9284,9602,9157,9188,13403,27455.0,1900000.0
2002-08-26,9029,9474,9029,9474,4628,28310.0,1900000.0
2002-08-27,9474,9474,9252,9410,567,28120.0,1900000.0
2002-08-28,9474,9665,9157,9347,8480,27930.0,1900000.0
2002-08-29,9347,9506,9188,9410,3915,28120.0,1900000.0
2002-08-30,9411,9538,9252,9410,2900,28120.0,1900000.0
2002-09-02,9411,10269,9411,10173,11718,30400.0,1900000.0
2002-09-03,10174,10237,9856,10078,9942,30115.0,1900000.0
2002-09-04,9951,10365,9665,10046,13057,30020.0,1900000.0
2002-09-05,9951,10174,9888,9919,3791,29640.0,1900000.0
2002-09-06,10365,10365,9538,10110,6610,30210.0,1900000.0
2002-09-09,9920,9983,9347,9792,12183,29260.0,1900000.0
2002-09-10,9443,9983,9379,9919,3340,29640.0,1900000.0
2002-09-11,9856,9951,9474,9919,5595,29640.0,1900000.0
2002-09-12,9633,9951,9538,9919,1541,29640.0,1900000.0
2002-09-13,9633,9920,9570,9855,2070,29450.0,1900000.0
2002-09-16,9856,9856,9347,9824,2385,29355.0,1900000.0
2002-09-17,9602,9951,9538,9569,5999,28595.0,1900000.0
2002-09-18,9347,9697,9284,9697,2721,28975.0,1900000.0
2002-09-19,9538,9824,9411,9824,2312,29355.0,1900000.0
2002-09-23,9570,9824,9284,9824,2303,29355.0,1900000.0
2002-09-24,9570,9602,9220,9506,2478,28405.0,1900000.0
2002-09-25,9252,9252,8902,8902,2388,26600.0,1900000.0
2002-09-26,8902,9284,8680,8870,2163,26505.0,1900000.0
2002-09-27,8584,9188,8584,9188,1881,27455.0,1900000.0
2002-09-30,8902,9220,8680,9220,419,27550.0,1900000.0
2002-10-01,8902,8902,8711,8902,1692,26600.0,1900000.0
2002-10-02,8870,9029,8457,8584,3379,25650.0,1900000.0
2002-10-04,8584,8648,8330,8329,1821,24890.0,1900000.0
2002-10-07,8330,8521,8044,8393,5111,25080.0,1900000.0
2002-10-08,8107,8393,8107,8298,2151,24795.0,1900000.0
2002-10-09,8521,8521,8203,8457,2587,25270.0,1900000.0
2002-10-10,8203,8330,7980,8329,2550,24890.0,1900000.0
2002-10-11,8330,8457,8076,8361,2390,24985.0,1900000.0
2002-10-14,8711,8902,8489,8584,2885,25650.0,1900000.0
2002-10-15,8552,8807,8552,8775,1926,26220.0,1900000.0
2002-10-16,8839,8839,8584,8838,190,26410.0,1900000.0
2002-10-17,8839,8934,8775,8902,1300,26600.0,1900000.0
2002-10-18,8902,8934,8648,8933,1930,26695.0,1900000.0
2002-10-21,8902,8902,8330,8806,1653,26315.0,1900000.0
2002-10-22,8839,8839,8584,8616,2549,25745.0,1900000.0
2002-10-23,8807,9220,8648,9124,4327,27265.0,1900000.0
2002-10-24,8998,9029,8711,8933,2295,26695.0,1900000.0
2002-10-25,8934,9379,8711,8933,2681,26695.0,1900000.0
2002-10-28,8934,8934,8711,8933,2221,26695.0,1900000.0
2002-10-29,8902,8902,8711,8902,1029,26600.0,1900000.0
2002-10-30,8870,8902,8680,8902,555,26600.0,1900000.0
2002-10-31,9856,9856,8775,9220,167,27550.0,1900000.0
2002-11-01,8775,9220,8775,9124,2263,27265.0,1900000.0
2002-11-04,8870,9188,8807,9156,1345,27360.0,1900000.0
2002-11-05,8902,9157,8870,9156,495,27360.0,1900000.0
2002-11-06,9029,9220,9029,9220,226,27550.0,1900000.0
2002-11-07,9188,9220,8902,9220,1244,27550.0,1900000.0
2002-11-08,9220,9220,8998,9220,996,27550.0,1900000.0
2002-11-11,10110,10110,9029,9029,456,26980.0,1900000.0
2002-11-12,9188,9252,8966,9061,2081,27075.0,1900000.0
2002-11-13,9729,9729,8998,9347,404,27930.0,1900000.0
2002-11-14,9347,9347,9347,9347,224,27930.0,1900000.0
2002-11-15,9061,9252,8966,9188,1364,27455.0,1900000.0
2002-11-18,8998,9157,8934,9092,1040,27170.0,1900000.0
2002-11-19,9093,9125,9093,9124,100,27265.0,1900000.0
2002-11-20,8966,9125,8966,9124,710,27265.0,1900000.0
2002-11-21,9188,9188,8870,8902,1115,26600.0,1900000.0
2002-11-22,9029,9093,8775,8902,2165,26600.0,1900000.0
2002-11-25,8902,9093,8902,9092,773,27170.0,1900000.0
2002-11-26,8966,9602,8934,9124,7813,27265.0,1900000.0
2002-11-27,9029,9315,8998,9283,2644,27740.0,1900000.0
2002-11-28,9411,9665,9220,9633,2652,28785.0,1900000.0
2002-11-29,9824,9983,9474,9983,3056,29830.0,1900000.0
2002-12-02,10174,10428,10015,10428,1677,31160.0,1900000.0
2002-12-03,10365,10746,10047,10460,8976,31255.0,1900000.0
2002-12-04,10460,10555,10015,10555,1938,31540.0,1900000.0
2002-12-05,10396,10651,10396,10428,2697,31160.0,1900000.0
2002-12-06,10746,10746,9633,10269,11386,30685.0,1900000.0
2002-12-09,10238,10301,10047,10269,1735,30685.0,1900000.0
2002-12-10,10301,10301,9665,10110,3606,30210.0,1900000.0
2002-12-11,10110,10524,10047,10046,4327,30020.0,1900000.0
2002-12-12,10237,11223,9951,11223,7019,33535.0,1900000.0
2002-12-13,11477,12527,11477,11922,42845,35625.0,1900000.0
2002-12-16,12272,12272,11795,11986,41254,35815.0,1900000.0
2002-12-17,12082,12272,11573,11668,8457,34865.0,1900000.0
2002-12-18,11032,12050,11032,12049,8466,36005.0,1900000.0
2002-12-20,12272,12368,12018,12017,5361,35910.0,1900000.0
2002-12-23,12082,12082,11668,11827,3295,35340.0,1900000.0
2002-12-24,11255,11605,10683,11318,7820,33820.0,1900000.0
2002-12-26,12177,12177,11446,11700,16538,34960.0,1900000.0
2002-12-27,11200,11300,10600,10850,3769,20615.0,1900000.0
2002-12-30,10150,11000,10150,10900,6211,20710.0,1900000.0
2003-01-02,10550,10550,9870,9870,21149,18753.0,1900000.0
2003-01-03,9910,10100,9510,9710,6567,18449.0,1900000.0
2003-01-06,9710,9720,9430,9720,4252,18468.0,1900000.0
2003-01-07,9610,10100,9610,9950,4051,18905.0,1900000.0
2003-01-08,9700,9990,9700,9970,1997,18943.0,1900000.0
2003-01-09,9950,9970,9500,9700,3176,18430.0,1900000.0
2003-01-10,9630,9850,9310,9330,2889,17727.0,1900000.0
2003-01-13,9550,9550,9250,9250,528,17575.0,1900000.0
2003-01-14,9140,9480,9140,9450,2796,17955.0,1900000.0
2003-01-15,9590,9780,9350,9780,1201,18582.0,1900000.0
2003-01-16,9500,9850,9500,9850,910,18715.0,1900000.0
2003-01-17,9160,9850,9160,9850,1364,18715.0,1900000.0
2003-01-20,9830,9830,9240,9830,1605,18677.0,1900000.0
2003-01-21,9390,9750,9390,9700,1209,18430.0,1900000.0
2003-01-22,9500,9700,9070,9650,1786,18335.0,1900000.0
2003-01-23,9310,9500,8710,8970,6199,26910.0,3000000.0
2003-01-24,8840,8840,8100,8100,8503,24300.0,3000000.0
2003-01-27,7650,8200,7600,8080,5600,24240.0,3000000.0
2003-01-28,8100,8120,7660,8100,1638,24300.0,3000000.0
2003-01-29,7820,8520,7760,8190,4504,24570.0,3000000.0
2003-01-30,8070,8190,7580,7890,5875,23670.0,3000000.0
2003-02-03,7650,7760,7600,7610,5523,22830.0,3000000.0
2003-02-04,7610,8180,7610,7790,3654,23370.0,3000000.0
2003-02-05,7790,7830,7530,7830,2391,23490.0,3000000.0
2003-02-06,7760,8430,7540,7560,10829,22680.0,3000000.0
2003-02-07,7740,7740,7450,7550,1770,22650.0,3000000.0
2003-02-10,7630,7650,7460,7600,1111,22800.0,3000000.0
2003-02-11,7500,7700,7450,7600,1685,22800.0,3000000.0
2003-02-12,7500,7650,7500,7650,43,22950.0,3000000.0
2003-02-13,7490,7690,7490,7550,2151,22650.0,3000000.0
2003-02-14,7680,7680,7500,7670,470,23010.0,3000000.0
2003-02-17,7550,7880,7550,7800,1490,23400.0,3000000.0
2003-02-18,7800,7870,7700,7810,2118,23430.0,3000000.0
2003-02-19,7790,7890,7790,7790,174,23370.0,3000000.0
2003-02-20,7880,7880,7810,7830,541,23490.0,3000000.0
2003-02-21,7660,7900,7600,7800,797,23400.0,3000000.0
2003-02-24,8200,8200,8040,8040,79,24120.0,3000000.0
2003-02-25,7920,8030,7210,7580,1416,22740.0,3000000.0
2003-02-26,7700,7700,7660,7700,50,23100.0,3000000.0
2003-02-27,7170,7690,7160,7300,370,21900.0,3000000.0
2003-02-28,7950,7950,7250,7640,98,22920.0,3000000.0
2003-03-03,7230,7670,7230,7550,1599,22650.0,3000000.0
2003-03-04,7400,8100,7300,7890,2754,23670.0,3000000.0
2003-03-05,7770,7770,7320,7600,79,22800.0,3000000.0
2003-03-06,7500,7750,7200,7650,965,22950.0,3000000.0
2003-03-07,7350,7600,7200,7500,522,22500.0,3000000.0
2003-03-10,7150,7590,7150,7590,751,22770.0,3000000.0
2003-03-11,7120,7400,7020,7400,1944,22200.0,3000000.0
2003-03-12,7100,7480,7100,7470,363,22410.0,3000000.0
2003-03-13,7690,7690,7040,7500,1503,22500.0,3000000.0
2003-03-14,7400,7700,7150,7700,1784,23100.0,3000000.0
2003-03-17,7210,7580,7000,7100,3743,21300.0,3000000.0
2003-03-18,7120,7490,7100,7270,2741,21810.0,3000000.0
2003-03-19,7490,7600,7240,7430,2103,22290.0,3000000.0
2003-03-20,7650,7650,7130,7500,2262,22500.0,3000000.0
2003-03-21,7640,7640,7220,7550,984,22650.0,3000000.0
2003-03-24,7510,7510,7300,7490,1700,22470.0,3000000.0
2003-03-25,7100,7450,7100,7430,2407,22290.0,3000000.0
2003-03-26,7300,7400,7170,7310,1768,21930.0,3000000.0
2003-03-27,7200,7330,7120,7290,1892,21870.0,3000000.0
2003-03-28,7250,7480,7200,7480,1000,22440.0,3000000.0
2003-03-31,7290,7450,7100,7100,737,21300.0,3000000.0
2003-04-01,7100,7350,7100,7200,1424,21600.0,3000000.0
2003-04-02,7400,7560,7300,7560,466,22680.0,3000000.0
2003-04-03,7510,7550,7320,7520,2837,22560.0,3000000.0
2003-04-04,7450,7510,7200,7390,2995,22170.0,3000000.0
2003-04-07,7440,7450,7240,7300,4031,21900.0,3000000.0
2003-04-08,7360,7410,7300,7410,5416,22230.0,3000000.0
2003-04-09,7400,7400,7240,7380,3261,22140.0,3000000.0
2003-04-10,7270,7430,7240,7420,885,22260.0,3000000.0
2003-04-11,7300,7740,7300,7480,8609,22440.0,3000000.0
2003-04-14,7480,7600,7470,7590,4161,22770.0,3000000.0
2003-04-15,7570,7610,7510,7610,1466,22830.0,3000000.0
2003-04-16,7600,7790,7570,7690,4594,23070.0,3000000.0
2003-04-17,7530,7650,7530,7610,3642,22830.0,3000000.0
2003-04-18,7640,7900,7640,7880,2199,23640.0,3000000.0
2003-04-21,7740,8100,7740,8090,5498,24270.0,3000000.0
2003-04-22,8200,8490,7820,7990,3376,23970.0,3000000.0
2003-04-23,8020,8100,7860,7970,3369,23910.0,3000000.0
2003-04-24,7900,7910,7700,7800,5698,23400.0,3000000.0
2003-04-25,7710,7780,7450,7730,1571,23190.0,3000000.0
2003-04-28,7360,7980,7360,7800,1973,23400.0,3000000.0
2003-04-29,7790,7890,7680,7830,2983,23490.0,3000000.0
2003-04-30,7850,7850,7600,7650,1340,22950.0,3000000.0
2003-05-02,7530,8090,7530,7590,7955,22770.0,3000000.0
2003-05-06,7610,7800,7520,7620,3996,22860.0,3000000.0
2003-05-07,7780,7780,7510,7590,1855,22770.0,3000000.0
2003-05-09,7200,7570,7200,7560,2845,22680.0,3000000.0
2003-05-12,7450,7560,7400,7540,6307,22620.0,3000000.0
2003-05-13,7460,7580,7400,7470,3009,22410.0,3000000.0
2003-05-14,7490,7650,7360,7430,4379,22290.0,3000000.0
2003-05-15,7450,7450,7340,7440,4631,22320.0,3000000.0
2003-05-16,7400,7790,7350,7460,3246,22380.0,3000000.0
2003-05-19,7410,7600,7380,7400,13954,22200.0,3000000.0
2003-05-20,7330,7560,7300,7300,6152,21900.0,3000000.0
2003-05-21,7360,7550,7280,7380,14210,22140.0,3000000.0
2003-05-22,7400,7680,7370,7460,9705,22380.0,3000000.0
2003-05-23,7500,7590,7460,7500,2704,22500.0,3000000.0
2003-05-26,7460,7780,7460,7500,6309,22500.0,3000000.0
2003-05-27,7510,7610,7400,7490,3334,22470.0,3000000.0
2003-05-28,7450,8230,7450,8080,17023,24240.0,3000000.0
2003-05-29,8240,8240,7730,8040,6595,24120.0,3000000.0
2003-05-30,7900,8060,7610,7750,5772,23250.0,3000000.0
2003-06-02,7700,8190,7700,8170,6731,24510.0,3000000.0
2003-06-03,8100,8100,7760,7760,3566,23280.0,3000000.0
2003-06-04,7850,8240,7660,8120,9537,24360.0,3000000.0
2003-06-05,7990,8680,7920,8130,6711,24390.0,3000000.0
2003-06-09,8150,8290,8040,8050,6095,24150.0,3000000.0
2003-06-10,7970,8300,7970,8200,5130,24600.0,3000000.0
2003-06-11,8050,8260,7850,8060,5908,24180.0,3000000.0
2003-06-12,8290,8290,7900,8130,5854,24390.0,3000000.0
2003-06-13,8010,8280,8010,8260,4382,24780.0,3000000.0
2003-06-16,8150,8480,8080,8340,6239,25020.0,3000000.0
2003-06-17,8590,8590,8200,8250,5434,24750.0,3000000.0
2003-06-18,8100,8300,8100,8260,1933,24780.0,3000000.0
2003-06-19,8220,8380,8120,8140,3734,24420.0,3000000.0
2003-06-20,8080,8090,7950,8000,3171,24000.0,3000000.0
2003-06-23,7800,7850,7800,7800,3319,23400.0,3000000.0
2003-06-24,7990,8000,7500,7840,5440,23520.0,3000000.0
2003-06-25,7840,7950,7800,7850,2429,23550.0,3000000.0
2003-06-26,7960,7960,7730,7730,1597,23190.0,3000000.0
2003-06-27,7700,7790,7650,7790,1963,23370.0,3000000.0
2003-06-30,7660,7860,7600,7680,1160,23040.0,3000000.0
2003-07-01,7610,7770,7610,7640,702,22920.0,3000000.0
2003-07-02,7680,7800,7640,7750,2684,23250.0,3000000.0
2003-07-03,7760,8080,7610,7920,11040,23760.0,3000000.0
2003-07-04,7800,7880,7660,7790,6026,23370.0,3000000.0
2003-07-07,7810,7990,7750,7910,5130,23730.0,3000000.0
2003-07-08,8000,8000,7810,7900,1537,23700.0,3000000.0
2003-07-09,7790,7890,7550,7740,3786,23220.0,3000000.0
2003-07-10,7660,7780,7630,7720,3724,23160.0,3000000.0
2003-07-11,7610,7900,7610,7870,2627,23610.0,3000000.0
2003-07-14,7940,7940,7660,7780,1411,23340.0,3000000.0
2003-07-15,7790,7790,7550,7760,3772,23280.0,3000000.0
2003-07-16,7750,7860,7520,7760,9088,23280.0,3000000.0
2003-07-18,7610,7670,7540,7590,2221,22770.0,3000000.0
2003-07-21,7830,7830,7510,7600,3354,22800.0,3000000.0
2003-07-22,7210,7890,7210,7620,1108,22860.0,3000000.0
2003-07-23,7520,7690,7500,7500,1916,22500.0,3000000.0
2003-07-24,7400,7580,7380,7430,2822,22290.0,3000000.0
2003-07-25,7540,7870,7450,7600,4401,22800.0,3000000.0
2003-07-28,7600,7600,7260,7500,3234,22500.0,3000000.0
2003-07-29,7450,7620,7390,7510,3685,22530.0,3000000.0
2003-07-30,7510,7600,7440,7520,2274,22560.0,3000000.0
2003-07-31,7530,7800,7530,7530,2595,22590.0,3000000.0
2003-08-01,7550,7600,7550,7600,343,22800.0,3000000.0
2003-08-04,7650,7730,7340,7460,5447,22380.0,3000000.0
2003-08-05,7640,7670,7450,7630,2611,22890.0,3000000.0
2003-08-06,7440,7550,7400,7500,3711,22500.0,3000000.0
2003-08-07,7500,7740,7500,7590,1063,22770.0,3000000.0
2003-08-08,7480,7530,7370,7410,2326,22230.0,3000000.0
2003-08-11,7500,7630,7410,7600,1118,22800.0,3000000.0
2003-08-12,7640,7690,7500,7650,938,22950.0,3000000.0
2003-08-13,7420,7650,7420,7590,222,22770.0,3000000.0
2003-08-14,7480,7500,7400,7430,3457,22290.0,3000000.0
2003-08-18,7450,7730,7380,7480,4683,22440.0,3000000.0
2003-08-19,7630,7690,7400,7520,3268,22560.0,3000000.0
2003-08-20,7670,7670,7420,7590,1721,22770.0,3000000.0
2003-08-21,7510,7580,7040,7580,1605,22740.0,3000000.0
2003-08-22,7440,7550,7400,7420,815,22260.0,3000000.0
2003-08-25,7400,7520,7400,7400,2593,22200.0,3000000.0
2003-08-26,7360,7580,7360,7370,5131,22110.0,3000000.0
2003-08-27,7390,7670,7390,7530,1382,22590.0,3000000.0
2003-08-28,7420,7540,7400,7500,1119,22500.0,3000000.0
2003-08-29,7410,7500,7380,7380,4721,22140.0,3000000.0
2003-09-01,7270,7440,7270,7380,51,22140.0,3000000.0
2003-09-02,7500,7570,7350,7370,6342,22110.0,3000000.0
2003-09-03,7500,7500,7370,7370,2272,22110.0,3000000.0
2003-09-04,7370,7490,7370,7490,143,22470.0,3000000.0
2003-09-05,7400,7530,7310,7350,1082,22050.0,3000000.0
2003-09-08,7420,7420,7310,7310,1934,21930.0,3000000.0
2003-09-09,7350,7420,7230,7420,2638,22260.0,3000000.0
2003-09-15,7400,7410,7390,7390,689,22170.0,3000000.0
2003-09-16,7470,7630,7350,7450,2492,22350.0,3000000.0
2003-09-17,7380,7490,7380,7450,3246,22350.0,3000000.0
2003-09-18,7500,7500,7350,7400,1341,22200.0,3000000.0
2003-09-19,7390,7470,7390,7470,823,22410.0,3000000.0
2003-09-22,7450,7500,7400,7470,307,22410.0,3000000.0
2003-09-23,7450,7450,7380,7450,1521,22350.0,3000000.0
2003-09-24,7380,7490,7380,7490,767,22470.0,3000000.0
2003-09-25,7490,7490,7380,7390,2245,22170.0,3000000.0
2003-09-26,7470,7470,7290,7290,1063,21870.0,3000000.0
2003-09-29,7290,7390,7270,7270,697,21810.0,3000000.0
2003-09-30,7220,7330,7200,7330,1420,21990.0,3000000.0
2003-10-01,7290,7290,7170,7170,530,21510.0,3000000.0
2003-10-02,7180,7350,7130,7160,3055,21480.0,3000000.0
2003-10-06,7120,7350,7100,7340,835,22020.0,3000000.0
2003-10-07,7380,7380,7220,7340,219,22020.0,3000000.0
