엔에이치스팩12호(273060),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-30,2005,2040,2005,2030,10054,15245.0,7510000.0
2017-10-31,2050,2050,2005,2040,16210,15320.0,7510000.0
2017-11-01,2050,2050,2030,2030,9253,15245.0,7510000.0
2017-11-02,2040,2040,2025,2025,9013,15208.0,7510000.0
2017-11-03,2035,2035,2030,2030,8000,15245.0,7510000.0
2017-11-06,2040,2040,2020,2040,5601,15320.0,7510000.0
2017-11-07,2030,2035,2020,2020,1651,15170.0,7510000.0
2017-11-08,2030,2030,2025,2030,8001,15245.0,7510000.0
2017-11-09,2085,2085,2030,2050,10007,15396.0,7510000.0
2017-11-10,2095,2095,2010,2010,15769,15095.0,7510000.0
2017-11-13,2085,2085,2010,2065,10632,15508.0,7510000.0
2017-11-14,2090,2090,2010,2045,12706,15358.0,7510000.0
2017-11-15,2050,2050,2010,2030,1569,15245.0,7510000.0
2017-11-16,2045,2045,2000,2030,48541,15245.0,7510000.0
2017-11-17,1995,2035,1995,2000,7531,15020.0,7510000.0
2017-11-20,2095,2095,2005,2005,1689,15058.0,7510000.0
2017-11-21,2000,2040,2000,2020,1517,15170.0,7510000.0
2017-11-22,2030,2030,2000,2000,1543,15020.0,7510000.0
2017-11-23,2075,2075,2000,2000,6658,15020.0,7510000.0
2017-11-24,2045,2045,2045,2045,1,15358.0,7510000.0
2017-11-27,1995,2025,1990,1990,16347,14945.0,7510000.0
2017-11-28,2000,2020,1975,2005,12056,15058.0,7510000.0
2017-11-29,2025,2025,1970,2020,4813,15170.0,7510000.0
2017-11-30,1970,2015,1970,2000,3690,15020.0,7510000.0
2017-12-01,2025,2025,2000,2000,7,15020.0,7510000.0
2017-12-04,2020,2020,1955,1980,83438,14870.0,7510000.0
2017-12-05,1975,1985,1975,1985,4985,14907.0,7510000.0
2017-12-06,1990,1990,1980,1980,1079,14870.0,7510000.0
2017-12-07,1980,1985,1965,1985,8956,14907.0,7510000.0
2017-12-08,1990,1990,1965,1985,18003,14907.0,7510000.0
2017-12-11,1975,1980,1975,1980,10162,14870.0,7510000.0
2017-12-12,1995,1995,1990,1995,10443,14982.0,7510000.0
2017-12-13,2000,2000,1970,1995,2103,14982.0,7510000.0
2017-12-14,2000,2000,1995,1995,3901,14982.0,7510000.0
2017-12-15,2000,2000,1975,1995,1009,14982.0,7510000.0
2017-12-18,2070,2070,2010,2015,1002,15133.0,7510000.0
2017-12-19,2000,2000,2000,2000,0,15020.0,7510000.0
2017-12-20,2010,2010,1990,2010,9562,15095.0,7510000.0
2017-12-21,2020,2020,1990,2005,3872,15058.0,7510000.0
2017-12-22,2015,2015,1975,2005,7333,15058.0,7510000.0
2017-12-26,1975,2005,1975,2005,102,15058.0,7510000.0
2017-12-27,2000,2000,2000,2000,5,15020.0,7510000.0
2017-12-28,2000,2000,2000,2000,0,15020.0,7510000.0
2018-01-02,2010,2010,1975,2010,511,15095.0,7510000.0
2018-01-03,2010,2010,2010,2010,2400,15095.0,7510000.0
2018-01-04,2015,2015,1980,2010,3670,15095.0,7510000.0
2018-01-05,2020,2020,1985,2010,4664,15095.0,7510000.0
2018-01-08,1990,2015,1990,2000,3280,15020.0,7510000.0
2018-01-09,2010,2010,1975,2005,5215,15058.0,7510000.0
2018-01-10,2015,2015,1980,2005,14069,15058.0,7510000.0
2018-01-11,1990,2010,1990,2010,4685,15095.0,7510000.0
2018-01-12,2015,2015,2005,2010,1016,15095.0,7510000.0
2018-01-15,1990,2010,1990,2010,7570,15095.0,7510000.0
2018-01-16,2010,2010,1990,2010,7146,15095.0,7510000.0
2018-01-17,1995,2010,1995,1995,13270,14982.0,7510000.0
2018-01-18,1960,2045,1960,1995,17060,14982.0,7510000.0
2018-01-19,2035,2035,1995,2000,9014,15020.0,7510000.0
2018-01-22,1990,2025,1990,2005,11191,15058.0,7510000.0
2018-01-23,2025,2025,1990,2020,3242,15170.0,7510000.0
2018-01-24,2020,2020,1990,2020,1563,15170.0,7510000.0
2018-01-25,1990,2020,1990,2020,1769,15170.0,7510000.0
2018-01-26,2020,2030,1990,2020,8719,15170.0,7510000.0
2018-01-29,2030,2030,1995,2020,3333,15170.0,7510000.0
2018-01-30,2025,2025,2000,2020,2782,15170.0,7510000.0
2018-01-31,2025,2025,2025,2025,1805,15208.0,7510000.0
2018-02-01,2025,2025,2025,2025,1,15208.0,7510000.0
2018-02-02,2030,2030,2015,2020,3510,15170.0,7510000.0
2018-02-05,2035,2035,2010,2020,6030,15170.0,7510000.0
2018-02-06,2030,2030,2015,2020,2505,15170.0,7510000.0
2018-02-07,2020,2020,2020,2020,3000,15170.0,7510000.0
2018-02-08,2025,2025,1995,2010,176,15095.0,7510000.0
2018-02-09,2025,2025,2020,2020,1556,15170.0,7510000.0
2018-02-12,2025,2025,2005,2020,2116,15170.0,7510000.0
2018-02-13,2025,2025,2015,2020,5646,15170.0,7510000.0
2018-02-14,2025,2025,1995,2005,72,15058.0,7510000.0
2018-02-19,2025,2025,1990,2005,30,15058.0,7510000.0
2018-02-20,2025,2025,2010,2020,10100,15170.0,7510000.0
2018-02-21,2020,2025,2005,2020,23,15170.0,7510000.0
2018-02-22,2025,2025,2010,2015,5718,15133.0,7510000.0
2018-02-23,2045,2045,2015,2020,17,15170.0,7510000.0
2018-02-26,2035,2035,2020,2020,2102,15170.0,7510000.0
2018-02-27,2030,2030,2010,2020,1517,15170.0,7510000.0
2018-02-28,2030,2030,2010,2020,61,15170.0,7510000.0
2018-03-02,2030,2030,2015,2015,2656,15133.0,7510000.0
2018-03-05,2025,2030,2020,2025,10034,15208.0,7510000.0
2018-03-06,2025,2030,2020,2020,1543,15170.0,7510000.0
2018-03-07,1995,2020,1995,2020,3656,15170.0,7510000.0
2018-03-08,1985,2055,1985,2025,5507,15208.0,7510000.0
2018-03-09,2000,2025,2000,2025,5495,15208.0,7510000.0
2018-03-12,2000,2025,2000,2025,1964,15208.0,7510000.0
2018-03-13,2000,2025,2000,2020,202,15170.0,7510000.0
2018-03-14,2000,2025,2000,2025,117,15208.0,7510000.0
2018-03-15,2020,2025,2010,2020,1400,15170.0,7510000.0
2018-03-16,2020,2020,2020,2020,500,15170.0,7510000.0
2018-03-19,2010,2010,2005,2005,2301,15058.0,7510000.0
2018-03-20,2010,2020,2005,2020,1325,15170.0,7510000.0
2018-03-21,2025,2025,2000,2010,13174,15095.0,7510000.0
2018-03-22,2010,2015,2005,2015,1717,15133.0,7510000.0
2018-03-23,2015,2015,2015,2015,549,15133.0,7510000.0
2018-03-26,2000,2005,2000,2005,2005,15058.0,7510000.0
2018-03-27,2005,2085,1975,1995,14358,14982.0,7510000.0
2018-03-28,2005,2030,1990,2030,909,15245.0,7510000.0
2018-03-29,2020,2020,2020,2020,0,15170.0,7510000.0
2018-03-30,2025,2030,2025,2025,10600,15208.0,7510000.0
2018-04-02,1990,2080,1990,2000,1197,15020.0,7510000.0
2018-04-03,2045,2045,2015,2015,2995,15133.0,7510000.0
2018-04-04,2095,2095,2000,2015,722,15133.0,7510000.0
2018-04-05,2085,2085,2015,2025,2320,15208.0,7510000.0
2018-04-06,2045,2045,1995,2005,1268,15058.0,7510000.0
2018-04-09,2000,2020,2000,2020,1548,15170.0,7510000.0
2018-04-10,2000,2040,2000,2035,1895,15283.0,7510000.0
2018-04-11,2000,2035,1995,2035,2162,15283.0,7510000.0
2018-04-12,2000,2035,1995,2015,2408,15133.0,7510000.0
2018-04-13,2000,2020,2000,2000,1576,15020.0,7510000.0
2018-04-16,2000,2020,2000,2005,2246,15058.0,7510000.0
2018-04-17,2000,2015,1990,2015,12789,15133.0,7510000.0
2018-04-18,1990,2015,1990,2005,5081,15058.0,7510000.0
2018-04-19,1995,2000,1990,1990,11809,14945.0,7510000.0
2018-04-20,1990,2000,1990,2000,12387,15020.0,7510000.0
2018-04-23,1995,2000,1995,2000,3659,15020.0,7510000.0
2018-04-24,2010,2010,1995,2000,3706,15020.0,7510000.0
2018-04-25,1995,2010,1995,2005,2536,15058.0,7510000.0
2018-04-26,2000,2010,1995,2010,2645,15095.0,7510000.0
2018-04-27,1995,2010,1995,2000,3413,15020.0,7510000.0
2018-04-30,2010,2010,1990,2010,3537,15095.0,7510000.0
2018-05-02,1990,2010,1990,2000,2101,15020.0,7510000.0
2018-05-03,2005,2005,1985,1990,2123,14945.0,7510000.0
2018-05-04,2005,2005,1985,1990,2393,14945.0,7510000.0
2018-05-08,1995,2000,1990,1995,2708,14982.0,7510000.0
2018-05-09,1990,2000,1990,2000,1266,15020.0,7510000.0
2018-05-10,2000,2000,1990,2000,3014,15020.0,7510000.0
2018-05-11,1990,2005,1990,2005,17576,15058.0,7510000.0
2018-05-14,1990,2000,1990,1995,2893,14982.0,7510000.0
2018-05-15,1995,2000,1990,2000,2947,15020.0,7510000.0
2018-05-16,2000,2000,2000,2000,947,15020.0,7510000.0
2018-05-17,1990,2010,1990,2000,5702,15020.0,7510000.0
2018-05-18,2005,2005,1995,2000,27270,15020.0,7510000.0
2018-05-21,2010,2010,2000,2000,700,15020.0,7510000.0
2018-05-23,2010,2010,2000,2000,2237,15020.0,7510000.0
2018-05-24,2010,2010,2000,2000,229,15020.0,7510000.0
2018-05-25,2010,2010,2000,2005,12876,15058.0,7510000.0
2018-05-28,2010,2010,2000,2005,9662,15058.0,7510000.0
2018-05-29,2010,2020,2000,2010,8752,15095.0,7510000.0
2018-05-30,2020,2020,2000,2010,4194,15095.0,7510000.0
2018-05-31,2005,2030,2000,2015,6039,15133.0,7510000.0
2018-06-01,2030,2030,2010,2030,3314,15245.0,7510000.0
2018-06-04,2055,2055,2035,2045,1595,15358.0,7510000.0
2018-06-05,2030,2045,2010,2030,4812,15245.0,7510000.0
2018-06-07,2040,2040,2020,2040,87,15320.0,7510000.0
2018-06-08,2005,2040,2005,2020,7853,15170.0,7510000.0
2018-06-11,2035,2035,2010,2025,2977,15208.0,7510000.0
2018-06-12,2010,2030,2010,2010,11835,15095.0,7510000.0
2018-06-14,2030,2030,2010,2010,6201,15095.0,7510000.0
2018-06-15,2005,2030,2005,2005,8748,15058.0,7510000.0
2018-06-18,2010,2030,2010,2015,1245,15133.0,7510000.0
2018-06-19,2010,2030,2010,2020,1356,15170.0,7510000.0
2018-06-20,2030,2030,2005,2020,413,15170.0,7510000.0
2018-06-21,2030,2030,2020,2020,2401,15170.0,7510000.0
2018-06-22,2030,2045,2030,2045,244,15358.0,7510000.0
2018-06-25,2030,2030,2030,2030,228,15245.0,7510000.0
2018-06-26,2045,2045,2030,2045,239,15358.0,7510000.0
2018-06-27,2025,2045,2010,2045,701,15358.0,7510000.0
2018-06-28,2045,2045,2045,2045,0,15358.0,7510000.0
2018-06-29,2010,2045,2010,2045,29,15358.0,7510000.0
2018-07-02,2025,2045,2025,2045,201,15358.0,7510000.0
2018-07-03,2030,2055,2030,2055,3324,15433.0,7510000.0
2018-07-04,2015,2055,2015,2055,2,15433.0,7510000.0
2018-07-05,2030,2055,2030,2055,1607,15433.0,7510000.0
2018-07-06,2045,2055,2045,2055,2703,15433.0,7510000.0
2018-07-09,2040,2055,2015,2055,2496,15433.0,7510000.0
2018-07-10,2015,2055,2015,2055,968,15433.0,7510000.0
2018-07-11,2060,2060,2055,2060,928,15471.0,7510000.0
2018-07-12,2060,2060,2060,2060,27,15471.0,7510000.0
2018-07-13,2020,2060,2020,2060,4171,15471.0,7510000.0
2018-07-16,2035,2040,2035,2040,3290,15320.0,7510000.0
2018-07-17,2040,2055,2020,2020,24597,15170.0,7510000.0
2018-07-18,2055,2055,2020,2025,5289,15208.0,7510000.0
2018-07-19,2030,2035,2025,2025,5800,15208.0,7510000.0
2018-07-20,2020,2020,2020,2020,800,15170.0,7510000.0
2018-07-23,2050,2050,2020,2050,1365,15396.0,7510000.0
2018-07-24,2025,2050,2025,2025,814,15208.0,7510000.0
2018-07-25,2050,2050,2025,2050,884,15396.0,7510000.0
2018-07-26,2025,2050,2020,2045,1212,15358.0,7510000.0
2018-07-27,2050,2050,2020,2050,4754,15396.0,7510000.0
2018-07-30,2050,2050,2050,2050,0,15396.0,7510000.0
2018-07-31,2025,2050,2025,2050,105,15396.0,7510000.0
2018-08-01,2025,2050,2025,2025,917,15208.0,7510000.0
2018-08-02,2050,2050,2025,2050,1444,15396.0,7510000.0
2018-08-03,2025,2050,2025,2050,31,15396.0,7510000.0
2018-08-06,2030,2050,2030,2050,1619,15396.0,7510000.0
2018-08-07,2025,2050,2020,2020,17367,15170.0,7510000.0
2018-08-08,2045,2045,2045,2045,62,15358.0,7510000.0
2018-08-09,2040,2040,2040,2040,732,15320.0,7510000.0
2018-08-10,2045,2045,2045,2045,51,15358.0,7510000.0
2018-08-13,2045,2045,2045,2045,600,15358.0,7510000.0
2018-08-14,2045,2045,2045,2045,0,,
2018-08-16,2020,2045,2020,2045,29,15358.0,7510000.0
2018-08-17,2025,2045,2025,2045,29,15358.0,7510000.0
2018-08-20,2045,2045,2045,2045,5,15358.0,7510000.0
2018-08-21,2045,2045,2045,2045,300,15358.0,7510000.0
2018-08-22,2045,2045,2045,2045,0,,
2018-08-23,2045,2045,2025,2045,290,15358.0,7510000.0
2018-08-24,2045,2050,2045,2050,248,15396.0,7510000.0
2018-08-27,2050,2060,2050,2050,6003,15396.0,7510000.0
2018-08-28,2060,2075,2050,2070,65701,15546.0,7510000.0
2018-08-29,2050,2070,2050,2070,103,15546.0,7510000.0
2018-08-30,2065,2070,2045,2070,2588,15546.0,7510000.0
2018-08-31,2050,2070,2050,2065,42,15508.0,7510000.0
2018-09-03,2065,2065,2030,2065,22,15508.0,7510000.0
2018-09-04,2050,2070,2050,2065,5485,15508.0,7510000.0
2018-09-05,2065,2080,2045,2070,4189,15546.0,7510000.0
2018-09-06,2045,2140,2045,2060,3682,15471.0,7510000.0
2018-09-07,2045,2065,2045,2055,828,15433.0,7510000.0
2018-09-10,2055,2055,2035,2035,30178,15283.0,7510000.0
2018-09-11,2040,2075,2040,2075,204,15583.0,7510000.0
2018-09-12,2070,2070,2070,2070,0,15546.0,7510000.0
2018-09-13,2040,2070,2040,2040,701,15320.0,7510000.0
2018-09-14,2040,2065,2040,2040,120,15320.0,7510000.0
2018-09-17,2040,2045,2035,2045,93,15358.0,7510000.0
2018-09-18,2040,2095,2040,2095,29,15733.0,7510000.0
2018-09-19,2075,2075,2075,2075,1,15583.0,7510000.0
2018-09-20,2070,2075,2070,2070,1684,15546.0,7510000.0
2018-09-21,2090,2090,2040,2085,62,15658.0,7510000.0
2018-09-27,2080,2080,2040,2040,770,15320.0,7510000.0
2018-09-28,2070,2190,2045,2190,5160,16447.0,7510000.0
2018-10-01,2150,2150,2055,2080,621,15621.0,7510000.0
2018-10-02,2075,2100,2050,2100,523,15771.0,7510000.0
2018-10-04,2050,2095,2050,2095,15,15733.0,7510000.0
2018-10-05,2095,2135,2050,2065,460,15508.0,7510000.0
2018-10-08,2070,2070,2070,2070,0,15546.0,7510000.0
2018-10-10,2070,2070,2045,2070,444,15546.0,7510000.0
2018-10-11,2030,2110,2005,2110,13050,15846.0,7510000.0
2018-10-12,2110,2110,2030,2035,3033,15283.0,7510000.0
2018-10-15,2040,2050,2035,2035,1928,15283.0,7510000.0
2018-10-16,2040,2060,2040,2060,2410,15471.0,7510000.0
2018-10-17,2050,2060,2035,2055,3916,15433.0,7510000.0
2018-10-18,2055,2055,2055,2055,300,15433.0,7510000.0
2018-10-19,2035,2045,2035,2045,4300,15358.0,7510000.0
2018-10-22,2045,2045,2045,2045,791,15358.0,7510000.0
2018-10-23,2045,2045,2040,2040,503000,15320.0,7510000.0
2018-10-24,2040,2040,2040,2040,5577,15320.0,7510000.0
2018-10-25,2035,2040,2035,2040,6549,15320.0,7510000.0
2018-10-26,2040,2040,2035,2035,9567,15283.0,7510000.0
2018-10-29,2040,2040,2040,2040,0,15320.0,7510000.0
2018-10-30,2035,2050,2030,2050,90746,15396.0,7510000.0
2018-10-31,2030,2030,2025,2025,18765,15208.0,7510000.0
2018-11-01,2030,2035,2030,2030,5750,15245.0,7510000.0
2018-11-02,2030,2030,2025,2030,5101,15245.0,7510000.0
2018-11-05,2030,2030,2030,2030,6551,15245.0,7510000.0
2018-11-06,2030,2030,2030,2030,10000,15245.0,7510000.0
2018-11-07,2030,2030,2025,2030,9034,15245.0,7510000.0
2018-11-08,2030,2045,2025,2045,20356,15358.0,7510000.0
2018-11-09,2030,2040,2030,2030,29037,15245.0,7510000.0
2018-11-12,2030,2030,2030,2030,6445,15245.0,7510000.0
2018-11-13,2025,2030,2025,2030,161316,15245.0,7510000.0
2018-11-14,2045,2045,2045,2045,10,15358.0,7510000.0
2018-11-15,2030,2060,2030,2060,5,15471.0,7510000.0
2018-11-16,2025,2040,2025,2040,106001,15320.0,7510000.0
2018-11-19,2040,2040,2030,2030,5000,15245.0,7510000.0
2018-11-20,2035,2035,2035,2035,0,15283.0,7510000.0
2018-11-21,2035,2035,2035,2035,0,15283.0,7510000.0
2018-11-22,2045,2045,2045,2045,10000,15358.0,7510000.0
2018-11-23,2045,2045,2045,2045,0,,
2018-11-26,2035,2035,2035,2035,2501,15283.0,7510000.0
2018-11-27,2040,2040,2040,2040,0,,
2018-11-28,2040,2040,2040,2040,0,15320.0,7510000.0
2018-11-29,2040,2040,2040,2040,0,,
2018-11-30,2040,2040,2040,2040,0,,
2018-12-03,2040,2040,2040,2040,0,,
2018-12-04,2040,2040,2040,2040,350,15320.0,7510000.0
2018-12-05,2040,2040,2040,2040,6820,15320.0,7510000.0
2018-12-06,2040,2040,2040,2040,10218,15320.0,7510000.0
2018-12-07,2040,2040,2040,2040,0,,
2018-12-10,2030,2045,2030,2045,19867,15358.0,7510000.0
2018-12-11,2045,2045,2045,2045,0,,
2018-12-12,2045,2045,2045,2045,45540,15358.0,7510000.0
2018-12-13,2045,2045,2045,2045,0,,
2018-12-14,2045,2045,2045,2045,5000,15358.0,7510000.0
2018-12-17,2040,2040,2040,2040,0,15320.0,7510000.0
2018-12-18,2040,2040,2040,2040,0,,
2018-12-19,2030,2030,2030,2030,668,15245.0,7510000.0
2018-12-20,2020,2035,2015,2035,4743,15283.0,7510000.0
2018-12-21,2035,2035,2035,2035,0,,
2018-12-24,2030,2030,2030,2030,200,15245.0,7510000.0
2018-12-26,2030,2030,2030,2030,0,15245.0,7510000.0
2018-12-27,2030,2030,2030,2030,0,,
2018-12-28,2020,2030,2020,2030,4377,15245.0,7510000.0
2019-01-02,2025,2025,2025,2025,10,15208.0,7510000.0
2019-01-03,2025,2025,2020,2020,6441,15170.0,7510000.0
2019-01-04,2025,2025,2025,2025,100,15208.0,7510000.0
2019-01-07,2045,2045,2045,2045,1,15358.0,7510000.0
2019-01-08,2045,2045,2045,2045,0,,
2019-01-09,2040,2045,2040,2045,21,15358.0,7510000.0
2019-01-10,2045,2045,2045,2045,48,15358.0,7510000.0
2019-01-11,2040,2040,2040,2040,0,,
2019-01-14,2045,2045,2020,2040,3,15320.0,7510000.0
2019-01-15,2020,2040,2020,2040,1109,15320.0,7510000.0
2019-01-16,2035,2035,2035,2035,0,15283.0,7510000.0
2019-01-17,2035,2035,2035,2035,0,,
2019-01-18,2030,2040,2030,2040,1610,15320.0,7510000.0
2019-01-21,2025,2040,2025,2040,2122,15320.0,7510000.0
2019-01-22,2035,2035,2020,2030,6115,15245.0,7510000.0
2019-01-23,2040,2040,2040,2040,1,15320.0,7510000.0
2019-01-24,2025,2035,2025,2035,416,15283.0,7510000.0
2019-01-25,2020,2060,2020,2055,2949,15433.0,7510000.0
2019-01-28,2055,2055,2055,2055,0,15433.0,7510000.0
2019-01-29,2055,2055,2055,2055,0,,
2019-01-30,2040,2055,2025,2055,29,15433.0,7510000.0
2019-01-31,2050,2055,2050,2050,941,15396.0,7510000.0
2019-02-01,2030,2050,2030,2050,1304,15396.0,7510000.0
2019-02-07,2025,2050,2025,2050,50,15396.0,7510000.0
2019-02-08,2050,2050,2050,2050,0,,
2019-02-11,2050,2060,2050,2055,4812,15433.0,7510000.0
2019-02-12,2060,2060,2050,2060,1966,15471.0,7510000.0
2019-02-13,2065,2065,2065,2065,1,15508.0,7510000.0
2019-02-14,2065,2065,2065,2065,3108,15508.0,7510000.0
2019-02-15,2070,2070,2070,2070,1,15546.0,7510000.0
2019-02-18,2070,2070,2070,2070,0,15546.0,7510000.0
2019-02-19,2070,2070,2070,2070,0,,
2019-02-20,2060,2070,2060,2065,502,15508.0,7510000.0
2019-02-21,2070,2070,2060,2065,62,15508.0,7510000.0
2019-02-22,2075,2075,2050,2065,20836,15508.0,7510000.0
2019-02-25,2070,2070,2070,2070,1,,
2019-02-26,2065,2065,2065,2065,0,15508.0,7510000.0
2019-02-27,2070,2070,2045,2065,312,15508.0,7510000.0
2019-02-28,2030,2075,2030,2075,2883,15583.0,7510000.0
2019-03-04,2045,2075,2040,2065,4761,15508.0,7510000.0
2019-03-05,2075,2075,2050,2070,330,15546.0,7510000.0
2019-03-06,2075,2075,2035,2075,473,15583.0,7510000.0
2019-03-07,2035,2075,2035,2070,520,15546.0,7510000.0
2019-03-08,2050,2070,2050,2070,1010,15546.0,7510000.0
2019-03-11,2075,2075,2075,2075,1,15583.0,7510000.0
2019-03-12,2070,2075,2070,2075,201,15583.0,7510000.0
2019-03-13,2070,2075,2070,2070,15374,15546.0,7510000.0
2019-03-14,2035,2075,2035,2065,960,15508.0,7510000.0
2019-03-15,2070,2070,2065,2070,625327,15546.0,7510000.0
2019-03-18,2070,2075,2065,2065,2284,15508.0,7510000.0
2019-03-19,2075,2090,2075,2090,254,15696.0,7510000.0
2019-03-20,2100,2100,2060,2095,5116,15733.0,7510000.0
2019-03-21,2100,2110,2065,2100,45,15771.0,7510000.0
2019-03-22,2090,2090,2040,2090,13000,15696.0,7510000.0
2019-03-25,2090,2090,2090,2090,2,15696.0,7510000.0
2019-03-26,2090,2090,2090,2090,0,15696.0,7510000.0
2019-03-27,2065,2130,2065,2095,20769,15733.0,7510000.0
2019-03-28,2125,2125,2100,2115,5,15884.0,7510000.0
2019-03-29,2070,2100,2070,2080,103,15621.0,7510000.0
2019-04-01,2090,2090,2090,2090,625001,15696.0,7510000.0
2019-04-02,2080,2080,2080,2080,382,15621.0,7510000.0
2019-04-03,2090,2095,2085,2095,3880,15733.0,7510000.0
2019-04-04,2105,2110,2095,2110,531,15846.0,7510000.0
2019-04-05,2080,2105,2080,2105,2501,15809.0,7510000.0
2019-04-08,2100,2100,2090,2100,1539,15771.0,7510000.0
2019-04-09,2085,2100,2085,2100,1364,15771.0,7510000.0
2019-04-10,2100,2150,2090,2125,364,15959.0,7510000.0
2019-04-11,2160,2160,2160,2160,1,16222.0,7510000.0
2019-04-12,2150,2190,2080,2150,112915,16146.0,7510000.0
2019-04-15,2190,2190,2100,2145,27747,16109.0,7510000.0
2019-04-16,2170,2170,2045,2110,25218,15846.0,7510000.0
2019-04-17,2140,2140,2085,2125,9514,15959.0,7510000.0
2019-04-18,2140,2140,2075,2080,34520,15621.0,7510000.0
2019-04-19,2125,2125,2070,2125,26565,15959.0,7510000.0
2019-04-22,2125,2145,2070,2145,2681,16109.0,7510000.0
2019-04-23,2080,2140,2080,2130,1496,15996.0,7510000.0
2019-04-24,2070,2140,2070,2130,401,15996.0,7510000.0
2019-04-25,2140,2140,2085,2140,106,16071.0,7510000.0
2019-04-26,2145,2145,2100,2140,730,16071.0,7510000.0
2019-04-29,2145,2145,2065,2130,5558,15996.0,7510000.0
2019-04-30,2130,2145,2100,2140,1693,16071.0,7510000.0
2019-05-02,2135,2135,2135,2135,1,16034.0,7510000.0
2019-05-03,2105,2130,2075,2130,18439,15996.0,7510000.0
2019-05-07,2095,2130,2080,2125,1363,15959.0,7510000.0
2019-05-08,2120,2125,2100,2125,5402,15959.0,7510000.0
2019-05-09,2070,2130,2070,2130,25333,15996.0,7510000.0
2019-05-10,2090,2125,2090,2125,961,15959.0,7510000.0
2019-05-13,2125,2125,2125,2125,20,15959.0,7510000.0
2019-05-14,2125,2210,2105,2140,43593,16071.0,7510000.0
2019-05-15,2160,2160,2090,2105,6534,15809.0,7510000.0
2019-05-16,2185,2185,2110,2140,2736,16071.0,7510000.0
