디알젬(263690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-22,10800,11400,10550,11350,786371,128546.0,11325610.0
2019-03-25,11050,11300,10500,10500,521626,118919.0,11325610.0
2019-03-26,10700,11150,10550,11050,409392,125148.0,11325610.0
2019-03-27,11150,11300,10850,11150,481195,126281.0,11325610.0
2019-03-28,11400,11450,10050,10100,751264,114389.0,11325610.0
2019-03-29,10200,10350,9320,9790,439922,110878.0,11325610.0
2019-04-01,9810,10050,9600,9800,292466,110991.0,11325610.0
2019-04-02,10100,11600,10000,10600,2894692,120051.0,11325610.0
2019-04-03,10550,10650,10200,10350,473179,117220.0,11325610.0
2019-04-04,10400,10900,10250,10850,846832,122883.0,11325610.0
2019-04-05,10850,11200,10500,10850,663528,122883.0,11325610.0
2019-04-08,11600,14100,11550,13750,7079937,155727.0,11325610.0
2019-04-09,13650,13700,12850,13200,2213601,149498.0,11325610.0
2019-04-10,13450,16500,13100,14750,10651960,167053.0,11325610.0
2019-04-11,14700,15150,14500,15000,1874313,169884.0,11325610.0
2019-04-12,15050,16450,14250,14800,3850136,167619.0,11325610.0
2019-04-15,15100,15150,14000,14000,989019,158559.0,11325610.0
2019-04-16,14050,14400,13600,13800,904557,156293.0,11325610.0
2019-04-17,13900,14400,13800,14100,876490,159691.0,11325610.0
2019-04-18,13950,14100,13200,13250,451236,150064.0,11325610.0
2019-04-19,13450,13650,13250,13350,335039,151197.0,11325610.0
2019-04-22,13450,14050,13300,13550,682936,153462.0,11325610.0
2019-04-23,13600,13900,13400,13600,425492,154028.0,11325610.0
2019-04-24,13700,13900,12950,12950,337146,146667.0,11325610.0
2019-04-25,12950,13450,12750,12900,284079,146100.0,11325610.0
2019-04-26,12900,13400,12550,12900,312975,146100.0,11325610.0
2019-04-29,12900,13650,12650,13400,363664,151763.0,11325610.0
2019-04-30,13550,14200,13450,13650,555954,154595.0,11325610.0
2019-05-02,13800,14000,13550,13850,281957,156860.0,11325610.0
2019-05-03,14050,14800,13650,13700,719330,155161.0,11325610.0
2019-05-07,13350,13400,12900,13000,258403,147233.0,11325610.0
2019-05-08,12800,12850,12000,12150,335151,137606.0,11325610.0
2019-05-09,12350,12550,11400,11600,390028,131377.0,11325610.0
2019-05-10,11600,11800,11350,11500,174815,130245.0,11325610.0
2019-05-13,11500,11750,11250,11400,125149,129112.0,11325610.0
2019-05-14,11100,11950,10950,11600,195870,131377.0,11325610.0
2019-05-15,11650,11900,11450,11450,180049,129678.0,11325610.0
2019-05-16,11500,11650,11150,11300,176235,127979.0,11325610.0
2019-05-17,11300,11850,11000,11200,162542,126847.0,11325610.0
2019-05-20,11150,11300,10600,10650,156243,120618.0,11325610.0
2019-05-21,10650,11700,10650,11300,320758,127979.0,11325610.0
2019-05-22,11350,11550,10850,11300,170052,127979.0,11325610.0
2019-05-23,11450,11750,10600,10600,220262,120051.0,11325610.0
2019-05-24,10400,10600,10300,10350,129218,117220.0,11325610.0
2019-05-27,10200,10550,10200,10350,135828,117220.0,11325610.0
2019-05-28,10550,10800,10350,10650,90917,120618.0,11325610.0
2019-05-29,10600,10700,10150,10250,93606,116088.0,11325610.0
2019-05-30,10200,10400,9970,9990,128225,113143.0,11325610.0
2019-05-31,10050,10400,9990,10150,119714,114955.0,11325610.0
2019-06-03,10050,10400,10000,10300,74910,116654.0,11325610.0
2019-06-04,10400,10700,10000,10050,102389,113822.0,11325610.0
2019-06-05,10150,10250,10000,10050,65214,113822.0,11325610.0
2019-06-07,10200,10550,10100,10300,94762,116654.0,11325610.0
2019-06-10,10400,10550,10150,10500,111314,118919.0,11325610.0
2019-06-11,10500,10550,10300,10500,87849,118919.0,11325610.0
2019-06-12,10500,10950,10200,10250,216181,116088.0,11325610.0
2019-06-13,10250,12500,9980,10100,5105006,114389.0,11325610.0
2019-06-14,10200,10300,9050,9050,1617511,102497.0,11325610.0
2019-06-17,9020,9110,8160,8270,884288,93663.0,11325610.0
2019-06-18,8300,8470,8130,8160,420648,92417.0,11325610.0
2019-06-19,8160,8220,8050,8170,284670,92530.0,11325610.0
2019-06-20,8320,8540,8250,8410,377339,95248.0,11325610.0
2019-06-21,8430,8500,8290,8370,152719,94795.0,11325610.0
2019-06-24,8340,8390,8170,8170,162708,92530.0,11325610.0
2019-06-25,8170,8290,8090,8090,106335,91624.0,11325610.0
2019-06-26,8100,8190,8030,8050,114370,91171.0,11325610.0
2019-06-27,8050,8230,7530,7900,163801,89472.0,11325610.0
2019-06-28,7870,7990,7740,7910,113971,89586.0,11325610.0
2019-07-01,7920,8120,7860,7990,85435,90492.0,11325610.0
2019-07-02,8020,8160,8000,8030,73775,90945.0,11325610.0
2019-07-03,8000,8080,7830,7880,72908,89246.0,11325610.0
2019-07-04,7840,7910,7530,7700,108508,87207.0,11325610.0
2019-07-05,7700,7980,7670,7980,87734,90378.0,11325610.0
2019-07-08,7880,7980,7490,7490,112064,84829.0,11325610.0
2019-07-09,7470,7660,7390,7390,108439,83696.0,11325610.0
2019-07-10,7330,7730,7330,7710,141324,87320.0,11325610.0
2019-07-11,7780,7870,7700,7700,67758,87207.0,11325610.0
2019-07-12,7720,8010,7640,7730,107723,87547.0,11325610.0
2019-07-15,7750,7910,7650,7740,62410,87660.0,11325610.0
2019-07-16,7570,7730,7450,7470,80531,84602.0,11325610.0
2019-07-17,7470,7520,7220,7250,84384,82111.0,11325610.0
2019-07-18,7170,7310,7130,7180,54208,81318.0,11325610.0
2019-07-19,7150,7440,7150,7260,70493,82224.0,11325610.0
2019-07-22,7210,7430,7210,7370,48262,83470.0,11325610.0
2019-07-23,7310,7420,7080,7080,81887,80185.0,11325610.0
2019-07-24,7130,7210,7000,7040,73292,79732.0,11325610.0
2019-07-25,6980,8100,6870,6950,1246536,78713.0,11325610.0
2019-07-26,6950,6990,6400,6500,403993,73616.0,11325610.0
2019-07-29,6500,6730,6340,6340,190082,71804.0,11325610.0
2019-07-30,6200,6790,6200,6600,169854,74749.0,11325610.0
2019-07-31,6530,6750,6400,6660,65104,75429.0,11325610.0
2019-08-01,6660,6820,6510,6600,65409,74749.0,11325610.0
2019-08-02,6450,6840,6380,6840,158881,77467.0,11325610.0
2019-08-05,7200,7200,5800,5800,367583,65689.0,11325610.0
2019-08-06,5600,5930,5100,5230,246970,59233.0,11325610.0
2019-08-07,5140,5530,5140,5500,196453,62291.0,11325610.0
2019-08-08,5500,5840,5500,5670,88737,64216.0,11325610.0
2019-08-09,5700,5930,5700,5890,68341,66708.0,11325610.0
2019-08-12,5850,6050,5770,5920,48679,67048.0,11325610.0
2019-08-13,5820,5990,5820,5950,43049,67387.0,11325610.0
2019-08-14,6050,6290,5930,6030,127767,68293.0,11325610.0
2019-08-16,5980,6030,5810,5990,62888,67840.0,11325610.0
2019-08-19,6000,6020,5890,5940,54717,67274.0,11325610.0
2019-08-20,5930,6110,5910,6050,83556,68520.0,11325610.0
2019-08-21,6070,6270,6010,6200,102917,70219.0,11325610.0
2019-08-22,6200,6320,6040,6080,83644,68860.0,11325610.0
2019-08-23,6070,6170,5860,5860,114633,66368.0,11325610.0
2019-08-26,5620,5730,5410,5430,77186,61498.0,11325610.0
2019-08-27,5470,5680,5470,5520,42863,62517.0,11325610.0
2019-08-28,5520,5760,5510,5760,63570,65236.0,11325610.0
2019-08-29,5760,5840,5610,5610,44455,63537.0,11325610.0
2019-08-30,5650,7050,5650,6620,3612095,74976.0,11325610.0
2019-09-02,6540,6730,6510,6680,435278,75655.0,11325610.0
2019-09-03,6670,6860,6440,6830,531511,77354.0,11325610.0
2019-09-04,6900,7020,6610,6630,453487,75089.0,11325610.0
2019-09-05,6670,6820,6560,6760,187464,76561.0,11325610.0
2019-09-06,6770,6850,6500,6500,247898,73616.0,11325610.0
2019-09-09,6510,7360,6500,7120,1815597,80638.0,11325610.0
2019-09-10,7030,7050,6820,6930,351456,78486.0,11325610.0
2019-09-11,6910,7220,6880,7070,598475,80072.0,11325610.0
2019-09-16,7090,7230,7000,7000,181114,79279.0,11325610.0
2019-09-17,6910,7880,6850,7550,1648263,85508.0,11325610.0
2019-09-18,7540,7540,7300,7330,252942,83017.0,11325610.0
2019-09-19,7300,7420,7070,7150,177279,80978.0,11325610.0
2019-09-20,7180,7320,7100,7320,129164,82903.0,11325610.0
2019-09-23,7260,7320,7160,7200,70106,81544.0,11325610.0
2019-09-24,7120,7290,7100,7190,80701,81431.0,11325610.0
2019-09-25,7200,7240,6950,6950,122114,78713.0,11325610.0
2019-09-26,7030,7160,6900,7020,115500,79506.0,11325610.0
2019-09-27,7020,8390,6950,7300,1818517,82677.0,11325610.0
2019-09-30,7300,7450,7120,7350,332457,83243.0,11325610.0
2019-10-01,7220,7780,7220,7420,514363,84036.0,11325610.0
2019-10-02,7400,7420,7150,7170,176440,81205.0,11325610.0
2019-10-04,7100,7200,6900,6990,121203,79166.0,11325610.0
2019-10-07,6980,7210,6950,7100,113289,80412.0,11325610.0
