인텍플러스(064290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-10-20,4110,4190,3850,3850,87777,35056.0,9105333.0
2011-10-21,3925,4015,3855,3945,76632,35921.0,9105333.0
2011-10-24,4150,4280,4025,4115,91659,37468.0,9105333.0
2011-10-25,4165,4320,4045,4060,93511,36968.0,9105333.0
2011-10-26,4000,4120,3970,4110,82500,37423.0,9105333.0
2011-10-27,4190,4260,4110,4215,117455,38379.0,9105333.0
2011-10-28,4330,4400,4110,4135,109624,37651.0,9105333.0
2011-10-31,4175,4225,3995,4015,66444,36558.0,9105333.0
2011-11-01,3900,4030,3870,3980,36005,36239.0,9105333.0
2011-11-02,3800,4385,3770,4050,92952,36877.0,9105333.0
2011-11-03,4075,4140,3950,3965,91018,36103.0,9105333.0
2011-11-04,4050,4270,4050,4180,99161,38060.0,9105333.0
2011-11-07,4260,4685,4190,4580,297994,41702.0,9105333.0
2011-11-08,4580,4600,4340,4340,136213,39517.0,9105333.0
2011-11-09,4375,4460,4220,4240,69331,38607.0,9105333.0
2011-11-10,4030,4050,3875,3900,133916,35511.0,9105333.0
2011-11-11,3960,4090,3960,3975,88148,36194.0,9105333.0
2011-11-14,4170,4340,4030,4115,165425,37468.0,9105333.0
2011-11-15,4075,4130,3970,4085,108580,37195.0,9105333.0
2011-11-16,4155,4170,3900,4000,106219,36421.0,9105333.0
2011-11-17,3980,4040,3880,4010,37100,36512.0,9105333.0
2011-11-18,3950,3970,3845,3950,74779,35966.0,9105333.0
2011-11-21,3990,3990,3860,3880,35653,35329.0,9105333.0
2011-11-22,3750,3980,3750,3895,41383,35465.0,9105333.0
2011-11-23,4000,4000,3800,3880,41772,35329.0,9105333.0
2011-11-24,3800,4290,3745,4190,179037,38151.0,9105333.0
2011-11-25,4190,4390,4100,4150,237946,37787.0,9105333.0
2011-11-28,4220,4365,4205,4270,214807,38880.0,9105333.0
2011-11-29,4355,4910,4295,4910,662719,44707.0,9105333.0
2011-11-30,5220,5500,5110,5190,1688584,47257.0,9105333.0
2011-12-01,5320,5760,5200,5400,1310686,49169.0,9105333.0
2011-12-02,5530,5900,5450,5610,1084795,51081.0,9105333.0
2011-12-05,5650,5760,5420,5610,531798,51081.0,9105333.0
2011-12-06,5660,5660,5190,5230,550332,47621.0,9105333.0
2011-12-07,5350,6010,5150,6010,837223,54723.0,9105333.0
2011-12-08,6200,6840,6090,6540,1712551,59549.0,9105333.0
2011-12-09,6380,6530,6210,6300,529670,57364.0,9105333.0
2011-12-12,6500,6610,6130,6320,612535,57546.0,9105333.0
2011-12-13,6250,6570,6020,6020,420790,54814.0,9105333.0
2011-12-14,6020,6150,5550,5630,334415,51263.0,9105333.0
2011-12-15,5580,5890,5380,5710,262149,51991.0,9105333.0
2011-12-16,5770,5770,5360,5470,241735,49806.0,9105333.0
2011-12-19,5550,5550,4670,4875,365054,44388.0,9105333.0
2011-12-20,4830,5210,4830,5080,213492,46255.0,9105333.0
2011-12-21,5200,5390,5170,5210,185555,47439.0,9105333.0
2011-12-22,5320,5390,5150,5280,161248,48076.0,9105333.0
2011-12-23,5330,5360,5170,5180,115784,47166.0,9105333.0
2011-12-26,5280,5280,5100,5150,84868,46892.0,9105333.0
2011-12-27,5180,5340,5070,5340,135646,48622.0,9105333.0
2011-12-28,5340,5410,5220,5300,76929,48258.0,9105333.0
2011-12-29,5330,5370,5150,5270,67705,47985.0,9105333.0
2012-01-02,5340,5340,5060,5110,119673,46528.0,9105333.0
2012-01-03,5160,5480,5110,5420,257054,49351.0,9105333.0
2012-01-04,5470,5850,5340,5640,361152,51354.0,9105333.0
2012-01-05,5750,5770,5570,5700,120066,51900.0,9105333.0
2012-01-06,5820,5910,5620,5660,292762,51536.0,9105333.0
2012-01-09,5660,5800,5560,5670,127704,51627.0,9105333.0
2012-01-10,5760,6100,5750,6040,314538,54996.0,9105333.0
2012-01-11,6070,6100,5830,5840,174857,53175.0,9105333.0
2012-01-12,5870,6120,5800,5880,168078,53539.0,9105333.0
2012-01-13,5850,5950,5660,5670,174966,51627.0,9105333.0
2012-01-16,5620,5670,5350,5460,159625,49715.0,9105333.0
2012-01-17,5480,5650,5390,5410,191182,49260.0,9105333.0
2012-01-18,5410,5480,5330,5370,76364,48896.0,9105333.0
2012-01-19,5390,5500,5230,5330,98607,48531.0,9105333.0
2012-01-20,5250,5430,5080,5160,155752,46984.0,9105333.0
2012-01-25,5200,5340,5150,5150,73294,46892.0,9105333.0
2012-01-26,5160,5300,5160,5280,66262,48076.0,9105333.0
2012-01-27,5310,5370,5210,5280,70383,48076.0,9105333.0
2012-01-30,5320,5340,4995,5040,156502,45891.0,9105333.0
2012-01-31,4960,5170,4960,5120,71678,46619.0,9105333.0
2012-02-01,5110,5190,5060,5190,84916,47257.0,9105333.0
2012-02-02,5250,5280,5170,5170,83833,47075.0,9105333.0
2012-02-03,5170,5240,5110,5170,51346,47075.0,9105333.0
2012-02-06,5220,5330,5120,5200,136215,47348.0,9105333.0
2012-02-07,5270,5300,5090,5130,92284,46710.0,9105333.0
2012-02-08,5160,5160,4950,4965,128617,45208.0,9105333.0
2012-02-09,4960,5030,4810,4955,103812,45117.0,9105333.0
2012-02-10,4955,4980,4840,4840,138366,44070.0,9105333.0
2012-02-13,4885,4885,4780,4830,142580,43979.0,9105333.0
2012-02-14,4890,4930,4830,4870,92159,44343.0,9105333.0
2012-02-15,4875,5060,4875,4970,126431,45254.0,9105333.0
2012-02-16,4945,5110,4930,5110,114510,46528.0,9105333.0
2012-02-17,5170,5230,5120,5200,157390,47348.0,9105333.0
2012-02-20,5200,5200,5050,5080,100575,46255.0,9105333.0
2012-02-21,5090,5200,5040,5110,61135,46528.0,9105333.0
2012-02-22,5090,5100,4995,5040,92816,45891.0,9105333.0
2012-02-23,5060,5060,4920,5000,95914,45527.0,9105333.0
2012-02-24,5000,5140,5000,5100,66732,46437.0,9105333.0
2012-02-27,5060,5170,4930,4945,84623,45026.0,9105333.0
2012-02-28,4960,5050,4855,4920,116825,44798.0,9105333.0
2012-02-29,5040,5040,4910,4945,78745,45026.0,9105333.0
2012-03-02,5010,5040,4920,4925,66639,44844.0,9105333.0
2012-03-05,4925,5130,4890,5130,118343,46710.0,9105333.0
2012-03-06,5130,5750,5110,5480,837550,49897.0,9105333.0
2012-03-07,5330,5540,5250,5390,226677,49078.0,9105333.0
2012-03-08,5490,5570,5340,5350,193805,48714.0,9105333.0
2012-03-09,5450,5630,5370,5590,318028,50899.0,9105333.0
2012-03-12,5700,5930,5630,5860,636534,53357.0,9105333.0
2012-03-13,5910,5910,5690,5750,235257,52356.0,9105333.0
2012-03-14,5830,5830,5510,5510,175989,50170.0,9105333.0
2012-03-15,5570,5590,5390,5570,142906,50717.0,9105333.0
2012-03-16,5570,5640,5350,5410,207434,49260.0,9105333.0
2012-03-19,5420,5650,5370,5650,115226,51445.0,9105333.0
2012-03-20,5650,5800,5410,5410,175147,49260.0,9105333.0
2012-03-21,5410,5420,5260,5300,89208,48258.0,9105333.0
2012-03-22,5310,5350,5150,5190,79060,47257.0,9105333.0
2012-03-23,5100,5230,5030,5170,82017,47075.0,9105333.0
2012-03-26,5170,5260,4960,5020,100189,45709.0,9105333.0
2012-03-27,5030,5110,4965,5000,90140,45527.0,9105333.0
2012-03-28,5020,5060,4960,5020,55283,45709.0,9105333.0
2012-03-29,5040,5070,4825,5000,88027,45527.0,9105333.0
2012-03-30,5000,5050,4875,5050,36259,45982.0,9105333.0
2012-04-02,5080,5120,4985,5010,38933,45618.0,9105333.0
2012-04-03,5050,5100,4875,4960,43666,45162.0,9105333.0
2012-04-04,4955,4955,4600,4700,148737,42795.0,9105333.0
2012-04-05,4670,4670,4500,4540,91841,41338.0,9105333.0
2012-04-06,4510,4700,4510,4545,50976,41384.0,9105333.0
2012-04-09,4500,4585,4365,4380,49235,39881.0,9105333.0
2012-04-10,4360,4400,4020,4090,122733,37241.0,9105333.0
2012-04-12,4040,4215,4040,4095,65767,37286.0,9105333.0
2012-04-13,4195,4275,4140,4235,40468,38561.0,9105333.0
2012-04-16,4225,4290,4165,4260,33129,38789.0,9105333.0
2012-04-17,4240,4355,4220,4255,43304,38743.0,9105333.0
2012-04-18,4330,4360,4245,4315,40817,39290.0,9105333.0
2012-04-19,4395,4395,4210,4210,54885,38333.0,9105333.0
2012-04-20,4210,4260,4105,4180,24252,38060.0,9105333.0
2012-04-23,4200,4230,4045,4050,49095,36877.0,9105333.0
2012-04-24,4050,4175,3870,3885,74378,35374.0,9105333.0
2012-04-25,3900,3995,3880,3880,36031,35329.0,9105333.0
2012-04-26,3980,3980,3755,3755,54844,34191.0,9105333.0
2012-04-27,3785,3855,3690,3700,44243,33690.0,9105333.0
2012-04-30,3700,3835,3700,3800,36731,34600.0,9105333.0
2012-05-02,3800,4065,3800,3990,61081,36330.0,9105333.0
2012-05-03,3920,4095,3920,4030,50419,36694.0,9105333.0
2012-05-04,4015,4200,4000,4200,24466,38242.0,9105333.0
2012-05-07,4055,4130,4050,4050,21758,36877.0,9105333.0
2012-05-08,4055,4120,4045,4045,30955,36831.0,9105333.0
2012-05-09,4015,4090,3900,3940,42482,35875.0,9105333.0
2012-05-10,3940,3975,3870,3910,39605,35602.0,9105333.0
2012-05-11,3890,3940,3840,3850,31870,35056.0,9105333.0
2012-05-14,3815,4085,3760,4085,66267,37195.0,9105333.0
2012-05-15,4490,4695,4050,4050,752491,36877.0,9105333.0
2012-05-16,3980,4025,3675,3700,132194,33690.0,9105333.0
2012-05-17,3700,3785,3670,3685,52884,33553.0,9105333.0
2012-05-18,3600,3675,3435,3435,89675,31277.0,9105333.0
2012-05-21,3440,3645,3435,3540,49167,32233.0,9105333.0
2012-05-22,3580,3850,3580,3750,38652,34145.0,9105333.0
2012-05-23,3900,3945,3760,3840,55935,34964.0,9105333.0
2012-05-24,3840,3980,3840,3910,32598,35602.0,9105333.0
2012-05-25,3960,4270,3920,4150,87530,37787.0,9105333.0
2012-05-29,4235,4235,4070,4165,27160,37924.0,9105333.0
2012-05-30,4110,4230,4100,4115,51223,37468.0,9105333.0
2012-05-31,4150,4150,4040,4040,22239,36786.0,9105333.0
2012-06-01,4090,4155,4040,4105,24339,37377.0,9105333.0
2012-06-04,3945,4090,3900,3930,28736,35784.0,9105333.0
2012-06-05,3930,4080,3930,4000,14840,36421.0,9105333.0
2012-06-07,4155,4155,4000,4050,21247,36877.0,9105333.0
2012-06-08,4020,4145,4020,4110,17739,37423.0,9105333.0
2012-06-11,4070,4180,4070,4135,12138,37651.0,9105333.0
2012-06-12,4010,4115,4010,4025,32259,36830.0,9150333.0
2012-06-13,4115,4230,4050,4100,26829,37516.0,9150333.0
2012-06-14,4070,4150,3990,4045,42709,37013.0,9150333.0
2012-06-15,4050,4080,3990,4080,21382,37333.0,9150333.0
2012-06-18,4100,4120,4030,4100,32623,37516.0,9150333.0
2012-06-19,4105,4180,4105,4120,40660,37699.0,9150333.0
2012-06-20,4240,4240,4065,4120,32547,37699.0,9150333.0
2012-06-21,4080,4155,4080,4110,18218,37608.0,9150333.0
2012-06-22,4040,4115,4010,4010,16871,36693.0,9150333.0
2012-06-25,4010,4080,3945,3945,34242,36098.0,9150333.0
2012-06-26,3940,3995,3810,3990,34136,36510.0,9150333.0
2012-06-27,3920,4035,3920,3955,12168,36190.0,9150333.0
2012-06-28,4070,4070,3970,4020,9217,36784.0,9150333.0
2012-06-29,4020,4040,3965,4040,7397,36967.0,9150333.0
2012-07-02,4040,4150,4040,4150,22816,38044.0,9167333.0
2012-07-03,4105,4185,4105,4110,20555,37678.0,9167333.0
2012-07-04,4175,4175,4090,4120,12095,37769.0,9167333.0
2012-07-05,4130,4145,4090,4125,12989,37815.0,9167333.0
2012-07-06,4150,4600,4110,4325,181718,39649.0,9167333.0
2012-07-09,4425,4790,4380,4470,221227,40978.0,9167333.0
2012-07-10,4485,4640,4310,4500,88357,41253.0,9167333.0
2012-07-11,4680,4680,4415,4500,76131,41253.0,9167333.0
2012-07-12,4500,4540,4090,4195,80817,38457.0,9167333.0
2012-07-13,4165,4235,4010,4100,45218,37586.0,9167333.0
2012-07-16,4140,4230,4070,4190,37050,38411.0,9167333.0
2012-07-17,4130,4490,4130,4300,93833,39420.0,9167333.0
2012-07-18,4300,4450,4230,4350,44976,39878.0,9167333.0
2012-07-19,4350,4425,4285,4360,22929,39970.0,9167333.0
2012-07-20,4360,4470,4285,4300,49187,39420.0,9167333.0
2012-07-23,4290,4300,4110,4120,32511,37769.0,9167333.0
2012-07-24,4105,4160,4010,4075,28444,37357.0,9167333.0
2012-07-25,3970,4050,3500,3975,41320,36440.0,9167333.0
2012-07-26,3840,4010,3840,3930,17098,36028.0,9167333.0
2012-07-27,3900,3990,3900,3930,17612,36028.0,9167333.0
2012-07-30,3900,4040,3900,4020,18706,36853.0,9167333.0
2012-07-31,3955,4090,3860,3930,21159,36028.0,9167333.0
2012-08-01,3930,3970,3870,3885,27711,35615.0,9167333.0
2012-08-02,3865,4000,3865,3880,13717,35569.0,9167333.0
2012-08-03,3880,3970,3865,3905,10232,35798.0,9167333.0
2012-08-06,3950,4015,3910,3910,27666,35844.0,9167333.0
2012-08-07,3930,4070,3920,4000,27731,36669.0,9167333.0
2012-08-08,4025,4050,3960,3970,19953,36394.0,9167333.0
2012-08-09,3990,4060,3990,4040,29461,37036.0,9167333.0
2012-08-10,4020,4150,4020,4095,18352,37540.0,9167333.0
2012-08-13,4100,4255,4070,4215,47882,38640.0,9167333.0
2012-08-14,4310,4840,4310,4410,372143,40428.0,9167333.0
2012-08-16,4440,4535,4300,4450,105430,40795.0,9167333.0
2012-08-17,4445,4495,4340,4455,53872,40840.0,9167333.0
2012-08-20,4490,4495,4395,4430,44342,40611.0,9167333.0
2012-08-21,4420,4475,4315,4395,43996,40290.0,9167333.0
2012-08-22,4395,4410,4270,4310,31210,39511.0,9167333.0
2012-08-23,4310,4310,4155,4190,80864,38411.0,9167333.0
2012-08-24,4160,4225,4150,4160,43692,38136.0,9167333.0
2012-08-27,4160,4310,4160,4225,27356,38732.0,9167333.0
2012-08-28,4200,4300,4155,4230,28997,38778.0,9167333.0
2012-08-29,4280,4620,4230,4410,119638,40428.0,9167333.0
2012-08-30,4420,4465,4300,4350,34463,39878.0,9167333.0
2012-08-31,4350,4450,4310,4400,30072,40336.0,9167333.0
2012-09-03,4410,4430,4250,4315,40172,39557.0,9167333.0
2012-09-04,4310,4355,4235,4255,24684,39007.0,9167333.0
2012-09-05,4225,4285,4160,4175,32982,38274.0,9167333.0
2012-09-06,4200,4245,4160,4160,14778,38136.0,9167333.0
2012-09-07,4190,4410,4190,4310,41969,39511.0,9167333.0
2012-09-10,4300,4480,4255,4255,60887,39007.0,9167333.0
2012-09-11,4230,4290,4205,4250,18698,38961.0,9167333.0
