에스트래픽(234300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-09,15250,15800,15200,15500,429134,184778.0,11921180.0
2018-04-10,15550,16000,15200,15650,339327,186566.0,11921180.0
2018-04-11,15900,15900,15400,15650,329738,186566.0,11921180.0
2018-04-12,16000,16300,15350,15400,939272,183586.0,11921180.0
2018-04-13,15650,15850,15300,15600,377216,185970.0,11921180.0
2018-04-16,15650,16050,15450,16050,440403,191335.0,11921180.0
2018-04-17,16300,17750,16100,17100,2819106,203852.0,11921180.0
2018-04-18,17300,17650,16800,17400,1006151,207429.0,11921180.0
2018-04-19,17750,18400,16900,17000,1710213,202660.0,11921180.0
2018-04-20,16800,18450,16700,17900,1321776,213389.0,11921180.0
2018-04-23,17900,18150,17350,18050,679139,215177.0,11921180.0
2018-04-24,17900,18150,16750,16750,713597,199680.0,11921180.0
2018-04-25,16800,17150,16250,16400,463676,195507.0,11921180.0
2018-04-26,16550,16950,16450,16650,196078,198488.0,11921180.0
2018-04-27,16600,17700,16600,17350,666205,206832.0,11921180.0
2018-04-30,18300,19700,17950,18750,3436103,223522.0,11921180.0
2018-05-02,19050,19700,17700,18350,1544633,218754.0,11921180.0
2018-05-03,18450,23850,18250,21500,11089401,256305.0,11921180.0
2018-05-04,20850,22100,20450,21700,2101855,258690.0,11921180.0
2018-05-08,20850,21750,19200,19400,1540965,231271.0,11921180.0
2018-05-09,19100,20650,17800,19100,2535963,227695.0,11921180.0
2018-05-10,21700,23400,19750,20100,4352936,239616.0,11921180.0
2018-05-11,19550,21500,19500,21400,1596627,255113.0,11921180.0
2018-05-14,21850,22950,21400,22100,1939214,263458.0,11921180.0
2018-05-15,22150,24300,21250,24300,1678688,289685.0,11921180.0
2018-05-16,22100,26300,21500,22750,5407211,271207.0,11921180.0
2018-05-17,23150,24850,22550,23700,3170060,282532.0,11921180.0
2018-05-18,24100,25250,23200,24700,2611927,294453.0,11921180.0
2018-05-21,25000,26600,24900,25100,2064742,299222.0,11921180.0
2018-05-23,24100,25500,23700,24300,1232838,289685.0,11921180.0
2018-05-24,24700,24800,22300,22600,1192971,269419.0,11921180.0
2018-05-25,19200,20500,18350,18950,1927099,225906.0,11921180.0
2018-05-28,22850,24600,22800,24600,2206971,293261.0,11921180.0
2018-05-29,23850,26550,23150,23650,2885835,281936.0,11921180.0
2018-05-30,24550,25050,23500,23950,1434491,285512.0,11921180.0
2018-05-31,23900,24400,22450,22950,1118801,273591.0,11921180.0
2018-06-01,23450,23650,20650,20950,1392274,249749.0,11921180.0
2018-06-04,21900,22050,20050,20200,656415,240808.0,11921180.0
2018-06-05,19800,20450,19100,20450,587966,243788.0,11921180.0
2018-06-07,20100,20550,19850,20400,345065,243192.0,11921180.0
2018-06-08,21050,21750,20100,20250,692737,241404.0,11921180.0
2018-06-11,20400,21700,20400,21100,691690,251537.0,11921180.0
2018-06-12,21250,21300,19200,19950,576273,237828.0,11921180.0
2018-06-14,19200,19300,17800,18000,503190,214581.0,11921180.0
2018-06-15,17700,18700,17700,18100,363790,215773.0,11921180.0
2018-06-18,18000,18500,17100,17300,337420,206236.0,11921180.0
2018-06-19,17600,18300,17250,17250,484046,205640.0,11921180.0
2018-06-20,17100,18300,16950,18200,393610,216965.0,11921180.0
2018-06-21,18000,18500,17400,17550,352837,209217.0,11921180.0
2018-06-22,17700,17750,16500,16550,359884,197296.0,11921180.0
2018-06-25,16550,17150,15700,16200,462730,193123.0,11921180.0
2018-06-26,15900,16650,15250,15400,454857,183586.0,11921180.0
2018-06-27,15550,15850,14750,14850,475514,177030.0,11921180.0
2018-06-28,14650,15150,13900,14000,404173,166897.0,11921180.0
2018-06-29,14400,14750,14000,14700,424476,175241.0,11921180.0
2018-07-02,14700,14700,13350,13400,346951,159744.0,11921180.0
2018-07-03,13600,13800,13050,13550,227936,161532.0,11921180.0
2018-07-04,13350,14250,13350,13950,260768,166300.0,11921180.0
2018-07-05,13800,13950,13150,13250,229172,157956.0,11921180.0
2018-07-06,13400,14000,13200,14000,261667,166897.0,11921180.0
2018-07-09,13550,13600,13150,13200,257118,157360.0,11921180.0
2018-07-10,13400,13700,13350,13500,136321,160936.0,11921180.0
2018-07-11,13300,14150,13300,13700,312129,163320.0,11921180.0
2018-07-12,13950,14600,13550,13600,515397,162128.0,11921180.0
2018-07-13,13950,14250,13850,14100,225521,168089.0,11921180.0
2018-07-16,14200,14250,13800,13900,129177,165704.0,11921180.0
2018-07-17,13950,14400,13850,14050,170472,167493.0,11921180.0
2018-07-18,14200,14200,13450,13450,201403,160340.0,11921180.0
2018-07-19,13500,13650,13050,13050,166744,155571.0,11921180.0
2018-07-20,13400,13500,12550,12850,181551,153187.0,11921180.0
2018-07-23,12750,12950,11750,11850,232155,141266.0,11921180.0
2018-07-24,11900,13750,11900,13050,686471,155571.0,11921180.0
2018-07-25,13150,13300,12500,12650,249794,150803.0,11921180.0
2018-07-26,12800,13800,12800,13700,394835,163320.0,11921180.0
2018-07-27,14050,14150,13650,13950,303585,166300.0,11921180.0
2018-07-30,13900,14450,13900,14000,209719,166897.0,11921180.0
2018-07-31,14200,14200,13250,13350,213767,159148.0,11921180.0
2018-08-01,13350,13650,13250,13500,124567,160936.0,11921180.0
2018-08-02,13400,13750,13200,13600,132592,162128.0,11921180.0
2018-08-03,13900,14450,13650,14150,394892,168685.0,11921180.0
2018-08-06,13950,14050,13700,13800,142886,164512.0,11921180.0
2018-08-07,13900,13950,13000,13600,113767,162128.0,11921180.0
2018-08-08,13550,14150,13500,13600,158829,162128.0,11921180.0
2018-08-09,13750,13900,13600,13650,122984,162724.0,11921180.0
2018-08-10,14300,14750,13650,13800,906143,164512.0,11921180.0
2018-08-13,13900,14400,12550,12900,853219,153783.0,11921180.0
2018-08-14,12850,13250,12500,12900,302051,153783.0,11921180.0
2018-08-16,13800,13900,13150,13650,527158,162724.0,11921180.0
2018-08-17,14050,15300,13900,15250,1316749,181798.0,11921180.0
2018-08-20,15150,15800,14950,15400,663783,183586.0,11921180.0
2018-08-21,15550,15850,14900,15250,640035,181798.0,11921180.0
2018-08-22,15100,15250,14550,14950,442564,178222.0,11921180.0
2018-08-23,14950,15800,14850,15350,889879,182990.0,11921180.0
2018-08-24,15500,15550,14900,15250,331076,181798.0,11921180.0
2018-08-27,13950,14350,13750,13800,558542,164512.0,11921180.0
2018-08-28,13950,14250,13550,13700,294880,163320.0,11921180.0
2018-08-29,13550,13750,13250,13550,189413,161532.0,11921180.0
2018-08-30,13600,14150,13600,13900,264515,165704.0,11921180.0
2018-08-31,13700,13950,13450,13850,199749,165108.0,11921180.0
2018-09-03,14300,14450,13800,14450,268980,172261.0,11921180.0
2018-09-04,14450,15200,14250,14700,839967,175241.0,11921180.0
2018-09-05,14950,15000,14400,14500,288017,172857.0,11921180.0
2018-09-06,14800,15050,13900,14100,436339,168089.0,11921180.0
2018-09-07,14150,15100,14150,15000,506272,178818.0,11921180.0
2018-09-10,15600,16450,15300,16200,1102396,193123.0,11921180.0
2018-09-11,16500,16550,15700,16450,557023,196103.0,11921180.0
2018-09-12,16600,16650,15900,16300,394063,194315.0,11921180.0
2018-09-13,16300,17600,16150,17000,1002482,202660.0,11921180.0
2018-09-14,16850,16950,16100,16800,561619,200276.0,11921180.0
2018-09-17,16950,17000,16150,16700,382010,199084.0,11921180.0
2018-09-18,16450,16650,15400,15550,499546,185374.0,11921180.0
2018-09-19,15550,15850,15000,15100,528753,180010.0,11921180.0
2018-09-20,15600,16000,15050,15800,574624,188355.0,11921180.0
2018-09-21,15550,16300,15500,16200,406773,193123.0,11921180.0
2018-09-27,16200,16350,15450,15500,290180,184778.0,11921180.0
2018-09-28,15450,15800,14650,15500,307404,184778.0,11921180.0
2018-10-01,15600,15950,15100,15200,232158,181202.0,11921180.0
2018-10-02,15150,15450,14750,14850,176686,177030.0,11921180.0
2018-10-04,15350,15450,14750,14950,205245,178222.0,11921180.0
2018-10-05,14650,14950,14300,14500,172876,172857.0,11921180.0
2018-10-08,14200,14650,14050,14150,128972,168685.0,11921180.0
2018-10-10,13850,14100,12100,12100,467899,144246.0,11921180.0
2018-10-11,11100,11900,11100,11250,354475,134113.0,11921180.0
2018-10-12,11100,11800,11100,11650,239753,138882.0,11921180.0
2018-10-15,11550,12100,11300,11500,184285,137094.0,11921180.0
2018-10-16,11750,11750,11050,11300,227775,134709.0,11921180.0
2018-10-17,11650,11950,11350,11500,222216,137094.0,11921180.0
2018-10-18,11550,12600,11550,12100,490185,144246.0,11921180.0
2018-10-19,11950,12200,11750,12100,161816,144246.0,11921180.0
2018-10-22,11750,11750,11350,11500,137073,137094.0,11921180.0
2018-10-23,11400,11750,11050,11100,158028,132325.0,11921180.0
2018-10-24,11150,11450,10450,10450,213823,124576.0,11921180.0
2018-10-25,9990,10400,9900,10150,250967,121000.0,11921180.0
2018-10-26,10200,10350,9240,9340,285154,111344.0,11921180.0
2018-10-29,9200,9350,7500,7500,309869,89409.0,11921180.0
2018-10-30,7170,8470,7050,8470,429730,100972.0,11921180.0
2018-10-31,8330,8940,8100,8520,212065,101568.0,11921180.0
2018-11-01,8610,9330,8590,9100,195543,108483.0,11921180.0
2018-11-02,9200,9890,9200,9890,204891,117900.0,11921180.0
2018-11-05,9890,10250,9390,10100,169309,120404.0,11921180.0
2018-11-06,10300,10300,9730,9920,122814,118258.0,11921180.0
2018-11-07,10000,10350,9120,9400,197461,112059.0,11921180.0
2018-11-08,9620,10150,9620,9990,125661,119093.0,11921180.0
2018-11-09,9840,9920,9600,9810,72868,116947.0,11921180.0
2018-11-12,9520,9830,9480,9520,78147,113490.0,11921180.0
2018-11-13,9180,9470,8940,9380,106883,111821.0,11921180.0
2018-11-14,9490,9690,9000,9310,61170,110986.0,11921180.0
2018-11-15,9330,9700,9210,9550,56851,113847.0,11921180.0
2018-11-16,9630,9930,9550,9690,64272,115516.0,11921180.0
2018-11-19,9870,10250,9770,10100,113478,120404.0,11921180.0
2018-11-20,9890,10250,9820,10100,101026,120404.0,11921180.0
2018-11-21,10000,10400,9900,10100,144423,120404.0,11921180.0
2018-11-22,10400,10400,9920,9920,97729,118258.0,11921180.0
2018-11-23,10250,12700,10200,12100,4282083,144246.0,11921180.0
2018-11-26,12700,13200,12100,12250,1860877,146034.0,11921180.0
2018-11-27,12300,14000,12150,13000,3171469,154975.0,11921180.0
2018-11-28,12950,13200,12450,12900,664779,153783.0,11921180.0
2018-11-29,13500,14150,12450,12450,1056786,148419.0,11921180.0
2018-11-30,12400,12850,12300,12500,326124,149015.0,11921180.0
2018-12-03,12850,13250,12600,12600,509782,150207.0,11921180.0
2018-12-04,12600,13100,12550,12850,393587,153187.0,11921180.0
2018-12-05,12650,13150,12500,12850,479563,153187.0,11921180.0
2018-12-06,12600,12950,12350,12450,314103,148419.0,11921180.0
2018-12-07,12700,13250,12650,13200,700752,157360.0,11921180.0
2018-12-10,12600,12950,12100,12300,450178,146631.0,11921180.0
2018-12-11,12350,12400,11550,11800,378327,140670.0,11921180.0
2018-12-12,11550,12150,11050,11150,385410,132921.0,11921180.0
2018-12-13,11200,12250,11200,11950,451532,142458.0,11921180.0
2018-12-14,12000,12050,11450,11800,200325,140670.0,11921180.0
2018-12-17,11500,11700,11200,11250,149535,134113.0,11921180.0
2018-12-18,10900,11650,10750,11100,223164,132325.0,11921180.0
2018-12-19,11000,11350,10850,11150,194612,132921.0,11921180.0
2018-12-20,11350,11650,10950,11050,298384,131729.0,11921180.0
2018-12-21,11150,11400,10950,11150,241732,132921.0,11921180.0
2018-12-24,11200,11300,10650,10850,219410,129345.0,11921180.0
2018-12-26,10600,10700,9680,9680,480515,115397.0,11921180.0
2018-12-27,9990,10400,9930,10150,251949,121000.0,11921180.0
2018-12-28,10100,10350,10100,10250,138396,122192.0,11921180.0
2019-01-02,10500,10500,9940,9950,140678,118616.0,11921180.0
2019-01-03,9990,10600,9830,10000,256390,119212.0,11921180.0
2019-01-04,9910,10050,9860,9980,114377,118973.0,11921180.0
2019-01-07,10250,10600,10100,10450,140070,124576.0,11921180.0
2019-01-08,10400,11350,10400,10950,482364,130537.0,11921180.0
2019-01-09,11100,11200,10900,10950,132140,130537.0,11921180.0
2019-01-10,11150,11200,10550,10550,134243,125768.0,11921180.0
2019-01-11,10700,11250,10700,11200,253703,133517.0,11921180.0
2019-01-14,11450,11650,11150,11500,282925,137094.0,11921180.0
2019-01-15,11500,12050,11350,11750,393937,140074.0,11921180.0
2019-01-16,12000,12250,11750,12050,376226,143650.0,11921180.0
2019-01-17,12250,12450,11550,12100,339140,144246.0,11921180.0
2019-01-18,12250,12400,11900,12100,229161,144246.0,11921180.0
2019-01-21,12050,12100,11650,11650,151792,138882.0,11921180.0
2019-01-22,11650,12050,11600,11700,135624,139478.0,11921180.0
2019-01-23,11700,11850,11600,11800,91469,140670.0,11921180.0
2019-01-24,11950,12000,11450,11450,159803,136498.0,11921180.0
2019-01-25,11550,11700,11150,11550,138035,137690.0,11921180.0
2019-01-28,11550,11750,11400,11500,112779,137094.0,11921180.0
2019-01-29,11500,11600,11000,11050,131363,131729.0,11921180.0
2019-01-30,11050,11650,11000,11550,176188,137690.0,11921180.0
2019-01-31,11800,11800,11350,11550,141790,137690.0,11921180.0
2019-02-01,11750,12750,11700,12500,1015295,149015.0,11921180.0
2019-02-07,12800,13250,12400,12750,615014,151995.0,11921180.0
2019-02-08,12500,13100,12500,12850,293134,153187.0,11921180.0
2019-02-11,12950,13050,12350,12500,207033,149015.0,11921180.0
2019-02-12,12300,12850,12300,12550,193383,149611.0,11921180.0
2019-02-13,12550,12700,12400,12450,128522,148419.0,11921180.0
2019-02-14,12550,12700,12100,12650,207621,150803.0,11921180.0
2019-02-15,12500,12800,12300,12300,140210,146631.0,11921180.0
2019-02-18,12350,12450,12150,12200,109096,145438.0,11921180.0
2019-02-19,12250,12450,12150,12350,137665,147227.0,11921180.0
2019-02-20,12550,12600,12050,12050,165231,143650.0,11921180.0
2019-02-21,12050,12150,11250,11450,241078,136498.0,11921180.0
2019-02-22,11350,11700,11350,11550,124717,137690.0,11921180.0
2019-02-25,11600,11700,11200,11300,150328,134709.0,11921180.0
2019-02-26,11300,11750,11300,11650,183973,138882.0,11921180.0
2019-02-27,11700,11850,11450,11700,106756,139478.0,11921180.0
2019-02-28,11750,11850,9600,9990,388115,119093.0,11921180.0
2019-03-04,9570,10400,9540,9950,301177,118616.0,11921180.0
2019-03-05,9780,10250,9780,10200,162302,121596.0,11921180.0
2019-03-06,10200,10300,10000,10100,111238,120404.0,11921180.0
2019-03-07,9900,10100,9770,9770,169261,116470.0,11921180.0
2019-03-08,9530,9870,9480,9620,119472,114682.0,11921180.0
2019-03-11,9550,9720,9400,9550,69603,113847.0,11921180.0
2019-03-12,9500,11950,9500,11250,2040145,134113.0,11921180.0
2019-03-13,11250,11300,10500,10600,497837,126365.0,11921180.0
2019-03-14,10800,10850,10450,10450,213429,124576.0,11921180.0
2019-03-15,10500,10550,9830,9840,395656,117304.0,11921180.0
2019-03-18,9900,10150,9900,9970,160254,118854.0,11921180.0
2019-03-19,10100,10250,9970,10000,118760,119212.0,11921180.0
2019-03-20,10100,10200,9910,9970,95061,118854.0,11921180.0
2019-03-21,9970,10150,9820,9830,91043,117185.0,11921180.0
2019-03-22,9860,9980,9800,9900,73753,118020.0,11921180.0
2019-03-25,9800,9880,9670,9740,88213,116112.0,11921180.0
2019-03-26,9780,9880,9680,9760,57483,116351.0,11921180.0
2019-03-27,9760,9780,9590,9590,66766,114324.0,11921180.0
2019-03-28,9550,9570,9220,9300,89617,110867.0,11921180.0
2019-03-29,9160,9770,9160,9720,109699,115874.0,11921180.0
2019-04-01,9730,9890,9710,9810,59257,116947.0,11921180.0
2019-04-02,9850,9920,9700,9880,70954,117781.0,11921180.0
2019-04-03,9880,10150,9880,9980,89143,118973.0,11921180.0
2019-04-04,9990,10100,9890,10000,60022,119212.0,11921180.0
2019-04-05,10000,10250,9950,10050,74925,119808.0,11921180.0
2019-04-08,10100,10150,9910,9980,48536,118973.0,11921180.0
2019-04-09,10000,10050,9900,10000,43655,119212.0,11921180.0
2019-04-10,10000,10100,9980,10000,65289,119212.0,11921180.0
2019-04-11,10000,10150,10000,10100,104268,120404.0,11921180.0
2019-04-12,9990,10050,9800,9850,128907,117424.0,11921180.0
2019-04-15,9870,9930,9700,9750,75166,116232.0,11921180.0
2019-04-16,9680,9910,9440,9600,142729,114443.0,11921180.0
2019-04-17,9560,9760,9500,9520,65370,113490.0,11921180.0
2019-04-18,9500,9620,9380,9430,81996,112417.0,11921180.0
2019-04-19,9430,9490,9370,9390,58822,111940.0,11921180.0
2019-04-22,9390,9440,9260,9340,85007,111344.0,11921180.0
2019-04-23,9260,9390,9140,9310,54979,110986.0,11921180.0
2019-04-24,9290,9390,9250,9250,37830,110271.0,11921180.0
2019-04-25,9450,9450,9180,9190,53834,109556.0,11921180.0
2019-04-26,9300,9420,9210,9250,55855,110271.0,11921180.0
2019-04-29,9370,9370,9150,9180,46681,109436.0,11921180.0
2019-04-30,9180,9260,9020,9050,105049,107887.0,11921180.0
2019-05-02,9070,9380,9070,9260,80930,110390.0,11921180.0
2019-05-03,9230,9410,9200,9330,48759,111225.0,11921180.0
2019-05-07,9150,9250,9090,9200,53650,109675.0,11921180.0
2019-05-08,9110,9320,9070,9070,59779,108125.0,11921180.0
2019-05-09,9020,9160,8720,8840,104621,105383.0,11921180.0
2019-05-10,8820,8920,8580,8630,72116,102880.0,11921180.0
2019-05-13,8440,8800,8340,8800,79348,104906.0,11921180.0
2019-05-14,8500,8650,8440,8500,63880,101330.0,11921180.0
2019-05-15,8510,8760,8480,8730,30760,104072.0,11921180.0
2019-05-16,8660,8880,8380,8470,53592,100972.0,11921180.0
2019-05-17,8470,8580,8400,8440,46520,100615.0,11921180.0
2019-05-20,8420,8540,8270,8270,52604,98588.0,11921180.0
2019-05-21,8220,8300,7920,7990,98208,95250.0,11921180.0
2019-05-22,7940,8100,7940,8100,41912,96562.0,11921180.0
2019-05-23,8050,8090,7820,7840,70012,93462.0,11921180.0
2019-05-24,7670,7800,7500,7520,89440,89647.0,11921180.0
2019-05-27,7450,7700,7450,7550,31384,90005.0,11921180.0
2019-05-28,7470,7950,7470,7780,59758,92747.0,11921180.0
2019-05-29,7710,7750,7550,7610,24642,90720.0,11921180.0
2019-05-30,7590,7820,7590,7780,27980,92747.0,11921180.0
2019-05-31,7780,7980,7730,7970,29453,95012.0,11921180.0
2019-06-03,7890,8030,7890,7940,19765,94654.0,11921180.0
2019-06-04,7860,8650,7860,8060,185264,96085.0,11921180.0
2019-06-05,8060,8140,8000,8050,36894,95965.0,11921180.0
2019-06-07,8100,8150,8010,8140,33384,97038.0,11921180.0
2019-06-10,8300,8340,8140,8200,41681,97754.0,11921180.0
2019-06-11,8330,10100,8220,9080,813614,108244.0,11921180.0
2019-06-12,9110,9290,8880,9240,288578,110152.0,11921180.0
2019-06-13,9190,9230,8810,9120,95146,108721.0,11921180.0
2019-06-14,9120,9330,9070,9150,107605,109079.0,11921180.0
2019-06-17,9250,9250,9050,9050,74731,107887.0,11921180.0
2019-06-18,9080,9290,9050,9170,118050,109317.0,11921180.0
2019-06-19,9270,9410,9170,9320,155699,111105.0,11921180.0
2019-06-20,9280,9750,9260,9480,325248,113013.0,11921180.0
2019-06-21,9540,9630,9410,9630,239473,114801.0,11921180.0
2019-06-24,9750,10700,9540,10300,975296,122788.0,11921180.0
2019-06-25,10350,10650,9800,9800,472713,116828.0,11921180.0
2019-06-26,9650,9700,9350,9370,176022,111701.0,11921180.0
2019-06-27,9380,9460,9020,9060,105207,108006.0,11921180.0
2019-06-28,8910,9080,8810,9010,75009,107410.0,11921180.0
2019-07-01,9350,9500,9140,9240,76723,110152.0,11921180.0
2019-07-02,9300,9400,9220,9220,42010,109913.0,11921180.0
2019-07-03,9140,9260,8870,8880,65418,105860.0,11921180.0
2019-07-04,8910,8960,8800,8880,49561,105860.0,11921180.0
2019-07-05,8800,8960,8800,8880,22151,105860.0,11921180.0
2019-07-08,8850,8850,8270,8270,72244,98588.0,11921180.0
2019-07-09,8220,8400,8010,8210,51000,97873.0,11921180.0
2019-07-10,8050,8390,8050,8230,27960,98111.0,11921180.0
2019-07-11,8230,8600,8230,8550,42445,101926.0,11921180.0
2019-07-12,8500,8650,8350,8540,26176,101807.0,11921180.0
2019-07-15,8450,8680,8450,8470,28010,100972.0,11921180.0
2019-07-16,8410,8670,8400,8610,29697,102641.0,11921180.0
2019-07-17,8520,8630,8320,8420,29210,100376.0,11921180.0
2019-07-18,8310,8490,8310,8350,27049,99542.0,11921180.0
2019-07-19,8260,8650,8260,8530,30858,101688.0,11921180.0
2019-07-22,8550,8950,8470,8730,59465,104072.0,11921180.0
2019-07-23,8750,8990,8690,8730,22708,104072.0,11921180.0
2019-07-24,8650,9070,8530,8570,77216,102165.0,11921180.0
2019-07-25,8550,8550,8210,8270,41679,98588.0,11921180.0
2019-07-26,8120,8260,7850,7960,61143,94893.0,11921180.0
2019-07-29,7960,7970,7290,7320,131881,87263.0,11921180.0
2019-07-30,7080,7470,7080,7400,65970,88217.0,11921180.0
2019-07-31,7300,7530,7150,7400,41980,88217.0,11921180.0
2019-08-01,7410,7520,7290,7290,28399,86905.0,11921180.0
2019-08-02,7240,7400,7160,7270,28125,86667.0,11921180.0
2019-08-05,7150,7200,6520,6630,131856,79037.0,11921180.0
2019-08-06,6160,6790,6000,6150,176930,73315.0,11921180.0
2019-08-07,6100,6450,6100,6430,74930,76653.0,11921180.0
2019-08-08,6420,6740,6420,6690,39594,79753.0,11921180.0
2019-08-09,6750,6960,6720,6770,31480,80706.0,11921180.0
2019-08-12,6770,6990,6750,6910,29474,82375.0,11921180.0
2019-08-13,6780,6980,6760,6960,21557,82971.0,11921180.0
2019-08-14,7120,7140,6850,6970,31781,83091.0,11921180.0
2019-08-16,6850,6860,6720,6790,23945,80945.0,11921180.0
2019-08-19,6820,7130,6820,7090,44955,84521.0,11921180.0
2019-08-20,7240,7240,7040,7150,18537,85236.0,11921180.0
2019-08-21,7240,7310,7030,7240,24737,86309.0,11921180.0
2019-08-22,7270,7330,7160,7200,17466,85832.0,11921180.0
