모트렉스(118990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-09-21,6390,6440,6310,6440,43938,171823.0,5336109.0
2017-09-22,6340,6400,6200,6280,41189,167554.0,5336109.0
2017-09-25,6310,6310,6020,6040,29450,161150.0,5336109.0
2017-09-26,5920,6160,5840,5870,87431,156615.0,5336109.0
2017-09-27,5880,5980,5870,5940,22462,158482.0,5336109.0
2017-09-28,5970,6060,5930,6000,15357,160083.0,5336109.0
2017-09-29,6140,6469,6130,6300,135543,168087.0,5336109.0
2017-10-10,6310,6310,6080,6110,22506,163018.0,5336109.0
2017-10-11,6139,6200,6040,6190,14154,165153.0,5336109.0
2017-10-12,6220,6230,6070,6120,22588,163285.0,5336109.0
2017-10-13,6140,6170,5950,6000,26229,160083.0,5336109.0
2017-10-16,6000,6010,5880,5980,26565,159550.0,5336109.0
2017-10-17,5910,5960,5840,5850,25828,156081.0,5336109.0
2017-10-18,5889,5960,5849,5860,9382,156348.0,5336109.0
2017-10-19,5860,5979,5819,5910,13645,157682.0,5336109.0
2017-10-20,5909,5980,5840,5980,11334,159550.0,5336109.0
2017-10-23,5950,5950,5850,5870,16905,156615.0,5336109.0
2017-10-24,5880,5960,5850,5930,11672,158216.0,5336109.0
2017-10-25,5930,5960,5860,5950,12828,158749.0,5336109.0
2017-10-26,5940,5960,5890,5920,10738,157949.0,5336109.0
2017-10-27,5960,6060,5900,6010,22902,160350.0,5336109.0
2017-10-30,6030,6040,5890,5960,26680,159016.0,5336109.0
2017-10-31,5940,5970,5910,5960,15521,159016.0,5336109.0
2017-11-01,5960,6259,5960,6170,77801,164619.0,5336109.0
2017-11-02,6160,6560,6150,6360,186028,169688.0,5336109.0
2017-11-03,6330,6490,6330,6390,55223,170489.0,5336109.0
2017-11-06,6390,6400,6230,6340,39894,169155.0,5336109.0
2017-11-07,6350,6350,6200,6280,33189,167554.0,5336109.0
2017-11-08,6290,6290,6160,6210,19877,165686.0,5336109.0
2017-11-09,6260,6320,6149,6300,17500,168087.0,5336109.0
2017-11-10,6299,6330,6219,6270,25100,167287.0,5336109.0
2017-11-13,6290,6460,6270,6440,64842,171823.0,5336109.0
2017-11-14,6440,6480,6350,6400,52019,170755.0,5336109.0
2017-11-15,6400,6480,6350,6480,44873,172890.0,5336109.0
2017-11-16,6480,6499,6360,6490,25084,173157.0,5336109.0
2017-11-17,6489,6510,6440,6500,28250,173424.0,5336109.0
2017-11-20,6530,6720,6510,6710,165187,179026.0,5336109.0
2017-11-21,6750,6800,6650,6680,93532,178226.0,5336109.0
2017-11-22,6780,6970,6610,6940,105062,185163.0,5336109.0
2017-11-23,6990,7160,6960,7010,124320,187031.0,5336109.0
2017-11-24,7060,7140,6970,7060,55961,188365.0,5336109.0
2017-11-27,7060,7090,6860,6860,58941,183029.0,5336109.0
2017-11-28,6820,6840,6620,6730,63597,179560.0,5336109.0
2017-11-29,6660,6800,6660,6800,36246,181428.0,5336109.0
2017-11-30,6770,6820,6600,6690,32544,178493.0,5336109.0
2017-12-01,6740,6740,6500,6520,57578,173957.0,5336109.0
2017-12-04,6520,6640,6440,6560,36912,175024.0,5336109.0
2017-12-05,6560,6610,6450,6550,32758,174758.0,5336109.0
2017-12-06,6589,6589,6370,6460,34411,172356.0,5336109.0
2017-12-07,6550,6550,6169,6260,48777,167020.0,5336109.0
2017-12-08,6260,6310,6200,6280,22899,167554.0,5336109.0
2017-12-11,6280,6380,6220,6290,19081,167821.0,5336109.0
2017-12-12,6260,6340,6230,6260,16687,167020.0,5336109.0
2017-12-13,6300,6400,6230,6400,20984,170755.0,5336109.0
2017-12-14,6380,6540,6340,6500,22539,173424.0,5336109.0
2017-12-15,6520,6550,6419,6530,25166,176705.0,5412109.0
2017-12-18,6530,6530,6340,6390,30210,172917.0,5412109.0
2017-12-19,6440,6440,6090,6270,55395,169670.0,5412109.0
2017-12-20,6290,6290,6170,6200,13064,167775.0,5412109.0
2017-12-21,6200,6200,6110,6130,14181,165881.0,5412109.0
2017-12-22,6150,6320,6150,6280,11629,169940.0,5412109.0
2017-12-26,6280,6360,6219,6350,18666,171834.0,5412109.0
2017-12-27,6310,6420,6230,6420,29940,173729.0,5412109.0
2017-12-28,6450,6450,6350,6410,18559,173458.0,5412109.0
2018-01-02,6440,6440,6270,6350,19457,171834.0,5412109.0
2018-01-03,6360,6390,6280,6310,23634,170752.0,5412109.0
2018-01-04,6330,6340,6240,6320,37663,171023.0,5412109.0
2018-01-05,6380,6450,6290,6360,39356,172105.0,5412109.0
2018-01-08,6400,6850,6350,6770,90997,183200.0,5412109.0
2018-01-09,6860,7000,6510,6600,77344,178600.0,5412109.0
2018-01-10,6600,6720,6560,6660,36192,180223.0,5412109.0
2018-01-11,6740,7020,6640,6950,107904,188071.0,5412109.0
2018-01-12,6980,7340,6840,6940,117470,187800.0,5412109.0
2018-01-15,6870,6920,6740,6740,32363,182388.0,5412109.0
2018-01-16,6740,7030,6720,6950,28858,188071.0,5412109.0
2018-01-17,6920,7120,6920,7070,30580,191318.0,5412109.0
2018-01-18,7110,7400,7100,7190,53531,194565.0,5412109.0
2018-01-19,7320,7320,7090,7140,18417,193212.0,5412109.0
2018-01-22,7140,7140,6980,7080,15226,191589.0,5412109.0
2018-01-23,7090,7160,6900,7130,33505,192942.0,5412109.0
2018-01-24,7030,7160,6990,7150,18866,193483.0,5412109.0
2018-01-25,7090,7090,6810,6890,45607,186447.0,5412109.0
2018-01-26,6900,6950,6800,6900,24058,186718.0,5412109.0
2018-01-29,6950,7200,6950,7090,26826,191859.0,5412109.0
2018-01-30,7070,7120,6830,6860,43332,185635.0,5412109.0
2018-01-31,6810,6900,6640,6700,31813,181306.0,5412109.0
2018-02-01,6690,6980,6640,6970,34988,188612.0,5412109.0
2018-02-02,7000,7200,6870,7150,49940,193483.0,5412109.0
2018-02-05,7050,7500,6820,6890,126957,186447.0,5412109.0
2018-02-06,6570,6890,6560,6890,65891,186447.0,5412109.0
2018-02-07,6950,7090,6700,6720,39515,181847.0,5412109.0
2018-02-08,6700,6840,6560,6760,20459,182929.0,5412109.0
2018-02-09,6640,6690,6580,6670,15725,180494.0,5412109.0
2018-02-12,6680,6800,6620,6680,17953,180764.0,5412109.0
2018-02-13,6650,6760,6560,6580,22185,178058.0,5412109.0
2018-02-14,6620,6620,6430,6570,20303,177788.0,5412109.0
2018-02-19,6610,6730,6570,6690,20803,181035.0,5412109.0
2018-02-20,6680,6870,6670,6720,41086,181847.0,5412109.0
2018-02-21,6700,6840,6690,6720,18546,181847.0,5412109.0
2018-02-22,6920,7100,6780,6820,65227,184553.0,5412109.0
2018-02-23,6820,7000,6770,6820,17096,184553.0,5412109.0
2018-02-26,6820,6950,6710,6720,22916,181847.0,5412109.0
2018-02-27,6850,6870,6680,6760,21471,182929.0,5412109.0
2018-02-28,6760,6860,6710,6780,11390,183470.0,5412109.0
2018-03-02,6710,6770,6510,6730,19939,182117.0,5412109.0
2018-03-05,6730,6880,6670,6710,33719,182851.0,5450109.0
2018-03-06,6770,6790,6640,6660,29336,181489.0,5450109.0
2018-03-07,6660,6710,6590,6660,20007,181489.0,5450109.0
2018-03-08,6690,6800,6590,6700,16602,182579.0,5450109.0
2018-03-09,6700,6760,6620,6640,23144,180944.0,5450109.0
2018-03-12,6640,6710,6520,6580,33720,179309.0,5450109.0
2018-03-13,6520,6570,6440,6480,36597,176584.0,5450109.0
2018-03-14,6460,6600,6420,6590,13754,179581.0,5450109.0
2018-03-15,6600,6670,6480,6530,13604,177946.0,5450109.0
2018-03-16,6500,6620,6480,6520,10584,177674.0,5450109.0
2018-03-19,6520,6529,6380,6420,28781,174948.0,5450109.0
2018-03-20,6400,6400,6299,6350,16531,173041.0,5450109.0
2018-03-21,6470,6780,6440,6690,59234,182306.0,5450109.0
2018-03-22,6680,6720,6600,6670,9334,181761.0,5450109.0
2018-03-23,6530,6630,6450,6520,21458,177674.0,5450109.0
2018-03-26,6430,6650,6430,6550,19663,178491.0,5450109.0
2018-03-27,6670,6870,6550,6800,36905,185304.0,5450109.0
2018-03-28,6740,6780,6670,6760,12215,184214.0,5450109.0
2018-03-29,6780,6840,6680,6680,9645,182034.0,5450109.0
2018-03-30,6730,6740,6530,6540,16607,178219.0,5450109.0
2018-04-02,6580,6629,6450,6540,10860,178219.0,5450109.0
2018-04-03,6540,6580,6420,6500,24575,177129.0,5450109.0
2018-04-04,6460,6560,6320,6320,21949,172223.0,5450109.0
2018-04-05,6300,6480,6300,6410,10366,174676.0,5450109.0
2018-04-06,6410,6530,6360,6460,15388,176039.0,5450109.0
2018-04-09,6400,6539,6360,6510,14507,177401.0,5450109.0
2018-04-10,6490,6800,6410,6630,38498,180671.0,5450109.0
2018-04-11,6680,6680,6490,6490,13515,176856.0,5450109.0
2018-04-12,6490,6490,6410,6430,12143,175221.0,5450109.0
2018-04-13,6440,6589,6429,6540,15162,178219.0,5450109.0
2018-04-16,6540,6540,6380,6420,28472,174948.0,5450109.0
2018-04-17,6430,6690,6420,6630,32641,180671.0,5450109.0
2018-04-18,6630,6880,6560,6790,43964,185031.0,5450109.0
2018-04-19,6790,6800,6650,6730,17632,183396.0,5450109.0
2018-04-20,6720,6720,6570,6680,9599,182034.0,5450109.0
2018-04-23,6680,6680,6520,6540,17685,178219.0,5450109.0
2018-04-24,6540,6650,6540,6600,7223,179854.0,5450109.0
2018-04-25,6600,6670,6490,6580,21140,179309.0,5450109.0
2018-04-26,6570,6660,6540,6560,13696,178764.0,5450109.0
2018-04-27,6580,6760,6550,6660,16587,181489.0,5450109.0
2018-04-30,6750,6750,6510,6660,19107,181489.0,5450109.0
2018-05-02,6570,6670,6450,6620,25098,180399.0,5450109.0
2018-05-03,6620,6740,6520,6710,27540,182851.0,5450109.0
2018-05-04,6710,6940,6640,6910,54717,188301.0,5450109.0
2018-05-08,6960,7000,6810,6910,33490,188301.0,5450109.0
2018-05-09,6910,7010,6880,7010,33701,191026.0,5450109.0
2018-05-10,6940,7020,6940,7000,22870,190754.0,5450109.0
2018-05-11,7030,7030,6900,7020,16661,191299.0,5450109.0
2018-05-14,7040,7050,6920,7050,28088,192116.0,5450109.0
2018-05-15,7050,7140,6960,7130,32134,194296.0,5450109.0
2018-05-16,7130,7190,7000,7000,38228,190754.0,5450109.0
2018-05-17,7000,7540,6920,7360,171844,200564.0,5450109.0
2018-05-18,7420,7560,7230,7390,53725,201382.0,5450109.0
2018-05-21,7360,7480,7300,7400,29326,201654.0,5450109.0
2018-05-23,7480,7710,7440,7690,108283,209557.0,5450109.0
2018-05-24,7640,7709,7509,7640,48663,208194.0,5450109.0
2018-05-25,7510,7600,7280,7400,38301,201654.0,5450109.0
2018-05-28,7320,7400,7180,7260,34374,197839.0,5450109.0
2018-05-29,7300,7470,7190,7360,37689,200564.0,5450109.0
2018-05-30,7360,7560,7360,7500,28409,204379.0,5450109.0
2018-05-31,7499,7640,7360,7580,32936,206559.0,5450109.0
2018-06-01,7609,7640,7430,7560,26004,206014.0,5450109.0
2018-06-04,7470,7560,7340,7440,24499,202744.0,5450109.0
2018-06-05,7469,7469,7150,7320,46070,199474.0,5450109.0
2018-06-07,7240,7320,6920,7040,77263,191844.0,5450109.0
2018-06-08,7040,7070,6950,7000,11334,190754.0,5450109.0
2018-06-11,6940,7060,6930,7010,18558,191026.0,5450109.0
2018-06-12,7010,7010,6810,6860,27651,186939.0,5450109.0
2018-06-14,6800,6900,6660,6670,16431,181761.0,5450109.0
2018-06-15,6610,6930,6610,6770,6585,184486.0,5450109.0
2018-06-18,6740,6850,6640,6690,9672,182306.0,5450109.0
2018-06-19,6700,6760,6560,6560,13491,178764.0,5450109.0
2018-06-20,6620,6690,6550,6660,10509,181489.0,5450109.0
2018-06-21,6630,6880,6600,6670,5951,181761.0,5450109.0
2018-06-22,6640,6660,6480,6590,11313,179581.0,5450109.0
2018-06-25,6590,6600,6460,6570,8788,179036.0,5450109.0
2018-06-26,6440,6499,6400,6490,8960,176856.0,5450109.0
2018-06-27,6550,6590,6400,6550,11215,178491.0,5450109.0
2018-06-28,6620,6620,6400,6530,8177,177946.0,5450109.0
2018-06-29,6530,6530,6370,6460,10011,176039.0,5450109.0
2018-07-02,6460,6460,6030,6120,15419,166773.0,5450109.0
2018-07-03,6140,6150,5750,5930,24946,161596.0,5450109.0
2018-07-04,5840,6130,5840,6040,4443,164593.0,5450109.0
2018-07-05,5940,6110,5819,6030,8186,164321.0,5450109.0
2018-07-06,5900,6040,5830,6040,12815,164593.0,5450109.0
2018-07-09,5990,6150,5990,6150,6566,167591.0,5450109.0
2018-07-10,6200,6210,6080,6170,4006,168136.0,5450109.0
2018-07-11,6130,6170,6100,6160,4123,167863.0,5450109.0
2018-07-12,6170,6210,6130,6140,4051,167318.0,5450109.0
2018-07-13,6220,6249,6100,6100,8677,166228.0,5450109.0
2018-07-16,6100,6240,6100,6180,5519,168408.0,5450109.0
2018-07-17,6170,6220,6130,6160,2323,167863.0,5450109.0
2018-07-18,6150,6160,6050,6120,4374,166773.0,5450109.0
2018-07-19,6040,6090,5990,6090,5904,165956.0,5450109.0
2018-07-20,6019,6150,6019,6130,3890,167046.0,5450109.0
2018-07-23,6130,6130,5880,5900,4600,160778.0,5450109.0
2018-07-24,5830,5970,5710,5830,8400,158871.0,5450109.0
2018-07-25,5830,5830,5580,5610,16685,152876.0,5450109.0
2018-07-26,5550,5610,5300,5560,59103,151513.0,5450109.0
2018-07-27,5580,5590,5350,5520,25786,150423.0,5450109.0
2018-07-30,5550,5550,5340,5520,14545,150423.0,5450109.0
2018-07-31,5429,5520,5429,5500,6892,149878.0,5450109.0
2018-08-01,5500,5540,5480,5540,5621,150968.0,5450109.0
2018-08-02,5550,5590,5459,5490,10541,149605.0,5450109.0
2018-08-03,5490,5580,5450,5570,5621,151786.0,5450109.0
2018-08-06,5550,5670,5539,5570,5969,151786.0,5450109.0
2018-08-07,5640,5640,5500,5570,2609,151786.0,5450109.0
2018-08-08,5570,5600,5370,5520,15619,150423.0,5450109.0
2018-08-09,5480,5480,5360,5420,18039,147698.0,5450109.0
2018-08-10,5419,5430,5310,5390,13949,146880.0,5450109.0
2018-08-13,5419,5419,5300,5350,10559,145790.0,5450109.0
2018-08-14,5300,5300,4800,5060,73308,137888.0,5450109.0
2018-08-16,4910,5400,4800,5280,49938,143883.0,5450109.0
2018-08-17,0,0,0,5280,0,143883.0,5450109.0
2018-08-20,0,0,0,5280,0,,
2018-08-21,0,0,0,5280,0,,
2018-08-22,5570,6860,5360,6860,6171540,186939.0,27250545.0
2018-08-23,7010,7150,6550,6610,4386807,180126.0,27250545.0
2018-08-24,6570,6710,6370,6560,1336447,178764.0,27250545.0
2018-08-27,6890,7010,6410,6410,2265333,174676.0,27250545.0
2018-08-28,6560,6920,6360,6570,1446251,179036.0,27250545.0
2018-08-29,6550,6770,6410,6530,975313,177946.0,27250545.0
2018-08-30,6500,6880,6490,6840,1236870,186394.0,27250545.0
2018-08-31,6790,6860,6650,6840,660313,186394.0,27250545.0
2018-09-03,6860,7080,6700,6710,700891,182851.0,27250545.0
2018-09-04,6720,6830,6630,6830,384560,186121.0,27250545.0
2018-09-05,6860,6860,6600,6640,323944,180944.0,27250545.0
2018-09-06,6560,6640,6420,6440,372785,175494.0,27250545.0
2018-09-07,6400,6400,6150,6240,440071,170043.0,27250545.0
2018-09-10,6220,6220,6040,6110,271788,166501.0,27250545.0
2018-09-11,6120,6220,6070,6110,161010,166501.0,27250545.0
2018-09-12,6150,6220,5960,5960,220295,162413.0,27250545.0
2018-09-13,6030,6070,5960,5990,97745,163231.0,27250545.0
2018-09-14,6070,6320,6010,6120,317228,166773.0,27250545.0
2018-09-17,6120,6360,6120,6240,322345,170043.0,27250545.0
2018-09-18,6240,6250,6040,6060,198102,165138.0,27250545.0
2018-09-19,6070,6100,5910,5940,164841,161868.0,27250545.0
2018-09-20,5900,5950,5690,5770,175237,157236.0,27250545.0
2018-09-21,5790,6080,5780,5860,116956,159688.0,27250545.0
2018-09-27,5880,5990,5780,5850,59147,159416.0,27250545.0
2018-09-28,5850,5850,5690,5690,72586,155056.0,27250545.0
2018-10-01,5690,5710,5490,5500,109923,149878.0,27250545.0
2018-10-02,5470,5650,5410,5510,85269,150151.0,27250545.0
2018-10-04,5450,5570,5200,5310,114495,144700.0,27250545.0
2018-10-05,5310,5310,5150,5220,69824,142248.0,27250545.0
2018-10-08,5130,5440,5120,5270,88791,143610.0,27250545.0
2018-10-10,5700,6340,5270,5270,4383875,143610.0,27250545.0
2018-10-11,5120,5880,4855,5250,1448434,143065.0,27250545.0
2018-10-12,5210,5540,5210,5250,411979,143065.0,27250545.0
2018-10-15,5490,5960,5480,5630,1102705,153421.0,27250545.0
2018-10-16,5800,6160,5440,5490,1254331,149605.0,27250545.0
2018-10-17,5650,5650,5300,5360,458718,146063.0,27250545.0
2018-10-18,5340,5420,5260,5270,170897,143610.0,27250545.0
2018-10-19,5200,5200,5060,5140,180771,140068.0,27250545.0
2018-10-22,5200,5500,5140,5280,235120,143883.0,27250545.0
2018-10-23,5250,5280,5030,5050,146855,137615.0,27250545.0
2018-10-24,5100,5190,4955,5020,189199,136798.0,27250545.0
2018-10-25,4890,4935,4775,4805,166023,130939.0,27250545.0
2018-10-26,4810,4945,4640,4640,158854,126443.0,27250545.0
2018-10-29,4635,4720,4010,4055,190654,110501.0,27250545.0
2018-10-30,3530,4300,3530,4125,328344,112408.0,27250545.0
2018-10-31,4170,4295,4075,4250,145641,115815.0,27250545.0
2018-11-01,4250,4500,4245,4400,113350,119902.0,27250545.0
2018-11-02,4400,4625,4400,4580,107318,124807.0,27250545.0
2018-11-05,4580,4620,4510,4540,43586,123717.0,27250545.0
2018-11-06,4540,4540,4315,4430,171831,120720.0,27250545.0
2018-11-07,4430,4470,4335,4370,76762,119085.0,27250545.0
2018-11-08,4490,4760,4370,4555,159676,124126.0,27250545.0
2018-11-09,4555,4580,4440,4445,75573,121129.0,27250545.0
2018-11-12,4350,4415,4200,4270,185463,116360.0,27250545.0
2018-11-13,4250,4345,4075,4110,187936,112000.0,27250545.0
2018-11-14,4095,4190,4095,4155,108105,113226.0,27250545.0
2018-11-15,4110,4195,4070,4195,79236,114316.0,27250545.0
2018-11-16,4195,4340,4165,4260,87382,116087.0,27250545.0
2018-11-19,4245,4350,4245,4340,59728,118267.0,27250545.0
2018-11-20,4275,4350,4000,4255,56932,115951.0,27250545.0
2018-11-21,4160,4225,4100,4180,72701,113907.0,27250545.0
2018-11-22,4475,5050,4300,4350,2128571,118540.0,27250545.0
2018-11-23,4320,4325,4140,4180,303515,113907.0,27250545.0
2018-11-26,4140,4220,4130,4130,129650,112545.0,27250545.0
2018-11-27,4105,4185,4105,4185,56970,114044.0,27250545.0
2018-11-28,4130,4180,4020,4055,158555,110501.0,27250545.0
2018-11-29,4110,4110,4030,4055,66466,110501.0,27250545.0
2018-11-30,4055,4095,4040,4095,55286,111591.0,27250545.0
2018-12-03,4095,4175,4055,4170,61477,113635.0,27250545.0
2018-12-04,4130,4195,4100,4130,38564,112545.0,27250545.0
2018-12-05,4030,4090,4015,4035,80386,109956.0,27250545.0
2018-12-06,4035,4040,3935,3935,102976,107231.0,27250545.0
2018-12-07,3935,4055,3905,3930,151984,107095.0,27250545.0
2018-12-10,3910,3910,3690,3690,78155,100555.0,27250545.0
2018-12-11,3675,3820,3545,3655,71507,99601.0,27250545.0
2018-12-12,3570,4250,3570,3905,331103,106413.0,27250545.0
2018-12-13,3950,4400,3940,4130,926915,112545.0,27250545.0
2018-12-14,4120,4140,3975,4035,138761,109956.0,27250545.0
2018-12-17,4035,4300,3940,4065,235673,110773.0,27250545.0
2018-12-18,4000,4195,3985,4055,112234,110501.0,27250545.0
2018-12-19,3995,4190,3995,4140,108401,112817.0,27250545.0
2018-12-20,4135,4170,4075,4165,113172,113499.0,27250545.0
2018-12-21,4165,4195,4055,4135,58921,112681.0,27250545.0
2018-12-24,4185,4185,4065,4095,51636,111591.0,27250545.0
2018-12-26,4010,4045,3935,3970,80451,108185.0,27250545.0
2018-12-27,4000,4075,3935,3950,66129,107640.0,27250545.0
2018-12-28,3905,4030,3905,3985,60022,108593.0,27250545.0
2019-01-02,4050,4050,3955,4015,51279,109411.0,27250545.0
2019-01-03,3980,4350,3980,4110,302090,112000.0,27250545.0
2019-01-04,4110,4185,4050,4155,134028,113226.0,27250545.0
2019-01-07,4385,4585,4215,4545,1053317,123854.0,27250545.0
2019-01-08,5200,5260,4555,4595,2027695,125216.0,27250545.0
2019-01-09,4560,4590,4400,4425,371364,120584.0,27250545.0
2019-01-10,4465,4470,4350,4370,251029,119085.0,27250545.0
2019-01-11,4355,4430,4350,4375,137746,119221.0,27250545.0
2019-01-14,4430,4430,4250,4280,160585,116632.0,27250545.0
2019-01-15,4295,4440,4260,4400,201256,119902.0,27250545.0
2019-01-16,4395,4430,4325,4380,122874,119357.0,27250545.0
2019-01-17,4355,4430,4325,4345,111659,118404.0,27250545.0
2019-01-18,4360,4650,4310,4605,521727,125489.0,27250545.0
2019-01-21,4710,4875,4595,4805,736823,130939.0,27250545.0
2019-01-22,4895,4900,4625,4700,308681,128078.0,27250545.0
2019-01-23,4680,4760,4540,4760,160401,129713.0,27250545.0
2019-01-24,4760,4825,4640,4740,175546,129168.0,27250545.0
2019-01-25,4750,4935,4700,4825,283763,131484.0,27250545.0
2019-01-28,4800,4875,4680,4720,170641,128623.0,27250545.0
2019-01-29,4700,4795,4625,4675,111866,127396.0,27250545.0
2019-01-30,4685,4740,4620,4635,115767,126306.0,27250545.0
2019-01-31,4645,4685,4555,4575,115022,124671.0,27250545.0
2019-02-01,4565,4595,4505,4530,68596,123445.0,27250545.0
2019-02-07,4600,4800,4430,4660,87421,126988.0,27250545.0
2019-02-08,4635,4690,4615,4670,56586,127260.0,27250545.0
2019-02-11,4670,4685,4620,4640,56261,126443.0,27250545.0
2019-02-12,4640,4690,4600,4665,60602,127124.0,27250545.0
2019-02-13,4665,4785,4620,4760,131209,129713.0,27250545.0
2019-02-14,4800,4875,4730,4800,137020,130803.0,27250545.0
2019-02-15,4825,4840,4720,4770,85565,129985.0,27250545.0
2019-02-18,4760,4825,4710,4820,123695,131348.0,27250545.0
2019-02-19,4830,4830,4735,4785,75728,130394.0,27250545.0
2019-02-20,4785,4810,4710,4745,66754,129304.0,27250545.0
2019-02-21,4725,4800,4685,4755,62878,129576.0,27250545.0
2019-02-22,4780,5170,4735,4970,1169059,135435.0,27250545.0
2019-02-25,4970,5000,4895,4955,286040,135026.0,27250545.0
2019-02-26,4970,5060,4890,4960,317470,135163.0,27250545.0
2019-02-27,4955,5150,4930,5000,426500,136253.0,27250545.0
2019-02-28,4900,4925,4680,4680,345459,127533.0,27250545.0
2019-03-04,4525,4675,4510,4545,248367,123854.0,27250545.0
2019-03-05,4590,4590,4440,4525,122096,123309.0,27250545.0
2019-03-06,4595,4620,4510,4550,52582,123990.0,27250545.0
2019-03-07,4605,4605,4420,4485,107275,122219.0,27250545.0
2019-03-08,4400,4525,4380,4415,46493,120311.0,27250545.0
2019-03-11,4415,4430,4260,4280,109804,116632.0,27250545.0
2019-03-12,4280,4330,4235,4260,82542,116087.0,27250545.0
2019-03-13,4275,4275,4155,4180,115185,113907.0,27250545.0
2019-03-14,4245,4250,4175,4195,129233,114316.0,27250545.0
2019-03-15,4240,4240,4005,4055,234840,110501.0,27250545.0
2019-03-18,4045,4195,4040,4160,96303,113362.0,27250545.0
2019-03-19,4195,4195,4120,4165,37099,113499.0,27250545.0
2019-03-20,4240,4270,4160,4195,71100,114316.0,27250545.0
2019-03-21,4160,4220,4095,4115,76132,112136.0,27250545.0
2019-03-22,4150,4150,4030,4070,53504,110910.0,27250545.0
2019-03-25,4070,4070,3950,3950,70056,107640.0,27250545.0
2019-03-26,3960,4100,3960,4040,91777,110092.0,27250545.0
2019-03-27,4120,4120,3980,4020,57665,109547.0,27250545.0
2019-03-28,4020,4470,4020,4165,1077257,113499.0,27250545.0
2019-03-29,4180,4210,3940,4090,334541,111455.0,27250545.0
2019-04-01,4100,4190,4050,4165,99489,113499.0,27250545.0
2019-04-02,4165,4420,4160,4280,420349,116632.0,27250545.0
2019-04-03,4260,4540,4220,4490,611681,122355.0,27250545.0
2019-04-04,4460,4500,4390,4445,161355,121129.0,27250545.0
2019-04-05,4490,4560,4385,4560,222296,124262.0,27250545.0
2019-04-08,4840,4840,4495,4495,404830,122491.0,27250545.0
2019-04-09,4495,4510,4385,4480,189239,122082.0,27250545.0
2019-04-10,4455,4500,4405,4455,85107,121401.0,27250545.0
2019-04-11,4440,4630,4440,4495,135336,122491.0,27250545.0
2019-04-12,4495,4580,4490,4510,80318,122900.0,27250545.0
2019-04-15,4520,4580,4455,4540,118641,123717.0,27250545.0
2019-04-16,4540,4560,4400,4445,114195,121129.0,27250545.0
2019-04-17,4455,4525,4425,4515,76578,123036.0,27250545.0
2019-04-18,4550,4575,4400,4440,86669,120992.0,27250545.0
2019-04-19,4500,4500,4305,4440,105752,120992.0,27250545.0
2019-04-22,4480,4480,4355,4370,54477,119085.0,27250545.0
2019-04-23,4330,4415,4260,4275,77754,116496.0,27250545.0
2019-04-24,4250,4345,4235,4260,51289,116087.0,27250545.0
2019-04-25,4230,4395,4215,4390,93527,119630.0,27250545.0
2019-04-26,4315,4385,4250,4300,70526,117177.0,27250545.0
2019-04-29,4315,4390,4280,4310,46960,117450.0,27250545.0
2019-04-30,4310,4355,4225,4230,53628,115270.0,27250545.0
