올릭스(226950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-07,64400,67700,63000,66600,260542,429964.0,6455921.0
2018-11-08,68000,69000,65200,66000,209446,426091.0,6455921.0
2018-11-09,66000,66000,62600,63800,174178,411888.0,6455921.0
2018-11-12,62600,63200,58500,58700,221739,378963.0,6455921.0
2018-11-13,57800,62600,57000,61800,214329,398976.0,6455921.0
2018-11-14,61000,64100,59600,61500,169553,397039.0,6455921.0
2018-11-15,61900,63200,59400,62100,131124,400913.0,6455921.0
2018-11-16,62400,64400,61500,63500,142968,409951.0,6455921.0
2018-11-19,63400,66900,63400,65900,170826,425445.0,6455921.0
2018-11-20,64500,67700,64200,65000,158486,422755.0,6503921.0
2018-11-21,64600,66400,62700,65300,138226,424706.0,6503921.0
2018-11-22,66000,69700,66000,69700,300347,453323.0,6503921.0
2018-11-23,69400,71600,66700,69200,239053,450071.0,6503921.0
2018-11-26,68900,69800,67600,67700,122643,440315.0,6503921.0
2018-11-27,68700,69700,67800,69600,111989,452673.0,6503921.0
2018-11-28,69300,74500,68100,73400,391011,477388.0,6503921.0
2018-11-29,72900,73800,66000,67400,261910,438364.0,6503921.0
2018-11-30,67700,68500,65000,67400,179768,438364.0,6503921.0
2018-12-03,68200,68700,66000,67100,112694,436413.0,6503921.0
2018-12-04,67400,69300,67100,68400,95005,444868.0,6503921.0
2018-12-05,66700,67700,65600,67000,84976,435763.0,6503921.0
2018-12-06,67200,67300,61200,61200,156457,398040.0,6503921.0
2018-12-07,61900,63500,61100,62900,77957,409097.0,6503921.0
2018-12-10,60900,62500,59800,60300,88234,392186.0,6503921.0
2018-12-11,61200,61900,57900,58500,100143,380479.0,6503921.0
2018-12-12,58700,61200,58700,61100,88882,397390.0,6503921.0
2018-12-13,61100,64300,60600,63000,89365,409747.0,6503921.0
2018-12-14,62700,64500,61000,61300,65548,398690.0,6503921.0
2018-12-17,61000,61100,57500,58500,126107,380479.0,6503921.0
2018-12-18,56400,58800,55500,57000,107840,370723.0,6503921.0
2018-12-19,57200,62000,56100,61200,132048,398040.0,6503921.0
2018-12-20,60500,62000,59100,60200,88133,391536.0,6503921.0
2018-12-21,60000,66200,59800,66200,291491,430560.0,6503921.0
2018-12-24,66500,68400,65500,67600,129645,439665.0,6503921.0
2018-12-26,65500,67600,65200,67300,140004,437714.0,6503921.0
2018-12-27,68900,69700,66100,66900,132004,435112.0,6503921.0
2018-12-28,66700,68900,66700,68400,140987,444868.0,6503921.0
2019-01-02,68400,68700,62700,63400,258853,412349.0,6503921.0
2019-01-03,63300,64500,57500,57900,298787,376577.0,6503921.0
2019-01-04,57900,60600,57500,60100,174336,390886.0,6503921.0
2019-01-07,60300,61800,59000,59300,120773,385683.0,6503921.0
2019-01-08,59300,60400,58800,58800,67893,382431.0,6503921.0
2019-01-09,59300,60400,57500,58700,110822,381780.0,6503921.0
2019-01-10,58700,59400,56500,57700,114208,375276.0,6503921.0
2019-01-11,58000,58300,56700,57300,71009,372675.0,6503921.0
2019-01-14,57400,59500,57200,58300,93010,379179.0,6503921.0
2019-01-15,58900,60100,57700,58000,90662,377227.0,6503921.0
2019-01-16,58100,58500,55400,55900,147400,363569.0,6503921.0
2019-01-17,56400,57800,55800,55900,112728,363569.0,6503921.0
2019-01-18,54600,56600,53200,55700,194651,362268.0,6503921.0
2019-01-21,56800,57000,54000,54300,94674,353163.0,6503921.0
2019-01-22,55200,57800,54200,57500,189015,373975.0,6503921.0
2019-01-23,58200,61100,57700,59500,240792,386983.0,6503921.0
2019-01-24,60400,60400,58000,58900,87458,383081.0,6503921.0
2019-01-25,58600,59500,57700,59100,85237,384382.0,6503921.0
2019-01-28,59100,60700,58300,58700,74066,381780.0,6503921.0
2019-01-29,58400,58600,56600,56900,75865,370073.0,6503921.0
2019-01-30,56800,57400,56000,56000,63850,364220.0,6503921.0
2019-01-31,56600,59300,56200,58800,106257,382431.0,6503921.0
2019-02-01,58400,59600,58000,59000,53602,383731.0,6503921.0
2019-02-07,59000,60600,58000,60000,74118,390235.0,6503921.0
2019-02-08,59500,63000,59100,62000,167451,403243.0,6503921.0
2019-02-11,63000,64300,62400,63200,155544,411048.0,6503921.0
2019-02-12,63200,63700,61000,61700,70228,401292.0,6503921.0
2019-02-13,61700,62500,59500,59500,160702,386983.0,6503921.0
2019-02-14,60000,60500,58700,59000,106362,383731.0,6503921.0
2019-02-15,59300,61600,58900,61500,131434,399991.0,6503921.0
2019-02-18,61900,62600,60700,61700,85129,401292.0,6503921.0
2019-02-19,62300,63400,61100,63000,90040,409747.0,6503921.0
2019-02-20,62900,64200,62700,63600,112750,413649.0,6503921.0
2019-02-21,63500,63900,61800,61800,107749,401942.0,6503921.0
2019-02-22,61500,61500,60000,61000,97213,396739.0,6503921.0
2019-02-25,60600,63000,60600,62900,79285,409097.0,6503921.0
2019-02-26,63200,63400,61900,62400,57008,405845.0,6503921.0
2019-02-27,62400,63500,61800,63500,74112,412999.0,6503921.0
2019-02-28,63300,65900,62200,62200,243516,404544.0,6503921.0
2019-03-04,64300,66600,64100,66300,202113,431210.0,6503921.0
2019-03-05,66400,67900,65100,65900,137060,428608.0,6503921.0
2019-03-06,65900,66500,62400,64500,147739,419503.0,6503921.0
2019-03-07,63500,64900,60900,61400,145163,399341.0,6503921.0
2019-03-08,61100,64700,59000,64000,192197,416251.0,6503921.0
2019-03-11,63500,64600,61400,64400,91534,418853.0,6503921.0
2019-03-12,65100,72000,64500,72000,870107,468282.0,6503921.0
2019-03-13,71400,72000,69400,71000,362059,461778.0,6503921.0
2019-03-14,71700,72300,69000,70900,302901,461128.0,6503921.0
2019-03-15,70100,70900,68000,70300,283329,457226.0,6503921.0
2019-03-18,71200,75200,68500,69700,694255,453323.0,6503921.0
2019-03-19,73700,76700,64000,65100,1445503,423405.0,6503921.0
2019-03-20,65100,65400,62500,65100,255326,423405.0,6503921.0
2019-03-21,64800,64900,61600,61800,248277,401942.0,6503921.0
2019-03-22,61400,62800,59100,59500,306769,386983.0,6503921.0
2019-03-25,57700,58900,56000,56900,174615,370073.0,6503921.0
2019-03-26,57800,60800,57500,60200,224866,391536.0,6503921.0
2019-03-27,60800,61400,58500,59000,127262,383731.0,6503921.0
2019-03-28,58500,61000,57100,57700,123977,375276.0,6503921.0
2019-03-29,58100,61200,58000,60500,125331,393487.0,6503921.0
2019-04-01,59500,61900,59000,61600,127152,400642.0,6503921.0
2019-04-02,62000,62600,59100,60300,111660,392186.0,6503921.0
2019-04-03,60300,61200,59700,61000,76118,396739.0,6503921.0
2019-04-04,60800,61200,59800,60600,65761,394138.0,6503921.0
2019-04-05,60800,61000,59600,59900,62716,389585.0,6503921.0
2019-04-08,59700,59900,58700,59000,56294,383849.0,6505921.0
2019-04-09,59000,60800,58900,60500,54828,393608.0,6505921.0
2019-04-10,60400,63800,60000,63000,155522,409873.0,6505921.0
2019-04-11,62700,65900,62400,64600,227887,420282.0,6505921.0
2019-04-12,64300,65000,63300,64600,73364,420282.0,6505921.0
2019-04-15,65000,66000,63800,65400,95620,425487.0,6505921.0
2019-04-16,65800,65800,63100,65000,71328,422885.0,6505921.0
2019-04-17,65000,65500,63200,63700,61548,414427.0,6505921.0
2019-04-18,63400,64200,61300,61500,84241,400114.0,6505921.0
2019-04-19,62100,64000,62000,63000,60857,409873.0,6505921.0
2019-04-22,63000,65500,62000,65300,148398,424837.0,6505921.0
2019-04-23,65400,65900,64000,65400,77175,425487.0,6505921.0
2019-04-24,65500,65500,63400,63700,57304,414427.0,6505921.0
2019-04-25,63500,64600,62800,64000,52724,416379.0,6505921.0
2019-04-26,63400,68700,63400,67700,318874,440451.0,6505921.0
2019-04-29,67700,69100,66500,67800,132400,441101.0,6505921.0
2019-04-30,67900,68200,65800,67000,122497,435897.0,6505921.0
2019-05-02,68000,68000,66000,67000,93770,435897.0,6505921.0
2019-05-03,67600,70300,67300,70100,237527,456065.0,6505921.0
2019-05-07,68600,71400,68600,69600,126044,452812.0,6505921.0
2019-05-08,68700,71200,67500,67600,121049,439800.0,6505921.0
2019-05-09,67800,68900,64900,66800,158174,434596.0,6505921.0
2019-05-10,66800,68000,61200,62000,328571,403367.0,6505921.0
2019-05-13,62700,63500,58500,59900,130518,389705.0,6505921.0
2019-05-14,58300,61000,58200,59700,87469,388403.0,6505921.0
2019-05-15,60700,61100,60100,60400,49017,392958.0,6505921.0
2019-05-16,60300,61200,59200,60400,48888,392958.0,6505921.0
2019-05-17,60700,61100,60400,60500,39255,393608.0,6505921.0
2019-05-20,60200,60800,56300,56600,172751,368235.0,6505921.0
2019-05-21,56000,57400,54900,55300,107768,359777.0,6505921.0
2019-05-22,56500,59200,56500,58000,161388,377343.0,6505921.0
2019-05-23,60100,61000,58000,58700,134045,381898.0,6505921.0
2019-05-24,58300,59400,57400,58900,41328,383199.0,6505921.0
2019-05-27,58900,59800,58100,59100,39062,384500.0,6505921.0
2019-05-28,59000,60200,58200,59600,52095,387753.0,6505921.0
2019-05-29,59000,59300,56100,56700,116352,368886.0,6505921.0
2019-05-30,56700,57600,55000,55400,77258,360428.0,6505921.0
2019-05-31,55100,58800,55100,58500,81078,380596.0,6505921.0
2019-06-03,58500,58900,57400,58600,36127,381247.0,6505921.0
2019-06-04,58600,59300,57800,58600,33891,381247.0,6505921.0
2019-06-05,59000,60200,58700,59300,46643,385801.0,6505921.0
2019-06-07,59900,60000,59000,59300,34470,385801.0,6505921.0
2019-06-10,59800,59800,56900,57400,66511,373440.0,6505921.0
2019-06-11,57300,59000,57300,58700,47142,381898.0,6505921.0
2019-06-12,58500,59300,58300,58900,42436,383199.0,6505921.0
2019-06-13,58700,59100,57000,58300,248530,379295.0,6505921.0
2019-06-14,57900,58000,55200,55700,129132,362380.0,6505921.0
2019-06-17,55800,56800,55300,55400,67656,360428.0,6505921.0
2019-06-18,55400,56200,48750,51000,278480,331802.0,6505921.0
2019-06-19,51000,51500,50000,50400,108230,327898.0,6505921.0
2019-06-20,50400,52200,50100,51200,93023,333103.0,6505921.0
2019-06-21,51300,52000,51000,51000,52954,331802.0,6505921.0
2019-06-24,50800,51100,48600,48800,101979,317489.0,6505921.0
2019-06-25,48800,49200,45450,46500,187605,302525.0,6505921.0
2019-06-26,45550,47700,45350,47200,103555,307079.0,6505921.0
2019-06-27,46750,47200,41100,42350,253990,275526.0,6505921.0
2019-06-28,42350,42850,40050,40400,248573,262839.0,6505921.0
2019-07-01,40650,44350,40650,42850,203194,278779.0,6505921.0
2019-07-02,42800,44200,42500,43100,77095,280405.0,6505921.0
2019-07-03,43200,43400,41550,42250,71491,274875.0,6505921.0
2019-07-04,41400,42100,40400,41200,97877,268044.0,6505921.0
2019-07-05,41000,44100,40950,43650,82620,283983.0,6505921.0
2019-07-08,43700,43900,40900,40900,101269,266092.0,6505921.0
2019-07-09,41900,42200,40600,40650,79859,264466.0,6505921.0
2019-07-10,40700,43350,40700,42450,84031,276176.0,6505921.0
2019-07-11,42600,43100,41000,41550,80587,270321.0,6505921.0
2019-07-12,41900,41900,40800,41150,62080,267719.0,6505921.0
2019-07-15,41000,42400,40750,41150,77551,267719.0,6505921.0
2019-07-16,41100,42100,40700,41850,66189,272273.0,6505921.0
2019-07-17,41500,42800,40950,42500,83879,276502.0,6505921.0
2019-07-18,41900,42500,40700,41000,95306,266743.0,6505921.0
2019-07-19,41150,41400,40650,41250,60530,268369.0,6505921.0
2019-07-22,41000,42100,40800,41150,48780,267768.0,6507121.0
2019-07-23,41200,41550,40150,40400,53178,262888.0,6507121.0
2019-07-24,40050,41050,37300,37650,213591,244993.0,6507121.0
2019-07-25,37700,38650,36700,37700,90340,245318.0,6507121.0
2019-07-26,37850,38100,35350,36100,111250,234907.0,6507121.0
2019-07-29,35200,35900,34200,34200,132303,222544.0,6507121.0
2019-07-30,33650,37500,33650,35800,142639,232955.0,6507121.0
2019-07-31,35700,36950,34350,36500,64550,237510.0,6507121.0
2019-08-01,36100,37300,35750,35850,53467,233280.0,6507121.0
2019-08-02,34300,36750,33500,35650,107766,231979.0,6507121.0
2019-08-05,35550,35950,30600,30600,121335,199118.0,6507121.0
2019-08-06,30000,32950,28800,30450,172646,198142.0,6507121.0
2019-08-07,31000,32800,30800,32000,100525,208228.0,6507121.0
2019-08-08,32150,33700,31900,33700,79639,219290.0,6507121.0
2019-08-09,33800,34250,32050,32350,84835,210505.0,6507121.0
2019-08-12,32000,33000,31650,32800,46190,213434.0,6507121.0
2019-08-13,32150,32650,30600,30700,98718,199769.0,6507121.0
2019-08-14,31450,31850,30450,31000,122541,201721.0,6507121.0
2019-08-16,30600,31250,30000,30800,62121,200419.0,6507121.0
2019-08-19,30900,31750,30750,30850,40980,200745.0,6507121.0
2019-08-20,31150,32150,30700,32050,80691,208553.0,6507121.0
2019-08-21,31750,33350,31650,33300,88201,216687.0,6507121.0
2019-08-22,33950,34750,32350,32550,129030,211807.0,6507121.0
2019-08-23,31900,32050,31150,31500,72089,204974.0,6507121.0
2019-08-26,30100,30400,28550,28800,154053,187405.0,6507121.0
2019-08-27,29500,29700,28800,29000,65080,188707.0,6507121.0
2019-08-28,29000,34500,29000,33400,275153,217338.0,6507121.0
2019-08-29,33700,38400,33700,36700,711195,238811.0,6507121.0
2019-08-30,37400,39500,36300,37000,309479,240763.0,6507121.0
2019-09-02,37100,37350,36050,37000,130635,240763.0,6507121.0
2019-09-03,37300,37950,35800,35800,109455,232955.0,6507121.0
2019-09-04,35500,37400,35500,36300,124173,236208.0,6507121.0
2019-09-05,36150,36250,34200,34550,164737,224821.0,6507121.0
2019-09-06,35500,37100,34950,36650,201166,238486.0,6507121.0
2019-09-09,36750,38500,36500,36650,173013,238486.0,6507121.0
2019-09-10,36250,36750,34900,35450,105685,230677.0,6507121.0
2019-09-11,35450,37300,35350,37000,115952,240763.0,6507121.0
2019-09-16,37450,37500,36250,37250,78752,242390.0,6507121.0
2019-09-17,37250,40350,36650,39500,249927,257031.0,6507121.0
2019-09-18,39700,40600,38600,38900,114189,253127.0,6507121.0
2019-09-19,38600,39500,37200,37450,120163,243692.0,6507121.0
2019-09-20,37450,38150,36350,37800,102002,245969.0,6507121.0
2019-09-23,38000,38100,36400,36550,129903,237835.0,6507121.0
2019-09-24,35000,37950,34750,35650,169763,231979.0,6507121.0
2019-09-25,35600,37450,35450,35950,142531,233931.0,6507121.0
2019-09-26,36400,38300,36400,37450,125263,243692.0,6507121.0
2019-09-27,37300,37450,35100,35550,157151,231328.0,6507121.0
2019-09-30,36000,36450,33800,33800,170351,219941.0,6507121.0
2019-10-01,33600,36100,33600,35950,122869,233931.0,6507121.0
2019-10-02,35000,36100,34650,35000,76782,227749.0,6507121.0
2019-10-04,35000,35500,33800,35100,77655,228400.0,6507121.0
2019-10-07,36000,37250,35550,37200,297309,,
