한화에이스스팩4호(279410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-01-29,1990,2000,1990,1995,1711,6973.0,3495000.0
2018-01-30,1995,2000,1995,1995,4147,6973.0,3495000.0
2018-01-31,2000,2000,2000,2000,2290,6990.0,3495000.0
2018-02-01,2010,2010,2010,2010,21,7025.0,3495000.0
2018-02-02,2010,2010,1995,1995,708,6973.0,3495000.0
2018-02-05,1995,2000,1995,2000,619,6990.0,3495000.0
2018-02-06,2010,2010,2005,2010,1097,7025.0,3495000.0
2018-02-07,1990,1990,1985,1985,30476,6938.0,3495000.0
2018-02-08,2005,2005,1985,1985,29,6938.0,3495000.0
2018-02-09,2010,2010,2005,2005,1502,7007.0,3495000.0
2018-02-12,1980,2005,1980,1985,1175,6938.0,3495000.0
2018-02-13,1970,2010,1970,2000,1104,6990.0,3495000.0
2018-02-14,1990,1990,1990,1990,8,6955.0,3495000.0
2018-02-19,1990,2035,1990,2035,16611,7112.0,3495000.0
2018-02-20,1990,1990,1990,1990,3,6955.0,3495000.0
2018-02-21,2020,2020,1990,1990,4,6955.0,3495000.0
2018-02-22,1985,2020,1985,1995,2515,6973.0,3495000.0
2018-02-23,2000,2000,2000,2000,1001,6990.0,3495000.0
2018-02-26,2010,2010,2000,2000,14000,6990.0,3495000.0
2018-02-27,2000,2010,2000,2005,3198,7007.0,3495000.0
2018-02-28,2010,2010,2000,2000,170,6990.0,3495000.0
2018-03-02,2005,2020,2005,2010,14536,7025.0,3495000.0
2018-03-05,2010,2010,2005,2005,1002,7007.0,3495000.0
2018-03-06,2020,2020,2015,2020,5027,7060.0,3495000.0
2018-03-07,2005,2005,2005,2005,332,7007.0,3495000.0
2018-03-08,2005,2005,2005,2005,0,7007.0,3495000.0
2018-03-09,2010,2010,2010,2010,500,7025.0,3495000.0
2018-03-12,2005,2050,2005,2005,707,7007.0,3495000.0
2018-03-13,2010,2015,2010,2015,98,7042.0,3495000.0
2018-03-14,2015,2015,2015,2015,533,7042.0,3495000.0
2018-03-15,2020,2050,2020,2020,1223,7060.0,3495000.0
2018-03-16,2025,2045,2025,2040,6029,7130.0,3495000.0
2018-03-19,2025,2060,2025,2050,1057,7165.0,3495000.0
2018-03-20,2030,2055,2020,2055,1987,7182.0,3495000.0
2018-03-21,2065,2065,2010,2050,9940,7165.0,3495000.0
2018-03-22,2050,2050,2015,2020,5562,7060.0,3495000.0
2018-03-23,2020,2020,2015,2015,121,7042.0,3495000.0
2018-03-26,2015,2015,2015,2015,1492,7042.0,3495000.0
2018-03-27,2015,2015,2015,2015,0,7042.0,3495000.0
2018-03-28,2015,2030,2015,2020,10400,7060.0,3495000.0
2018-03-29,2025,2025,2025,2025,10000,7077.0,3495000.0
2018-03-30,2030,2035,2025,2035,19252,7112.0,3495000.0
2018-04-02,2015,2020,2005,2010,21106,7025.0,3495000.0
2018-04-03,2005,2035,2005,2035,285,7112.0,3495000.0
2018-04-04,2010,2030,2010,2030,825,7095.0,3495000.0
2018-04-05,2010,2015,2010,2015,501,7042.0,3495000.0
2018-04-06,2015,2015,2015,2015,456,7042.0,3495000.0
2018-04-09,2015,2015,2015,2015,304,7042.0,3495000.0
2018-04-10,2015,2020,2015,2020,2558,7060.0,3495000.0
2018-04-11,2015,2015,2015,2015,5738,7042.0,3495000.0
2018-04-12,2010,2025,2010,2025,802,7077.0,3495000.0
2018-04-13,2010,2025,2010,2015,259,7042.0,3495000.0
2018-04-16,2015,2015,2015,2015,1442,7042.0,3495000.0
2018-04-17,2020,2030,2020,2030,350,7095.0,3495000.0
2018-04-18,2030,2045,2020,2045,643,7147.0,3495000.0
2018-04-19,2020,2045,2020,2045,3161,7147.0,3495000.0
2018-04-20,2020,2050,2015,2050,1310,7165.0,3495000.0
2018-04-23,2020,2050,2020,2050,1498,7165.0,3495000.0
2018-04-24,2050,2050,2020,2050,1048,7165.0,3495000.0
2018-04-25,2020,2050,2020,2050,1430,7165.0,3495000.0
2018-04-26,2020,2050,2020,2050,748,7165.0,3495000.0
2018-04-27,2025,2025,2020,2020,497,7060.0,3495000.0
2018-04-30,2020,2080,2020,2050,1371,7165.0,3495000.0
2018-05-02,2020,2030,2020,2025,755,7077.0,3495000.0
2018-05-03,2025,2050,2025,2050,294,7165.0,3495000.0
2018-05-04,2050,2050,2020,2050,1963,7165.0,3495000.0
2018-05-08,2150,2150,2150,2150,1,7514.0,3495000.0
2018-05-09,2100,2100,2000,2005,53963,7007.0,3495000.0
2018-05-10,2020,2040,2000,2025,3197,7077.0,3495000.0
2018-05-11,2025,2030,2005,2020,50909,7060.0,3495000.0
2018-05-14,2025,2030,2025,2025,1700,7077.0,3495000.0
2018-05-15,2010,2025,2005,2025,803,7077.0,3495000.0
2018-05-16,2025,2025,2010,2015,10200,7042.0,3495000.0
2018-05-17,2005,2025,2005,2025,521,7077.0,3495000.0
2018-05-18,2010,2030,2010,2025,10932,7077.0,3495000.0
2018-05-21,2040,2040,1970,2020,6368,7060.0,3495000.0
2018-05-23,2020,2030,2020,2030,2236,7095.0,3495000.0
2018-05-24,2030,2090,2025,2025,12081,7077.0,3495000.0
2018-05-25,2025,2190,2025,2085,174473,7287.0,3495000.0
2018-05-28,2080,2095,2055,2060,59566,7200.0,3495000.0
2018-05-29,2040,2060,2040,2050,2011,7165.0,3495000.0
2018-05-30,2050,2055,2035,2050,3246,7165.0,3495000.0
2018-05-31,2015,2085,2015,2080,2704,7270.0,3495000.0
2018-06-01,2080,2095,2070,2080,7942,7270.0,3495000.0
2018-06-04,2085,2085,2065,2075,4721,7252.0,3495000.0
2018-06-05,2075,2075,2040,2040,3404,7130.0,3495000.0
2018-06-07,2045,2075,2045,2045,8724,7147.0,3495000.0
2018-06-08,2080,2080,2030,2035,4556,7112.0,3495000.0
2018-06-11,2035,2050,2035,2040,5764,7130.0,3495000.0
2018-06-12,2040,2050,2040,2045,5049,7147.0,3495000.0
2018-06-14,2040,2045,2040,2040,3591,7130.0,3495000.0
2018-06-15,2045,2045,2030,2040,10664,7130.0,3495000.0
2018-06-18,2040,2050,2040,2040,6379,7130.0,3495000.0
2018-06-19,2040,2045,2040,2040,8087,7130.0,3495000.0
2018-06-20,2040,2040,2030,2040,2000,7130.0,3495000.0
2018-06-21,2040,2060,2040,2040,5031,7130.0,3495000.0
2018-06-22,2040,2040,2040,2040,2436,7130.0,3495000.0
2018-06-25,2050,2050,2040,2045,1364,7147.0,3495000.0
2018-06-26,2045,2045,2045,2045,7000,7147.0,3495000.0
2018-06-27,2045,2060,2045,2060,3775,7200.0,3495000.0
2018-06-28,2065,2065,2040,2040,2501,7130.0,3495000.0
2018-06-29,2060,2060,2020,2025,10001,7077.0,3495000.0
2018-07-02,2050,2065,2050,2065,5285,7217.0,3495000.0
2018-07-03,2065,2065,2050,2065,1507,7217.0,3495000.0
2018-07-04,2065,2065,2055,2055,500,7182.0,3495000.0
2018-07-05,2055,2060,2030,2035,10460,7112.0,3495000.0
2018-07-06,2040,2040,2040,2040,0,7130.0,3495000.0
2018-07-09,2040,2040,2035,2040,647,7130.0,3495000.0
2018-07-10,2045,2045,2040,2040,4354,7130.0,3495000.0
2018-07-11,2045,2045,2045,2045,0,7147.0,3495000.0
2018-07-12,2040,2040,2040,2040,1000,7130.0,3495000.0
2018-07-13,2045,2050,2045,2050,11000,7165.0,3495000.0
2018-07-16,2050,2060,2050,2055,5141,7182.0,3495000.0
2018-07-17,2050,2065,2050,2065,6800,7217.0,3495000.0
2018-07-18,2050,2070,2050,2070,1179,7235.0,3495000.0
2018-07-19,2060,2065,2055,2065,17113,7217.0,3495000.0
2018-07-20,2035,2065,2035,2065,700,7217.0,3495000.0
2018-07-23,2035,2055,2035,2055,183,7182.0,3495000.0
2018-07-24,2035,2070,2035,2070,2550,7235.0,3495000.0
2018-07-25,2040,2095,2040,2040,20231,7130.0,3495000.0
2018-07-26,2035,2055,2035,2035,31092,7112.0,3495000.0
2018-07-27,2040,2095,2040,2060,4175,7200.0,3495000.0
2018-07-30,2050,2050,2045,2045,2,7147.0,3495000.0
2018-07-31,2040,2055,2040,2055,643,7182.0,3495000.0
2018-08-01,2040,2060,2040,2060,506,7200.0,3495000.0
2018-08-02,2055,2055,2055,2055,0,7182.0,3495000.0
2018-08-03,2055,2055,2055,2055,0,7182.0,3495000.0
2018-08-06,2050,2060,2050,2060,2550,7200.0,3495000.0
2018-08-07,2240,2240,2055,2055,19803,7182.0,3495000.0
2018-08-08,2055,2070,2055,2055,6249,7182.0,3495000.0
2018-08-09,2055,2055,2055,2055,892,7182.0,3495000.0
2018-08-10,2055,2055,2055,2055,2790,7182.0,3495000.0
2018-08-13,2060,2060,2060,2060,0,7200.0,3495000.0
2018-08-14,2060,2060,2060,2060,560,7200.0,3495000.0
2018-08-16,2060,2060,2060,2060,0,7200.0,3495000.0
2018-08-17,2055,2055,2055,2055,318,7182.0,3495000.0
2018-08-20,2080,2080,2080,2080,3000,7270.0,3495000.0
2018-08-21,2080,2080,2065,2075,1412,7252.0,3495000.0
2018-08-22,2075,2075,2075,2075,0,7252.0,3495000.0
2018-08-23,2075,2075,2075,2075,504,7252.0,3495000.0
2018-08-24,2075,2080,2075,2080,3048,7270.0,3495000.0
2018-08-27,2085,2085,2085,2085,7,7287.0,3495000.0
2018-08-28,2075,2090,2075,2080,9,7270.0,3495000.0
2018-08-29,2080,2085,2080,2085,19012,7287.0,3495000.0
2018-08-30,2085,2085,2085,2085,151,7287.0,3495000.0
2018-08-31,2090,2090,2090,2090,180,7305.0,3495000.0
2018-09-03,2085,2140,2065,2140,5602,7479.0,3495000.0
2018-09-04,2095,2100,2090,2100,5369,7340.0,3495000.0
2018-09-05,2090,2140,2090,2135,402,7462.0,3495000.0
2018-09-06,2100,2100,2090,2090,18557,7305.0,3495000.0
2018-09-07,2070,2140,2070,2140,2667,7479.0,3495000.0
2018-09-10,2060,2075,2060,2075,35516,7252.0,3495000.0
2018-09-11,2060,2135,2060,2100,1654,7340.0,3495000.0
2018-09-12,2135,2135,2060,2065,2498,7217.0,3495000.0
2018-09-13,2045,2135,2045,2065,772,7217.0,3495000.0
2018-09-14,2115,2115,2060,2075,825,7252.0,3495000.0
2018-09-17,2045,2070,2045,2070,921,7235.0,3495000.0
2018-09-18,2050,2060,2050,2060,900,7200.0,3495000.0
2018-09-19,2090,2090,2055,2080,5,7270.0,3495000.0
2018-09-20,2080,2080,2080,2080,640,7270.0,3495000.0
2018-09-21,2050,2065,2050,2060,900,7200.0,3495000.0
2018-09-27,2040,2080,2040,2080,928,7270.0,3495000.0
2018-09-28,2035,2090,2035,2090,1484,7305.0,3495000.0
2018-10-01,2055,2090,2055,2065,829,7217.0,3495000.0
2018-10-02,2060,2090,2060,2090,1302,7305.0,3495000.0
2018-10-04,2060,2085,2055,2085,3578,7287.0,3495000.0
2018-10-05,2055,2085,2055,2085,9,7287.0,3495000.0
2018-10-08,2060,2090,2060,2090,744,7305.0,3495000.0
2018-10-10,2060,2090,2055,2090,4529,7305.0,3495000.0
2018-10-11,2050,2085,2045,2085,15734,7287.0,3495000.0
2018-10-12,2045,2080,2045,2075,740,7252.0,3495000.0
2018-10-15,2075,2075,2050,2075,1018,7252.0,3495000.0
2018-10-16,2050,2075,2050,2075,11,7252.0,3495000.0
2018-10-17,2050,2065,2050,2065,614,7217.0,3495000.0
2018-10-18,2060,2070,2060,2070,635,7235.0,3495000.0
2018-10-19,2070,2090,2070,2090,1316,7305.0,3495000.0
2018-10-22,2090,2090,2085,2085,300,7287.0,3495000.0
2018-10-23,2085,2085,2075,2075,300,7252.0,3495000.0
2018-10-24,2075,2075,2070,2070,350,7235.0,3495000.0
2018-10-25,2065,2065,2055,2065,1396,7217.0,3495000.0
2018-10-26,2060,2065,2045,2065,7287,7217.0,3495000.0
2018-10-29,2100,2100,2100,2100,1,7340.0,3495000.0
2018-10-30,2080,2100,2070,2100,19599,7340.0,3495000.0
2018-10-31,2100,2100,2100,2100,1,7340.0,3495000.0
2018-11-01,2095,2095,2095,2095,1,7322.0,3495000.0
2018-11-02,2095,2095,2065,2085,6463,7287.0,3495000.0
2018-11-05,2070,2070,2070,2070,600,7235.0,3495000.0
2018-11-06,2070,2070,2070,2070,0,7235.0,3495000.0
2018-11-07,2070,2100,2070,2100,33,7340.0,3495000.0
2018-11-08,2090,2090,2090,2090,0,7305.0,3495000.0
2018-11-09,2075,2090,2075,2090,300,7305.0,3495000.0
2018-11-12,2090,2090,2065,2090,2047,7305.0,3495000.0
2018-11-13,2085,2085,2085,2085,400,7287.0,3495000.0
2018-11-14,2080,2080,2070,2080,3916,7270.0,3495000.0
2018-11-15,2080,2080,2035,2080,401,7270.0,3495000.0
2018-11-16,2080,2080,2080,2080,900,7270.0,3495000.0
2018-11-19,2070,2070,2070,2070,8643,7235.0,3495000.0
2018-11-20,2070,2070,2070,2070,591,7235.0,3495000.0
2018-11-21,2060,2110,2045,2045,78022,7147.0,3495000.0
2018-11-22,2110,2110,2050,2095,17358,7322.0,3495000.0
2018-11-23,2095,2095,2075,2095,1301,7322.0,3495000.0
2018-11-26,2050,2090,2050,2090,13,7305.0,3495000.0
2018-11-27,2050,2085,2050,2085,501,7287.0,3495000.0
2018-11-28,2080,2080,2080,2080,0,7270.0,3495000.0
2018-11-29,2075,2075,2075,2075,10000,7252.0,3495000.0
2018-11-30,2075,2075,2075,2075,1612,7252.0,3495000.0
2018-12-03,2075,2075,2075,2075,0,,
2018-12-04,2075,2075,2075,2075,0,,
2018-12-05,2075,2075,2075,2075,1200,7252.0,3495000.0
2018-12-06,2075,2075,2075,2075,0,,
2018-12-07,2075,2075,2075,2075,1200,,
2018-12-10,2075,2075,2075,2075,0,,
2018-12-11,2050,2065,2050,2065,1319,7217.0,3495000.0
2018-12-12,2035,2065,2035,2065,1668,7217.0,3495000.0
2018-12-13,2050,2065,2050,2065,1200,7217.0,3495000.0
2018-12-14,2065,2065,2065,2065,0,7217.0,3495000.0
2018-12-17,2065,2065,2065,2065,0,,
2018-12-18,2090,2090,2040,2090,96,7305.0,3495000.0
2018-12-19,2090,2090,2090,2090,0,7305.0,3495000.0
2018-12-20,2090,2090,2090,2090,0,,
2018-12-21,2090,2090,2090,2090,0,,
2018-12-24,2040,2040,2005,2040,16201,7130.0,3495000.0
2018-12-26,2020,2040,2020,2040,5001,7130.0,3495000.0
2018-12-27,2050,2050,2050,2050,1,7165.0,3495000.0
2018-12-28,2020,2050,2020,2045,110,7147.0,3495000.0
2019-01-02,2045,2050,2045,2045,15000,7147.0,3495000.0
2019-01-03,2045,2045,2045,2045,0,7147.0,3495000.0
2019-01-04,2045,2045,2045,2045,0,,
2019-01-07,2060,2060,2060,2060,1,7200.0,3495000.0
2019-01-08,2050,2050,2050,2050,0,7165.0,3495000.0
2019-01-09,2050,2050,2050,2050,10,7165.0,3495000.0
2019-01-10,2050,2050,2050,2050,0,7165.0,3495000.0
2019-01-11,2030,2030,2030,2030,500,7095.0,3495000.0
2019-01-14,2030,2050,2030,2030,21,7095.0,3495000.0
2019-01-15,2030,2030,2030,2030,488,7095.0,3495000.0
2019-01-16,2050,2100,2050,2100,3124,7340.0,3495000.0
2019-01-17,2050,2050,2050,2050,1,7165.0,3495000.0
2019-01-18,2095,2095,2085,2085,5,7287.0,3495000.0
2019-01-21,2085,2085,2085,2085,0,7287.0,3495000.0
2019-01-22,2060,2100,2060,2100,2507,7340.0,3495000.0
2019-01-23,2060,2100,2060,2100,507,7340.0,3495000.0
2019-01-24,2040,2085,2040,2085,2,7287.0,3495000.0
2019-01-25,2085,2085,2085,2085,0,,
2019-01-28,2060,2095,2060,2095,992,7322.0,3495000.0
2019-01-29,2060,2090,2060,2090,1004,7305.0,3495000.0
2019-01-30,2065,2090,2065,2090,1002,7305.0,3495000.0
2019-01-31,2070,2070,2070,2070,3000,7235.0,3495000.0
2019-02-01,2115,2115,2085,2110,240,7374.0,3495000.0
2019-02-07,2065,2065,2065,2065,999,7217.0,3495000.0
2019-02-08,2090,2090,2090,2090,1,7305.0,3495000.0
2019-02-11,2060,2085,2060,2085,240,7287.0,3495000.0
2019-02-12,2080,2080,2060,2075,772,7252.0,3495000.0
2019-02-13,2050,2075,2050,2075,1701,7252.0,3495000.0
2019-02-14,2075,2075,2075,2075,0,,
2019-02-15,2075,2075,2070,2070,4,7235.0,3495000.0
2019-02-18,2070,2070,2070,2070,0,,
2019-02-19,2070,2070,2070,2070,1,7235.0,3495000.0
2019-02-20,2070,2070,2070,2070,0,,
2019-02-21,2070,2070,2070,2070,0,,
2019-02-22,2090,2090,2090,2090,11,7305.0,3495000.0
2019-02-25,2090,2090,2090,2090,0,,
2019-02-26,2090,2090,2090,2090,0,,
2019-02-27,2090,2090,2090,2090,0,,
2019-02-28,2040,2090,2040,2090,23,7305.0,3495000.0
2019-03-04,2085,2085,2085,2085,0,7287.0,3495000.0
2019-03-05,2080,2080,2080,2080,0,,
2019-03-06,2080,2080,2080,2080,0,7270.0,3495000.0
2019-03-07,2080,2080,2080,2080,0,,
2019-03-08,2080,2080,2080,2080,0,,
2019-03-11,2080,2080,2080,2080,0,,
2019-03-12,2080,2080,2080,2080,2,7270.0,3495000.0
2019-03-13,2080,2080,2080,2080,0,,
2019-03-14,2080,2090,2080,2090,52,7305.0,3495000.0
2019-03-15,2090,2130,2050,2130,6988,7444.0,3495000.0
2019-03-18,2110,2110,2080,2105,1398,7357.0,3495000.0
2019-03-19,2070,2080,2055,2080,9002,7270.0,3495000.0
2019-03-20,2080,2080,2080,2080,0,,
2019-03-21,2060,2080,2060,2080,2,7270.0,3495000.0
2019-03-22,2080,2080,2080,2080,0,,
2019-03-25,2070,2080,2070,2080,1001,7270.0,3495000.0
2019-03-26,2065,2080,2065,2080,501,7270.0,3495000.0
2019-03-27,2065,2075,2065,2075,795,7252.0,3495000.0
2019-03-28,2075,2125,2065,2125,4037,7427.0,3495000.0
2019-03-29,2105,2120,2105,2120,2,7409.0,3495000.0
2019-04-01,2105,2105,2105,2105,0,7357.0,3495000.0
2019-04-02,2100,2100,2100,2100,1553,7340.0,3495000.0
2019-04-03,2100,2100,2045,2080,12402,7270.0,3495000.0
2019-04-04,2080,2080,2080,2080,754,7270.0,3495000.0
2019-04-05,2085,2085,2080,2080,2252,7270.0,3495000.0
2019-04-08,2070,2075,2070,2070,4861,7235.0,3495000.0
2019-04-09,2075,2075,2075,2075,100,7252.0,3495000.0
2019-04-10,2070,2070,2070,2070,1000,7235.0,3495000.0
2019-04-11,2085,2115,2085,2115,501,7392.0,3495000.0
2019-04-12,2115,2115,2085,2085,499,7287.0,3495000.0
2019-04-15,2100,2145,2100,2130,590,7444.0,3495000.0
2019-04-16,2130,2130,2130,2130,1,7444.0,3495000.0
2019-04-17,2085,2120,2085,2085,3204,7287.0,3495000.0
2019-04-18,2115,2120,2115,2120,2570,7409.0,3495000.0
2019-04-19,2080,2115,2080,2115,610,7392.0,3495000.0
2019-04-22,2140,2140,2140,2140,5,7479.0,3495000.0
2019-04-23,2135,2135,2090,2100,2812,7340.0,3495000.0
2019-04-24,2100,2100,2085,2100,395,7340.0,3495000.0
2019-04-25,2080,2135,2080,2135,2,7462.0,3495000.0
2019-04-26,2125,2125,2125,2125,0,7427.0,3495000.0
2019-04-29,2120,2120,2120,2120,113,7409.0,3495000.0
2019-04-30,2085,2100,2085,2095,7685,7322.0,3495000.0
2019-05-02,2090,2150,2090,2150,4004,7514.0,3495000.0
2019-05-03,2085,2175,2085,2125,20407,7427.0,3495000.0
2019-05-07,2095,2125,2095,2125,3894,7427.0,3495000.0
2019-05-08,2080,2160,2080,2160,402,7549.0,3495000.0
2019-05-09,2095,2140,2095,2140,1216,7479.0,3495000.0
2019-05-10,2140,2170,2130,2130,13572,7444.0,3495000.0
2019-05-13,2170,2765,2135,2765,6936490,9664.0,3495000.0
2019-05-14,2930,3590,2220,2275,11805986,7951.0,3495000.0
2019-05-15,2370,2495,2135,2185,4560947,7637.0,3495000.0
2019-05-16,2150,2170,2125,2150,953421,7514.0,3495000.0
2019-05-17,2280,2290,2130,2135,1116328,7462.0,3495000.0
2019-05-20,2135,2210,2115,2135,1002957,7462.0,3495000.0
2019-05-21,2130,2555,2110,2215,8424348,7741.0,3495000.0
2019-05-22,2215,2285,2130,2135,2725179,7462.0,3495000.0
2019-05-23,2135,2185,2130,2130,789615,7444.0,3495000.0
2019-05-24,2135,2160,2125,2125,336492,7427.0,3495000.0
2019-05-27,2120,2140,2110,2110,210692,7374.0,3495000.0
2019-05-28,2125,2130,2090,2095,324858,7322.0,3495000.0
2019-05-29,2100,2125,2085,2095,283490,7322.0,3495000.0
2019-05-30,2100,2110,2090,2090,81821,7305.0,3495000.0
2019-05-31,2125,2125,2090,2105,108616,7357.0,3495000.0
2019-06-03,2100,2180,2090,2105,999872,7357.0,3495000.0
2019-06-04,2190,2205,2105,2115,889512,7392.0,3495000.0
2019-06-05,2110,2125,2105,2110,150817,7374.0,3495000.0
2019-06-07,2115,2135,2110,2125,103513,7427.0,3495000.0
2019-06-10,2135,2135,2110,2120,68491,7409.0,3495000.0
2019-06-11,2120,2140,2110,2115,117216,7392.0,3495000.0
2019-06-12,2125,2125,2110,2120,122349,7409.0,3495000.0
2019-06-13,2120,2135,2120,2130,83829,7444.0,3495000.0
2019-06-14,2135,2185,2130,2180,205844,7619.0,3495000.0
2019-06-17,2225,2225,2145,2170,195499,7584.0,3495000.0
2019-06-18,2150,2180,2140,2155,109946,7532.0,3495000.0
2019-06-19,2140,2165,2130,2135,42248,7462.0,3495000.0
2019-06-20,2140,2155,2135,2140,38369,7479.0,3495000.0
2019-06-21,2145,2185,2145,2150,67810,7514.0,3495000.0
2019-06-24,2145,2175,2145,2150,31316,7514.0,3495000.0
2019-06-25,2150,2160,2135,2140,104577,7479.0,3495000.0
2019-06-26,2140,2165,2135,2135,81298,7462.0,3495000.0
2019-06-27,2135,2155,2130,2140,48957,7479.0,3495000.0
2019-06-28,2135,2160,2130,2140,47748,7479.0,3495000.0
2019-07-01,2130,2140,2120,2135,72920,7462.0,3495000.0
2019-07-02,2125,2140,2125,2140,26403,7479.0,3495000.0
2019-07-03,2140,2140,2125,2130,20210,7444.0,3495000.0
2019-07-04,2130,2150,2130,2135,27580,7462.0,3495000.0
2019-07-05,2135,2300,2135,2150,1836602,7514.0,3495000.0
2019-07-08,2160,2200,2140,2165,316436,7567.0,3495000.0
2019-07-09,2175,2180,2145,2145,140158,7497.0,3495000.0
2019-07-10,2140,2165,2140,2155,50727,7532.0,3495000.0
2019-07-11,2155,2165,2150,2150,73575,7514.0,3495000.0
2019-07-12,2150,2165,2150,2150,66381,7514.0,3495000.0
2019-07-15,2165,2170,2150,2160,15728,7549.0,3495000.0
2019-07-16,2165,2165,2140,2145,69026,7497.0,3495000.0
2019-07-17,2140,2140,2130,2140,51487,7479.0,3495000.0
2019-07-18,2155,2155,2135,2140,21847,7479.0,3495000.0
2019-07-19,2135,2175,2135,2140,97967,7479.0,3495000.0
2019-07-22,2140,2195,2140,2165,164539,7567.0,3495000.0
2019-07-23,2160,2175,2145,2160,41871,7549.0,3495000.0
2019-07-24,2160,2165,2140,2155,82758,7532.0,3495000.0
2019-07-25,2145,2160,2135,2150,28827,7514.0,3495000.0
2019-07-26,2135,2150,2135,2150,35462,7514.0,3495000.0
2019-07-29,2170,2170,2135,2135,40117,7462.0,3495000.0
2019-07-30,2140,2145,2135,2145,13147,7497.0,3495000.0
2019-07-31,2140,2165,2135,2160,46131,7549.0,3495000.0
2019-08-01,2145,2155,2140,2140,19239,7479.0,3495000.0
2019-08-02,2135,2165,2135,2160,35074,7549.0,3495000.0
2019-08-05,2145,2155,2100,2125,84372,7427.0,3495000.0
2019-08-06,2120,2135,2110,2120,36607,7409.0,3495000.0
2019-08-07,2105,2135,2095,2120,22216,7409.0,3495000.0
2019-08-08,2100,2125,2100,2125,693,7427.0,3495000.0
2019-08-09,2135,2140,2105,2120,4178,7409.0,3495000.0
2019-08-12,2105,2150,2105,2125,2102,7427.0,3495000.0
2019-08-13,2125,2235,2105,2125,136244,7427.0,3495000.0
2019-08-14,2125,2135,2105,2130,28892,7444.0,3495000.0
2019-08-16,2140,2145,2125,2140,2879,7479.0,3495000.0
2019-08-19,2140,2140,2115,2125,2050,7427.0,3495000.0
2019-08-20,2125,2125,2105,2125,12911,7427.0,3495000.0
2019-08-21,2120,2150,2110,2115,20845,7392.0,3495000.0
2019-08-22,2120,2130,2120,2120,26067,7409.0,3495000.0
2019-08-23,2120,2145,2120,2125,2515,7427.0,3495000.0
2019-08-26,2120,2125,2115,2115,14038,7392.0,3495000.0
2019-08-27,2140,2140,2105,2110,8012,7374.0,3495000.0
2019-08-28,2115,2135,2110,2130,5909,7444.0,3495000.0
2019-08-29,2120,2130,2120,2130,2781,7444.0,3495000.0
2019-08-30,2140,2140,2115,2120,6287,7409.0,3495000.0
