제이브이엠(054950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-02-13,55000,55800,54300,55000,19989,348200.0,6330908.0
2013-02-14,55500,55500,54000,54000,17618,341869.0,6330908.0
2013-02-15,54000,54900,52900,53900,16230,341236.0,6330908.0
2013-02-18,53400,55000,53000,55000,15250,348200.0,6330908.0
2013-02-19,55800,55800,54300,54800,18307,346934.0,6330908.0
2013-02-20,54800,54800,52300,53600,50192,339337.0,6330908.0
2013-02-21,53600,53600,52000,52700,30116,333639.0,6330908.0
2013-02-22,52700,54900,52100,54000,31675,341869.0,6330908.0
2013-02-25,54200,54300,53100,53500,21336,338704.0,6330908.0
2013-02-26,53000,53900,52000,53800,17691,340603.0,6330908.0
2013-02-27,54000,55300,53900,55300,27053,350099.0,6330908.0
2013-02-28,55500,56900,54700,56500,28904,357696.0,6330908.0
2013-03-04,56000,57100,55700,56000,10414,354531.0,6330908.0
2013-03-05,56700,56900,55400,55500,21699,351365.0,6330908.0
2013-03-06,55000,55400,53300,55000,33715,348200.0,6330908.0
2013-03-07,54500,55800,53900,55500,22745,351365.0,6330908.0
2013-03-08,55900,58600,55500,58600,28680,370991.0,6330908.0
2013-03-11,58800,59200,57200,58000,28409,367193.0,6330908.0
2013-03-12,58000,59100,57800,58700,25726,371624.0,6330908.0
2013-03-13,58700,59000,57800,58500,19240,370358.0,6330908.0
2013-03-14,58500,58500,57000,57900,11231,366560.0,6330908.0
2013-03-15,57800,59600,57100,59600,25923,377322.0,6330908.0
2013-03-18,59000,59500,56800,56800,34672,359596.0,6330908.0
2013-03-19,56400,57500,55200,57200,37477,362128.0,6330908.0
2013-03-20,56500,56700,54700,54900,36719,347567.0,6330908.0
2013-03-21,55000,55700,54200,55500,23504,351365.0,6330908.0
2013-03-22,53500,55800,53500,55200,26953,349466.0,6330908.0
2013-03-25,55200,55400,54100,55000,25529,348200.0,6330908.0
2013-03-26,54800,55400,50000,52000,103942,329207.0,6330908.0
2013-03-27,51900,54000,51000,53300,73738,337437.0,6330908.0
2013-03-28,53300,54500,53300,54500,36048,345034.0,6330908.0
2013-03-29,54000,55900,53700,55800,19866,353265.0,6330908.0
2013-04-01,55800,57000,54600,55600,26481,351998.0,6330908.0
2013-04-02,54700,55500,53700,55000,22641,348200.0,6330908.0
2013-04-03,54600,55000,53100,54000,52258,341869.0,6330908.0
2013-04-04,54000,54500,51600,54300,45233,343768.0,6330908.0
2013-04-05,54900,54900,53400,53900,8684,341236.0,6330908.0
2013-04-08,53100,53900,51500,52700,22385,333639.0,6330908.0
2013-04-09,53300,55300,52300,54700,36330,346301.0,6330908.0
2013-04-10,55700,58400,54500,58300,53890,369092.0,6330908.0
2013-04-11,58700,60800,57000,60700,57199,384286.0,6330908.0
2013-04-12,60500,60900,58600,59800,46827,378588.0,6330908.0
2013-04-15,60200,60800,58900,59900,40252,379221.0,6330908.0
2013-04-16,59000,60800,56500,56500,80579,357696.0,6330908.0
2013-04-17,57000,58100,55600,58000,70753,367193.0,6330908.0
2013-04-18,58500,58500,52500,55600,119997,351998.0,6330908.0
2013-04-19,54200,54900,52500,53600,68996,339337.0,6330908.0
2013-04-22,54600,55200,53000,55200,54208,349466.0,6330908.0
2013-04-23,55100,56500,54000,56500,40018,357696.0,6330908.0
2013-04-24,56500,56900,55300,55300,32400,350099.0,6330908.0
2013-04-25,55600,56400,54200,56200,23411,355797.0,6330908.0
2013-04-26,56200,58500,55200,57700,40705,365293.0,6330908.0
2013-04-29,56800,58000,55700,57100,41575,361495.0,6330908.0
2013-04-30,57700,57700,56200,57200,17836,362128.0,6330908.0
2013-05-02,56400,57000,55100,56000,26287,354531.0,6330908.0
2013-05-03,56800,56800,54800,56300,24912,356430.0,6330908.0
2013-05-06,56300,56900,55500,55500,6955,351365.0,6330908.0
2013-05-07,55800,55800,53800,54000,36444,341869.0,6330908.0
2013-05-08,53800,55900,52500,55500,73291,351365.0,6330908.0
2013-05-09,55500,58400,55200,57300,144913,362761.0,6330908.0
2013-05-10,56900,57300,54800,57300,52279,362761.0,6330908.0
2013-05-13,57300,57300,55700,55700,26487,352632.0,6330908.0
2013-05-14,55700,55800,53000,55000,59603,348200.0,6330908.0
2013-05-15,55000,55400,52200,53800,50375,340603.0,6330908.0
2013-05-16,54200,54200,52600,53500,42355,338704.0,6330908.0
2013-05-20,53500,54200,52300,52700,27216,333639.0,6330908.0
2013-05-21,53000,55300,52000,55100,28164,348833.0,6330908.0
2013-05-22,55000,55200,54000,54900,18856,347567.0,6330908.0
2013-05-23,54100,55400,53300,53500,27492,338704.0,6330908.0
2013-05-24,53300,54700,53300,54500,15918,345034.0,6330908.0
2013-05-27,55200,55200,54400,54700,12905,346301.0,6330908.0
2013-05-28,54700,56800,54700,56500,31726,357696.0,6330908.0
2013-05-29,56500,57000,56000,56800,21395,359596.0,6330908.0
2013-05-30,56000,57000,54500,54600,36251,345668.0,6330908.0
2013-05-31,54600,55300,53100,54200,47752,343135.0,6330908.0
2013-06-03,54300,54300,52800,53600,20827,339337.0,6330908.0
2013-06-04,53100,53700,50200,51500,64969,326042.0,6330908.0
2013-06-05,50800,52000,49150,50800,66172,321610.0,6330908.0
2013-06-07,50200,51500,47300,47300,83779,299452.0,6330908.0
2013-06-10,47300,50700,45900,49200,76475,311481.0,6330908.0
2013-06-11,49250,50600,47450,47600,44430,301351.0,6330908.0
2013-06-12,47100,48500,47100,47600,26044,301351.0,6330908.0
2013-06-13,47050,48000,44550,45200,78370,286157.0,6330908.0
2013-06-14,45400,46600,44400,44400,46102,281092.0,6330908.0
2013-06-17,44050,46100,43550,43900,35967,277927.0,6330908.0
2013-06-18,43900,46900,43900,46700,42674,295653.0,6330908.0
2013-06-19,46300,47050,45700,46750,28700,295970.0,6330908.0
2013-06-20,45250,46900,45250,46800,35243,296286.0,6330908.0
2013-06-21,45800,47100,44950,45550,48078,288373.0,6330908.0
2013-06-24,45100,46950,45100,46300,46959,293121.0,6330908.0
2013-06-25,46800,46800,42300,43550,44967,275711.0,6330908.0
2013-06-26,43600,45000,41500,43100,56646,272862.0,6330908.0
2013-06-27,43500,45700,43100,45700,54278,289322.0,6330908.0
2013-06-28,46100,47050,45700,46600,30074,295020.0,6330908.0
2013-07-01,48400,48550,47000,48350,22654,306099.0,6330908.0
2013-07-02,48950,49000,47500,49000,30313,310214.0,6330908.0
2013-07-03,48550,50200,48500,49600,44176,314013.0,6330908.0
2013-07-04,49200,50000,48500,50000,19507,316545.0,6330908.0
2013-07-05,50000,50500,49000,49850,19116,315596.0,6330908.0
2013-07-08,50000,50000,47650,47650,22399,301668.0,6330908.0
2013-07-09,47800,49950,47800,49700,41220,314646.0,6330908.0
2013-07-10,49700,49850,48000,49100,32833,310848.0,6330908.0
2013-07-11,49550,50000,48650,49550,30197,313696.0,6330908.0
2013-07-12,49600,49600,48750,49500,25468,313380.0,6330908.0
2013-07-15,49400,49500,48750,49350,18703,312430.0,6330908.0
2013-07-16,49850,51300,49050,50500,28159,319711.0,6330908.0
2013-07-17,51000,51500,49600,51300,12102,324776.0,6330908.0
2013-07-18,50700,51700,50000,50000,20700,316545.0,6330908.0
2013-07-19,49600,50900,49350,50800,13095,321610.0,6330908.0
2013-07-22,50100,50800,49700,50200,20161,317812.0,6330908.0
2013-07-23,49900,49950,48550,48650,33459,307999.0,6330908.0
2013-07-24,49000,49800,48000,49000,18469,310214.0,6330908.0
2013-07-25,48500,49850,48500,49800,16730,315279.0,6330908.0
2013-07-26,49550,54100,49550,53500,63152,338704.0,6330908.0
2013-07-29,52900,53700,52400,53500,23737,338704.0,6330908.0
2013-07-30,53900,55800,52800,55000,93675,348200.0,6330908.0
2013-07-31,55500,58400,54900,57500,92728,364027.0,6330908.0
2013-08-01,57500,58500,56300,57400,27560,363394.0,6330908.0
2013-08-02,57600,57600,55200,56900,23770,360229.0,6330908.0
2013-08-05,56900,57400,55600,56900,20189,360229.0,6330908.0
2013-08-06,56400,56900,55400,56000,20038,354531.0,6330908.0
2013-08-07,56000,57300,55000,55900,20092,353898.0,6330908.0
2013-08-08,55500,56900,55400,56100,18477,355164.0,6330908.0
2013-08-09,56100,57000,54900,57000,19164,360862.0,6330908.0
2013-08-12,56400,57400,55600,57400,17497,363394.0,6330908.0
2013-08-13,56900,57400,56600,57400,16007,363394.0,6330908.0
2013-08-14,57400,57400,56100,56600,16951,358329.0,6330908.0
2013-08-16,55500,56500,54000,54300,35992,343768.0,6330908.0
2013-08-19,54500,55200,53400,54800,19215,346934.0,6330908.0
2013-08-20,54800,54800,52500,53300,21872,337437.0,6330908.0
2013-08-21,52700,53300,50500,53200,33624,336804.0,6330908.0
2013-08-22,53000,53800,51500,53400,12589,338070.0,6330908.0
2013-08-23,53400,54000,52100,53300,20619,337437.0,6330908.0
2013-08-26,53300,54100,52600,54000,7383,341869.0,6330908.0
2013-08-27,54200,54200,52300,52300,9223,331106.0,6330908.0
2013-08-28,50600,52300,50600,52300,27303,331106.0,6330908.0
2013-08-29,51100,52800,51100,52500,6604,332373.0,6330908.0
2013-08-30,52500,53200,51100,51700,16474,327308.0,6330908.0
2013-09-02,50900,52400,50600,51000,19699,322876.0,6330908.0
2013-09-03,51000,52100,50300,50700,13047,320977.0,6330908.0
2013-09-04,50700,51200,49900,50700,10520,320977.0,6330908.0
2013-09-05,50200,50800,50000,50200,14373,317812.0,6330908.0
2013-09-06,50100,50700,48800,49200,17626,311481.0,6330908.0
2013-09-09,49450,49450,47650,47650,18850,301668.0,6330908.0
2013-09-10,48100,48900,46950,47650,25938,301668.0,6330908.0
2013-09-11,47650,49850,47650,49800,15192,315279.0,6330908.0
2013-09-12,49350,50500,48350,49850,21664,315596.0,6330908.0
2013-09-13,49250,49800,49050,49700,5003,314646.0,6330908.0
2013-09-16,49800,49800,48800,48900,6368,309581.0,6330908.0
2013-09-17,48300,49400,47950,49000,6369,310214.0,6330908.0
2013-09-23,49500,49600,48800,48900,7478,309581.0,6330908.0
2013-09-24,49000,49400,48300,49350,8795,312430.0,6330908.0
2013-09-25,49100,49100,48050,49000,17551,310214.0,6330908.0
2013-09-26,49000,49000,47800,48750,31233,308632.0,6330908.0
2013-09-27,48950,51000,48600,51000,31076,322876.0,6330908.0
2013-09-30,50000,50900,49950,50000,11285,316545.0,6330908.0
2013-10-01,50100,50500,49000,49450,8937,313063.0,6330908.0
2013-10-02,49950,49950,49150,49150,1956,311164.0,6330908.0
2013-10-04,49450,49950,48200,49850,12460,315596.0,6330908.0
2013-10-07,49850,49850,48300,49200,11038,311481.0,6330908.0
2013-10-08,49000,49450,48600,49000,6361,310214.0,6330908.0
2013-10-10,49000,49350,48400,48950,4110,309898.0,6330908.0
2013-10-11,49450,49450,48600,48900,10859,309581.0,6330908.0
2013-10-14,48900,49300,48050,48600,11773,307682.0,6330908.0
2013-10-15,48150,49100,47950,48850,14152,309265.0,6330908.0
2013-10-16,48400,48900,47000,48600,8233,307682.0,6330908.0
2013-10-17,48300,49000,47650,48900,10153,309581.0,6330908.0
2013-10-18,47950,49100,47750,48800,10984,308948.0,6330908.0
2013-10-21,47800,48500,47500,47500,14113,300718.0,6330908.0
2013-10-22,47000,47700,46700,46950,21392,297236.0,6330908.0
2013-10-23,46950,47400,46100,46950,18923,297236.0,6330908.0
2013-10-24,46500,47200,46250,47050,11208,297869.0,6330908.0
2013-10-25,46100,46900,46050,46550,20994,294704.0,6330908.0
2013-10-28,46200,46400,45050,45700,27180,289322.0,6330908.0
2013-10-29,45700,46150,45300,46000,19618,291222.0,6330908.0
2013-10-30,46000,47800,45700,47500,20960,300718.0,6330908.0
2013-10-31,47500,48850,47400,48350,16737,306099.0,6330908.0
2013-11-01,48350,48550,46250,46450,52613,294071.0,6330908.0
2013-11-04,46450,47350,45000,46050,12851,291538.0,6330908.0
2013-11-05,46450,47000,45900,46950,17346,297236.0,6330908.0
2013-11-06,46650,47850,46300,47550,31291,301035.0,6330908.0
2013-11-07,47100,48150,47100,47900,25945,303250.0,6330908.0
2013-11-08,47650,48100,46650,47900,13559,303250.0,6330908.0
2013-11-11,48800,48900,47000,47950,10702,303567.0,6330908.0
2013-11-12,46650,48550,46650,47600,8532,301351.0,6330908.0
2013-11-13,47000,47350,46400,47000,7580,297553.0,6330908.0
2013-11-14,47000,47250,46450,47000,7951,297553.0,6330908.0
2013-11-15,47000,47450,45800,47000,19492,297553.0,6330908.0
2013-11-18,47400,48450,46500,48400,24620,306416.0,6330908.0
2013-11-19,48400,48950,47800,48750,16224,308632.0,6330908.0
2013-11-20,48750,48850,48000,48800,12278,308948.0,6330908.0
2013-11-21,49350,49350,48450,49150,18277,311164.0,6330908.0
2013-11-22,49450,49500,48500,48900,7579,309581.0,6330908.0
2013-11-25,49650,49650,47700,48200,11297,305150.0,6330908.0
2013-11-26,47850,48450,47850,48200,34087,305150.0,6330908.0
2013-11-27,48200,48600,47500,48000,13845,303884.0,6330908.0
2013-11-28,48200,48200,46600,47300,25180,299452.0,6330908.0
2013-11-29,47000,47650,46450,47350,16682,299768.0,6330908.0
2013-12-02,47000,47050,45700,45700,20635,289322.0,6330908.0
2013-12-03,45750,46200,44100,44300,22528,280459.0,6330908.0
2013-12-04,43450,44800,42950,43050,22300,272546.0,6330908.0
2013-12-05,43450,45400,43300,45000,17959,284891.0,6330908.0
2013-12-06,45150,45650,43900,44800,24682,283625.0,6330908.0
2013-12-09,44900,44900,43900,44800,13976,283625.0,6330908.0
2013-12-10,44800,44800,43700,44500,11878,281725.0,6330908.0
2013-12-11,45400,47850,45050,47300,39334,299452.0,6330908.0
2013-12-12,47500,47800,46300,46950,17184,297236.0,6330908.0
2013-12-13,46450,49000,46450,48000,26318,303884.0,6330908.0
2013-12-16,48000,48550,47400,47850,273657,302934.0,6330908.0
2013-12-17,48300,49300,47450,48200,13467,305150.0,6330908.0
2013-12-18,48100,48750,47400,47550,12514,301035.0,6330908.0
2013-12-19,47000,48750,47000,47950,6653,303567.0,6330908.0
2013-12-20,47500,48850,46900,48600,11446,307682.0,6330908.0
2013-12-23,48600,48800,47950,48200,16489,305150.0,6330908.0
2013-12-24,48300,48900,47800,47950,9607,303567.0,6330908.0
2013-12-26,47700,48550,47550,48450,8873,306732.0,6330908.0
2013-12-27,48200,49400,48200,48800,21863,308948.0,6330908.0
2013-12-30,48700,49600,47800,49200,31854,311481.0,6330908.0
2014-01-02,48800,49300,47900,48850,21564,309265.0,6330908.0
2014-01-03,48300,49400,48300,48600,11728,307682.0,6330908.0
2014-01-06,49350,49500,48100,49350,12321,312430.0,6330908.0
2014-01-07,48750,52400,48750,52000,35933,329207.0,6330908.0
2014-01-08,52700,53000,51300,52700,18048,333639.0,6330908.0
2014-01-09,52000,53600,51500,53400,16807,338070.0,6330908.0
2014-01-10,53800,53800,52400,52900,14159,334905.0,6330908.0
2014-01-13,54000,54000,52900,53500,24825,338704.0,6330908.0
2014-01-14,53900,55900,53200,53500,19392,338704.0,6330908.0
2014-01-15,53600,55100,52600,55000,33586,348200.0,6330908.0
2014-01-16,54700,55000,53700,54700,10152,346301.0,6330908.0
2014-01-17,55000,55000,53500,53500,9342,338704.0,6330908.0
2014-01-20,53900,54500,53500,54500,10250,345034.0,6330908.0
2014-01-21,53400,55000,53400,54500,13138,345034.0,6330908.0
2014-01-22,55000,55200,54000,55100,9624,348833.0,6330908.0
2014-01-23,54700,56000,54000,55700,17360,352632.0,6330908.0
2014-01-24,55400,56300,53600,55000,13939,348200.0,6330908.0
2014-01-27,53500,54700,53400,54000,19687,341869.0,6330908.0
2014-01-28,53800,55000,53400,54800,9780,346934.0,6330908.0
2014-01-29,55800,55800,54000,55000,4218,348200.0,6330908.0
2014-02-03,54300,55000,54100,54300,5408,343768.0,6330908.0
2014-02-04,53300,54000,52200,53000,11081,335538.0,6330908.0
2014-02-05,54300,54300,51500,51600,20608,326675.0,6330908.0
2014-02-06,51600,53200,51600,52600,9143,333006.0,6330908.0
2014-02-07,53600,54000,52700,53800,7358,340603.0,6330908.0
2014-02-10,54700,54700,53100,53700,4479,339970.0,6330908.0
2014-02-11,53700,54700,53000,54100,5519,342502.0,6330908.0
2014-02-12,54900,54900,52800,54400,18253,344401.0,6330908.0
2014-02-13,54400,55200,54000,55200,12259,349466.0,6330908.0
2014-02-14,55000,55600,54500,55000,5483,348200.0,6330908.0
2014-02-17,55300,55300,53600,54000,5734,341869.0,6330908.0
2014-02-18,54300,54700,54000,54500,3930,345034.0,6330908.0
2014-02-19,54900,55000,53400,53400,9528,338070.0,6330908.0
2014-02-20,53500,54900,53400,54600,12764,345668.0,6330908.0
2014-02-21,54500,56000,54500,55900,29047,353898.0,6330908.0
2014-02-24,56300,56300,55600,56100,6224,355164.0,6330908.0
2014-02-25,55800,56200,55500,56200,4899,355797.0,6330908.0
2014-02-26,56200,58000,55900,57300,14236,362761.0,6330908.0
2014-02-27,56900,57500,56300,57000,9354,360862.0,6330908.0
2014-02-28,58000,60400,58000,58000,46602,367193.0,6330908.0
2014-03-03,57900,58800,56600,58800,17197,372257.0,6330908.0
2014-03-04,57600,59200,56800,57300,17690,362761.0,6330908.0
2014-03-05,57100,58300,56900,57700,15012,365293.0,6330908.0
2014-03-06,58000,58000,56200,57100,23556,361495.0,6330908.0
2014-03-07,57100,57200,56200,56900,8848,360229.0,6330908.0
2014-03-10,56900,58600,56300,58600,16736,370991.0,6330908.0
2014-03-11,59000,59400,57500,58500,13833,370358.0,6330908.0
2014-03-12,58800,58800,57500,57900,3739,366560.0,6330908.0
2014-03-13,57700,59400,57100,58900,19005,372890.0,6330908.0
2014-03-14,58900,59200,57600,58200,9093,368459.0,6330908.0
2014-03-17,58100,58300,56300,57500,13460,364027.0,6330908.0
2014-03-18,57600,57900,56500,57500,9759,364027.0,6330908.0
2014-03-19,57000,57800,56600,57100,9552,361495.0,6330908.0
2014-03-20,56200,57700,56200,57600,10381,364660.0,6330908.0
2014-03-21,57600,57900,56800,57100,10443,361495.0,6330908.0
2014-03-24,57000,57000,56200,56200,11290,355797.0,6330908.0
2014-03-25,56200,56700,55000,56500,12530,357696.0,6330908.0
2014-03-26,56500,57000,55200,56800,16766,359596.0,6330908.0
2014-03-27,56800,57900,56000,57700,16361,365293.0,6330908.0
2014-03-28,58000,58000,57100,57600,9082,364660.0,6330908.0
2014-03-31,57600,58400,56000,57400,9051,363394.0,6330908.0
2014-04-01,56800,57100,56300,56300,7690,356430.0,6330908.0
2014-04-02,56600,57800,55600,57200,10855,362128.0,6330908.0
2014-04-03,56900,58000,56700,57700,8594,365293.0,6330908.0
2014-04-04,57200,57300,57000,57000,2875,360862.0,6330908.0
2014-04-07,57100,57100,54900,56500,11017,357696.0,6330908.0
2014-04-08,56000,56100,54300,54300,19010,343768.0,6330908.0
2014-04-09,54100,54800,53100,53800,14370,340603.0,6330908.0
2014-04-10,54800,54800,53600,54300,6178,343768.0,6330908.0
2014-04-11,53300,54100,53300,54000,5288,341869.0,6330908.0
2014-04-14,53600,54500,53500,54300,2319,343768.0,6330908.0
2014-04-15,54300,54300,53000,53500,11866,338704.0,6330908.0
2014-04-16,53100,55000,53100,54800,12738,346934.0,6330908.0
2014-04-17,55200,55200,53600,54800,7608,346934.0,6330908.0
2014-04-18,55000,55400,54100,55000,9801,348200.0,6330908.0
2014-04-21,55000,55200,54000,54000,3798,341869.0,6330908.0
2014-04-22,53500,55500,53500,54800,8417,346934.0,6330908.0
2014-04-23,54800,55300,53700,54600,6754,345668.0,6330908.0
2014-04-24,54400,54400,53100,53300,7959,337437.0,6330908.0
2014-04-25,52900,54700,52900,54200,6915,343135.0,6330908.0
2014-04-28,54100,54700,53300,54600,4479,345668.0,6330908.0
2014-04-29,53700,54400,53700,53800,3331,340603.0,6330908.0
2014-04-30,53600,55500,53300,54500,14311,345034.0,6330908.0
2014-05-02,54800,55500,54400,55500,6826,351365.0,6330908.0
2014-05-07,55300,55700,54500,55000,4868,348200.0,6330908.0
2014-05-08,54500,55400,54000,55200,5503,349466.0,6330908.0
2014-05-09,55200,56200,55200,56000,9004,354531.0,6330908.0
2014-05-12,55900,55900,55500,55700,3670,352632.0,6330908.0
2014-05-13,55800,55800,54600,54800,8368,346934.0,6330908.0
2014-05-14,54800,56000,54800,56000,7509,354531.0,6330908.0
2014-05-15,55900,56300,55300,55400,11009,350732.0,6330908.0
2014-05-16,57400,59300,56400,57300,25579,362761.0,6330908.0
2014-05-19,57300,57500,56100,56200,14830,355797.0,6330908.0
2014-05-20,56600,56600,54800,55100,7041,348833.0,6330908.0
2014-05-21,54800,55500,53800,54300,18432,343768.0,6330908.0
2014-05-22,55000,55000,53400,53500,13081,338704.0,6330908.0
2014-05-23,53700,55100,53600,55100,7164,348833.0,6330908.0
2014-05-26,55100,56300,55000,55200,10459,349466.0,6330908.0
2014-05-27,54000,55900,54000,55700,13030,352632.0,6330908.0
2014-05-28,55200,56000,55000,55600,9592,351998.0,6330908.0
2014-05-29,55600,57500,55600,57000,33811,360862.0,6330908.0
2014-05-30,57000,58500,57000,58200,29146,368459.0,6330908.0
2014-06-02,59300,59300,57500,57600,15551,364660.0,6330908.0
2014-06-03,57800,58900,54900,58500,25125,370358.0,6330908.0
2014-06-05,58200,59900,58200,59800,23777,378588.0,6330908.0
2014-06-09,59400,60400,59300,60200,23127,381121.0,6330908.0
2014-06-10,60000,60700,59800,60300,14899,381754.0,6330908.0
2014-06-11,60100,60700,59500,60500,19755,383020.0,6330908.0
2014-06-12,60200,63000,60200,62900,31702,398214.0,6330908.0
2014-06-13,63100,64500,61200,63500,28018,402013.0,6330908.0
2014-06-16,62500,63700,62300,63500,20587,402013.0,6330908.0
2014-06-17,63200,63900,61800,61800,14744,391250.0,6330908.0
2014-06-18,61200,63100,61200,62200,16044,393782.0,6330908.0
2014-06-19,63000,64700,61800,64400,24617,407710.0,6330908.0
2014-06-20,64800,64800,63400,63400,8143,401380.0,6330908.0
2014-06-23,63300,64300,62600,63700,10045,403279.0,6330908.0
2014-06-24,64100,64100,61500,63600,17545,402646.0,6330908.0
2014-06-25,62900,63900,62500,63500,8632,402013.0,6330908.0
2014-06-26,63600,64200,61800,61800,10151,391250.0,6330908.0
2014-06-27,61700,63300,61500,63000,12360,398847.0,6330908.0
2014-06-30,63000,63400,61400,62500,16465,395682.0,6330908.0
2014-07-01,62300,64200,61800,64000,14361,405178.0,6330908.0
2014-07-02,64400,66300,64300,65900,22609,417207.0,6330908.0
2014-07-03,66500,66900,65800,66600,13894,421638.0,6330908.0
2014-07-04,67000,67800,66000,66300,11095,419739.0,6330908.0
2014-07-07,65800,65800,64600,64600,8612,408977.0,6330908.0
2014-07-08,64200,66000,64200,65700,11118,415941.0,6330908.0
2014-07-09,65000,66200,65000,66000,5917,417840.0,6330908.0
2014-07-10,68000,68600,65800,66700,24866,422272.0,6330908.0
2014-07-11,66900,67300,65800,67200,12723,425437.0,6330908.0
2014-07-14,67200,67700,66200,67000,8451,424171.0,6330908.0
2014-07-15,67400,68000,67000,67500,13580,427336.0,6330908.0
2014-07-16,68000,68500,65100,66000,15401,417840.0,6330908.0
2014-07-17,66900,66900,64600,65200,16565,412775.0,6330908.0
2014-07-18,65400,66000,64500,66000,10655,417840.0,6330908.0
2014-07-21,65100,66400,64700,64800,8311,410243.0,6330908.0
2014-07-22,65000,65700,64900,65500,7938,414674.0,6330908.0
2014-07-23,65500,65500,63400,64500,24655,408344.0,6330908.0
2014-07-24,63700,64500,63000,63300,11080,400746.0,6330908.0
2014-07-25,63300,63600,62400,63000,18805,398847.0,6330908.0
2014-07-28,62700,63700,62700,63200,7135,400113.0,6330908.0
2014-07-29,62500,62700,60100,61000,28723,386185.0,6330908.0
2014-07-30,61000,61100,59600,60100,20700,380488.0,6330908.0
2014-07-31,59900,60100,58200,58200,33603,368459.0,6330908.0
2014-08-01,56800,59300,56800,59100,11051,374157.0,6330908.0
2014-08-04,59100,60700,58500,60700,12071,384286.0,6330908.0
2014-08-05,61000,61000,58800,59600,14452,377322.0,6330908.0
2014-08-06,59200,60000,58700,60000,7410,379854.0,6330908.0
2014-08-07,59400,60800,58900,58900,4674,372890.0,6330908.0
2014-08-08,58600,59500,56800,57700,16850,365293.0,6330908.0
2014-08-11,57700,58300,54700,55200,28411,349466.0,6330908.0
2014-08-12,55100,57000,55100,56000,19180,354531.0,6330908.0
2014-08-13,56600,60900,55100,60900,33247,385552.0,6330908.0
2014-08-14,60900,62700,60100,62600,26535,396315.0,6330908.0
2014-08-18,61300,61700,59800,60100,22122,380488.0,6330908.0
2014-08-19,60200,60200,57300,60000,33346,379854.0,6330908.0
2014-08-20,59300,59400,57600,58000,34388,367193.0,6330908.0
2014-08-21,57700,57700,56200,57300,16438,362761.0,6330908.0
2014-08-22,57400,57800,56100,57500,16794,364027.0,6330908.0
2014-08-25,57000,57500,56400,57500,8813,364027.0,6330908.0
2014-08-26,57600,58500,57300,58400,13235,369725.0,6330908.0
2014-08-27,58700,59400,57000,57600,16260,364660.0,6330908.0
2014-08-28,57600,58000,57000,57000,11533,360862.0,6330908.0
2014-08-29,57000,57600,56500,57100,6566,361495.0,6330908.0
2014-09-01,57100,57300,56000,56900,9079,360229.0,6330908.0
2014-09-02,56900,59400,56500,59000,68576,373524.0,6330908.0
2014-09-03,58500,61600,58500,61500,34571,389351.0,6330908.0
2014-09-04,61500,61500,60000,61300,14643,388085.0,6330908.0
2014-09-05,61300,61300,59800,60300,10525,381754.0,6330908.0
2014-09-11,60300,61400,59300,60600,12587,383653.0,6330908.0
2014-09-12,61200,61500,59600,60500,9698,383020.0,6330908.0
2014-09-15,60000,61600,59500,61600,8774,389984.0,6330908.0
2014-09-16,60400,61700,60400,61500,11524,389351.0,6330908.0
2014-09-17,61500,62800,60600,62500,12899,395682.0,6330908.0
2014-09-18,62800,62900,61800,62500,5572,395682.0,6330908.0
2014-09-19,62500,62500,60500,61000,12382,386185.0,6330908.0
2014-09-22,60800,62000,59600,61900,15449,391883.0,6330908.0
2014-09-23,61000,61100,59600,60200,12783,381121.0,6330908.0
2014-09-24,60600,60600,59000,60000,17259,379854.0,6330908.0
2014-09-25,60700,61700,59600,61700,14401,390617.0,6330908.0
2014-09-26,61700,61700,59800,59900,19669,379221.0,6330908.0
2014-09-29,59600,60100,58700,59900,18135,379221.0,6330908.0
2014-09-30,59300,62000,59100,61800,15660,391250.0,6330908.0
2014-10-01,61600,62400,60500,61200,4715,387452.0,6330908.0
2014-10-02,61300,61400,59800,61200,8464,387452.0,6330908.0
2014-10-06,60600,62000,59700,60300,12353,381754.0,6330908.0
2014-10-07,59600,61000,58700,59500,10774,376689.0,6330908.0
2014-10-08,59000,59500,58300,59300,12783,375423.0,6330908.0
2014-10-10,58600,59500,58400,59000,7085,373524.0,6330908.0
2014-10-13,59100,59100,57000,58500,11678,370358.0,6330908.0
2014-10-14,57600,59700,57500,57900,5964,366560.0,6330908.0
2014-10-15,57500,59100,56400,56800,13275,359596.0,6330908.0
2014-10-16,56300,57000,55500,56800,12649,359596.0,6330908.0
2014-10-17,56600,57600,56500,56700,9480,358962.0,6330908.0
2014-10-20,56300,57100,55200,56500,18400,357696.0,6330908.0
2014-10-21,56000,58000,55700,57900,10031,366560.0,6330908.0
2014-10-22,59000,60000,58600,59500,20330,376689.0,6330908.0
2014-10-23,60300,60300,58100,59100,15918,374157.0,6330908.0
2014-10-24,59000,59000,56600,57200,24413,362128.0,6330908.0
2014-10-27,57200,57800,55400,56200,21654,355797.0,6330908.0
2014-10-28,56800,57400,56200,57200,29311,362128.0,6330908.0
2014-10-29,56900,57700,56100,56500,11980,357696.0,6330908.0
2014-10-30,56100,58000,55300,58000,17610,367193.0,6330908.0
2014-10-31,57800,58200,56600,58200,24261,368459.0,6330908.0
