메디포스트(078160),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-10-04,22703,25733,22658,25733,889298,260318.0,4575000.0
2005-10-05,27949,29577,26683,29578,2131581,299205.0,4575000.0
2005-10-06,29396,32697,25914,27136,3470028,274500.0,4575000.0
2005-10-07,27633,30166,27046,29759,2525757,301035.0,4575000.0
2005-10-10,30302,31523,28673,29488,1826828,298290.0,4575000.0
2005-10-11,29171,29759,26683,27814,1477594,281362.0,4575000.0
2005-10-12,28492,28628,26819,27046,984992,273585.0,4575000.0
2005-10-13,26728,28085,26186,27588,1167444,279075.0,4575000.0
2005-10-14,27588,28221,25689,26458,859612,267638.0,4575000.0
2005-10-17,26683,27859,26276,27000,1336693,273128.0,4575000.0
2005-10-18,27135,27632,24874,25779,906228,260775.0,4575000.0
2005-10-19,25372,26774,24694,25417,1348650,257115.0,4575000.0
2005-10-20,25824,26230,24421,24422,901891,247050.0,4575000.0
2005-10-21,23110,24467,22929,23020,730440,232868.0,4575000.0
2005-10-24,23020,23518,21844,22048,606927,223031.0,4575000.0
2005-10-25,22387,23065,22115,22161,590520,224175.0,4575000.0
2005-10-26,22296,23246,21844,22704,870831,229665.0,4575000.0
2005-10-27,22590,22929,21460,21460,480895,217084.0,4575000.0
2005-10-28,21030,21414,19741,19741,436213,199699.0,4575000.0
2005-10-31,19967,20509,19899,20012,316944,202444.0,4575000.0
2005-11-01,19944,20736,19944,20420,382826,206561.0,4575000.0
2005-11-02,20758,23472,20713,23472,1114952,237442.0,4575000.0
2005-11-03,23880,24105,22048,22161,759337,224175.0,4575000.0
2005-11-04,22658,22839,21934,22658,386537,229208.0,4575000.0
2005-11-07,23110,25055,22884,24377,1089739,246592.0,4575000.0
2005-11-08,24150,24648,23426,24377,531967,246592.0,4575000.0
2005-11-09,24512,24693,23562,23563,417134,238358.0,4575000.0
2005-11-10,23472,26321,22974,24332,1680663,246135.0,4575000.0
2005-11-11,24512,24693,23155,23382,471600,236528.0,4575000.0
2005-11-14,22387,22590,21504,21709,616730,219600.0,4575000.0
2005-11-15,22160,22703,21776,21912,518132,221659.0,4575000.0
2005-11-16,21709,21799,21143,21166,377627,214110.0,4575000.0
2005-11-17,21255,22319,21255,21844,469733,220972.0,4575000.0
2005-11-18,22070,22296,21640,22206,252630,224632.0,4575000.0
2005-11-21,22342,22477,20894,21279,549344,215254.0,4575000.0
2005-11-22,21166,22274,20148,21980,521842,222345.0,4575000.0
2005-11-23,21595,22319,21324,21754,340343,220058.0,4575000.0
2005-11-24,21528,23744,21528,21980,1004783,222345.0,4575000.0
2005-11-25,22387,23744,22251,23744,756994,240188.0,4575000.0
2005-11-28,24195,24512,23607,23608,706512,238815.0,4575000.0
2005-11-29,23427,23834,22161,22161,498042,224175.0,4575000.0
2005-11-30,22024,22929,21595,22794,499543,230580.0,4575000.0
2005-12-01,22612,23110,22431,22432,405776,226920.0,4575000.0
2005-12-02,22250,22454,21414,21731,497944,219829.0,4575000.0
2005-12-05,23472,24964,23200,24422,1280263,247050.0,4575000.0
2005-12-06,24512,24557,22974,23427,521971,236985.0,4575000.0
2005-12-07,23834,23834,22002,22161,408305,224175.0,4575000.0
2005-12-08,21709,22477,21709,22116,317580,223718.0,4575000.0
2005-12-09,21776,22296,21730,21731,240690,219829.0,4575000.0
2005-12-12,22115,22974,21730,21844,379393,220972.0,4575000.0
2005-12-13,21709,21980,21143,21392,326915,216398.0,4575000.0
2005-12-14,20600,22523,19492,20465,1629162,207019.0,4575000.0
2005-12-15,20487,21368,20057,20126,352496,203588.0,4575000.0
2005-12-16,17117,17366,17117,17118,922978,173164.0,4575000.0
2005-12-19,14563,14653,14563,14563,408634,147315.0,4575000.0
2005-12-20,13341,14969,12889,13998,1940191,141596.0,4575000.0
2005-12-21,14314,14833,14065,14337,727965,145028.0,4575000.0
2005-12-22,14970,14970,12527,12663,907289,128100.0,4575000.0
2005-12-23,12075,13816,11690,13296,1607370,134505.0,4575000.0
2005-12-26,13793,15285,13476,15286,512124,154635.0,4575000.0
2005-12-27,15828,17140,14879,15580,1982413,157609.0,4575000.0
2005-12-28,16009,16507,15647,16010,574499,161955.0,4575000.0
2005-12-29,16009,16258,14562,14879,695792,150518.0,4575000.0
2006-01-02,14517,15128,13545,14382,608931,145485.0,4575000.0
2006-01-03,14471,15241,14381,14699,601158,148688.0,4575000.0
2006-01-04,14744,15151,14133,14134,560511,142969.0,4575000.0
2006-01-05,14382,14517,13635,14088,284467,142511.0,4575000.0
2006-01-06,14088,14970,13930,14563,591205,147315.0,4575000.0
2006-01-09,14472,14879,14201,14540,458252,147086.0,4575000.0
2006-01-10,14608,16281,14495,15513,1457348,156922.0,4575000.0
2006-01-11,15829,15942,14902,14902,421283,150746.0,4575000.0
2006-01-12,15196,16100,14540,14563,1134594,147315.0,4575000.0
2006-01-13,14020,14471,13884,14110,278137,142740.0,4575000.0
2006-01-16,13930,14834,13703,13839,741482,139995.0,4575000.0
2006-01-17,13770,14336,13658,13703,289625,138622.0,4575000.0
2006-01-18,13567,13861,12346,12935,323492,130845.0,4575000.0
2006-01-19,12844,13002,12324,12438,234772,125812.0,4575000.0
2006-01-20,12301,12640,11487,11533,300310,116662.0,4575000.0
2006-01-23,10650,11622,9813,9814,385380,99278.0,4575000.0
2006-01-24,9904,10176,8887,9837,334224,99506.0,4575000.0
2006-01-25,10108,11306,10108,11307,429834,114375.0,4575000.0
2006-01-26,11939,12188,11396,11872,564022,120094.0,4575000.0
2006-01-27,12119,12572,11758,12505,350155,126499.0,4575000.0
2006-01-31,12602,14357,12114,14357,435157,134734.0,4575000.0
2006-02-01,14674,15990,14479,15016,1277259,140910.0,4575000.0
2006-02-02,15210,15552,13723,14236,579542,133590.0,4575000.0
2006-02-03,13796,13894,12651,12724,306090,119408.0,4575000.0
2006-02-06,12212,13894,11480,13895,572092,130388.0,4575000.0
2006-02-07,13553,14527,12943,13017,713934,122152.0,4575000.0
2006-02-08,12943,13699,12821,13163,467088,123525.0,4575000.0
2006-02-09,13504,13796,13016,13163,446724,123525.0,4575000.0
2006-02-10,14138,15137,13992,15138,1034171,142054.0,4575000.0
2006-02-13,15113,16892,14674,15016,1593235,140910.0,4575000.0
2006-02-14,15113,15332,13894,14041,662205,131760.0,4575000.0
2006-02-15,14479,14527,13406,13407,448653,125812.0,4575000.0
2006-02-16,13284,13967,13114,13261,342700,124440.0,4575000.0
2006-02-17,13333,14552,13333,14138,827518,132675.0,4575000.0
2006-02-20,13918,14601,13577,13797,567369,129472.0,4575000.0
2006-02-21,13894,14089,13431,13554,222012,127185.0,4575000.0
2006-02-22,13601,13967,13455,13870,288507,130159.0,4575000.0
2006-02-23,13918,14552,13601,13602,632216,127642.0,4575000.0
2006-02-24,13601,13723,13211,13236,190821,124211.0,4575000.0
2006-02-27,13309,13382,13162,13236,171023,124211.0,4575000.0
2006-02-28,13235,13333,12772,12822,218579,120322.0,4575000.0
2006-03-02,12724,13162,12724,12871,166656,120780.0,4575000.0
2006-03-03,12748,13357,12748,12992,226363,121924.0,4575000.0
2006-03-06,12821,13065,12578,12749,146677,119636.0,4575000.0
2006-03-07,12675,12748,12041,12042,207197,113002.0,4575000.0
2006-03-08,11700,12041,11359,11530,176651,108199.0,4575000.0
2006-03-09,11578,13235,11578,13236,806536,124211.0,4575000.0
2006-03-10,13479,13772,12870,13041,540645,122381.0,4575000.0
2006-03-13,13406,13455,12772,12773,228244,119865.0,4575000.0
2006-03-14,12651,12797,12261,12359,211961,115976.0,4575000.0
2006-03-15,12334,12505,12090,12091,174651,113460.0,4575000.0
2006-03-16,12017,12431,11578,12310,264910,115519.0,4575000.0
2006-03-17,11822,12285,11822,11871,155040,111401.0,4575000.0
2006-03-20,11748,12139,11748,11798,120270,110715.0,4575000.0
2006-03-21,11846,12090,11773,12091,137807,113460.0,4575000.0
2006-03-22,11797,11992,11578,11579,160599,108656.0,4575000.0
2006-03-23,11651,12967,11578,11896,710109,111630.0,4575000.0
2006-03-24,11944,12090,11432,11579,390056,134781.0,5675000.0
2006-03-27,11505,11822,11261,11286,179061,131376.0,5675000.0
2006-03-28,11139,11285,10627,10799,267468,125701.0,5675000.0
2006-03-29,10603,11188,10408,10774,196106,125418.0,5675000.0
2006-03-30,10871,11359,10871,11140,379981,129674.0,5675000.0
2006-03-31,11456,11700,11237,11457,264077,133362.0,5675000.0
2006-04-03,11553,11846,11334,11774,267578,137051.0,5675000.0
2006-04-04,11773,12456,11700,11701,476234,136200.0,5675000.0
2006-04-05,11846,12090,11627,12091,241449,140740.0,5675000.0
2006-04-06,12553,12553,11822,12042,264976,140172.0,5675000.0
2006-04-07,11895,12017,11724,11798,127881,137335.0,5675000.0
2006-04-10,11651,11919,11627,11652,130613,135632.0,5675000.0
2006-04-11,11675,11944,11627,11823,184742,137619.0,5675000.0
2006-04-12,11675,11822,11456,11506,143496,133930.0,5675000.0
2006-04-13,11505,11627,11285,11286,144977,131376.0,5675000.0
2006-04-14,11359,11700,11359,11579,186768,134781.0,5675000.0
2006-04-17,11602,11700,11456,11457,128641,133362.0,5675000.0
2006-04-18,11432,11651,11285,11310,131319,131660.0,5675000.0
2006-04-19,11359,11553,11042,11042,144692,128539.0,5675000.0
2006-04-20,10969,11188,10725,10726,126609,124850.0,5675000.0
2006-04-21,10823,11091,10774,10774,166392,125418.0,5675000.0
2006-04-24,10774,12066,10505,11652,683287,135632.0,5675000.0
2006-04-25,11700,11700,10286,10385,271836,120878.0,5675000.0
2006-04-26,10823,11091,10579,10726,208626,124850.0,5675000.0
2006-04-27,10749,10871,10579,10604,122172,123431.0,5675000.0
2006-04-28,10627,11261,10579,10726,228267,124850.0,5675000.0
2006-05-02,10725,10993,10627,10799,105014,125701.0,5675000.0
2006-05-03,10823,11359,10823,10945,217798,127404.0,5675000.0
2006-05-04,11042,11261,10823,11067,149256,128822.0,5675000.0
2006-05-08,11212,11822,11188,11554,419166,134498.0,5675000.0
2006-05-09,11627,11675,11139,11262,165989,131092.0,5675000.0
2006-05-10,11261,11359,10871,11042,156043,128539.0,5675000.0
2006-05-11,10944,11115,10871,11018,101711,128255.0,5675000.0
2006-05-12,11018,12285,11018,11481,1150431,133646.0,5675000.0
2006-05-15,11602,12431,11359,12188,803473,141875.0,5675000.0
2006-05-16,12431,12505,11018,11335,510128,131944.0,5675000.0
2006-05-17,11285,11627,10993,11530,339658,134214.0,5675000.0
2006-05-18,11091,11139,10725,10774,255031,125418.0,5675000.0
2006-05-19,10505,10969,10505,10726,148336,124850.0,5675000.0
2006-05-22,10920,10944,10481,10482,154403,122012.0,5675000.0
2006-05-23,11505,12041,10774,10872,2029602,126552.0,5675000.0
2006-05-24,10896,10920,10335,10482,354483,122012.0,5675000.0
2006-05-25,10676,10774,9652,9653,257395,112365.0,5675000.0
2006-05-26,9945,10335,9798,10214,222669,118891.0,5675000.0
2006-05-29,10335,11553,10042,11408,1049213,132795.0,5675000.0
2006-05-30,11261,11383,10286,10385,472302,120878.0,5675000.0
2006-06-01,10188,10384,9774,9872,176303,114919.0,5675000.0
2006-06-02,10066,10140,9628,9799,132492,114068.0,5675000.0
2006-06-05,9750,10164,9628,9799,157557,114068.0,5675000.0
2006-06-07,9384,9555,8897,8898,163546,103569.0,5675000.0
2006-06-08,8726,9263,8482,8776,226956,102150.0,5675000.0
2006-06-09,9067,9628,8970,9360,305922,108960.0,5675000.0
2006-06-12,9214,9360,9067,9214,81636,107258.0,5675000.0
2006-06-13,8775,9116,8726,8751,138574,101866.0,5675000.0
2006-06-14,8726,9092,8726,9019,120501,104988.0,5675000.0
2006-06-15,9165,9482,9019,9263,229787,107825.0,5675000.0
2006-06-16,9506,9701,9311,9312,284090,108392.0,5675000.0
2006-06-19,9214,9214,8872,8946,97139,104136.0,5675000.0
2006-06-20,8945,9165,8823,9019,128908,104988.0,5675000.0
2006-06-21,9067,9116,8775,8824,94139,102718.0,5675000.0
2006-06-22,8872,8994,8653,8678,89789,101015.0,5675000.0
2006-06-23,8823,9384,8726,8922,337620,103852.0,5675000.0
2006-06-26,9019,9019,8677,8922,108440,103852.0,5675000.0
2006-06-27,8994,9433,8823,9239,304220,107541.0,5675000.0
2006-06-28,9067,9847,8994,9604,407954,111798.0,5675000.0
2006-06-29,9896,11042,9872,11042,1621887,128539.0,5675000.0
2006-06-30,11042,11310,10774,10969,774100,127688.0,5675000.0
2006-07-03,11139,11553,10774,11067,683206,128822.0,5675000.0
2006-07-04,11212,12334,10944,11408,1656672,132795.0,5675000.0
2006-07-05,11261,11944,10993,11603,1045548,135065.0,5675000.0
2006-07-06,11553,11724,10871,11018,497672,128255.0,5675000.0
2006-07-07,11115,11456,10774,11262,548575,131092.0,5675000.0
2006-07-10,10969,11700,10969,11603,516405,135065.0,5675000.0
2006-07-11,11651,12505,11578,12042,1133308,140172.0,5675000.0
2006-07-12,11944,12090,11675,12091,371384,140740.0,5675000.0
2006-07-13,12090,12285,11529,11554,490930,134498.0,5675000.0
2006-07-14,11188,11285,10920,11067,312756,128822.0,5675000.0
2006-07-18,11212,11529,10920,10921,321312,127120.0,5675000.0
2006-07-19,11164,11456,10969,10969,497729,127688.0,5675000.0
2006-07-20,11139,11553,10969,11554,313862,134498.0,5675000.0
2006-07-21,11529,11651,11285,11359,288296,132228.0,5675000.0
2006-07-24,11237,11334,10627,10969,328841,127688.0,5675000.0
2006-07-25,11310,11359,10920,10969,237830,127688.0,5675000.0
2006-07-26,11042,11042,10725,10774,155347,125418.0,5675000.0
2006-07-27,10774,10896,10457,10506,259280,122296.0,5675000.0
2006-07-28,10481,10701,10457,10531,158082,122580.0,5675000.0
2006-07-31,10725,10798,10627,10628,153203,123715.0,5675000.0
2006-08-01,10725,10847,10018,10092,183732,117472.0,5675000.0
2006-08-02,10042,10237,9798,10238,137993,119175.0,5675000.0
2006-08-03,10286,10530,10164,10287,143107,119742.0,5675000.0
2006-08-04,10384,10701,10310,10531,188627,122580.0,5675000.0
2006-08-07,10652,10774,10335,10555,164659,122864.0,5675000.0
2006-08-08,10749,10774,10554,10774,120438,125418.0,5675000.0
2006-08-09,10725,11139,10603,10994,189299,127971.0,5675000.0
2006-08-10,10847,10993,10603,10726,135673,124850.0,5675000.0
2006-08-11,10823,10920,10481,10482,121517,122012.0,5675000.0
2006-08-14,10481,10554,10213,10336,119226,120310.0,5675000.0
2006-08-16,10408,10481,10091,10189,156508,118608.0,5675000.0
2006-08-17,10359,10384,10188,10238,123616,119175.0,5675000.0
2006-08-18,10359,11383,10262,10896,942759,126836.0,5675000.0
2006-08-21,11115,11432,10798,11164,570814,129958.0,5675000.0
2006-08-22,11115,11188,10798,11091,253610,129106.0,5675000.0
2006-08-23,11091,11870,11018,11115,968638,129390.0,5675000.0
2006-08-24,11334,11432,10652,10750,270804,125134.0,5675000.0
2006-08-25,10944,10993,10725,10921,200889,127120.0,5675000.0
2006-08-28,10871,10920,10701,10774,121575,125418.0,5675000.0
2006-08-29,10774,11091,10774,11091,262578,129106.0,5675000.0
2006-08-30,11066,11529,11018,11310,313743,131660.0,5675000.0
2006-08-31,11456,11651,11212,11237,321122,130809.0,5675000.0
2006-09-01,11334,11944,11237,11847,481246,137902.0,5675000.0
2006-09-04,12041,12041,11748,11896,404673,138470.0,5675000.0
2006-09-05,11944,11944,11529,11701,287743,136200.0,5675000.0
2006-09-06,11748,11968,11310,11310,349448,131660.0,5675000.0
2006-09-07,11188,11432,11188,11335,201203,131944.0,5675000.0
2006-09-08,11432,11456,11237,11262,175860,131092.0,5675000.0
2006-09-11,11237,11359,10993,11018,200665,128255.0,5675000.0
2006-09-12,10969,11651,10871,11286,536612,131376.0,5675000.0
2006-09-13,11407,11407,11018,11018,191690,128255.0,5675000.0
2006-09-14,11018,11383,11018,11262,173191,131092.0,5675000.0
2006-09-15,11285,12139,11212,12140,665809,141308.0,5675000.0
2006-09-18,11944,12285,11895,12261,464680,142726.0,5675000.0
2006-09-19,12236,12724,11968,12554,375454,146131.0,5675000.0
2006-09-20,12529,12943,12334,12334,636270,143578.0,5675000.0
2006-09-21,12553,12675,12066,12334,339185,143578.0,5675000.0
2006-09-22,12236,12261,11627,11652,238949,135632.0,5675000.0
2006-09-25,11505,11870,11505,11628,152470,135349.0,5675000.0
2006-09-26,11700,12212,11675,12042,295436,140172.0,5675000.0
2006-09-27,12163,12358,11944,12091,189177,140740.0,5675000.0
2006-09-28,12090,12431,11968,12432,227336,144712.0,5675000.0
2006-09-29,12529,12626,12041,12042,194878,140172.0,5675000.0
2006-10-02,12114,12114,11748,11774,139799,137051.0,5675000.0
2006-10-04,11602,11651,11285,11481,144259,133646.0,5675000.0
2006-10-09,11432,11505,9774,9799,494010,114068.0,5675000.0
2006-10-10,9798,10432,9798,10189,239548,118608.0,5675000.0
2006-10-11,9896,10384,9823,10067,194093,117189.0,5675000.0
2006-10-12,10213,10676,10091,10409,310825,121161.0,5675000.0
2006-10-13,10579,10676,10408,10433,160808,121445.0,5675000.0
2006-10-16,10627,10798,10457,10555,130293,122864.0,5675000.0
2006-10-17,10603,10627,10042,10336,183365,120310.0,5675000.0
2006-10-18,10213,10554,10213,10433,124354,121445.0,5675000.0
2006-10-19,10481,10701,10384,10385,153365,120878.0,5675000.0
2006-10-20,10554,10579,10384,10433,89557,121445.0,5675000.0
2006-10-23,10505,10798,10505,10701,182650,124566.0,5675000.0
2006-10-24,10823,10823,10481,10506,115019,122296.0,5675000.0
2006-10-25,10505,10603,10359,10555,121919,122864.0,5675000.0
2006-10-26,10579,10603,10359,10360,92148,120594.0,5675000.0
2006-10-27,10384,10457,10262,10311,91525,120026.0,5675000.0
2006-10-30,10237,10310,10091,10116,79792,117756.0,5675000.0
2006-10-31,10140,10310,10140,10189,83018,118608.0,5675000.0
2006-11-01,10481,10652,10408,10604,152270,123431.0,5675000.0
2006-11-02,10579,10603,10408,10531,77958,122580.0,5675000.0
2006-11-03,10237,10237,9555,9775,531650,113784.0,5675000.0
2006-11-06,9969,9993,9798,9945,123059,115770.0,5675000.0
2006-11-07,10042,10042,9750,9824,157760,114351.0,5675000.0
2006-11-08,9872,9920,9750,9775,90065,113784.0,5675000.0
2006-11-09,10091,10164,9823,9848,172387,114635.0,5675000.0
2006-11-10,9798,9920,9798,9799,91214,114068.0,5675000.0
2006-11-13,9872,9920,9798,9799,90762,114068.0,5675000.0
2006-11-14,9847,10140,9847,10019,181286,116621.0,5675000.0
2006-11-15,10018,10140,9945,10141,113828,118040.0,5675000.0
2006-11-16,10188,10188,9872,9872,113374,114919.0,5675000.0
2006-11-17,9872,10018,9872,9872,81105,114919.0,5675000.0
2006-11-20,9896,9945,9677,9677,107099,112649.0,5675000.0
2006-11-21,9604,9652,9238,9360,204275,108960.0,5675000.0
2006-11-22,9360,9506,9311,9409,87483,109528.0,5675000.0
2006-11-23,9433,9677,9409,9531,116669,110946.0,5675000.0
2006-11-24,9482,9555,9311,9360,91925,108960.0,5675000.0
2006-11-27,9360,9506,9311,9409,77511,109528.0,5675000.0
2006-11-28,9311,9506,9043,9263,134607,107825.0,5675000.0
2006-11-29,9263,9360,9141,9141,81409,106406.0,5675000.0
2006-11-30,9165,9872,9165,9385,319414,109244.0,5675000.0
2006-12-01,9482,9482,9263,9263,69268,107825.0,5675000.0
2006-12-04,9263,9384,9165,9214,92560,107258.0,5675000.0
2006-12-05,9214,9336,9116,9336,84530,108676.0,5675000.0
2006-12-06,9384,9457,9214,9263,87807,107825.0,5675000.0
2006-12-07,9214,9506,9165,9214,114036,107258.0,5675000.0
2006-12-08,9336,9336,8872,8922,105624,103852.0,5675000.0
2006-12-11,8872,9043,8848,8898,64323,103569.0,5675000.0
2006-12-12,8872,8897,8506,8556,125002,99596.0,5675000.0
2006-12-13,8506,8701,8506,8605,58624,100164.0,5675000.0
2006-12-14,8580,8701,8531,8678,74041,101015.0,5675000.0
2006-12-15,8628,8872,8628,8727,69832,101582.0,5675000.0
2006-12-18,9116,9652,9067,9093,408353,105839.0,5675000.0
2006-12-19,9067,9092,8848,8849,81423,103001.0,5675000.0
2006-12-20,8848,8945,8701,8776,94965,102150.0,5675000.0
2006-12-21,8726,8775,8604,8654,65449,100731.0,5675000.0
2006-12-22,8628,8775,8604,8629,59212,100448.0,5675000.0
2006-12-26,8628,8677,8336,8337,78819,97042.0,5675000.0
2006-12-27,8458,8458,8360,8361,44715,97326.0,5675000.0
2006-12-28,8409,8482,8360,8483,53611,98745.0,5675000.0
2007-01-02,8628,9141,8580,8654,203403,100731.0,5675000.0
2007-01-03,8628,8677,8506,8507,43418,99029.0,5675000.0
2007-01-04,8555,8994,8531,8654,142694,100731.0,5675000.0
2007-01-05,8775,9165,8604,9068,252578,105555.0,5675000.0
2007-01-08,9092,9384,8897,8971,213818,104420.0,5675000.0
2007-01-09,9043,9043,8750,8873,87222,103285.0,5675000.0
2007-01-10,8921,9019,8580,8702,193921,101299.0,5675000.0
2007-01-11,8750,8872,8677,8776,82063,102150.0,5675000.0
2007-01-12,9043,9092,8750,8751,121745,101866.0,5675000.0
2007-01-15,8848,8848,8580,8605,79469,100164.0,5675000.0
2007-01-16,8604,8677,8531,8654,83948,100731.0,5675000.0
2007-01-17,8701,8701,8409,8410,72471,97894.0,5675000.0
2007-01-18,8531,9019,8531,8824,388073,102718.0,5675000.0
2007-01-19,8775,8775,8385,8385,110260,97610.0,5675000.0
2007-01-22,8458,8482,7897,7922,171849,92219.0,5675000.0
2007-01-23,7751,8141,7702,7922,174708,92219.0,5675000.0
2007-01-24,8092,8385,7995,8093,264696,94205.0,5675000.0
2007-01-25,8141,8141,7946,7947,94935,92502.0,5675000.0
2007-01-26,7849,7897,7776,7800,63668,90800.0,5675000.0
2007-01-29,7849,7897,7507,7508,110384,87395.0,5675000.0
2007-01-30,7532,7654,7361,7532,86524,87679.0,5675000.0
2007-01-31,7507,7580,7312,7313,84786,85125.0,5675000.0
2007-02-01,7361,7434,7239,7289,70144,84841.0,5675000.0
2007-02-02,7337,7580,7312,7484,110958,87111.0,5675000.0
2007-02-05,7483,7580,7410,7508,53873,87395.0,5675000.0
2007-02-06,7507,7556,7410,7435,54906,86544.0,5675000.0
2007-02-07,7483,7483,7410,7484,71153,87111.0,5675000.0
2007-02-08,7507,7751,7483,7508,90991,87395.0,5675000.0
2007-02-09,7532,7824,7434,7508,151729,87395.0,5675000.0
2007-02-12,7580,7580,7312,7362,75469,85692.0,5675000.0
2007-02-13,7410,7410,7141,7142,100867,83139.0,5675000.0
2007-02-14,7141,7239,7019,7069,97986,82288.0,5675000.0
2007-02-15,7117,7141,7044,7094,76328,82571.0,5675000.0
2007-02-16,7093,7093,6873,6972,93047,81152.0,5675000.0
2007-02-20,7044,7312,7019,7118,129776,82855.0,5675000.0
2007-02-21,7190,8165,7068,8166,1140056,95056.0,5675000.0
2007-02-22,8482,8628,7897,7898,600717,91935.0,5675000.0
2007-02-23,7897,8409,7727,7849,532820,91368.0,5675000.0
2007-02-26,7849,8263,7702,8020,314736,93354.0,5675000.0
2007-02-27,7946,8141,7702,7703,180459,89665.0,5675000.0
2007-02-28,7263,7507,7117,7459,152101,86828.0,5675000.0
2007-03-02,7507,8555,7458,8556,911875,99596.0,5675000.0
2007-03-05,8653,8799,8117,8337,537663,97042.0,5675000.0
2007-03-06,8336,9263,8287,8776,742060,102150.0,5675000.0
2007-03-07,8897,8921,8506,8532,288466,99312.0,5675000.0
2007-03-08,8580,9116,8531,8605,501933,100164.0,5675000.0
2007-03-09,8677,8750,8214,8215,247416,95624.0,5675000.0
2007-03-12,8336,8385,8141,8190,151467,95340.0,5675000.0
2007-03-13,8336,8945,8336,8459,401493,98461.0,5675000.0
2007-03-14,8311,8726,8238,8678,209108,101015.0,5675000.0
2007-03-15,8750,9531,8555,9166,756467,106690.0,5675000.0
2007-03-16,9238,9482,8970,9166,320608,106690.0,5675000.0
2007-03-19,9531,9920,9311,9312,558602,108392.0,5675000.0
2007-03-20,9433,9652,9214,9531,229023,110946.0,5675000.0
2007-03-21,9798,10164,9652,9726,566076,113216.0,5675000.0
2007-03-22,9847,9993,9604,9994,252075,116338.0,5675000.0
2007-03-23,10091,10774,9993,10360,1052210,120594.0,5675000.0
2007-03-26,10457,10457,9993,10043,252961,116905.0,5675000.0
2007-03-27,10310,10310,9628,9750,361211,113500.0,5675000.0
2007-03-28,9555,10335,9360,9677,606860,112649.0,5675000.0
2007-03-29,9750,9823,9506,9507,198990,110662.0,5675000.0
2007-03-30,9555,9750,9409,9677,166376,112649.0,5675000.0
2007-04-02,9652,9823,9506,9507,125389,110662.0,5675000.0
2007-04-03,9482,9482,8994,9068,267172,105555.0,5675000.0
2007-04-04,9141,9287,9067,9190,139747,106974.0,5675000.0
2007-04-05,9141,9189,8970,9068,90185,105555.0,5675000.0
