국순당(043650),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2001-03-26,6008,6130,6008,6105,47069,93750.0,7500000.0
2001-03-27,6008,6106,5886,5934,27326,91125.0,7500000.0
2001-03-28,5959,6106,5861,5910,44756,90750.0,7500000.0
2001-03-29,5739,5959,5666,5788,28914,88875.0,7500000.0
2001-03-30,5788,5910,5666,5763,37205,88500.0,7500000.0
2001-04-02,5788,5959,5617,5958,32438,91500.0,7500000.0
2001-04-03,5715,5861,5690,5861,30544,90000.0,7500000.0
2001-04-04,5690,5837,5642,5714,18550,87750.0,7500000.0
2001-04-06,5861,5959,5690,5739,43703,88125.0,7500000.0
2001-04-09,5715,5764,5495,5519,21025,84750.0,7500000.0
2001-04-10,5544,5690,5397,5543,49847,85125.0,7500000.0
2001-04-11,5568,5690,5568,5617,32800,86250.0,7500000.0
2001-04-12,5715,5739,5568,5641,30183,86625.0,7500000.0
2001-04-13,5690,6032,5642,5910,72554,90750.0,7500000.0
2001-04-16,5959,5959,5739,5836,36747,89625.0,7500000.0
2001-04-17,5666,5812,5666,5739,46287,96938.0,8250000.0
2001-04-18,5764,6106,5764,5983,125325,101062.0,8250000.0
2001-04-19,6106,6350,5983,6129,284417,103538.0,8250000.0
2001-04-20,6228,6228,5910,6056,80316,102300.0,8250000.0
2001-04-23,6057,6130,5959,6007,97822,101475.0,8250000.0
2001-04-24,5861,6179,5861,5958,60223,100650.0,8250000.0
2001-04-25,5959,6008,5861,5958,56881,100650.0,8250000.0
2001-04-26,5959,6447,5910,6227,369457,105188.0,8250000.0
2001-04-27,6301,6301,6008,6056,87572,102300.0,8250000.0
2001-04-30,6203,6252,6057,6129,111742,103538.0,8250000.0
2001-05-02,6228,6545,6228,6349,239333,107250.0,8250000.0
2001-05-03,6447,7107,6252,7106,646399,120038.0,8250000.0
2001-05-04,7229,7620,6911,7375,1380541,124575.0,8250000.0
2001-05-07,7815,8255,7131,7131,1195097,120450.0,8250000.0
2001-05-08,7327,7327,6863,7057,225772,119212.0,8250000.0
2001-05-09,7131,7180,6545,6838,281354,115500.0,8250000.0
2001-05-10,6667,6936,6667,6911,168545,116738.0,8250000.0
2001-05-11,6692,7034,6692,6740,128244,113850.0,8250000.0
2001-05-14,6618,7009,6618,6935,173977,117150.0,8250000.0
2001-05-15,6887,7034,6741,6838,114718,115500.0,8250000.0
2001-05-16,6765,6936,6716,6740,78560,113850.0,8250000.0
2001-05-17,6814,7058,6789,6960,157910,117562.0,8250000.0
2001-05-18,6960,7034,6789,6887,73237,116325.0,8250000.0
2001-05-21,6936,6985,6838,6887,96101,116325.0,8250000.0
2001-05-22,6936,7131,6814,7131,141935,120450.0,8250000.0
2001-05-23,7278,7595,7156,7155,316327,120862.0,8250000.0
2001-05-24,7156,7156,6863,6935,112558,117150.0,8250000.0
2001-05-25,7327,7327,7034,7106,129962,120038.0,8250000.0
2001-05-28,6960,7424,6936,7057,110565,119212.0,8250000.0
2001-05-29,7058,7107,6985,7033,77629,118800.0,8250000.0
2001-05-30,6985,7156,6960,7033,58986,118800.0,8250000.0
2001-05-31,6936,7327,6936,7277,126207,122925.0,8250000.0
2001-06-01,7327,7375,7082,7082,70945,119625.0,8250000.0
2001-06-04,7082,7449,7082,7180,225164,121275.0,8250000.0
2001-06-05,7327,7351,7034,7033,89791,118800.0,8250000.0
2001-06-07,6985,7107,6911,7033,55182,118800.0,8250000.0
2001-06-08,6985,7131,6936,7033,74962,118800.0,8250000.0
2001-06-11,7034,7351,7034,7228,122553,122100.0,8250000.0
2001-06-12,7278,8084,7180,8083,693231,136538.0,8250000.0
2001-06-13,8572,9036,8548,9036,495572,152625.0,8250000.0
2001-06-14,9769,10111,8963,10110,1875147,170775.0,8250000.0
2001-06-15,9964,11210,9867,10403,1501143,175725.0,8250000.0
2001-06-18,10502,10892,9158,9158,1413916,154688.0,8250000.0
2001-06-19,9280,9354,8474,8694,1360592,146850.0,8250000.0
2001-06-20,8792,9085,8279,8669,1440391,146438.0,8250000.0
2001-06-21,8792,9085,8328,8816,1093651,148912.0,8250000.0
2001-06-22,9036,9134,8450,8718,1180330,147262.0,8250000.0
2001-06-25,8719,8890,8157,8230,495950,139012.0,8250000.0
2001-06-26,8230,8792,8133,8450,825148,142725.0,8250000.0
2001-06-27,8597,8694,8133,8205,401062,138600.0,8250000.0
2001-06-28,8206,8597,8059,8376,483733,141488.0,8250000.0
2001-06-29,8572,9085,8499,8596,725033,145200.0,8250000.0
2001-07-02,8548,8597,8304,8376,260189,141488.0,8250000.0
2001-07-03,8401,8499,8255,8352,183233,141075.0,8250000.0
2001-07-04,8304,8328,7913,7986,285256,134888.0,8250000.0
2001-07-05,7839,8133,7644,7863,283114,132825.0,8250000.0
2001-07-06,7864,8108,7717,7888,243779,133238.0,8250000.0
2001-07-09,7766,8059,7400,8059,292020,136125.0,8250000.0
2001-07-10,8206,8352,7913,7912,185007,133650.0,8250000.0
2001-07-11,7571,7864,7522,7692,141796,129938.0,8250000.0
2001-07-12,7815,8133,7766,7986,202384,134888.0,8250000.0
2001-07-13,7986,8206,7717,7863,193283,132825.0,8250000.0
2001-07-16,8010,8059,7815,8034,159049,135712.0,8250000.0
2001-07-18,8133,8304,7913,8205,284512,138600.0,8250000.0
2001-07-19,8084,8206,7864,7986,131265,134888.0,8250000.0
2001-07-20,7839,7913,7571,7741,134778,130762.0,8250000.0
2001-07-23,7595,7791,6960,7082,176482,119625.0,8250000.0
2001-07-24,6838,7522,6643,7522,170542,127050.0,8250000.0
2001-07-25,7375,7473,7107,7106,80921,120038.0,8250000.0
2001-07-26,7229,7375,7131,7204,63898,121688.0,8250000.0
2001-07-27,7400,7937,7351,7741,169135,130762.0,8250000.0
2001-07-30,7791,7791,7473,7644,75219,129112.0,8250000.0
2001-07-31,7498,7766,7498,7668,58647,129525.0,8250000.0
2001-08-01,7693,8108,7693,7863,125474,132825.0,8250000.0
2001-08-02,7962,7962,7693,7815,78468,132000.0,8250000.0
2001-08-03,7864,8352,7839,8230,347869,139012.0,8250000.0
2001-08-06,8352,8987,8352,8840,848870,149325.0,8250000.0
2001-08-07,8792,9134,8645,8791,366319,148500.0,8250000.0
2001-08-08,8719,8890,8401,8474,175257,143138.0,8250000.0
2001-08-09,8255,8792,8255,8498,261796,143550.0,8250000.0
2001-08-10,8377,8841,8377,8767,272537,148088.0,8250000.0
2001-08-13,8890,9061,8719,8791,183951,148500.0,8250000.0
2001-08-14,8792,8890,8572,8791,162448,148500.0,8250000.0
2001-08-16,8694,9085,8645,8938,152621,150975.0,8250000.0
2001-08-17,8938,9183,8694,8914,389009,150562.0,8250000.0
2001-08-20,8743,8816,8597,8718,98587,147262.0,8250000.0
2001-08-21,8792,8841,8548,8718,71490,147262.0,8250000.0
2001-08-22,8499,8963,8499,8840,120625,149325.0,8250000.0
2001-08-23,8645,8890,8621,8694,70623,146850.0,8250000.0
2001-08-24,8792,9158,8743,8889,305673,150150.0,8250000.0
2001-08-27,8987,9134,8816,8962,255894,151388.0,8250000.0
2001-08-28,9134,9573,9134,9426,581855,159225.0,8250000.0
2001-08-29,9525,9622,9134,9182,311706,155100.0,8250000.0
2001-08-30,9232,9280,8865,9255,161609,156338.0,8250000.0
2001-08-31,8645,9061,8645,8938,160156,150975.0,8250000.0
2001-09-03,8938,9158,8792,9011,95670,152212.0,8250000.0
2001-09-04,8938,9329,8865,9109,159116,153862.0,8250000.0
2001-09-05,9134,9134,8914,9036,50093,152625.0,8250000.0
2001-09-06,9109,9378,8987,9353,143738,157988.0,8250000.0
2001-09-07,9280,9671,9183,9231,222984,155925.0,8250000.0
2001-09-10,9183,9232,8987,9011,76986,152212.0,8250000.0
2001-09-11,8963,9085,8572,8596,165345,145200.0,8250000.0
2001-09-12,7571,7791,7571,7644,258982,129112.0,8250000.0
2001-09-13,7815,8377,7717,8376,283927,141488.0,8250000.0
2001-09-14,8181,8304,7375,7912,161853,133650.0,8250000.0
2001-09-17,7620,8059,7400,7986,117538,134888.0,8250000.0
2001-09-18,8157,8694,8157,8498,185438,143550.0,8250000.0
2001-09-19,8694,8890,8401,8547,128558,144375.0,8250000.0
2001-09-20,8694,8768,8255,8303,57350,140250.0,8250000.0
2001-09-21,8059,8157,7864,8156,61486,137775.0,8250000.0
2001-09-24,8157,8401,8059,8254,60623,139425.0,8250000.0
2001-09-25,8548,8645,8206,8205,110099,138600.0,8250000.0
2001-09-26,8206,8401,8084,8230,58226,139012.0,8250000.0
2001-09-27,8108,8792,8108,8401,143526,141900.0,8250000.0
2001-09-28,8597,8719,8499,8547,78883,144375.0,8250000.0
2001-10-04,8792,8890,8670,8669,113469,146438.0,8250000.0
2001-10-05,8572,8816,8499,8596,59853,145200.0,8250000.0
2001-10-08,8401,8597,8352,8401,32938,141900.0,8250000.0
2001-10-09,8499,8719,8450,8572,64270,144788.0,8250000.0
2001-10-10,8572,9598,8572,9597,765332,162112.0,8250000.0
2001-10-11,9842,10062,9280,9378,414090,158400.0,8250000.0
2001-10-12,9427,9915,9207,9573,394474,161700.0,8250000.0
2001-10-15,9696,10306,9427,9426,492566,159225.0,8250000.0
2001-10-16,9525,10550,9525,10550,674975,178200.0,8250000.0
2001-10-17,10672,11674,10477,11234,1038170,189750.0,8250000.0
2001-10-18,10990,12577,10843,12577,687980,212438.0,8250000.0
2001-10-19,13334,13481,11918,12015,586852,202950.0,8250000.0
2001-10-22,11576,12358,11576,12259,273170,207075.0,8250000.0
2001-10-23,12358,12455,11601,11722,203991,198000.0,8250000.0
2001-10-24,11552,12504,11454,11991,485033,202538.0,8250000.0
2001-10-25,11991,12358,11674,11771,120778,198825.0,8250000.0
2001-10-26,11625,13164,11625,13114,546816,221512.0,8250000.0
2001-10-29,13139,13750,12846,13090,166561,221100.0,8250000.0
2001-10-30,12846,13921,12602,13334,292947,225225.0,8250000.0
2001-10-31,13115,13554,12846,12968,125419,219038.0,8250000.0
2001-11-01,12944,13115,12529,12797,135363,216150.0,8250000.0
2001-11-02,12944,13017,12211,12406,183907,209550.0,8250000.0
2001-11-05,12406,12651,12235,12455,68433,210375.0,8250000.0
2001-11-06,12455,12773,12309,12333,103810,208312.0,8250000.0
2001-11-07,12358,12944,12309,12552,189514,212025.0,8250000.0
2001-11-08,12553,12699,12211,12211,110888,206250.0,8250000.0
2001-11-09,12211,12431,11967,12064,77966,203775.0,8250000.0
2001-11-12,12113,13188,12113,12797,248149,216150.0,8250000.0
2001-11-13,12797,13139,12455,12675,150387,214088.0,8250000.0
2001-11-14,12797,12846,12529,12601,113909,212850.0,8250000.0
2001-11-15,12480,12626,12040,12064,157190,203775.0,8250000.0
2001-11-16,11869,12065,11503,11747,175652,198412.0,8250000.0
2001-11-19,11601,12162,11527,11893,166900,200888.0,8250000.0
2001-11-20,12089,13115,12089,12699,361208,214500.0,8250000.0
2001-11-21,12699,13286,12553,13090,225218,221100.0,8250000.0
2001-11-22,13188,13530,12822,13407,171322,226462.0,8250000.0
2001-11-23,13408,13921,13237,13432,148853,226875.0,8250000.0
2001-11-26,13432,13676,13139,13334,113902,225225.0,8250000.0
2001-11-27,13432,13823,13286,13676,116351,231000.0,8250000.0
2001-11-28,13676,14311,12699,12943,179608,218625.0,8250000.0
2001-11-29,12699,13286,12455,13285,66271,224400.0,8250000.0
2001-11-30,13432,13554,13188,13334,49862,225225.0,8250000.0
2001-12-03,13066,13701,13066,13578,73329,229350.0,8250000.0
2001-12-04,13628,14263,13530,13676,85158,231000.0,8250000.0
2001-12-05,13872,13921,13628,13774,46933,232650.0,8250000.0
2001-12-06,13774,14018,13334,13529,48747,228525.0,8250000.0
2001-12-07,13530,13823,13286,13627,76488,230175.0,8250000.0
2001-12-10,13628,13896,13457,13456,39095,227288.0,8250000.0
2001-12-11,13334,13432,12944,12943,46999,218625.0,8250000.0
2001-12-12,13188,13530,13188,13481,60335,227700.0,8250000.0
2001-12-13,13676,14360,13359,14042,133124,237188.0,8250000.0
2001-12-14,14116,15728,14043,15727,375548,265650.0,8250000.0
2001-12-17,15923,17193,14849,15727,280390,265650.0,8250000.0
2001-12-18,15728,16021,15044,15092,117226,254925.0,8250000.0
2001-12-19,14897,15386,14165,14457,84522,244200.0,8250000.0
2001-12-20,14702,16070,14702,16020,422030,270600.0,8250000.0
2001-12-21,16119,17291,15532,16582,353841,280088.0,8250000.0
2001-12-24,16998,16998,15826,16191,157029,273488.0,8250000.0
2001-12-26,15972,16461,15948,16118,102206,272250.0,8250000.0
2001-12-27,15785,15888,15222,15272,121080,245850.0,8250000.0
2001-12-28,15375,15990,15273,15477,86994,249150.0,8250000.0
2002-01-02,15632,16093,15632,15939,83762,256575.0,8250000.0
2002-01-03,16708,16810,15734,16144,91090,259875.0,8250000.0
2002-01-04,15990,16375,15888,16118,72882,259462.0,8250000.0
2002-01-07,16170,16298,15709,16041,64882,258225.0,8250000.0
2002-01-08,16195,17144,16195,16912,134045,272250.0,8250000.0
2002-01-09,16759,17169,16144,16400,124406,264000.0,8250000.0
2002-01-10,16144,16580,15990,16374,93241,263588.0,8250000.0
2002-01-11,16400,17118,16119,16861,204158,271425.0,8250000.0
2002-01-14,16913,17144,16400,16400,98185,264000.0,8250000.0
2002-01-15,16144,16810,15965,15964,65018,256988.0,8250000.0
2002-01-16,15965,16144,15427,15529,91435,249975.0,8250000.0
2002-01-17,14940,16042,14658,15836,52246,254925.0,8250000.0
2002-01-18,15837,15862,15427,15529,41524,249975.0,8250000.0
2002-01-21,15862,15888,15555,15682,28439,252450.0,8250000.0
2002-01-22,15939,15939,15683,15836,33245,254925.0,8250000.0
2002-01-23,15837,16734,15580,16451,151055,264825.0,8250000.0
2002-01-24,16452,17169,16144,17117,145201,275550.0,8250000.0
2002-01-25,17169,17374,16657,16733,116946,269362.0,8250000.0
2002-01-28,16964,17682,16862,17066,124290,274725.0,8250000.0
2002-01-29,17169,17169,16349,16810,48734,270600.0,8250000.0
2002-01-30,16349,16529,16195,16246,41740,261525.0,8250000.0
2002-01-31,16324,16657,16324,16605,37977,267300.0,8250000.0
2002-02-01,16605,17092,16605,16759,43907,269775.0,8250000.0
2002-02-04,16810,17169,15785,16067,40712,258638.0,8250000.0
2002-02-05,15888,16042,15632,15862,27856,255338.0,8250000.0
2002-02-06,15683,16042,15657,15990,16003,257400.0,8250000.0
2002-02-07,15555,15965,15555,15580,20863,250800.0,8250000.0
2002-02-08,15580,15888,15580,15862,19392,255338.0,8250000.0
2002-02-14,16042,16400,15939,16195,18238,260700.0,8250000.0
2002-02-15,16195,16734,16195,16733,37374,269362.0,8250000.0
2002-02-18,16759,16862,16503,16554,18407,266475.0,8250000.0
2002-02-19,16554,16862,16195,16349,276816,263175.0,8250000.0
2002-02-20,16400,17631,16400,17374,213303,279675.0,8250000.0
2002-02-21,17682,18297,17067,17374,165443,279675.0,8250000.0
2002-02-22,17682,17682,17067,17117,41467,275550.0,8250000.0
2002-02-25,17118,17579,16913,17015,51705,273900.0,8250000.0
2002-02-26,16939,17400,16836,16964,90317,273075.0,8250000.0
2002-02-27,17118,17169,16913,17143,110450,275962.0,8250000.0
2002-02-28,17092,17989,16913,17348,109000,279262.0,8250000.0
2002-03-04,17374,19066,17349,18809,275068,302775.0,8250000.0
2002-03-05,19732,19783,18092,18091,164810,291225.0,8250000.0
2002-03-06,18399,18681,17887,18296,54134,294525.0,8250000.0
2002-03-07,18425,18656,17938,17963,58376,289162.0,8250000.0
2002-03-08,17631,17861,17400,17425,43726,280500.0,8250000.0
2002-03-11,17528,18297,17272,18296,53034,294525.0,8250000.0
2002-03-12,18707,20475,18707,19270,299342,310200.0,8250000.0
2002-03-13,19988,20885,19476,20090,194066,323400.0,8250000.0
2002-03-14,19527,20091,19322,20039,46258,322575.0,8250000.0
2002-03-15,19834,20834,19834,20193,53778,325050.0,8250000.0
2002-03-18,20219,21705,20193,21474,93337,345675.0,8250000.0
2002-03-19,21269,22371,21269,21525,101565,346500.0,8250000.0
2002-03-20,22294,22807,21167,21525,159684,346500.0,8250000.0
2002-03-21,21321,21705,21039,21218,34162,341550.0,8250000.0
2002-03-22,21013,21782,20782,21371,54973,344025.0,8250000.0
2002-03-25,21167,21756,21064,21269,27178,342375.0,8250000.0
2002-03-26,21013,21167,20244,20269,37081,326288.0,8250000.0
2002-03-27,19962,21013,19962,20398,40129,328350.0,8250000.0
2002-03-28,20501,20757,19732,19757,31127,318038.0,8250000.0
2002-03-29,19988,20244,19732,20141,24850,324225.0,8250000.0
2002-04-01,20039,21116,20039,20961,49079,337425.0,8250000.0
2002-04-02,20859,21192,20603,20961,37663,337425.0,8250000.0
2002-04-03,21218,21372,20501,20500,36741,330000.0,8250000.0
2002-04-04,20244,20501,20142,20346,22908,327525.0,8250000.0
2002-04-08,20501,20654,20039,20500,32189,330000.0,8250000.0
2002-04-09,20603,20962,20244,20526,34050,330412.0,8250000.0
2002-04-10,20552,20552,20193,20244,22924,325875.0,8250000.0
2002-04-11,20091,20706,20091,20705,17350,333300.0,8250000.0
2002-04-12,20091,20859,20091,20859,11590,335775.0,8250000.0
2002-04-15,20859,21167,20603,21089,14025,339488.0,8250000.0
2002-04-16,21064,21372,20911,21371,34040,361226.0,8662500.0
2002-04-17,21372,21628,21167,21371,29930,361226.0,8662500.0
2002-04-18,21244,21321,20808,20859,22118,352564.0,8662500.0
2002-04-19,20552,20859,19757,19757,54672,333939.0,8662500.0
2002-04-22,19476,19476,18297,18963,79716,320512.0,8662500.0
2002-04-23,18092,19296,18092,19193,44087,324411.0,8662500.0
2002-04-24,19219,19271,17426,18604,51066,314449.0,8662500.0
2002-04-25,17861,18194,16964,17015,85148,287595.0,8662500.0
2002-04-26,17067,18143,17067,17963,28679,303621.0,8662500.0
2002-04-29,17067,17810,17067,17425,12195,294525.0,8662500.0
2002-04-30,17426,17631,17297,17399,16266,294092.0,8662500.0
2002-05-02,17912,19066,17682,18860,19487,318780.0,8662500.0
2002-05-03,18963,19655,18399,18963,68635,320512.0,8662500.0
2002-05-06,19783,21116,19732,20090,143016,339570.0,8662500.0
2002-05-07,20244,21013,19604,19936,47322,336971.0,8662500.0
2002-05-08,19988,21064,19988,20500,55818,346500.0,8662500.0
2002-05-09,21064,21731,20706,21166,80803,357761.0,8662500.0
2002-05-10,20962,21269,20014,20244,24543,342169.0,8662500.0
2002-05-13,19988,21116,19066,20346,30108,343901.0,8662500.0
2002-05-14,20372,20962,20372,20500,22450,346500.0,8662500.0
2002-05-15,20501,21141,20501,21013,42326,355162.0,8662500.0
2002-05-16,21013,21269,20885,20936,15343,353863.0,8662500.0
