알티캐스트(085810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-02-07,9750,10400,9750,10400,213028,213961.0,20573160.0
2014-02-10,10600,11250,10400,11050,455811,227333.0,20573160.0
2014-02-11,11250,11400,10800,11000,173978,226305.0,20573160.0
2014-02-12,11150,11250,10850,11200,121809,230419.0,20573160.0
2014-02-13,11300,11950,11150,11850,317970,243792.0,20573160.0
2014-02-14,11750,11850,11350,11350,219617,233505.0,20573160.0
2014-02-17,11150,11250,10800,10950,185828,225276.0,20573160.0
2014-02-18,10900,11950,10900,11950,283277,245849.0,20573160.0
2014-02-19,11850,12050,11550,11750,157225,241735.0,20573160.0
2014-02-20,11700,11850,11350,11600,124159,238649.0,20573160.0
2014-02-21,11600,12150,11550,11800,166638,242763.0,20573160.0
2014-02-24,12000,12150,11700,11850,158761,243792.0,20573160.0
2014-02-25,11950,12300,11800,11850,112826,243792.0,20573160.0
2014-02-26,11900,11900,11550,11650,66413,239677.0,20573160.0
2014-02-27,11600,11950,11550,11650,74740,239677.0,20573160.0
2014-02-28,11700,12250,11650,12200,189072,250993.0,20573160.0
2014-03-03,12200,12400,11900,12300,107108,253050.0,20573160.0
2014-03-04,12300,12450,11850,12000,93315,246878.0,20573160.0
2014-03-05,12100,12400,11650,11900,147883,244821.0,20573160.0
2014-03-06,12100,12650,11900,12600,256206,259222.0,20573160.0
2014-03-07,12650,12800,12450,12550,98556,258193.0,20573160.0
2014-03-10,12650,12650,12200,12550,90980,258193.0,20573160.0
2014-03-11,12550,12900,12400,12700,126311,261279.0,20573160.0
2014-03-12,12600,12650,12100,12400,198657,255107.0,20573160.0
2014-03-13,12550,12950,12250,12600,153565,259222.0,20573160.0
2014-03-14,12500,12650,12300,12300,78792,253050.0,20573160.0
2014-03-17,12350,12450,11450,12400,200645,255107.0,20573160.0
2014-03-18,12450,12500,12150,12300,54660,253050.0,20573160.0
2014-03-19,12250,12350,12100,12250,28557,252021.0,20573160.0
2014-03-20,12350,12750,11950,12650,102839,260250.0,20573160.0
2014-03-21,12800,12850,12450,12700,67102,261279.0,20573160.0
2014-03-24,12650,12650,12250,12300,62494,253050.0,20573160.0
2014-03-25,12350,12350,11900,12150,77064,249964.0,20573160.0
2014-03-26,12200,12250,11550,11800,86383,242763.0,20573160.0
2014-03-27,11850,11950,11500,11700,62807,240706.0,20573160.0
2014-03-28,11600,11750,11500,11500,40669,236591.0,20573160.0
2014-03-31,11500,11700,11400,11650,32859,239677.0,20573160.0
2014-04-01,11650,11700,11450,11500,25237,236591.0,20573160.0
2014-04-02,11600,12400,11600,12300,129119,253050.0,20573160.0
2014-04-03,12400,12450,11850,11850,42339,243792.0,20573160.0
2014-04-04,11850,11950,11600,11800,43498,242763.0,20573160.0
2014-04-07,11700,11700,11500,11650,24050,239677.0,20573160.0
2014-04-08,11550,11950,11500,11950,32691,245849.0,20573160.0
2014-04-09,11800,11950,11650,11950,52030,245849.0,20573160.0
2014-04-10,12000,12000,11500,11650,50833,239677.0,20573160.0
2014-04-11,11450,11650,11450,11600,32289,238649.0,20573160.0
2014-04-14,11700,11700,11400,11400,25756,234534.0,20573160.0
2014-04-15,11400,11650,11300,11450,29313,235563.0,20573160.0
2014-04-16,11500,11500,11150,11250,40177,231448.0,20573160.0
2014-04-17,11250,12100,11250,11600,185299,238649.0,20573160.0
2014-04-18,11900,12450,11850,11950,220425,245849.0,20573160.0
2014-04-21,12050,12100,11400,11500,96945,236591.0,20573160.0
2014-04-22,11300,11800,11300,11800,66054,242763.0,20573160.0
2014-04-23,11700,11750,11450,11450,54748,235563.0,20573160.0
2014-04-24,11550,11650,11200,11350,49387,233505.0,20573160.0
2014-04-25,11350,12000,11300,11550,111963,237620.0,20573160.0
2014-04-28,11600,11650,11350,11500,32441,236591.0,20573160.0
2014-04-29,11800,12100,11700,11950,121631,245849.0,20573160.0
2014-04-30,11900,12150,11750,12050,70925,247907.0,20573160.0
2014-05-02,12150,12150,11750,11850,23026,243792.0,20573160.0
2014-05-07,11700,11800,11500,11500,43395,236591.0,20573160.0
2014-05-08,11500,11600,10750,10850,109023,223219.0,20573160.0
2014-05-09,10900,11100,10600,10650,61565,219104.0,20573160.0
2014-05-12,10800,11100,10800,10950,83833,225276.0,20573160.0
2014-05-13,10950,11400,10850,11350,71630,233505.0,20573160.0
2014-05-14,11350,11900,11350,11800,72125,242763.0,20573160.0
2014-05-15,11800,11800,11450,11600,44019,238649.0,20573160.0
2014-05-16,11600,11850,11450,11550,47150,237620.0,20573160.0
2014-05-19,11700,11900,11450,11700,50092,240706.0,20573160.0
2014-05-20,11550,11850,11000,11050,81731,227333.0,20573160.0
2014-05-21,11050,11300,10700,11150,62037,229391.0,20573160.0
2014-05-22,11150,11450,11000,11250,22733,231448.0,20573160.0
2014-05-23,11200,11450,11100,11250,20820,231448.0,20573160.0
2014-05-26,11200,11350,11000,11100,42019,228362.0,20573160.0
2014-05-27,11100,11200,10800,10900,54698,224247.0,20573160.0
2014-05-28,10850,11000,10550,10600,68497,218075.0,20573160.0
2014-05-29,10450,10850,10300,10550,81163,217047.0,20573160.0
2014-05-30,10700,10800,10450,10500,55322,216018.0,20573160.0
2014-06-02,10550,10550,10200,10250,43012,210875.0,20573160.0
2014-06-03,10250,10650,10100,10550,35505,217047.0,20573160.0
2014-06-05,10650,11050,10650,10700,63434,220133.0,20573160.0
2014-06-09,10750,10900,10600,10850,26831,223219.0,20573160.0
2014-06-10,10900,11150,10750,11050,73285,227333.0,20573160.0
2014-06-11,11150,11150,10850,10850,20638,223219.0,20573160.0
2014-06-12,10750,11050,10650,10700,49502,220133.0,20573160.0
2014-06-13,10750,11200,10500,11200,85034,230419.0,20573160.0
2014-06-16,11200,11250,11000,11000,38972,226305.0,20573160.0
2014-06-17,10900,11450,10900,11400,58076,234534.0,20573160.0
2014-06-18,11400,11600,11250,11450,44194,235563.0,20573160.0
2014-06-19,11400,11450,11100,11300,49425,232477.0,20573160.0
2014-06-20,11300,11600,11300,11400,45683,234534.0,20573160.0
2014-06-23,11350,11450,11200,11250,35845,231448.0,20573160.0
2014-06-24,11200,11200,10800,11050,36160,227333.0,20573160.0
2014-06-25,11100,11100,10700,10750,34667,221161.0,20573160.0
2014-06-26,10850,10850,10250,10500,121240,216018.0,20573160.0
2014-06-27,10400,10550,10300,10500,27574,216018.0,20573160.0
2014-06-30,10500,10600,10350,10500,34958,216018.0,20573160.0
2014-07-01,10550,10700,10400,10700,31262,220133.0,20573160.0
2014-07-02,10750,10800,10550,10600,73020,218075.0,20573160.0
2014-07-03,10600,10750,10550,10700,41057,220133.0,20573160.0
2014-07-04,10700,10700,10350,10400,65754,213961.0,20573160.0
2014-07-07,10500,10650,10200,10350,64789,212932.0,20573160.0
2014-07-08,10200,10500,10100,10250,38484,217537.0,21223160.0
2014-07-09,10250,10300,10000,10100,45712,214354.0,21223160.0
2014-07-10,10250,10500,10100,10400,32497,220721.0,21223160.0
2014-07-11,10450,10450,10200,10250,22990,217537.0,21223160.0
2014-07-14,10250,10400,10150,10250,32467,217537.0,21223160.0
2014-07-15,10250,10700,10200,10600,69646,224965.0,21223160.0
2014-07-16,10600,10600,10150,10250,65286,217537.0,21223160.0
2014-07-17,10200,10400,10200,10350,27572,219660.0,21223160.0
2014-07-18,10300,10400,10250,10400,17648,220721.0,21223160.0
2014-07-21,10450,10550,10300,10450,29289,221782.0,21223160.0
2014-07-22,10550,10850,10400,10500,32755,222843.0,21223160.0
2014-07-23,10600,10700,10350,10350,20112,219660.0,21223160.0
2014-07-24,10450,10450,10300,10300,12592,218599.0,21223160.0
2014-07-25,10650,10850,10350,10650,48881,226027.0,21223160.0
2014-07-28,10600,10800,10400,10400,22212,220721.0,21223160.0
2014-07-29,10400,10750,10400,10450,28197,221782.0,21223160.0
2014-07-30,10450,10700,10400,10650,23129,226027.0,21223160.0
2014-07-31,10550,10550,10300,10500,41332,222843.0,21223160.0
2014-08-01,10350,10400,10050,10400,33030,220721.0,21223160.0
2014-08-04,10350,10600,10250,10400,22459,220721.0,21223160.0
2014-08-05,10450,10600,10300,10600,22564,224965.0,21223160.0
2014-08-06,10600,10900,10400,10850,47709,230271.0,21223160.0
2014-08-07,10900,10900,10650,10800,15758,229210.0,21223160.0
2014-08-08,10650,10850,10500,10550,12095,223904.0,21223160.0
2014-08-11,10600,10700,10400,10400,16683,220721.0,21223160.0
2014-08-12,10550,10600,10350,10350,30731,219660.0,21223160.0
2014-08-13,10350,10450,9860,9950,70718,211170.0,21223160.0
2014-08-14,10050,10050,9020,9200,149549,195253.0,21223160.0
2014-08-18,9270,9300,8880,9180,120450,194829.0,21223160.0
2014-08-19,9180,9180,9030,9120,61627,193555.0,21223160.0
2014-08-20,9100,9100,8820,8900,75094,188886.0,21223160.0
2014-08-21,8910,8980,8330,8380,144436,177850.0,21223160.0
2014-08-22,8370,8590,8070,8350,209804,177213.0,21223160.0
2014-08-25,8440,8630,8210,8480,81353,179972.0,21223160.0
2014-08-26,8480,8570,8280,8310,68681,176364.0,21223160.0
2014-08-27,8330,8370,7990,8100,87332,171908.0,21223160.0
2014-08-28,8340,8980,8300,8880,177646,188462.0,21223160.0
2014-08-29,8940,8970,8660,8800,101187,186764.0,21223160.0
2014-09-01,8800,8830,8600,8740,92950,185490.0,21223160.0
2014-09-02,8750,8910,8650,8900,103268,188886.0,21223160.0
2014-09-03,8950,9350,8950,9230,81337,195890.0,21223160.0
2014-09-04,9250,9490,9200,9380,108464,199073.0,21223160.0
2014-09-05,9490,9630,9300,9510,65036,201832.0,21223160.0
2014-09-11,9590,9760,9290,9490,114353,201408.0,21223160.0
2014-09-12,9490,9570,9350,9500,132718,201620.0,21223160.0
2014-09-15,9750,9750,9260,9370,102273,198861.0,21223160.0
2014-09-16,9310,9600,9290,9570,115927,203106.0,21223160.0
2014-09-17,9580,9710,9500,9690,56120,205652.0,21223160.0
2014-09-18,9690,9750,9570,9700,50184,205865.0,21223160.0
2014-09-19,9700,9790,9610,9750,48882,206926.0,21223160.0
2014-09-22,9880,9880,9630,9680,60117,205440.0,21223160.0
2014-09-23,9800,9840,9660,9790,89748,207775.0,21223160.0
2014-09-24,10300,10800,10000,10200,232960,216476.0,21223160.0
2014-09-25,10300,10300,9850,10000,173934,212232.0,21223160.0
2014-09-26,9850,10100,9850,9950,83224,211170.0,21223160.0
2014-09-29,10250,10500,10100,10400,114306,220721.0,21223160.0
2014-09-30,10450,10700,10300,10600,95933,224965.0,21223160.0
2014-10-01,10450,10650,10400,10500,62419,222843.0,21223160.0
2014-10-02,10500,10650,10350,10450,39778,221782.0,21223160.0
2014-10-06,10500,10600,10400,10400,22172,220721.0,21223160.0
2014-10-07,10400,10700,10300,10500,40972,222843.0,21223160.0
2014-10-08,10400,10800,10350,10800,41219,229210.0,21223160.0
2014-10-10,10800,10800,10450,10550,25604,223904.0,21223160.0
2014-10-13,10400,10700,10300,10450,41098,221782.0,21223160.0
2014-10-14,10100,10600,10100,10450,56864,221782.0,21223160.0
2014-10-15,10600,10700,10500,10650,39532,226027.0,21223160.0
2014-10-16,10650,10650,10350,10450,26731,221782.0,21223160.0
2014-10-17,10450,10650,10400,10600,34439,224965.0,21223160.0
2014-10-20,10700,10800,10400,10600,44892,224965.0,21223160.0
2014-10-21,10600,10700,10300,10550,43057,223904.0,21223160.0
2014-10-22,10550,10650,10400,10550,50022,223904.0,21223160.0
2014-10-23,10500,10550,10300,10400,50324,220721.0,21223160.0
2014-10-24,10550,10550,10050,10350,38598,219660.0,21223160.0
2014-10-27,10500,10500,10050,10200,40172,216476.0,21223160.0
2014-10-28,10300,10300,10050,10150,34347,215415.0,21223160.0
2014-10-29,10800,10900,10300,10550,82820,223904.0,21223160.0
2014-10-30,10700,10700,10150,10300,46776,218599.0,21223160.0
2014-10-31,10300,10450,10100,10300,33660,218599.0,21223160.0
2014-11-03,10400,10650,10150,10450,43381,221782.0,21223160.0
2014-11-04,10500,10500,10050,10200,35168,216476.0,21223160.0
2014-11-05,10150,10350,10150,10200,9933,216476.0,21223160.0
2014-11-06,10250,10300,10150,10150,9158,215415.0,21223160.0
2014-11-07,10150,10250,10050,10150,38893,215415.0,21223160.0
2014-11-10,10250,10300,10050,10250,12739,217537.0,21223160.0
2014-11-11,10100,10450,10050,10300,22872,218599.0,21223160.0
2014-11-12,10400,10600,10250,10550,46179,223904.0,21223160.0
2014-11-13,10650,10800,10500,10800,60586,229210.0,21223160.0
2014-11-14,10650,10800,10600,10800,22752,229210.0,21223160.0
2014-11-17,10700,10750,10300,10400,42657,220721.0,21223160.0
2014-11-18,10500,10550,10250,10350,26781,219660.0,21223160.0
2014-11-19,10300,10600,10150,10250,29035,217537.0,21223160.0
2014-11-20,10200,10400,10100,10200,36922,216476.0,21223160.0
2014-11-21,10050,10400,10050,10400,35093,220721.0,21223160.0
2014-11-24,10300,10400,10150,10250,33612,217537.0,21223160.0
2014-11-25,10250,10300,10050,10100,23819,214354.0,21223160.0
2014-11-26,10100,10150,10000,10100,46581,214354.0,21223160.0
2014-11-27,10100,10150,10000,10150,14827,215415.0,21223160.0
2014-11-28,10150,10400,10000,10350,12005,219660.0,21223160.0
2014-12-01,10350,10350,9810,9950,36983,211170.0,21223160.0
2014-12-02,9950,10100,9860,10000,23135,212232.0,21223160.0
2014-12-03,10100,10100,9920,9990,16019,212019.0,21223160.0
2014-12-04,9990,10050,9870,9950,12534,211170.0,21223160.0
2014-12-05,9970,9970,9850,9950,24367,211170.0,21223160.0
2014-12-08,9900,9980,9890,9900,23556,210109.0,21223160.0
2014-12-09,9960,9960,9850,9920,25228,210534.0,21223160.0
2014-12-10,9900,10250,9900,10150,32714,215415.0,21223160.0
2014-12-11,10300,10650,10250,10300,38191,218599.0,21223160.0
2014-12-12,10350,10600,9990,10100,35600,214354.0,21223160.0
2014-12-15,10050,10100,9950,10100,7754,214354.0,21223160.0
2014-12-16,10100,10250,9980,10150,24709,215415.0,21223160.0
2014-12-17,10150,10300,10050,10100,12790,214354.0,21223160.0
2014-12-18,10300,10300,9990,10100,19937,214354.0,21223160.0
2014-12-19,10100,10100,9930,9940,40334,210958.0,21223160.0
2014-12-22,9990,10150,9970,10050,24678,213293.0,21223160.0
2014-12-23,10000,10000,9730,9730,28020,206501.0,21223160.0
2014-12-24,9730,9890,9730,9800,20075,207987.0,21223160.0
2014-12-26,9790,10000,9760,9940,11698,210958.0,21223160.0
2014-12-29,9900,10050,9900,9920,11576,210534.0,21223160.0
2014-12-30,9980,10000,9890,9950,9956,211170.0,21223160.0
2015-01-02,9910,10000,9910,9950,19019,211170.0,21223160.0
2015-01-05,10000,10300,9840,10050,29399,213293.0,21223160.0
2015-01-06,10100,10300,10000,10200,39413,216476.0,21223160.0
2015-01-07,10150,10400,10150,10300,44297,218599.0,21223160.0
2015-01-08,10400,10600,10300,10450,104853,221782.0,21223160.0
2015-01-09,10650,10700,10300,10550,81512,223904.0,21223160.0
2015-01-12,10550,10850,10550,10800,70539,229210.0,21223160.0
2015-01-13,10800,11300,10700,10850,91790,230271.0,21223160.0
2015-01-14,11050,11150,10950,11050,65260,234516.0,21223160.0
2015-01-15,11150,11150,10900,11000,73081,233455.0,21223160.0
2015-01-16,11050,11050,10600,10800,63962,229210.0,21223160.0
2015-01-19,10900,11150,10750,10800,71387,229210.0,21223160.0
2015-01-20,10850,10900,10500,10500,47880,222843.0,21223160.0
2015-01-21,10600,10750,10450,10500,66216,222843.0,21223160.0
2015-01-22,10650,10650,10200,10400,57597,220721.0,21223160.0
2015-01-23,10450,10450,10050,10200,80855,216476.0,21223160.0
2015-01-26,10250,10250,9930,9930,61310,210746.0,21223160.0
2015-01-27,9980,9980,9750,9780,64635,207563.0,21223160.0
2015-01-28,9770,10000,9710,9980,70324,211807.0,21223160.0
2015-01-29,10050,10050,9770,9860,76375,209260.0,21223160.0
2015-01-30,9860,9930,9720,9860,41034,209260.0,21223160.0
2015-02-02,9770,9940,9770,9870,35395,209473.0,21223160.0
2015-02-03,9870,9940,9780,9870,35554,209473.0,21223160.0
2015-02-04,9900,9940,9810,9860,46008,209260.0,21223160.0
2015-02-05,9860,9860,9470,9830,44566,208624.0,21223160.0
2015-02-06,9760,10000,9550,9880,65160,209685.0,21223160.0
2015-02-09,10050,10250,9900,10050,96722,213293.0,21223160.0
2015-02-10,10000,10500,9920,10150,122707,215415.0,21223160.0
2015-02-11,10200,10300,10100,10200,77856,216476.0,21223160.0
2015-02-12,10350,10350,9650,9910,159951,210322.0,21223160.0
2015-02-13,9920,10100,9700,9750,83488,206926.0,21223160.0
2015-02-16,9820,10350,9750,10000,166184,212232.0,21223160.0
2015-02-17,9950,10300,9910,10250,101200,217537.0,21223160.0
2015-02-23,10650,10900,10500,10550,196545,223904.0,21223160.0
2015-02-24,10600,10600,10250,10400,149804,220721.0,21223160.0
2015-02-25,10350,10750,10300,10650,226246,226027.0,21223160.0
2015-02-26,10550,10750,10350,10350,129554,219660.0,21223160.0
2015-02-27,10350,10650,10250,10500,86155,222843.0,21223160.0
2015-03-02,10600,10850,10500,10550,148292,223904.0,21223160.0
2015-03-03,10550,10650,10300,10400,136532,220721.0,21223160.0
2015-03-04,10550,10600,10300,10600,126641,224965.0,21223160.0
2015-03-05,10650,10850,10550,10650,120621,226027.0,21223160.0
2015-03-06,10700,10750,10400,10700,142708,227088.0,21223160.0
2015-03-09,10650,10800,10500,10550,83740,223904.0,21223160.0
2015-03-10,10500,10900,10300,10850,257761,230271.0,21223160.0
2015-03-11,10750,10800,10600,10650,93312,226027.0,21223160.0
2015-03-12,10500,10750,10450,10650,102522,226027.0,21223160.0
2015-03-13,10700,10750,10200,10300,169715,218599.0,21223160.0
2015-03-16,10300,10350,10050,10050,101194,213293.0,21223160.0
2015-03-17,10100,10300,10050,10250,91280,217537.0,21223160.0
2015-03-18,10300,10350,10000,10100,80781,214354.0,21223160.0
2015-03-19,10150,10200,9970,10000,64540,212232.0,21223160.0
2015-03-20,10050,10250,10000,10250,97972,217537.0,21223160.0
2015-03-23,10300,10450,10250,10400,67586,220721.0,21223160.0
2015-03-24,10400,10400,10300,10300,31714,218599.0,21223160.0
2015-03-25,10400,10400,10250,10250,47553,217537.0,21223160.0
2015-03-26,10300,10700,10250,10600,164557,224965.0,21223160.0
2015-03-27,10650,10650,10300,10400,76841,220721.0,21223160.0
2015-03-30,10400,10600,10350,10600,65129,224965.0,21223160.0
2015-03-31,10650,10650,10250,10450,102119,221782.0,21223160.0
2015-04-01,10500,10550,10250,10300,66312,218599.0,21223160.0
2015-04-02,10300,10500,10250,10300,50658,218599.0,21223160.0
2015-04-03,10400,10400,10100,10150,127060,215415.0,21223160.0
2015-04-06,10200,10350,10100,10150,73340,215415.0,21223160.0
2015-04-07,10300,10400,10150,10250,61592,217537.0,21223160.0
2015-04-08,10350,10350,10200,10250,57015,217537.0,21223160.0
2015-04-09,10300,10400,10150,10350,118805,219660.0,21223160.0
2015-04-10,10500,11350,10450,10700,573022,227088.0,21223160.0
2015-04-13,10750,10800,10350,10550,179558,223904.0,21223160.0
2015-04-14,10600,11050,10550,10850,317262,230271.0,21223160.0
2015-04-15,10850,10950,10550,10750,119762,228149.0,21223160.0
2015-04-16,10750,10800,10550,10550,87664,223904.0,21223160.0
2015-04-17,10550,10750,10550,10650,83590,226027.0,21223160.0
2015-04-20,10650,10850,10500,10850,139150,230271.0,21223160.0
2015-04-21,10850,11050,10600,10850,188858,230271.0,21223160.0
2015-04-22,10850,10850,9900,10450,173888,221782.0,21223160.0
2015-04-23,10450,10500,10250,10400,91184,220721.0,21223160.0
2015-04-24,10450,10450,9980,10100,152563,214354.0,21223160.0
2015-04-27,10050,10200,10050,10100,72365,214354.0,21223160.0
2015-04-28,10100,10300,10000,10300,83812,218599.0,21223160.0
2015-04-29,10250,10350,10050,10100,63502,214354.0,21223160.0
2015-04-30,10050,10200,10000,10000,67941,212232.0,21223160.0
2015-05-04,10050,10100,9820,9920,102776,210534.0,21223160.0
2015-05-06,9850,9850,9500,9700,136584,205865.0,21223160.0
2015-05-07,9650,9650,9200,9510,181607,201832.0,21223160.0
2015-05-08,9410,9520,9290,9320,87488,197800.0,21223160.0
2015-05-11,9360,9440,9320,9360,39925,198649.0,21223160.0
2015-05-12,9400,9570,9360,9370,47069,198861.0,21223160.0
2015-05-13,9370,9680,9330,9400,62764,199498.0,21223160.0
2015-05-14,9390,9410,9020,9100,201803,193131.0,21223160.0
2015-05-15,9110,9180,8760,8760,216966,185915.0,21223160.0
2015-05-18,8530,8750,8520,8650,107925,183580.0,21223160.0
2015-05-19,8650,8720,8340,8480,152278,179972.0,21223160.0
2015-05-20,8480,8480,8150,8360,115160,177426.0,21223160.0
2015-05-21,8360,8430,8230,8250,108948,175091.0,21223160.0
2015-05-22,8260,8540,8250,8440,122764,179123.0,21223160.0
2015-05-26,8440,8450,8240,8300,90674,176152.0,21223160.0
2015-05-27,8330,8640,8330,8640,133084,183368.0,21223160.0
2015-05-28,8740,8750,8510,8550,97430,181458.0,21223160.0
2015-05-29,8520,8690,8500,8620,79442,182944.0,21223160.0
2015-06-01,8520,8900,8440,8870,129766,188249.0,21223160.0
2015-06-02,8870,9210,8780,9130,165144,193767.0,21223160.0
2015-06-03,9250,9290,8950,9150,95732,194192.0,21223160.0
2015-06-04,9300,9460,9210,9420,135794,199922.0,21223160.0
2015-06-05,9400,9420,9170,9400,86618,199498.0,21223160.0
2015-06-08,9290,9410,9250,9350,57769,198437.0,21223160.0
2015-06-09,9430,9430,9020,9050,70453,192070.0,21223160.0
2015-06-10,9100,9140,8900,9030,62830,191645.0,21223160.0
2015-06-11,9040,9100,8830,8900,51360,188886.0,21223160.0
2015-06-12,8920,9030,8830,8980,45881,190584.0,21223160.0
2015-06-15,8930,9090,8800,8850,35615,187825.0,21223160.0
2015-06-16,8810,8810,8610,8640,41283,183368.0,21223160.0
2015-06-17,8510,8730,8420,8640,52562,183368.0,21223160.0
2015-06-18,8520,8610,8420,8500,36253,180397.0,21223160.0
2015-06-19,8540,8540,8350,8450,32696,179336.0,21223160.0
2015-06-22,8380,8690,8380,8640,23639,183368.0,21223160.0
2015-06-23,8710,8840,8640,8830,34769,187401.0,21223160.0
2015-06-24,8830,8930,8690,8800,21075,186764.0,21223160.0
2015-06-25,8800,8800,8570,8650,35670,183580.0,21223160.0
2015-06-26,8650,8660,8450,8550,30504,181458.0,21223160.0
2015-06-29,8500,8500,8150,8150,42170,172969.0,21223160.0
2015-06-30,8130,8630,7950,8630,51288,183156.0,21223160.0
2015-07-01,8590,8600,8310,8360,60940,177426.0,21223160.0
2015-07-02,8400,8410,8220,8380,40278,177850.0,21223160.0
2015-07-03,8270,8370,8240,8300,45422,176152.0,21223160.0
2015-07-06,8280,8350,8050,8210,39557,174242.0,21223160.0
2015-07-07,8210,8220,8040,8050,23416,170846.0,21223160.0
2015-07-08,8070,8100,7910,7920,38066,168087.0,21223160.0
2015-07-09,7860,8010,7740,7920,50205,168087.0,21223160.0
2015-07-10,7830,7990,7830,7920,51340,168087.0,21223160.0
2015-07-13,7960,8240,7930,8160,34625,173181.0,21223160.0
2015-07-14,8160,8290,8080,8170,39080,173393.0,21223160.0
2015-07-15,8180,8200,8020,8050,42463,170846.0,21223160.0
2015-07-16,8090,8210,8020,8100,52185,171908.0,21223160.0
2015-07-17,8110,8150,8050,8140,36532,172757.0,21223160.0
2015-07-20,8140,8150,7960,8030,63671,170422.0,21223160.0
2015-07-21,7970,8100,7930,8050,82668,170846.0,21223160.0
2015-07-22,8040,8060,7930,7970,48374,169149.0,21223160.0
2015-07-23,8000,8100,7910,8000,40862,169785.0,21223160.0
2015-07-24,8000,8000,7780,7790,59769,165328.0,21223160.0
2015-07-27,7800,7800,7390,7400,152448,157051.0,21223160.0
2015-07-28,7290,7540,7180,7430,67744,157688.0,21223160.0
2015-07-29,7540,7540,7290,7290,78234,154717.0,21223160.0
2015-07-30,7300,7470,7210,7420,45668,157476.0,21223160.0
2015-07-31,7420,7540,7330,7500,24825,159174.0,21223160.0
2015-08-03,7570,7570,7300,7540,65043,160023.0,21223160.0
2015-08-04,7500,7570,7400,7520,26781,159598.0,21223160.0
2015-08-05,7520,7860,7520,7860,69323,166814.0,21223160.0
2015-08-06,7860,7860,7630,7700,34806,163418.0,21223160.0
2015-08-07,7710,7830,7700,7790,27911,165328.0,21223160.0
2015-08-10,7790,7790,7500,7680,31355,162994.0,21223160.0
2015-08-11,7600,7680,7330,7330,35642,155566.0,21223160.0
2015-08-12,7330,7350,7090,7160,43559,151958.0,21223160.0
2015-08-13,7110,7460,7110,7370,25231,156415.0,21223160.0
2015-08-17,7240,7240,6600,7070,188991,150048.0,21223160.0
2015-08-18,7080,7120,6590,6840,103585,145166.0,21223160.0
2015-08-19,6660,6860,6630,6660,50786,141346.0,21223160.0
2015-08-20,6550,6870,6550,6700,30948,142195.0,21223160.0
2015-08-21,6600,6610,5900,6050,101076,128400.0,21223160.0
2015-08-24,5920,6040,5600,5840,117741,123943.0,21223160.0
