코디(080530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-06-10,14005,14605,13205,13740,1045701,59328.0,5760000.0
2010-06-11,13738,14272,13538,14207,660297,61344.0,5760000.0
2010-06-14,14406,14672,13338,13406,489679,57888.0,5760000.0
2010-06-15,13205,13325,12897,13046,276598,56333.0,5760000.0
2010-06-16,13191,14939,13017,14073,1587784,60768.0,5760000.0
2010-06-17,14006,14138,13272,13406,503062,57888.0,5760000.0
2010-06-18,13537,14137,13471,13940,300943,60192.0,5760000.0
2010-06-21,14071,14205,13537,13540,194058,58464.0,5760000.0
2010-06-22,13606,14672,13472,14006,431502,60480.0,5760000.0
2010-06-23,14338,15272,13806,13806,847671,59616.0,5760000.0
2010-06-24,14006,14006,13538,13606,227594,58752.0,5760000.0
2010-06-25,13538,13806,13298,13673,158170,59040.0,5760000.0
2010-06-28,13738,14740,13738,14540,447856,62784.0,5760000.0
2010-06-29,14805,15471,14137,14140,516722,61056.0,5760000.0
2010-06-30,13605,15005,13605,14673,427313,63360.0,5760000.0
2010-07-01,14805,15871,14271,15807,579445,68256.0,5760000.0
2010-07-02,15672,16340,15340,15340,499346,66240.0,5760000.0
2010-07-05,15340,15606,14740,14740,241155,63648.0,5760000.0
2010-07-06,15005,15071,14271,14673,228519,63360.0,5760000.0
2010-07-07,14806,14872,13806,13806,258979,59616.0,5760000.0
2010-07-08,14137,14337,13605,13940,326395,60192.0,5760000.0
2010-07-09,14137,15205,13871,14273,818329,61632.0,5760000.0
2010-07-12,14472,14940,14406,14740,299625,63648.0,5760000.0
2010-07-13,14671,14805,13871,13940,313280,60192.0,5760000.0
2010-07-14,14072,14206,13606,13673,236100,59040.0,5760000.0
2010-07-15,13671,13871,13337,13740,165698,59328.0,5760000.0
2010-07-16,13937,14337,13737,14140,207478,61056.0,5760000.0
2010-07-19,13938,14072,13672,13673,122357,59040.0,5760000.0
2010-07-20,13672,13938,13606,13806,89197,59616.0,5760000.0
2010-07-21,14006,15140,13806,14607,843767,63072.0,5760000.0
2010-07-22,14406,15206,14272,14940,579933,64512.0,5760000.0
2010-07-23,15140,15405,14472,14540,349661,62784.0,5760000.0
2010-07-26,14671,16473,14671,15807,1293989,68256.0,5760000.0
2010-07-27,15805,16139,15339,16007,437143,69120.0,5760000.0
2010-07-28,16674,18408,16674,18408,2410168,79488.0,5760000.0
2010-07-29,18340,19142,17808,18408,2009089,79488.0,5760000.0
2010-07-30,18873,19073,17405,17408,1215018,75168.0,5760000.0
2010-08-02,17608,18140,16806,17675,1203087,76320.0,5760000.0
2010-08-03,17807,17807,16605,16941,626391,73152.0,5760000.0
2010-08-04,16805,17339,16673,17208,404826,74304.0,5760000.0
2010-08-05,17473,18673,17073,18675,817700,80640.0,5760000.0
2010-08-06,18407,18739,17873,18542,759927,80064.0,5760000.0
2010-08-09,18340,18408,16674,16674,613987,72000.0,5760000.0
2010-08-10,16874,17274,16406,16874,368002,72864.0,5760000.0
2010-08-11,16605,16739,14405,14473,1270249,62496.0,5760000.0
2010-08-12,14271,14939,13271,13740,552533,59328.0,5760000.0
2010-08-13,13871,14337,13671,14340,356046,61920.0,5760000.0
2010-08-16,14205,14805,13671,14673,249490,63360.0,5760000.0
2010-08-17,14806,15672,14472,14740,354453,63648.0,5760000.0
2010-08-18,14805,15005,14071,14140,252498,61056.0,5760000.0
2010-08-19,14337,15205,14137,14673,447206,63360.0,5760000.0
2010-08-20,14471,14605,14271,14340,114391,61920.0,5760000.0
2010-08-23,14472,14806,14338,14407,124091,62208.0,5760000.0
2010-08-24,14405,15205,13937,14673,309197,63360.0,5760000.0
2010-08-25,14472,14872,13872,14006,208999,60480.0,5760000.0
2010-08-26,14271,14271,13737,13740,167543,59328.0,5760000.0
2010-08-27,13606,13872,13326,13406,133715,57888.0,5760000.0
2010-08-30,13737,15339,13605,14473,676350,62496.0,5760000.0
2010-08-31,14271,14871,14137,14273,202832,61632.0,5760000.0
2010-09-01,14406,14672,14206,14407,203492,62208.0,5760000.0
2010-09-02,14672,15206,14406,14807,364120,63936.0,5760000.0
2010-09-03,14872,15940,14806,15941,618809,68832.0,5760000.0
2010-09-06,15939,16473,15671,16207,479892,69984.0,5760000.0
2010-09-07,16139,16473,15671,16007,308234,69120.0,5760000.0
2010-09-08,15806,16606,15740,16541,470278,71424.0,5760000.0
2010-09-09,16539,16805,14871,15074,736944,65088.0,5760000.0
2010-09-10,15406,17006,15206,16341,1766873,70560.0,5760000.0
2010-09-13,16406,16406,15472,15540,456609,67104.0,5760000.0
2010-09-14,15806,16406,15006,15007,498333,64800.0,5760000.0
2010-09-15,15271,15471,14337,14673,259115,63360.0,5760000.0
2010-09-16,14672,14872,14406,14407,163817,62208.0,5760000.0
2010-09-17,14672,14805,14338,14540,146526,62784.0,5760000.0
2010-09-20,14940,15540,14540,15340,236501,66240.0,5760000.0
2010-09-24,15540,15606,14940,15007,156914,64800.0,5760000.0
2010-09-27,15140,15406,14540,14607,227459,63072.0,5760000.0
2010-09-28,14671,14939,14539,14673,145337,63360.0,5760000.0
2010-09-29,14872,15005,14540,14540,169552,62784.0,5760000.0
2010-09-30,14537,14739,14405,14473,152794,62496.0,5760000.0
2010-10-01,14671,16139,14539,15074,825370,65088.0,5760000.0
2010-10-04,15340,15606,14806,14807,269556,63936.0,5760000.0
2010-10-05,14740,15072,14672,15007,99876,64800.0,5760000.0
2010-10-06,15271,15605,15005,15074,272960,65088.0,5760000.0
2010-10-07,15205,15871,15205,15474,344152,66816.0,5760000.0
2010-10-08,15540,15606,15140,15340,121296,66240.0,5760000.0
2010-10-11,15471,16205,15271,16207,328082,69984.0,5760000.0
2010-10-12,16140,16474,15806,16141,346236,69696.0,5760000.0
2010-10-13,16473,16473,15805,15807,203222,68256.0,5760000.0
2010-10-14,15871,15939,15339,15474,223906,66816.0,5760000.0
2010-10-15,15471,16005,15405,15674,206094,67680.0,5760000.0
2010-10-18,15872,16474,15740,16274,413691,70272.0,5760000.0
2010-10-19,16605,16673,16139,16408,193570,70848.0,5760000.0
2010-10-20,16206,16206,15606,15941,259461,68832.0,5760000.0
2010-10-21,16139,16873,16073,16808,503886,72576.0,5760000.0
2010-10-22,16674,17140,16406,16474,307885,71136.0,5760000.0
2010-10-25,16806,17006,16340,16474,178578,71136.0,5760000.0
2010-10-26,16674,16674,16006,16074,182651,69408.0,5760000.0
2010-10-27,16073,16673,15871,15874,253551,68544.0,5760000.0
2010-10-28,16073,16273,15671,15807,127075,68256.0,5760000.0
2010-10-29,15871,16005,15139,15274,162339,65952.0,5760000.0
2010-11-01,15406,15540,15272,15340,114140,66240.0,5760000.0
2010-11-02,15140,15340,14272,14740,237340,63648.0,5760000.0
2010-11-03,14671,15139,14671,14873,85471,64224.0,5760000.0
2010-11-04,15006,15140,14672,14940,172300,64512.0,5760000.0
2010-11-05,15072,15206,14740,15207,122220,65664.0,5760000.0
2010-11-08,15339,15405,14871,15274,99289,65952.0,5760000.0
2010-11-09,15272,16274,15072,15340,403128,66240.0,5760000.0
2010-11-10,15472,15606,15140,15207,89937,65664.0,5760000.0
2010-11-11,15340,15406,14940,15007,104342,64800.0,5760000.0
2010-11-12,15071,15071,13671,14140,228446,61056.0,5760000.0
2010-11-15,14272,14272,13538,13673,83505,59040.0,5760000.0
2010-11-16,13805,13937,13151,13259,133769,57254.0,5760000.0
2010-11-17,12872,13672,12872,13473,80301,58176.0,5760000.0
2010-11-18,13738,14006,13472,13806,73380,59616.0,5760000.0
2010-11-19,13805,14071,13737,13873,44477,59904.0,5760000.0
2010-11-22,13872,14206,13338,13606,90909,58752.0,5760000.0
2010-11-23,13606,13672,13338,13473,78109,58176.0,5760000.0
2010-11-24,12672,13258,12644,13206,71785,57024.0,5760000.0
2010-11-25,13538,13672,13086,13406,76383,57888.0,5760000.0
2010-11-26,13606,13606,12072,12512,121987,54029.0,5760000.0
2010-11-29,12511,13003,12471,12539,74702,54144.0,5760000.0
2010-11-30,12603,12777,12511,12539,51148,54144.0,5760000.0
2010-12-01,12537,12643,12417,12419,79999,53626.0,5760000.0
2010-12-02,12511,13137,12511,12899,103479,55699.0,5760000.0
2010-12-03,13097,13137,12671,12806,47551,55296.0,5760000.0
2010-12-06,12978,13672,12978,13673,139142,59040.0,5760000.0
2010-12-07,13938,14006,13272,13406,181089,57888.0,5760000.0
2010-12-08,13338,13338,13044,13126,69193,56678.0,5760000.0
2010-12-09,13258,14006,13258,13286,193390,57370.0,5760000.0
2010-12-10,13298,13538,13206,13273,44443,57312.0,5760000.0
2010-12-13,13271,13537,13217,13299,103218,57427.0,5760000.0
2010-12-14,13338,13672,13338,13406,87168,57888.0,5760000.0
2010-12-15,13472,13806,13406,13673,77364,59040.0,5760000.0
2010-12-16,13738,13806,13472,13473,49404,58176.0,5760000.0
2010-12-17,13672,14206,13472,13606,238341,58752.0,5760000.0
2010-12-20,13337,13405,13085,13339,71346,57600.0,5760000.0
2010-12-21,13406,13938,13338,13473,130496,58176.0,5760000.0
2010-12-22,13606,13606,13232,13273,75433,57312.0,5760000.0
2010-12-23,13471,13471,13085,13139,31670,56736.0,5760000.0
2010-12-24,13286,13286,12858,12953,55839,55930.0,5760000.0
2010-12-27,12937,13125,12403,12806,60408,55296.0,5760000.0
2010-12-28,13018,13072,12552,12552,60047,54202.0,5760000.0
2010-12-29,12763,12977,12563,12979,33665,56045.0,5760000.0
2010-12-30,12872,13246,12858,13246,31744,57197.0,5760000.0
2011-01-03,13338,13538,13258,13313,63042,57485.0,5760000.0
2011-01-04,13337,13405,13111,13139,65544,56736.0,5760000.0
2011-01-05,13271,13271,12817,12939,68757,55872.0,5760000.0
2011-01-06,12937,13085,12671,12859,85828,55526.0,5760000.0
2011-01-07,12911,13297,12803,13046,106582,56333.0,5760000.0
2011-01-10,13043,13217,12977,13019,46558,56218.0,5760000.0
2011-01-11,13018,13538,12978,13473,135419,58176.0,5760000.0
2011-01-12,13537,14137,13405,13940,259461,60192.0,5760000.0
2011-01-13,14137,14137,13471,13740,72631,59328.0,5760000.0
2011-01-14,13871,13871,13405,13540,87647,58464.0,5760000.0
2011-01-17,13671,14137,13605,13740,150225,59328.0,5760000.0
2011-01-18,13605,14271,13605,13740,113429,59328.0,5760000.0
2011-01-19,14206,14806,14006,14207,697807,61344.0,5760000.0
2011-01-20,14138,14338,13606,13806,172647,59616.0,5760000.0
2011-01-21,13671,13671,13285,13339,140344,57600.0,5760000.0
2011-01-24,13605,15071,13605,14073,531114,60768.0,5760000.0
2011-01-25,14072,14072,13606,13806,158697,59616.0,5760000.0
2011-01-26,13806,14006,13606,13673,79656,59040.0,5760000.0
2011-01-27,13672,13938,13538,13606,93622,58752.0,5760000.0
2011-01-28,13805,13805,13125,13139,126233,56736.0,5760000.0
2011-01-31,13218,13606,13044,13166,116500,56851.0,5760000.0
2011-02-01,13231,13937,13231,13540,111050,58464.0,5760000.0
2011-02-07,13938,14138,13672,13806,123404,59616.0,5760000.0
2011-02-08,13938,13938,13606,13806,62318,59616.0,5760000.0
2011-02-09,13871,14471,13737,14273,216857,61632.0,5760000.0
2011-02-10,14404,14404,13871,13873,78503,59904.0,5760000.0
2011-02-11,13937,14271,13737,13940,67669,60192.0,5760000.0
2011-02-14,14138,14138,13538,13606,87935,58752.0,5760000.0
2011-02-15,13538,13738,13326,13673,93387,59040.0,5760000.0
2011-02-16,13671,14271,13311,13740,360140,59328.0,5760000.0
2011-02-17,13671,13805,13271,13339,153219,57600.0,5760000.0
2011-02-18,13405,13671,13231,13540,84480,58464.0,5760000.0
2011-02-21,13537,14071,13537,13740,134266,59328.0,5760000.0
2011-02-22,13738,13738,13326,13473,73721,58176.0,5760000.0
2011-02-23,13538,14138,13472,14006,137725,60480.0,5760000.0
2011-02-24,13938,14941,13672,13673,565847,59040.0,5760000.0
2011-02-25,13805,14405,13737,14340,171966,61920.0,5760000.0
2011-02-28,14539,14539,14071,14140,127064,61056.0,5760000.0
2011-03-02,14138,14740,14006,14740,266924,63648.0,5760000.0
2011-03-03,14805,14939,14539,14673,240822,63360.0,5760000.0
2011-03-04,14672,15140,14406,15140,297301,65376.0,5760000.0
2011-03-07,15072,15472,14806,14940,176239,64512.0,5760000.0
2011-03-08,14940,15340,14806,14807,233986,63936.0,5760000.0
2011-03-09,14871,14939,14271,14273,256330,61632.0,5760000.0
2011-03-10,14205,14605,14138,14540,261415,62784.0,5760000.0
2011-03-11,14620,14620,14120,14180,135730,40838.0,5760000.0
2011-03-14,13500,13880,13300,13400,113236,38592.0,5760000.0
2011-03-15,13600,13700,11460,12400,131455,35712.0,5760000.0
2011-03-16,12200,13000,12200,12460,51041,35885.0,5760000.0
2011-03-17,12200,12500,11940,12400,65715,35712.0,5760000.0
2011-03-18,12420,12740,12420,12680,26024,36518.0,5760000.0
2011-03-21,12900,12980,12600,12880,41642,37094.0,5760000.0
2011-03-22,12880,13800,12880,13360,68092,38477.0,5760000.0
2011-03-23,13380,13600,13000,13260,26141,38189.0,5760000.0
2011-03-24,13300,13440,13060,13240,25821,38131.0,5760000.0
2011-03-25,13240,13540,13220,13400,38027,38592.0,5760000.0
2011-03-28,13600,13820,13400,13460,53158,38765.0,5760000.0
2011-03-29,13460,13600,13060,13140,57708,37843.0,5760000.0
2011-03-30,13140,13240,13060,13080,18779,37670.0,5760000.0
2011-03-31,13000,13160,12740,12800,161060,55296.0,8640000.0
2011-04-01,13080,13640,13080,13440,145478,58061.0,8640000.0
2011-04-04,13520,13520,13220,13420,91783,57974.0,8640000.0
2011-04-05,13460,13460,13020,13400,103379,57888.0,8640000.0
2011-04-06,13380,14340,13320,14260,350411,61603.0,8640000.0
2011-04-07,14240,14460,14020,14200,112665,61344.0,8640000.0
2011-04-08,14260,14660,14100,14240,150359,61517.0,8640000.0
2011-04-11,14180,14360,13840,13840,106930,59789.0,8640000.0
2011-04-12,13760,14000,13460,13580,121531,58666.0,8640000.0
2011-04-13,14400,15000,13880,13960,455952,60307.0,8640000.0
2011-04-14,13860,14040,13600,13700,152753,59184.0,8640000.0
2011-04-15,13720,14200,13640,14140,168939,61085.0,8640000.0
2011-04-18,14400,14920,14200,14360,579290,62035.0,8640000.0
2011-04-19,14280,14280,13840,13860,225583,59875.0,8640000.0
2011-04-20,14060,14080,13620,13860,112487,59875.0,8640000.0
2011-04-21,13880,14260,13600,13720,147000,59270.0,8640000.0
2011-04-22,13720,14340,13560,13800,219443,59616.0,8640000.0
2011-04-25,13900,14300,13880,14280,149439,61690.0,8640000.0
2011-04-26,14340,14380,13800,13980,175244,60394.0,8640000.0
2011-04-27,14200,14240,13560,13560,145273,58579.0,8640000.0
2011-04-28,13800,13920,13480,13520,87306,58406.0,8640000.0
2011-04-29,13520,13660,13020,13240,80436,57197.0,8640000.0
2011-05-02,13080,13880,12880,13220,221528,57110.0,8640000.0
2011-05-03,13160,13420,12960,13080,73157,56506.0,8640000.0
2011-05-04,13300,13300,12860,13080,36635,56506.0,8640000.0
2011-05-06,13100,13940,12940,13120,213144,56678.0,8640000.0
2011-05-09,13000,13300,12800,12800,102633,55296.0,8640000.0
2011-05-11,12880,13000,12600,12680,54560,54778.0,8640000.0
2011-05-12,12480,12680,12300,12480,34401,53914.0,8640000.0
2011-05-13,12480,12940,12480,12940,40858,55901.0,8640000.0
2011-05-16,12980,13240,12900,13100,39524,56592.0,8640000.0
2011-05-17,13000,13200,12660,12820,22353,55382.0,8640000.0
2011-05-18,12720,12800,12420,12600,67708,54432.0,8640000.0
2011-05-19,12700,12780,12300,12340,31621,53309.0,8640000.0
2011-05-20,12220,12500,12000,12000,48314,51840.0,8640000.0
2011-05-23,12000,12160,11400,11400,67834,49248.0,8640000.0
2011-05-24,11200,11380,10940,11000,104576,47520.0,8640000.0
2011-05-25,10960,11460,10960,10980,84040,47434.0,8640000.0
2011-05-26,11000,11200,10940,11080,45498,47866.0,8640000.0
2011-05-27,11100,11460,11100,11360,31443,49075.0,8640000.0
2011-05-30,11380,11460,10960,11020,37281,47606.0,8640000.0
2011-05-31,11020,11020,9400,9830,561913,42466.0,8640000.0
2011-06-01,10000,10060,9840,9860,92551,42595.0,8640000.0
2011-06-02,9800,9850,9560,9610,62981,41515.0,8640000.0
2011-06-03,9580,9680,9140,9140,82910,39485.0,8640000.0
2011-06-07,9040,9480,9040,9310,39539,40219.0,8640000.0
2011-06-08,9270,9810,9270,9700,62164,41904.0,8640000.0
2011-06-09,9710,9790,9500,9620,23683,41558.0,8640000.0
2011-06-10,9580,9710,9400,9460,26934,40867.0,8640000.0
2011-06-13,9420,9420,9020,9080,37816,39226.0,8640000.0
2011-06-14,8900,9180,8700,8850,65875,38232.0,8640000.0
2011-06-15,8810,8940,8400,8430,58510,36418.0,8640000.0
2011-06-16,8310,8490,8200,8360,59772,36115.0,8640000.0
2011-06-17,8420,8740,8370,8660,65486,37411.0,8640000.0
2011-06-20,8660,8850,8640,8640,30910,37325.0,8640000.0
2011-06-21,8520,8740,8520,8600,21377,37152.0,8640000.0
2011-06-22,8600,9400,8520,9200,107541,39744.0,8640000.0
2011-06-23,10000,10580,9720,10580,589508,45706.0,8640000.0
2011-06-24,10700,11240,10500,10660,935976,46051.0,8640000.0
2011-06-27,10580,10660,9990,10320,249001,44582.0,8640000.0
2011-06-28,10400,11860,10280,11860,812266,51235.0,8640000.0
2011-06-29,12200,13500,11640,11720,1324028,50630.0,8640000.0
2011-06-30,11600,12180,11200,11580,527101,50026.0,8640000.0
2011-07-01,11440,11760,11020,11020,288698,47606.0,8640000.0
2011-07-04,10860,11640,10860,11200,176171,48384.0,8640000.0
2011-07-05,11200,11400,10840,11340,133997,48989.0,8640000.0
2011-07-06,11300,12200,11100,11560,298104,49939.0,8640000.0
2011-07-07,11480,11680,11300,11500,98220,49680.0,8640000.0
2011-07-08,11700,12200,11400,11760,208430,50803.0,8640000.0
2011-07-11,11760,11800,11260,11260,56575,48643.0,8640000.0
2011-07-12,10940,11040,10560,10700,105858,46224.0,8640000.0
2011-07-13,10700,11520,10580,11100,140105,47952.0,8640000.0
2011-07-14,11020,11180,10760,10760,77323,46483.0,8640000.0
2011-07-15,10760,10840,10420,10420,83369,45014.0,8640000.0
2011-07-18,10620,10660,10240,10400,83392,44928.0,8640000.0
2011-07-19,10400,11960,10400,11480,510085,49594.0,8640000.0
2011-07-20,11720,11780,11180,11360,149705,49075.0,8640000.0
2011-07-21,11360,11500,11020,11100,61443,47952.0,8640000.0
2011-07-22,11200,11660,11160,11580,138605,50026.0,8640000.0
2011-07-25,11520,12300,11420,11720,204121,50630.0,8640000.0
2011-07-26,11580,12080,11580,11780,81510,50890.0,8640000.0
2011-07-27,11780,12520,11480,11640,297997,50285.0,8640000.0
2011-07-28,11680,11760,11360,11360,82202,49075.0,8640000.0
2011-07-29,11540,11720,11000,11140,113862,48125.0,8640000.0
2011-08-01,11300,11800,11300,11720,101930,50630.0,8640000.0
2011-08-02,11700,11700,11240,11280,65807,48730.0,8640000.0
2011-08-03,11200,11300,10660,10940,113120,47261.0,8640000.0
2011-08-04,11200,11260,10700,10860,51702,46915.0,8640000.0
2011-08-05,10240,10380,9440,9650,156121,41688.0,8640000.0
2011-08-08,9010,9590,8330,8330,160851,35986.0,8640000.0
2011-08-09,7300,8050,7090,7200,230890,31104.0,8640000.0
2011-08-10,7790,8260,7640,8260,186683,35683.0,8640000.0
2011-08-11,7620,8840,7500,8780,180200,37930.0,8640000.0
2011-08-12,8820,9190,8780,8940,145942,38621.0,8640000.0
2011-08-16,9600,9820,9360,9440,147624,40781.0,8640000.0
2011-08-17,9580,9620,9270,9400,110211,40608.0,8640000.0
2011-08-18,9360,9440,8660,9090,113107,39269.0,8640000.0
2011-08-19,8310,8510,8000,8000,107819,34560.0,8640000.0
2011-08-22,7700,8420,7700,7840,75417,33869.0,8640000.0
2011-08-23,8000,8200,7900,8200,50047,35424.0,8640000.0
2011-08-24,8360,8450,7960,8160,57939,35251.0,8640000.0
2011-08-25,8360,8360,8120,8230,50483,35554.0,8640000.0
2011-08-26,8070,8240,8000,8180,68656,35338.0,8640000.0
2011-08-29,8600,9400,8400,9400,370266,40608.0,8640000.0
2011-08-30,9800,10800,9730,10280,1265085,44410.0,8640000.0
2011-08-31,10400,10400,9510,9590,372263,41429.0,8640000.0
2011-09-01,9740,10060,9560,9620,196494,41558.0,8640000.0
2011-09-02,9620,9770,9160,9250,166024,39960.0,8640000.0
2011-09-05,9160,9160,8800,8800,104232,38016.0,8640000.0
2011-09-06,8500,8890,8240,8400,81703,36288.0,8640000.0
2011-09-07,8660,8920,8570,8880,105202,38362.0,8640000.0
