코디(080530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-05-22,7800,9000,7800,8940,533478,41156.0,9207226.0
2013-05-23,8920,9500,8650,9220,355991,42445.0,9207226.0
2013-05-24,9240,9440,9000,9340,190346,42998.0,9207226.0
2013-05-27,9450,9800,9180,9510,264528,43780.0,9207226.0
2013-05-28,9420,9600,9130,9180,138568,42261.0,9207226.0
2013-05-29,9180,9980,9180,9540,338034,43918.0,9207226.0
2013-05-30,9780,10000,9460,9500,172728,43734.0,9207226.0
2013-05-31,9640,9780,9000,9520,174755,43826.0,9207226.0
2013-06-03,9500,9500,9160,9260,73078,42629.0,9207226.0
2013-06-04,9260,9360,8690,8790,261031,40466.0,9207226.0
2013-06-05,9000,9000,8660,8660,121299,39867.0,9207226.0
2013-06-07,8680,8780,8180,8500,84063,39131.0,9207226.0
2013-06-10,8500,8760,8370,8390,83829,38624.0,9207226.0
2013-06-11,8290,8740,8110,8200,81539,37750.0,9207226.0
2013-06-12,8200,8500,8100,8390,56652,38624.0,9207226.0
2013-06-13,8460,8490,8170,8210,37460,37796.0,9207226.0
2013-06-14,8340,8400,8020,8100,39769,37289.0,9207226.0
2013-06-17,8100,8190,7780,7930,49305,36507.0,9207226.0
2013-06-18,7820,8420,7820,8340,35498,38394.0,9207226.0
2013-06-19,8360,8400,7320,8150,36995,37519.0,9207226.0
2013-06-20,7930,8100,7910,8010,26019,36875.0,9207226.0
2013-06-21,7430,8020,7400,7980,60591,36737.0,9207226.0
2013-06-24,8040,8110,7710,7750,43878,35678.0,9207226.0
2013-06-25,7810,7810,6800,7000,50554,32225.0,9207226.0
2013-06-26,6840,7120,6780,6860,99287,31581.0,9207226.0
2013-06-27,6940,7420,6940,7400,75154,34067.0,9207226.0
2013-06-28,7520,7700,7420,7600,18034,34987.0,9207226.0
2013-07-01,7710,7710,7460,7710,30948,35494.0,9207226.0
2013-07-02,7960,8000,7800,7800,22366,35908.0,9207226.0
2013-07-03,7800,8150,7800,7940,29529,36553.0,9207226.0
2013-07-04,8080,8580,7940,8290,97540,38164.0,9207226.0
2013-07-05,8580,8580,8180,8260,13870,38026.0,9207226.0
2013-07-08,8260,8380,7900,8160,47118,37565.0,9207226.0
2013-07-09,8300,8300,7880,8030,55004,36967.0,9207226.0
2013-07-10,8190,8190,7620,7750,26861,35678.0,9207226.0
2013-07-11,7690,7860,7670,7860,27125,36184.0,9207226.0
2013-07-12,7880,8360,7760,8200,47721,37750.0,9207226.0
2013-07-15,8360,9290,8220,8800,797154,40512.0,9207226.0
2013-07-16,8910,8950,8520,8750,204357,40282.0,9207226.0
2013-07-17,8580,8780,8560,8560,131559,39407.0,9207226.0
2013-07-18,8610,8680,8270,8280,149763,38118.0,9207226.0
2013-07-19,8320,8470,8130,8260,161532,38026.0,9207226.0
2013-07-22,8280,8520,8270,8360,107283,38486.0,9207226.0
2013-07-23,8360,8480,8280,8300,81339,38210.0,9207226.0
2013-07-24,8330,8750,8200,8670,236627,39913.0,9207226.0
2013-07-25,8700,8700,8230,8230,120443,37888.0,9207226.0
2013-07-26,8260,8460,8110,8200,91430,37750.0,9207226.0
2013-07-29,8200,8300,7390,7420,411251,34159.0,9207226.0
2013-07-30,7450,7700,7360,7430,177646,34205.0,9207226.0
2013-07-31,7600,7620,7360,7380,108886,33975.0,9207226.0
2013-08-01,7240,7570,7220,7410,85460,34113.0,9207226.0
2013-08-02,7500,7550,7280,7350,75276,33837.0,9207226.0
2013-08-05,7520,7750,7360,7560,137717,34803.0,9207226.0
2013-08-06,7600,7670,7500,7590,154586,34941.0,9207226.0
2013-08-07,7500,7650,7500,7530,52733,34665.0,9207226.0
2013-08-08,7670,7670,7490,7510,67545,34573.0,9207226.0
2013-08-09,7590,7600,7380,7410,39493,34113.0,9207226.0
2013-08-12,7550,7550,7350,7400,22147,34067.0,9207226.0
2013-08-13,7400,7480,7230,7380,48270,33975.0,9207226.0
2013-08-14,7290,7520,7290,7380,44635,33975.0,9207226.0
2013-08-16,7380,7380,7260,7290,34379,33560.0,9207226.0
2013-08-19,7240,7320,6780,6780,115116,31212.0,9207226.0
2013-08-20,6710,6980,6590,6820,86970,31397.0,9207226.0
2013-08-21,6860,6940,6430,6580,96865,30292.0,9207226.0
2013-08-22,6400,6490,6010,6010,123961,27668.0,9207226.0
2013-08-23,6050,6560,6020,6440,85234,29647.0,9207226.0
2013-08-26,6400,6470,6290,6410,50398,29509.0,9207226.0
2013-08-27,6290,6500,6280,6480,26923,29831.0,9207226.0
2013-08-28,6400,6750,6380,6690,58289,30798.0,9207226.0
2013-08-29,6730,6820,6630,6720,24876,30936.0,9207226.0
2013-08-30,6740,6820,6460,6510,40117,29970.0,9207226.0
2013-09-02,6540,6540,6300,6480,20937,29831.0,9207226.0
2013-09-03,6520,6530,6400,6420,22628,29555.0,9207226.0
2013-09-04,6470,6500,6320,6470,18838,29785.0,9207226.0
2013-09-05,6470,6630,6440,6600,43938,30384.0,9207226.0
2013-09-06,6580,6650,6470,6550,29020,30154.0,9207226.0
2013-09-09,6530,6590,6380,6460,33891,29739.0,9207226.0
2013-09-10,6320,6570,6320,6480,16479,29831.0,9207226.0
2013-09-11,6500,6690,6450,6600,29561,30384.0,9207226.0
2013-09-12,6600,6630,6380,6420,42644,29555.0,9207226.0
2013-09-13,6490,7380,6460,7380,903383,33975.0,9207226.0
2013-09-16,7580,8150,7320,7410,2092108,34113.0,9207226.0
2013-09-17,7490,7660,7260,7550,913684,34757.0,9207226.0
2013-09-23,7820,8680,7820,8680,1506485,39959.0,9207226.0
2013-09-24,9210,9980,8870,9980,3318360,45944.0,9207226.0
2013-09-25,10580,11140,10320,10380,4814787,47786.0,9207226.0
2013-09-26,10440,10700,10240,10620,2398851,48890.0,9207226.0
2013-09-27,10720,11100,10500,10500,2282869,48338.0,9207226.0
2013-09-30,10780,12060,10720,12060,3431423,55520.0,9207226.0
2013-10-01,12640,12800,11100,11440,4529447,52665.0,9207226.0
2013-10-02,11600,12560,11400,11880,3843438,54691.0,9207226.0
2013-10-04,0,0,0,11880,0,54691.0,9207226.0
2013-10-07,11680,11700,11100,11200,779941,51560.0,9207226.0
2013-10-08,11220,12180,11220,12180,852467,56072.0,9207226.0
2013-10-10,11820,12300,11700,12300,584081,56624.0,9207226.0
2013-10-11,12240,13480,11420,11620,3291675,53494.0,9207226.0
2013-10-14,11700,12060,11120,11460,1929419,52757.0,9207226.0
2013-10-15,11800,12340,10960,11040,2643150,50824.0,9207226.0
2013-10-16,11300,11700,10540,11200,2322407,52752.0,9420055.0
2013-10-17,11140,11380,10500,10700,1404468,50397.0,9420055.0
2013-10-18,10740,11200,10260,10560,2396400,49738.0,9420055.0
2013-10-21,10720,10980,10560,10600,1375850,49926.0,9420055.0
2013-10-22,10480,10900,10140,10720,1801993,50491.0,9420055.0
2013-10-23,10600,10680,10040,10200,920163,48042.0,9420055.0
2013-10-24,10200,10820,10120,10540,1430834,51566.0,9784903.0
2013-10-25,10740,11060,10160,10160,1035550,49707.0,9784903.0
2013-10-28,10320,10900,10020,10900,1355310,53328.0,9784903.0
2013-10-29,10900,11080,10680,10820,984661,52936.0,9784903.0
2013-10-30,10820,12440,10660,11660,7394439,57046.0,9784903.0
2013-10-31,11520,12120,11220,11720,2455392,57340.0,9784903.0
2013-11-01,11800,12600,11760,11800,3072114,57731.0,9784903.0
2013-11-04,11400,11540,10120,10400,1770064,50881.0,9784903.0
2013-11-05,10780,11080,10240,10320,1441185,50490.0,9784903.0
2013-11-06,10100,10320,9500,9600,1277304,46968.0,9784903.0
2013-11-07,9570,9730,9180,9610,1192110,47016.0,9784903.0
2013-11-08,9510,9760,9040,9040,639781,44228.0,9784903.0
2013-11-11,9020,9200,8640,8740,568687,45417.0,10392987.0
2013-11-12,8800,9140,8780,9140,605597,47496.0,10392987.0
2013-11-13,9050,9510,8670,9260,1058596,48120.0,10392987.0
2013-11-14,9490,9690,9220,9470,1038115,49211.0,10392987.0
2013-11-15,9780,10880,9760,9970,4338670,51809.0,10392987.0
2013-11-18,9800,10260,9600,9690,892837,50354.0,10392987.0
2013-11-19,9380,9400,8240,8240,1612956,42819.0,10392987.0
2013-11-20,8490,8550,8040,8100,554515,42092.0,10392987.0
2013-11-21,8100,8410,7860,8080,639225,41988.0,10392987.0
2013-11-22,8160,8330,7950,8270,566512,42975.0,10392987.0
2013-11-25,8300,8370,8170,8200,386960,42611.0,10392987.0
2013-11-26,8200,8590,8190,8490,625672,44118.0,10392987.0
2013-11-27,8930,9180,8680,8800,1873541,45729.0,10392987.0
2013-11-28,8900,8930,8650,8860,397623,46041.0,10392987.0
2013-11-29,8980,8980,8450,8500,503279,44170.0,10392987.0
2013-12-02,8450,8510,8000,8000,464925,41572.0,10392987.0
2013-12-03,7960,8140,7550,7550,388969,39234.0,10392987.0
2013-12-04,8100,8200,7600,7600,845769,39493.0,10392987.0
2013-12-05,7450,7840,7370,7840,309036,40741.0,10392987.0
2013-12-06,7670,7850,7460,7490,247369,38922.0,10392987.0
2013-12-09,7590,7610,7180,7180,405893,37311.0,10392987.0
2013-12-10,7580,8250,7260,7910,2458655,41104.0,10392987.0
2013-12-11,7910,8050,7700,7700,782860,40013.0,10392987.0
2013-12-12,7689,8850,7609,8850,3455701,45989.0,10392987.0
2013-12-13,8680,8840,8340,8740,1451555,45417.0,10392987.0
2013-12-16,8840,9130,8470,8580,1517496,44586.0,10392987.0
2013-12-17,8850,9080,8220,8330,2197679,43287.0,10392987.0
2013-12-18,8370,8670,8230,8630,1171537,44846.0,10392987.0
2013-12-19,8680,8740,8400,8420,613340,43754.0,10392987.0
2013-12-20,8360,8900,8270,8890,1051878,46197.0,10392987.0
2013-12-23,8840,9450,8710,8990,1430479,46716.0,10392987.0
2013-12-24,9000,9370,8900,9030,1102501,46924.0,10392987.0
2013-12-26,9400,9630,8920,8920,1504394,46353.0,10392987.0
2013-12-27,9090,9160,8920,8940,481601,46457.0,10392987.0
2013-12-30,9000,9150,8770,8900,591075,46249.0,10392987.0
2014-01-02,8900,9190,8680,8700,879417,45209.0,10392987.0
2014-01-03,8800,9400,8640,9400,1303927,48847.0,10392987.0
2014-01-06,9340,9630,9230,9340,994792,48535.0,10392987.0
2014-01-07,9300,9800,9260,9600,1108076,49886.0,10392987.0
2014-01-08,9600,9650,9380,9590,489857,49834.0,10392987.0
2014-01-09,9600,9920,9280,9500,837597,49367.0,10392987.0
2014-01-10,9400,9760,9300,9690,761484,50354.0,10392987.0
2014-01-13,9700,10020,9660,9930,1274556,51601.0,10392987.0
2014-01-14,9840,10140,9700,10140,851844,52692.0,10392987.0
2014-01-15,10960,11160,10020,10400,2064867,54044.0,10392987.0
2014-01-16,10380,10560,10100,10100,739517,52485.0,10392987.0
2014-01-17,10240,10320,9770,9770,543110,50770.0,10392987.0
2014-01-20,9660,10060,9490,10060,660498,52277.0,10392987.0
2014-01-21,10040,10120,9770,9820,440049,51030.0,10392987.0
2014-01-22,9830,10440,9730,10280,945446,53420.0,10392987.0
2014-01-23,10200,10400,9990,10040,699458,52173.0,10392987.0
2014-01-24,10160,10340,8730,9420,1021138,48951.0,10392987.0
2014-01-27,9000,9200,8640,8800,464191,45729.0,10392987.0
2014-01-28,8800,8950,8400,8900,334252,46249.0,10392987.0
2014-01-29,9000,9120,8900,9120,209435,47392.0,10392987.0
2014-02-03,9010,9490,9010,9360,351057,48639.0,10392987.0
2014-02-04,9300,9560,9040,9060,595425,47080.0,10392987.0
2014-02-05,9160,9360,9140,9280,303243,48223.0,10392987.0
2014-02-06,9370,9780,9280,9440,941627,49055.0,10392987.0
2014-02-07,9450,9600,9280,9440,321209,49055.0,10392987.0
2014-02-10,9560,9630,9400,9480,334112,49263.0,10392987.0
2014-02-11,9900,10520,9650,9650,2392165,50146.0,10392987.0
2014-02-12,9760,9850,9500,9640,557880,50094.0,10392987.0
2014-02-13,9680,9970,9670,9870,554679,51289.0,10392987.0
2014-02-14,10100,10220,9840,9880,700202,51341.0,10392987.0
2014-02-17,9890,9980,9640,9710,427257,50458.0,10392987.0
2014-02-18,9790,10300,9720,10260,1146515,53316.0,10392987.0
2014-02-19,10300,10340,10060,10140,1264446,52692.0,10392987.0
2014-02-20,10560,10560,9970,10000,1573124,51965.0,10392987.0
2014-02-21,10120,10160,9700,9770,699223,50770.0,10392987.0
2014-02-24,9800,10020,9760,9760,489092,50718.0,10392987.0
2014-02-25,9400,9470,9110,9270,978134,48171.0,10392987.0
2014-02-26,9540,9690,9360,9360,1069044,48639.0,10392987.0
2014-02-27,9400,9400,9070,9070,374018,47132.0,10392987.0
2014-02-28,9150,9280,9050,9270,231163,48171.0,10392987.0
2014-03-03,9270,9980,9270,9840,1698059,51133.0,10392987.0
2014-03-04,9600,10060,9530,9760,859654,50718.0,10392987.0
2014-03-05,9860,9960,9740,9870,507888,51289.0,10392987.0
2014-03-06,9930,9960,9710,9880,531090,51341.0,10392987.0
2014-03-07,9920,10220,9870,10000,935826,55492.0,11098403.0
2014-03-10,10100,10100,9740,9830,493870,54549.0,11098403.0
2014-03-11,9830,10280,9800,9950,1378210,55215.0,11098403.0
2014-03-12,9940,10180,9780,10040,1055203,55714.0,11098403.0
2014-03-13,10200,10640,10100,10400,2864223,57712.0,11098403.0
2014-03-14,10280,10440,10100,10400,970308,60364.0,11608433.0
2014-03-17,10740,10780,9800,9800,1682176,56881.0,11608433.0
2014-03-18,9900,9940,9310,9670,1386471,56127.0,11608433.0
2014-03-19,9700,9750,9300,9400,860625,54560.0,11608433.0
2014-03-20,9180,9460,9070,9450,602933,54850.0,11608433.0
2014-03-21,9490,9540,9110,9110,590506,52876.0,11608433.0
2014-03-24,9070,9100,8700,8820,597501,51193.0,11608433.0
2014-03-25,8750,8980,8680,8700,412126,50497.0,11608433.0
2014-03-26,8780,8940,8770,8860,258515,51425.0,11608433.0
2014-03-27,8890,9010,8840,8870,259876,51483.0,11608433.0
2014-03-28,8880,8990,8810,8920,187563,51774.0,11608433.0
2014-03-31,9020,9020,8800,8800,220394,51077.0,11608433.0
2014-04-01,8720,9020,8720,9010,233579,53828.0,11948453.0
2014-04-02,9080,9200,8940,9200,355740,54963.0,11948453.0
2014-04-03,9240,9340,9000,9000,299279,53768.0,11948453.0
2014-04-04,9080,9080,8890,9010,194049,53828.0,11948453.0
2014-04-07,8980,9000,8770,8770,262695,52394.0,11948453.0
2014-04-08,8750,8840,8590,8720,228550,52095.0,11948453.0
2014-04-09,8780,8950,8780,8860,180064,52932.0,11948453.0
2014-04-10,8870,8950,8780,8870,147296,52991.0,11948453.0
2014-04-11,8700,8910,8700,8880,103850,53051.0,11948453.0
2014-04-14,8920,9240,8910,9170,489373,54784.0,11948453.0
2014-04-15,9170,9180,9000,9000,241302,53768.0,11948453.0
2014-04-16,9010,9330,9000,9260,339954,55321.0,11948453.0
2014-04-17,9300,9400,9180,9300,389286,55560.0,11948453.0
2014-04-18,9400,9480,9200,9320,244447,55680.0,11948453.0
2014-04-21,9320,9320,9090,9100,126708,54365.0,11948453.0
2014-04-22,9100,9280,9090,9130,133747,54545.0,11948453.0
2014-04-23,9170,9440,9140,9140,303416,54604.0,11948453.0
2014-04-24,9170,9260,8710,8940,218254,53410.0,11948453.0
2014-04-25,8940,9050,8720,8720,183284,52095.0,11948453.0
2014-04-28,8720,8860,8600,8800,79030,52573.0,11948453.0
2014-04-29,8800,8860,8700,8770,97872,52394.0,11948453.0
2014-04-30,8930,9070,8760,8800,273983,52573.0,11948453.0
2014-05-02,8830,8860,8640,8760,106159,52334.0,11948453.0
2014-05-07,8720,8790,8240,8240,216583,49228.0,11948453.0
2014-05-08,8240,8380,7770,7810,298604,46659.0,11948453.0
2014-05-09,7820,7900,7600,7750,172426,46300.0,11948453.0
2014-05-12,7750,7870,7720,7750,66729,46300.0,11948453.0
2014-05-13,7830,7830,7650,7700,118615,46002.0,11948453.0
2014-05-14,7680,7880,7680,7820,96384,46718.0,11948453.0
2014-05-15,7820,8000,7800,7920,97978,47316.0,11948453.0
2014-05-16,7870,8100,7780,7920,73928,47316.0,11948453.0
2014-05-19,7960,8020,7620,7660,168128,45763.0,11948453.0
2014-05-20,7660,7660,7100,7150,332929,42933.0,12009261.0
2014-05-21,7100,7420,7020,7220,187600,43353.0,12009261.0
2014-05-22,7250,7370,7160,7180,145809,43113.0,12009261.0
2014-05-23,7190,7290,7140,7160,129381,42993.0,12009261.0
2014-05-26,7160,7220,7090,7120,100406,42753.0,12009261.0
2014-05-27,7080,7380,7060,7350,186821,44134.0,12009261.0
2014-05-28,7450,7570,7310,7520,197809,45155.0,12009261.0
2014-05-29,7440,7520,7310,7520,131027,45155.0,12009261.0
2014-05-30,7480,7520,7290,7380,107214,44314.0,12009261.0
2014-06-02,7310,7380,6780,6820,224642,40952.0,12009261.0
2014-06-03,6700,6820,6360,6480,263446,38910.0,12009261.0
2014-06-05,6350,6500,6330,6430,164547,38610.0,12009261.0
2014-06-09,6500,6560,6380,6420,75242,38550.0,12009261.0
2014-06-10,6420,6590,6420,6470,82900,38850.0,12009261.0
2014-06-11,6470,6700,6470,6620,97082,39751.0,12009261.0
2014-06-12,6590,6700,6560,6600,40684,39631.0,12009261.0
2014-06-13,6560,6900,6560,6720,122059,40351.0,12009261.0
2014-06-16,6870,6880,6630,6630,111493,39811.0,12009261.0
2014-06-17,6930,7620,6830,7620,1260625,45755.0,12009261.0
2014-06-18,8130,8290,7710,7910,2707424,47497.0,12009261.0
2014-06-19,7910,8100,7840,8030,1202677,48217.0,12009261.0
2014-06-20,8070,8230,7810,7810,912775,46896.0,12009261.0
2014-06-23,7630,7940,7360,7490,488452,44975.0,12009261.0
2014-06-24,7410,7560,7150,7350,359931,44134.0,12009261.0
2014-06-25,7340,7550,7170,7550,427074,45335.0,12009261.0
2014-06-26,7620,7960,7560,7570,593815,45455.0,12009261.0
2014-06-27,7600,7640,7450,7550,176644,45335.0,12009261.0
2014-06-30,7580,7890,7550,7640,261830,45875.0,12009261.0
2014-07-01,8000,8780,8000,8130,2148857,48818.0,12009261.0
2014-07-02,8200,8280,7960,7960,364492,47797.0,12009261.0
2014-07-03,8070,8090,7920,7980,300244,47917.0,12009261.0
2014-07-04,8010,8300,7900,8220,464904,49358.0,12009261.0
2014-07-07,8100,8210,7810,7850,371828,47136.0,12009261.0
2014-07-08,7890,7890,7590,7700,263741,46236.0,12009261.0
2014-07-09,7640,7810,7630,7650,183025,45935.0,12009261.0
2014-07-10,7700,8260,7690,7870,628869,47256.0,12009261.0
2014-07-11,7800,7850,7620,7640,265956,45875.0,12009261.0
2014-07-14,7870,8780,7750,8560,2736525,51400.0,12009261.0
2014-07-15,8520,8560,8200,8320,1047950,49959.0,12009261.0
2014-07-16,8390,8460,8040,8280,614490,49718.0,12009261.0
2014-07-17,8260,8830,8240,8420,1273084,50559.0,12009261.0
2014-07-18,8410,8570,8280,8340,490324,50079.0,12009261.0
2014-07-21,8440,8440,8180,8240,270567,49478.0,12009261.0
2014-07-22,8149,8490,8100,8310,518555,49898.0,12009261.0
2014-07-23,8400,8440,8160,8170,255213,49058.0,12009261.0
2014-07-24,8200,8260,8060,8080,230130,48517.0,12009261.0
2014-07-25,8120,8550,8080,8240,1073229,49478.0,12009261.0
2014-07-28,8320,8420,8080,8150,310699,48938.0,12009261.0
2014-07-29,8220,8240,7710,7750,367071,46536.0,12009261.0
2014-07-30,7740,7850,7360,7460,275593,44795.0,12009261.0
2014-07-31,7490,7520,7170,7230,241977,43413.0,12009261.0
2014-08-01,7080,7390,7070,7290,146352,43774.0,12009261.0
2014-08-04,7400,7510,7350,7430,132508,44614.0,12009261.0
2014-08-05,7450,7510,7290,7360,118858,44194.0,12009261.0
2014-08-06,7360,7470,7230,7410,116159,44494.0,12009261.0
2014-08-07,7510,8160,7480,7720,1213119,46356.0,12009261.0
2014-08-08,7800,7800,7510,7510,214179,45095.0,12009261.0
2014-08-11,7620,7720,7430,7430,161613,44614.0,12009261.0
2014-08-12,7740,7950,7530,7660,393018,45995.0,12009261.0
2014-08-13,7670,7710,7570,7610,134227,45695.0,12009261.0
2014-08-14,7620,7770,7600,7680,111318,46116.0,12009261.0
2014-08-18,7680,7870,7640,7800,201731,46836.0,12009261.0
2014-08-19,7840,7840,7580,7680,142862,46116.0,12009261.0
2014-08-20,7640,7760,7600,7600,121409,45635.0,12009261.0
2014-08-21,7610,7660,7580,7590,101376,45575.0,12009261.0
2014-08-22,7610,7830,7600,7720,139764,46356.0,12009261.0
2014-08-25,7790,7800,7380,7400,172828,44434.0,12009261.0
2014-08-26,7480,7550,7260,7300,157902,43834.0,12009261.0
2014-08-27,7600,8390,7580,8390,996147,50379.0,12009261.0
2014-08-28,8660,8880,7930,8000,3851931,48037.0,12009261.0
2014-08-29,8150,8289,8010,8170,893782,49058.0,12009261.0
2014-09-01,8680,9150,8360,8360,3013335,50199.0,12009261.0
2014-09-02,8340,8800,8140,8800,876533,52841.0,12009261.0
2014-09-03,8700,9250,8590,8820,1384759,52961.0,12009261.0
2014-09-04,8760,8990,8460,8460,475042,50799.0,12009261.0
2014-09-05,8550,8940,8300,8740,460748,52480.0,12009261.0
2014-09-11,9010,9500,8800,8800,1140086,52841.0,12009261.0
2014-09-12,8780,8800,8490,8640,438689,51880.0,12009261.0
2014-09-15,8640,8640,8320,8400,220112,50439.0,12009261.0
2014-09-16,8440,8810,8430,8600,311805,51640.0,12009261.0
2014-09-17,8600,8710,8440,8550,192810,51340.0,12009261.0
2014-09-18,8650,8840,8500,8790,231549,52781.0,12009261.0
2014-09-19,8900,8900,8640,8770,210165,52661.0,12009261.0
2014-09-22,9160,9400,8510,8510,1382729,51099.0,12009261.0
2014-09-23,8580,8940,8370,8700,793190,52240.0,12009261.0
2014-09-24,8650,8740,8480,8480,368238,50919.0,12009261.0
2014-09-25,8580,8700,8460,8500,267585,51039.0,12009261.0
2014-09-26,8409,8430,8170,8170,396372,49058.0,12009261.0
2014-09-29,8190,8330,7600,7690,543237,46176.0,12009261.0
2014-09-30,7780,7810,7500,7710,266587,46296.0,12009261.0
2014-10-01,7680,7740,7290,7400,275662,44434.0,12009261.0
2014-10-02,7250,7380,7190,7270,269405,43654.0,12009261.0
2014-10-06,7310,7380,7030,7060,227759,42393.0,12009261.0
2014-10-07,7010,7240,7010,7240,155633,43474.0,12009261.0
2014-10-08,7090,7490,7090,7490,276733,44975.0,12009261.0
2014-10-10,7430,7460,7200,7330,215813,44014.0,12009261.0
2014-10-13,7100,7130,6480,6810,349376,40892.0,12009261.0
2014-10-14,6550,6920,6550,6830,164763,41012.0,12009261.0
2014-10-15,6780,6940,6780,6780,110348,40711.0,12009261.0
2014-10-16,6720,6840,6400,6730,111722,40411.0,12009261.0
2014-10-17,6710,6840,6600,6640,125179,39871.0,12009261.0
2014-10-20,6740,7410,6690,6990,551945,41972.0,12009261.0
2014-10-21,6990,7150,6930,6950,157400,41732.0,12009261.0
2014-10-22,7030,7240,7020,7080,154341,42513.0,12009261.0
2014-10-23,7160,7170,6900,6900,158316,41432.0,12009261.0
2014-10-24,7060,7080,6840,6860,117236,41192.0,12009261.0
2014-10-27,7040,7150,6880,7120,126789,42753.0,12009261.0
2014-10-28,7200,7200,7010,7120,59796,42753.0,12009261.0
2014-10-29,7230,7390,7100,7320,240859,43954.0,12009261.0
2014-10-30,7380,8040,7280,7280,1273831,43714.0,12009261.0
2014-10-31,7400,7500,7200,7300,237973,43834.0,12009261.0
2014-11-03,7300,7390,7020,7070,158772,42453.0,12009261.0
2014-11-04,7080,7530,6970,7200,239523,43233.0,12009261.0
2014-11-05,7080,7240,6920,6920,122573,41552.0,12009261.0
2014-11-06,7020,7260,6830,6960,165504,41792.0,12009261.0
2014-11-07,6960,7190,6960,7110,136066,42693.0,12009261.0
2014-11-10,7120,7250,7050,7210,99744,43293.0,12009261.0
2014-11-11,7090,7330,7090,7270,161903,43654.0,12009261.0
2014-11-12,7300,7320,7180,7190,110558,43173.0,12009261.0
2014-11-13,7300,7600,7240,7500,351931,45035.0,12009261.0
2014-11-14,7500,7520,7350,7450,138024,44734.0,12009261.0
2014-11-17,7390,7540,7230,7380,96530,44314.0,12009261.0
2014-11-18,7380,7490,7260,7420,96519,44554.0,12009261.0
2014-11-19,7480,7510,7260,7360,120292,44194.0,12009261.0
2014-11-20,7360,7520,7230,7400,176485,44434.0,12009261.0
2014-11-21,7480,7700,7300,7600,247055,45635.0,12009261.0
2014-11-24,7700,8050,7500,7840,466544,47076.0,12009261.0
2014-11-25,7880,8110,7700,7720,315493,46356.0,12009261.0
2014-11-26,7700,7720,7610,7630,112173,45815.0,12009261.0
2014-11-27,7620,7760,7540,7590,96573,45575.0,12009261.0
2014-11-28,7510,7590,7200,7300,212222,43834.0,12009261.0
2014-12-01,7200,7280,6750,6780,437120,40711.0,12009261.0
2014-12-02,6620,6710,6580,6640,150383,39871.0,12009261.0
2014-12-03,6640,6810,6620,6750,111446,40531.0,12009261.0
2014-12-04,6680,6760,6660,6670,88851,40051.0,12009261.0
2014-12-05,6640,6700,6510,6600,191472,39631.0,12009261.0
2014-12-08,6580,6720,6570,6630,81147,39811.0,12009261.0
2014-12-09,6630,6860,6580,6600,175255,39631.0,12009261.0
2014-12-10,6700,6720,6500,6620,82632,39751.0,12009261.0
2014-12-11,6720,6720,6550,6680,103416,40111.0,12009261.0
2014-12-12,6630,6750,6140,6210,272790,37289.0,12009261.0
2014-12-15,6030,6100,5820,6020,168472,36148.0,12009261.0
2014-12-16,5990,6000,5650,5660,314156,33986.0,12009261.0
2014-12-17,5650,5660,5480,5520,153359,33146.0,12009261.0
2014-12-18,5520,5820,5510,5650,150664,33926.0,12009261.0
2014-12-19,5650,6000,5560,6000,170331,36028.0,12009261.0
2014-12-22,6000,6160,5840,5930,227101,35607.0,12009261.0
2014-12-23,5930,5980,5690,5720,102038,34346.0,12009261.0
2014-12-24,5700,5910,5660,5820,65974,34947.0,12009261.0
2014-12-26,5760,6130,5710,5800,156718,34827.0,12009261.0
2014-12-29,5800,5930,5700,5900,100425,35427.0,12009261.0
2014-12-30,5900,6010,5800,5820,74148,34947.0,12009261.0
2015-01-02,5880,6060,5850,6000,80341,36028.0,12009261.0
2015-01-05,6100,6160,5900,5980,133692,35908.0,12009261.0
2015-01-06,6020,6030,5840,5880,98187,35307.0,12009261.0
2015-01-07,5820,5930,5740,5800,92943,34827.0,12009261.0
2015-01-08,5800,6090,5800,5890,97193,35367.0,12009261.0
2015-01-09,5900,6290,5900,6060,215053,36388.0,12009261.0
2015-01-12,6060,6140,6020,6060,87826,36388.0,12009261.0
2015-01-13,6060,6340,6020,6320,212652,37949.0,12009261.0
2015-01-14,6280,6500,6180,6260,308664,37589.0,12009261.0
2015-01-15,6280,6280,6120,6150,106647,36928.0,12009261.0
2015-01-16,6150,6150,6040,6040,82005,36268.0,12009261.0
2015-01-19,6080,6270,6070,6190,69890,37169.0,12009261.0
2015-01-20,6260,6270,5900,6130,101588,36808.0,12009261.0
2015-01-21,6120,6200,6070,6080,81932,36508.0,12009261.0
2015-01-22,6100,6410,6080,6290,321740,37769.0,12009261.0
2015-01-23,6320,6340,6160,6160,91687,36989.0,12009261.0
2015-01-26,6200,6200,6090,6130,46854,36808.0,12009261.0
2015-01-27,6130,6240,6080,6150,72182,36928.0,12009261.0
2015-01-28,6070,6400,6070,6160,283966,36989.0,12009261.0
2015-01-29,6110,6230,6020,6020,114837,36148.0,12009261.0
2015-01-30,6080,6110,5940,5940,100444,35668.0,12009261.0
2015-02-02,5940,5940,5760,5790,123655,34767.0,12009261.0
2015-02-03,5800,5970,5790,5910,101221,35487.0,12009261.0
2015-02-04,5940,6300,5940,6200,203442,37229.0,12009261.0
