신흥에스이씨(243840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-25,41050,43000,40000,40850,110216,267636.0,6551683.0
2019-06-26,40600,41150,40050,40500,31609,265343.0,6551683.0
2019-06-27,40100,40750,39800,39800,38309,260757.0,6551683.0
2019-06-28,39800,41000,39800,40000,32137,262067.0,6551683.0
2019-07-01,40400,41650,39900,40750,68732,266981.0,6551683.0
2019-07-02,40750,40750,40050,40400,18394,264688.0,6551683.0
2019-07-03,40750,42200,40150,40300,89229,264033.0,6551683.0
2019-07-04,40700,42200,40400,41750,79222,273533.0,6551683.0
2019-07-05,41800,42700,40450,42550,63613,278774.0,6551683.0
2019-07-08,42600,42600,40050,40050,66863,262395.0,6551683.0
2019-07-09,39950,41000,37700,38450,101925,251912.0,6551683.0
2019-07-10,38300,39750,38300,39500,24446,258791.0,6551683.0
2019-07-11,39900,40300,39100,40200,26509,263378.0,6551683.0
2019-07-12,40200,43000,39750,42600,117861,279102.0,6551683.0
2019-07-15,42550,43000,41100,42200,71836,276481.0,6551683.0
2019-07-16,42550,44000,41550,43550,99839,285326.0,6551683.0
2019-07-17,43600,43800,41500,41950,57315,274843.0,6551683.0
2019-07-18,41500,42500,40800,41800,40130,273860.0,6551683.0
2019-07-19,41850,42900,41050,41900,54813,274516.0,6551683.0
2019-07-22,42000,42300,41100,41700,25057,273205.0,6551683.0
2019-07-23,41800,42100,39350,39750,100508,260429.0,6551683.0
2019-07-24,40000,40300,39150,39200,41164,256826.0,6551683.0
2019-07-25,38800,39200,36450,36550,117795,239464.0,6551683.0
2019-07-26,36300,37600,35650,35850,63854,234878.0,6551683.0
2019-07-29,35650,35650,33450,33450,103667,219154.0,6551683.0
2019-07-30,33000,35500,33000,35300,54463,231274.0,6551683.0
2019-07-31,35300,37300,34000,36450,88980,238809.0,6551683.0
2019-08-01,36450,37200,35300,35500,37295,232585.0,6551683.0
2019-08-02,34800,39000,34600,37800,101740,247654.0,6551683.0
2019-08-05,37800,38000,35550,35900,64745,235205.0,6551683.0
2019-08-06,34000,36500,34000,35000,44976,229309.0,6551683.0
2019-08-07,36500,36750,34950,36200,38483,237171.0,6551683.0
2019-08-08,36350,37550,36250,36950,29061,242085.0,6551683.0
2019-08-09,36950,38700,36650,37850,35620,247981.0,6551683.0
2019-08-12,38150,38600,36850,37800,19815,247654.0,6551683.0
2019-08-13,37900,37900,36550,36900,14553,241757.0,6551683.0
2019-08-14,37950,38000,37000,37250,12090,244050.0,6551683.0
2019-08-16,37200,40950,37150,39800,171718,260757.0,6551683.0
2019-08-19,40200,41250,39250,40800,84324,267309.0,6551683.0
2019-08-20,40800,41950,40600,41900,103106,274516.0,6551683.0
2019-08-21,41650,42000,40900,41500,35365,271895.0,6551683.0
2019-08-22,41500,41900,40550,40900,40886,267964.0,6551683.0
2019-08-23,40700,41900,39500,41600,83964,272550.0,6551683.0
2019-08-26,39950,41450,39700,40100,60169,262722.0,6551683.0
2019-08-27,40650,41450,39100,39600,67642,259447.0,6551683.0
2019-08-28,39900,40000,38500,39000,88269,255516.0,6551683.0
2019-08-29,39350,39350,38250,38450,39197,251912.0,6551683.0
2019-08-30,38950,39600,38500,38800,42452,254205.0,6551683.0
2019-09-02,38750,38750,37250,37500,95961,245688.0,6551683.0
2019-09-03,37550,38400,37350,37950,33146,248636.0,6551683.0
2019-09-04,37950,38450,37500,37850,48873,247981.0,6551683.0
2019-09-05,37900,38700,37600,37950,42991,248636.0,6551683.0
2019-09-06,38150,38450,37500,37900,19286,248309.0,6551683.0
2019-09-09,38050,38050,35250,35950,138586,235533.0,6551683.0
2019-09-10,36150,36200,35350,35450,65341,232257.0,6551683.0
2019-09-11,35900,36350,35450,36150,34598,236843.0,6551683.0
2019-09-16,36500,36500,35200,35600,47842,233240.0,6551683.0
2019-09-17,35500,35900,35300,35400,27292,231930.0,6551683.0
2019-09-18,35600,36400,33800,34150,165806,223740.0,6551683.0
2019-09-19,34400,35200,34200,34750,50725,227671.0,6551683.0
2019-09-20,35100,36000,34550,35700,77629,233895.0,6551683.0
2019-09-23,36050,36050,34950,35350,33181,231602.0,6551683.0
2019-09-24,35350,35600,34800,34800,27202,227999.0,6551683.0
2019-09-25,34450,34500,33050,33100,105739,216861.0,6551683.0
2019-09-26,33500,34200,33000,33350,61120,218499.0,6551683.0
2019-09-27,33150,33800,32850,33450,40396,219154.0,6551683.0
2019-09-30,33250,33450,32300,32800,37666,214895.0,6551683.0
2019-10-01,33050,33650,32500,33650,29895,220464.0,6551683.0
2019-10-02,33000,33450,32750,32800,33642,214895.0,6551683.0
2019-10-04,32900,33000,32150,32500,24768,212930.0,6551683.0
2019-10-07,33300,33300,32050,32100,20693,210309.0,6551683.0
