CJ ENM(035760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-12-04,55144,55977,53479,54220,98319,322433.0,11004531.0
2008-12-05,54034,54589,53109,53664,85750,319131.0,11004531.0
2008-12-08,54774,60696,54774,60142,204034,357647.0,11004531.0
2008-12-09,61251,66432,59585,63843,259167,379656.0,11004531.0
2008-12-10,63842,63842,60326,62825,268329,373604.0,11004531.0
2008-12-11,63379,64120,62176,62177,183881,369752.0,11004531.0
2008-12-12,61991,61991,56717,56718,243789,337289.0,11004531.0
2008-12-15,58846,63842,58568,63287,319638,376355.0,11004531.0
2008-12-16,62916,65415,61621,64120,251953,381307.0,11004531.0
2008-12-17,66617,69764,65878,68469,537214,407168.0,11004531.0
2008-12-18,70874,74852,69764,73096,444786,434679.0,11004531.0
2008-12-19,71428,74019,70503,74021,183967,440181.0,11004531.0
2008-12-22,74389,74944,72169,72818,71664,433028.0,11004531.0
2008-12-23,71614,73002,68468,72170,117834,429177.0,11004531.0
2008-12-24,72169,74852,70503,74761,623615,444583.0,11004531.0
2008-12-26,74944,77443,74944,75871,118434,451186.0,11004531.0
2008-12-29,74019,74482,71244,73280,66888,435779.0,11004531.0
2008-12-30,73002,73650,71059,72725,63034,432478.0,11004531.0
2009-01-02,72169,72355,68468,70689,100679,420373.0,11004531.0
2009-01-05,71799,75315,71799,74946,118952,445684.0,11004531.0
2009-01-06,75500,79016,75038,79017,120750,469893.0,11004531.0
2009-01-07,79016,82347,76240,79109,188526,470444.0,11004531.0
2009-01-08,78276,78924,74944,75871,134640,451186.0,11004531.0
2009-01-09,78276,78276,73742,75501,87154,448985.0,11004531.0
2009-01-12,74113,77351,74113,75316,86674,447884.0,11004531.0
2009-01-13,75315,79016,73186,79017,69153,469893.0,11004531.0
2009-01-14,78276,82717,78276,81423,60878,484199.0,11004531.0
2009-01-15,79479,79571,74944,77074,79059,458339.0,11004531.0
2009-01-16,77628,79201,75963,76612,80452,455588.0,11004531.0
2009-01-19,77905,81051,77351,81053,65995,481998.0,11004531.0
2009-01-20,81051,81792,77351,79665,77786,473745.0,11004531.0
2009-01-21,77166,82347,76796,81608,62516,485300.0,11004531.0
2009-01-22,83457,84567,81792,83273,44426,495204.0,11004531.0
2009-01-23,82717,83457,81607,82811,35604,492453.0,11004531.0
2009-01-28,82162,84198,80496,82162,74331,488601.0,11004531.0
2009-01-29,81607,82162,79663,81978,85196,487501.0,11004531.0
2009-01-30,80496,81421,79941,80498,33527,478697.0,11004531.0
2009-02-02,81237,82070,79756,80960,40870,481448.0,11004531.0
2009-02-03,80959,81051,78460,79387,61950,472094.0,11004531.0
2009-02-04,80866,81421,78924,79109,74779,470444.0,11004531.0
2009-02-05,79293,80866,79293,80035,47000,475946.0,11004531.0
2009-02-06,80866,80959,78368,78646,82616,467693.0,11004531.0
2009-02-09,79756,79756,78461,79017,57501,469893.0,11004531.0
2009-02-10,79016,79201,76610,77444,48660,460540.0,11004531.0
2009-02-11,76147,79109,74389,78646,68782,467693.0,11004531.0
2009-02-12,79479,80404,78646,79573,88284,473195.0,11004531.0
2009-02-13,80126,83272,79109,82718,97873,491903.0,11004531.0
2009-02-16,82624,82809,80496,81423,27816,484199.0,11004531.0
2009-02-17,82162,82162,78831,79479,30722,472645.0,11004531.0
2009-02-18,79201,82162,77905,80775,40834,480348.0,11004531.0
2009-02-19,81977,82717,78646,80127,21332,476496.0,11004531.0
2009-02-20,80496,83179,77721,83181,50735,494654.0,11004531.0
2009-02-23,83179,85308,81421,83273,67987,495204.0,11004531.0
2009-02-24,82162,84475,81699,83273,38255,495204.0,11004531.0
2009-02-25,85493,85493,81421,82903,29597,493003.0,11004531.0
2009-02-26,81607,83272,80312,82440,26663,490252.0,11004531.0
2009-02-27,82347,83828,80682,83828,21804,498505.0,11004531.0
2009-03-02,84475,84475,80589,82348,14289,489702.0,11004531.0
2009-03-03,81237,83272,77998,83273,18378,495204.0,11004531.0
2009-03-04,82070,82070,78831,79109,68699,470444.0,11004531.0
2009-03-05,80219,80312,76796,79017,59516,469893.0,11004531.0
2009-03-06,76980,79109,76147,79109,59366,470444.0,11004531.0
2009-03-09,79016,79571,76147,77537,127449,461090.0,11004531.0
2009-03-10,77166,80589,76147,80498,97979,478697.0,11004531.0
2009-03-11,80959,88824,79941,88547,154879,526567.0,11004531.0
2009-03-12,87251,90859,86511,88547,69825,526567.0,11004531.0
2009-03-13,89749,96596,89378,92526,193728,550227.0,11004531.0
2009-03-16,92525,97337,92525,94376,258681,561231.0,11004531.0
2009-03-17,96966,97521,94560,96967,130765,576637.0,11004531.0
2009-03-18,98076,99001,96226,98078,38914,583240.0,11004531.0
2009-03-19,98076,100667,97151,99187,218091,589843.0,11004531.0
2009-03-20,96226,101407,96226,101408,43277,603048.0,11004531.0
2009-03-23,103442,106403,101592,105294,38576,626158.0,11004531.0
2009-03-24,106403,106589,100482,101778,52229,605249.0,11004531.0
2009-03-25,104553,104553,98817,104184,59208,619555.0,11004531.0
2009-03-26,103628,103813,100482,100483,56605,597546.0,11004531.0
2009-03-27,100667,104183,100667,102703,69556,610751.0,11004531.0
2009-03-30,103628,103813,100297,102519,32676,609651.0,11004531.0
2009-03-31,101778,103628,99187,102519,56373,609651.0,11004531.0
2009-04-01,101592,103073,99926,102148,84415,607450.0,11004531.0
2009-04-02,103258,105848,103073,104554,65216,621756.0,11004531.0
2009-04-03,106403,106958,103073,106035,47943,630560.0,11004531.0
2009-04-06,109180,110844,104553,104554,38173,621756.0,11004531.0
2009-04-07,104923,105848,103442,103444,46574,615153.0,11004531.0
2009-04-08,102148,106219,101778,105849,35017,629459.0,11004531.0
2009-04-09,106959,112880,106774,112881,63538,671276.0,11004531.0
2009-04-10,112880,114731,109549,110846,38398,659171.0,11004531.0
2009-04-13,111955,119172,110660,115657,173525,687783.0,11004531.0
2009-04-14,117507,121948,115656,119914,168897,713094.0,11004531.0
2009-04-15,116581,124169,116581,122134,283114,726299.0,11004531.0
2009-04-16,125833,132680,124908,129535,302517,770317.0,11004531.0
2009-04-17,131385,135272,124169,134717,120965,801130.0,11004531.0
2009-04-20,133976,133976,126760,128055,69975,761514.0,11004531.0
2009-04-21,124908,131385,123244,130462,62195,775819.0,11004531.0
2009-04-22,130646,147670,130646,138048,303409,820938.0,11004531.0
2009-04-23,139158,146190,139158,142490,65778,847349.0,11004531.0
2009-04-24,144524,148040,136937,140639,118035,836344.0,11004531.0
2009-04-27,141563,143969,134346,141749,80801,842947.0,11004531.0
2009-04-28,139713,141933,133976,139899,63927,831943.0,11004531.0
2009-04-29,137492,144894,134162,142490,119082,847349.0,11004531.0
2009-04-30,142489,149706,142489,149521,84929,889166.0,11004531.0
2009-05-04,151001,156738,148780,153037,74105,910075.0,11004531.0
2009-05-06,154702,154702,146190,146190,90142,869358.0,11004531.0
2009-05-07,150631,151001,141008,145635,109875,866057.0,11004531.0
2009-05-08,145635,148780,142858,147116,34894,874860.0,11004531.0
2009-05-11,148040,148040,144339,146560,31054,871559.0,11004531.0
2009-05-12,146374,146374,140638,142860,77997,849550.0,11004531.0
2009-05-13,144524,155442,142303,154148,96486,916677.0,11004531.0
2009-05-14,151001,166730,150076,157849,154582,938686.0,11004531.0
2009-05-15,159513,165620,153962,156369,74088,929883.0,11004531.0
2009-05-18,155442,156922,151556,153592,57388,913376.0,11004531.0
2009-05-19,157292,157663,151371,153592,53410,913376.0,11004531.0
2009-05-20,152112,159144,147485,159144,191091,946390.0,11004531.0
2009-05-21,156553,159144,153037,155258,75058,923280.0,11004531.0
2009-05-22,155257,163769,151371,159144,156071,946390.0,11004531.0
2009-05-25,161733,168396,155442,160069,101493,951892.0,11004531.0
2009-05-26,161919,170246,159144,162476,143076,966198.0,11004531.0
2009-05-27,165249,169321,160069,164696,123935,979403.0,11004531.0
2009-05-28,164510,164695,153776,162845,101472,968399.0,11004531.0
2009-05-29,161919,164510,157663,160069,37864,951892.0,11004531.0
2009-06-01,160253,163769,158403,159144,58460,946390.0,11004531.0
2009-06-02,162474,162474,150816,152853,179981,908974.0,11004531.0
2009-06-03,154147,154147,141933,144340,271035,858353.0,11004531.0
2009-06-04,143784,151001,142858,145265,150259,863856.0,11004531.0
2009-06-05,147670,149890,143784,146190,70840,869358.0,11004531.0
2009-06-08,145819,149335,144524,144525,53789,859454.0,11004531.0
2009-06-09,145079,148040,141194,144525,44056,859454.0,11004531.0
2009-06-10,146005,148040,143229,147856,77241,879262.0,11004531.0
2009-06-11,146930,149706,144710,144710,47275,860554.0,11004531.0
2009-06-12,145079,146190,140083,142490,113845,847349.0,11004531.0
2009-06-15,141933,141933,136752,139714,121157,830842.0,11004531.0
2009-06-16,136937,141749,136937,141380,74241,840746.0,11004531.0
2009-06-17,139713,143784,137862,143785,68004,855306.0,11007793.0
2009-06-18,144339,146560,143229,144340,69744,858608.0,11007793.0
2009-06-19,141749,143414,139528,141749,54334,843197.0,11007793.0
2009-06-22,124169,130646,121023,121024,1189651,719910.0,11007793.0
2009-06-23,119912,123428,116396,116398,330802,692390.0,11007793.0
2009-06-24,117507,119542,113251,115287,248851,685786.0,11007793.0
2009-06-25,114916,118432,114360,116582,171418,693491.0,11007793.0
2009-06-26,117507,122133,117507,121024,219202,719910.0,11007793.0
2009-06-29,122318,122688,117321,117323,178471,697894.0,11007793.0
2009-06-30,118432,118987,113251,116953,138968,695693.0,11007793.0
2009-07-01,116951,118247,115286,117878,51140,701196.0,11007793.0
2009-07-02,119172,124539,116951,124169,417488,738623.0,11007793.0
2009-07-03,122133,124169,121208,123985,103628,737522.0,11007793.0
2009-07-06,123798,123983,118987,120283,166971,715507.0,11007793.0
2009-07-07,120283,121763,118617,120283,153731,715507.0,11007793.0
2009-07-08,119728,120097,115471,117508,161957,698995.0,11007793.0
2009-07-09,118432,118432,113806,115657,133303,687987.0,11007793.0
2009-07-10,116212,116212,110475,111031,204084,660468.0,11007793.0
2009-07-13,111030,112325,110290,110291,99069,656064.0,11007793.0
2009-07-14,111400,112140,104923,108625,90424,646157.0,11007793.0
2009-07-15,107328,112880,107328,111956,79963,665971.0,11007793.0
2009-07-16,112510,113621,108254,109180,85255,649460.0,11007793.0
2009-07-17,109919,110475,107328,108996,86772,648359.0,11007793.0
2009-07-20,110105,111955,108439,111031,91464,660468.0,11007793.0
2009-07-21,111955,114916,110660,110660,163647,658266.0,11007793.0
2009-07-22,111770,112140,109919,110476,78994,657165.0,11007793.0
2009-07-23,110475,110475,107514,108440,131075,645057.0,11007793.0
2009-07-24,108439,110844,108439,109365,67348,650561.0,11007793.0
2009-07-27,109735,110660,107884,108255,140529,643956.0,11007793.0
2009-07-28,108810,111770,108810,111031,189588,660468.0,11007793.0
2009-07-29,111215,111585,108069,109180,181666,649460.0,11007793.0
2009-07-30,109180,115656,107514,114732,455649,682483.0,11007793.0
2009-07-31,116212,124539,114916,121208,411744,721010.0,11007793.0
2009-08-03,123058,126204,120283,123985,248566,737522.0,11007793.0
2009-08-04,126760,126760,119728,119728,198797,712204.0,11007793.0
2009-08-05,120283,122133,118247,121208,150942,721010.0,11007793.0
2009-08-06,118803,125834,117692,124910,160252,743026.0,11007793.0
2009-08-07,124539,125464,122133,125094,77457,744127.0,11007793.0
2009-08-10,125834,126019,123244,124910,79147,743026.0,11007793.0
2009-08-11,123983,125279,121763,125280,84118,745228.0,11007793.0
2009-08-12,124353,124353,122688,123059,56110,732018.0,11007793.0
2009-08-13,123613,123983,117692,117692,376758,700096.0,11007793.0
2009-08-14,118247,119357,117876,118618,146348,705600.0,11007793.0
2009-08-17,119542,120653,115656,116028,74314,690189.0,11007793.0
2009-08-18,114176,116212,111585,113992,140679,678080.0,11007793.0
2009-08-19,115471,117321,114176,117323,122416,697894.0,11007793.0
2009-08-20,117692,129350,116951,129166,330399,768344.0,11007793.0
2009-08-21,130830,140638,130646,140639,358974,836592.0,11007793.0
2009-08-24,140638,142303,135642,138974,253684,826685.0,11007793.0
2009-08-25,137307,138787,134531,138233,135391,822282.0,11007793.0
2009-08-26,140453,145079,140268,142119,208470,845399.0,11007793.0
2009-08-27,144339,145264,135826,136383,150441,811274.0,11007793.0
2009-08-28,137307,137307,133976,134347,81445,799166.0,11007793.0
2009-08-31,136197,140083,135087,138974,71335,826685.0,11007793.0
2009-09-01,139713,140268,135642,139899,57997,832189.0,11007793.0
2009-09-02,138047,144154,136567,140824,121905,837693.0,11007793.0
2009-09-03,143414,145265,139713,140269,93564,834391.0,11007793.0
2009-09-04,142489,151371,141008,145080,242223,863011.0,11007793.0
2009-09-07,148595,150446,139713,148041,224002,880623.0,11007793.0
2009-09-08,149335,150260,145819,147116,81132,875120.0,11007793.0
2009-09-09,147115,147485,142858,143600,50467,854205.0,11007793.0
2009-09-10,143599,146190,141194,146190,109623,869616.0,11007793.0
2009-09-11,144524,147485,141749,141749,103598,843197.0,11007793.0
2009-09-14,142303,144154,138233,140639,110664,836592.0,11007793.0
2009-09-15,140638,143044,139713,142490,73015,847600.0,11007793.0
2009-09-16,144894,146930,143044,143415,98657,853104.0,11007793.0
2009-09-17,145264,145449,140638,141380,90298,840995.0,11007793.0
2009-09-18,141749,145264,139528,145265,97084,864112.0,11007793.0
2009-09-21,144154,144894,142489,142490,57369,847600.0,11007793.0
2009-09-22,142674,143414,139342,139344,184385,828887.0,11007793.0
2009-09-23,139713,140638,136197,137863,93009,820081.0,11007793.0
2009-09-24,137122,138973,136752,138419,100848,823383.0,11007793.0
2009-09-25,138603,139528,137307,137308,52166,816778.0,11007793.0
2009-09-28,139158,142489,137862,142305,97426,846499.0,11007793.0
2009-09-29,146005,156738,144339,155444,369116,924655.0,11007793.0
2009-09-30,156183,156922,148965,151187,124061,899337.0,11007793.0
2009-10-01,151001,153222,143599,150632,128844,896034.0,11007793.0
2009-10-05,149706,152667,146930,151557,65916,901538.0,11007793.0
2009-10-06,151926,153222,146374,147671,58980,878422.0,11007793.0
2009-10-07,150076,152296,146745,149892,59727,891631.0,11007793.0
2009-10-08,149890,154887,149521,153223,95784,911445.0,11007793.0
2009-10-09,153776,158773,151001,153778,101487,914748.0,11007793.0
2009-10-12,154887,155997,151742,153778,62222,914748.0,11007793.0
2009-10-13,153776,153776,150076,152297,23042,905941.0,11007793.0
2009-10-14,152667,152851,148226,148967,55371,886127.0,11007793.0
2009-10-15,149151,151371,148410,150817,49237,897135.0,11007793.0
2009-10-16,151186,151742,148410,150632,37029,896034.0,11007793.0
2009-10-19,150260,150446,147115,150262,29413,893898.0,11008593.0
2009-10-20,150446,154147,148595,154148,79249,917016.0,11008593.0
2009-10-21,154517,157108,152667,154333,93852,918117.0,11008593.0
2009-10-22,153037,153592,148040,153408,91961,912612.0,11008593.0
2009-10-23,153592,153592,149335,152112,57697,904906.0,11008593.0
2009-10-26,151742,157663,150076,157664,124002,937932.0,11008593.0
2009-10-27,157848,162474,155442,157294,251109,935730.0,11008593.0
2009-10-28,157478,160253,156367,157479,110622,936831.0,11008593.0
2009-10-29,157478,157478,150816,153592,70023,913713.0,11008593.0
2009-10-30,155628,156553,146560,146560,126278,871881.0,11008593.0
2009-11-02,141749,148595,141749,147671,79849,878486.0,11008593.0
2009-11-03,148965,149335,143229,146190,97472,869679.0,11008593.0
2009-11-04,145449,148040,143969,146190,64820,869679.0,11008593.0
2009-11-05,144894,145819,140453,140454,86825,835552.0,11008593.0
2009-11-06,143229,143414,141378,141380,23609,841057.0,11008593.0
2009-11-09,142489,145449,142119,143230,144014,852065.0,11008593.0
2009-11-10,146005,147670,144710,146931,115604,874082.0,11008593.0
2009-11-11,147485,148040,145635,147671,36740,878486.0,11008593.0
2009-11-12,150816,150816,148226,149337,63666,888393.0,11008593.0
2009-11-13,149706,156367,149521,155073,112460,922646.0,11010097.0
2009-11-16,155812,157108,152667,154888,111924,921545.0,11010097.0
2009-11-17,155628,158218,154332,155998,111927,928151.0,11010097.0
2009-11-18,157292,159513,151926,154888,85023,921545.0,11010097.0
2009-11-19,154887,159144,151926,159144,184715,946868.0,11010097.0
2009-11-20,158403,159144,156553,156553,70721,931454.0,11010097.0
2009-11-23,157663,159699,156183,157294,70537,935858.0,11010097.0
2009-11-24,158773,160253,155072,157479,80635,936959.0,11010097.0
2009-11-25,153776,158033,152296,152667,89946,908333.0,11010097.0
2009-11-26,152667,153222,148595,150817,135353,897323.0,11010097.0
2009-11-27,150631,151371,148040,149707,93474,890717.0,11010097.0
2009-11-30,149890,154517,149890,154333,89582,918242.0,11010097.0
2009-12-01,153592,155257,152112,154333,81043,918242.0,11010097.0
2009-12-02,156367,158218,154517,157294,84441,935858.0,11010097.0
2009-12-03,157478,158218,155442,158219,39238,941363.0,11010097.0
2009-12-04,158033,161364,154332,154517,181299,919343.0,11010097.0
2009-12-07,155442,156922,152481,155998,137766,928151.0,11010097.0
2009-12-08,157292,158588,152111,152297,140505,906131.0,11010097.0
2009-12-09,151001,153037,149521,150076,114205,892919.0,11010097.0
2009-12-10,150260,151742,144339,145451,248830,865394.0,11010097.0
2009-12-11,146005,147670,143044,146190,221904,869798.0,11010097.0
2009-12-14,146930,147485,144710,146190,103221,869829.0,11010497.0
2009-12-15,146374,147300,144894,146190,81268,869829.0,11010497.0
2009-12-16,146190,146374,144339,144710,113397,861021.0,11010497.0
2009-12-17,145819,146005,143414,143600,69990,854415.0,11010497.0
2009-12-18,142858,142858,139158,139528,128197,830191.0,11010497.0
2009-12-21,140083,140453,133976,133978,198798,797160.0,11010497.0
2009-12-22,134162,138417,134162,135458,102245,805968.0,11010497.0
2009-12-23,137122,140268,136012,140269,99016,834596.0,11010497.0
2009-12-24,141563,146745,137678,144710,417979,861021.0,11010497.0
2009-12-28,145819,146190,140453,140639,93761,836798.0,11010497.0
2009-12-29,139342,141378,137862,138048,56579,821383.0,11010497.0
2009-12-30,138047,145264,136937,143415,73106,853314.0,11010497.0
2010-01-04,143414,145079,141749,141935,52604,844505.0,11010497.0
2010-01-05,142119,143229,140267,142674,57212,848909.0,11010497.0
2010-01-06,142674,144154,142119,143970,78803,856617.0,11010497.0
2010-01-07,144710,145265,140083,140084,103651,833495.0,11010497.0
2010-01-08,141378,141378,136012,137123,80497,815878.0,11010497.0
2010-01-11,137307,138417,134717,134903,97446,802665.0,11010497.0
2010-01-12,136012,137122,135087,136938,62578,814777.0,11010497.0
2010-01-13,135272,136012,130090,130091,141229,774038.0,11010497.0
2010-01-14,130460,132310,123428,126205,225361,750916.0,11010497.0
2010-01-15,126204,128240,124169,126760,97075,754233.0,11010697.0
2010-01-18,126389,126389,123613,123985,92444,737717.0,11010697.0
2010-01-19,123983,126760,122133,125835,161908,748727.0,11010697.0
2010-01-20,127499,128794,124539,126390,144429,752031.0,11010697.0
2010-01-21,125464,125464,123244,124540,72101,741020.0,11010697.0
2010-01-22,123983,125834,119912,120653,113789,717897.0,11010697.0
2010-01-25,117137,121578,116951,121578,95521,723403.0,11010697.0
2010-01-26,122503,122688,118617,120283,82564,715695.0,11010697.0
2010-01-27,119542,119912,115656,115657,140869,688169.0,11010697.0
2010-01-28,115656,124169,114176,122134,192910,726706.0,11010697.0
2010-01-29,120283,121023,117876,118062,68058,702482.0,11010697.0
2010-02-01,119172,119172,114916,118062,54506,702482.0,11010697.0
2010-02-02,118432,122873,118432,122319,92397,727807.0,11010697.0
2010-02-03,123798,125649,121948,125094,118404,744323.0,11010697.0
2010-02-04,125464,130830,125279,130462,211689,776254.0,11010697.0
2010-02-05,125834,128980,124539,127685,108907,759738.0,11010697.0
2010-02-08,127869,128610,124539,126020,67272,749828.0,11010697.0
2010-02-09,126019,126204,122133,125280,94831,745424.0,11010697.0
2010-02-10,125279,126944,122688,125835,69263,748727.0,11010697.0
2010-02-11,124353,127685,124353,126020,72534,749828.0,11010697.0
2010-02-12,124908,130276,124169,129351,86286,769648.0,11010697.0
2010-02-16,128610,130646,127685,130646,54717,777355.0,11010697.0
2010-02-17,131384,131384,129349,129535,58869,770780.0,11011147.0
2010-02-18,129535,131756,126944,131571,148159,782893.0,11011147.0
2010-02-19,130460,131571,128424,128426,42495,764174.0,11011147.0
2010-02-22,129350,131940,128980,131942,96937,785095.0,11011147.0
2010-02-23,130830,132126,128980,130091,68107,774084.0,11011147.0
2010-02-24,127685,128794,125094,127685,119946,759769.0,11011147.0
2010-02-25,127685,128055,125094,125094,41555,744354.0,11011147.0
2010-02-26,123613,125834,123058,124169,50195,738848.0,11011147.0
2010-03-02,124724,126574,124724,126020,62592,749859.0,11011147.0
2010-03-03,125279,127499,125279,126575,21626,753162.0,11011147.0
2010-03-04,127499,127499,125834,126575,42393,753162.0,11011147.0
2010-03-05,126574,127314,125279,127315,87929,757567.0,11011147.0
2010-03-08,128055,136012,127685,136013,193185,809319.0,11011147.0
2010-03-09,135642,137678,134162,136753,106077,813724.0,11011147.0
2010-03-10,134162,136752,134162,136568,42746,812623.0,11011147.0
2010-03-11,136012,137862,135457,136938,41410,814825.0,11011147.0
2010-03-12,137307,137678,135087,136568,18461,812623.0,11011147.0
2010-03-15,136567,140823,136012,140639,131753,836847.0,11011147.0
2010-03-16,137862,141008,137862,140639,60087,836847.0,11011147.0
2010-03-17,140638,142119,138787,138789,43650,825836.0,11011147.0
2010-03-18,137492,139898,137492,138789,85068,825836.0,11011147.0
2010-03-19,137862,139713,132496,136938,197562,814825.0,11011147.0
2010-03-22,134531,134531,131756,131757,121319,783994.0,11011147.0
2010-03-23,132495,133420,129534,129535,90372,770780.0,11011147.0
2010-03-24,130459,130829,128054,129535,50970,770780.0,11011147.0
2010-03-25,129165,130830,129165,130462,36918,776286.0,11011147.0
2010-03-26,130460,134162,130460,134162,110972,798308.0,11011147.0
2010-03-29,133051,133051,129535,130276,69243,775185.0,11011147.0
2010-03-30,130646,131571,129535,130646,38337,777387.0,11011147.0
2010-03-31,130646,133236,128794,133237,89117,792803.0,11011147.0
2010-04-01,131756,131756,129165,129166,146921,768578.0,11011147.0
2010-04-02,129905,129905,125094,125280,128763,745577.0,11012949.0
2010-04-05,124908,125834,121763,122134,101594,726855.0,11012949.0
2010-04-06,123058,124353,119728,122689,114021,730159.0,11012949.0
2010-04-07,120283,125094,120283,124540,49313,741171.0,11012949.0
2010-04-08,125464,128980,125094,128981,101887,767603.0,11012949.0
2010-04-09,131014,131755,129349,129535,156926,770906.0,11012949.0
2010-04-12,129905,129905,127685,128610,48893,765400.0,11012949.0
2010-04-13,127314,128794,125279,125835,51135,748881.0,11012949.0
2010-04-14,124724,126944,124539,126946,73793,755488.0,11012949.0
2010-04-15,126944,128794,125834,126760,54617,754387.0,11012949.0
2010-04-16,126944,132310,126760,131942,150450,785223.0,11012949.0
2010-04-19,129720,133236,129720,132682,90697,789628.0,11012949.0
2010-04-20,134162,136937,133606,135642,140107,807249.0,11012949.0
2010-04-21,136752,138417,133976,136753,105852,813857.0,11012949.0
2010-04-22,138047,143784,136197,142119,187258,845794.0,11012949.0
2010-04-23,142489,148410,142489,148412,255504,883239.0,11012949.0
2010-04-26,148965,151742,146005,150817,142415,897555.0,11012949.0
2010-04-27,148226,150816,146930,150632,101397,896454.0,11012949.0
2010-04-28,146745,149706,144154,149337,108683,888745.0,11012949.0
2010-04-29,148040,150446,146374,148596,113813,884340.0,11012949.0
2010-04-30,149890,154887,146930,154148,163007,917379.0,11012949.0
2010-05-03,154517,154887,151556,153037,94942,910771.0,11012949.0
2010-05-04,154147,156367,151371,154888,46646,921784.0,11012949.0
2010-05-06,152111,160253,151371,157664,98285,938303.0,11012949.0
2010-05-07,153776,159699,153222,157664,94474,938303.0,11012949.0
2010-05-10,157292,158588,154147,157294,80168,936101.0,11012949.0
2010-05-11,157292,158033,153222,155073,56397,922885.0,11012949.0
2010-05-12,154517,163769,153592,162845,169921,969140.0,11012949.0
2010-05-13,164695,172097,164695,169137,117317,1006584.0,11012949.0
2010-05-14,168765,169136,166176,167101,103293,994469.0,11012949.0
2010-05-17,166176,166915,161919,161920,40404,963633.0,11012949.0
2010-05-18,163955,168211,154887,164696,102993,980152.0,11012949.0
2010-05-19,165620,167471,159328,165621,32614,985659.0,11012949.0
2010-05-20,163215,166545,158403,159144,21582,947114.0,11012949.0
2010-05-24,157292,160069,156183,156553,68729,931695.0,11012949.0
2010-05-25,155257,156553,146745,151187,86087,899758.0,11012949.0
2010-05-26,151371,153962,147670,150817,64594,897555.0,11012949.0
2010-05-27,153222,153222,149890,151742,41659,903062.0,11012949.0
2010-05-28,154887,165249,152296,165251,76623,983456.0,11012949.0
2010-05-31,165249,166176,159883,165991,67655,987862.0,11012949.0
2010-06-01,166176,166176,161179,163401,27974,972443.0,11012949.0
2010-06-03,165990,165990,161549,163215,41337,971342.0,11012949.0
2010-06-04,161549,163215,158958,158960,40135,946012.0,11012949.0
2010-06-07,155442,162289,155257,161920,39375,963633.0,11012949.0
2010-06-08,161734,164324,160438,163030,27240,970241.0,11012949.0
2010-06-09,163769,168211,162844,167287,66674,995571.0,11012949.0
2010-06-10,0,0,0,176910,109839,1052838.0,11012949.0
2010-06-11,173022,174688,158588,168397,301194,1002178.0,11012949.0
2010-06-14,165805,166545,161179,163585,212988,973545.0,11012949.0
2010-06-15,163029,165620,160438,161550,108452,961430.0,11012949.0
2010-06-16,162104,163769,160069,162845,90148,969179.0,11013399.0
2010-06-17,163769,168765,162844,167656,201024,997814.0,11013399.0
2010-06-18,167656,170061,164695,169322,51684,1007726.0,11013399.0
2010-06-21,171912,173947,170431,171172,135031,1018739.0,11013399.0
2010-06-22,170617,178019,168026,176724,131781,1051780.0,11013399.0
2010-06-23,176908,182645,174133,180980,86813,1077110.0,11013399.0
2010-06-24,180979,182274,178758,181351,33196,1079313.0,11013399.0
2010-06-25,181349,185606,179684,183201,90590,1090327.0,11013399.0
2010-06-28,183385,183385,178944,179130,65846,1066097.0,11013399.0
2010-06-29,179499,182090,173577,178574,119678,1062793.0,11013399.0
2010-06-30,175798,182645,174133,182646,73335,1087022.0,11013399.0
2010-07-01,182645,182645,176353,178574,64070,1062793.0,11013399.0
2010-07-02,177463,177463,173762,174874,79364,1040766.0,11013399.0
2010-07-05,174872,178388,172097,172098,26312,1024246.0,11013399.0
2010-07-06,171542,176168,171172,175799,29548,1046273.0,11013399.0
2010-07-07,175798,176723,175242,175799,20748,1046273.0,11013399.0
2010-07-08,175983,177463,173762,173949,43182,1035260.0,11013399.0
2010-07-09,175242,175242,172282,174503,35667,1038564.0,11013399.0
2010-07-12,174503,178944,174133,175983,79041,1047374.0,11013399.0
2010-07-13,176908,178204,173947,174688,46278,1039665.0,11013399.0
2010-07-14,175798,180054,175058,178390,83113,1061692.0,11013399.0
2010-07-15,178388,187271,178388,186902,139001,1112353.0,11013399.0
2010-07-16,190231,202815,187271,196154,116306,1167420.0,11013399.0
2010-07-19,197819,199854,193747,197449,64985,1175130.0,11013399.0
2010-07-20,197449,205776,197449,205037,69494,1220285.0,11013399.0
2010-07-21,206701,207997,200780,205408,51987,1222487.0,11013399.0
2010-07-22,202260,217065,202260,211329,100466,1257730.0,11013399.0
2010-07-23,212808,217434,200595,205592,95570,1223589.0,11013399.0
2010-07-26,205406,208737,197079,207628,33098,1235703.0,11013399.0
2010-07-27,208737,210033,205406,207997,29903,1237906.0,11013399.0
2010-07-28,205776,217434,205776,212809,54753,1266541.0,11013399.0
2010-07-29,212808,223541,212808,219656,76889,1307290.0,11013399.0
2010-07-30,221135,223541,212253,214660,46274,1277554.0,11013399.0
2010-08-02,217990,219100,207627,210033,57287,1250021.0,11013399.0
2010-08-03,210033,212253,205406,210033,59460,1250021.0,11013399.0
2010-08-04,212438,212438,207256,208738,40546,1242311.0,11013399.0
2010-08-05,210588,210958,201335,203556,53731,1211474.0,11013399.0
2010-08-06,204665,208737,202631,206147,33565,1226893.0,11013399.0
