퓨쳐켐(220100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-02-01,13200,13250,12950,13200,10763,75889.0,5749139.0
2019-02-07,13300,13300,12850,13000,9967,74739.0,5749139.0
2019-02-08,12900,13200,12700,13000,3478,74739.0,5749139.0
2019-02-11,12750,13100,12750,12900,5626,74164.0,5749139.0
2019-02-12,12950,13000,12850,12900,2626,74164.0,5749139.0
2019-02-13,12850,12950,12650,12800,8509,73589.0,5749139.0
2019-02-14,12750,13000,12750,12900,6347,74164.0,5749139.0
2019-02-15,12900,13000,12600,12850,5511,73876.0,5749139.0
2019-02-18,12750,12900,12700,12700,7888,73014.0,5749139.0
2019-02-19,12900,12950,12650,12950,12544,74451.0,5749139.0
2019-02-20,13000,13250,12900,13200,27394,75889.0,5749139.0
2019-02-21,13200,13350,13000,13250,11835,76176.0,5749139.0
2019-02-22,13500,13600,13200,13200,13228,75889.0,5749139.0
2019-02-25,13200,13250,12950,13250,16766,76176.0,5749139.0
2019-02-26,13350,13450,13150,13250,14450,76176.0,5749139.0
2019-02-27,13700,13700,13250,13550,17614,77901.0,5749139.0
2019-02-28,13550,14100,13550,13900,56943,79913.0,5749139.0
2019-03-04,13950,14550,13950,14250,51956,81925.0,5749139.0
2019-03-05,14500,14550,14150,14400,26183,82788.0,5749139.0
2019-03-06,14550,14550,14200,14200,13929,81638.0,5749139.0
2019-03-07,14250,14250,13650,13750,16632,79051.0,5749139.0
2019-03-08,13800,13850,13600,13800,4467,79338.0,5749139.0
2019-03-11,13550,13800,13400,13400,158863,77038.0,5749139.0
2019-03-12,13500,15550,13500,14250,282952,81925.0,5749139.0
2019-03-13,14100,15250,14100,14950,97623,85950.0,5749139.0
2019-03-14,14700,15550,14700,15200,48776,87387.0,5749139.0
2019-03-15,15450,15450,14500,15150,64314,87099.0,5749139.0
2019-03-18,15150,15500,14800,15300,30201,87962.0,5749139.0
2019-03-19,15200,15400,14800,14850,21541,85375.0,5749139.0
2019-03-20,14650,15100,14500,14650,29572,84225.0,5749139.0
2019-03-21,14650,14850,14450,14700,164963,84512.0,5749139.0
2019-03-22,14850,14850,14600,14800,10711,85087.0,5749139.0
2019-03-25,14500,14950,14500,14850,25020,85375.0,5749139.0
2019-03-26,15250,15250,14800,14900,15110,85662.0,5749139.0
2019-03-27,15200,15200,14600,14750,14824,84800.0,5749139.0
2019-03-28,15000,15000,14450,14500,9286,83363.0,5749139.0
2019-03-29,14450,14550,13800,14150,25004,81350.0,5749139.0
2019-04-01,14050,14200,13750,14000,8724,80488.0,5749139.0
2019-04-02,13950,14100,13700,13750,10834,79051.0,5749139.0
2019-04-03,13750,14650,13650,14550,18243,83650.0,5749139.0
2019-04-04,14750,14900,14500,14900,10983,85662.0,5749139.0
2019-04-05,14950,15200,14800,15000,12814,86237.0,5749139.0
2019-04-08,15250,15250,14250,14300,27085,82213.0,5749139.0
2019-04-09,14500,14600,14150,14200,13367,81638.0,5749139.0
2019-04-10,14500,14500,14050,14400,13739,82788.0,5749139.0
2019-04-11,14500,14650,14300,14550,13584,83650.0,5749139.0
2019-04-12,14750,14750,14500,14650,9044,84225.0,5749139.0
2019-04-15,14900,14900,14300,14500,18355,83363.0,5749139.0
2019-04-16,14650,14650,13950,14300,9041,82213.0,5749139.0
2019-04-17,14350,14450,14100,14400,5177,82788.0,5749139.0
2019-04-18,14400,14400,14100,14250,2238,81925.0,5749139.0
2019-04-19,14200,14350,13800,14300,11450,82213.0,5749139.0
2019-04-22,14350,14350,13950,14200,15769,81638.0,5749139.0
2019-04-23,13900,14850,13900,14850,21217,85375.0,5749139.0
2019-04-24,14950,15200,14600,14850,43066,85375.0,5749139.0
2019-04-25,14850,15100,14650,14900,18264,85662.0,5749139.0
2019-04-26,14800,14800,14000,14300,11476,82213.0,5749139.0
2019-04-29,14050,14700,14050,14450,152958,83075.0,5749139.0
2019-04-30,14100,16200,14100,16200,197389,93136.0,5749139.0
2019-05-02,16200,16200,15350,15400,102095,88537.0,5749139.0
2019-05-03,15350,16000,15300,15700,252538,90261.0,5749139.0
2019-05-07,15650,16800,15400,15850,57703,91124.0,5749139.0
2019-05-08,15600,15850,15000,15350,25991,88249.0,5749139.0
2019-05-09,15350,15550,14550,14550,26671,83650.0,5749139.0
2019-05-10,14550,15200,14050,14850,31350,85375.0,5749139.0
2019-05-13,15000,15000,14400,14500,7647,83363.0,5749139.0
2019-05-14,14400,15200,14200,14950,22023,85950.0,5749139.0
2019-05-15,14850,15150,14600,15000,14362,86237.0,5749139.0
2019-05-16,15000,15150,14650,14800,11143,85087.0,5749139.0
2019-05-17,14800,15300,13950,14450,12157,83075.0,5749139.0
2019-05-20,14200,14600,13800,13800,23093,79338.0,5749139.0
2019-05-21,13700,14000,13650,13750,10991,79051.0,5749139.0
2019-05-22,14000,14000,13500,13650,20641,78476.0,5749139.0
2019-05-23,13850,13850,13350,13500,7899,77613.0,5749139.0
2019-05-24,13500,13500,13100,13250,9082,76176.0,5749139.0
2019-05-27,13500,13550,13100,13350,6996,76751.0,5749139.0
2019-05-28,13500,13550,13300,13450,6244,77326.0,5749139.0
2019-05-29,13600,13600,12750,13000,10586,74739.0,5749139.0
2019-05-30,13000,13300,12700,13100,7702,75314.0,5749139.0
2019-05-31,13000,13700,13000,13650,11397,78476.0,5749139.0
2019-06-03,13650,14050,13600,14000,10433,80488.0,5749139.0
2019-06-04,14000,14400,14000,14400,24165,82788.0,5749139.0
2019-06-05,14500,14600,14300,14300,6064,82213.0,5749139.0
2019-06-07,14450,14800,14300,14700,30210,84512.0,5749139.0
2019-06-10,14700,14850,14000,14700,35161,84512.0,5749139.0
2019-06-11,14600,14900,14600,14700,10902,84512.0,5749139.0
2019-06-12,14850,14900,14550,14900,9767,85662.0,5749139.0
2019-06-13,14900,15200,14550,15000,38758,86237.0,5749139.0
2019-06-14,15000,15050,14700,15000,8578,86237.0,5749139.0
2019-06-17,15000,15000,14700,15000,8943,86237.0,5749139.0
2019-06-18,14750,14950,14500,14500,12673,83363.0,5749139.0
2019-06-19,14400,14900,14200,14600,11375,83937.0,5749139.0
2019-06-20,14700,16400,14500,14900,139738,85662.0,5749139.0
2019-06-21,15450,15450,14250,14600,39530,83937.0,5749139.0
2019-06-24,14450,14700,14250,14550,4947,83650.0,5749139.0
2019-06-25,14350,14750,14250,14650,5779,84225.0,5749139.0
2019-06-26,14600,14750,14100,14600,5694,83937.0,5749139.0
2019-06-27,14200,15600,14200,14600,68679,83937.0,5749139.0
2019-06-28,14650,14700,13800,14600,39478,83937.0,5749139.0
2019-07-01,14600,14700,14450,14600,5110,83937.0,5749139.0
2019-07-02,14900,14950,14200,14700,16172,84512.0,5749139.0
2019-07-03,14900,14900,14150,14600,11014,83937.0,5749139.0
2019-07-04,14600,14800,14050,14450,23047,83075.0,5749139.0
2019-07-05,14600,14700,14350,14650,11119,84225.0,5749139.0
2019-07-08,14500,14550,14200,14400,17848,82788.0,5749139.0
2019-07-09,14400,14550,14100,14250,20395,81925.0,5749139.0
2019-07-10,14300,14300,13800,14250,8152,81925.0,5749139.0
2019-07-11,14450,14550,14250,14550,25225,83650.0,5749139.0
2019-07-12,14550,14750,14400,14700,20321,84512.0,5749139.0
2019-07-15,14750,14750,14400,14650,16136,84225.0,5749139.0
2019-07-16,14700,14800,14450,14700,14947,84512.0,5749139.0
2019-07-17,14700,14700,14400,14650,4904,84225.0,5749139.0
2019-07-18,14650,14650,14450,14600,6088,83937.0,5749139.0
2019-07-19,14600,14750,14500,14700,7016,84512.0,5749139.0
2019-07-22,14800,14800,14450,14650,25344,84225.0,5749139.0
2019-07-23,14650,14650,14300,14350,16683,82500.0,5749139.0
2019-07-24,14350,14500,14300,14300,40504,82213.0,5749139.0
2019-07-25,14400,14400,13500,13700,26448,78763.0,5749139.0
2019-07-26,13750,13750,13200,13400,18035,77038.0,5749139.0
2019-07-29,13400,13450,12200,12600,24643,72439.0,5749139.0
2019-07-30,13050,13050,12500,12500,10512,71864.0,5749139.0
2019-07-31,11950,13000,11900,12950,11649,74451.0,5749139.0
2019-08-01,12950,13500,12700,13400,8812,77038.0,5749139.0
2019-08-02,13400,13450,12800,13000,3487,74739.0,5749139.0
2019-08-05,13000,13000,12300,12400,3858,71289.0,5749139.0
2019-08-06,11400,12300,11400,12000,17670,68990.0,5749139.0
2019-08-07,12300,12300,11650,12100,12931,69565.0,5749139.0
2019-08-08,12100,12450,12000,12300,6389,70714.0,5749139.0
2019-08-09,12400,13200,12400,12650,3249,72727.0,5749139.0
2019-08-12,12950,13000,12650,12850,1651,73876.0,5749139.0
2019-08-13,13300,13300,12500,12850,4107,73876.0,5749139.0
2019-08-14,12850,13000,12500,12900,6646,74164.0,5749139.0
2019-08-16,13200,13700,12350,12350,23033,71002.0,5749139.0
2019-08-19,12350,12500,12050,12400,7431,71289.0,5749139.0
2019-08-20,12400,12500,11700,12400,17495,71289.0,5749139.0
2019-08-21,12550,12650,12150,12650,7301,72727.0,5749139.0
2019-08-22,12650,12950,12600,12600,5706,72439.0,5749139.0
2019-08-23,13450,14300,12250,12250,192323,70427.0,5749139.0
2019-08-26,11900,12250,11800,12200,15667,70139.0,5749139.0
2019-08-27,12550,12550,11850,12000,10136,68990.0,5749139.0
2019-08-28,11900,12250,11800,12150,6552,69852.0,5749139.0
2019-08-29,12150,12150,11800,12000,6795,68990.0,5749139.0
2019-08-30,12150,12150,11850,12150,9552,69852.0,5749139.0
2019-09-02,12150,12150,11900,12000,3518,68990.0,5749139.0
2019-09-03,12000,12150,11850,12150,7032,69852.0,5749139.0
2019-09-04,12000,12500,11900,12400,10201,71289.0,5749139.0
2019-09-05,12500,12900,12400,12900,23334,74164.0,5749139.0
2019-09-06,12600,13400,12600,13200,15954,75889.0,5749139.0
2019-09-09,13000,13450,13000,13150,8245,75601.0,5749139.0
2019-09-10,13100,13250,12650,13100,6737,75314.0,5749139.0
2019-09-11,13000,13200,12950,13100,5299,75314.0,5749139.0
2019-09-16,13050,13350,13050,13200,3330,75889.0,5749139.0
2019-09-17,13200,13400,12950,13350,6973,76751.0,5749139.0
2019-09-18,13400,13400,13050,13150,4452,75601.0,5749139.0
2019-09-19,13400,13400,13100,13100,4914,75314.0,5749139.0
2019-09-20,13350,13350,12800,13000,8740,74739.0,5749139.0
2019-09-23,12900,12950,12750,12900,3713,74164.0,5749139.0
2019-09-24,12900,13050,12600,12900,10950,74164.0,5749139.0
2019-09-25,13000,13000,12700,12850,1313,73876.0,5749139.0
2019-09-26,13300,13350,12600,12750,5828,73302.0,5749139.0
2019-09-27,12750,12750,12550,12700,7281,73014.0,5749139.0
2019-09-30,12700,12950,12700,12900,4412,74164.0,5749139.0
2019-10-01,12900,12950,12500,12950,7570,74451.0,5749139.0
2019-10-02,12650,12950,12650,12950,1614,74451.0,5749139.0
2019-10-04,13000,13000,12550,12600,5332,72439.0,5749139.0
2019-10-07,12600,12650,12300,12300,7189,70714.0,5749139.0
