퓨쳐켐(220100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-02-24,20500,20500,20500,20500,36,52664.0,2569000.0
2016-02-25,21900,21900,19000,20000,62,51380.0,2569000.0
2016-02-26,22000,22000,22000,22000,1,56518.0,2569000.0
2016-02-29,23500,23500,23500,23500,12,60372.0,2569000.0
2016-03-02,23500,23500,20000,20000,288,51380.0,2569000.0
2016-03-03,21500,21500,17000,17000,303,43673.0,2569000.0
2016-03-04,19000,19550,17000,19500,426,50096.0,2569000.0
2016-03-07,22000,22000,17000,19000,152,48811.0,2569000.0
2016-03-08,21000,21000,17000,21000,304,53949.0,2569000.0
2016-03-09,21000,21000,20500,20500,3,52664.0,2569000.0
2016-03-10,22000,22000,22000,22000,1,,
2016-03-11,25000,25000,25000,25000,2,64225.0,2569000.0
2016-03-14,26700,26700,25000,25000,1001,64225.0,2569000.0
2016-03-15,24000,24000,24000,24000,100,61656.0,2569000.0
2016-03-16,26000,26000,20400,22550,1102,57931.0,2569000.0
2016-03-17,23000,23900,19200,21000,2509,53949.0,2569000.0
2016-03-18,24000,24000,18500,23000,314,59087.0,2569000.0
2016-03-21,22400,24000,19550,24000,2144,61656.0,2569000.0
2016-03-22,22400,22400,22400,22400,100,57546.0,2569000.0
2016-03-23,21950,21950,21950,21950,5,56390.0,2569000.0
2016-03-24,21950,21950,18700,18700,202,48040.0,2569000.0
2016-03-25,21000,21000,19000,21000,1422,53949.0,2569000.0
2016-03-28,24000,24000,19000,21750,2922,55876.0,2569000.0
2016-03-29,22450,22450,19000,21950,72,56390.0,2569000.0
2016-03-30,19000,21950,19000,21950,39,56390.0,2569000.0
2016-03-31,19400,22450,19000,22450,1867,57674.0,2569000.0
2016-04-01,22900,22900,19100,19100,12058,49068.0,2569000.0
2016-04-04,21300,21500,21000,21500,234,55234.0,2569000.0
2016-04-05,20900,21300,19000,21300,631,54720.0,2569000.0
2016-04-06,23900,23900,19000,21950,805,56390.0,2569000.0
2016-04-07,20000,21450,20000,21450,429,55105.0,2569000.0
2016-04-08,19100,21000,19000,21000,557,53949.0,2569000.0
2016-04-11,20000,21000,20000,21000,4,53949.0,2569000.0
2016-04-12,19000,21450,19000,21000,877,53949.0,2569000.0
2016-04-14,21000,21000,21000,21000,5,53949.0,2569000.0
2016-04-15,21000,21000,19000,21000,766,53949.0,2569000.0
2016-04-18,20400,20900,19000,19000,107,48811.0,2569000.0
2016-04-19,21850,21850,19000,19000,841,48811.0,2569000.0
2016-04-20,19000,21450,19000,21450,36,55105.0,2569000.0
2016-04-21,21450,21450,19000,21250,933,54591.0,2569000.0
2016-04-22,21000,21000,19000,19000,2045,48811.0,2569000.0
2016-04-25,21000,21000,19000,20000,156,51380.0,2569000.0
2016-04-26,19500,21950,19500,21000,1402,53949.0,2569000.0
2016-04-27,21000,21000,19400,20400,145,52408.0,2569000.0
2016-04-28,19050,20400,19000,20400,826,52408.0,2569000.0
2016-04-29,20000,20400,19000,20000,647,51380.0,2569000.0
2016-05-02,21500,21500,20500,20500,20,52664.0,2569000.0
2016-05-03,18500,21000,18500,19050,40,48939.0,2569000.0
2016-05-04,20200,20900,18500,20550,3445,52793.0,2569000.0
2016-05-09,18500,20500,18500,19000,338,48811.0,2569000.0
2016-05-10,18700,20000,18700,20000,31,51380.0,2569000.0
2016-05-11,18700,20000,18700,19100,372,49068.0,2569000.0
2016-05-12,19300,21000,18800,21000,453,53949.0,2569000.0
2016-05-13,19300,20900,19000,20900,1141,53692.0,2569000.0
2016-05-16,19000,20950,19000,20950,1381,53821.0,2569000.0
2016-05-17,20350,20500,20000,20500,110,52664.0,2569000.0
2016-05-18,19200,20400,19000,20400,2899,52408.0,2569000.0
2016-05-19,19300,20200,19300,20200,31,51894.0,2569000.0
2016-05-20,20000,20200,19700,20200,1602,51894.0,2569000.0
2016-05-23,19200,20500,19100,20200,435,51894.0,2569000.0
2016-05-24,19300,21500,19300,21000,432,53949.0,2569000.0
2016-05-25,20000,20500,19500,20000,255,51380.0,2569000.0
2016-05-26,19500,20000,19350,20000,1660,51380.0,2569000.0
2016-05-27,19400,20000,19400,19900,117,51123.0,2569000.0
2016-05-30,22850,22850,19000,19900,24,51123.0,2569000.0
2016-05-31,22850,22850,19300,19500,1593,50096.0,2569000.0
2016-06-01,20000,20000,19500,19850,375,50995.0,2569000.0
2016-06-02,19400,19900,19400,19900,9,51123.0,2569000.0
2016-06-03,19950,20250,19350,20250,201,52022.0,2569000.0
2016-06-07,19950,20250,19500,19950,815,51252.0,2569000.0
2016-06-08,19950,22900,19500,21000,1848,53949.0,2569000.0
2016-06-09,20000,21850,19400,21850,2523,56133.0,2569000.0
2016-06-10,20050,22000,20050,21850,848,56133.0,2569000.0
2016-06-13,22900,22900,21500,22000,140,56518.0,2569000.0
2016-06-14,20500,23650,20500,21100,5577,54206.0,2569000.0
2016-06-15,23000,23000,22000,22850,424,58702.0,2569000.0
2016-06-16,23450,23500,22900,23500,217,60372.0,2569000.0
2016-06-17,24500,24500,22000,23400,570,60115.0,2569000.0
2016-06-20,23950,23950,21550,23950,625,61528.0,2569000.0
2016-06-21,24450,24450,22000,23000,2031,59087.0,2569000.0
2016-06-22,24450,24450,22100,22500,849,57802.0,2569000.0
2016-06-23,23950,24500,22550,23800,3203,61142.0,2569000.0
2016-06-24,23800,25000,22000,24800,1539,63711.0,2569000.0
2016-06-27,24850,25000,24400,25000,1896,64503.0,2580111.0
2016-06-28,25100,26000,24700,25800,1715,66567.0,2580111.0
2016-06-29,24900,26000,24800,25900,272,66825.0,2580111.0
2016-06-30,26500,26500,24500,25800,817,66567.0,2580111.0
2016-07-01,25800,25800,25000,25700,1412,66309.0,2580111.0
2016-07-04,26000,26000,24500,26000,2195,67083.0,2580111.0
2016-07-05,25050,26000,24600,26000,1312,67083.0,2580111.0
2016-07-06,24500,26000,24500,25900,13,66825.0,2580111.0
2016-07-07,26000,26000,25000,25900,22,66825.0,2580111.0
2016-07-08,25900,26000,25500,26000,1687,67083.0,2580111.0
2016-07-11,25900,25900,25800,25800,13,66567.0,2580111.0
2016-07-12,25800,26450,25000,26000,354,67083.0,2580111.0
2016-07-13,26000,26350,26000,26200,121,67599.0,2580111.0
2016-07-14,26300,26300,26000,26300,1216,71364.0,2713445.0
2016-07-15,26000,26200,26000,26100,5411,70821.0,2713445.0
2016-07-18,26100,26100,25350,26100,379,70821.0,2713445.0
2016-07-19,26000,27000,26000,27000,1100,73263.0,2713445.0
2016-07-20,26100,27000,26100,27000,1405,73263.0,2713445.0
2016-07-21,26050,28000,26050,28000,1165,75976.0,2713445.0
2016-07-22,28000,28000,28000,28000,901,75976.0,2713445.0
2016-07-25,28100,28200,27000,28200,1698,76519.0,2713445.0
2016-07-26,28200,31000,28200,31000,2418,84117.0,2713445.0
2016-07-27,31000,31900,30500,31900,3018,86559.0,2713445.0
2016-07-28,31900,36650,31900,36650,9705,99448.0,2713445.0
2016-07-29,37000,37000,35950,36000,4992,97684.0,2713445.0
2016-08-01,35200,36000,35200,36000,559,97684.0,2713445.0
2016-08-02,35000,35500,35000,35500,26,96327.0,2713445.0
2016-08-03,35500,35500,35450,35500,256,96327.0,2713445.0
2016-08-04,35450,35450,35450,35450,6,96192.0,2713445.0
2016-08-05,35450,35450,35400,35400,282,96056.0,2713445.0
2016-08-08,34000,34050,34000,34000,272,92257.0,2713445.0
2016-08-09,34500,34500,30000,34200,2603,92800.0,2713445.0
2016-08-10,34900,34900,34000,34200,153,92800.0,2713445.0
2016-08-11,34900,34900,32200,34000,921,92257.0,2713445.0
2016-08-12,34000,34800,32650,34400,1090,93343.0,2713445.0
2016-08-16,33050,34000,32550,34000,207,92257.0,2713445.0
2016-08-17,33500,33500,32000,32000,2152,86830.0,2713445.0
2016-08-18,33450,33450,29500,31900,2415,86559.0,2713445.0
2016-08-19,32000,33450,31000,33350,287,90493.0,2713445.0
2016-08-22,32950,32950,32950,32950,1,89408.0,2713445.0
2016-08-23,33450,33450,30000,33200,472,90086.0,2713445.0
2016-08-24,33100,33100,30200,31500,392,85474.0,2713445.0
2016-08-25,33300,33300,30800,32000,53,86830.0,2713445.0
2016-08-26,33250,33250,30100,32000,1107,133764.0,4180139.0
2016-08-29,31000,32300,30000,32300,251,135018.0,4180139.0
2016-08-30,30000,33500,30000,33500,101,140035.0,4180139.0
2016-08-31,30000,32900,30000,32000,1620,133764.0,4180139.0
2016-09-01,32400,32400,32400,32400,200,135437.0,4180139.0
2016-09-02,32000,32000,29000,29100,454,121642.0,4180139.0
2016-09-05,30500,31000,30500,30500,566,127494.0,4180139.0
2016-09-06,31200,31200,29100,30500,945,127494.0,4180139.0
2016-09-07,31900,31900,31900,31900,1,133346.0,4180139.0
2016-09-08,31850,32950,31800,32950,256,137736.0,4180139.0
2016-09-09,30050,31500,29600,31450,148,131465.0,4180139.0
2016-09-12,30900,30950,29800,30500,500,127494.0,4180139.0
2016-09-13,31900,31900,31900,31900,16,133346.0,4180139.0
2016-09-19,31000,31050,30000,30000,527,125404.0,4180139.0
2016-09-20,29150,30500,28700,30500,563,127494.0,4180139.0
2016-09-21,30300,30300,29000,30000,171,125404.0,4180139.0
2016-09-22,29000,29500,28900,28900,171,120806.0,4180139.0
2016-09-23,30000,30000,29000,29500,275,123314.0,4180139.0
2016-09-26,29950,29950,29900,29900,4,124986.0,4180139.0
2016-09-27,29000,29500,29000,29500,141,123314.0,4180139.0
2016-09-28,30500,30500,30500,30500,1,127494.0,4180139.0
2016-09-29,30200,30200,29000,29850,1272,124777.0,4180139.0
2016-09-30,29900,29900,28500,29350,180,122687.0,4180139.0
2016-10-04,29350,29350,28650,28900,343,120806.0,4180139.0
2016-10-05,28000,28900,27500,28450,487,118925.0,4180139.0
2016-10-06,30000,30000,28000,28950,103,121015.0,4180139.0
2016-10-07,29950,29950,27950,28650,614,119761.0,4180139.0
2016-10-10,28600,28600,27000,27500,812,114954.0,4180139.0
2016-10-11,28000,28000,27000,28000,22,117044.0,4180139.0
2016-10-12,31000,31000,27050,27050,177,113073.0,4180139.0
2016-10-13,27000,28050,27000,27900,103,116626.0,4180139.0
2016-10-14,28350,28400,28050,28250,438,118089.0,4180139.0
2016-10-17,28250,29000,26950,28000,1277,117044.0,4180139.0
2016-10-18,27800,27800,27800,27800,3,116208.0,4180139.0
2016-10-19,27500,28000,27500,28000,902,117044.0,4180139.0
2016-10-20,29950,29950,27050,27500,294,114954.0,4180139.0
2016-10-21,29800,29800,27200,27300,611,114118.0,4180139.0
2016-10-24,27300,27850,27300,27700,381,115790.0,4180139.0
2016-10-25,28000,28000,26950,26950,290,112655.0,4180139.0
2016-10-26,28000,28000,27000,27000,11,112864.0,4180139.0
2016-10-27,28300,28300,26500,26500,252,110774.0,4180139.0
2016-10-28,29950,29950,26750,26750,334,111819.0,4180139.0
2016-10-31,27850,27850,26750,27000,205,112864.0,4180139.0
2016-11-01,28450,28450,26000,27350,234,114327.0,4180139.0
2016-11-02,26950,26950,26950,26950,1,112655.0,4180139.0
2016-11-03,26950,27000,26950,26950,66,112655.0,4180139.0
2016-11-04,27000,27000,26950,26950,5,112655.0,4180139.0
2016-11-07,27950,27950,27550,27550,316,115163.0,4180139.0
2016-11-08,27000,27000,26500,26500,834,110774.0,4180139.0
2016-11-09,27600,27600,26500,27000,201,112864.0,4180139.0
2016-11-10,27000,27000,27000,27000,1,112864.0,4180139.0
2016-11-11,27000,27000,26700,26950,123,112655.0,4180139.0
2016-11-14,26200,26850,26200,26850,101,112237.0,4180139.0
2016-11-15,26800,26850,26500,26850,625,112237.0,4180139.0
2016-11-16,26900,26900,26800,26800,2,112028.0,4180139.0
2016-11-17,28500,28500,26000,27000,5076,112864.0,4180139.0
2016-11-18,26500,26500,23000,24000,346,100323.0,4180139.0
2016-11-21,24000,26500,20400,20400,3158,85275.0,4180139.0
2016-11-22,17400,21850,17350,18900,6290,79005.0,4180139.0
2016-11-23,18800,18800,18000,18000,38,75243.0,4180139.0
2016-11-24,18100,19700,17950,18000,2695,75243.0,4180139.0
2016-11-25,17950,17950,17950,17950,540,75033.0,4180139.0
2016-11-28,17500,17500,17450,17450,246,72943.0,4180139.0
2016-11-29,18500,18500,17000,18100,1218,75661.0,4180139.0
2016-11-30,18400,18450,18100,18350,807,76706.0,4180139.0
2016-12-01,15750,15750,11050,11050,1748790,62125.0,5622139.0
2016-12-02,10800,10950,9860,9900,936723,55659.0,5622139.0
2016-12-05,10100,11050,9910,9910,793304,55715.0,5622139.0
2016-12-06,9940,10450,9390,10150,485660,57065.0,5622139.0
2016-12-07,10100,10200,9300,9300,306331,52286.0,5622139.0
2016-12-08,8990,9290,8910,9050,230063,50880.0,5622139.0
2016-12-09,9140,9390,9020,9060,121381,50937.0,5622139.0
2016-12-12,9250,9720,9090,9610,138793,54029.0,5622139.0
2016-12-13,9610,10200,9370,10000,214298,56221.0,5622139.0
2016-12-14,10850,11650,10200,10200,642685,57346.0,5622139.0
2016-12-15,10400,10650,10150,10300,110200,57908.0,5622139.0
2016-12-16,10350,10600,10200,10250,102705,57627.0,5622139.0
2016-12-19,10150,10400,10000,10100,69635,56784.0,5622139.0
2016-12-20,10150,10300,9810,9900,55098,55659.0,5622139.0
2016-12-21,9960,9980,9450,9490,98610,53354.0,5622139.0
2016-12-22,9500,9580,9150,9200,89462,51724.0,5622139.0
2016-12-23,9300,9420,9160,9190,43400,51667.0,5622139.0
2016-12-26,9190,9450,9190,9250,32351,52005.0,5622139.0
2016-12-27,9370,9370,9170,9240,25710,51949.0,5622139.0
2016-12-28,9200,9540,9200,9520,37125,53523.0,5622139.0
2016-12-29,9500,9600,9350,9430,15325,53017.0,5622139.0
2017-01-02,9720,9720,9370,9390,20054,52792.0,5622139.0
2017-01-03,9530,9530,9210,9340,26533,52511.0,5622139.0
2017-01-04,9400,9440,9270,9410,14720,52904.0,5622139.0
2017-01-05,9370,9790,9370,9670,59315,54366.0,5622139.0
2017-01-06,9800,10350,9730,10150,117911,57065.0,5622139.0
2017-01-09,10300,10350,9710,9720,74680,54647.0,5622139.0
2017-01-10,9870,9870,9570,9630,42625,54141.0,5622139.0
2017-01-11,9640,9790,9580,9660,34216,54310.0,5622139.0
2017-01-12,9660,9850,9500,9600,14960,53973.0,5622139.0
2017-01-13,9600,9850,9560,9690,22502,54479.0,5622139.0
2017-01-16,9790,9790,9600,9640,12217,54197.0,5622139.0
2017-01-17,9470,9740,9270,9490,54144,53354.0,5622139.0
2017-01-18,9490,9590,9340,9400,12651,52848.0,5622139.0
2017-01-19,9530,9530,9320,9380,10485,52736.0,5622139.0
2017-01-20,9400,9420,9200,9250,23726,52005.0,5622139.0
2017-01-23,9200,9300,9170,9240,15099,51949.0,5622139.0
2017-01-24,9060,9480,9060,9300,37640,52286.0,5622139.0
2017-01-25,9210,9430,9120,9250,12659,52005.0,5622139.0
2017-01-26,9110,9390,9110,9290,30984,52230.0,5622139.0
2017-01-31,9290,9300,9150,9290,8223,52230.0,5622139.0
2017-02-01,9220,9400,9150,9330,11151,52455.0,5622139.0
2017-02-02,9380,9380,9050,9150,17779,51443.0,5622139.0
2017-02-03,9110,9170,9080,9090,12625,51105.0,5622139.0
2017-02-06,9090,9280,9090,9160,4977,51499.0,5622139.0
2017-02-07,9160,9190,9100,9190,2989,51667.0,5622139.0
2017-02-08,9290,9290,9130,9200,8071,51724.0,5622139.0
2017-02-09,9200,9200,9060,9090,8572,51105.0,5622139.0
2017-02-10,9090,9150,8890,8940,27048,50262.0,5622139.0
2017-02-13,9080,9180,8940,9060,29783,50937.0,5622139.0
2017-02-14,8930,9200,8930,9030,8949,50768.0,5622139.0
2017-02-15,8950,9290,8950,9170,25154,51555.0,5622139.0
2017-02-16,9270,9290,9100,9160,4685,51499.0,5622139.0
2017-02-17,9100,9260,9090,9190,6679,51667.0,5622139.0
2017-02-20,9280,9280,9110,9130,11050,51330.0,5622139.0
2017-02-21,9040,9340,9020,9290,23274,52230.0,5622139.0
2017-02-22,9390,9390,9200,9220,8834,51836.0,5622139.0
2017-02-23,9260,9260,9070,9240,8197,51949.0,5622139.0
2017-02-24,9240,9240,9120,9200,7552,51724.0,5622139.0
2017-02-27,9200,9200,9090,9090,6740,51105.0,5622139.0
2017-02-28,9030,9190,9030,9060,3109,50937.0,5622139.0
2017-03-02,9190,9190,8850,8880,23051,49925.0,5622139.0
2017-03-03,8800,8990,8640,8660,12903,48688.0,5622139.0
2017-03-06,8520,8640,8270,8310,25287,46720.0,5622139.0
2017-03-07,8430,8520,8270,8350,10010,46945.0,5622139.0
2017-03-08,8350,8550,8280,8490,5837,47732.0,5622139.0
2017-03-09,8350,8490,8300,8310,7033,46720.0,5622139.0
2017-03-10,8350,8450,8260,8370,10071,47057.0,5622139.0
2017-03-13,8470,8500,8330,8410,3734,47282.0,5622139.0
2017-03-14,8520,8590,8340,8500,6274,47788.0,5622139.0
2017-03-15,8600,8620,8300,8400,7382,47226.0,5622139.0
2017-03-16,8300,8470,8250,8330,6348,46832.0,5622139.0
2017-03-17,8270,8500,8240,8410,7326,47282.0,5622139.0
2017-03-20,8570,8570,8310,8440,13462,47451.0,5622139.0
2017-03-21,8550,8550,8370,8420,5723,47338.0,5622139.0
2017-03-22,8420,8520,8320,8410,9246,47282.0,5622139.0
2017-03-23,8450,8450,8220,8380,9885,47114.0,5622139.0
2017-03-24,8440,8440,8140,8240,9722,46326.0,5622139.0
2017-03-27,8200,8260,7900,7910,25678,44471.0,5622139.0
2017-03-28,7910,8010,7870,7960,15038,44752.0,5622139.0
2017-03-29,7960,8020,7900,7940,5923,44640.0,5622139.0
2017-03-30,8030,8030,7730,7850,16044,44134.0,5622139.0
2017-03-31,7850,8000,7820,8000,4453,44977.0,5622139.0
2017-04-03,8000,8090,7900,8030,13688,45146.0,5622139.0
2017-04-04,7930,8220,7930,7990,14033,44921.0,5622139.0
2017-04-05,7980,8380,7930,8210,14488,46158.0,5622139.0
2017-04-06,8270,8270,8120,8140,6482,45764.0,5622139.0
2017-04-07,8180,9400,8160,8500,181002,47788.0,5622139.0
2017-04-10,8540,8540,8100,8300,31945,46664.0,5622139.0
2017-04-11,8230,8410,8050,8150,21542,45820.0,5622139.0
2017-04-12,8070,8250,8040,8150,5787,45820.0,5622139.0
2017-04-13,8120,8440,8120,8230,6862,46270.0,5622139.0
2017-04-14,8260,9070,8210,8750,71009,49194.0,5622139.0
2017-04-17,8870,8900,8500,8650,25510,48632.0,5622139.0
2017-04-18,8750,8900,8610,8710,7792,48969.0,5622139.0
2017-04-19,8710,8770,8640,8690,7534,48856.0,5622139.0
2017-04-20,8690,8870,8610,8690,9695,48856.0,5622139.0
2017-04-21,8690,8710,8560,8600,11327,48350.0,5622139.0
2017-04-24,8590,8640,8390,8390,18466,47170.0,5622139.0
2017-04-25,8380,8600,8350,8350,5677,46945.0,5622139.0
2017-04-26,8350,8530,8340,8390,4926,47170.0,5622139.0
2017-04-27,8530,8530,8400,8410,3230,47282.0,5622139.0
2017-04-28,8600,8600,8370,8400,4004,47226.0,5622139.0
2017-05-02,8400,8580,8400,8480,4590,47676.0,5622139.0
2017-05-04,8600,8650,8490,8540,4994,48013.0,5622139.0
2017-05-08,8490,9050,8490,8790,42195,49419.0,5622139.0
2017-05-10,8750,9350,8660,9240,109648,51949.0,5622139.0
2017-05-11,9240,9240,8920,8970,31645,50431.0,5622139.0
