인터파크(108790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-24,9100,9310,9020,9290,35623,307673.0,33118680.0
2017-10-25,9290,9900,9290,9740,240163,322576.0,33118680.0
2017-10-26,9900,9900,9500,9800,107341,324563.0,33118680.0
2017-10-27,9760,9820,9610,9750,86258,322907.0,33118680.0
2017-10-30,9840,9900,9320,9360,137474,309991.0,33118680.0
2017-10-31,9350,9470,9250,9330,148600,308997.0,33118680.0
2017-11-01,9390,9390,9110,9200,146032,304692.0,33118680.0
2017-11-02,9170,9250,9080,9230,71254,305685.0,33118680.0
2017-11-03,9230,9230,9100,9130,76996,302374.0,33118680.0
2017-11-06,9150,9410,9100,9390,102896,310984.0,33118680.0
2017-11-07,9400,9620,9350,9430,104222,312309.0,33118680.0
2017-11-08,9430,9550,9370,9490,59675,314296.0,33118680.0
2017-11-09,9410,9570,9330,9540,81777,315952.0,33118680.0
2017-11-10,9480,9500,9160,9250,140189,306348.0,33118680.0
2017-11-13,9240,9330,9040,9320,135933,308666.0,33118680.0
2017-11-14,9320,9730,9230,9630,209188,318933.0,33118680.0
2017-11-15,9600,9880,9560,9690,153687,320920.0,33118680.0
2017-11-16,9580,9770,9520,9540,61618,315952.0,33118680.0
2017-11-17,9560,9750,9300,9330,85647,308997.0,33118680.0
2017-11-20,9320,9450,9300,9380,68236,310653.0,33118680.0
2017-11-21,9380,9390,9130,9170,108534,303698.0,33118680.0
2017-11-22,9150,9270,9130,9270,77458,307010.0,33118680.0
2017-11-23,9280,9340,9200,9340,66225,309328.0,33118680.0
2017-11-24,9330,9340,9220,9260,40711,306679.0,33118680.0
2017-11-27,9270,9380,9230,9330,102179,308997.0,33118680.0
2017-11-28,9540,9540,9170,9260,95205,306679.0,33118680.0
2017-11-29,9260,9450,9240,9380,83047,310653.0,33118680.0
2017-11-30,9360,9440,9230,9230,69724,305685.0,33118680.0
2017-12-01,9360,9690,9140,9630,196113,318933.0,33118680.0
2017-12-04,9690,9750,9400,9490,163421,314296.0,33118680.0
2017-12-05,9500,10400,9460,10400,685506,344434.0,33118680.0
2017-12-06,10500,10600,10200,10400,374170,344446.0,33119780.0
2017-12-07,10350,10350,9810,9940,307260,329211.0,33119780.0
2017-12-08,10050,10400,9900,9900,231598,327886.0,33119780.0
2017-12-11,9920,10100,9640,10100,132448,334510.0,33119780.0
2017-12-12,10050,10100,9700,9750,139070,322918.0,33119780.0
2017-12-13,9740,9950,9740,9870,57338,326892.0,33119780.0
2017-12-14,9900,10100,9780,9790,130047,324243.0,33119780.0
2017-12-15,9800,9900,9510,9530,169600,315632.0,33119780.0
2017-12-18,9500,9640,9420,9460,77018,313313.0,33119780.0
2017-12-19,9540,9540,9200,9450,130247,312982.0,33119780.0
2017-12-20,9450,9480,9210,9230,79411,305696.0,33119780.0
2017-12-21,9270,9420,9190,9210,53454,305033.0,33119780.0
2017-12-22,9210,9310,9030,9120,129765,302052.0,33119780.0
2017-12-26,9090,9410,9090,9380,65290,310664.0,33119780.0
2017-12-27,9320,9320,9110,9260,71690,306689.0,33119780.0
2017-12-28,9300,9350,9200,9310,49814,308345.0,33119780.0
2018-01-02,9330,9480,9210,9420,58770,311988.0,33119780.0
2018-01-03,9390,9390,9200,9270,124653,307020.0,33119780.0
2018-01-04,9250,9260,9060,9060,146773,300065.0,33119780.0
2018-01-05,9150,9150,8920,9000,193741,298078.0,33119780.0
2018-01-08,8980,8980,8750,8780,155082,290792.0,33119780.0
2018-01-09,8840,8840,8640,8670,136582,287148.0,33119780.0
2018-01-10,8760,8800,8620,8800,88435,291454.0,33119780.0
2018-01-11,8800,9040,8770,8930,103174,295760.0,33119780.0
2018-01-12,8930,8930,8740,8800,103855,291454.0,33119780.0
2018-01-15,8800,8950,8720,8930,69133,295760.0,33119780.0
2018-01-16,8840,9100,8840,9070,81580,300396.0,33119780.0
2018-01-17,9090,9210,9010,9190,105684,304371.0,33119780.0
2018-01-18,9320,9320,9070,9200,71689,304702.0,33119780.0
2018-01-19,9240,9490,9220,9430,199589,312320.0,33119780.0
2018-01-22,9500,9660,9430,9580,157586,317287.0,33119780.0
2018-01-23,9550,9790,9450,9680,215759,320599.0,33119780.0
2018-01-24,9740,9740,9460,9580,106370,317287.0,33119780.0
2018-01-25,9620,9780,9500,9750,85408,322918.0,33119780.0
2018-01-26,9700,9770,9580,9710,83044,321593.0,33119780.0
2018-01-29,9710,9910,9630,9650,148253,319606.0,33119780.0
2018-01-30,9610,9660,9470,9470,123406,313644.0,33119780.0
2018-01-31,9360,9570,9340,9540,72815,315963.0,33119780.0
2018-02-01,9540,10350,9540,10300,512341,341134.0,33119780.0
2018-02-02,10400,10400,9960,10100,316104,334510.0,33119780.0
2018-02-05,9900,9990,9710,9720,162068,321924.0,33119780.0
2018-02-06,9200,9630,9200,9630,173877,318943.0,33119780.0
2018-02-07,9630,10450,9630,9870,428611,326892.0,33119780.0
2018-02-08,10000,10450,9950,10350,399446,342790.0,33119780.0
2018-02-09,10050,10300,9700,9980,220974,330535.0,33119780.0
2018-02-12,9980,10150,9800,9900,98332,327886.0,33119780.0
2018-02-13,9980,9980,9550,9550,144054,316294.0,33119780.0
2018-02-14,9570,9640,9180,9520,155415,315300.0,33119780.0
2018-02-19,9540,9680,9350,9680,101597,320599.0,33119780.0
2018-02-20,9620,9770,9390,9420,99846,311988.0,33119780.0
2018-02-21,9430,9620,9420,9570,69246,316956.0,33119780.0
2018-02-22,9570,9590,9410,9440,50460,312651.0,33119780.0
2018-02-23,9450,9660,9450,9630,71713,318943.0,33119780.0
2018-02-26,9680,10100,9680,9980,209768,330535.0,33119780.0
2018-02-27,10050,10100,9730,9850,135748,326230.0,33119780.0
2018-02-28,9970,10800,9970,10350,1304026,342790.0,33119780.0
2018-03-02,10300,10300,9970,10300,294243,341134.0,33119780.0
2018-03-05,10350,10650,10200,10200,399589,337822.0,33119780.0
2018-03-06,10250,10400,10000,10250,139619,339478.0,33119780.0
2018-03-07,10300,10300,9910,9910,194734,328217.0,33119780.0
2018-03-08,10000,10600,9600,10450,573944,346186.0,33127880.0
2018-03-09,10000,10050,9800,9800,893640,324653.0,33127880.0
2018-03-12,9860,9860,9660,9700,238826,321340.0,33127880.0
2018-03-13,9690,9690,9510,9520,196230,315377.0,33127880.0
2018-03-14,9480,9570,9400,9530,132228,315709.0,33127880.0
2018-03-15,9520,9550,9370,9440,122776,312727.0,33127880.0
2018-03-16,9400,9490,9390,9450,84631,313058.0,33127880.0
2018-03-19,9450,9550,9270,9270,141006,307095.0,33127880.0
2018-03-20,9130,9230,9070,9230,130818,305770.0,33127880.0
2018-03-21,9240,9260,9130,9130,100710,302458.0,33127880.0
2018-03-22,9020,9290,9020,9200,101271,304776.0,33127880.0
2018-03-23,9100,9200,8850,8850,158985,293182.0,33127880.0
2018-03-26,8750,9040,8730,9030,97501,299145.0,33127880.0
2018-03-27,9040,9120,9010,9080,69632,300801.0,33127880.0
2018-03-28,9120,9120,8880,9000,58320,298151.0,33127880.0
2018-03-29,9000,9220,9000,9220,77420,305439.0,33127880.0
2018-03-30,9150,9250,9100,9210,63947,305108.0,33127880.0
2018-04-02,9200,9350,9150,9190,96863,304445.0,33127880.0
2018-04-03,9140,9190,9060,9100,102705,301464.0,33127880.0
2018-04-04,9120,9180,8890,8970,97206,297157.0,33127880.0
2018-04-05,9040,9080,8850,8920,95434,295501.0,33127880.0
2018-04-06,8900,8990,8820,8820,62797,292188.0,33127880.0
2018-04-09,8800,8890,8750,8830,36318,292519.0,33127880.0
2018-04-10,8790,8850,8730,8760,56838,290200.0,33127880.0
2018-04-11,8770,8780,8570,8640,157787,286225.0,33127880.0
2018-04-12,8630,8640,8470,8490,182393,281256.0,33127880.0
2018-04-13,8550,8620,8470,8590,62352,284568.0,33127880.0
2018-04-16,8580,8700,8510,8690,78521,287881.0,33127880.0
2018-04-17,8670,8710,8580,8690,56873,287881.0,33127880.0
2018-04-18,8690,8900,8640,8860,125058,293513.0,33127880.0
2018-04-19,8880,8930,8810,8820,51840,292188.0,33127880.0
2018-04-20,8870,8890,8700,8840,58742,292850.0,33127880.0
2018-04-23,8770,8870,8680,8740,65664,289538.0,33127880.0
2018-04-24,8790,8790,8650,8730,76082,289206.0,33127880.0
2018-04-25,8700,8700,8540,8600,119391,284900.0,33127880.0
2018-04-26,8630,8630,8530,8630,46893,285894.0,33127880.0
2018-04-27,8620,8690,8560,8650,68897,286556.0,33127880.0
2018-04-30,8650,8970,8650,8820,122435,292188.0,33127880.0
2018-05-02,8710,9200,8710,8910,232167,295169.0,33127880.0
2018-05-03,8910,8930,8760,8790,58380,291194.0,33127880.0
2018-05-04,8780,8840,8690,8710,80328,288544.0,33127880.0
2018-05-08,8720,8720,8520,8550,75882,283243.0,33127880.0
2018-05-09,8600,8670,8360,8640,125995,286225.0,33127880.0
2018-05-10,8400,8410,8050,8080,414352,267673.0,33127880.0
2018-05-11,8130,8180,8030,8070,162269,267342.0,33127880.0
2018-05-14,8070,8080,7750,7810,413563,258729.0,33127880.0
2018-05-15,7830,7840,7730,7830,205151,259391.0,33127880.0
2018-05-16,7810,7850,7720,7740,108642,256410.0,33127880.0
2018-05-17,7750,7860,7660,7680,95540,254422.0,33127880.0
2018-05-18,7690,7710,7520,7600,177041,251772.0,33127880.0
2018-05-21,7610,7620,7420,7460,131439,247134.0,33127880.0
2018-05-23,7460,7460,7310,7360,107792,243821.0,33127880.0
2018-05-24,7340,7430,7270,7300,91368,241834.0,33127880.0
2018-05-25,7150,7300,7150,7220,126566,239183.0,33127880.0
2018-05-28,7240,7340,7240,7310,81035,242165.0,33127880.0
2018-05-29,7310,7320,7170,7170,88804,237527.0,33127880.0
2018-05-30,7150,7860,7110,7340,1127853,243159.0,33127880.0
2018-05-31,7380,7390,7230,7230,269394,239519.0,33128480.0
2018-06-01,7250,7540,7170,7400,338417,245151.0,33128480.0
2018-06-04,7630,7850,7350,7440,388486,246476.0,33128480.0
2018-06-05,7450,7460,7170,7240,286361,239850.0,33128480.0
2018-06-07,7250,7370,7180,7370,131363,244157.0,33128480.0
2018-06-08,7330,7440,7330,7370,110278,244157.0,33128480.0
2018-06-11,7370,7420,7210,7250,122818,240181.0,33128480.0
2018-06-12,7280,7330,7210,7250,139347,240181.0,33128480.0
2018-06-14,7210,7270,7140,7210,123045,238856.0,33128480.0
2018-06-15,7160,7380,7120,7380,257157,244488.0,33128480.0
2018-06-18,7350,7520,7220,7430,284729,246145.0,33128480.0
2018-06-19,7500,7500,7200,7200,151120,238525.0,33128480.0
2018-06-20,7210,7500,7140,7200,104589,238525.0,33128480.0
2018-06-21,7210,7360,7120,7120,131048,235875.0,33128480.0
2018-06-22,7150,7200,6870,6910,148971,228918.0,33128480.0
2018-06-25,6860,6930,6840,6930,137726,229580.0,33128480.0
2018-06-26,6870,6950,6870,6950,43648,230243.0,33128480.0
2018-06-27,6950,6990,6820,6850,42762,226930.0,33128480.0
2018-06-28,6770,6850,6700,6700,101905,221961.0,33128480.0
2018-06-29,6620,6860,6620,6640,114622,219973.0,33128480.0
2018-07-02,6610,6650,6340,6360,115100,210697.0,33128480.0
2018-07-03,6380,6480,6210,6350,52654,210366.0,33128480.0
2018-07-04,6230,6470,6230,6430,35000,213016.0,33128480.0
2018-07-05,6500,6540,6290,6380,33176,211360.0,33128480.0
2018-07-06,6300,6700,6300,6690,84621,221630.0,33128480.0
2018-07-09,6810,6820,6610,6770,41610,224280.0,33128480.0
2018-07-10,6810,6880,6770,6800,43006,225274.0,33128480.0
2018-07-11,6840,6860,6710,6710,73913,222292.0,33128480.0
2018-07-12,6660,6830,6570,6740,53978,223286.0,33128480.0
2018-07-13,6750,6970,6750,6950,55027,230243.0,33128480.0
2018-07-16,6960,7010,6880,6940,73902,229912.0,33128480.0
2018-07-17,6960,6990,6870,6910,25489,228918.0,33128480.0
2018-07-18,7010,7170,6940,7010,86150,232231.0,33128480.0
2018-07-19,7080,7090,6840,6840,94021,226599.0,33128480.0
2018-07-20,6840,7130,6820,6980,101211,231237.0,33128480.0
2018-07-23,7140,7140,6830,6830,57241,226268.0,33128480.0
2018-07-24,6850,6900,6710,6750,38485,223617.0,33128480.0
2018-07-25,6750,6760,6510,6550,70454,216992.0,33128480.0
2018-07-26,6560,6690,6560,6610,30842,218979.0,33128480.0
2018-07-27,6670,6690,6590,6660,29980,220636.0,33128480.0
2018-07-30,6650,6880,6640,6770,52756,224280.0,33128480.0
2018-07-31,6760,6800,6580,6610,76413,218979.0,33128480.0
2018-08-01,6610,6770,6600,6670,39015,220967.0,33128480.0
2018-08-02,6610,6680,6470,6550,77703,216992.0,33128480.0
2018-08-03,6550,6600,6480,6550,50456,216992.0,33128480.0
2018-08-06,6540,6570,6410,6420,52613,212685.0,33128480.0
2018-08-07,6420,6450,6370,6430,38156,213016.0,33128480.0
2018-08-08,6620,6850,6530,6570,152871,217654.0,33128480.0
2018-08-09,6580,6760,6560,6600,66587,218648.0,33128480.0
2018-08-10,6640,6640,6430,6580,47628,217985.0,33128480.0
2018-08-13,6570,6570,6290,6320,67328,209372.0,33128480.0
2018-08-14,6330,6370,6260,6280,23970,208047.0,33128480.0
2018-08-16,6240,6240,5800,6050,54819,200427.0,33128480.0
2018-08-17,6010,6100,5960,6030,92628,199765.0,33128480.0
2018-08-20,6040,6050,5980,6030,36930,199765.0,33128480.0
2018-08-21,6030,6200,6000,6170,88279,204403.0,33128480.0
2018-08-22,6170,6210,6050,6090,52490,201752.0,33128480.0
2018-08-23,6070,6210,6070,6170,68521,204403.0,33128480.0
2018-08-24,6110,6260,6050,6240,101726,206722.0,33128480.0
2018-08-27,6190,6230,6090,6210,64690,205728.0,33128480.0
2018-08-28,6170,6260,6160,6170,66741,204403.0,33128480.0
2018-08-29,6170,6190,6120,6130,49590,203078.0,33128480.0
2018-08-30,6140,6280,6140,6220,60760,206059.0,33128480.0
2018-08-31,6160,6220,6120,6170,116409,204403.0,33128480.0
2018-09-03,6240,6240,6130,6190,44405,205109.0,33135480.0
2018-09-04,6190,6230,6110,6180,48578,204777.0,33135480.0
2018-09-05,6130,6240,6090,6140,63467,203452.0,33135480.0
2018-09-06,6100,6180,6050,6050,65125,200470.0,33135480.0
2018-09-07,6030,6110,6010,6070,46803,201132.0,33135480.0
2018-09-10,6070,6130,6020,6060,33710,200801.0,33135480.0
2018-09-11,6050,6100,6000,6070,46160,201132.0,33135480.0
2018-09-12,6100,6110,5940,5960,87375,197487.0,33135480.0
2018-09-13,6000,6010,5840,5930,104659,196493.0,33135480.0
2018-09-14,5960,6240,5940,6240,214584,206765.0,33135480.0
2018-09-17,6560,6560,6150,6340,145455,210079.0,33135480.0
2018-09-18,6300,6300,6200,6270,53101,207759.0,33135480.0
2018-09-19,6270,6310,6120,6250,46499,207097.0,33135480.0
2018-09-20,6270,6270,6110,6170,40590,204446.0,33135480.0
2018-09-21,6200,6320,6130,6310,85706,209085.0,33135480.0
2018-09-27,6310,6480,6270,6370,69713,211073.0,33135480.0
2018-09-28,6370,6410,6260,6320,42404,209416.0,33135480.0
2018-10-01,6350,6460,6250,6450,114455,213724.0,33135480.0
2018-10-02,6530,6540,6220,6220,82888,206103.0,33135480.0
2018-10-04,6170,6250,6090,6090,52331,201795.0,33135480.0
2018-10-05,5970,6150,5920,6020,65897,199476.0,33135480.0
2018-10-08,5930,6090,5910,5940,37286,196825.0,33135480.0
2018-10-10,5940,5940,5690,5690,97385,188541.0,33135480.0
2018-10-11,5400,5690,5400,5490,109332,181914.0,33135480.0
2018-10-12,5300,5600,5170,5430,76547,179926.0,33135480.0
2018-10-15,5320,5370,5220,5330,125366,176612.0,33135480.0
2018-10-16,5330,5460,5330,5350,63252,177275.0,33135480.0
2018-10-17,5380,5480,5370,5420,106267,179594.0,33135480.0
2018-10-18,5450,5450,5350,5400,60911,178932.0,33135480.0
2018-10-19,5440,5600,5380,5540,53977,183571.0,33135480.0
2018-10-22,5450,5920,5450,5600,84709,185559.0,33135480.0
2018-10-23,5570,5680,5430,5520,37097,182908.0,33135480.0
2018-10-24,5620,5760,5440,5550,47437,183902.0,33135480.0
2018-10-25,5540,5570,5400,5440,57056,180257.0,33135480.0
2018-10-26,5460,5480,5120,5170,79494,171310.0,33135480.0
2018-10-29,5200,5290,4955,5030,112843,166671.0,33135480.0
2018-10-30,4800,5130,4800,4980,94648,165015.0,33135480.0
2018-10-31,4980,5040,4820,4865,100587,161204.0,33135480.0
2018-11-01,4890,4925,4780,4800,150541,159050.0,33135480.0
2018-11-02,4800,5000,4800,4990,176231,165346.0,33135480.0
2018-11-05,4940,4940,4820,4890,97150,162032.0,33135480.0
2018-11-06,4920,4920,4830,4905,48680,162530.0,33135480.0
2018-11-07,4910,5100,4830,4865,199892,161204.0,33135480.0
2018-11-08,4895,5030,4880,4955,140474,164186.0,33135480.0
2018-11-09,5400,5800,5180,5240,1489829,173630.0,33135480.0
2018-11-12,5290,5580,5220,5420,697858,179594.0,33135480.0
2018-11-13,5350,5350,5190,5220,256234,172967.0,33135480.0
2018-11-14,5270,5390,5170,5340,206117,176943.0,33135480.0
2018-11-15,5300,5340,5170,5300,140562,175618.0,33135480.0
2018-11-16,5330,5340,5240,5300,126547,175618.0,33135480.0
2018-11-19,5400,5420,5290,5370,156909,177938.0,33135480.0
2018-11-20,5250,5310,5200,5240,149703,173630.0,33135480.0
2018-11-21,5190,5270,5150,5260,97155,174293.0,33135480.0
2018-11-22,5260,5280,5160,5180,84913,171642.0,33135480.0
2018-11-23,5230,5240,5150,5220,90295,172967.0,33135480.0
2018-11-26,5200,5420,5170,5400,247773,178932.0,33135480.0
2018-11-27,5400,5460,5330,5420,182321,179594.0,33135480.0
2018-11-28,5430,5500,5370,5430,106336,179926.0,33135480.0
2018-11-29,5480,5500,5360,5360,125306,177606.0,33135480.0
2018-11-30,5430,5430,5270,5300,68246,175618.0,33135480.0
2018-12-03,5410,5530,5350,5500,130505,182245.0,33135480.0
2018-12-04,5470,5560,5450,5520,185813,182908.0,33135480.0
2018-12-05,5380,5600,5350,5600,125943,185559.0,33135480.0
2018-12-06,5580,5600,5410,5430,79494,179926.0,33135480.0
2018-12-07,5500,5550,5390,5410,53507,179263.0,33135480.0
2018-12-10,5300,5380,5160,5200,80148,172304.0,33135480.0
2018-12-11,5220,5260,5160,5220,57430,172967.0,33135480.0
2018-12-12,5200,5360,5190,5330,60869,176612.0,33135480.0
2018-12-13,5270,5330,5240,5280,85202,174955.0,33135480.0
2018-12-14,5290,5470,5290,5400,171060,178932.0,33135480.0
2018-12-17,5440,5520,5290,5520,83191,182908.0,33135480.0
2018-12-18,5470,5550,5380,5430,75519,179926.0,33135480.0
2018-12-19,5440,5470,5330,5390,66762,178600.0,33135480.0
2018-12-20,5390,5390,5260,5290,50435,175287.0,33135480.0
2018-12-21,5260,5330,5230,5260,57475,174293.0,33135480.0
2018-12-24,5390,5690,5300,5360,282504,177606.0,33135480.0
2018-12-26,5310,5310,5110,5200,117146,172304.0,33135480.0
2018-12-27,5220,5270,5150,5190,74819,171973.0,33135480.0
2018-12-28,5200,5220,5160,5160,60842,170979.0,33135480.0
2019-01-02,5160,5180,4990,5000,87610,165677.0,33135480.0
2019-01-03,5010,5020,4900,4935,77771,163524.0,33135480.0
2019-01-04,4950,4970,4855,4945,50956,163855.0,33135480.0
2019-01-07,4980,5060,4955,5040,59081,167003.0,33135480.0
2019-01-08,5100,5100,5020,5040,42035,167003.0,33135480.0
2019-01-09,5010,5190,5010,5190,74955,171973.0,33135480.0
2019-01-10,5250,5290,5140,5180,124483,171642.0,33135480.0
2019-01-11,5160,5320,5160,5320,154849,176281.0,33135480.0
2019-01-14,5320,5450,5280,5420,117568,179594.0,33135480.0
2019-01-15,5360,5490,5360,5450,95470,180588.0,33135480.0
2019-01-16,5500,5520,5400,5490,62536,181914.0,33135480.0
2019-01-17,5490,5550,5460,5520,72384,182908.0,33135480.0
2019-01-18,5460,5610,5410,5500,158972,182245.0,33135480.0
2019-01-21,5400,5400,5280,5390,137678,178600.0,33135480.0
2019-01-22,5390,5440,5320,5400,75210,178932.0,33135480.0
2019-01-23,5370,5460,5310,5410,49213,179263.0,33135480.0
2019-01-24,5410,5570,5410,5500,152814,182245.0,33135480.0
2019-01-25,5500,5580,5460,5530,127421,183239.0,33135480.0
2019-01-28,5540,5580,5490,5520,77739,182908.0,33135480.0
2019-01-29,5470,5480,5350,5420,82854,179594.0,33135480.0
2019-01-30,5350,5600,5350,5440,73004,180257.0,33135480.0
2019-01-31,5450,5460,5380,5390,79425,178600.0,33135480.0
2019-02-01,5380,5410,5310,5330,92198,176612.0,33135480.0
2019-02-07,5370,5410,5250,5350,84969,177275.0,33135480.0
2019-02-08,5280,5380,5270,5300,86757,175618.0,33135480.0
2019-02-11,5290,5340,5250,5310,61830,175949.0,33135480.0
2019-02-12,5280,5320,5200,5250,61173,173961.0,33135480.0
2019-02-13,5250,5330,5200,5300,87371,175618.0,33135480.0
2019-02-14,5230,5400,5220,5350,87084,177275.0,33135480.0
2019-02-15,5350,5520,5350,5480,129929,181582.0,33135480.0
2019-02-18,5490,5580,5390,5560,110459,184233.0,33135480.0
2019-02-19,5550,5600,5490,5560,87035,184233.0,33135480.0
2019-02-20,5530,5710,5520,5700,127968,188872.0,33135480.0
2019-02-21,5730,5790,5650,5750,107384,190529.0,33135480.0
2019-02-22,5720,5810,5640,5680,108289,188210.0,33135480.0
2019-02-25,5630,5700,5600,5660,85147,187547.0,33135480.0
2019-02-26,5630,5730,5620,5650,53260,187215.0,33135480.0
2019-02-27,5700,5730,5640,5670,48847,187878.0,33135480.0
2019-02-28,5670,5690,5500,5500,81765,182245.0,33135480.0
2019-03-04,5530,5740,5530,5720,82342,189535.0,33135480.0
2019-03-05,5700,5720,5640,5680,44173,188210.0,33135480.0
2019-03-06,5680,5730,5620,5660,47007,187547.0,33135480.0
2019-03-07,5680,5720,5620,5660,54930,187547.0,33135480.0
2019-03-08,5640,5690,5550,5580,63608,184896.0,33135480.0
2019-03-11,5560,5640,5480,5500,65003,182245.0,33135480.0
2019-03-12,5570,5880,5570,5850,163088,193843.0,33135480.0
2019-03-13,5910,6110,5800,6020,235976,199596.0,33155480.0
2019-03-14,6150,6160,5880,5880,193546,194954.0,33155480.0
2019-03-15,5990,6050,5720,5720,130696,189649.0,33155480.0
2019-03-18,5740,6020,5740,5810,109353,192633.0,33155480.0
2019-03-19,5850,5970,5830,5920,46765,196280.0,33155480.0
2019-03-20,5910,5910,5680,5780,72482,191639.0,33155480.0
2019-03-21,5800,5820,5610,5630,100480,186665.0,33155480.0
2019-03-22,5630,5670,5590,5620,40316,186334.0,33155480.0
2019-03-25,5570,5580,5380,5500,101889,182355.0,33155480.0
2019-03-26,5500,5510,5350,5420,78294,179703.0,33155480.0
2019-03-27,5410,5420,5340,5420,49204,179703.0,33155480.0
2019-03-28,5370,5410,5300,5300,71056,175724.0,33155480.0
2019-03-29,5290,5350,5200,5350,80385,177382.0,33155480.0
2019-04-01,5320,5460,5320,5430,48819,180034.0,33155480.0
2019-04-02,5430,5440,5350,5430,30789,180034.0,33155480.0
2019-04-03,5430,5500,5370,5480,50413,181692.0,33155480.0
2019-04-04,5480,5510,5390,5400,58405,179040.0,33155480.0
2019-04-05,5410,5450,5330,5420,58673,179703.0,33155480.0
2019-04-08,5450,5530,5420,5530,74965,183350.0,33155480.0
2019-04-09,5530,5550,5460,5530,41907,183350.0,33155480.0
2019-04-10,5480,5620,5470,5620,65093,186334.0,33155480.0
2019-04-11,5630,5650,5520,5540,83045,183681.0,33155480.0
2019-04-12,5530,5600,5480,5570,51865,184676.0,33155480.0
2019-04-15,5580,5640,5570,5590,90011,185339.0,33155480.0
2019-04-16,5600,5650,5480,5530,63543,183350.0,33155480.0
2019-04-17,5530,5560,5470,5550,45850,184013.0,33155480.0
2019-04-18,5550,5550,5370,5460,56666,181029.0,33155480.0
2019-04-19,5490,5570,5410,5570,36202,184676.0,33155480.0
2019-04-22,5510,5560,5490,5560,24451,184344.0,33155480.0
2019-04-23,5520,5580,5520,5550,26222,184013.0,33155480.0
2019-04-24,5570,5570,5490,5550,42124,184013.0,33155480.0
2019-04-25,5560,5950,5500,5750,264770,190644.0,33155480.0
2019-04-26,5750,5800,5590,5600,130836,185671.0,33155480.0
2019-04-29,5600,5780,5570,5720,52606,189649.0,33155480.0
2019-04-30,5660,5730,5580,5650,56671,187328.0,33155480.0
2019-05-02,5610,5860,5600,5800,92057,192302.0,33155480.0
2019-05-03,5800,6180,5800,6160,464670,204238.0,33155480.0
2019-05-07,6140,6560,6080,6550,763105,217168.0,33155480.0
2019-05-08,6460,6660,6410,6460,335696,214184.0,33155480.0
2019-05-09,6490,6590,6170,6330,214468,209874.0,33155480.0
2019-05-10,6440,6540,6000,6150,469978,203906.0,33155480.0
2019-05-13,6120,6220,5990,6070,211438,201254.0,33155480.0
2019-05-14,6000,6080,5820,5830,266465,193296.0,33155480.0
2019-05-15,5870,6100,5840,5980,157328,198270.0,33155480.0
2019-05-16,5990,6080,5930,6000,116486,198933.0,33155480.0
2019-05-17,6040,6370,6000,6170,252712,204569.0,33155480.0
2019-05-20,6300,6490,6050,6110,194396,202580.0,33155480.0
2019-05-21,6210,6340,6050,6290,209681,208548.0,33155480.0
2019-05-22,6300,6330,6050,6110,172666,202580.0,33155480.0
2019-05-23,6110,6160,5830,5850,203944,193960.0,33155480.0
2019-05-24,5850,6040,5680,5880,120208,194954.0,33155480.0
2019-05-27,5830,6000,5800,5920,83464,196280.0,33155480.0
2019-05-28,5980,6020,5760,5980,67541,198270.0,33155480.0
2019-05-29,5980,5980,5680,5750,82097,190644.0,33155480.0
2019-05-30,5760,5870,5560,5650,118123,187328.0,33155480.0
2019-05-31,5610,5680,5450,5480,129407,181692.0,33155480.0
2019-06-03,5420,5500,5390,5430,80267,180034.0,33155480.0
2019-06-04,5420,5540,5410,5530,70978,183350.0,33155480.0
2019-06-05,5550,5680,5520,5640,86304,186997.0,33155480.0
2019-06-07,5640,5690,5530,5540,118421,183681.0,33155480.0
2019-06-10,5550,5630,5540,5590,55527,185339.0,33155480.0
2019-06-11,5600,5650,5570,5620,116288,186334.0,33155480.0
2019-06-12,5590,5590,5540,5540,94302,183681.0,33155480.0
2019-06-13,5510,5670,5430,5660,569310,187660.0,33155480.0
2019-06-14,5680,5840,5660,5720,173392,189649.0,33155480.0
2019-06-17,5780,5860,5690,5760,157370,190976.0,33155480.0
2019-06-18,5760,5970,5760,5930,142065,196612.0,33155480.0
2019-06-19,5930,5940,5730,5750,195391,190644.0,33155480.0
2019-06-20,5750,5820,5690,5720,50474,189649.0,33155480.0
2019-06-21,5770,5900,5730,5800,93112,192302.0,33155480.0
2019-06-24,5850,5860,5730,5790,42047,191970.0,33155480.0
2019-06-25,5790,5820,5600,5740,83531,190312.0,33155480.0
2019-06-26,5690,5780,5650,5690,61730,188655.0,33155480.0
2019-06-27,5680,5790,5650,5660,43952,187660.0,33155480.0
2019-06-28,5700,5850,5590,5740,48273,190312.0,33155480.0
2019-07-01,5740,5790,5690,5740,39884,190312.0,33155480.0
2019-07-02,5740,5900,5720,5900,99433,195617.0,33155480.0
2019-07-03,5830,5870,5760,5800,54578,192302.0,33155480.0
2019-07-04,5760,5800,5600,5630,59707,186665.0,33155480.0
2019-07-05,5640,5710,5620,5680,45834,188323.0,33155480.0
2019-07-08,5910,5910,5520,5520,147514,183018.0,33155480.0
2019-07-09,5550,5580,5420,5430,59249,180034.0,33155480.0
2019-07-10,5410,5480,5380,5380,67853,178376.0,33155480.0
2019-07-11,5410,5590,5410,5570,82951,184676.0,33155480.0
2019-07-12,5570,5660,5510,5580,31059,185008.0,33155480.0
