모비스(250060),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-04-25,3180,3325,3135,3255,3131883,91890.0,28230427.0
2017-04-26,3360,3560,3260,3320,6835036,93725.0,28230427.0
2017-04-27,3310,3390,3060,3110,2746651,87797.0,28230427.0
2017-04-28,3150,3165,3010,3015,1217114,85115.0,28230427.0
2017-05-02,3035,3090,2985,3060,688196,86385.0,28230427.0
2017-05-04,3025,3090,3010,3025,382894,85397.0,28230427.0
2017-05-08,3030,3055,2820,2870,859386,81021.0,28230427.0
2017-05-10,2880,2905,2760,2775,741747,78339.0,28230427.0
2017-05-11,2810,2810,2670,2755,814196,77775.0,28230427.0
2017-05-12,2790,2860,2705,2750,1164568,77634.0,28230427.0
2017-05-15,2975,2975,2750,2790,2114704,78763.0,28230427.0
2017-05-16,2780,2790,2630,2665,850679,75234.0,28230427.0
2017-05-17,2890,3205,2750,2820,15330467,79610.0,28230427.0
2017-05-18,2910,3060,2810,2890,3560625,81586.0,28230427.0
2017-05-19,2845,2900,2785,2805,1496572,79186.0,28230427.0
2017-05-22,2905,2945,2830,2865,1558481,80880.0,28230427.0
2017-05-23,2835,3120,2820,2950,4501829,83280.0,28230427.0
2017-05-24,2915,2955,2815,2865,922588,80880.0,28230427.0
2017-05-25,2860,2865,2750,2765,721924,78057.0,28230427.0
2017-05-26,2745,2815,2705,2765,472364,78057.0,28230427.0
2017-05-29,2845,2975,2810,2850,3179479,80457.0,28230427.0
2017-05-30,2825,2850,2735,2795,956866,78904.0,28230427.0
2017-05-31,2805,2815,2735,2745,433234,77493.0,28230427.0
2017-06-01,2715,2730,2615,2625,739615,74105.0,28230427.0
2017-06-02,2650,2665,2580,2645,691472,74669.0,28230427.0
2017-06-05,2610,2630,2525,2540,658491,71705.0,28230427.0
2017-06-07,2570,2595,2500,2505,551564,70717.0,28230427.0
2017-06-08,2505,2510,2440,2480,589904,70011.0,28230427.0
2017-06-09,2475,2505,2450,2480,475118,70011.0,28230427.0
2017-06-12,2530,2530,2420,2510,503146,70858.0,28230427.0
2017-06-13,2510,2525,2455,2465,453889,69588.0,28230427.0
2017-06-14,2470,2790,2425,2550,3526879,71988.0,28230427.0
2017-06-15,2580,2630,2510,2550,1067798,71988.0,28230427.0
2017-06-16,2530,2530,2445,2445,487987,69023.0,28230427.0
2017-06-19,2480,2640,2450,2480,1476890,70011.0,28230427.0
2017-06-20,2505,2640,2470,2470,1200661,69729.0,28230427.0
2017-06-21,2500,2500,2360,2380,653809,67188.0,28230427.0
2017-06-22,2380,2405,2285,2285,431239,64507.0,28230427.0
2017-06-23,2270,2320,2270,2305,187341,65071.0,28230427.0
2017-06-26,2305,2310,2210,2230,458453,62954.0,28230427.0
2017-06-27,2230,2265,2225,2240,190532,63236.0,28230427.0
2017-06-28,2240,2365,2230,2275,623270,64224.0,28230427.0
2017-06-29,2295,2345,2215,2260,778424,63801.0,28230427.0
2017-06-30,2255,2435,2205,2260,667082,63801.0,28230427.0
2017-07-03,2270,2270,2190,2200,228522,62107.0,28230427.0
2017-07-04,2185,2205,2125,2125,224907,59990.0,28230427.0
2017-07-05,2120,2195,2120,2175,187906,61401.0,28230427.0
2017-07-06,2180,2195,2145,2170,98840,61260.0,28230427.0
2017-07-07,2150,2235,2150,2180,106934,61542.0,28230427.0
2017-07-10,2180,2210,2115,2125,152907,59990.0,28230427.0
2017-07-11,2140,2170,2115,2135,128550,60272.0,28230427.0
2017-07-12,2175,2775,2170,2320,16911217,65495.0,28230427.0
2017-07-13,2305,2460,2285,2335,3225828,65918.0,28230427.0
2017-07-14,2370,2550,2295,2325,2966765,65636.0,28230427.0
2017-07-17,2325,2355,2300,2330,835041,65777.0,28230427.0
2017-07-18,2515,2810,2400,2425,12050613,68459.0,28230427.0
2017-07-19,2425,2550,2400,2505,1637617,70717.0,28230427.0
2017-07-20,2505,2530,2450,2505,895774,70717.0,28230427.0
2017-07-21,2465,2535,2460,2505,879976,70717.0,28230427.0
2017-07-24,2510,2525,2380,2385,667054,67330.0,28230427.0
2017-07-25,2370,2405,2340,2350,424433,66342.0,28230427.0
2017-07-26,2340,2345,2205,2245,615478,63377.0,28230427.0
2017-07-27,2215,2240,2130,2145,637059,60554.0,28230427.0
2017-07-28,2165,2475,2160,2215,5322061,62530.0,28230427.0
2017-07-31,2190,2225,2130,2135,745467,60272.0,28230427.0
2017-08-01,2125,2180,2125,2140,421937,60413.0,28230427.0
2017-08-02,2155,2435,2130,2255,2631182,63660.0,28230427.0
2017-08-03,2275,2290,2215,2225,371479,62813.0,28230427.0
2017-08-04,2265,2425,2220,2335,2028536,65918.0,28230427.0
2017-08-07,2530,2595,2350,2350,2462461,66342.0,28230427.0
2017-08-08,2395,2450,2325,2385,804804,67330.0,28230427.0
2017-08-09,2340,2360,2255,2260,611022,63801.0,28230427.0
2017-08-10,2210,2300,2205,2235,397278,63095.0,28230427.0
2017-08-11,2195,2215,2145,2180,359008,61542.0,28230427.0
2017-08-14,2185,2285,2185,2250,398378,63518.0,28230427.0
2017-08-16,2250,2275,2195,2215,362760,62530.0,28230427.0
2017-08-17,2215,2235,2150,2190,446185,61825.0,28230427.0
2017-08-18,2170,2210,2150,2205,243968,62248.0,28230427.0
2017-08-21,2220,2350,2190,2255,807483,63660.0,28230427.0
2017-08-22,2265,2265,2210,2215,240428,62530.0,28230427.0
2017-08-23,2220,2300,2205,2290,635129,64648.0,28230427.0
2017-08-24,2280,2370,2265,2285,946519,64507.0,28230427.0
2017-08-25,2320,2360,2275,2350,775576,66342.0,28230427.0
2017-08-28,2365,2365,2310,2350,308019,66342.0,28230427.0
2017-08-29,2325,2360,2300,2300,405891,64930.0,28230427.0
2017-08-30,2305,2340,2270,2290,244372,64648.0,28230427.0
2017-08-31,2315,2320,2280,2290,192362,64648.0,28230427.0
2017-09-01,2320,2350,2285,2325,324693,65636.0,28230427.0
2017-09-04,2250,2295,2195,2195,421921,61966.0,28230427.0
2017-09-05,2220,2220,2160,2165,215610,61119.0,28230427.0
2017-09-06,2160,2210,2160,2195,113766,61966.0,28230427.0
2017-09-07,2205,2225,2185,2195,105097,61966.0,28230427.0
2017-09-08,2195,2220,2155,2155,142531,60837.0,28230427.0
2017-09-11,2160,2220,2150,2180,147448,61542.0,28230427.0
2017-09-12,2190,2400,2190,2250,1546478,63518.0,28230427.0
2017-09-13,2255,2270,2210,2215,245997,62530.0,28230427.0
2017-09-14,2250,2250,2210,2245,191381,63377.0,28230427.0
2017-09-15,2220,2265,2190,2230,214911,62954.0,28230427.0
2017-09-18,2250,2330,2220,2315,537530,65353.0,28230427.0
2017-09-19,2365,2365,2240,2240,336053,63236.0,28230427.0
2017-09-20,2235,2265,2165,2165,277012,61119.0,28230427.0
2017-09-21,2175,2220,2140,2140,203628,60413.0,28230427.0
2017-09-22,2100,2100,1950,1995,500620,56320.0,28230427.0
2017-09-25,1995,1995,1840,1850,368415,52226.0,28230427.0
2017-09-26,1870,2180,1850,1910,1958356,53920.0,28230427.0
2017-09-27,1875,1930,1875,1905,254012,53779.0,28230427.0
2017-09-28,1905,1940,1880,1890,131623,53356.0,28230427.0
2017-09-29,1895,1915,1870,1905,122836,53779.0,28230427.0
2017-10-10,1905,1910,1880,1900,89122,53638.0,28230427.0
2017-10-11,1915,1925,1895,1900,114070,53638.0,28230427.0
2017-10-12,1920,2190,1910,2005,5031509,56602.0,28230427.0
2017-10-13,2005,2080,1950,1980,863538,55896.0,28230427.0
2017-10-16,1980,2170,1975,2065,1615284,58296.0,28230427.0
2017-10-17,2045,2120,2030,2065,419329,58296.0,28230427.0
2017-10-18,2080,2085,1980,1990,282672,56179.0,28230427.0
2017-10-19,2020,2080,1975,2070,375328,58437.0,28230427.0
2017-10-20,2110,2145,2020,2025,371689,57167.0,28230427.0
2017-10-23,2045,2055,2000,2020,185147,57025.0,28230427.0
2017-10-24,2020,2045,2000,2015,168957,56884.0,28230427.0
2017-10-25,2040,2130,2005,2070,850475,58437.0,28230427.0
2017-10-26,2105,2110,1965,1970,334010,55614.0,28230427.0
2017-10-27,1990,2040,1910,2025,519501,57167.0,28230427.0
2017-10-30,1990,1990,1920,1955,315345,55190.0,28230427.0
2017-10-31,1965,1990,1940,1940,171508,54767.0,28230427.0
2017-11-01,1960,1975,1915,1935,144834,54626.0,28230427.0
2017-11-02,1930,1955,1925,1930,113638,54485.0,28230427.0
2017-11-03,1935,1950,1920,1920,115716,54202.0,28230427.0
2017-11-06,1915,1945,1910,1915,169925,54061.0,28230427.0
2017-11-07,1910,1930,1895,1900,137548,53638.0,28230427.0
2017-11-08,1900,2015,1900,1940,553266,54767.0,28230427.0
2017-11-09,1940,1965,1920,1935,189668,54626.0,28230427.0
2017-11-10,1960,1960,1930,1950,142923,55049.0,28230427.0
2017-11-13,1950,1970,1915,1940,230226,54767.0,28230427.0
2017-11-14,1925,1935,1895,1905,222495,53779.0,28230427.0
2017-11-15,1895,1910,1870,1890,280949,53356.0,28230427.0
2017-11-16,1910,1910,1860,1885,176443,53214.0,28230427.0
2017-11-17,1885,1910,1870,1895,126521,53497.0,28230427.0
2017-11-20,1925,1935,1900,1905,151793,53779.0,28230427.0
2017-11-21,1905,1980,1905,1930,314978,54485.0,28230427.0
2017-11-22,1935,1955,1860,1860,292576,52509.0,28230427.0
2017-11-23,1880,1920,1855,1900,140643,53638.0,28230427.0
2017-11-24,1925,1925,1885,1905,98075,53779.0,28230427.0
2017-11-27,1905,2230,1905,1970,4596012,55614.0,28230427.0
2017-11-28,2025,2055,1955,1955,1578138,55190.0,28230427.0
2017-11-29,1955,1980,1895,1895,562945,53497.0,28230427.0
2017-11-30,1900,1925,1860,1870,281821,52791.0,28230427.0
2017-12-01,1900,1900,1840,1850,303061,52226.0,28230427.0
2017-12-04,1885,1885,1825,1850,271922,52226.0,28230427.0
2017-12-05,1855,1880,1835,1870,329871,52791.0,28230427.0
2017-12-06,1870,1895,1840,1840,326984,51944.0,28230427.0
2017-12-07,1840,1860,1730,1790,755361,50532.0,28230427.0
2017-12-08,1795,1795,1720,1730,393532,48839.0,28230427.0
2017-12-11,1720,1760,1720,1725,121828,48697.0,28230427.0
2017-12-12,1725,1760,1720,1745,164730,49262.0,28230427.0
2017-12-13,1750,1750,1715,1735,178895,48980.0,28230427.0
2017-12-14,1735,1735,1685,1695,268686,47851.0,28230427.0
2017-12-15,1695,1700,1595,1650,362621,46580.0,28230427.0
2017-12-18,1620,1775,1600,1660,472554,46863.0,28230427.0
2017-12-19,1685,1725,1645,1660,267052,46863.0,28230427.0
2017-12-20,1645,1690,1580,1585,318605,44745.0,28230427.0
2017-12-21,1590,1605,1525,1550,234268,43757.0,28230427.0
2017-12-22,1585,1615,1530,1560,87896,44039.0,28230427.0
2017-12-26,1570,1600,1540,1560,101442,44039.0,28230427.0
2017-12-27,1570,1805,1570,1610,2510171,45451.0,28230427.0
2017-12-28,1610,1780,1600,1720,1100096,48556.0,28230427.0
2018-01-02,1720,1745,1685,1720,349030,48556.0,28230427.0
2018-01-03,1740,1745,1705,1715,165494,48415.0,28230427.0
2018-01-04,1715,1760,1690,1700,315553,47992.0,28230427.0
2018-01-05,1745,1780,1710,1730,262887,48839.0,28230427.0
2018-01-08,1730,1765,1715,1740,180223,49121.0,28230427.0
2018-01-09,1740,1775,1710,1755,206943,49544.0,28230427.0
2018-01-10,1760,1785,1705,1705,195840,48133.0,28230427.0
2018-01-11,1705,1740,1665,1720,142344,48556.0,28230427.0
2018-01-12,1750,1750,1625,1670,432342,47145.0,28230427.0
2018-01-15,1675,1680,1635,1650,104889,46580.0,28230427.0
2018-01-16,1695,1695,1640,1680,95325,47427.0,28230427.0
2018-01-17,1680,1810,1655,1710,764915,48274.0,28230427.0
2018-01-18,1720,1765,1700,1715,383405,48415.0,28230427.0
2018-01-19,1725,1780,1715,1730,259061,48839.0,28230427.0
2018-01-22,1720,1770,1715,1745,74361,49262.0,28230427.0
2018-01-23,1735,1760,1710,1715,166531,48415.0,28230427.0
2018-01-24,1740,1810,1710,1810,383403,51097.0,28230427.0
2018-01-25,1815,1865,1805,1860,458861,52509.0,28230427.0
2018-01-26,1865,1900,1810,1865,371576,52650.0,28230427.0
2018-01-29,1895,1910,1825,1875,363860,52932.0,28230427.0
2018-01-30,1875,1890,1855,1875,153841,52932.0,28230427.0
2018-01-31,1865,1875,1805,1860,168558,52509.0,28230427.0
2018-02-01,1845,1895,1830,1885,215533,53214.0,28230427.0
2018-02-02,1890,1895,1850,1885,207119,53214.0,28230427.0
2018-02-05,1885,1885,1800,1815,135983,51238.0,28230427.0
2018-02-06,1730,1810,1720,1775,172037,50109.0,28230427.0
2018-02-07,1840,1840,1720,1720,198696,48556.0,28230427.0
2018-02-08,1735,1765,1710,1765,140940,49827.0,28230427.0
2018-02-09,1730,1760,1675,1705,202122,48133.0,28230427.0
2018-02-12,1710,1765,1700,1715,97888,48415.0,28230427.0
2018-02-13,1750,1750,1690,1705,91403,48133.0,28230427.0
2018-02-14,1740,1740,1665,1725,65603,48697.0,28230427.0
2018-02-19,1740,1740,1690,1710,98429,48274.0,28230427.0
2018-02-20,1725,1745,1675,1710,196748,48274.0,28230427.0
2018-02-21,1730,1830,1710,1830,407031,51662.0,28230427.0
2018-02-22,1805,1850,1760,1805,219675,50956.0,28230427.0
2018-02-23,1805,1835,1790,1790,146391,50532.0,28230427.0
2018-02-26,1780,1800,1720,1720,200862,48556.0,28230427.0
2018-02-27,1725,1760,1700,1700,223480,47992.0,28230427.0
2018-02-28,1705,1725,1660,1700,133973,47992.0,28230427.0
2018-03-02,1675,1700,1645,1685,166074,47568.0,28230427.0
2018-03-05,1695,1715,1660,1685,74657,47568.0,28230427.0
2018-03-06,1700,1700,1645,1680,126234,47427.0,28230427.0
2018-03-07,1680,1750,1620,1695,392149,47851.0,28230427.0
2018-03-08,1715,1730,1670,1700,95228,47992.0,28230427.0
2018-03-09,1710,1720,1630,1670,257380,47145.0,28230427.0
2018-03-12,1670,1685,1640,1665,143628,47004.0,28230427.0
2018-03-13,1690,1690,1650,1670,66174,47145.0,28230427.0
2018-03-14,1665,1685,1645,1665,52188,47004.0,28230427.0
2018-03-15,1640,1680,1640,1650,86392,46580.0,28230427.0
2018-03-16,1670,1675,1640,1670,60021,47145.0,28230427.0
2018-03-19,1685,1685,1600,1640,120608,46298.0,28230427.0
2018-03-20,1655,1670,1615,1670,90665,47145.0,28230427.0
2018-03-21,1665,1685,1650,1660,77163,46863.0,28230427.0
2018-03-22,1645,1675,1625,1650,120735,46580.0,28230427.0
2018-03-23,1650,1650,1605,1620,114759,45733.0,28230427.0
2018-03-26,1600,1650,1600,1630,109215,46016.0,28230427.0
2018-03-27,1640,1640,1585,1610,91734,45451.0,28230427.0
2018-03-28,1610,1610,1555,1585,69953,44745.0,28230427.0
2018-03-29,1560,1620,1560,1585,35836,44745.0,28230427.0
2018-03-30,1600,1645,1565,1645,103753,46439.0,28230427.0
2018-04-02,1615,1695,1615,1675,117968,47286.0,28230427.0
2018-04-03,1660,1700,1600,1690,227288,47709.0,28230427.0
2018-04-04,1690,1725,1640,1700,190358,47992.0,28230427.0
2018-04-05,1710,1710,1650,1680,144890,47427.0,28230427.0
2018-04-06,1680,2045,1650,1745,4688841,49262.0,28230427.0
2018-04-09,1750,1890,1705,1770,1875600,49968.0,28230427.0
2018-04-10,1770,1805,1735,1795,542861,50674.0,28230427.0
2018-04-11,1795,1940,1765,1870,1730139,52791.0,28230427.0
2018-04-12,1850,1950,1830,1925,647210,54344.0,28230427.0
2018-04-13,1915,2005,1870,1975,1060397,55755.0,28230427.0
2018-04-16,2035,2110,1950,1975,1171824,55755.0,28230427.0
2018-04-17,1980,1990,1865,1980,770773,55896.0,28230427.0
2018-04-18,1980,2295,1925,2080,4196568,58719.0,28230427.0
2018-04-19,2100,2130,2015,2075,1001666,58578.0,28230427.0
2018-04-20,2080,2130,2080,2110,666550,59566.0,28230427.0
2018-04-23,2100,2145,2010,2130,525006,60131.0,28230427.0
2018-04-24,2090,2160,2070,2145,538378,60554.0,28230427.0
2018-04-25,2120,2215,2080,2160,672846,60978.0,28230427.0
2018-04-26,2155,2185,2090,2110,339301,59566.0,28230427.0
2018-04-27,2150,2150,1980,2115,662456,59707.0,28230427.0
2018-04-30,2095,2100,1945,2015,790011,56884.0,28230427.0
2018-05-02,1990,2005,1875,1925,855165,54344.0,28230427.0
2018-05-03,1910,1975,1880,1945,247888,54908.0,28230427.0
2018-05-04,1970,1970,1915,1955,184232,55190.0,28230427.0
2018-05-08,1960,2000,1925,1995,208817,56320.0,28230427.0
2018-05-09,2015,2015,1920,2010,302966,56743.0,28230427.0
2018-05-10,2010,2040,1965,2040,171538,57590.0,28230427.0
2018-05-11,2040,2060,2005,2050,163137,57872.0,28230427.0
2018-05-14,2080,2090,1985,2030,463843,57308.0,28230427.0
2018-05-15,2030,2060,1995,2060,313393,58155.0,28230427.0
2018-05-16,2030,2065,1920,2060,700266,58155.0,28230427.0
2018-05-17,2075,2075,2010,2055,156675,58014.0,28230427.0
2018-05-18,2055,2070,2015,2065,131727,58296.0,28230427.0
2018-05-21,2080,2100,2050,2100,199029,59284.0,28230427.0
2018-05-23,2100,2155,2075,2155,289646,60837.0,28230427.0
2018-05-24,2190,2190,2120,2155,161744,60837.0,28230427.0
2018-05-25,2100,2245,2045,2225,478229,62813.0,28230427.0
2018-05-28,2230,2780,2100,2225,3811325,62813.0,28230427.0
2018-05-29,2210,2325,2100,2325,1431382,65636.0,28230427.0
2018-05-30,2325,2355,2250,2320,878834,65495.0,28230427.0
2018-05-31,2375,2435,2310,2375,776746,67047.0,28230427.0
2018-06-01,2400,2645,2350,2480,3242171,70011.0,28230427.0
2018-06-04,2470,2540,2415,2520,990558,71141.0,28230427.0
2018-06-05,2500,2595,2440,2555,776159,72129.0,28230427.0
2018-06-07,2520,2585,2500,2560,661841,72270.0,28230427.0
2018-06-08,2575,2595,2465,2510,682780,70858.0,28230427.0
2018-06-11,2465,2515,2220,2505,1439297,70717.0,28230427.0
2018-06-12,2440,2460,2335,2335,514683,65918.0,28230427.0
2018-06-14,2295,2360,2140,2225,492796,62813.0,28230427.0
2018-06-15,2180,2275,2175,2220,212536,62672.0,28230427.0
2018-06-18,2220,2235,2070,2125,288543,59990.0,28230427.0
2018-06-19,2125,2170,1935,2000,461141,56461.0,28230427.0
2018-06-20,2025,2145,1955,2145,234784,60554.0,28230427.0
2018-06-21,2115,2180,2105,2150,88560,60695.0,28230427.0
2018-06-22,2125,2185,2085,2180,148931,61542.0,28230427.0
2018-06-25,2190,2300,2175,2300,213759,64930.0,28230427.0
2018-06-26,2310,2380,2270,2380,289101,76568.0,32171314.0
