나스미디어(089600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-12-20,40400,40400,38400,38400,8452,336180.0,8754691.0
2016-12-21,38450,39450,38100,39200,7213,343184.0,8754691.0
2016-12-22,39900,39900,38100,39000,6413,341433.0,8754691.0
2016-12-23,39000,39100,38100,38400,7976,336180.0,8754691.0
2016-12-26,38400,38550,37500,37500,8672,328301.0,8754691.0
2016-12-27,38000,39400,37500,39200,9553,343184.0,8754691.0
2016-12-28,39450,39450,38300,38950,6631,340995.0,8754691.0
2016-12-29,39000,39750,38200,39500,9902,345810.0,8754691.0
2017-01-02,39550,39850,37600,38400,5864,336180.0,8754691.0
2017-01-03,38350,38750,38050,38250,5767,334867.0,8754691.0
2017-01-04,38750,38750,37400,37500,14636,328301.0,8754691.0
2017-01-05,37800,37800,36700,37000,17662,323924.0,8754691.0
2017-01-06,37850,37850,36850,37450,9602,327863.0,8754691.0
2017-01-09,37700,37750,37300,37400,7250,327425.0,8754691.0
2017-01-10,37350,38050,37200,37850,9455,331365.0,8754691.0
2017-01-11,37850,39150,37850,38750,13752,339244.0,8754691.0
2017-01-12,38800,39500,38100,38750,11402,339244.0,8754691.0
2017-01-13,38750,39050,38000,38550,10682,337493.0,8754691.0
2017-01-16,38900,38900,36800,36900,13643,323048.0,8754691.0
2017-01-17,36950,37450,36100,36150,12903,316482.0,8754691.0
2017-01-18,36300,36650,35750,36500,7389,319546.0,8754691.0
2017-01-19,36650,36800,36150,36350,5285,318233.0,8754691.0
2017-01-20,36850,36850,36300,36350,5099,318233.0,8754691.0
2017-01-23,36600,36600,34800,34800,13458,304663.0,8754691.0
2017-01-24,34800,35350,33400,34100,19929,298535.0,8754691.0
2017-01-25,34250,34300,32650,33000,21331,288905.0,8754691.0
2017-01-26,33400,35200,32800,34650,17991,303350.0,8754691.0
2017-01-31,34800,35000,33450,33600,15240,294158.0,8754691.0
2017-02-01,33300,34050,33300,34000,9921,297659.0,8754691.0
2017-02-02,34050,36800,33600,35850,36109,313856.0,8754691.0
2017-02-03,36000,37200,35500,36300,21932,317795.0,8754691.0
2017-02-06,36600,37400,36600,36650,21689,320859.0,8754691.0
2017-02-07,36950,38150,36900,37650,18060,329614.0,8754691.0
2017-02-08,38000,38200,37700,37700,24533,330052.0,8754691.0
2017-02-09,38100,38350,37300,38200,11969,334429.0,8754691.0
2017-02-10,38000,38200,35950,36550,38531,319984.0,8754691.0
2017-02-13,36750,37100,36000,36950,12152,323486.0,8754691.0
2017-02-14,37250,37250,36450,36450,11688,319108.0,8754691.0
2017-02-15,36750,37000,35000,35550,39526,311229.0,8754691.0
2017-02-16,35700,35800,34850,35200,31935,308165.0,8754691.0
2017-02-17,35350,35400,34900,34950,20118,305976.0,8754691.0
2017-02-20,35450,35450,34900,35050,10858,306852.0,8754691.0
2017-02-21,35250,35300,34600,34900,18667,305539.0,8754691.0
2017-02-22,34750,35050,34400,34650,20979,303350.0,8754691.0
2017-02-23,34550,35500,34550,34950,16786,305976.0,8754691.0
2017-02-24,35850,35850,35000,35250,22311,308603.0,8754691.0
2017-02-27,36000,36300,35300,36100,23643,316044.0,8754691.0
2017-02-28,36100,36700,35600,36650,19362,320859.0,8754691.0
2017-03-02,36550,37600,36500,37600,26798,329176.0,8754691.0
2017-03-03,37700,37700,36400,36400,20942,318671.0,8754691.0
2017-03-06,35800,36800,35000,35150,23316,307727.0,8754691.0
2017-03-07,35400,35600,34600,35550,7527,311229.0,8754691.0
2017-03-08,35600,36350,35550,35650,6379,312105.0,8754691.0
2017-03-09,35800,35800,35300,35650,6215,312105.0,8754691.0
2017-03-10,36400,36600,35350,36300,13689,317795.0,8754691.0
2017-03-13,36350,36850,35350,35550,19341,311229.0,8754691.0
2017-03-14,35550,36100,35400,35450,20621,310354.0,8754691.0
2017-03-15,35150,35350,34700,35100,19758,307290.0,8754691.0
2017-03-16,34950,35250,34650,35050,17132,306852.0,8754691.0
2017-03-17,35250,36400,34950,36400,16292,318671.0,8754691.0
2017-03-20,36400,36950,36000,36950,14248,323486.0,8754691.0
2017-03-21,36950,37800,36950,37350,28427,326988.0,8754691.0
2017-03-22,37450,37950,36500,37400,30772,327425.0,8754691.0
2017-03-23,37400,37950,37150,37150,19003,325237.0,8754691.0
2017-03-24,37150,39300,36900,39200,44528,343184.0,8754691.0
2017-03-27,39250,39700,38700,39400,17038,344935.0,8754691.0
2017-03-28,39400,39400,38350,38700,19730,338807.0,8754691.0
2017-03-29,38700,38900,38200,38300,9603,335305.0,8754691.0
2017-03-30,38300,39200,38250,38350,11718,335742.0,8754691.0
2017-03-31,38350,39150,38200,39050,16437,341871.0,8754691.0
2017-04-03,39050,39500,38550,39300,20384,344059.0,8754691.0
2017-04-04,39800,39800,38700,39050,16944,341871.0,8754691.0
2017-04-05,38950,39100,38200,38350,15091,335742.0,8754691.0
2017-04-06,38600,39450,38150,39100,13374,342308.0,8754691.0
2017-04-07,39700,39700,38900,39200,6734,343184.0,8754691.0
2017-04-10,39200,39400,38300,38300,9627,335305.0,8754691.0
2017-04-11,38700,38900,37750,38850,15691,340120.0,8754691.0
2017-04-12,39300,39650,38850,39600,18094,346686.0,8754691.0
2017-04-13,39800,43350,39600,43350,88959,379516.0,8754691.0
2017-04-14,43650,43850,42700,42750,34639,374263.0,8754691.0
2017-04-17,42750,43500,42400,42950,33768,376014.0,8754691.0
2017-04-18,43250,45200,42800,44700,72073,391335.0,8754691.0
2017-04-19,45000,47100,44950,46850,56257,410157.0,8754691.0
2017-04-20,47400,47400,44100,45350,46355,397025.0,8754691.0
2017-04-21,46000,46000,43400,44000,45928,385206.0,8754691.0
2017-04-24,44000,44200,42700,42700,31045,373825.0,8754691.0
2017-04-25,43200,43900,42700,43650,25808,382142.0,8754691.0
2017-04-26,43550,45300,43550,44800,26174,392210.0,8754691.0
2017-04-27,47350,49650,47300,47700,190659,417599.0,8754691.0
2017-04-28,46250,47000,45600,46550,675133,407531.0,8754691.0
2017-05-02,46950,47950,46700,47900,98986,419350.0,8754691.0
2017-05-04,48650,48650,46800,47800,52795,418474.0,8754691.0
2017-05-08,47800,47800,46500,46900,51096,410595.0,8754691.0
2017-05-10,46900,49800,46900,48300,77764,422852.0,8754691.0
2017-05-11,48200,48200,46850,47250,37443,413659.0,8754691.0
2017-05-12,47750,48300,47000,47150,14428,412784.0,8754691.0
2017-05-15,47150,47250,46550,46750,18240,409282.0,8754691.0
2017-05-16,46500,47150,45150,45250,33989,396150.0,8754691.0
2017-05-17,45500,47700,45250,47700,51703,417599.0,8754691.0
2017-05-18,47200,47400,45650,46300,42064,405342.0,8754691.0
2017-05-19,47050,47050,45150,46450,34702,406655.0,8754691.0
2017-05-22,47050,47400,46150,46450,37457,406655.0,8754691.0
2017-05-23,47000,47400,46600,47100,21622,412346.0,8754691.0
2017-05-24,47500,47500,46150,46150,22057,404029.0,8754691.0
2017-05-25,46250,46600,45050,46150,36464,404029.0,8754691.0
2017-05-26,45850,46800,45800,46400,15212,406218.0,8754691.0
2017-05-29,46750,48200,46400,48200,43290,421976.0,8754691.0
2017-05-30,47850,48200,46750,46900,34829,410595.0,8754691.0
2017-05-31,46800,47250,46050,46050,23339,403154.0,8754691.0
2017-06-01,45850,49200,45600,48900,69477,428104.0,8754691.0
2017-06-02,49300,51500,48500,50400,91164,441236.0,8754691.0
2017-06-05,51100,51200,49800,50900,32353,445614.0,8754691.0
2017-06-07,50800,51400,49800,50000,24679,437735.0,8754691.0
2017-06-08,49900,50200,49300,49400,26986,432482.0,8754691.0
2017-06-09,49300,49950,48900,49450,16031,432919.0,8754691.0
2017-06-12,49200,49600,47800,48650,26607,425916.0,8754691.0
2017-06-13,48600,50200,48000,49400,26328,432482.0,8754691.0
2017-06-14,49950,50100,48600,49400,19607,432482.0,8754691.0
2017-06-15,49400,50600,48600,50400,14831,441236.0,8754691.0
2017-06-16,50600,50600,48900,49900,24370,436859.0,8754691.0
2017-06-19,49900,51000,49350,50400,27179,441236.0,8754691.0
2017-06-20,50200,52500,50200,51600,47705,451742.0,8754691.0
2017-06-21,52000,52000,49700,50500,33818,442112.0,8754691.0
2017-06-22,50500,51100,49850,50500,16956,442112.0,8754691.0
2017-06-23,50500,51500,50200,51000,15461,446489.0,8754691.0
2017-06-26,50800,51400,50400,50500,22353,442112.0,8754691.0
2017-06-27,50500,51200,49800,50500,18818,442112.0,8754691.0
2017-06-28,50100,50500,49500,49500,26366,433357.0,8754691.0
2017-06-29,51000,54700,51000,54200,144011,474504.0,8754691.0
2017-06-30,53900,54400,53100,54000,27971,472753.0,8754691.0
2017-07-03,54400,57100,54200,56200,86489,492014.0,8754691.0
2017-07-04,56000,56500,54400,54500,22800,477131.0,8754691.0
2017-07-05,54500,55000,53500,54200,21727,474504.0,8754691.0
2017-07-06,54300,55800,53900,54500,20987,477131.0,8754691.0
2017-07-07,53800,56900,53700,56900,26058,498142.0,8754691.0
2017-07-10,56800,58000,56000,57200,28202,500768.0,8754691.0
2017-07-11,57300,58200,55000,55200,43416,483259.0,8754691.0
2017-07-12,54800,56100,53800,54900,38177,480633.0,8754691.0
2017-07-13,54500,58300,54500,57400,59105,502519.0,8754691.0
2017-07-14,57900,58400,56000,56600,19070,495516.0,8754691.0
2017-07-17,57200,58000,56000,57100,17001,499893.0,8754691.0
2017-07-18,56800,57600,56300,56300,12568,492889.0,8754691.0
2017-07-19,56200,56800,55200,55800,22052,488512.0,8754691.0
2017-07-20,55500,57200,55400,56700,26994,496391.0,8754691.0
2017-07-21,56400,57000,55700,56100,11590,491138.0,8754691.0
2017-07-24,56900,57200,56100,57000,18164,499017.0,8754691.0
2017-07-25,56800,58700,55100,55900,55895,489387.0,8754691.0
2017-07-26,56000,56300,53700,53800,38921,471002.0,8754691.0
2017-07-27,54000,55000,50600,53800,149663,471002.0,8754691.0
2017-07-28,55300,55300,53000,53800,62179,471002.0,8754691.0
2017-07-31,54200,56200,53100,56000,39820,490263.0,8754691.0
2017-08-01,56500,57800,55700,57400,41391,502519.0,8754691.0
2017-08-02,57100,57800,56300,56500,17157,494640.0,8754691.0
2017-08-03,56900,57200,54000,55000,31363,481508.0,8754691.0
2017-08-04,55200,55900,54500,55100,23974,482383.0,8754691.0
2017-08-07,55000,55000,52300,53000,45744,463999.0,8754691.0
2017-08-08,52800,53600,51000,51900,41678,454368.0,8754691.0
2017-08-09,51900,52300,51200,51400,23184,449991.0,8754691.0
2017-08-10,51000,52300,49800,51400,43953,449991.0,8754691.0
2017-08-11,50400,51000,49100,50000,45693,437735.0,8754691.0
2017-08-14,50200,51000,49150,49150,23031,430293.0,8754691.0
2017-08-16,49500,49850,47850,48000,53464,420225.0,8754691.0
2017-08-17,48500,51000,48400,50700,50574,443863.0,8754691.0
2017-08-18,50500,51700,49900,50900,23428,445614.0,8754691.0
2017-08-21,51000,51000,49900,50200,9305,439485.0,8754691.0
2017-08-22,50200,51500,50200,50400,20626,441236.0,8754691.0
2017-08-23,50500,51400,50500,51400,15394,449991.0,8754691.0
2017-08-24,51200,51400,49550,50400,40535,441236.0,8754691.0
2017-08-25,50100,50200,48750,49100,51690,429855.0,8754691.0
2017-08-28,49100,50300,49100,50100,16422,438610.0,8754691.0
2017-08-29,49900,50200,49150,49750,16432,435546.0,8754691.0
2017-08-30,49450,50300,49400,49800,13287,435984.0,8754691.0
2017-08-31,50000,50900,48950,50500,19577,442112.0,8754691.0
2017-09-01,50500,50800,49200,49600,11547,434233.0,8754691.0
2017-09-04,48250,49400,48050,48600,11517,425478.0,8754691.0
2017-09-05,48650,49750,48100,49550,10139,433795.0,8754691.0
2017-09-06,49250,53000,49250,52600,48995,460497.0,8754691.0
2017-09-07,53400,53900,51500,52700,34668,461372.0,8754691.0
2017-09-08,52700,54100,52700,52900,16235,463123.0,8754691.0
2017-09-11,52900,53300,52000,52300,15012,457870.0,8754691.0
2017-09-12,51800,53000,51000,51600,18613,451742.0,8754691.0
2017-09-13,52200,52200,50300,51000,24527,446489.0,8754691.0
2017-09-14,50600,52600,50100,52100,17936,456119.0,8754691.0
2017-09-15,51100,51800,51000,51400,18238,449991.0,8754691.0
2017-09-18,51600,52500,50700,52100,29301,456119.0,8754691.0
2017-09-19,51800,52300,51200,51700,17015,452618.0,8754691.0
2017-09-20,51600,52200,49900,50600,29375,442987.0,8754691.0
2017-09-21,50300,51500,49800,51200,19432,448240.0,8754691.0
2017-09-22,51200,51500,49800,50700,31787,443863.0,8754691.0
2017-09-25,50800,51100,49700,51100,29713,447365.0,8754691.0
2017-09-26,50100,51600,49700,50900,29237,445614.0,8754691.0
2017-09-27,50700,53900,50700,53800,57569,471002.0,8754691.0
2017-09-28,54100,55800,53800,54300,43303,475380.0,8754691.0
2017-09-29,53900,55700,53900,55700,44282,487636.0,8754691.0
2017-10-10,55700,59500,55300,59500,76840,520904.0,8754691.0
2017-10-11,59500,59500,57900,58200,29793,509523.0,8754691.0
2017-10-12,58400,58800,57200,58100,19200,508648.0,8754691.0
2017-10-13,58200,58400,54000,55800,58432,488512.0,8754691.0
2017-10-16,55800,56900,54600,54800,20104,479757.0,8754691.0
2017-10-17,54800,55500,54100,54300,18432,475380.0,8754691.0
2017-10-18,54300,55300,53800,54700,15171,478882.0,8754691.0
2017-10-19,55000,56100,54100,55800,21959,488512.0,8754691.0
2017-10-20,55800,55800,54200,55800,24088,488512.0,8754691.0
2017-10-23,55900,57500,55500,57500,25034,503395.0,8754691.0
2017-10-24,57500,57600,56100,56500,15941,494640.0,8754691.0
2017-10-25,56500,57600,56100,57300,11584,501644.0,8754691.0
2017-10-26,57500,60300,57400,58300,52776,510398.0,8754691.0
2017-10-27,59000,60000,58400,59900,28178,524406.0,8754691.0
2017-10-30,60400,60500,57000,58300,55891,510398.0,8754691.0
2017-10-31,58900,63000,58700,62200,84947,544542.0,8754691.0
2017-11-01,62500,63100,60600,61600,27832,539289.0,8754691.0
2017-11-02,61200,62800,59600,60100,247733,526157.0,8754691.0
2017-11-03,60100,62500,58000,62200,77999,544542.0,8754691.0
2017-11-06,62600,64600,60200,64400,75541,563802.0,8754691.0
2017-11-07,65500,65500,62600,63500,39336,555923.0,8754691.0
2017-11-08,63700,64700,62200,64300,39424,562927.0,8754691.0
2017-11-09,64300,64600,62700,62800,28448,549795.0,8754691.0
2017-11-10,62500,64300,62100,63400,31927,555047.0,8754691.0
2017-11-13,63400,64000,62700,64000,33913,560300.0,8754691.0
2017-11-14,64300,68500,63900,68500,82914,599696.0,8754691.0
2017-11-15,68500,69400,67300,69200,43295,605825.0,8754691.0
2017-11-16,69300,73300,68200,73300,69167,641719.0,8754691.0
2017-11-17,72900,73600,68700,70500,60572,617206.0,8754691.0
2017-11-20,70000,70800,68000,70400,57449,616330.0,8754691.0
2017-11-21,70400,70600,67400,68000,60165,595319.0,8754691.0
2017-11-22,68400,70000,67500,68700,38994,601447.0,8754691.0
2017-11-23,68700,70300,68100,69400,59974,607576.0,8754691.0
2017-11-24,69500,69900,67900,67900,26964,594444.0,8754691.0
2017-11-27,67900,68700,66800,68700,19393,601447.0,8754691.0
2017-11-28,68800,69900,67000,68100,30201,596194.0,8754691.0
2017-11-29,67700,69800,67600,69600,23800,609326.0,8754691.0
2017-11-30,69300,71500,68400,70000,27922,612828.0,8754691.0
2017-12-01,70000,71900,69200,71500,24684,625960.0,8754691.0
2017-12-04,71800,72100,70500,71000,21724,621583.0,8754691.0
2017-12-05,71000,72200,70100,70500,17382,617206.0,8754691.0
2017-12-06,70400,71800,68000,69300,18854,606700.0,8754691.0
2017-12-07,69600,70200,66500,67500,28619,590942.0,8754691.0
2017-12-08,67400,68800,66000,66100,19657,578685.0,8754691.0
2017-12-11,66700,67400,65000,67400,21542,590066.0,8754691.0
2017-12-12,66600,67700,64800,64800,25322,567304.0,8754691.0
2017-12-13,64600,66900,64600,65600,17959,574308.0,8754691.0
2017-12-14,65600,67300,64900,66900,30894,585689.0,8754691.0
2017-12-15,66900,67200,65000,67200,16841,588315.0,8754691.0
2017-12-18,66800,69400,66800,69000,29475,604074.0,8754691.0
2017-12-19,69000,69500,68500,68900,14682,603198.0,8754691.0
2017-12-20,68400,69100,68300,68800,8977,602323.0,8754691.0
2017-12-21,68800,72300,68200,71400,46006,625085.0,8754691.0
2017-12-22,71600,75600,70700,75500,47914,660979.0,8754691.0
2017-12-26,75300,78700,74600,75800,44864,663606.0,8754691.0
2017-12-27,75800,76500,73200,76500,27108,669734.0,8754691.0
2017-12-28,75500,77000,73900,74500,20663,652224.0,8754691.0
2018-01-02,74500,76400,73800,74000,29935,647847.0,8754691.0
2018-01-03,73800,74000,70700,73600,50469,644345.0,8754691.0
2018-01-04,74200,76700,72000,74100,58786,648723.0,8754691.0
2018-01-05,74100,75400,72800,73600,20550,644345.0,8754691.0
2018-01-08,73000,73100,70000,71000,52282,621583.0,8754691.0
2018-01-09,70800,71500,70200,70200,24560,614579.0,8754691.0
2018-01-10,70300,72500,70100,72500,27261,634715.0,8754691.0
2018-01-11,72700,74000,71100,74000,22603,647847.0,8754691.0
2018-01-12,75000,75000,71300,73000,28576,639092.0,8754691.0
2018-01-15,71900,73000,70800,71900,43903,629462.0,8754691.0
2018-01-16,71500,75000,71100,73300,54657,641719.0,8754691.0
2018-01-17,73700,78600,73700,77800,69405,681115.0,8754691.0
2018-01-18,78500,79300,76800,78700,45993,688994.0,8754691.0
2018-01-19,79300,87100,79200,83500,76859,731017.0,8754691.0
2018-01-22,84600,85900,79700,82500,46741,722262.0,8754691.0
2018-01-23,82200,82200,79000,80300,46595,703002.0,8754691.0
2018-01-24,80300,80900,78500,78500,33335,687243.0,8754691.0
2018-01-25,78500,79800,77400,78500,39675,687243.0,8754691.0
2018-01-26,78500,79700,77000,79700,34854,697749.0,8754691.0
2018-01-29,80400,80400,78700,79800,38028,698624.0,8754691.0
2018-01-30,79900,80500,77500,77900,31432,681990.0,8754691.0
2018-01-31,76900,79900,76800,79600,25452,696873.0,8754691.0
2018-02-01,81300,84400,80000,83400,92929,730141.0,8754691.0
2018-02-02,83400,84000,80500,83300,37898,729266.0,8754691.0
2018-02-05,82600,82600,78900,78900,58036,690745.0,8754691.0
2018-02-06,76000,78400,75200,76700,52979,671485.0,8754691.0
2018-02-07,79000,82200,78000,79200,55668,693372.0,8754691.0
2018-02-08,79200,82200,78500,81200,70877,710881.0,8754691.0
2018-02-09,77400,81500,77100,79800,28140,698624.0,8754691.0
2018-02-12,80600,80900,78000,80000,24410,700375.0,8754691.0
2018-02-13,80100,80400,77300,77300,31036,676738.0,8754691.0
2018-02-14,77300,77800,75300,77300,33876,676738.0,8754691.0
2018-02-19,76400,77800,75100,77800,61924,681115.0,8754691.0
2018-02-20,78200,81900,77900,79200,38613,693372.0,8754691.0
2018-02-21,79500,81900,77900,81600,22156,714383.0,8754691.0
2018-02-22,81000,81600,79200,81000,15446,709130.0,8754691.0
2018-02-23,81600,85000,80100,84300,33794,738020.0,8754691.0
2018-02-26,86600,86700,83100,85500,42334,748526.0,8754691.0
2018-02-27,84500,85200,83300,83900,122466,734519.0,8754691.0
2018-02-28,83900,83900,80700,81000,22845,709130.0,8754691.0
2018-03-02,80100,80100,77500,78700,27444,688994.0,8754691.0
2018-03-05,78700,82700,78600,82000,25413,717885.0,8754691.0
2018-03-06,83500,84400,82300,84000,22810,735394.0,8754691.0
2018-03-07,84700,85500,83400,84300,28026,738020.0,8754691.0
2018-03-08,84300,85100,81100,81900,30542,717009.0,8754691.0
2018-03-09,82600,86400,82000,86400,37412,756405.0,8754691.0
2018-03-12,86500,86900,83000,83200,32479,728390.0,8754691.0
2018-03-13,82500,84100,82100,82200,33736,719636.0,8754691.0
2018-03-14,81600,84200,81200,82500,32811,722262.0,8754691.0
2018-03-15,82500,83100,81100,81800,20173,716134.0,8754691.0
2018-03-16,81400,83800,81300,81300,32194,711756.0,8754691.0
2018-03-19,81600,83400,81300,81800,14787,716134.0,8754691.0
2018-03-20,81800,85900,81300,85500,29105,748526.0,8754691.0
2018-03-21,84600,85600,83600,84900,22150,743273.0,8754691.0
2018-03-22,84600,87000,84400,85400,21351,747651.0,8754691.0
2018-03-23,84900,86700,82000,82500,27970,722262.0,8754691.0
2018-03-26,82600,88000,82600,87300,65268,764285.0,8754691.0
2018-03-27,87100,88300,84700,86500,41501,757281.0,8754691.0
2018-03-28,85500,88500,84000,87800,38279,768662.0,8754691.0
2018-03-29,87800,93700,85500,93700,63144,820315.0,8754691.0
2018-03-30,93700,93700,85500,85500,92341,748526.0,8754691.0
2018-04-02,85100,85200,75000,77800,209136,681115.0,8754691.0
2018-04-03,77800,80000,76200,77600,55959,679364.0,8754691.0
2018-04-04,77500,79100,75600,78700,42116,688994.0,8754691.0
2018-04-05,78700,79900,78200,78200,31276,684617.0,8754691.0
2018-04-06,77800,78100,76100,77400,25102,677613.0,8754691.0
2018-04-09,77400,77500,73800,74100,77274,648723.0,8754691.0
2018-04-10,74100,74900,72600,74200,38820,649598.0,8754691.0
2018-04-11,74800,74800,70200,71100,114614,622459.0,8754691.0
2018-04-12,71000,71900,69400,70200,87909,614579.0,8754691.0
2018-04-13,70500,74400,70500,71900,63256,629462.0,8754691.0
2018-04-16,71900,72700,71000,71900,26510,629462.0,8754691.0
2018-04-17,72100,73700,72000,72800,33723,637342.0,8754691.0
2018-04-18,73700,75900,72800,72900,64248,638217.0,8754691.0
2018-04-19,73700,74200,72000,73500,41600,643470.0,8754691.0
2018-04-20,72700,73800,71500,72500,26827,634715.0,8754691.0
2018-04-23,73500,74000,70900,71800,22063,628587.0,8754691.0
2018-04-24,71400,72500,70700,71700,24915,627711.0,8754691.0
2018-04-25,72100,72100,70200,70500,35845,617206.0,8754691.0
2018-04-26,70900,71000,69900,71000,24032,621583.0,8754691.0
2018-04-27,71200,72600,70300,72400,19256,633840.0,8754691.0
2018-04-30,71500,73000,69900,70300,30241,615455.0,8754691.0
2018-05-02,70100,72900,69700,71200,29527,623334.0,8754691.0
2018-05-03,70500,70500,65500,65500,90601,573432.0,8754691.0
2018-05-04,65400,67200,65400,65600,71861,574308.0,8754691.0
2018-05-08,65600,66400,61000,61000,80348,534036.0,8754691.0
2018-05-09,60900,65600,60900,64600,63577,565553.0,8754691.0
2018-05-10,64900,67000,63400,63500,50634,555923.0,8754691.0
2018-05-11,64400,65700,63300,65600,29419,574308.0,8754691.0
2018-05-14,66000,66400,64500,65100,30883,569930.0,8754691.0
2018-05-15,64800,65100,62200,62800,48296,549795.0,8754691.0
2018-05-16,62800,63900,61000,62900,25068,550670.0,8754691.0
2018-05-17,62200,62400,60600,61000,51387,534036.0,8754691.0
2018-05-18,61800,62100,60700,61000,37885,534036.0,8754691.0
2018-05-21,61000,62200,60900,61500,27918,538413.0,8754691.0
2018-05-23,61200,65000,60700,61300,24514,536663.0,8754691.0
2018-05-24,61800,62300,61000,61600,18310,539289.0,8754691.0
2018-05-25,61900,63700,60600,63300,23752,554172.0,8754691.0
2018-05-28,63300,63700,60500,60500,36930,529659.0,8754691.0
2018-05-29,60400,60600,57100,57300,68286,501644.0,8754691.0
2018-05-30,57100,57500,54000,55200,55876,483259.0,8754691.0
2018-05-31,56000,59000,55300,58800,57852,514776.0,8754691.0
2018-06-01,58800,60100,58000,59300,28220,519153.0,8754691.0
2018-06-04,59000,59800,56700,57700,40884,505146.0,8754691.0
2018-06-05,58700,61100,58200,60300,37714,527908.0,8754691.0
2018-06-07,61100,63500,59600,62900,59110,550670.0,8754691.0
2018-06-08,63500,63500,57300,57900,95293,506897.0,8754691.0
2018-06-11,59200,61600,58000,61500,67464,538413.0,8754691.0
2018-06-12,61400,61400,59400,61000,40330,534036.0,8754691.0
2018-06-14,61000,61000,58100,58500,62427,512149.0,8754691.0
2018-06-15,58200,59500,57700,57800,23279,506021.0,8754691.0
2018-06-18,57800,58700,55700,56500,24925,494640.0,8754691.0
2018-06-19,55800,57300,54500,54500,26709,477131.0,8754691.0
2018-06-20,54300,56200,54200,56000,15746,490263.0,8754691.0
2018-06-21,56500,58700,55200,56300,53247,492889.0,8754691.0
2018-06-22,57000,61000,56800,61000,63239,534036.0,8754691.0
2018-06-25,60700,60900,56700,60200,69890,527032.0,8754691.0
2018-06-26,59000,60500,58300,60400,23295,528783.0,8754691.0
2018-06-27,60000,61000,58200,58900,34894,515651.0,8754691.0
2018-06-28,59100,60100,57600,57600,16015,504270.0,8754691.0
2018-06-29,57300,58200,56400,57400,24358,502519.0,8754691.0
2018-07-02,56800,57400,53600,53800,43433,471002.0,8754691.0
2018-07-03,54700,56000,53600,55900,29246,489387.0,8754691.0
2018-07-04,55900,57500,54500,56400,38252,493765.0,8754691.0
2018-07-05,56000,59400,55700,59200,28671,518278.0,8754691.0
2018-07-06,59200,61000,57400,60800,48697,532285.0,8754691.0
2018-07-09,60800,62300,59200,62100,33171,543666.0,8754691.0
2018-07-10,62800,62800,60200,62100,34792,543666.0,8754691.0
2018-07-11,62000,62900,60500,61800,32033,541040.0,8754691.0
2018-07-12,61500,62400,61400,61900,11487,541915.0,8754691.0
2018-07-13,59500,60500,54400,56100,135047,491138.0,8754691.0
2018-07-16,55900,56600,53700,54500,40091,477131.0,8754691.0
2018-07-17,54300,54400,51700,51700,94310,452618.0,8754691.0
2018-07-18,52200,55000,52100,54600,35091,478006.0,8754691.0
2018-07-19,54600,54900,51800,53600,43847,469251.0,8754691.0
2018-07-20,53100,54200,52100,52100,28068,456119.0,8754691.0
2018-07-23,52100,54000,51900,52300,19235,457870.0,8754691.0
2018-07-24,52300,53000,51300,51500,24694,450867.0,8754691.0
2018-07-25,51500,53900,50400,52300,34342,457870.0,8754691.0
2018-07-26,53900,54100,52500,53400,9997,467500.0,8754691.0
2018-07-27,53900,55900,52200,55900,25720,489387.0,8754691.0
2018-07-30,55900,56700,54600,55900,17565,489387.0,8754691.0
2018-07-31,55900,56700,54900,56000,15326,490263.0,8754691.0
2018-08-01,56100,56800,55000,55900,9218,489387.0,8754691.0
2018-08-02,56800,56800,52500,52900,25522,463123.0,8754691.0
2018-08-03,52900,54600,52600,53000,20261,463999.0,8754691.0
2018-08-06,51300,51900,49550,49550,81090,433795.0,8754691.0
2018-08-07,49750,49900,46900,48000,77108,420225.0,8754691.0
2018-08-08,48050,48150,45600,45700,80220,400089.0,8754691.0
2018-08-09,45750,46050,45300,45500,27856,398338.0,8754691.0
2018-08-10,45300,45650,44150,44200,40281,386957.0,8754691.0
2018-08-13,44500,44600,42000,42100,54583,368572.0,8754691.0
2018-08-14,42200,42850,41550,42050,40972,368135.0,8754691.0
2018-08-16,41850,42950,41050,42950,31662,376014.0,8754691.0
2018-08-17,42950,43650,42600,43400,25100,379954.0,8754691.0
2018-08-20,43650,43650,42050,42050,22993,368135.0,8754691.0
2018-08-21,42150,45300,42150,44300,40548,387833.0,8754691.0
2018-08-22,44800,45600,43950,44200,18163,386957.0,8754691.0
2018-08-23,44100,44400,42650,43100,36467,377327.0,8754691.0
2018-08-24,43100,44350,43000,44200,34750,386957.0,8754691.0
2018-08-27,44300,46300,44200,45900,31531,401840.0,8754691.0
2018-08-28,46000,46100,44800,45050,12903,394399.0,8754691.0
2018-08-29,44800,45300,43950,45100,14967,394837.0,8754691.0
2018-08-30,45100,45400,43900,44400,16492,388708.0,8754691.0
2018-08-31,44400,44550,43600,44200,14684,386957.0,8754691.0
2018-09-03,44300,45400,44200,45100,9827,394837.0,8754691.0
2018-09-04,44500,46150,44400,45650,15263,399652.0,8754691.0
2018-09-05,46150,46300,44500,44600,23259,390459.0,8754691.0
2018-09-06,44800,44800,43900,44000,12983,385206.0,8754691.0
2018-09-07,44000,44650,43400,43450,15504,380391.0,8754691.0
2018-09-10,43200,43650,42550,43550,16847,381267.0,8754691.0
