오텍(067170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-01-28,1606,1635,1549,1570,108143,10560.0,4800000.0
2004-01-29,1571,1603,1564,1592,59186,10704.0,4800000.0
2004-01-30,1592,1664,1592,1663,80639,11184.0,4800000.0
2004-02-02,1649,1678,1617,1656,51702,11136.0,4800000.0
2004-02-03,1649,1671,1624,1642,50112,11040.0,4800000.0
2004-02-04,1678,1706,1642,1681,134199,11304.0,4800000.0
2004-02-05,1771,1881,1728,1842,562740,12384.0,4800000.0
2004-02-06,1842,1874,1771,1792,150094,12048.0,4800000.0
2004-02-09,1817,1842,1774,1792,143181,12048.0,4800000.0
2004-02-10,1792,1803,1731,1752,142006,11784.0,4800000.0
2004-02-11,1749,1803,1717,1799,111528,12096.0,4800000.0
2004-02-12,1817,1878,1728,1735,303481,11664.0,4800000.0
2004-02-13,1740,1760,1615,1635,176392,7848.0,4800000.0
2004-02-16,1640,1700,1630,1675,98116,8040.0,4800000.0
2004-02-17,1630,1670,1595,1600,123682,7680.0,4800000.0
2004-02-18,1620,1625,1595,1595,66721,7656.0,4800000.0
2004-02-19,1560,1590,1515,1530,178665,7344.0,4800000.0
2004-02-20,1530,1555,1515,1540,71801,7392.0,4800000.0
2004-02-23,1550,1660,1550,1585,324611,7608.0,4800000.0
2004-02-24,1600,1650,1520,1535,75348,7368.0,4800000.0
2004-02-25,1560,1560,1465,1465,86941,7032.0,4800000.0
2004-02-26,1460,1515,1420,1420,76768,6816.0,4800000.0
2004-02-27,1410,1420,1355,1360,42176,6528.0,4800000.0
2004-03-02,1370,1385,1365,1380,41494,6624.0,4800000.0
2004-03-03,1355,1445,1355,1400,51666,6720.0,4800000.0
2004-03-04,1400,1450,1400,1430,32841,6864.0,4800000.0
2004-03-05,1410,1500,1410,1450,111421,6960.0,4800000.0
2004-03-08,1440,1460,1380,1380,63181,6624.0,4800000.0
2004-03-09,1360,1390,1330,1360,170104,9139.0,6720000.0
2004-03-10,1335,1405,1335,1365,80892,9173.0,6720000.0
2004-03-11,1360,1420,1340,1415,102495,9509.0,6720000.0
2004-03-12,1415,1415,1250,1360,175733,9139.0,6720000.0
2004-03-15,1390,1410,1310,1410,33163,9475.0,6720000.0
2004-03-16,1400,1500,1380,1500,111768,10080.0,6720000.0
2004-03-17,1530,1550,1470,1505,122113,10114.0,6720000.0
2004-03-18,1545,1545,1465,1505,82721,10114.0,6720000.0
2004-03-19,1490,1675,1480,1550,399307,10416.0,6720000.0
2004-03-22,1575,1630,1550,1585,152122,10651.0,6720000.0
2004-03-23,1585,1645,1550,1570,290033,10550.0,6720000.0
2004-03-24,1570,1575,1490,1525,103322,10248.0,6720000.0
2004-03-25,1500,1540,1435,1535,88220,10315.0,6720000.0
2004-03-26,1510,1525,1460,1525,51575,10248.0,6720000.0
2004-03-29,1505,1560,1495,1550,50961,10416.0,6720000.0
2004-03-30,1525,1555,1495,1530,49599,10282.0,6720000.0
2004-03-31,1510,1570,1495,1530,48517,10282.0,6720000.0
2004-04-01,1540,1550,1500,1530,67967,10282.0,6720000.0
2004-04-02,1530,1535,1470,1510,72017,10147.0,6720000.0
2004-04-06,1515,1570,1480,1540,142596,10349.0,6720000.0
2004-04-07,1560,1565,1520,1565,149646,10517.0,6720000.0
2004-04-08,1580,1670,1580,1670,402883,11222.0,6720000.0
2004-04-09,1685,1695,1620,1650,157711,11088.0,6720000.0
2004-04-12,1650,1780,1635,1740,399532,11693.0,6720000.0
2004-04-13,1750,1750,1670,1690,177141,11357.0,6720000.0
2004-04-14,1695,1710,1600,1640,161966,11021.0,6720000.0
2004-04-16,1610,1695,1605,1685,159537,11323.0,6720000.0
2004-04-19,1660,1715,1640,1650,153332,11088.0,6720000.0
2004-04-20,1650,1675,1575,1650,191798,11088.0,6720000.0
2004-04-21,1600,1650,1570,1600,143089,10752.0,6720000.0
2004-04-22,1595,1650,1560,1560,265333,10483.0,6720000.0
2004-04-23,1550,1590,1495,1510,329456,10147.0,6720000.0
2004-04-26,1540,1550,1510,1510,171571,10147.0,6720000.0
2004-04-27,1500,1525,1475,1490,165747,10013.0,6720000.0
2004-04-28,1480,1515,1475,1490,70984,10013.0,6720000.0
2004-04-29,1480,1480,1370,1370,126653,9206.0,6720000.0
2004-04-30,1350,1395,1330,1395,95882,9374.0,6720000.0
2004-05-03,1380,1410,1370,1405,67072,9442.0,6720000.0
2004-05-04,1395,1430,1395,1420,82716,9542.0,6720000.0
2004-05-06,1400,1420,1340,1360,60782,9139.0,6720000.0
2004-05-07,1340,1370,1280,1310,138008,8803.0,6720000.0
2004-05-10,1295,1320,1155,1220,82933,8198.0,6720000.0
2004-05-11,1215,1220,1165,1220,37556,8198.0,6720000.0
2004-05-12,1220,1245,1210,1215,63928,8165.0,6720000.0
2004-05-13,1215,1260,1215,1225,44654,8232.0,6720000.0
2004-05-14,1225,1265,1170,1205,56563,8098.0,6720000.0
2004-05-17,1190,1220,1065,1065,69403,7157.0,6720000.0
2004-05-18,1060,1075,1000,1035,68974,6955.0,6720000.0
2004-05-19,1050,1115,1045,1110,80077,7459.0,6720000.0
2004-05-20,1105,1105,1050,1060,51665,7123.0,6720000.0
2004-05-21,1050,1085,1050,1070,61084,7190.0,6720000.0
2004-05-24,1090,1105,1040,1095,42324,7358.0,6720000.0
2004-05-25,1080,1135,1050,1100,32077,7392.0,6720000.0
2004-05-27,1095,1135,1095,1100,39179,7392.0,6720000.0
2004-05-28,1095,1105,1050,1070,100662,7190.0,6720000.0
2004-05-31,1065,1100,1055,1080,43987,7258.0,6720000.0
2004-06-01,1075,1100,1060,1075,36758,7224.0,6720000.0
2004-06-02,1065,1080,1030,1050,47595,7056.0,6720000.0
2004-06-03,1040,1070,1005,1010,43602,6787.0,6720000.0
2004-06-04,1005,1030,990,1025,134737,6888.0,6720000.0
2004-06-07,1000,1045,1000,1010,40853,6787.0,6720000.0
2004-06-08,1090,1090,1015,1025,101717,6888.0,6720000.0
2004-06-09,1040,1085,1025,1055,131334,7090.0,6720000.0
2004-06-10,1060,1175,1050,1130,197114,7594.0,6720000.0
2004-06-11,1115,1145,1060,1100,71920,7392.0,6720000.0
2004-06-14,1090,1200,1070,1200,286617,8064.0,6720000.0
2004-06-15,1200,1235,1170,1205,188041,8098.0,6720000.0
2004-06-16,1210,1225,1110,1120,184672,7526.0,6720000.0
2004-06-17,1110,1140,1075,1105,61474,7426.0,6720000.0
2004-06-18,1100,1110,1025,1050,102443,7056.0,6720000.0
2004-06-21,1035,1050,990,990,75155,6653.0,6720000.0
2004-06-22,1005,1005,910,915,103248,6149.0,6720000.0
2004-06-23,915,950,915,935,67565,6283.0,6720000.0
2004-06-24,940,1025,940,960,181174,6451.0,6720000.0
2004-06-25,940,960,920,925,45416,6216.0,6720000.0
2004-06-28,940,955,915,915,120131,6149.0,6720000.0
2004-06-29,920,935,915,925,56604,6216.0,6720000.0
2004-06-30,930,1015,930,1000,126377,6720.0,6720000.0
2004-07-01,980,1000,965,995,47604,6686.0,6720000.0
2004-07-02,980,1025,980,1015,81557,6821.0,6720000.0
2004-07-05,1020,1030,990,1000,47869,6720.0,6720000.0
2004-07-06,1000,1010,960,980,46452,6586.0,6720000.0
2004-07-07,945,980,945,965,57135,6485.0,6720000.0
2004-07-08,950,1015,950,990,87701,6653.0,6720000.0
2004-07-09,1010,1080,970,1060,99813,7123.0,6720000.0
2004-07-12,1035,1095,1010,1050,71946,7056.0,6720000.0
2004-07-13,1040,1085,1030,1080,189493,7258.0,6720000.0
2004-07-14,1080,1100,1050,1080,84755,7258.0,6720000.0
2004-07-15,1090,1100,1035,1075,79214,7224.0,6720000.0
2004-07-16,1070,1075,1035,1075,25175,7224.0,6720000.0
2004-07-19,1085,1085,1035,1035,38114,6955.0,6720000.0
2004-07-20,1020,1070,1020,1045,50991,7022.0,6720000.0
2004-07-21,1035,1105,1035,1090,81508,7325.0,6720000.0
2004-07-22,1075,1120,1075,1110,70828,7459.0,6720000.0
2004-07-23,1110,1220,1090,1200,314820,8064.0,6720000.0
2004-07-26,1100,1190,1100,1185,103150,7963.0,6720000.0
2004-07-27,1160,1170,1110,1155,153460,7762.0,6720000.0
2004-07-28,1285,1285,1140,1145,212069,7694.0,6720000.0
2004-07-29,1130,1140,1080,1090,200726,7325.0,6720000.0
2004-07-30,1100,1220,1020,1060,1127867,7123.0,6720000.0
2004-08-02,1030,1080,950,985,106193,6619.0,6720000.0
2004-08-03,1000,1040,985,985,86913,6619.0,6720000.0
2004-08-04,955,1020,955,995,51772,6686.0,6720000.0
2004-08-05,980,1060,980,1050,70124,7056.0,6720000.0
2004-08-06,1050,1085,1045,1075,91123,7224.0,6720000.0
2004-08-09,1060,1085,1040,1075,32179,7224.0,6720000.0
2004-08-10,1075,1140,1060,1085,154955,7291.0,6720000.0
2004-08-11,1125,1125,1060,1080,42081,7258.0,6720000.0
2004-08-12,1080,1125,1080,1110,68653,7459.0,6720000.0
2004-08-13,1110,1130,1085,1130,78225,7594.0,6720000.0
2004-08-16,1140,1150,1110,1140,84339,7661.0,6720000.0
2004-08-17,1150,1150,1110,1110,29359,7459.0,6720000.0
2004-08-18,1100,1155,1100,1105,78568,7426.0,6720000.0
2004-08-19,1100,1185,1090,1120,174795,7526.0,6720000.0
2004-08-20,1085,1120,1075,1110,26824,7459.0,6720000.0
2004-08-23,1110,1120,1085,1120,61961,7526.0,6720000.0
2004-08-24,1105,1140,1095,1125,29356,7560.0,6720000.0
2004-08-25,1105,1125,1080,1080,28924,7258.0,6720000.0
2004-08-26,1085,1115,1070,1100,28123,7392.0,6720000.0
2004-08-27,1110,1110,1070,1080,15346,7258.0,6720000.0
2004-08-30,1075,1075,1045,1070,37320,7190.0,6720000.0
2004-08-31,1060,1060,1040,1060,9786,7123.0,6720000.0
2004-09-01,1080,1080,1055,1065,39483,7157.0,6720000.0
2004-09-02,1050,1065,1035,1050,17459,7056.0,6720000.0
2004-09-03,1050,1075,1040,1045,29395,7022.0,6720000.0
2004-09-06,1035,1065,1035,1045,37902,7022.0,6720000.0
2004-09-07,1045,1055,1035,1050,31555,7056.0,6720000.0
2004-09-08,1060,1080,1045,1080,64612,7258.0,6720000.0
2004-09-09,1060,1085,1060,1075,41662,7224.0,6720000.0
2004-09-10,1075,1130,1070,1130,111444,7594.0,6720000.0
2004-09-13,1135,1145,1120,1145,69856,7694.0,6720000.0
2004-09-14,1150,1160,1105,1125,45000,7560.0,6720000.0
2004-09-15,1140,1140,1105,1140,62452,7661.0,6720000.0
2004-09-16,1130,1145,1075,1145,61802,7694.0,6720000.0
2004-09-17,1140,1145,1125,1125,30690,7560.0,6720000.0
2004-09-20,1110,1160,1110,1150,95786,7728.0,6720000.0
2004-09-21,1155,1160,1125,1155,36365,7762.0,6720000.0
2004-09-22,1150,1165,1135,1150,87536,7728.0,6720000.0
2004-09-23,1160,1160,1100,1100,60506,7392.0,6720000.0
2004-09-24,1100,1140,1085,1125,83382,7560.0,6720000.0
2004-09-30,1110,1120,1090,1120,42340,7526.0,6720000.0
2004-10-01,1080,1095,1060,1070,87324,7190.0,6720000.0
2004-10-04,1070,1090,1070,1085,40054,7291.0,6720000.0
2004-10-05,1100,1205,1090,1200,262702,8064.0,6720000.0
2004-10-06,1180,1180,1120,1160,252762,7795.0,6720000.0
2004-10-07,1150,1170,1125,1145,71955,7694.0,6720000.0
2004-10-08,1145,1145,1100,1125,119110,7560.0,6720000.0
2004-10-11,1125,1130,1100,1110,66458,7459.0,6720000.0
2004-10-12,1100,1130,1050,1050,84605,7056.0,6720000.0
2004-10-13,1040,1085,1040,1045,48412,7022.0,6720000.0
2004-10-14,1025,1050,1025,1035,55874,6955.0,6720000.0
2004-10-15,1020,1050,1010,1015,65619,6821.0,6720000.0
2004-10-18,1020,1030,1010,1030,50312,6922.0,6720000.0
2004-10-19,1025,1040,1020,1025,38193,6888.0,6720000.0
2004-10-20,1025,1035,1015,1030,28380,6922.0,6720000.0
2004-10-21,1000,1045,1000,1030,31151,6922.0,6720000.0
2004-10-22,1015,1035,1005,1005,26461,6754.0,6720000.0
2004-10-25,1000,1015,990,995,50001,6686.0,6720000.0
2004-10-26,985,1010,985,1010,33599,6787.0,6720000.0
2004-10-27,1000,1020,980,1015,50032,6821.0,6720000.0
2004-10-28,1005,1020,1000,1010,31683,6787.0,6720000.0
2004-10-29,1010,1010,985,990,26206,6653.0,6720000.0
2004-11-01,985,1000,980,1000,7456,6720.0,6720000.0
2004-11-02,995,1005,980,1000,54727,6720.0,6720000.0
2004-11-03,1005,1045,990,1040,41801,6989.0,6720000.0
2004-11-04,1050,1055,1025,1045,12450,7022.0,6720000.0
2004-11-05,1040,1055,1010,1010,105252,6787.0,6720000.0
2004-11-08,1020,1030,1010,1015,7451,6821.0,6720000.0
2004-11-09,1015,1035,1010,1010,8470,6787.0,6720000.0
2004-11-10,1010,1040,1000,1040,20626,6989.0,6720000.0
2004-11-11,1040,1040,1020,1040,20951,6989.0,6720000.0
2004-11-12,1015,1050,1000,1030,56360,6922.0,6720000.0
2004-11-15,1030,1035,1010,1030,58113,6922.0,6720000.0
2004-11-16,1005,1025,1005,1010,13081,6787.0,6720000.0
2004-11-17,1010,1025,1010,1025,43988,6888.0,6720000.0
2004-11-18,955,1030,955,1025,8350,6888.0,6720000.0
2004-11-19,1025,1030,990,1010,21175,6787.0,6720000.0
2004-11-22,1000,1015,1000,1015,11012,6821.0,6720000.0
2004-11-23,1025,1030,1015,1025,26771,6888.0,6720000.0
2004-11-24,1020,1020,990,1005,8582,6754.0,6720000.0
2004-11-25,1000,1015,975,990,27604,6653.0,6720000.0
2004-11-26,990,1050,990,1015,35394,6821.0,6720000.0
2004-11-29,1010,1020,990,1010,10548,6787.0,6720000.0
2004-11-30,1000,1005,970,1005,29083,6754.0,6720000.0
2004-12-01,1000,1015,985,1015,12515,6821.0,6720000.0
2004-12-02,1020,1060,1000,1060,278073,7123.0,6720000.0
2004-12-03,1080,1120,1035,1120,149907,7526.0,6720000.0
2004-12-06,1120,1140,1080,1120,93313,7526.0,6720000.0
2004-12-07,1100,1155,1060,1115,308276,7493.0,6720000.0
2004-12-08,1115,1125,1075,1115,75941,7493.0,6720000.0
2004-12-09,1110,1115,1085,1100,95553,7392.0,6720000.0
2004-12-10,1100,1115,1070,1095,54776,7358.0,6720000.0
2004-12-13,1095,1100,1070,1070,46894,7190.0,6720000.0
2004-12-14,1070,1120,1070,1120,100867,7526.0,6720000.0
2004-12-15,1120,1150,1075,1080,335424,7258.0,6720000.0
2004-12-16,1060,1085,1050,1075,66620,7224.0,6720000.0
2004-12-17,1065,1100,1050,1095,158847,7358.0,6720000.0
2004-12-20,1080,1110,1080,1110,120520,7459.0,6720000.0
2004-12-21,1100,1125,1090,1120,70373,7526.0,6720000.0
2004-12-22,1120,1120,1090,1120,37580,7526.0,6720000.0
2004-12-23,1090,1100,1050,1095,93448,7358.0,6720000.0
2004-12-24,1070,1095,1065,1095,31829,7358.0,6720000.0
2004-12-27,1075,1125,1050,1110,224487,7459.0,6720000.0
2004-12-28,1055,1120,1050,1115,384279,7493.0,6720000.0
2004-12-29,1095,1120,1065,1090,29216,7325.0,6720000.0
2004-12-30,1065,1130,1040,1120,220614,7526.0,6720000.0
2005-01-03,1085,1130,1085,1130,99554,7594.0,6720000.0
2005-01-04,1160,1265,1160,1265,1086276,8501.0,6720000.0
2005-01-05,1300,1330,1220,1265,852548,8501.0,6720000.0
2005-01-06,1255,1300,1125,1195,643048,8030.0,6720000.0
2005-01-07,1190,1220,1135,1170,247002,7862.0,6720000.0
2005-01-10,1200,1240,1195,1220,549499,8198.0,6720000.0
2005-01-11,1220,1240,1155,1170,315094,7862.0,6720000.0
2005-01-12,1170,1205,1165,1205,354332,8098.0,6720000.0
2005-01-13,1280,1325,1255,1305,1180125,8770.0,6720000.0
2005-01-14,1270,1400,1240,1280,696634,8602.0,6720000.0
2005-01-17,1325,1325,1255,1285,461559,8635.0,6720000.0
2005-01-18,1270,1355,1220,1330,781281,8938.0,6720000.0
2005-01-19,1395,1440,1325,1345,755412,9038.0,6720000.0
2005-01-20,1355,1360,1260,1285,386428,8635.0,6720000.0
2005-01-21,1275,1315,1275,1300,312380,8736.0,6720000.0
2005-01-24,1290,1370,1290,1320,550752,8870.0,6720000.0
2005-01-25,1335,1475,1305,1475,1082677,9912.0,6720000.0
2005-01-26,1500,1580,1340,1340,1102103,9005.0,6720000.0
2005-01-27,1355,1360,1245,1285,485158,8635.0,6720000.0
2005-01-28,1275,1290,1220,1235,326731,8299.0,6720000.0
2005-01-31,1205,1265,1205,1230,239652,8266.0,6720000.0
2005-02-01,1235,1265,1210,1230,322567,8266.0,6720000.0
2005-02-02,1240,1260,1210,1260,279446,8467.0,6720000.0
2005-02-03,1245,1275,1235,1255,204551,8434.0,6720000.0
2005-02-04,1255,1310,1250,1300,210178,8736.0,6720000.0
2005-02-07,1300,1345,1280,1345,369853,9038.0,6720000.0
2005-02-11,1335,1450,1300,1315,854560,8837.0,6720000.0
2005-02-14,1320,1380,1295,1355,449708,9106.0,6720000.0
2005-02-15,1350,1385,1335,1380,245834,9274.0,6720000.0
2005-02-16,1370,1390,1310,1385,283461,9307.0,6720000.0
2005-02-17,1385,1390,1340,1360,145821,9139.0,6720000.0
2005-02-18,1345,1365,1330,1360,182978,9139.0,6720000.0
2005-02-21,1350,1435,1330,1405,448932,9442.0,6720000.0
2005-02-22,1405,1465,1360,1360,327032,9139.0,6720000.0
2005-02-23,1350,1370,1315,1330,129604,8938.0,6720000.0
2005-02-24,1305,1350,1305,1345,215316,9038.0,6720000.0
2005-02-25,1340,1365,1300,1325,126291,8904.0,6720000.0
2005-02-28,1320,1380,1315,1345,152391,9038.0,6720000.0
2005-03-02,1345,1370,1330,1355,159808,9106.0,6720000.0
2005-03-03,1345,1420,1345,1395,321185,9374.0,6720000.0
2005-03-04,1395,1420,1375,1395,96358,9374.0,6720000.0
2005-03-07,1400,1475,1400,1435,383984,9643.0,6720000.0
2005-03-08,1415,1455,1355,1395,228047,9374.0,6720000.0
2005-03-09,1395,1470,1395,1470,714225,9878.0,6720000.0
2005-03-10,1490,1520,1430,1450,482771,9744.0,6720000.0
2005-03-11,1460,1465,1400,1445,255219,9710.0,6720000.0
2005-03-14,1455,1460,1310,1330,640055,8938.0,6720000.0
2005-03-15,1335,1355,1295,1330,289878,8938.0,6720000.0
2005-03-16,1320,1395,1320,1355,284871,9106.0,6720000.0
2005-03-17,1320,1370,1300,1365,386031,9173.0,6720000.0
2005-03-18,1340,1360,1330,1330,178779,8938.0,6720000.0
2005-03-21,1305,1340,1285,1315,252155,8837.0,6720000.0
2005-03-22,1305,1345,1305,1340,150124,9005.0,6720000.0
2005-03-23,1305,1340,1280,1295,121983,8702.0,6720000.0
2005-03-24,1320,1385,1320,1330,584238,8938.0,6720000.0
2005-03-25,1330,1370,1330,1335,84532,8971.0,6720000.0
2005-03-28,1350,1360,1315,1325,268045,8904.0,6720000.0
2005-03-29,1325,1380,1325,1325,178908,8904.0,6720000.0
2005-03-30,1345,1370,1300,1335,264916,8971.0,6720000.0
2005-03-31,1355,1355,1315,1330,83824,8938.0,6720000.0
2005-04-01,1330,1365,1315,1340,90071,9005.0,6720000.0
2005-04-04,1340,1345,1320,1325,67183,8904.0,6720000.0
2005-04-06,1355,1420,1340,1360,424258,9139.0,6720000.0
2005-04-07,1350,1390,1345,1355,297992,9106.0,6720000.0
2005-04-08,1375,1390,1290,1300,316922,8736.0,6720000.0
2005-04-11,1305,1320,1270,1295,169924,8702.0,6720000.0
2005-04-12,1295,1345,1295,1320,263319,8870.0,6720000.0
2005-04-13,1320,1330,1300,1315,98846,8837.0,6720000.0
2005-04-14,1310,1335,1300,1310,103998,8803.0,6720000.0
2005-04-15,1285,1310,1270,1285,112895,8635.0,6720000.0
2005-04-18,1260,1295,1185,1225,121709,8232.0,6720000.0
2005-04-19,1265,1265,1200,1200,123141,8064.0,6720000.0
2005-04-20,1200,1215,1180,1180,105098,7930.0,6720000.0
2005-04-21,1160,1170,1150,1150,68652,7728.0,6720000.0
2005-04-22,1170,1195,1155,1155,41136,7762.0,6720000.0
2005-04-25,1145,1185,1145,1185,27990,7963.0,6720000.0
2005-04-26,1185,1200,1175,1185,33137,7963.0,6720000.0
2005-04-27,1240,1240,1165,1165,19368,7829.0,6720000.0
2005-04-28,1160,1175,1145,1160,20110,7795.0,6720000.0
2005-04-29,1140,1195,1125,1160,158935,7795.0,6720000.0
2005-05-02,1190,1260,1150,1225,73629,8232.0,6720000.0
2005-05-03,1260,1270,1175,1175,123954,7896.0,6720000.0
2005-05-04,1175,1220,1150,1200,35873,8064.0,6720000.0
2005-05-06,1270,1270,1185,1200,42041,8064.0,6720000.0
2005-05-09,1200,1210,1170,1210,30172,8131.0,6720000.0
2005-05-10,1240,1240,1195,1215,12751,8165.0,6720000.0
2005-05-11,1190,1245,1190,1245,111556,8366.0,6720000.0
2005-05-12,1225,1260,1220,1245,20828,8366.0,6720000.0
2005-05-13,1290,1290,1205,1270,58434,8534.0,6720000.0
2005-05-16,1250,1395,1230,1395,461259,9374.0,6720000.0
2005-05-17,1360,1420,1300,1380,549747,9274.0,6720000.0
2005-05-18,1410,1430,1340,1400,1319191,9408.0,6720000.0
2005-05-19,1435,1610,1435,1610,1196657,10819.0,6720000.0
2005-05-20,1800,1850,1520,1565,2977009,10517.0,6720000.0
2005-05-23,1550,1555,1335,1360,1129648,9139.0,6720000.0
2005-05-24,1380,1435,1320,1350,717902,9072.0,6720000.0
2005-05-25,1365,1460,1355,1390,1013627,9341.0,6720000.0
2005-05-26,1420,1595,1390,1505,2321226,10114.0,6720000.0
2005-05-27,1495,1510,1365,1375,564333,9240.0,6720000.0
2005-05-30,1415,1440,1380,1440,452259,9677.0,6720000.0
2005-05-31,1435,1465,1365,1410,444270,9475.0,6720000.0
2005-06-01,1395,1400,1345,1350,382300,9072.0,6720000.0
2005-06-02,1360,1390,1305,1320,380021,8870.0,6720000.0
2005-06-03,1330,1370,1320,1370,263305,9206.0,6720000.0
2005-06-07,1350,1360,1260,1260,439654,8467.0,6720000.0
2005-06-08,1270,1335,1260,1285,356758,8635.0,6720000.0
2005-06-09,1305,1335,1280,1310,340302,8803.0,6720000.0
2005-06-10,1305,1335,1300,1300,279284,8736.0,6720000.0
2005-06-13,1320,1395,1320,1350,538048,9072.0,6720000.0
2005-06-14,1370,1390,1315,1320,216031,8870.0,6720000.0
2005-06-15,1320,1330,1290,1315,166605,8837.0,6720000.0
2005-06-16,1305,1395,1300,1355,466239,9106.0,6720000.0
2005-06-17,1350,1385,1345,1355,269122,9106.0,6720000.0
2005-06-20,1360,1390,1345,1355,118489,9106.0,6720000.0
2005-06-21,1380,1380,1335,1350,64638,9072.0,6720000.0
2005-06-22,1350,1360,1320,1345,92281,9038.0,6720000.0
2005-06-23,1330,1415,1325,1395,417727,9374.0,6720000.0
2005-06-24,1400,1510,1365,1460,1020666,9811.0,6720000.0
2005-06-27,1470,1560,1420,1510,342255,10147.0,6720000.0
2005-06-28,1540,1565,1505,1505,371652,10114.0,6720000.0
2005-06-29,1500,1530,1480,1510,169299,10147.0,6720000.0
2005-06-30,1500,1735,1500,1570,1396821,10550.0,6720000.0
2005-07-01,1570,1610,1490,1540,651190,10349.0,6720000.0
2005-07-04,1540,1540,1465,1525,527218,10248.0,6720000.0
2005-07-05,1495,1530,1470,1500,453546,10080.0,6720000.0
2005-07-06,1525,1525,1480,1510,246512,10147.0,6720000.0
2005-07-07,1515,1640,1495,1575,549733,10584.0,6720000.0
2005-07-08,1575,1620,1550,1560,359414,10483.0,6720000.0
2005-07-11,1600,1690,1575,1690,616431,11357.0,6720000.0
2005-07-12,1695,1750,1600,1645,489086,11054.0,6720000.0
2005-07-13,1645,1760,1620,1715,639909,11525.0,6720000.0
2005-07-14,1710,1760,1680,1720,485986,11558.0,6720000.0
2005-07-15,1760,1790,1630,1655,700267,11122.0,6720000.0
2005-07-18,1665,1715,1665,1710,380164,11491.0,6720000.0
2005-07-19,1720,1720,1665,1665,394037,11189.0,6720000.0
2005-07-20,1665,1675,1560,1580,501289,10618.0,6720000.0
2005-07-21,1560,1650,1560,1565,472316,10517.0,6720000.0
2005-07-22,1565,1635,1535,1635,284780,10987.0,6720000.0
2005-07-25,1615,1785,1615,1740,1040627,11693.0,6720000.0
2005-07-26,1770,1840,1730,1815,1493452,12197.0,6720000.0
2005-07-27,1815,2085,1725,1775,1999380,11928.0,6720000.0
2005-07-28,1790,1800,1670,1670,721361,11222.0,6720000.0
