이미지스(115610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-04-15,11450,11700,10050,10050,1011081,72565.0,7220447.0
2010-04-16,9950,11000,9810,10300,1667375,74371.0,7220447.0
2010-04-19,10200,11600,10100,10400,2062368,75093.0,7220447.0
2010-04-20,10550,10950,10050,10150,1067854,73288.0,7220447.0
2010-04-21,10350,10750,10200,10550,875703,76176.0,7220447.0
2010-04-22,10550,11200,10350,10900,1181178,78703.0,7220447.0
2010-04-23,11150,12500,11050,11500,3866912,83035.0,7220447.0
2010-04-26,11700,11700,11050,11050,760505,79786.0,7220447.0
2010-04-27,11150,11650,10700,10800,938320,77981.0,7220447.0
2010-04-28,10450,10900,10350,10900,614326,78703.0,7220447.0
2010-04-29,11000,11250,10550,10550,496849,76176.0,7220447.0
2010-04-30,10700,10850,10300,10400,480506,75093.0,7220447.0
2010-05-03,10350,10500,9900,9900,543811,71482.0,7220447.0
2010-05-04,10050,10200,8950,9100,838763,65706.0,7220447.0
2010-05-06,8940,9700,8650,9300,786032,67150.0,7220447.0
2010-05-07,8910,9750,8800,9400,668727,67872.0,7220447.0
2010-05-10,9550,10250,9530,9650,802689,69677.0,7220447.0
2010-05-11,9870,10000,9610,9660,278000,69750.0,7220447.0
2010-05-12,9680,10850,9610,10800,1885302,77981.0,7220447.0
2010-05-13,10850,11300,10550,10900,1010918,78703.0,7220447.0
2010-05-14,11150,11550,10750,10750,1319500,77620.0,7220447.0
2010-05-17,9730,9930,9150,9150,1028777,66067.0,7220447.0
2010-05-18,8820,8960,7870,8270,884403,59713.0,7220447.0
2010-05-19,8120,8880,8060,8200,966336,59208.0,7220447.0
2010-05-20,8170,8410,7510,7810,408958,56392.0,7220447.0
2010-05-24,7650,8000,7570,7820,185680,56464.0,7220447.0
2010-05-25,7750,7810,6800,7050,354220,50904.0,7220447.0
2010-05-26,7100,7390,7000,7230,179787,52204.0,7220447.0
2010-05-27,7190,8190,7100,8090,587745,58413.0,7220447.0
2010-05-28,8300,8380,7820,7820,267845,56464.0,7220447.0
2010-05-31,7810,8080,7800,8020,164133,57908.0,7220447.0
2010-06-01,8350,9220,8350,8360,2341210,60363.0,7220447.0
2010-06-03,8480,8850,8430,8550,444754,61735.0,7220447.0
2010-06-04,8600,9830,8560,9830,1820832,70977.0,7220447.0
2010-06-07,10450,11300,10250,11300,2211345,81591.0,7220447.0
2010-06-08,12200,12500,11350,11850,4484559,85562.0,7220447.0
2010-06-09,12150,12400,11000,12150,3516076,87728.0,7220447.0
2010-06-10,12100,13950,11600,13950,3490136,100725.0,7220447.0
2010-06-11,14500,15150,11900,12050,7076245,87006.0,7220447.0
2010-06-14,11700,12900,11550,12300,4155868,88811.0,7220447.0
2010-06-15,12500,14000,12150,12700,4812130,91700.0,7220447.0
2010-06-16,12600,13700,12100,12400,3018840,89534.0,7220447.0
2010-06-17,12700,13150,11350,11550,2694940,83396.0,7220447.0
2010-06-18,11800,13000,11400,12350,3251442,89173.0,7220447.0
2010-06-21,12600,14100,12500,14050,4017042,101447.0,7220447.0
2010-06-22,13800,13950,12800,13300,2509413,96032.0,7220447.0
2010-06-23,13500,14000,13000,14000,3084658,101086.0,7220447.0
2010-06-24,13750,14650,13000,13000,3177825,93866.0,7220447.0
2010-06-25,12800,13250,12200,12600,1640209,90978.0,7220447.0
2010-06-28,12900,13000,12250,12700,1097043,91700.0,7220447.0
2010-06-29,12900,13650,12550,12550,3077906,90617.0,7220447.0
2010-06-30,12250,12450,11850,12350,1111981,89173.0,7220447.0
2010-07-01,12400,13000,12250,12750,1293545,92061.0,7220447.0
2010-07-02,12800,13050,10850,10850,2662676,78790.0,7261741.0
2010-07-05,11150,11200,9990,10200,1791005,74070.0,7261741.0
2010-07-06,10300,10550,9980,10250,1180584,74433.0,7261741.0
2010-07-07,10350,10450,9990,10200,808840,74070.0,7261741.0
2010-07-08,10400,10550,9340,9420,1464038,68406.0,7261741.0
2010-07-09,9510,9570,9100,9420,1048848,68406.0,7261741.0
2010-07-12,9590,10150,9420,9820,1371256,71310.0,7261741.0
2010-07-13,9960,10400,9670,9690,986252,70366.0,7261741.0
2010-07-14,9850,10100,9550,9600,522340,69713.0,7261741.0
2010-07-15,9730,9730,9410,9450,347818,68623.0,7261741.0
2010-07-16,9450,9520,9080,9100,450417,66082.0,7261741.0
2010-07-19,9040,9290,8860,9100,207322,66082.0,7261741.0
2010-07-20,9240,10450,9160,10450,1723753,75885.0,7261741.0
2010-07-21,10950,11600,10350,10750,2814511,78064.0,7261741.0
2010-07-22,10750,11000,10150,10250,1177957,74433.0,7261741.0
2010-07-23,10400,10650,9140,9250,1594160,67171.0,7261741.0
2010-07-26,9200,9820,9200,9400,654843,68260.0,7261741.0
2010-07-27,9450,9640,9320,9400,261485,68260.0,7261741.0
2010-07-28,9430,10800,9410,10800,1741185,78427.0,7261741.0
2010-07-29,10550,11250,9990,10250,2302674,74433.0,7261741.0
2010-07-30,10350,11700,10150,11250,3119768,81695.0,7261741.0
2010-08-02,11550,12350,11350,11950,2648486,86778.0,7261741.0
2010-08-03,12150,12300,11150,11500,1295166,83510.0,7261741.0
2010-08-04,11450,11700,10700,10950,1031775,79516.0,7261741.0
2010-08-05,11100,11750,11050,11100,1449517,80605.0,7261741.0
2010-08-06,11200,11400,10400,10650,817104,77338.0,7261741.0
2010-08-09,10650,12100,10550,11900,2249317,86415.0,7261741.0
2010-08-10,11850,11900,11250,11600,965246,84236.0,7261741.0
2010-08-11,11750,12200,10400,10400,2236029,75522.0,7261741.0
2010-08-12,10250,10800,9900,10150,1058603,73707.0,7261741.0
2010-08-13,10400,10700,10200,10500,561388,76248.0,7261741.0
2010-08-16,10400,10450,10050,10250,472341,74433.0,7261741.0
2010-08-17,10350,10950,10300,10500,949832,76248.0,7261741.0
2010-08-18,10650,10850,10150,10200,649280,74070.0,7261741.0
2010-08-19,10350,11050,10250,10450,1230012,75885.0,7261741.0
2010-08-20,10350,10550,10150,10450,422552,76878.0,7356740.0
2010-08-23,10600,10700,10150,10200,389723,75039.0,7356740.0
2010-08-24,10050,10500,9660,9920,1106090,72979.0,7356740.0
2010-08-25,9930,10350,9930,9940,441430,73126.0,7356740.0
2010-08-26,10050,10200,9560,9560,327204,70330.0,7356740.0
2010-08-27,9560,9890,9560,9700,223043,71360.0,7356740.0
2010-08-30,9860,10450,9860,10050,693887,73935.0,7356740.0
2010-08-31,9880,9980,9800,9900,196596,72832.0,7356740.0
2010-09-01,9930,10200,9880,9990,262484,73494.0,7356740.0
2010-09-02,10100,10350,10000,10000,286563,73567.0,7356740.0
2010-09-03,10200,10200,9900,9950,219297,73200.0,7356740.0
2010-09-06,10100,10500,9980,10350,584361,76142.0,7356740.0
2010-09-07,10650,10700,10200,10250,443222,75407.0,7356740.0
2010-09-08,10200,10950,10100,10400,1218303,76510.0,7356740.0
2010-09-09,10500,10800,10400,10650,474084,78349.0,7356740.0
2010-09-10,10700,10850,10300,10550,442465,77614.0,7356740.0
2010-09-13,10550,10800,10350,10350,297486,76142.0,7356740.0
2010-09-14,10400,10500,9880,9900,445179,72832.0,7356740.0
2010-09-15,10000,10100,9860,9870,221505,72611.0,7356740.0
2010-09-16,9870,9970,9720,9730,230183,71581.0,7356740.0
2010-09-17,9740,10150,9730,10050,350741,73935.0,7356740.0
2010-09-20,10100,10150,9880,9880,175146,72685.0,7356740.0
2010-09-24,9980,10000,9770,9880,116004,72685.0,7356740.0
2010-09-27,9920,10000,9750,9750,185965,71728.0,7356740.0
2010-09-28,9830,10350,9720,10000,589874,73567.0,7356740.0
2010-09-29,10100,10350,9940,9980,316395,73420.0,7356740.0
2010-09-30,10050,10250,9940,9940,192576,73126.0,7356740.0
2010-10-01,9960,10550,9960,10400,752729,76510.0,7356740.0
2010-10-04,10350,10650,10200,10350,515197,76142.0,7356740.0
2010-10-05,10550,11700,10550,11100,3419790,81660.0,7356740.0
2010-10-06,11100,11250,10800,10900,900129,80188.0,7356740.0
2010-10-07,11100,11850,10500,10500,2256345,77246.0,7356740.0
2010-10-08,10650,10950,9950,10100,885521,74303.0,7356740.0
2010-10-11,10250,10350,10000,10150,412319,74671.0,7356740.0
2010-10-12,10200,10300,9950,10000,239318,73567.0,7356740.0
2010-10-13,10100,10200,9970,9990,266053,73494.0,7356740.0
2010-10-14,10100,10100,9820,9840,440231,72390.0,7356740.0
2010-10-15,9920,10400,9910,10300,597092,77151.0,7490376.0
2010-10-18,10400,10700,10300,10500,454058,78649.0,7490376.0
2010-10-19,10600,10700,10050,10050,294640,75278.0,7490376.0
2010-10-20,10050,10500,9980,10500,285115,78649.0,7490376.0
2010-10-21,10650,11300,10450,10950,1331240,82020.0,7490376.0
2010-10-22,11000,11300,10850,11200,670224,83892.0,7490376.0
2010-10-25,11050,11350,10750,11000,480512,82394.0,7490376.0
2010-10-26,10950,11400,10900,11000,515656,82394.0,7490376.0
2010-10-27,11150,11250,10650,10800,346251,80896.0,7490376.0
2010-10-28,10800,11350,10700,11350,523820,85016.0,7490376.0
2010-10-29,11500,11550,11050,11250,593984,84267.0,7490376.0
2010-11-01,11400,11600,10400,10400,1201189,77900.0,7490376.0
2010-11-02,10500,10550,10100,10400,366402,77900.0,7490376.0
2010-11-03,10550,10600,10350,10350,302827,77525.0,7490376.0
2010-11-04,10350,11050,10350,10550,885206,79023.0,7490376.0
2010-11-05,10750,10750,10300,10400,284947,77900.0,7490376.0
2010-11-08,10500,10500,10250,10300,249548,77151.0,7490376.0
2010-11-09,10250,10400,10150,10200,214670,76402.0,7490376.0
2010-11-10,10100,10450,10050,10250,329615,76776.0,7490376.0
2010-11-11,10200,10200,9220,9250,1149449,69286.0,7490376.0
2010-11-12,9300,9400,8110,8500,757832,63668.0,7490376.0
2010-11-15,8350,8370,8130,8240,203111,61721.0,7490376.0
2010-11-16,8250,8370,8050,8050,168907,60298.0,7490376.0
2010-11-17,7800,8170,7710,8020,189490,60073.0,7490376.0
2010-11-18,8090,8440,8060,8350,212749,62545.0,7490376.0
2010-11-19,8380,8540,8250,8250,141331,61796.0,7490376.0
2010-11-22,8270,8530,8260,8370,125482,62694.0,7490376.0
2010-11-23,8390,8520,8210,8220,150314,61571.0,7490376.0
2010-11-24,7500,7950,7250,7900,237529,59174.0,7490376.0
2010-11-25,7910,8060,7900,7900,111390,59174.0,7490376.0
2010-11-26,7850,7930,7000,7350,252232,55054.0,7490376.0
2010-11-29,7430,7470,7180,7210,104032,54006.0,7490376.0
2010-11-30,7120,7550,7120,7400,157833,55429.0,7490376.0
2010-12-01,7410,8360,7410,8050,477058,60298.0,7490376.0
2010-12-02,8200,8260,7820,7890,132938,59099.0,7490376.0
2010-12-03,8000,8130,7850,7930,93643,59399.0,7490376.0
2010-12-06,7980,8010,7750,7800,86777,58425.0,7490376.0
2010-12-07,7710,8150,7710,7930,87038,59399.0,7490376.0
2010-12-08,8150,8330,7850,7850,206294,58799.0,7490376.0
2010-12-09,7920,8040,7750,7780,92528,58275.0,7490376.0
2010-12-10,7820,7870,7710,7760,61171,58125.0,7490376.0
2010-12-13,7690,8130,7690,8040,110834,60223.0,7490376.0
2010-12-14,8090,8090,7880,7880,81966,59024.0,7490376.0
2010-12-15,8000,8020,7840,7900,72866,59174.0,7490376.0
2010-12-16,7980,8020,7800,7800,88857,58425.0,7490376.0
2010-12-17,7880,8210,7810,8000,381579,59923.0,7490376.0
2010-12-20,8100,9050,8050,8780,1776593,65766.0,7490376.0
2010-12-21,8900,9390,8620,9240,1132114,69211.0,7490376.0
2010-12-22,9060,9250,8840,9130,328963,68387.0,7490376.0
2010-12-23,9010,9130,8660,8660,415792,64867.0,7490376.0
2010-12-24,8700,8710,8180,8180,345623,61271.0,7490376.0
2010-12-27,8170,8350,8070,8070,201438,60447.0,7490376.0
2010-12-28,8070,8240,7540,7650,342216,57301.0,7490376.0
2010-12-29,7670,8670,7670,8180,562344,61271.0,7490376.0
2010-12-30,8240,8360,8000,8110,205158,60747.0,7490376.0
2011-01-03,8160,8460,8160,8350,185758,62545.0,7490376.0
2011-01-04,8200,8370,8100,8350,295752,62545.0,7490376.0
2011-01-05,8430,8710,8350,8350,322339,62545.0,7490376.0
2011-01-06,8440,8480,8100,8170,299020,61196.0,7490376.0
2011-01-07,8190,8300,8150,8250,111226,61796.0,7490376.0
2011-01-10,8210,8270,8060,8090,156780,60597.0,7490376.0
2011-01-11,8110,8130,7850,8020,155992,60073.0,7490376.0
2011-01-12,8100,8150,7970,8050,131207,60298.0,7490376.0
2011-01-13,8080,8290,7810,7930,182696,59399.0,7490376.0
2011-01-14,7970,7980,7810,7900,108227,59174.0,7490376.0
2011-01-17,8100,8230,7920,7940,160489,59474.0,7490376.0
2011-01-18,7940,8040,7680,7720,138226,57826.0,7490376.0
2011-01-19,7740,7800,7600,7760,122405,58125.0,7490376.0
2011-01-20,7800,7850,7700,7710,41594,58603.0,7600892.0
2011-01-21,7620,7750,7390,7410,159791,56323.0,7600892.0
2011-01-24,7410,7450,7270,7350,93782,55867.0,7600892.0
2011-01-25,7350,7430,7190,7210,87072,54802.0,7600892.0
2011-01-26,7230,7580,7160,7370,134502,56019.0,7600892.0
2011-01-27,7400,7520,7300,7310,89344,55563.0,7600892.0
2011-01-28,7380,7380,7250,7280,56850,55334.0,7600892.0
2011-01-31,7230,7230,7020,7040,118257,53510.0,7600892.0
2011-02-01,7000,7220,7000,7060,64502,53662.0,7600892.0
2011-02-07,7100,7200,7010,7010,71740,53282.0,7600892.0
2011-02-08,7050,7210,7050,7130,83394,54194.0,7600892.0
2011-02-09,7230,7490,7230,7340,227448,55791.0,7600892.0
2011-02-10,7380,7380,7030,7120,84308,54118.0,7600892.0
2011-02-11,7010,7100,6590,6710,164515,51002.0,7600892.0
2011-02-14,6610,6620,6140,6270,283608,47658.0,7600892.0
2011-02-15,6270,6450,6200,6340,89742,48190.0,7600892.0
2011-02-16,6340,6430,6200,6290,64863,47810.0,7600892.0
2011-02-17,6170,6380,6120,6120,105811,46517.0,7600892.0
2011-02-18,6050,6250,6050,6180,73018,46974.0,7600892.0
2011-02-21,6160,6310,6160,6310,40228,47962.0,7600892.0
2011-02-22,6310,6310,6100,6150,61545,46745.0,7600892.0
2011-02-23,6190,6190,5910,5970,100859,45377.0,7600892.0
2011-02-24,5920,5990,5700,5700,85902,43325.0,7600892.0
2011-02-25,5720,5830,5660,5770,50553,43857.0,7600892.0
2011-02-28,5770,5850,5490,5490,70234,41729.0,7600892.0
2011-03-02,5360,5370,5200,5200,134289,39525.0,7600892.0
2011-03-03,5130,5350,5130,5250,69414,39905.0,7600892.0
2011-03-04,5260,6030,5240,5900,316968,44845.0,7600892.0
2011-03-07,5870,5960,5650,5850,116525,44465.0,7600892.0
2011-03-08,6000,6020,5810,5860,87280,44541.0,7600892.0
2011-03-09,5870,5900,5680,5760,90162,43781.0,7600892.0
2011-03-10,5850,5850,5570,5600,49411,42565.0,7600892.0
2011-03-11,5500,5680,5430,5560,45168,42261.0,7600892.0
2011-03-14,5450,5550,5130,5130,116025,38993.0,7600892.0
2011-03-15,5060,5300,4510,4870,140879,37016.0,7600892.0
2011-03-16,4950,5120,4850,4930,70365,37472.0,7600892.0
2011-03-17,4710,5000,4700,4770,86704,36256.0,7600892.0
2011-03-18,4820,4950,4820,4885,68361,37130.0,7600892.0
2011-03-21,4900,5270,4900,5140,108763,39069.0,7600892.0
2011-03-22,5260,5440,5190,5250,128663,39905.0,7600892.0
2011-03-23,5230,5350,5160,5350,59021,40665.0,7600892.0
2011-03-24,5310,5540,5270,5390,62353,40969.0,7600892.0
2011-03-25,5430,5430,5280,5300,50130,40285.0,7600892.0
2011-03-28,5240,5330,4935,4990,108749,37928.0,7600892.0
2011-03-29,4990,5210,4990,5150,110078,39145.0,7600892.0
2011-03-30,5160,5330,5120,5160,107627,39221.0,7600892.0
2011-03-31,5150,5600,5150,5600,156340,42565.0,7600892.0
2011-04-01,5520,5670,5430,5620,142659,42717.0,7600892.0
2011-04-04,5710,5800,5460,5470,103157,41577.0,7600892.0
2011-04-05,5500,5750,5500,5750,120873,43705.0,7600892.0
2011-04-06,6100,6610,5950,6610,507347,50242.0,7600892.0
2011-04-07,7300,7390,6450,6600,1799679,50166.0,7600892.0
2011-04-08,6630,6930,6470,6870,929272,52218.0,7600892.0
2011-04-11,6940,7210,6520,6520,597887,49558.0,7600892.0
2011-04-12,6680,6680,6140,6150,326761,46745.0,7600892.0
2011-04-13,6220,6380,5980,6110,276220,46441.0,7600892.0
2011-04-14,6140,6500,6030,6500,419956,49406.0,7600892.0
2011-04-15,6550,6720,6370,6560,364733,49862.0,7600892.0
2011-04-18,6650,6800,6300,6300,239919,47886.0,7600892.0
2011-04-19,6200,6350,6090,6300,146573,47886.0,7600892.0
2011-04-20,6380,6620,6280,6600,379103,50166.0,7600892.0
2011-04-21,6650,6750,6450,6450,182577,49026.0,7600892.0
2011-04-22,6460,6550,6100,6230,246691,47354.0,7600892.0
2011-04-25,6260,6430,6220,6320,232424,48038.0,7600892.0
2011-04-26,6350,6400,5620,5840,328708,44389.0,7600892.0
2011-04-27,5800,5880,5270,5340,301209,40589.0,7600892.0
2011-04-28,5340,5510,5300,5300,138449,40285.0,7600892.0
2011-04-29,5300,5380,5000,5150,137120,39145.0,7600892.0
2011-05-02,5200,5350,5110,5300,70962,40285.0,7600892.0
2011-05-03,5250,5320,5170,5210,57770,39601.0,7600892.0
2011-05-04,5210,5260,5140,5190,71115,39517.0,7614128.0
2011-05-06,5190,5220,5130,5130,51670,39060.0,7614128.0
2011-05-09,5150,5180,5030,5110,76844,38908.0,7614128.0
2011-05-11,5100,5160,5020,5110,59648,38908.0,7614128.0
2011-05-12,4980,5380,4980,5100,139243,38832.0,7614128.0
2011-05-13,5110,5200,5030,5050,57145,38451.0,7614128.0
2011-05-16,5040,5140,5000,5050,46716,38451.0,7614128.0
2011-05-17,5000,5110,4955,4990,45400,37994.0,7614128.0
2011-05-18,5000,5040,4825,4830,61772,36776.0,7614128.0
2011-05-19,4835,4920,4770,4770,65358,36319.0,7614128.0
2011-05-20,4715,4800,4610,4730,43921,36015.0,7614128.0
2011-05-23,4640,4760,4630,4630,29237,35253.0,7614128.0
2011-05-24,4530,4630,4500,4500,58293,34264.0,7614128.0
2011-05-25,4465,4580,4335,4335,63611,33007.0,7614128.0
2011-05-26,4400,4465,4320,4335,69271,33007.0,7614128.0
2011-05-27,4345,4985,4345,4620,422613,35177.0,7614128.0
2011-05-30,4685,4685,4465,4465,85719,33997.0,7614128.0
2011-05-31,4420,4570,4420,4490,79825,34187.0,7614128.0
2011-06-01,4500,5030,4500,4710,250855,35863.0,7614128.0
2011-06-02,4530,4780,4530,4760,60826,36243.0,7614128.0
2011-06-03,4770,4950,4630,4630,67599,35253.0,7614128.0
2011-06-07,4575,4620,4400,4450,53674,33883.0,7614128.0
2011-06-08,4530,4570,4320,4320,65127,32893.0,7614128.0
2011-06-09,4320,4455,4320,4400,48261,33502.0,7614128.0
2011-06-10,4480,4840,4390,4580,200606,34873.0,7614128.0
2011-06-13,4590,4660,4510,4575,58263,34835.0,7614128.0
2011-06-14,4570,4780,4570,4685,91973,35672.0,7614128.0
2011-06-15,4740,4785,4605,4620,62732,35177.0,7614128.0
2011-06-16,4550,4600,4390,4440,54293,33807.0,7614128.0
2011-06-17,4420,4485,4200,4235,60726,32246.0,7614128.0
2011-06-20,4235,4310,4030,4030,90993,30685.0,7614128.0
2011-06-21,4095,4140,4035,4045,23281,30799.0,7614128.0
2011-06-22,4070,4250,4060,4155,54219,31637.0,7614128.0
2011-06-23,4200,4245,4165,4185,50115,31865.0,7614128.0
2011-06-24,4220,4340,4175,4325,63999,32931.0,7614128.0
2011-06-27,4235,4690,4235,4455,331237,33921.0,7614128.0
2011-06-28,4475,4610,4325,4325,108467,32931.0,7614128.0
2011-06-29,4385,4470,4325,4325,51986,32931.0,7614128.0
2011-06-30,4335,4420,4250,4420,100341,33654.0,7614128.0
2011-07-01,4430,4490,4390,4410,80203,33578.0,7614128.0
2011-07-04,4470,4650,4470,4530,100718,34492.0,7614128.0
2011-07-05,4550,4705,4515,4610,114258,35101.0,7614128.0
2011-07-06,4630,4720,4570,4620,79293,35177.0,7614128.0
2011-07-07,4620,4695,4520,4525,57092,34454.0,7614128.0
2011-07-08,4620,4620,4430,4435,68393,33769.0,7614128.0
2011-07-11,4440,4580,4365,4480,81795,34111.0,7614128.0
2011-07-12,4450,5100,4410,4815,790383,36662.0,7614128.0
2011-07-13,4950,5160,4815,5000,275857,38071.0,7614128.0
2011-07-14,4960,4990,4720,4740,162753,36091.0,7614128.0
2011-07-15,4790,4965,4765,4935,167882,37576.0,7614128.0
2011-07-18,5040,5410,5040,5320,394299,40507.0,7614128.0
2011-07-19,5280,5390,5120,5170,127921,39365.0,7614128.0
2011-07-20,5240,5300,5100,5250,120268,39974.0,7614128.0
2011-07-21,5190,5860,5180,5270,511444,40126.0,7614128.0
2011-07-22,5320,5740,5320,5710,561197,43477.0,7614128.0
2011-07-25,5710,5740,5400,5550,282399,42258.0,7614128.0
2011-07-26,5580,6260,5550,5800,915530,44162.0,7614128.0
2011-07-27,5900,6140,5720,5750,433316,43781.0,7614128.0
2011-07-28,5700,5700,5400,5460,286608,41573.0,7614128.0
2011-07-29,5450,5550,5160,5220,193864,39746.0,7614128.0
2011-08-01,5320,5600,5320,5430,272538,41345.0,7614128.0
2011-08-02,5350,5530,5180,5250,119269,39974.0,7614128.0
2011-08-03,5150,5150,4925,4980,118247,37918.0,7614128.0
2011-08-04,5050,5140,4760,4805,80465,36586.0,7614128.0
2011-08-05,4250,4620,4250,4330,127330,32969.0,7614128.0
2011-08-08,4160,4280,3685,3740,229876,28477.0,7614128.0
2011-08-09,3405,3480,3180,3310,236483,25203.0,7614128.0
2011-08-10,3560,3600,3415,3480,184763,26497.0,7614128.0
2011-08-11,3200,3625,3200,3545,142925,26992.0,7614128.0
2011-08-12,3660,3790,3605,3605,179732,27449.0,7614128.0
2011-08-16,3810,4080,3770,3935,196609,29962.0,7614128.0
2011-08-17,3880,4135,3880,4110,73141,31294.0,7614128.0
2011-08-18,4095,4280,4000,4170,85466,31751.0,7614128.0
2011-08-19,3970,3980,3725,3725,138373,28363.0,7614128.0
2011-08-22,3615,3850,3575,3790,79295,28858.0,7614128.0
2011-08-23,3830,3885,3610,3805,50507,28972.0,7614128.0
2011-08-24,3885,3890,3680,3830,54747,29162.0,7614128.0
2011-08-25,3880,3895,3725,3725,44459,28363.0,7614128.0
2011-08-26,3700,3720,3615,3630,48763,27639.0,7614128.0
2011-08-29,3700,3810,3670,3750,45111,28553.0,7614128.0
2011-08-30,3750,3860,3750,3805,58164,28972.0,7614128.0
2011-08-31,3805,3950,3805,3890,73924,29619.0,7614128.0
2011-09-01,3900,4060,3860,3900,83160,29695.0,7614128.0
2011-09-02,3885,3985,3830,3955,30895,30114.0,7614128.0
2011-09-05,3900,3900,3750,3750,36349,28553.0,7614128.0
2011-09-06,3605,3770,3470,3480,86013,26497.0,7614128.0
2011-09-07,3530,3630,3530,3620,27443,27563.0,7614128.0
2011-09-08,3630,3680,3580,3635,29771,27677.0,7614128.0
2011-09-09,3790,3790,3585,3635,34270,27677.0,7614128.0
2011-09-14,3640,3690,3620,3650,59050,27792.0,7614128.0
2011-09-15,3710,3830,3650,3730,52888,28401.0,7614128.0
2011-09-16,3775,3905,3755,3900,120353,29695.0,7614128.0
2011-09-19,4230,4485,3845,3845,820552,29276.0,7614128.0
2011-09-20,3845,3880,3700,3740,108071,28477.0,7614128.0
2011-09-21,3770,3930,3730,3920,125424,29847.0,7614128.0
2011-09-22,3810,3890,3700,3700,82993,28172.0,7614128.0
2011-09-23,3550,3645,3265,3300,120449,25127.0,7614128.0
2011-09-26,3320,3390,2805,2830,196203,21548.0,7614128.0
2011-09-27,2900,3040,2900,2980,66013,22690.0,7614128.0
2011-09-28,3005,3120,2970,2995,68156,22804.0,7614128.0
2011-09-29,2945,3090,2900,3085,53870,23490.0,7614128.0
2011-09-30,3090,3145,3040,3085,42488,23490.0,7614128.0
2011-10-04,2850,2900,2675,2850,75621,21700.0,7614128.0
2011-10-05,2850,2900,2635,2665,109071,20292.0,7614128.0
2011-10-06,2720,2930,2720,2790,68107,21243.0,7614128.0
2011-10-07,2840,2965,2840,2930,76676,22309.0,7614128.0
2011-10-10,2930,3170,2930,3070,73272,23375.0,7614128.0
2011-10-11,3140,3190,3060,3070,65238,23375.0,7614128.0
2011-10-12,3045,3155,3045,3110,56803,23680.0,7614128.0
2011-10-13,3230,3575,3200,3575,246490,27221.0,7614128.0
2011-10-14,3775,4040,3655,3750,580324,28553.0,7614128.0
2011-10-17,3830,3850,3690,3800,266941,28934.0,7614128.0
2011-10-18,3660,3760,3640,3735,111458,28439.0,7614128.0
2011-10-19,3750,3990,3730,3990,179976,30380.0,7614128.0
2011-10-20,4345,4585,3550,3620,943761,27563.0,7614128.0
2011-10-21,3730,3765,3620,3670,83957,27944.0,7614128.0
2011-10-24,3750,3835,3670,3690,148261,28096.0,7614128.0
2011-10-25,3745,3780,3560,3570,88112,27182.0,7614128.0
2011-10-26,3550,3670,3480,3635,58918,27677.0,7614128.0
2011-10-27,3750,3925,3710,3800,126110,28934.0,7614128.0
2011-10-28,3890,3895,3770,3840,103042,29238.0,7614128.0
2011-10-31,3890,3920,3760,3760,35660,28629.0,7614128.0
2011-11-01,3605,3800,3605,3735,33637,28439.0,7614128.0
