수젠텍(253840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-10-22,27200,29100,26500,28350,4190,87513.0,3086861.0
2018-10-23,27800,27850,27000,27850,124,85969.0,3086861.0
2018-10-24,29000,29000,26550,27600,1277,85197.0,3086861.0
2018-10-25,28900,28900,26900,26900,70,83037.0,3086861.0
2018-10-26,26500,26500,26500,26500,109,81802.0,3086861.0
2018-10-29,26500,26900,26000,26000,459,80258.0,3086861.0
2018-10-30,29000,29000,25500,28900,159,165106.0,5713003.0
2018-10-31,27500,28650,26950,26950,133,153965.0,5713003.0
2018-11-01,28450,28500,27000,28500,832,162821.0,5713003.0
2018-11-02,28500,28500,26950,27200,1097,155394.0,5713003.0
2018-11-05,27200,27200,26950,26950,185,153965.0,5713003.0
2018-11-06,26950,26950,25050,26000,84,148538.0,5713003.0
2018-11-07,25600,28450,25600,27000,13,154251.0,5713003.0
2018-11-08,27000,27400,27000,27000,12734,154251.0,5713003.0
2018-11-09,28000,28000,26500,27000,4520,154251.0,5713003.0
2018-11-12,27000,27950,23050,26950,2315,153965.0,5713003.0
2018-11-13,27000,27100,26950,27000,944,154251.0,5713003.0
2018-11-14,27000,27000,26500,27000,968,154251.0,5713003.0
2018-11-15,27000,27200,26700,27200,2299,155394.0,5713003.0
2018-11-16,27000,27200,27000,27000,1707,154251.0,5713003.0
2018-11-19,27400,28200,27000,28200,1135,161107.0,5713003.0
2018-11-20,28000,28000,26000,26950,496,153965.0,5713003.0
2018-11-21,26000,26900,26000,26900,152,153680.0,5713003.0
2018-11-22,27050,27050,26050,26850,546,153394.0,5713003.0
2018-11-23,26850,28400,26850,27750,3493,158536.0,5713003.0
2018-11-26,28500,29800,27550,28550,11413,163106.0,5713003.0
2018-11-27,28500,28500,28000,28350,1486,161964.0,5713003.0
2018-11-28,30700,30700,26500,26600,3196,151966.0,5713003.0
2018-11-29,28500,28500,26650,27300,2177,155965.0,5713003.0
2018-11-30,27350,27400,26500,27400,258,156536.0,5713003.0
2018-12-03,27350,27400,26700,27050,1839,154537.0,5713003.0
2018-12-04,27050,28500,26750,27950,3923,159678.0,5713003.0
2018-12-05,27950,28250,23800,27600,4994,157679.0,5713003.0
2018-12-06,30700,30700,28000,28500,231,162821.0,5713003.0
2018-12-07,16000,16000,14800,14950,2445,85409.0,5713003.0
2018-12-10,15200,15200,12750,14450,2414,82553.0,5713003.0
2018-12-11,13350,14200,13350,14200,1647,81125.0,5713003.0
2018-12-12,14200,14200,13000,14000,4161,79982.0,5713003.0
2018-12-13,13000,13650,13000,13100,2301,74840.0,5713003.0
2018-12-14,13000,13500,13000,13000,2535,74269.0,5713003.0
2018-12-17,13200,13200,11550,13000,981,74269.0,5713003.0
2018-12-18,12950,12950,12250,12600,4189,71984.0,5713003.0
2018-12-19,12500,12900,12400,12850,297,73412.0,5713003.0
2018-12-20,12700,12700,12650,12650,386,72269.0,5713003.0
2018-12-21,13000,13000,12650,12700,1545,72555.0,5713003.0
2018-12-24,13500,13500,12700,12800,3292,73126.0,5713003.0
2018-12-26,12700,12700,12700,12700,81,72555.0,5713003.0
2018-12-27,10800,13250,10800,12800,1981,73126.0,5713003.0
2018-12-28,13000,13000,12300,12800,2865,73126.0,5713003.0
2019-01-02,12700,12900,12200,12900,2569,73698.0,5713003.0
2019-01-03,13000,13000,13000,13000,230,74269.0,5713003.0
2019-01-04,12950,12950,12950,12950,0,73983.0,5713003.0
2019-01-07,14500,14500,12950,12950,112,73983.0,5713003.0
2019-01-08,13400,13400,12400,12900,2295,147395.0,11426006.0
2019-01-09,12850,12850,12500,12750,2298,145682.0,11426006.0
2019-01-10,12900,12900,12700,12700,695,145110.0,11426006.0
2019-01-11,13000,13000,12300,12650,2653,144539.0,11426006.0
2019-01-14,12000,12550,12000,12500,3548,142825.0,11426006.0
2019-01-15,12400,12500,12000,12000,4688,137112.0,11426006.0
2019-01-16,12000,12200,11900,11950,1615,136541.0,11426006.0
2019-01-17,12200,12200,12000,12050,479,137683.0,11426006.0
2019-01-18,12200,12300,12050,12100,2243,138255.0,11426006.0
2019-01-21,12450,12450,12150,12150,1748,138826.0,11426006.0
2019-01-22,12400,12600,12300,12600,1977,143968.0,11426006.0
2019-01-23,12600,12800,12500,12600,2183,143968.0,11426006.0
2019-01-24,12800,12800,12500,12700,318,145110.0,11426006.0
2019-01-25,12800,13200,12700,13200,5223,150823.0,11426006.0
2019-01-28,14500,14500,12900,13250,1246,151395.0,11426006.0
2019-01-29,13550,13600,13100,13450,1269,153680.0,11426006.0
2019-01-30,13800,13800,13200,13700,561,156536.0,11426006.0
2019-01-31,14950,14950,13000,13700,1426,156536.0,11426006.0
2019-02-01,13950,13950,13500,13700,2512,156536.0,11426006.0
2019-02-07,13750,14000,13700,14000,3079,159964.0,11426006.0
2019-02-08,14000,14000,13950,13950,2151,159393.0,11426006.0
2019-02-11,13850,13950,13700,13700,2843,156536.0,11426006.0
2019-02-12,13950,14000,13750,13750,1791,157108.0,11426006.0
2019-02-13,13500,13950,13500,13800,1630,157679.0,11426006.0
2019-02-14,13950,14250,13800,14250,3098,162821.0,11426006.0
2019-02-15,14300,14400,14100,14300,969,163392.0,11426006.0
2019-02-18,14750,14750,14300,14500,602,165677.0,11426006.0
2019-02-19,15300,15300,14000,14050,3303,160535.0,11426006.0
2019-02-20,14300,14300,13500,13950,564,159393.0,11426006.0
2019-02-21,13950,14550,13700,14200,3702,162249.0,11426006.0
2019-02-22,14200,14350,14050,14050,1279,160535.0,11426006.0
2019-02-25,14200,14200,13900,14100,3322,161107.0,11426006.0
2019-02-26,14100,14100,13700,13850,1554,158250.0,11426006.0
2019-02-27,13750,14000,13750,14000,1408,159964.0,11426006.0
2019-02-28,13900,14000,13750,14000,969,159964.0,11426006.0
2019-03-04,13750,13900,13750,13800,783,157679.0,11426006.0
2019-03-05,14450,14450,13850,14000,140,159964.0,11426006.0
2019-03-06,14000,15000,13900,14800,7032,169105.0,11426006.0
2019-03-07,14850,15350,14500,15150,14410,173104.0,11426006.0
2019-03-08,15900,17400,15050,16700,57318,190814.0,11426006.0
2019-03-11,16750,16900,16500,16700,2408,190814.0,11426006.0
2019-03-12,17000,17000,16100,16750,1857,191386.0,11426006.0
2019-03-13,16550,16550,15100,16250,4624,185673.0,11426006.0
2019-03-14,16250,16250,14750,14800,10872,169105.0,11426006.0
2019-03-15,15250,15800,15150,15700,2337,179388.0,11426006.0
2019-03-18,17900,17900,15150,16450,2945,187958.0,11426006.0
2019-03-19,16300,16400,15700,16150,3697,184530.0,11426006.0
2019-03-20,15100,16200,15100,16150,1360,184530.0,11426006.0
2019-03-21,15500,16150,14300,16000,20115,182816.0,11426006.0
2019-03-22,15950,18350,15950,17500,31323,199955.0,11426006.0
2019-03-25,17000,17400,16700,17350,3872,198241.0,11426006.0
2019-03-26,17700,17800,17050,17800,5570,203383.0,11426006.0
2019-03-27,17100,17600,17000,17500,2503,199955.0,11426006.0
2019-03-28,17500,17500,16600,17000,166317,194242.0,11426006.0
2019-03-29,17350,17900,17000,17400,5599,198813.0,11426006.0
2019-04-01,17400,17400,16500,17150,218,195956.0,11426006.0
2019-04-02,17900,17900,16600,16950,966,193671.0,11426006.0
2019-04-03,17000,17000,16700,16950,740,193671.0,11426006.0
2019-04-04,17000,17000,15850,16700,3315,190814.0,11426006.0
2019-04-05,16700,16700,15550,15800,15425,180531.0,11426006.0
2019-04-08,15900,16250,15100,15100,5757,172533.0,11426006.0
2019-04-09,15100,15400,15000,15400,1692,175960.0,11426006.0
2019-04-10,15400,15700,14750,15650,8342,178817.0,11426006.0
2019-04-11,16500,17350,16300,17350,25039,198241.0,11426006.0
2019-04-12,18000,18000,16000,16150,12566,184530.0,11426006.0
2019-04-15,16350,16350,15350,15750,8803,179960.0,11426006.0
2019-04-16,15700,15750,15200,15450,6776,176532.0,11426006.0
2019-04-17,15050,15900,14800,15100,9929,172533.0,11426006.0
2019-04-18,14800,15700,14750,15150,15679,173104.0,11426006.0
2019-04-19,15450,15450,13950,14850,24670,169676.0,11426006.0
2019-04-22,15000,15200,14500,15050,11537,171961.0,11426006.0
2019-04-23,15100,15100,14650,14900,9666,170247.0,11426006.0
2019-04-24,14800,15000,14800,14950,2261,170819.0,11426006.0
2019-04-25,14650,15000,14350,15000,8618,171390.0,11426006.0
2019-04-26,14950,14950,14950,14950,291,170819.0,11426006.0
2019-04-29,14950,14950,14450,14700,2297,167962.0,11426006.0
2019-04-30,14400,14650,13650,14000,11190,159964.0,11426006.0
2019-05-02,14000,14100,13700,14000,3244,159964.0,11426006.0
2019-05-03,14050,14500,13950,14300,9368,163392.0,11426006.0
2019-05-07,14300,14700,14300,14400,8323,164534.0,11426006.0
2019-05-08,14750,14750,13650,14300,10360,163392.0,11426006.0
2019-05-09,12800,13800,12500,12800,40405,146253.0,11426006.0
2019-05-10,12800,13500,12050,13250,15749,151395.0,11426006.0
2019-05-13,13900,13900,12000,12150,20506,138826.0,11426006.0
2019-05-14,12300,12400,11800,12100,18992,138255.0,11426006.0
2019-05-15,12100,12350,11900,12000,13282,137112.0,11426006.0
2019-05-16,12300,12300,11200,11400,36204,130256.0,11426006.0
2019-05-17,11750,11750,10650,11100,34075,126829.0,11426006.0
2019-05-20,11250,11300,10650,10650,33072,121687.0,11426006.0
2019-05-21,10650,10700,10400,10700,27128,122258.0,11426006.0
2019-05-22,10900,10900,10550,10650,4049,121687.0,11426006.0
2019-05-23,10700,10950,10600,10700,4008,122258.0,11426006.0
2019-05-24,10650,10950,10650,10900,11099,124543.0,11426006.0
2019-05-27,11100,11100,10500,10950,17658,125115.0,11426006.0
2019-05-28,11150,12000,10050,10150,2969629,131199.0,12926006.0
2019-05-29,10400,10650,10000,10050,919428,129906.0,12926006.0
2019-05-30,10000,10350,8900,8900,704308,115041.0,12926006.0
2019-05-31,8880,10200,8510,9100,1054534,117627.0,12926006.0
2019-06-03,9020,9340,8820,8820,239670,114007.0,12926006.0
2019-06-04,8760,9350,8530,8750,554816,113103.0,12926006.0
2019-06-05,8830,9150,8780,8780,334222,113490.0,12926006.0
2019-06-07,8810,8900,8710,8750,145849,113103.0,12926006.0
2019-06-10,8810,9020,8750,8800,158888,113749.0,12926006.0
2019-06-11,8900,9320,8900,9080,287323,117368.0,12926006.0
2019-06-12,9120,9250,8850,8950,179535,115688.0,12926006.0
2019-06-13,9010,9140,8780,8870,131405,114654.0,12926006.0
2019-06-14,8970,9140,8830,9000,124936,116334.0,12926006.0
2019-06-17,9100,9810,8880,8930,818819,115429.0,12926006.0
2019-06-18,9000,9040,8670,8860,218096,114524.0,12926006.0
2019-06-19,8870,8950,8740,8770,135654,113361.0,12926006.0
2019-06-20,8780,8940,8730,8850,100523,114395.0,12926006.0
2019-06-21,8840,9150,8710,8770,299375,113361.0,12926006.0
2019-06-24,8770,8900,8600,8620,116996,111422.0,12926006.0
2019-06-25,8630,8690,8000,8030,296941,103796.0,12926006.0
2019-06-26,8010,8160,7900,8000,124998,103408.0,12926006.0
2019-06-27,8010,8020,7530,7590,141153,98108.0,12926006.0
2019-06-28,7640,7760,6970,7320,208252,94618.0,12926006.0
2019-07-01,7400,7440,6970,7160,110881,92550.0,12926006.0
2019-07-02,7170,7430,7070,7230,115223,93455.0,12926006.0
2019-07-03,7240,8440,7200,7680,1411956,99272.0,12926006.0
2019-07-04,7630,7670,7190,7220,279361,93326.0,12926006.0
2019-07-05,7340,7340,7060,7090,124388,91645.0,12926006.0
2019-07-08,7070,7310,6980,7060,130372,91258.0,12926006.0
2019-07-09,7060,8300,7060,7410,1371452,95782.0,12926006.0
2019-07-10,7420,7670,7310,7490,208215,96816.0,12926006.0
2019-07-11,7550,7880,7430,7620,243283,98496.0,12926006.0
2019-07-12,7670,7750,7500,7610,142012,98367.0,12926006.0
2019-07-15,7670,7670,7200,7320,132413,94618.0,12926006.0
2019-07-16,7320,7390,7100,7200,115943,93067.0,12926006.0
2019-07-17,7130,7190,6930,6960,112280,89965.0,12926006.0
2019-07-18,6960,7090,6870,6870,97403,88802.0,12926006.0
2019-07-19,6900,7060,6840,7010,86694,90611.0,12926006.0
2019-07-22,7050,7120,6940,6940,62825,89706.0,12926006.0
2019-07-23,7030,7880,7030,7210,948723,93197.0,12926006.0
2019-07-24,7220,7280,6990,7010,145523,90611.0,12926006.0
2019-07-25,7010,7030,6700,6770,139375,87509.0,12926006.0
2019-07-26,6810,6820,6340,6500,120537,84019.0,12926006.0
2019-07-29,6400,6550,6000,6060,101365,78332.0,12926006.0
2019-07-30,6060,6250,6000,6200,36063,80141.0,12926006.0
2019-07-31,6080,6200,5820,6090,57795,78719.0,12926006.0
2019-08-01,6030,6330,5870,5950,94867,76910.0,12926006.0
2019-08-02,5750,5890,5610,5770,59336,74583.0,12926006.0
2019-08-05,5800,5950,5000,5110,128662,66052.0,12926006.0
2019-08-06,4965,5080,4510,4780,175380,61786.0,12926006.0
2019-08-07,4825,4970,4695,4820,84902,62303.0,12926006.0
2019-08-08,4820,5090,4800,4950,107761,63984.0,12926006.0
2019-08-09,5000,5390,4950,5100,143448,65923.0,12926006.0
2019-08-12,5140,5140,4940,5060,51104,65406.0,12926006.0
2019-08-13,5060,5060,4830,4890,74651,63208.0,12926006.0
2019-08-14,4910,5280,4910,5020,114437,64889.0,12926006.0
2019-08-16,4975,4975,4720,4855,42274,62756.0,12926006.0
2019-08-19,4860,4985,4710,4830,31668,62433.0,12926006.0
2019-08-20,4840,5310,4780,5100,183011,65923.0,12926006.0
2019-08-21,5110,5250,5000,5170,124140,66827.0,12926006.0
2019-08-22,5200,5690,5200,5510,500886,71222.0,12926006.0
2019-08-23,5420,6280,5260,5800,919036,74971.0,12926006.0
2019-08-26,5700,5700,5350,5350,212537,69154.0,12926006.0
2019-08-27,5420,5550,5210,5220,122145,67474.0,12926006.0
2019-08-28,5180,5750,5180,5700,234292,73678.0,12926006.0
2019-08-29,5670,7150,5630,6480,2828458,83761.0,12926006.0
2019-08-30,6520,6980,6380,6430,752549,83114.0,12926006.0
2019-09-02,6430,6480,6100,6270,272340,81046.0,12926006.0
2019-09-03,6260,6720,6100,6480,422349,83761.0,12926006.0
2019-09-04,6460,6920,6410,6730,440833,86992.0,12926006.0
2019-09-05,6790,6790,6440,6520,151227,84278.0,12926006.0
2019-09-06,6500,6620,6270,6280,108605,81175.0,12926006.0
2019-09-09,6280,6570,6180,6220,115709,80400.0,12926006.0
2019-09-10,6300,6350,6060,6090,68953,78719.0,12926006.0
2019-09-11,6060,6800,6030,6370,465883,82339.0,12926006.0
2019-09-16,6360,6580,6210,6390,113303,82597.0,12926006.0
2019-09-17,6360,6570,6310,6340,177044,81951.0,12926006.0
2019-09-18,6360,6440,6200,6230,143594,80529.0,12926006.0
2019-09-19,6210,6400,6180,6230,113011,80529.0,12926006.0
2019-09-20,6330,6760,6260,6290,526006,81305.0,12926006.0
2019-09-23,6340,6410,6260,6260,92407,80917.0,12926006.0
2019-09-24,6120,6230,6060,6110,113883,78978.0,12926006.0
2019-09-25,6100,6170,5690,5730,127597,74066.0,12926006.0
2019-09-26,5750,5860,5540,5540,87545,71610.0,12926006.0
2019-09-27,6940,7200,6320,6320,4477045,81692.0,12926006.0
2019-09-30,6160,6290,5800,5800,530816,74971.0,12926006.0
2019-10-01,6000,6070,5780,5780,245732,74712.0,12926006.0
2019-10-02,5710,5880,5600,5660,220103,73161.0,12926006.0
2019-10-04,5600,5760,5600,5600,104163,72386.0,12926006.0
2019-10-07,5690,5830,5650,5780,161083,,
