서울반도체(046890),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-03-14,3850,4063,3750,3937,421619,180000.0,11428600.0
2002-03-15,3938,4100,3875,4025,377773,184000.0,11428600.0
2002-03-18,4025,4425,4000,4075,965947,186286.0,11428600.0
2002-03-19,4175,4250,3825,3975,753174,181715.0,11428600.0
2002-03-20,4050,4075,3575,3775,514856,172572.0,11428600.0
2002-03-21,3625,3888,3450,3700,1119656,169143.0,11428600.0
2002-03-22,3700,4025,3700,3900,870260,178286.0,11428600.0
2002-03-25,3950,4363,3938,4150,1129340,189715.0,11428600.0
2002-03-26,4075,4375,3925,4375,607083,200000.0,11428600.0
2002-03-27,4575,4900,4313,4375,1550547,200000.0,11428600.0
2002-03-28,4450,4675,4338,4412,733861,201715.0,11428600.0
2002-03-29,4500,4525,4050,4250,608979,194286.0,11428600.0
2002-04-01,4100,4500,4100,4100,528789,187429.0,11428600.0
2002-04-02,4000,4150,3675,3825,1378350,174858.0,11428600.0
2002-04-03,3825,4113,3700,4112,973434,188000.0,11428600.0
2002-04-04,4225,4263,3850,3850,574870,176000.0,11428600.0
2002-04-08,3863,3963,3650,3700,369310,169143.0,11428600.0
2002-04-09,3750,3850,3400,3500,456117,160000.0,11428600.0
2002-04-10,3375,3450,3088,3175,464447,145143.0,11428600.0
2002-04-11,3225,3450,3175,3387,708594,154858.0,11428600.0
2002-04-12,3025,3688,3025,3600,779482,164572.0,11428600.0
2002-04-15,3675,3788,3563,3562,363495,162858.0,11428600.0
2002-04-16,3663,3725,3563,3650,319425,166858.0,11428600.0
2002-04-17,3800,4088,3775,4087,835430,186858.0,11428600.0
2002-04-18,4163,4188,3925,4100,812110,187429.0,11428600.0
2002-04-19,4000,4075,3638,3750,347429,171429.0,11428600.0
2002-04-22,3750,3825,3300,3425,578845,156572.0,11428600.0
2002-04-23,3425,3825,3288,3825,859582,174858.0,11428600.0
2002-04-24,3850,3913,3588,3700,386473,169143.0,11428600.0
2002-04-25,3625,3713,3375,3575,189110,163429.0,11428600.0
2002-04-26,3750,3938,3675,3812,438210,174286.0,11428600.0
2002-04-29,3750,3813,3500,3550,271206,162286.0,11428600.0
2002-04-30,3575,3650,3438,3550,248717,162286.0,11428600.0
2002-05-02,3625,3775,3600,3650,261819,166858.0,11428600.0
2002-05-03,3525,3725,3525,3562,177942,162858.0,11428600.0
2002-05-06,3488,3575,3463,3462,142530,158286.0,11428600.0
2002-05-07,3363,3625,3363,3525,257207,161143.0,11428600.0
2002-05-08,3625,3875,3613,3675,473231,168000.0,11428600.0
2002-05-09,3950,4113,3775,3825,1149698,174858.0,11428600.0
2002-05-10,3763,3838,3638,3775,263994,172572.0,11428600.0
2002-05-13,3775,4050,3775,4050,507495,185143.0,11428600.0
2002-05-14,4250,4325,3950,3950,657439,180572.0,11428600.0
2002-05-15,4125,4150,3875,3900,425734,178286.0,11428600.0
2002-05-16,3900,4025,3875,3925,275849,179429.0,11428600.0
2002-05-17,4075,4388,4050,4387,925669,200572.0,11428600.0
2002-05-20,4400,4525,4263,4412,618893,201715.0,11428600.0
2002-05-21,4325,4613,4300,4350,483311,198858.0,11428600.0
2002-05-22,4413,4475,4150,4275,288232,195429.0,11428600.0
2002-05-23,4200,4350,3850,3925,472237,179429.0,11428600.0
2002-05-24,3850,3988,3763,3850,353629,176000.0,11428600.0
2002-05-27,3950,3963,3750,3762,212735,172000.0,11428600.0
2002-05-28,3625,3875,3425,3875,340720,177143.0,11428600.0
2002-05-29,3638,3913,3638,3662,226260,167429.0,11428600.0
2002-05-30,3588,3738,3400,3412,358558,156000.0,11428600.0
2002-05-31,3438,3525,3375,3412,183450,156000.0,11428600.0
2002-06-03,3413,3488,3313,3387,128980,154858.0,11428600.0
2002-06-04,3250,3463,3225,3462,184686,158286.0,11428600.0
2002-06-05,3500,3650,3500,3500,197476,160000.0,11428600.0
2002-06-07,3325,3450,3188,3262,169461,149143.0,11428600.0
2002-06-10,3325,3525,3288,3525,305611,161143.0,11428600.0
2002-06-11,3513,3738,3463,3637,458091,166286.0,11428600.0
2002-06-12,3688,3688,3550,3650,149359,166858.0,11428600.0
2002-06-14,3600,3700,3500,3525,183521,161143.0,11428600.0
2002-06-17,3563,3713,3525,3625,271850,165715.0,11428600.0
2002-06-18,3750,3825,3713,3750,408170,171429.0,11428600.0
2002-06-19,3800,3900,3463,3575,338671,163429.0,11428600.0
2002-06-20,3713,3713,3525,3600,171939,164572.0,11428600.0
2002-06-21,3525,3725,3463,3700,282775,169143.0,11428600.0
2002-06-24,3625,3825,3575,3825,230082,174858.0,11428600.0
2002-06-25,3925,3950,3675,3700,280559,169143.0,11428600.0
2002-06-26,3625,3625,3263,3262,180286,149143.0,11428600.0
2002-06-27,3288,3375,3025,3137,467842,143429.0,11428600.0
2002-06-28,3275,3388,3225,3250,368948,148572.0,11428600.0
2002-07-02,2975,3300,2900,3250,342938,148572.0,11428600.0
2002-07-03,3200,3450,3175,3412,317677,156000.0,11428600.0
2002-07-04,3500,3575,3388,3500,262216,160000.0,11428600.0
2002-07-05,3500,3863,3463,3725,664046,170286.0,11428600.0
2002-07-08,3950,4025,3575,3700,382467,169143.0,11428600.0
2002-07-09,3725,3900,3638,3900,332071,178286.0,11428600.0
2002-07-10,3825,4050,3775,3912,472500,178858.0,11428600.0
2002-07-11,3775,3875,3613,3712,266489,169715.0,11428600.0
2002-07-12,3750,3825,3600,3662,387608,167429.0,11428600.0
2002-07-15,3600,3688,3463,3500,384755,160000.0,11428600.0
2002-07-16,3525,3625,3213,3312,336504,151429.0,11428600.0
2002-07-18,3375,3650,3350,3550,381755,162286.0,11428600.0
2002-07-19,3375,3513,3350,3450,178162,157715.0,11428600.0
2002-07-22,3200,3338,3050,3075,187704,140572.0,11428600.0
2002-07-23,3075,3438,3050,3437,269216,157143.0,11428600.0
2002-07-24,3300,3388,3213,3250,186092,148572.0,11428600.0
2002-07-25,3500,3500,3263,3262,177221,149143.0,11428600.0
2002-07-26,3150,3250,3075,3175,130610,145143.0,11428600.0
2002-07-29,3175,3288,3000,3137,112565,143429.0,11428600.0
2002-07-30,3250,3363,3188,3187,144409,145715.0,11428600.0
2002-07-31,3188,3300,3175,3250,91234,148572.0,11428600.0
2002-08-01,3350,3413,3238,3287,173987,150286.0,11428600.0
2002-08-02,3263,3263,3175,3250,71983,148572.0,11428600.0
2002-08-05,3125,3225,3125,3150,74422,144000.0,11428600.0
2002-08-06,3100,3175,3025,3175,92360,145143.0,11428600.0
2002-08-07,3275,3300,3150,3187,116603,145715.0,11428600.0
2002-08-08,3250,3250,3125,3150,61004,144000.0,11428600.0
2002-08-09,3225,3263,3088,3100,141010,141715.0,11428600.0
2002-08-12,3100,3238,3075,3087,313509,141143.0,11428600.0
2002-08-13,3125,3138,3088,3125,102748,142858.0,11428600.0
2002-08-14,3038,3288,3038,3137,217457,143429.0,11428600.0
2002-08-16,3250,3275,3138,3137,104310,143429.0,11428600.0
2002-08-19,3188,3263,3113,3137,174286,143429.0,11428600.0
2002-08-20,3213,3250,3175,3225,172171,147429.0,11428600.0
2002-08-21,3225,3388,3213,3312,248382,151429.0,11428600.0
2002-08-22,3425,3425,3325,3362,163615,153715.0,11428600.0
2002-08-23,3363,3413,3300,3300,110382,150858.0,11428600.0
2002-08-26,3300,3413,3300,3350,124128,153143.0,11428600.0
2002-08-27,3413,3413,3300,3400,95695,155429.0,11428600.0
2002-08-28,3325,3525,3325,3500,185022,160000.0,11428600.0
2002-08-29,3475,3613,3425,3550,98641,162286.0,11428600.0
2002-08-30,3575,3638,3513,3600,135276,164572.0,11428600.0
2002-09-02,3625,3725,3600,3725,97928,170286.0,11428600.0
2002-09-03,3800,3900,3750,3800,256971,173715.0,11428600.0
2002-09-04,3750,3900,3700,3862,151619,176572.0,11428600.0
2002-09-05,3900,3950,3800,3812,61859,174286.0,11428600.0
2002-09-06,3725,3800,3713,3750,94915,171429.0,11428600.0
2002-09-09,3763,3775,3638,3700,104885,169143.0,11428600.0
2002-09-10,3650,3750,3650,3700,33338,169143.0,11428600.0
2002-09-11,3700,4088,3700,3912,181132,178858.0,11428600.0
2002-09-12,3950,4000,3788,3875,164058,177143.0,11428600.0
2002-09-13,3800,3875,3763,3875,46280,177143.0,11428600.0
2002-09-16,3975,3975,3800,3800,76268,173715.0,11428600.0
2002-09-17,3875,4250,3813,4112,414863,188000.0,11428600.0
2002-09-18,4075,4175,3938,4000,181409,182858.0,11428600.0
2002-09-19,4050,4213,3988,4025,255977,184000.0,11428600.0
2002-09-23,4000,4000,3550,3625,298735,165715.0,11428600.0
2002-09-24,3500,3575,3350,3525,197504,161143.0,11428600.0
2002-09-25,3450,3538,3138,3487,131992,159429.0,11428600.0
2002-09-26,3500,3663,3325,3375,171130,154286.0,11428600.0
2002-09-27,3325,3425,3175,3375,157981,154286.0,11428600.0
2002-09-30,3275,3450,3225,3450,121801,157715.0,11428600.0
2002-10-01,3375,3488,3325,3425,108550,156572.0,11428600.0
2002-10-02,3538,3550,3338,3337,89026,152572.0,11428600.0
2002-10-04,3163,3325,3163,3300,94759,150858.0,11428600.0
2002-10-07,3250,3288,3163,3175,57165,145143.0,11428600.0
2002-10-08,3075,3213,3075,3162,148779,144572.0,11428600.0
2002-10-09,3188,3200,3050,3162,200842,144572.0,11428600.0
2002-10-10,3075,3138,2950,3012,111958,137715.0,11428600.0
2002-10-11,3063,3125,2675,2875,479392,131429.0,11428600.0
2002-10-14,2925,3013,2875,2987,455465,136572.0,11428600.0
2002-10-15,3025,3338,2925,3337,530203,152572.0,11428600.0
2002-10-16,3425,3738,3100,3575,697780,163429.0,11428600.0
2002-10-17,3513,3800,3513,3737,339675,170858.0,11428600.0
2002-10-18,3900,3925,3688,3850,544408,176000.0,11428600.0
2002-10-21,3788,3825,3650,3662,197259,167429.0,11428600.0
2002-10-22,3775,3775,3500,3575,257039,163429.0,11428600.0
2002-10-23,3513,3925,3513,3925,622319,179429.0,11428600.0
2002-10-24,4000,4163,3900,3950,384697,180572.0,11428600.0
2002-10-25,3875,3875,3788,3825,123981,174858.0,11428600.0
2002-10-28,3975,4113,3950,4025,603880,184000.0,11428600.0
2002-10-29,4050,4050,3913,3975,212556,181715.0,11428600.0
2002-10-30,3975,4063,3800,3862,192154,176572.0,11428600.0
2002-10-31,3975,3988,3788,3875,154295,177143.0,11428600.0
2002-11-01,3825,4025,3825,3862,182813,176572.0,11428600.0
2002-11-04,4000,4100,3975,4062,322403,185715.0,11428600.0
2002-11-05,4100,4100,3838,3862,178334,176572.0,11428600.0
2002-11-06,3888,3938,3788,3937,276038,180000.0,11428600.0
2002-11-07,3938,3938,3800,3812,143999,174286.0,11428600.0
2002-11-08,3700,3788,3700,3750,140970,171429.0,11428600.0
2002-11-11,3675,3738,3625,3737,90754,170858.0,11428600.0
2002-11-12,3625,3725,3625,3725,87014,170286.0,11428600.0
2002-11-13,3763,3838,3675,3762,97712,172000.0,11428600.0
2002-11-14,3800,3838,3675,3687,86684,168572.0,11428600.0
2002-11-15,3800,3913,3775,3775,198487,172572.0,11428600.0
2002-11-18,3850,3913,3800,3862,62832,176572.0,11428600.0
2002-11-19,3838,3913,3825,3875,68321,177143.0,11428600.0
2002-11-20,3838,3925,3838,3900,51899,178286.0,11428600.0
2002-11-21,4038,4038,3900,3900,110968,178286.0,11428600.0
2002-11-22,3988,4363,3975,4225,454631,193143.0,11428600.0
2002-11-25,4288,4550,4163,4487,447939,205143.0,11428600.0
2002-11-26,4488,4538,4363,4512,145017,206286.0,11428600.0
2002-11-27,4400,4700,4338,4412,388674,201715.0,11428600.0
2002-11-28,4525,4525,4175,4175,323089,190858.0,11428600.0
2002-11-29,4225,4275,4138,4250,117626,194286.0,11428600.0
2002-12-02,4288,4450,4238,4400,169044,201143.0,11428600.0
2002-12-03,4375,4475,4325,4425,170610,202286.0,11428600.0
2002-12-04,4325,4375,4075,4125,182601,188572.0,11428600.0
2002-12-05,4175,4175,3975,4137,233312,189143.0,11428600.0
2002-12-06,4038,4125,4000,4000,142286,182858.0,11428600.0
2002-12-09,3950,4013,3788,3850,276479,176000.0,11428600.0
2002-12-10,3700,3900,3700,3862,160417,176572.0,11428600.0
2002-12-11,3913,3988,3838,3862,219128,176572.0,11428600.0
2002-12-12,3813,4050,3813,4037,286135,184572.0,11428600.0
2002-12-13,3975,4025,3900,3925,141665,179429.0,11428600.0
2002-12-16,3875,3988,3800,3975,302181,181715.0,11428600.0
2002-12-17,4075,4075,3875,3962,290915,181143.0,11428600.0
2002-12-18,3888,3975,3863,3912,272447,178858.0,11428600.0
2002-12-20,3913,4050,3863,4012,569789,183429.0,11428600.0
2002-12-23,4013,4163,3813,3937,470559,180000.0,11428600.0
2002-12-24,3875,3963,3563,3850,180115,176000.0,11428600.0
2002-12-26,3713,3825,3600,3625,155627,165715.0,11428600.0
2002-12-27,3488,3613,3413,3450,153096,157715.0,11428600.0
2002-12-30,3388,3425,3088,3375,216495,154286.0,11428600.0
2003-01-02,3400,3650,3300,3562,258769,162858.0,11428600.0
2003-01-03,3663,3963,3663,3925,448993,179429.0,11428600.0
2003-01-06,3975,3988,3800,3950,245456,180572.0,11428600.0
2003-01-07,4100,4100,3725,3725,233372,170286.0,11428600.0
2003-01-08,3700,3850,3688,3737,111912,170858.0,11428600.0
2003-01-09,3675,3863,3525,3825,241097,174858.0,11428600.0
2003-01-10,3875,3925,3500,3675,249733,168000.0,11428600.0
2003-01-13,3625,3850,3563,3725,406026,170286.0,11428600.0
2003-01-14,3788,3863,3725,3825,360857,174858.0,11428600.0
2003-01-15,3875,3900,3663,3687,196465,168572.0,11428600.0
2003-01-16,3575,3650,3563,3650,134415,166858.0,11428600.0
2003-01-17,3550,3613,3450,3450,114163,157715.0,11428600.0
2003-01-20,3375,3450,3250,3250,431608,148572.0,11428600.0
2003-01-21,3263,3313,3200,3312,424100,151429.0,11428600.0
2003-01-22,3225,3288,3138,3275,289022,149715.0,11428600.0
2003-01-23,3300,3450,3288,3412,308193,156000.0,11428600.0
2003-01-24,3450,3488,3263,3325,377453,152000.0,11428600.0
2003-01-27,3150,3225,3150,3225,122288,147429.0,11428600.0
2003-01-28,3200,3263,3175,3250,109531,148572.0,11428600.0
2003-01-29,3300,3300,3075,3075,92279,140572.0,11428600.0
2003-01-30,3100,3300,3088,3275,155918,149715.0,11428600.0
2003-02-03,3200,3375,3200,3350,113903,153143.0,11428600.0
2003-02-04,3400,3400,3300,3300,96357,150858.0,11428600.0
2003-02-05,3300,3300,3225,3225,271752,147429.0,11428600.0
2003-02-06,3188,3250,3075,3100,213278,141715.0,11428600.0
2003-02-07,3075,3075,2900,3000,215282,137143.0,11428600.0
2003-02-10,2925,3050,2900,3050,175043,139429.0,11428600.0
2003-02-11,3100,3150,2888,2987,329244,136572.0,11428600.0
2003-02-12,2913,3075,2913,3012,329639,137715.0,11428600.0
2003-02-13,3000,3075,2900,2987,334526,136572.0,11428600.0
2003-02-14,2950,3113,2925,3087,355937,141143.0,11428600.0
2003-02-17,3213,3325,3150,3287,336332,150286.0,11428600.0
2003-02-18,3275,3288,3113,3287,218728,150286.0,11428600.0
2003-02-19,3375,3375,3238,3237,317471,148000.0,11428600.0
2003-02-20,3225,3350,3225,3350,379001,153143.0,11428600.0
2003-02-21,3425,3438,3238,3237,445304,148000.0,11428600.0
2003-02-24,3250,3325,3238,3275,261441,149715.0,11428600.0
2003-02-25,3225,3238,3100,3100,151555,141715.0,11428600.0
2003-02-26,3150,3250,3113,3237,294475,148000.0,11428600.0
2003-02-27,3150,3300,3125,3300,218973,150858.0,11428600.0
2003-02-28,3363,3363,3238,3300,169581,150858.0,11428600.0
2003-03-03,3363,3400,3300,3350,263579,153143.0,11428600.0
2003-03-04,3300,3300,3200,3225,123780,147429.0,11428600.0
2003-03-05,3163,3250,3038,3225,202382,147429.0,11428600.0
2003-03-06,3213,3250,3038,3100,91784,141715.0,11428600.0
2003-03-07,3000,3063,2875,2937,167161,134286.0,11428600.0
2003-03-10,2863,2963,2850,2925,69784,133715.0,11428600.0
2003-03-11,2800,3025,2800,3025,116909,138286.0,11428600.0
2003-03-12,2988,3113,2938,3062,149159,140000.0,11428600.0
2003-03-13,3088,3100,2875,2987,61272,136572.0,11428600.0
2003-03-14,3200,3200,3025,3037,184549,138857.0,11428600.0
2003-03-17,3000,3000,2775,2800,96811,128000.0,11428600.0
2003-03-18,2963,2975,2875,2925,219866,133715.0,11428600.0
2003-03-19,2875,3050,2875,2962,200236,135429.0,11428600.0
2003-03-20,3050,3200,3000,3162,310304,144572.0,11428600.0
2003-03-21,3125,3175,3075,3137,251359,143429.0,11428600.0
2003-03-24,3175,3200,3088,3100,172281,141715.0,11428600.0
2003-03-25,2913,2975,2913,2937,92402,134286.0,11428600.0
2003-03-26,2988,3050,2925,2950,114071,134857.0,11428600.0
2003-03-27,2925,3125,2925,3050,231224,139429.0,11428600.0
2003-03-28,3038,3075,2863,2987,355582,136572.0,11428600.0
2003-03-31,2925,2963,2725,2812,167959,128572.0,11428600.0
2003-04-01,2725,2788,2688,2750,196973,125715.0,11428600.0
2003-04-02,2750,2850,2663,2850,474963,130286.0,11428600.0
2003-04-03,2975,2975,2775,2800,273717,128000.0,11428600.0
2003-04-04,2750,2850,2738,2825,119351,129143.0,11428600.0
2003-04-07,2900,3013,2875,3012,336545,137715.0,11428600.0
2003-04-08,2950,3000,2900,2962,198494,135429.0,11428600.0
2003-04-09,3013,3013,2925,2925,168899,133715.0,11428600.0
2003-04-10,2900,3025,2900,3000,160720,137143.0,11428600.0
2003-04-11,3000,3075,2925,2962,186453,135429.0,11428600.0
2003-04-14,2975,3025,2963,2975,140156,136000.0,11428600.0
2003-04-15,3038,3138,3000,3125,301126,142858.0,11428600.0
2003-04-16,3213,3225,3100,3212,409559,146858.0,11428600.0
2003-04-17,3238,3363,3138,3262,662988,149143.0,11428600.0
2003-04-18,3425,3650,3363,3637,1205869,166286.0,11428600.0
2003-04-21,3613,3675,3475,3625,587384,165715.0,11428600.0
2003-04-22,3600,3700,3538,3612,435342,165143.0,11428600.0
2003-04-23,3700,3700,3438,3500,306486,160000.0,11428600.0
2003-04-24,3438,3563,3350,3500,289686,160000.0,11428600.0
2003-04-25,3450,3475,3100,3475,358679,158858.0,11428600.0
2003-04-28,3375,3525,3313,3437,253984,157143.0,11428600.0
2003-04-29,3563,3588,3475,3575,313381,163429.0,11428600.0
2003-04-30,3575,3613,3413,3475,189748,158858.0,11428600.0
2003-05-02,3488,3500,3363,3450,163886,157715.0,11428600.0
2003-05-06,3513,3700,3500,3650,411897,166858.0,11428600.0
2003-05-07,3725,3725,3525,3612,324494,165143.0,11428600.0
2003-05-09,3550,3625,3488,3525,164974,161143.0,11428600.0
2003-05-12,3613,3650,3588,3650,331818,166858.0,11428600.0
2003-05-13,3700,3900,3625,3737,622690,170858.0,11428600.0
2003-05-14,3763,3838,3600,3700,448149,169143.0,11428600.0
2003-05-15,3750,3863,3700,3862,454909,176572.0,11428600.0
2003-05-16,3900,3963,3738,3737,257811,170858.0,11428600.0
2003-05-19,3663,3675,3488,3487,210971,159429.0,11428600.0
2003-05-20,3375,3550,3375,3550,236113,162286.0,11428600.0
2003-05-21,3500,3525,3425,3450,261729,157715.0,11428600.0
2003-05-22,3400,3525,3238,3250,488522,148572.0,11428600.0
2003-05-23,3325,3500,3263,3437,565063,157143.0,11428600.0
2003-05-26,3475,3500,3250,3337,694278,152572.0,11428600.0
2003-05-27,3425,3425,3300,3337,435866,152572.0,11428600.0
2003-05-28,3450,3463,3313,3325,460504,152000.0,11428600.0
2003-05-29,3263,3338,3213,3300,399004,150858.0,11428600.0
2003-05-30,3350,3500,3313,3462,651667,158286.0,11428600.0
2003-06-02,3563,3575,3438,3512,465619,160572.0,11428600.0
2003-06-03,3513,3588,3450,3500,401627,160000.0,11428600.0
2003-06-04,3550,3663,3525,3650,474019,166858.0,11428600.0
2003-06-05,3700,3725,3575,3575,348074,163429.0,11428600.0
2003-06-09,3550,3738,3525,3675,442761,168000.0,11428600.0
2003-06-10,3663,3813,3650,3737,433176,170858.0,11428600.0
2003-06-11,3813,3813,3638,3662,307348,167429.0,11428600.0
2003-06-12,3738,3788,3613,3700,409207,169143.0,11428600.0
2003-06-13,3725,3738,3575,3687,350845,168572.0,11428600.0
2003-06-16,3675,3700,3613,3650,134266,166858.0,11428600.0
2003-06-17,3725,3750,3638,3637,365219,166286.0,11428600.0
2003-06-18,3650,3663,3550,3550,251550,162286.0,11428600.0
2003-06-19,3563,3663,3538,3600,502033,164572.0,11428600.0
2003-06-20,3538,3588,3438,3450,315085,157715.0,11428600.0
2003-06-23,3438,3488,3413,3450,150919,157715.0,11428600.0
2003-06-24,3388,3450,3388,3425,144604,156572.0,11428600.0
2003-06-25,3450,3538,3450,3512,208347,160572.0,11428600.0
2003-06-26,3475,3513,3413,3412,106839,156000.0,11428600.0
2003-06-27,3463,3475,3400,3450,183175,157715.0,11428600.0
2003-06-30,3475,3638,3463,3625,456494,165715.0,11428600.0
2003-07-01,3625,3788,3575,3775,583717,172572.0,11428600.0
2003-07-02,3900,3975,3850,3912,695291,178858.0,11428600.0
2003-07-03,4000,4375,3900,4375,997620,200000.0,11428600.0
2003-07-04,4475,4475,4175,4275,1014971,195429.0,11428600.0
2003-07-07,4350,4425,4213,4350,695659,198858.0,11428600.0
2003-07-08,4500,4588,4200,4200,721013,192000.0,11428600.0
2003-07-09,4250,4450,4250,4325,771813,197715.0,11428600.0
2003-07-10,4263,4463,4263,4325,407161,197715.0,11428600.0
2003-07-11,4250,4375,4125,4162,340497,190286.0,11428600.0
2003-07-14,4213,4375,4213,4325,560972,197715.0,11428600.0
2003-07-15,4388,4525,4188,4200,610532,192000.0,11428600.0
2003-07-16,4325,4338,4163,4300,341764,196572.0,11428600.0
2003-07-18,4150,4188,4013,4125,267954,188572.0,11428600.0
2003-07-21,4200,4313,4013,4100,405700,187429.0,11428600.0
2003-07-22,4100,4200,3950,4175,374332,190858.0,11428600.0
2003-07-23,4250,4250,4075,4125,277213,188572.0,11428600.0
2003-07-24,4088,4188,4088,4162,247364,190286.0,11428600.0
2003-07-25,4100,4275,4038,4250,342925,194286.0,11428600.0
2003-07-28,4363,4413,4275,4375,469922,200000.0,11428600.0
2003-07-29,4400,4450,4300,4300,376841,196572.0,11428600.0
2003-07-30,4300,4300,4050,4075,419245,186286.0,11428600.0
2003-07-31,4025,4088,3963,3987,304569,182286.0,11428600.0
2003-08-01,4050,4150,4038,4050,362981,185143.0,11428600.0
2003-08-04,3950,4025,3863,3875,230425,177143.0,11428600.0
2003-08-05,3888,4113,3888,4037,434534,184572.0,11428600.0
2003-08-06,3950,4050,3913,3937,139982,180000.0,11428600.0
2003-08-07,3950,4050,3900,4050,188223,185143.0,11428600.0
2003-08-08,4000,4063,3950,3950,189015,180572.0,11428600.0
2003-08-11,3925,3925,3688,3775,357506,172572.0,11428600.0
2003-08-12,3800,3800,3688,3712,267986,169715.0,11428600.0
2003-08-13,3750,3988,3725,3912,483855,178858.0,11428600.0
2003-08-14,4000,4225,3950,4062,695194,185715.0,11428600.0
2003-08-18,4188,4400,4125,4125,1145048,188572.0,11428600.0
2003-08-19,4238,4275,4075,4150,633674,189715.0,11428600.0
2003-08-20,4175,4213,4075,4075,486920,186286.0,11428600.0
2003-08-21,4175,4325,4175,4275,588159,195429.0,11428600.0
2003-08-22,4375,4400,4225,4250,632422,194286.0,11428600.0
2003-08-25,4200,4275,4100,4125,248415,188572.0,11428600.0
2003-08-26,4200,4225,4075,4075,232538,186286.0,11428600.0
2003-08-27,4125,4150,4075,4100,164234,187429.0,11428600.0
2003-08-28,4125,4175,4025,4075,217143,186286.0,11428600.0
2003-08-29,4075,4213,3975,4187,202986,191429.0,11428600.0
2003-09-01,4213,4263,4150,4250,206206,194286.0,11428600.0
2003-09-02,4275,4363,4213,4325,382993,197715.0,11428600.0
2003-09-03,4375,4800,4225,4525,1186267,206858.0,11428600.0
2003-09-04,4600,4688,4550,4637,689460,212001.0,11428600.0
2003-09-05,4813,4900,4675,4700,546672,214858.0,11428600.0
2003-09-08,4588,4788,4588,4750,359294,217143.0,11428600.0
2003-09-09,4750,4788,4575,4600,343087,210286.0,11428600.0
2003-09-15,4513,4613,4325,4325,160963,197715.0,11428600.0
2003-09-16,4338,4563,4338,4562,170632,208572.0,11428600.0
2003-09-17,4600,4650,4313,4375,401560,200000.0,11428600.0
2003-09-18,4375,4413,4138,4175,259121,190858.0,11428600.0
2003-09-19,4238,4263,4113,4137,218996,189143.0,11428600.0
2003-09-22,4113,4188,3888,3887,207406,177715.0,11428600.0
2003-09-23,3850,3963,3725,3950,179595,180572.0,11428600.0
2003-09-24,4000,4088,3950,3987,157627,182286.0,11428600.0
2003-09-25,3763,3888,3763,3812,125813,174286.0,11428600.0
2003-09-26,3750,3825,3625,3637,137898,166286.0,11428600.0
2003-09-29,3625,3738,3625,3712,94440,169715.0,11428600.0
2003-09-30,3800,3938,3800,3812,133343,174286.0,11428600.0
2003-10-01,3750,3775,3675,3775,95603,172572.0,11428600.0
2003-10-02,3875,3900,3800,3825,107247,174858.0,11428600.0
2003-10-06,3900,4013,3888,3962,132177,181143.0,11428600.0
2003-10-07,4013,4038,3975,4012,171329,183429.0,11428600.0
