알테오젠(196170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-21,30950,32200,30800,31500,146737,397225.0,12610330.0
2018-05-23,31300,31800,30400,30600,98944,385876.0,12610330.0
2018-05-24,30800,33200,30600,32650,289325,411727.0,12610330.0
2018-05-25,32650,33000,31900,32800,153242,413619.0,12610330.0
2018-05-28,31650,32400,31300,32250,206555,406683.0,12610330.0
2018-05-29,32000,33000,31300,31400,156356,395964.0,12610330.0
2018-05-30,31400,31650,30000,30750,112843,387768.0,12610330.0
2018-05-31,31200,31400,29950,30100,87442,380561.0,12643230.0
2018-06-01,29900,32200,29850,31750,237871,401423.0,12643230.0
2018-06-04,31800,32750,31600,31850,125035,402687.0,12643230.0
2018-06-05,31750,32450,30900,30950,136216,391308.0,12643230.0
2018-06-07,31200,32000,30850,32000,104174,404583.0,12643230.0
2018-06-08,32050,32050,31050,31100,87771,393204.0,12643230.0
2018-06-11,30650,31250,29700,30050,124795,379929.0,12643230.0
2018-06-12,29750,30750,28900,29200,160604,369182.0,12643230.0
2018-06-14,28800,29400,28100,28150,155385,355907.0,12643230.0
2018-06-15,28150,29150,28150,28650,88233,362229.0,12643230.0
2018-06-18,28400,29600,28150,28650,118858,362229.0,12643230.0
2018-06-19,28450,29200,27750,28550,116686,360964.0,12643230.0
2018-06-20,28400,29300,28400,28750,97233,363493.0,12643230.0
2018-06-21,28900,29050,27600,27600,74360,348953.0,12643230.0
2018-06-22,27400,27900,26850,27750,89094,350850.0,12643230.0
2018-06-25,27350,28350,27250,27700,56668,350217.0,12643230.0
2018-06-26,27500,27700,26550,27550,103497,348321.0,12643230.0
2018-06-27,27900,29200,27600,28350,97229,358436.0,12643230.0
2018-06-28,28350,29750,28350,29450,141807,372343.0,12643230.0
2018-06-29,29350,31400,28950,30900,181824,390676.0,12643230.0
2018-07-02,31550,32300,30550,30550,269398,386251.0,12643230.0
2018-07-03,30800,31000,28800,29900,111476,378033.0,12643230.0
2018-07-04,29600,30050,28900,28900,290157,365389.0,12643230.0
2018-07-05,29300,29600,28500,29000,77004,366654.0,12643230.0
2018-07-06,29100,29250,27800,28800,96787,364125.0,12643230.0
2018-07-09,28600,32000,28500,31350,390000,396365.0,12643230.0
2018-07-10,31100,31700,30400,30800,142964,389411.0,12643230.0
2018-07-11,30700,30950,29500,29600,110634,374240.0,12643230.0
2018-07-12,29400,30250,29250,29750,95337,376136.0,12643230.0
2018-07-13,29400,29950,29350,29600,77464,374240.0,12643230.0
2018-07-16,29700,30350,29300,29500,61973,372975.0,12643230.0
2018-07-17,29500,30600,29300,29400,123129,371711.0,12643230.0
2018-07-18,29600,29850,28450,29000,80201,366654.0,12643230.0
2018-07-19,28850,29200,27800,28100,109563,355275.0,12643230.0
2018-07-20,28150,28350,24850,25200,225275,318609.0,12643230.0
2018-07-23,24900,25300,22800,22800,232853,288266.0,12643230.0
2018-07-24,22800,24250,22650,22650,176186,286369.0,12643230.0
2018-07-25,22800,29400,21600,29400,2292715,371711.0,12643230.0
2018-07-26,30000,30450,28100,29650,1343083,374872.0,12643230.0
2018-07-27,29100,29350,27850,28300,522976,357803.0,12643230.0
2018-07-30,28500,29600,28100,28650,546570,362229.0,12643230.0
2018-07-31,28750,29250,28250,29100,230617,367918.0,12643230.0
2018-08-01,29100,34250,29100,31150,2083747,393837.0,12643230.0
2018-08-02,30850,33800,30250,31800,1074889,402055.0,12643230.0
2018-08-03,31850,32250,30750,31000,220831,391940.0,12643230.0
2018-08-06,30500,31000,29700,29750,180918,376136.0,12643230.0
2018-08-07,29850,30350,29000,30000,194637,379297.0,12643230.0
2018-08-08,30000,30000,28550,28550,199092,360964.0,12643230.0
2018-08-09,28450,29450,28350,28350,154905,358436.0,12643230.0
2018-08-10,28450,28450,26800,26800,252708,338839.0,12643230.0
2018-08-13,27000,27000,24600,24900,224045,314816.0,12643230.0
2018-08-14,24950,26100,24900,25350,176900,320506.0,12643230.0
2018-08-16,24700,25500,23900,25500,118231,322402.0,12643230.0
2018-08-17,25800,26900,25550,26400,135501,333781.0,12643230.0
2018-08-20,27000,27450,26300,26350,111077,333149.0,12643230.0
2018-08-21,26500,29100,26500,27950,415384,353378.0,12643230.0
2018-08-22,28250,28250,27400,27900,109013,352746.0,12643230.0
2018-08-23,28150,28400,27600,28250,77416,357171.0,12643230.0
2018-08-24,28450,29800,28000,28800,203012,364125.0,12643230.0
2018-08-27,28800,31250,28600,30150,501630,381193.0,12643230.0
2018-08-28,30300,31500,29700,29700,225999,375504.0,12643230.0
2018-08-29,30000,30400,29400,29750,94440,376136.0,12643230.0
2018-08-30,29800,30200,29400,29450,83135,372343.0,12643230.0
2018-08-31,29450,30650,29400,30400,161505,384354.0,12643230.0
2018-09-03,30600,33150,30200,32000,699522,404583.0,12643230.0
2018-09-04,32750,34200,32500,32900,427616,415962.0,12643230.0
2018-09-05,33000,33250,31850,31850,231399,402687.0,12643230.0
2018-09-06,31900,33900,31350,32850,402374,415330.0,12643230.0
2018-09-07,33100,35700,32850,35000,628801,442513.0,12643230.0
2018-09-10,35750,35850,34450,34600,212353,437456.0,12643230.0
2018-09-11,34600,35350,33700,34100,216092,431134.0,12643230.0
2018-09-12,33900,35400,33350,34250,256406,433031.0,12643230.0
2018-09-13,34150,34750,32550,33650,246136,425445.0,12643230.0
2018-09-14,34200,34850,33400,33900,143360,428605.0,12643230.0
2018-09-17,34100,34450,33750,33900,77036,428605.0,12643230.0
2018-09-18,33600,39500,33600,38200,1042471,482971.0,12643230.0
2018-09-19,38150,38300,36950,37100,252095,469064.0,12643230.0
2018-09-20,36800,39100,36250,37100,406237,469064.0,12643230.0
2018-09-21,37500,38100,36600,38000,162942,480443.0,12643230.0
2018-09-27,38000,39350,38000,38550,192426,487397.0,12643230.0
2018-09-28,39200,39550,38350,38500,165352,486764.0,12643230.0
2018-10-01,38800,38900,35800,36350,221978,459581.0,12643230.0
2018-10-02,35900,36400,33400,33550,301075,424180.0,12643230.0
2018-10-04,33650,37650,33050,35100,423729,443777.0,12643230.0
2018-10-05,34100,35100,33350,33550,159111,424180.0,12643230.0
2018-10-08,32800,34100,32400,32400,126403,409641.0,12643230.0
2018-10-10,32100,32800,31100,31450,157216,397630.0,12643230.0
2018-10-11,29700,30950,29450,29700,189635,375504.0,12643230.0
2018-10-12,30850,31800,29800,31600,114789,399526.0,12643230.0
2018-10-15,31600,31900,30600,31050,86595,392572.0,12643230.0
2018-10-16,31100,32900,31100,31650,74521,400158.0,12643230.0
2018-10-17,32550,32650,31200,31450,53388,397630.0,12643230.0
2018-10-18,31750,32400,31400,31900,58344,403319.0,12643230.0
2018-10-19,31700,32900,30900,32850,87193,415330.0,12643230.0
2018-10-22,32550,33550,32200,33350,87605,421652.0,12643230.0
2018-10-23,32750,33850,31650,31750,139340,401423.0,12643230.0
2018-10-24,32400,32600,30200,30600,101513,386883.0,12643230.0
2018-10-25,29700,30300,28600,29800,106347,376768.0,12643230.0
2018-10-26,30200,30500,27250,27550,150358,348321.0,12643230.0
2018-10-29,27050,29000,26250,26250,203900,331885.0,12643230.0
2018-10-30,25650,27750,25500,27550,146074,348321.0,12643230.0
2018-10-31,27850,28400,27200,27550,61972,348321.0,12643230.0
2018-11-01,28400,29000,27950,28350,88251,358436.0,12643230.0
2018-11-02,28800,29900,28800,29750,77989,376136.0,12643230.0
2018-11-05,29700,31550,29550,31300,129576,395733.0,12643230.0
2018-11-06,31600,32750,31050,32400,124792,409641.0,12643230.0
2018-11-07,32300,32800,30850,31500,113898,398262.0,12643230.0
2018-11-08,32250,32450,31650,32150,65788,406480.0,12643230.0
2018-11-09,32050,33250,31850,32300,91261,408376.0,12643230.0
2018-11-12,31400,31650,30350,30450,103786,384986.0,12643230.0
2018-11-13,29900,30700,29000,30550,121434,386251.0,12643230.0
2018-11-14,30700,31200,29950,29950,79793,378665.0,12643230.0
2018-11-15,29850,30350,28850,29450,82332,372343.0,12643230.0
2018-11-16,29850,30600,29550,30500,69679,385619.0,12643230.0
2018-11-19,31000,31400,30300,31400,69174,396997.0,12643230.0
2018-11-20,30900,31800,30700,30800,64978,389411.0,12643230.0
2018-11-21,30450,30800,29500,30400,82011,384354.0,12643230.0
2018-11-22,30450,31150,30200,30350,61369,383722.0,12643230.0
2018-11-23,30200,30900,29600,29700,49043,375504.0,12643230.0
2018-11-26,29450,30250,29300,29850,48906,377400.0,12643230.0
2018-11-27,30000,30800,29850,30200,49042,381826.0,12643230.0
2018-11-28,30250,30500,30000,30100,38414,380561.0,12643230.0
2018-11-29,30500,30900,29750,29800,60356,376768.0,12643230.0
2018-11-30,29800,30250,29500,29750,36352,376136.0,12643230.0
2018-12-03,30100,30150,29650,29850,51277,377400.0,12643230.0
2018-12-04,29850,30150,29300,29500,56893,372975.0,12643230.0
2018-12-05,29000,29300,28300,28450,84131,359700.0,12643230.0
2018-12-06,28450,28900,28350,28500,115896,360332.0,12643230.0
2018-12-07,28850,30350,28850,29900,124934,378033.0,12643230.0
2018-12-10,29450,29700,28500,28850,45386,364757.0,12643230.0
2018-12-11,28950,29250,27950,28400,39647,359068.0,12643230.0
2018-12-12,28450,28750,28300,28450,43593,359700.0,12643230.0
2018-12-13,28450,28650,27500,28100,79475,355275.0,12643230.0
2018-12-14,28100,28100,25900,26450,141955,334413.0,12643230.0
2018-12-17,26050,26300,24800,25500,128108,322402.0,12643230.0
2018-12-18,24550,26500,24450,25100,108433,317345.0,12643230.0
2018-12-19,25100,25650,24950,25100,107968,317345.0,12643230.0
2018-12-20,25000,25900,24500,25200,129805,318609.0,12643230.0
2018-12-21,25100,25800,25100,25200,105803,318609.0,12643230.0
2018-12-24,25100,26200,24950,26000,125189,328724.0,12643230.0
2018-12-26,25550,26350,25250,26050,114593,329356.0,12643230.0
2018-12-27,26850,28350,26850,28150,158897,355907.0,12643230.0
2018-12-28,28050,29550,28050,28600,132183,361596.0,12643230.0
2019-01-02,29300,30900,29300,30900,232331,390676.0,12643230.0
2019-01-03,30900,31400,29700,30600,255532,386883.0,12643230.0
2019-01-04,31000,32150,30600,31900,182867,403319.0,12643230.0
2019-01-07,32700,32700,31000,31900,116423,403319.0,12643230.0
2019-01-08,31900,32350,30950,31800,113090,402055.0,12643230.0
2019-01-09,31850,32500,30200,30700,206329,388147.0,12643230.0
2019-01-10,31000,31300,30350,30850,77362,390044.0,12643230.0
2019-01-11,30750,31250,30300,30750,88083,388779.0,12643230.0
2019-01-14,30750,30900,29200,29300,113366,370447.0,12643230.0
2019-01-15,29350,30600,29300,29400,83094,371711.0,12643230.0
2019-01-16,29400,29700,28650,28750,85135,363493.0,12643230.0
2019-01-17,28750,30200,28700,29950,93251,378665.0,12643230.0
2019-01-18,29950,30250,29450,29900,46981,378033.0,12643230.0
2019-01-21,30200,30400,29450,29450,48740,372343.0,12643230.0
2019-01-22,29450,30500,29250,30200,69627,381826.0,12643230.0
2019-01-23,30100,30300,29600,29750,36303,376136.0,12643230.0
2019-01-24,29850,30300,29500,30200,56778,381826.0,12643230.0
2019-01-25,30550,30550,29800,30050,32953,379929.0,12643230.0
2019-01-28,29800,30300,29750,29900,42204,378033.0,12643230.0
2019-01-29,29600,29800,29050,29150,57665,368550.0,12643230.0
2019-01-30,29400,30300,27750,28500,135209,360332.0,12643230.0
2019-01-31,28550,29150,28300,28900,59176,365389.0,12643230.0
2019-02-01,29400,30300,28850,30300,81092,383090.0,12643230.0
2019-02-07,30800,30800,29850,30250,57258,382458.0,12643230.0
2019-02-08,30300,31300,30000,31250,70085,395101.0,12643230.0
2019-02-11,31400,31950,31000,31800,89866,402055.0,12643230.0
2019-02-12,31800,32300,31200,31800,68596,402055.0,12643230.0
2019-02-13,31850,32300,31350,31500,58480,398262.0,12643230.0
2019-02-14,31900,31900,30800,31250,55175,395101.0,12643230.0
2019-02-15,31050,32100,31000,32100,62187,405848.0,12643230.0
2019-02-18,32400,33100,31900,32750,97891,414066.0,12643230.0
2019-02-19,32550,33050,32000,32800,45144,414698.0,12643230.0
2019-02-20,32850,32950,32400,32850,38977,415330.0,12643230.0
2019-02-21,32850,33050,32200,32200,70514,407112.0,12643230.0
2019-02-22,32200,32550,31200,31300,84259,395733.0,12643230.0
2019-02-25,31350,31800,30300,30600,125580,386883.0,12643230.0
2019-02-26,30700,31300,30500,30550,38778,386251.0,12643230.0
2019-02-27,30700,31300,30450,31050,60913,392572.0,12643230.0
2019-02-28,31300,35450,31100,34100,592807,431134.0,12643230.0
2019-03-04,36000,36200,34750,35150,306966,444410.0,12643230.0
2019-03-05,35350,35750,34750,35250,107060,445674.0,12643230.0
2019-03-06,35600,35800,34000,34550,124664,436824.0,12643230.0
2019-03-07,34400,36750,33500,35950,291891,454524.0,12643230.0
2019-03-08,35950,39200,35600,38500,620410,486764.0,12643230.0
2019-03-11,39500,39850,37000,38400,1212740,485500.0,12643230.0
2019-03-12,38800,41900,38400,41500,600046,524694.0,12643230.0
2019-03-13,42000,44600,40550,42100,594589,532280.0,12643230.0
2019-03-14,42100,43400,41800,42650,204423,539234.0,12643230.0
2019-03-15,43000,46800,42500,45600,860629,576531.0,12643230.0
2019-03-18,45750,47500,45100,45650,519916,577163.0,12643230.0
2019-03-19,45650,46500,44500,45450,244910,574635.0,12643230.0
2019-03-20,45400,48500,44500,48500,405030,613197.0,12643230.0
2019-03-21,48850,50000,47400,47600,380809,601818.0,12643230.0
2019-03-22,47250,47700,45650,47650,246206,602450.0,12643230.0
2019-03-25,46500,47450,44850,45050,306213,569578.0,12643230.0
2019-03-26,45750,49200,45450,48100,476259,608139.0,12643230.0
2019-03-27,48400,48600,45600,45600,213317,576531.0,12643230.0
2019-03-28,44900,46750,44050,45000,221676,568945.0,12643230.0
2019-03-29,45500,48450,45000,48250,276151,610036.0,12643230.0
2019-04-01,48300,48900,46650,48250,191284,610036.0,12643230.0
2019-04-02,48100,48450,46050,46450,217186,587278.0,12643230.0
2019-04-03,46500,47500,45600,45900,176742,580324.0,12643230.0
2019-04-04,46000,47500,45550,46800,151628,593477.0,12681130.0
2019-04-05,46600,46800,43650,43750,238533,554799.0,12681130.0
2019-04-08,43600,44700,42300,44400,206544,563042.0,12681130.0
2019-04-09,44400,44700,41700,42950,238994,544655.0,12681130.0
2019-04-10,42400,45200,42100,44800,224812,568115.0,12681130.0
2019-04-11,45150,45400,44100,44500,93336,564310.0,12681130.0
2019-04-12,46000,46200,43950,44150,126092,559872.0,12681130.0
2019-04-15,44150,44300,42400,42650,135891,540850.0,12681130.0
2019-04-16,42400,43750,42150,43000,110165,545289.0,12681130.0
2019-04-17,42650,43500,42650,42800,58406,542752.0,12681130.0
2019-04-18,42600,43050,39500,40900,292248,518658.0,12681130.0
2019-04-19,40900,43550,40900,43300,186965,549093.0,12681130.0
2019-04-22,43600,45100,42800,43800,143571,555433.0,12681130.0
2019-04-23,44000,44000,41500,42400,102294,537680.0,12681130.0
2019-04-24,43000,43000,41700,42000,67807,532607.0,12681130.0
2019-04-25,42000,42200,40650,40850,97827,518024.0,12681130.0
2019-04-26,40550,41950,40100,41050,85480,520560.0,12681130.0
2019-04-29,41050,43350,41050,43250,116336,548459.0,12681130.0
2019-04-30,43100,44450,42800,44100,135933,559238.0,12681130.0
2019-05-02,44000,44200,42150,42200,185096,559568.0,13259909.0
2019-05-03,42250,45250,42100,45250,173803,600011.0,13259909.0
2019-05-07,44300,45350,43550,44500,243936,590066.0,13259909.0
2019-05-08,43500,44300,42800,43650,130046,578795.0,13259909.0
2019-05-09,43900,44200,41250,42100,152454,558242.0,13259909.0
2019-05-10,42000,43150,41600,42150,78863,558905.0,13259909.0
2019-05-13,42150,43750,42150,42750,108068,566861.0,13259909.0
2019-05-14,42200,44200,42050,43850,167582,581447.0,13259909.0
2019-05-15,46400,47000,44400,45300,426353,600674.0,13259909.0
2019-05-16,45300,45750,43150,43500,163943,576806.0,13259909.0
2019-05-17,43500,44100,40850,41750,225662,553601.0,13259909.0
2019-05-20,41700,42200,38700,40100,228304,531722.0,13259909.0
2019-05-21,40100,42050,39450,41550,202360,564135.0,13577251.0
2019-05-22,44700,46700,42400,43200,678874,586537.0,13577251.0
2019-05-23,43900,44100,41700,43300,228744,587895.0,13577251.0
2019-05-24,42750,44300,42500,44100,162172,598757.0,13577251.0
2019-05-27,43950,44650,43450,44100,163406,598757.0,13577251.0
2019-05-28,44100,45250,43100,44700,276357,606903.0,13577251.0
2019-05-29,44150,44650,42300,42550,167609,577712.0,13577251.0
2019-05-30,42900,43400,41100,41250,112163,560062.0,13577251.0
2019-05-31,41050,43800,41050,42750,106484,580427.0,13577251.0
2019-06-03,42300,43200,42150,42400,51631,575675.0,13577251.0
2019-06-04,42150,43200,41750,41950,78533,569566.0,13577251.0
2019-06-05,42050,43350,41950,42000,122457,570245.0,13577251.0
2019-06-07,42250,43300,41900,43100,121488,585180.0,13577251.0
2019-06-10,43600,43800,42900,43250,104941,587216.0,13577251.0
2019-06-11,43250,45750,43250,45250,338767,614371.0,13577251.0
2019-06-12,45400,46800,44700,46800,296988,635415.0,13577251.0
2019-06-13,46500,46700,44950,45350,641830,615728.0,13577251.0
2019-06-14,45550,45750,43750,43800,170364,594684.0,13577251.0
2019-06-17,43800,43850,42350,42850,186063,581785.0,13577251.0
2019-06-18,42450,43200,39950,40450,327344,549200.0,13577251.0
2019-06-19,40750,41000,38400,39550,260831,536980.0,13577251.0
2019-06-20,39550,41000,39300,40600,136459,551236.0,13577251.0
2019-06-21,40250,40800,39700,39950,69061,542411.0,13577251.0
2019-06-24,39950,40300,37550,38300,157711,520009.0,13577251.0
2019-06-25,37650,38100,36600,36900,162180,501001.0,13577251.0
2019-06-26,36400,37200,35650,36000,150643,488781.0,13577251.0
2019-06-27,35950,36400,31400,32300,418820,438545.0,13577251.0
2019-06-28,32250,33650,32200,32800,233273,445334.0,13577251.0
2019-07-01,33700,36550,33000,35950,263577,488102.0,13577251.0
2019-07-02,35500,36100,33300,33800,168881,458911.0,13577251.0
2019-07-03,33700,34450,31850,32350,163277,439224.0,13577251.0
2019-07-04,32050,33500,30800,31300,190753,424968.0,13577251.0
2019-07-05,31250,32850,31100,32800,120350,445334.0,13577251.0
2019-07-08,32300,32450,28900,29400,307392,399171.0,13577251.0
2019-07-09,29850,30650,29300,29550,149811,401208.0,13577251.0
2019-07-10,29500,31700,29500,30900,129311,419537.0,13577251.0
2019-07-11,31500,31950,30800,31900,87952,433114.0,13577251.0
2019-07-12,32000,32000,30700,31300,106399,424968.0,13577251.0
2019-07-15,30950,31450,30050,31000,94604,420895.0,13577251.0
2019-07-16,30900,33100,30650,32500,167804,441261.0,13577251.0
2019-07-17,32500,32650,31700,32300,131736,438545.0,13577251.0
2019-07-18,31750,33500,31250,32700,98222,443976.0,13577251.0
2019-07-19,32700,33250,32400,32800,70952,445334.0,13577251.0
2019-07-22,32450,33600,32350,33150,54805,453822.0,13689951.0
2019-07-23,34500,34650,31600,32150,139368,440132.0,13689951.0
2019-07-24,31800,32700,31700,32050,50783,438763.0,13689951.0
2019-07-25,31700,33400,31600,31600,81719,432602.0,13689951.0
2019-07-26,31350,31900,30450,31350,73203,429180.0,13689951.0
2019-07-29,31200,31200,29450,29500,90771,403854.0,13689951.0
2019-07-30,30000,30700,29300,29300,70049,401116.0,13689951.0
2019-07-31,29100,29700,27000,29050,228055,397693.0,13689951.0
2019-08-01,28500,30400,28500,29250,109420,400431.0,13689951.0
2019-08-02,28000,28900,27300,27550,193926,377158.0,13689951.0
2019-08-05,27200,27400,21950,22000,472103,301179.0,13689951.0
2019-08-06,20550,23900,20450,21700,453097,297072.0,13689951.0
2019-08-07,22400,23650,22350,23650,252150,323767.0,13689951.0
2019-08-08,23650,24550,23250,24400,126939,334035.0,13689951.0
2019-08-09,24350,24700,23700,24050,93750,329243.0,13689951.0
2019-08-12,24800,27000,24000,25900,187625,354570.0,13689951.0
2019-08-13,25800,25800,23700,23800,245893,325821.0,13689951.0
2019-08-14,24500,24800,23950,24100,88173,329928.0,13689951.0
2019-08-16,23700,24650,23000,24550,97427,336088.0,13689951.0
2019-08-19,24750,25000,24100,24300,50760,332666.0,13689951.0
2019-08-20,24400,26850,24150,26550,252568,363468.0,13689951.0
2019-08-21,26000,26850,25800,26750,116151,366206.0,13689951.0
2019-08-22,26800,27050,26150,26400,85084,361415.0,13689951.0
2019-08-23,25900,26500,25600,25850,80263,353885.0,13689951.0
2019-08-26,24600,25000,23350,23600,155732,323083.0,13689951.0
2019-08-27,24100,24800,23900,24800,88850,339511.0,13689951.0
2019-08-28,26950,32200,26350,32200,1614241,440816.0,13689951.0
2019-08-29,31850,34250,30800,31750,855286,434656.0,13689951.0
2019-08-30,32350,32750,30550,31100,432400,425757.0,13689951.0
2019-09-02,31150,33450,30650,32500,445522,444923.0,13689951.0
2019-09-03,32750,34050,32200,32550,344819,445608.0,13689951.0
2019-09-04,32450,34500,31750,34500,307212,472303.0,13689951.0
2019-09-05,34650,34700,33200,33700,202746,461351.0,13689951.0
2019-09-06,34000,34300,32950,33500,106879,458613.0,13689951.0
2019-09-09,34000,35500,33450,33650,291397,460667.0,13689951.0
2019-09-10,33300,34100,32200,32450,164254,444239.0,13689951.0
2019-09-11,32450,33400,32150,32900,102576,450399.0,13689951.0
2019-09-16,33000,34500,32000,34450,204400,471619.0,13689951.0
2019-09-17,34150,37200,33900,36600,360808,501052.0,13689951.0
2019-09-18,36800,37200,35350,35500,167920,485993.0,13689951.0
2019-09-19,35500,36900,35400,36100,143749,494207.0,13689951.0
2019-09-20,35850,36800,35600,35900,93619,491469.0,13689951.0
2019-09-23,35950,35950,34600,34600,156476,473672.0,13689951.0
2019-09-24,33000,36100,32950,34850,200054,477095.0,13689951.0
2019-09-25,34500,35550,33850,34250,140016,468881.0,13689951.0
2019-09-26,34600,36450,34550,34950,207061,478464.0,13689951.0
2019-09-27,35300,36300,32500,34600,154256,473672.0,13689951.0
2019-09-30,35200,35450,33400,34250,118659,468881.0,13689951.0
2019-10-01,34600,37350,34250,37300,372466,510635.0,13689951.0
2019-10-02,37000,38250,36250,37400,278792,512004.0,13689951.0
2019-10-04,37400,38450,37050,37850,195312,518165.0,13689951.0
2019-10-07,38800,40100,38250,39300,376230,,
