알테오젠(196170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-07,27081,28333,21875,22076,355368,260408.0,5904945.0
2015-07-08,22276,22776,20699,22276,176739,262770.0,5904945.0
2015-07-09,21625,23527,21024,23177,117038,273399.0,5904945.0
2015-07-10,23577,24028,23102,23227,91470,273989.0,5904945.0
2015-07-13,24278,25004,23327,23928,97012,282256.0,5904945.0
2015-07-14,24428,25780,23978,25380,115644,299381.0,5904945.0
2015-07-15,25730,27231,25479,26031,171988,307057.0,5904945.0
2015-07-16,26130,26531,25129,26181,67589,308829.0,5904945.0
2015-07-17,26431,27181,25580,25780,51620,304105.0,5904945.0
2015-07-20,26180,27982,24879,27532,108999,324772.0,5904945.0
2015-07-21,28283,29935,27332,29935,173758,353116.0,5904945.0
2015-07-22,29134,29684,28032,28183,158930,332448.0,5904945.0
2015-07-23,29184,29835,27682,27833,136826,328315.0,5904945.0
2015-07-24,27832,28583,26881,28083,93917,331267.0,5904945.0
2015-07-27,27482,27832,26030,26531,69447,312962.0,5904945.0
2015-07-28,25680,26981,23277,26982,90101,318277.0,5904945.0
2015-07-29,27432,27682,24428,24429,70217,288161.0,5904945.0
2015-07-30,24829,25179,22501,22652,84942,267199.0,5904945.0
2015-07-31,21850,23527,21850,23503,107783,277237.0,5904945.0
2015-08-03,23152,23327,21975,22176,31284,261589.0,5904945.0
2015-08-04,21825,22376,21249,21726,116194,256275.0,5904945.0
2015-08-05,21600,22326,21149,21801,124434,257160.0,5904945.0
2015-08-06,22125,23802,22050,23002,125540,271332.0,5904945.0
2015-08-07,22526,22951,22075,22526,43738,265723.0,5904945.0
2015-08-10,22726,22726,21700,21976,31825,259227.0,5904945.0
2015-08-11,22326,22326,20674,20774,52292,245055.0,5904945.0
2015-08-12,20173,20423,17670,19022,148049,224388.0,5904945.0
2015-08-13,19072,20098,18972,19923,64764,235017.0,5904945.0
2015-08-17,19848,19998,19022,19223,32870,226750.0,5904945.0
2015-08-18,19247,19547,17595,17596,78873,207559.0,5904945.0
2015-08-19,17120,17971,15893,17621,85289,207854.0,5904945.0
2015-08-20,17320,18221,16519,16519,62105,194863.0,5904945.0
2015-08-21,15042,16068,14667,15218,132784,179510.0,5904945.0
2015-08-24,15067,15968,13666,13866,140507,163567.0,5904945.0
2015-08-25,14391,15317,13515,14767,269976,174196.0,5904945.0
2015-08-26,14867,16694,14717,16419,190642,193682.0,5904945.0
2015-08-27,16819,17720,16143,16544,165497,195158.0,5904945.0
2015-08-28,17120,17220,16644,16695,53807,196930.0,5904945.0
2015-08-31,16644,16944,16344,16369,36777,193092.0,5904945.0
2015-09-01,16369,16569,15893,16069,35995,189549.0,5904945.0
2015-09-02,15568,16068,15418,15919,41868,187777.0,5904945.0
2015-09-03,16294,17420,15968,16219,75663,191320.0,5904945.0
2015-09-04,16494,16944,15192,15618,74744,184234.0,5904945.0
2015-09-07,15418,15843,14717,14867,54232,175377.0,5904945.0
2015-09-08,14867,15217,14066,14317,52205,168881.0,5904945.0
2015-09-09,14792,15718,14742,15618,55500,184234.0,5904945.0
2015-09-10,15217,15668,15067,15668,35498,184825.0,5904945.0
2015-09-11,15693,16118,15217,15844,31045,186892.0,5904945.0
2015-09-14,15943,16118,14892,15018,48521,177148.0,5904945.0
2015-09-15,14942,15343,14867,15218,31966,179510.0,5904945.0
2015-09-16,15418,15893,15042,15869,86839,187187.0,5904945.0
2015-09-17,16093,16219,15192,15268,70038,180101.0,5904945.0
2015-09-18,15468,16744,15343,16645,102002,196339.0,5904945.0
2015-09-21,16369,17195,16219,16645,109986,196339.0,5904945.0
2015-09-22,16969,17070,16294,16544,46408,195158.0,5904945.0
2015-09-23,16319,16519,15843,16294,46186,192206.0,5904945.0
2015-09-24,16394,16519,15768,16269,33551,191911.0,5904945.0
2015-09-25,16219,16219,15743,15994,25846,188663.0,5904945.0
2015-09-30,15518,15668,14692,14867,109371,175377.0,5904945.0
2015-10-01,15167,15317,14892,14943,35906,176263.0,5904945.0
2015-10-02,15017,15192,14617,14918,37379,175967.0,5904945.0
2015-10-05,15242,15393,14867,14892,38775,175672.0,5904945.0
2015-10-06,15067,15267,14617,14617,40025,172424.0,5904945.0
2015-10-07,14667,14842,13916,14267,44802,168291.0,5904945.0
2015-10-08,14266,14667,14216,14342,24506,169177.0,5904945.0
2015-10-12,14992,15518,14517,14968,187180,176558.0,5904945.0
2015-10-13,15067,15067,14391,14417,49191,170062.0,5904945.0
2015-10-14,14416,14466,13565,13616,100183,160615.0,5904945.0
2015-10-15,13615,14016,13515,13941,45286,164453.0,5904945.0
2015-10-16,14041,14391,14041,14167,52899,167110.0,5904945.0
2015-10-19,14291,14567,14016,14442,38749,170358.0,5904945.0
2015-10-20,14441,14717,14216,14642,36661,172720.0,5904945.0
2015-10-21,14517,14742,14441,14592,32630,172129.0,5904945.0
2015-10-22,14316,14742,14266,14617,27821,172424.0,5904945.0
2015-10-23,14617,14917,14341,14342,46835,169177.0,5904945.0
2015-10-26,14366,14441,13941,13991,52646,165043.0,5904945.0
2015-10-27,14041,14116,13415,13441,60115,158548.0,5904945.0
2015-10-28,13590,14191,13390,14142,47851,166815.0,5904945.0
2015-10-29,14116,14166,13615,13716,24532,161795.0,5904945.0
2015-10-30,13716,13716,13265,13366,21157,157662.0,5904945.0
2015-11-02,13515,13816,13440,13491,24823,159138.0,5904945.0
2015-11-03,13490,13766,12940,13566,39694,160024.0,5904945.0
2015-11-04,13590,14166,13465,14067,35222,165929.0,5904945.0
2015-11-05,14166,15267,14166,14867,143889,175377.0,5904945.0
2015-11-06,15968,16469,15042,16169,264703,190730.0,5904945.0
2015-11-09,16194,16194,15192,15193,107011,179215.0,5904945.0
2015-11-10,15393,15843,14216,15743,79479,185711.0,5904945.0
2015-11-11,15593,17921,15368,17120,173395,201949.0,5904945.0
2015-11-12,17570,18521,17570,18171,225266,214350.0,5904945.0
2015-11-13,17795,18121,17320,18071,91634,213169.0,5904945.0
2015-11-16,17720,17996,16969,16970,56188,200178.0,5904945.0
2015-11-17,17019,17971,17019,17621,63444,207854.0,5904945.0
2015-11-18,17820,18997,17445,17971,162990,211988.0,5904945.0
2015-11-19,18371,18371,17420,17746,87587,209330.0,5904945.0
2015-11-20,18021,18621,17019,17095,149347,201654.0,5904945.0
2015-11-23,17245,17245,16419,16895,123392,199292.0,5904945.0
2015-11-24,17120,17620,16769,17120,91351,201949.0,5904945.0
2015-11-25,17019,17195,16544,16569,66055,195454.0,5904945.0
2015-11-26,16569,17545,16444,17145,139960,202244.0,5904945.0
2015-11-27,17295,17520,16894,16895,46787,199292.0,5904945.0
2015-11-30,16869,17095,16594,17020,48172,200768.0,5904945.0
2015-12-01,17220,17870,16869,17696,98934,208740.0,5904945.0
2015-12-02,17921,21350,17921,20424,601740,240922.0,5904945.0
2015-12-03,20524,21750,19948,20024,259199,236198.0,5904945.0
2015-12-04,19623,21099,19598,20599,145348,242988.0,5904945.0
2015-12-07,20824,21500,20599,20599,121588,242988.0,5904945.0
2015-12-08,20423,20749,19047,19798,125957,233541.0,5904945.0
2015-12-09,18546,19773,18521,18972,171798,223797.0,5904945.0
2015-12-10,18972,19247,17195,17521,132639,206673.0,5904945.0
2015-12-11,17495,17870,16844,17095,78750,201654.0,5904945.0
2015-12-14,16394,16944,16244,16670,62218,196635.0,5904945.0
2015-12-15,16919,17720,16569,17671,57547,208445.0,5904945.0
2015-12-16,17971,18822,17545,18622,128939,219664.0,5904945.0
2015-12-17,18721,19247,18421,18847,71743,222321.0,5904945.0
2015-12-18,18496,19472,18496,19373,60411,228521.0,5904945.0
2015-12-21,19172,19447,18797,19198,44991,226455.0,5904945.0
2015-12-22,19197,19372,18521,18622,53610,219664.0,5904945.0
2015-12-23,18747,18872,17795,17896,69033,211102.0,5904945.0
2015-12-24,18096,18671,17795,17971,33155,211988.0,5904945.0
2015-12-28,18171,18171,17370,17896,44584,211102.0,5904945.0
2015-12-29,18171,19422,18021,19097,62909,225274.0,5904945.0
2015-12-30,19272,20173,18972,19873,75737,234426.0,5904945.0
2016-01-04,20073,21249,20073,20574,119415,242693.0,5904945.0
2016-01-05,20323,21425,20073,21350,113193,251846.0,5904945.0
2016-01-06,21775,23227,21124,22727,193805,268085.0,5904945.0
2016-01-07,22501,24653,21825,24178,225829,285209.0,5904945.0
2016-01-08,23727,24428,23152,24178,171721,285209.0,5904945.0
2016-01-11,24378,25029,23777,23778,122332,280485.0,5904945.0
2016-01-12,23752,24028,22551,22652,162319,267199.0,5904945.0
2016-01-13,22951,23152,22326,23002,91395,271332.0,5904945.0
2016-01-14,22276,22476,21425,21876,144302,258046.0,5904945.0
2016-01-15,22226,22776,21675,21976,121688,259227.0,5904945.0
2016-01-18,21300,22301,21300,22076,100054,260408.0,5904945.0
2016-01-19,21950,23277,21575,23027,96479,271627.0,5904945.0
2016-01-20,23677,24078,22075,22426,164694,264542.0,5904945.0
2016-01-21,22801,23077,21775,22276,80238,262770.0,5904945.0
2016-01-22,22451,22476,21425,21776,67849,256865.0,5904945.0
2016-01-25,22025,22276,21725,21876,68530,258046.0,5904945.0
2016-01-26,21875,22726,21625,22677,89530,267494.0,5904945.0
2016-01-27,23027,23602,21875,22026,155956,259818.0,5904945.0
2016-01-28,21750,22176,20899,21175,112306,249779.0,5904945.0
2016-01-29,21199,21249,20223,20599,111693,242988.0,5904945.0
2016-02-01,20924,21725,20574,20724,89614,244465.0,5904945.0
2016-02-02,20799,21400,20198,20749,77948,244760.0,5904945.0
2016-02-03,20599,20674,19873,19923,112017,235017.0,5904945.0
2016-02-04,19998,20524,19698,19698,64243,232360.0,5904945.0
2016-02-05,19673,19998,18496,18547,128441,218778.0,5904945.0
2016-02-11,17870,18346,17645,17646,70280,208149.0,5904945.0
2016-02-12,17220,17470,15468,15919,124590,187777.0,5904945.0
2016-02-15,16294,16819,15543,16670,86054,196635.0,5904945.0
2016-02-16,16519,17145,16244,16244,94324,191615.0,5904945.0
2016-02-17,16269,16569,15017,15268,71477,180101.0,5904945.0
2016-02-18,15568,16068,15443,16019,83815,188958.0,5904945.0
2016-02-19,16269,16269,15518,15819,80695,186596.0,5904945.0
2016-02-22,15768,16694,15543,16519,79506,194863.0,5904945.0
2016-02-23,16494,16769,15843,15994,74402,188663.0,5904945.0
2016-02-24,15993,16168,15368,15743,45083,185711.0,5904945.0
2016-02-25,15943,16469,15718,16069,60073,189549.0,5904945.0
2016-02-26,16018,16319,15918,16069,42908,189549.0,5904945.0
2016-02-29,16168,16994,16168,16319,105353,192501.0,5904945.0
2016-03-02,16769,16819,16519,16745,60701,197520.0,5904945.0
2016-03-03,16594,18521,16544,18372,166351,216711.0,5904945.0
2016-03-04,18396,18496,17770,18146,86884,214054.0,5904945.0
2016-03-07,18271,18346,17420,17871,64448,210807.0,5904945.0
2016-03-08,17971,18071,17019,17270,66024,203721.0,5904945.0
2016-03-09,17445,18071,17245,17671,68138,208445.0,5904945.0
2016-03-10,17946,18696,17670,18472,119108,217892.0,5904945.0
2016-03-11,18446,18446,17896,18071,38350,213169.0,5904945.0
2016-03-14,18271,18346,17720,18071,54004,213169.0,5904945.0
2016-03-15,18296,18596,17971,18246,47537,215235.0,5904945.0
2016-03-16,18271,18346,17495,17521,68634,206673.0,5904945.0
2016-03-17,17520,17620,17019,17170,68016,202540.0,5904945.0
2016-03-18,17195,17745,17019,17671,55576,208445.0,5904945.0
2016-03-21,17695,17870,17145,17571,40745,207264.0,5904945.0
2016-03-22,17620,17670,16644,17095,94280,201654.0,5904945.0
2016-03-23,17095,17320,16269,16269,150229,191911.0,5904945.0
2016-03-24,16394,16519,15993,16219,67476,191320.0,5904945.0
2016-03-25,16194,16444,16018,16369,45195,193092.0,5904945.0
2016-03-28,16369,16769,16294,16494,67425,194568.0,5904945.0
2016-03-29,16769,16944,16619,16795,57179,198111.0,5904945.0
2016-03-30,16944,17395,16644,17345,58654,204606.0,5904945.0
2016-03-31,17395,18571,17395,18572,236279,219073.0,5904945.0
2016-04-01,18872,19222,18596,19022,153128,224388.0,5904945.0
2016-04-04,19172,19522,18646,19223,125320,226750.0,5904945.0
2016-04-05,19022,19698,18897,19523,150198,230293.0,5904945.0
2016-04-06,19497,19497,18696,19072,134898,224978.0,5904945.0
2016-04-07,19072,19097,18446,18572,80199,219073.0,5904945.0
2016-04-08,18571,19598,18521,19523,102239,230293.0,5904945.0
2016-04-11,19648,19673,19122,19448,73421,229407.0,5904945.0
2016-04-12,19297,20449,18296,19523,273144,230293.0,5904945.0
2016-04-14,19572,19773,18797,18922,78118,223207.0,5904945.0
2016-04-15,18947,19022,18471,18522,56043,218483.0,5904945.0
2016-04-18,18446,18721,18071,18647,40190,219959.0,5904945.0
2016-04-19,18646,19497,18446,19473,79524,230733.0,5931445.0
2016-04-20,19673,19748,19072,19223,50810,227767.0,5931445.0
2016-04-21,19422,19547,19072,19548,51867,231623.0,5931445.0
2016-04-22,19623,20574,19522,20024,156975,237258.0,5931445.0
2016-04-25,20123,20198,19272,19273,56441,228361.0,5931445.0
2016-04-26,19297,19522,18922,19323,59367,228954.0,5931445.0
2016-04-27,19322,19372,18621,18872,91190,223615.0,5931445.0
2016-04-28,18922,19047,18571,19022,43755,225395.0,5931445.0
2016-04-29,18772,19147,18772,18797,25422,222726.0,5931445.0
2016-05-02,18671,18922,17921,17971,55025,212939.0,5931445.0
2016-05-03,18071,18296,18021,18096,25371,214422.0,5931445.0
2016-05-04,17921,18121,17595,17671,42249,209380.0,5931445.0
2016-05-09,17670,17770,17045,17145,38813,203152.0,5931445.0
2016-05-10,17145,17946,17145,17921,31434,212346.0,5931445.0
2016-05-11,17971,18071,17220,17921,22658,212346.0,5931445.0
2016-05-12,17870,17870,17570,17621,18465,208787.0,5931445.0
2016-05-13,17620,17946,17520,17696,17695,209677.0,5931445.0
2016-05-16,17520,17770,17520,17521,27492,207601.0,5931445.0
2016-05-17,17670,17870,17495,17671,21841,209380.0,5931445.0
2016-05-18,17445,17520,16569,17095,103175,202559.0,5931445.0
2016-05-19,17070,17170,16569,16870,27388,199890.0,5931445.0
2016-05-20,16769,17170,16719,17120,19867,202855.0,5931445.0
2016-05-23,17345,18021,17245,17871,66984,211753.0,5931445.0
2016-05-24,18021,18571,17820,18146,76472,215015.0,5931445.0
2016-05-25,18471,18471,17896,17996,32253,213235.0,5931445.0
2016-05-26,17870,18121,17370,17521,29038,207601.0,5931445.0
2016-05-27,17520,17971,17395,17696,16508,209677.0,5931445.0
2016-05-30,17520,17645,17145,17145,36479,203152.0,5931445.0
2016-05-31,17170,17845,17170,17696,31382,209677.0,5931445.0
2016-06-01,17670,17946,17470,17946,17475,212642.0,5931445.0
2016-06-02,17770,18421,17745,18271,35987,216498.0,5931445.0
2016-06-03,18421,18997,18246,18772,73291,222429.0,5931445.0
2016-06-07,19022,19447,18671,19423,85539,230140.0,5931445.0
2016-06-08,19172,20023,19147,19423,122558,230140.0,5931445.0
2016-06-09,19422,20248,19047,19848,156651,235182.0,5931445.0
2016-06-10,20023,20023,19572,19648,40965,232809.0,5931445.0
2016-06-13,19222,19673,18872,18922,79892,224209.0,5931445.0
2016-06-14,19122,19998,18997,19923,117042,236072.0,5931445.0
2016-06-15,20173,20348,19547,19798,90869,234589.0,5931445.0
2016-06-16,19873,19973,18872,18872,85627,223615.0,5931445.0
2016-06-17,19147,21224,19147,20449,400023,242300.0,5931445.0
2016-06-20,20524,20724,20273,20724,115779,245562.0,5931445.0
2016-06-21,20999,21049,20098,20174,174269,239037.0,5931445.0
2016-06-22,20248,20449,19422,19723,116656,233699.0,5931445.0
2016-06-23,19623,19848,19272,19598,66351,232216.0,5931445.0
2016-06-24,19848,19848,17195,17821,191745,211159.0,5931445.0
2016-06-27,16969,18471,16969,17971,138638,212939.0,5931445.0
2016-06-28,17770,18721,17570,18672,105214,221243.0,5931445.0
2016-06-29,19072,19598,18872,19072,120061,225988.0,5931445.0
2016-06-30,19773,22976,19773,21976,739308,260390.0,5931445.0
2016-07-01,21675,22201,21550,21826,218187,258611.0,5931445.0
2016-07-04,22075,22801,21650,21926,188869,259797.0,5931445.0
2016-07-05,22025,22451,21400,22451,136558,266025.0,5931445.0
2016-07-06,22301,23001,21975,22902,186455,271364.0,5931445.0
2016-07-07,23177,23702,22826,22952,142300,271957.0,5931445.0
2016-07-08,22951,22951,21775,21776,156528,258018.0,5931445.0
2016-07-11,21975,22626,21400,22627,164865,268101.0,5931445.0
2016-07-12,22976,24779,22751,24779,368223,294423.0,5947945.0
2016-07-13,24553,24854,24178,24379,224788,289665.0,5947945.0
2016-07-14,24328,24804,23777,24429,119930,290260.0,5947945.0
2016-07-15,24678,24879,23377,23528,111288,279553.0,5947945.0
2016-07-18,23802,23802,22476,23528,93188,279553.0,5947945.0
2016-07-19,23677,23677,22701,22802,67475,270929.0,5947945.0
2016-07-20,22801,23627,22426,23352,119877,277472.0,5947945.0
2016-07-21,23702,24178,23252,23803,134092,282825.0,5947945.0
2016-07-22,23827,24128,22601,23478,129541,278959.0,5947945.0
2016-07-25,23602,24028,23402,23453,73139,278661.0,5947945.0
2016-07-26,23352,23577,22926,22952,68352,272713.0,5947945.0
2016-07-27,22951,23052,21800,21801,135334,259033.0,5947945.0
2016-07-28,21975,22125,21675,21801,61000,259033.0,5947945.0
2016-07-29,21850,23152,21800,22927,97317,272416.0,5947945.0
2016-08-01,22926,23102,22276,22526,58905,267658.0,5947945.0
2016-08-02,22576,22751,21925,22001,73995,261412.0,5947945.0
2016-08-03,22025,22451,21700,21951,74022,260817.0,5947945.0
2016-08-04,22176,22851,22075,22677,51705,269442.0,5947945.0
2016-08-05,22751,23027,22451,22451,55183,266765.0,5947945.0
2016-08-08,22601,22876,22351,22677,41698,269442.0,5947945.0
2016-08-09,22701,24128,22676,23528,156226,279553.0,5947945.0
2016-08-10,23627,23978,23427,23978,67751,284907.0,5947945.0
2016-08-11,24153,24178,23702,23953,49781,284609.0,5947945.0
2016-08-12,24028,24228,23302,23603,62777,280446.0,5947945.0
2016-08-16,23527,23627,22826,23127,38197,274795.0,5947945.0
2016-08-17,23127,23127,22276,22351,62267,265576.0,5947945.0
2016-08-18,22451,22676,22251,22351,26256,265576.0,5947945.0
2016-08-19,22351,22751,22251,22602,32952,268550.0,5947945.0
2016-08-22,22726,22726,21825,21851,48652,259628.0,5947945.0
2016-08-23,21775,22426,21700,22376,32009,265873.0,5947945.0
2016-08-24,22451,22476,21800,21851,30910,259628.0,5947945.0
2016-08-25,21850,22000,20774,20875,82134,248029.0,5947945.0
2016-08-26,20799,21750,20799,21025,89226,249814.0,5947945.0
