디알텍(214680),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-30,3823,3823,3673,3792,34800,10639.0,4433000.0
2015-07-31,3776,3942,3642,3784,17630,10617.0,4433000.0
2015-08-03,3863,3863,3571,3761,75235,10551.0,4433000.0
2015-08-04,3776,3776,3634,3682,47976,10329.0,4433000.0
2015-08-05,3665,3752,3665,3705,7668,10395.0,4433000.0
2015-08-06,3776,4337,3713,3871,1084544,10861.0,4433000.0
2015-08-07,3871,4021,3721,3761,253912,10551.0,4433000.0
2015-08-10,3823,3823,3673,3713,74088,10418.0,4433000.0
2015-08-11,3808,3808,3626,3650,79810,10240.0,4433000.0
2015-08-12,3752,3752,3539,3579,75105,10041.0,4433000.0
2015-08-13,3523,3776,3523,3563,42971,9996.0,4433000.0
2015-08-17,3586,3760,3507,3555,26463,9974.0,4433000.0
2015-08-18,3642,3642,3476,3524,101386,9886.0,4433000.0
2015-08-19,3515,3618,3452,3540,55272,9930.0,4433000.0
2015-08-20,3539,3658,3476,3492,52742,9797.0,4433000.0
2015-08-21,3531,3531,3397,3429,54870,9620.0,4433000.0
2015-08-24,3436,3468,3397,3437,33306,9642.0,4433000.0
2015-08-25,3523,3523,3397,3508,24586,9841.0,4433000.0
2015-08-26,3547,3547,3460,3492,4080,9797.0,4433000.0
2015-08-27,3500,3547,3460,3500,12255,9819.0,4433000.0
2015-08-28,3555,3555,3476,3492,6872,9797.0,4433000.0
2015-08-31,3531,3531,3476,3508,9608,9841.0,4433000.0
2015-09-01,3523,3586,3444,3492,32258,9797.0,4433000.0
2015-09-02,3492,3500,3428,3500,21815,9819.0,4433000.0
2015-09-03,3531,3689,3476,3516,2892,9863.0,4433000.0
2015-09-04,3571,3618,3444,3476,4417,9753.0,4433000.0
2015-09-07,3531,3531,3413,3492,277,9797.0,4433000.0
2015-09-08,3634,3634,3460,3460,223,9708.0,4433000.0
2015-09-09,3602,3602,3397,3429,3334,9620.0,4433000.0
2015-09-10,3507,3507,3381,3437,10725,9642.0,4433000.0
2015-09-11,3428,3468,3405,3437,13622,9642.0,4433000.0
2015-09-14,3436,3436,3381,3405,11366,9553.0,4433000.0
2015-09-15,3405,3468,3381,3405,4285,9553.0,4433000.0
2015-09-16,3405,3460,3365,3389,24331,9509.0,4433000.0
2015-09-17,3476,3476,3373,3429,8204,9620.0,4433000.0
2015-09-18,3460,3460,3365,3397,6413,9531.0,4433000.0
2015-09-21,3373,3397,3365,3397,9628,9531.0,4433000.0
2015-09-22,3381,3444,3334,3389,11580,9509.0,4433000.0
2015-09-23,3389,3397,3334,3334,5773,9354.0,4433000.0
2015-09-24,3334,3413,3318,3326,28708,9331.0,4433000.0
2015-09-25,3381,3381,3318,3342,989,9376.0,4433000.0
2015-09-30,3397,3397,3310,3389,1966,9509.0,4433000.0
2015-10-01,3389,3405,3334,3381,2987,9487.0,4433000.0
2015-10-02,3397,3397,3326,3358,6154,9420.0,4433000.0
2015-10-05,3357,3373,3318,3326,32022,9331.0,4433000.0
2015-10-06,3334,3381,3318,3381,32991,9487.0,4433000.0
2015-10-07,3334,3476,3334,3413,15578,9575.0,4433000.0
2015-10-08,3444,3444,3381,3397,29684,9531.0,4433000.0
2015-10-12,3365,3444,3341,3342,7030,9376.0,4433000.0
2015-10-13,3397,3397,3334,3342,2054,9376.0,4433000.0
2015-10-14,3334,3381,3318,3334,17023,9354.0,4433000.0
2015-10-15,3365,3365,3326,3350,4511,9398.0,4433000.0
2015-10-16,3413,3413,3318,3350,14291,9398.0,4433000.0
2015-10-19,3381,3381,3310,3350,11196,9398.0,4433000.0
2015-10-20,3365,3365,3318,3342,3507,9376.0,4433000.0
2015-10-21,3365,3373,3318,3326,4181,9331.0,4433000.0
2015-10-22,3365,3365,3310,3342,25821,9376.0,4433000.0
2015-10-23,3365,3365,3310,3342,12425,9376.0,4433000.0
2015-10-26,3413,3413,3318,3318,14106,9309.0,4433000.0
2015-10-27,3318,3326,3318,3318,20950,9309.0,4433000.0
2015-10-28,3334,3334,3302,3302,68172,9265.0,4433000.0
2015-10-29,3302,3357,3302,3350,830,9398.0,4433000.0
2015-10-30,3302,3341,3294,3326,2213,9331.0,4433000.0
2015-11-02,3326,3413,3318,3326,592,9331.0,4433000.0
2015-11-03,3302,3341,3302,3334,15066,9354.0,4433000.0
2015-11-04,3302,3334,3302,3326,2489,9331.0,4433000.0
2015-11-05,3334,3334,3255,3287,53774,9221.0,4433000.0
2015-11-06,3286,3310,3239,3263,24367,9154.0,4433000.0
2015-11-09,3326,3326,3239,3239,23376,9088.0,4433000.0
2015-11-10,3310,3310,3207,3216,34327,9021.0,4433000.0
2015-11-11,3191,3231,3191,3231,4726,9065.0,4433000.0
2015-11-12,3278,3278,3199,3208,23904,8999.0,4433000.0
2015-11-13,3262,3262,3207,3223,32316,9043.0,4433000.0
2015-11-16,3223,3270,3160,3223,74893,9043.0,4433000.0
2015-11-17,3247,3255,3191,3223,7266,9043.0,4433000.0
2015-11-18,3199,3199,3183,3200,2554,8977.0,4433000.0
2015-11-19,3223,3223,3160,3168,52237,8888.0,4433000.0
2015-11-20,3207,3207,3168,3192,3086,8955.0,4433000.0
2015-11-23,3183,3183,3168,3176,42644,8910.0,4433000.0
2015-11-24,3176,3199,3160,3192,44886,8955.0,4433000.0
2015-11-25,3207,3207,3160,3168,13457,8888.0,4433000.0
2015-11-26,3176,3199,3168,3192,6238,8955.0,4433000.0
2015-11-27,3160,3199,3160,3200,3021,8977.0,4433000.0
2015-11-30,3199,3199,3160,3176,11625,8910.0,4433000.0
2015-12-01,3160,3207,3144,3152,28296,8844.0,4433000.0
2015-12-02,3152,3191,3152,3176,35217,8910.0,4433000.0
2015-12-03,3176,3191,3176,3192,8295,8955.0,4433000.0
2015-12-04,3207,3207,3199,3200,2,8977.0,4433000.0
2015-12-07,3207,3207,3128,3168,16437,8888.0,4433000.0
2015-12-08,3168,3176,3152,3152,35770,8844.0,4433000.0
2015-12-09,3160,3183,3152,3184,5803,8932.0,4433000.0
2015-12-10,3191,3191,3120,3129,63900,8777.0,4433000.0
2015-12-11,3128,3160,3128,3160,17346,8866.0,4433000.0
2015-12-14,3160,3168,3128,3160,10884,8866.0,4433000.0
2015-12-15,3136,3176,3136,3160,8493,8866.0,4433000.0
2015-12-16,3199,3199,3160,3168,7892,8888.0,4433000.0
2015-12-17,3176,3176,3152,3160,11910,8866.0,4433000.0
2015-12-18,3176,3176,3176,3176,61,8910.0,4433000.0
2015-12-21,3183,3183,3160,3160,6457,8866.0,4433000.0
2015-12-22,3160,3160,3152,3160,7859,8866.0,4433000.0
2015-12-23,3168,3168,3136,3168,17238,8888.0,4433000.0
2015-12-24,3176,3176,3144,3160,8189,8866.0,4433000.0
2015-12-28,3168,3215,3152,3152,21959,8844.0,4433000.0
2015-12-29,3152,3207,3152,3160,9707,8866.0,4433000.0
2015-12-30,3215,3215,3144,3144,6545,8822.0,4433000.0
2016-01-04,3160,3207,3144,3208,1515,8999.0,4433000.0
2016-01-05,3207,3207,3144,3184,404,8932.0,4433000.0
2016-01-06,3255,3255,3152,3168,4447,8888.0,4433000.0
2016-01-07,3183,3215,3152,3216,2759,9021.0,4433000.0
2016-01-08,3215,3215,3144,3144,41114,8822.0,4433000.0
2016-01-11,3144,3176,3144,3152,2602,8844.0,4433000.0
2016-01-12,3207,3207,3144,3184,454,8932.0,4433000.0
2016-01-13,3183,3183,3152,3160,946,8866.0,4433000.0
2016-01-14,3207,3207,3152,3152,78,8844.0,4433000.0
2016-01-15,3160,3199,3144,3168,5645,8888.0,4433000.0
2016-01-18,3215,3215,3144,3152,1126,8844.0,4433000.0
2016-01-19,3168,3168,3144,3160,64,8866.0,4433000.0
2016-01-20,3176,3176,3144,3168,5246,8888.0,4433000.0
2016-01-21,3168,3168,3144,3144,1994,8822.0,4433000.0
2016-01-22,3207,3207,3152,3160,2775,8866.0,4433000.0
2016-01-25,3152,3168,3144,3168,3670,8888.0,4433000.0
2016-01-26,3152,3168,3144,3168,5736,8888.0,4433000.0
2016-01-27,3152,3199,3144,3200,12693,8977.0,4433000.0
2016-01-28,3199,3199,3136,3144,533,8822.0,4433000.0
2016-01-29,3160,3176,3160,3176,1451,8910.0,4433000.0
2016-02-01,3183,3183,3152,3184,27,8932.0,4433000.0
2016-02-02,3160,3160,3152,3152,429,8844.0,4433000.0
2016-02-03,3160,3160,3144,3160,4759,8866.0,4433000.0
2016-02-04,3144,3160,3144,3160,21618,8866.0,4433000.0
2016-02-05,3160,3160,3136,3152,3505,8844.0,4433000.0
2016-02-11,3144,3160,3128,3129,4249,8777.0,4433000.0
2016-02-12,3144,3176,3128,3168,32518,8888.0,4433000.0
2016-02-15,3152,3152,3152,3152,10,8844.0,4433000.0
2016-02-16,3191,3191,3136,3160,8229,8866.0,4433000.0
2016-02-17,3191,3191,3136,3160,2520,8866.0,4433000.0
2016-02-18,3183,3183,3144,3144,392,8822.0,4433000.0
2016-02-19,3183,3183,3144,3184,3,8932.0,4433000.0
2016-02-22,3144,3183,3144,3168,5008,8888.0,4433000.0
2016-02-23,3168,3168,3168,3168,1,8888.0,4433000.0
2016-02-24,3160,3160,3152,3152,1900,8844.0,4433000.0
2016-02-25,3152,3160,3144,3160,2262,8866.0,4433000.0
2016-02-26,3160,3176,3136,3137,5517,8800.0,4433000.0
2016-02-29,3136,3183,3136,3160,1641,8866.0,4433000.0
2016-03-02,3183,3183,3144,3144,1865,8822.0,4433000.0
2016-03-03,3144,3168,3144,3168,1930,8888.0,4433000.0
2016-03-04,3176,3176,3168,3168,1471,8888.0,4433000.0
2016-03-07,3144,3176,3144,3176,302,8910.0,4433000.0
2016-03-08,3183,3183,3183,3184,1,8932.0,4433000.0
2016-03-09,3160,3168,3136,3168,465,8888.0,4433000.0
2016-03-10,3144,3168,3128,3144,5673,8822.0,4433000.0
2016-03-11,3144,3160,3128,3160,2149,8866.0,4433000.0
2016-03-14,3144,3144,3144,3144,680,8822.0,4433000.0
2016-03-15,3168,3183,3160,3160,5403,8866.0,4433000.0
2016-03-16,3144,3152,3128,3152,1502,8844.0,4433000.0
2016-03-17,3152,3152,3136,3152,1100,8844.0,4433000.0
2016-03-18,3191,3191,3081,3160,21844,8866.0,4433000.0
2016-03-21,3097,3160,3097,3121,2371,8755.0,4433000.0
2016-03-22,3104,3168,3097,3105,2382,8711.0,4433000.0
2016-03-23,3183,3183,3104,3105,226,8711.0,4433000.0
2016-03-24,3112,3183,3112,3160,3400,8866.0,4433000.0
2016-03-25,3112,3168,3097,3105,2608,8711.0,4433000.0
2016-03-28,3144,3144,3065,3129,19506,8777.0,4433000.0
2016-03-29,3160,3160,3152,3160,5,8866.0,4433000.0
2016-03-30,3136,3144,3089,3137,13265,8800.0,4433000.0
2016-03-31,3128,3128,3128,3129,100,8777.0,4433000.0
2016-04-01,3160,3160,3136,3160,1263,8866.0,4433000.0
2016-04-04,3160,3160,3104,3113,8519,8733.0,4433000.0
2016-04-05,3112,3176,3104,3137,5217,8800.0,4433000.0
2016-04-06,3152,3160,3120,3121,1954,8755.0,4433000.0
2016-04-07,3112,3152,3112,3152,2824,8844.0,4433000.0
2016-04-08,3160,3160,3128,3160,1491,8866.0,4433000.0
2016-04-11,3160,3160,3128,3152,452,8844.0,4433000.0
2016-04-12,3152,3152,3144,3152,550,8844.0,4433000.0
2016-04-14,3152,3160,3152,3152,19260,8844.0,4433000.0
2016-04-15,3136,3160,3136,3160,718,8866.0,4433000.0
2016-04-18,3152,3152,3136,3144,2229,8822.0,4433000.0
2016-04-19,3128,3160,3120,3144,3797,8822.0,4433000.0
2016-04-20,3136,3144,3136,3137,201,8800.0,4433000.0
2016-04-21,3128,3152,3128,3152,259,8844.0,4433000.0
2016-04-22,3160,3160,3136,3137,608,8800.0,4433000.0
2016-04-25,3136,3160,3128,3160,3960,8866.0,4433000.0
2016-04-26,3144,3144,3128,3129,3993,8777.0,4433000.0
2016-04-27,3144,3144,3128,3129,6730,8777.0,4433000.0
2016-04-28,3152,3152,3136,3152,5773,8844.0,4433000.0
2016-04-29,3160,3160,3136,3160,16650,8866.0,4433000.0
2016-05-02,3176,3176,3152,3160,22538,8866.0,4433000.0
2016-05-03,3176,3176,3144,3168,2102,8888.0,4433000.0
2016-05-04,3168,3168,3144,3144,1621,8822.0,4433000.0
2016-05-09,3160,3160,3152,3160,18857,8866.0,4433000.0
2016-05-10,3152,3160,3152,3160,4176,8866.0,4433000.0
2016-05-11,3160,3160,3152,3160,1899,8866.0,4433000.0
2016-05-12,3168,3255,3160,3168,11391,8888.0,4433000.0
2016-05-13,3176,3255,3176,3223,111567,9043.0,4433000.0
2016-05-16,3255,3255,3176,3192,28417,8955.0,4433000.0
2016-05-17,3191,3191,3183,3184,6880,8932.0,4433000.0
2016-05-18,3207,3207,3191,3192,6301,8955.0,4433000.0
2016-05-19,3191,3199,3176,3192,49000,8955.0,4433000.0
2016-05-20,3262,3262,3176,3176,53078,8910.0,4433000.0
2016-05-23,3247,3247,3183,3184,9103,8932.0,4433000.0
2016-05-24,3294,3294,3183,3184,18977,8932.0,4433000.0
2016-05-25,3176,3191,3176,3184,4194,8932.0,4433000.0
2016-05-26,3183,3183,3160,3160,45495,8866.0,4433000.0
2016-05-27,3183,3183,3097,3152,35513,8844.0,4433000.0
2016-05-30,3152,3168,3081,3168,36669,8888.0,4433000.0
2016-05-31,3160,3160,3081,3152,40280,8844.0,4433000.0
2016-06-01,3152,3168,3128,3168,11882,8888.0,4433000.0
2016-06-02,3152,3160,3152,3160,5189,8866.0,4433000.0
2016-06-03,3176,3207,3168,3208,61182,8999.0,4433000.0
2016-06-07,3223,3247,3207,3247,7806,9110.0,4433000.0
2016-06-08,3262,3460,3247,3358,61620,9420.0,4433000.0
2016-06-09,3397,3523,3310,3405,50879,9553.0,4433000.0
2016-06-10,3365,3452,3349,3350,68198,9398.0,4433000.0
2016-06-13,3452,3460,3381,3445,50942,9664.0,4433000.0
2016-06-14,3397,3452,3397,3445,22677,9664.0,4433000.0
2016-06-15,3460,3460,3428,3437,15890,9642.0,4433000.0
2016-06-16,3436,3436,3357,3421,5941,9597.0,4433000.0
2016-06-17,3452,3452,3381,3429,6971,9620.0,4433000.0
2016-06-20,3436,3436,3413,3437,25408,9642.0,4433000.0
2016-06-21,3436,3444,3436,3437,9601,9642.0,4433000.0
2016-06-22,3436,3658,3420,3476,43543,9753.0,4433000.0
2016-06-23,3492,3634,3476,3492,33260,9797.0,4433000.0
2016-06-24,3705,3705,3468,3500,46878,9819.0,4433000.0
2016-06-27,0,0,0,3500,0,9819.0,4433000.0
2016-06-28,0,0,0,3500,0,,
2016-06-29,0,0,0,3500,0,,
2016-06-30,0,0,0,3500,0,,
2016-07-01,0,0,0,3500,0,,
2016-07-04,0,0,0,3500,0,,
2016-07-05,0,0,0,3500,0,,
2016-07-06,0,0,0,3500,0,,
2016-07-07,0,0,0,3500,0,,
2016-07-08,0,0,0,3500,0,,
2016-07-11,0,0,0,3500,0,,
2016-07-12,0,0,0,3500,0,,
2016-07-13,0,0,0,3500,0,,
2016-07-14,0,0,0,3500,0,,
2016-07-15,0,0,0,3500,0,,
2016-07-18,0,0,0,3500,0,,
2016-07-19,0,0,0,3500,0,,
2016-07-20,0,0,0,3500,0,,
2016-07-21,0,0,0,3500,0,,
2016-07-22,0,0,0,3500,0,,
2016-07-25,0,0,0,3500,0,,
2016-07-26,0,0,0,3500,0,,
2016-07-27,0,0,0,3500,0,,
2016-07-28,0,0,0,3500,0,,
2016-07-29,0,0,0,3500,0,,
2016-08-01,0,0,0,3500,0,,
2016-08-02,0,0,0,3500,0,,
2016-08-03,0,0,0,3500,0,,
2016-08-04,0,0,0,3500,0,,
2016-08-05,0,0,0,3500,0,,
2016-08-08,0,0,0,3500,0,,
2016-08-09,0,0,0,3500,0,,
2016-08-10,0,0,0,3500,0,,
2016-08-11,0,0,0,3500,0,,
2016-08-12,0,0,0,3500,0,,
2016-08-16,0,0,0,3500,0,,
2016-08-17,0,0,0,3500,0,,
2016-08-18,0,0,0,3500,0,,
2016-08-19,0,0,0,3500,0,,
2016-08-22,0,0,0,3500,0,,
2016-08-23,0,0,0,3500,0,,
2016-08-24,0,0,0,3500,0,,
2016-08-25,0,0,0,3500,0,,
2016-08-26,3500,3645,2655,3000,7965011,13299.0,4433000.0
2016-08-29,3055,3230,2750,2770,1353635,12279.0,4433000.0
2016-08-30,2770,2830,2555,2660,849144,11792.0,4433000.0
2016-08-31,2630,2680,2500,2595,535144,11504.0,4433000.0
2016-09-01,2550,3370,2505,3370,1765759,14939.0,4433000.0
2016-09-02,3300,3345,2955,2960,4474607,13122.0,4433000.0
2016-09-05,3000,3215,2795,2890,1416756,12811.0,4433000.0
2016-09-06,2935,3050,2850,2855,740934,12656.0,4433000.0
2016-09-07,2880,3145,2760,2875,2635536,12745.0,4433000.0
2016-09-08,2875,2945,2660,2665,652287,11814.0,4433000.0
2016-09-09,2625,3050,2615,2630,1278693,11659.0,4433000.0
2016-09-12,2700,2705,2605,2635,363810,11681.0,4433000.0
2016-09-13,2630,2710,2630,2660,274365,11792.0,4433000.0
2016-09-19,2645,2695,2580,2695,275928,11947.0,4433000.0
2016-09-20,2890,2950,2780,2790,520827,12368.0,4433000.0
2016-09-21,2760,2835,2725,2745,226800,12169.0,4433000.0
2016-09-22,2715,2795,2710,2740,105416,12146.0,4433000.0
2016-09-23,2720,2725,2650,2665,150331,11814.0,4433000.0
2016-09-26,2650,2700,2610,2685,118596,11903.0,4433000.0
2016-09-27,2660,2715,2635,2660,59528,11792.0,4433000.0
2016-09-28,2655,2880,2655,2740,229689,12146.0,4433000.0
2016-09-29,2810,2900,2740,2850,190632,12634.0,4433000.0
2016-09-30,2915,2915,2760,2800,92478,12412.0,4433000.0
2016-10-04,2830,2830,2780,2805,60655,12435.0,4433000.0
2016-10-05,2755,2805,2750,2775,58747,12302.0,4433000.0
2016-10-06,2790,2845,2740,2760,49601,12235.0,4433000.0
2016-10-07,2730,2835,2730,2780,47948,12324.0,4433000.0
2016-10-10,2800,2825,2740,2770,49077,12279.0,4433000.0
2016-10-11,2770,2790,2730,2750,50165,12191.0,4433000.0
2016-10-12,2820,2820,2660,2675,102294,11858.0,4433000.0
2016-10-13,2695,2700,2600,2600,156690,11526.0,4433000.0
2016-10-14,2660,2660,2550,2550,62165,11304.0,4433000.0
2016-10-17,2550,2660,2410,2420,139176,10728.0,4433000.0
2016-10-18,2420,2500,2350,2360,62457,10462.0,4433000.0
2016-10-19,2400,2485,2365,2415,40929,10706.0,4433000.0
2016-10-20,2545,2790,2405,2480,168398,10994.0,4433000.0
2016-10-21,2485,2700,2485,2545,101990,11282.0,4433000.0
2016-10-24,2515,2685,2515,2550,45512,11304.0,4433000.0
2016-10-25,2565,2620,2505,2530,51666,11215.0,4433000.0
2016-10-26,2550,2550,2450,2480,41330,10994.0,4433000.0
2016-10-27,2525,2525,2450,2525,16034,11193.0,4433000.0
2016-10-28,2485,2565,2470,2560,44893,11348.0,4433000.0
2016-10-31,2560,2560,2400,2485,47828,11016.0,4433000.0
2016-11-01,2400,2480,2375,2375,31382,10528.0,4433000.0
2016-11-02,2445,2445,2200,2235,54142,9908.0,4433000.0
2016-11-03,2205,2490,2205,2250,16120,9974.0,4433000.0
2016-11-04,2420,2420,2205,2235,24012,9908.0,4433000.0
2016-11-07,2215,2300,2215,2235,16923,9908.0,4433000.0
2016-11-08,2400,2400,2240,2340,22459,10373.0,4433000.0
2016-11-09,2340,2395,2050,2255,82350,9996.0,4433000.0
2016-11-10,2250,2345,2200,2275,60712,10085.0,4433000.0
2016-11-11,2275,2275,2200,2275,9764,10085.0,4433000.0
2016-11-14,2215,2220,2175,2215,46007,9819.0,4433000.0
2016-11-15,2175,2250,2175,2235,4613,9908.0,4433000.0
2016-11-16,2235,2315,2210,2240,17077,9930.0,4433000.0
2016-11-17,2270,2330,2240,2270,23272,10063.0,4433000.0
2016-11-18,2240,2300,2240,2250,8176,9974.0,4433000.0
2016-11-21,2250,2315,2250,2265,12305,10041.0,4433000.0
2016-11-22,2390,2390,2260,2345,14579,10395.0,4433000.0
2016-11-23,2410,2410,2275,2350,7385,10418.0,4433000.0
2016-11-24,2415,2415,2325,2405,20160,10661.0,4433000.0
2016-11-25,2435,2435,2310,2385,14693,10573.0,4433000.0
2016-11-28,2385,2450,2350,2350,14099,10418.0,4433000.0
2016-11-29,2325,2400,2300,2310,22350,10240.0,4433000.0
2016-11-30,2355,2355,2280,2340,15488,10373.0,4433000.0
2016-12-01,2290,2360,2290,2350,10704,10418.0,4433000.0
2016-12-02,2440,2440,2290,2310,19682,10240.0,4433000.0
2016-12-05,2085,2100,1730,1915,5613167,74390.0,38846008.0
2016-12-06,1960,2465,1930,2350,22011719,91288.0,38846008.0
2016-12-07,2320,2845,2265,2635,21435905,102359.0,38846008.0
2016-12-08,2585,2900,2520,2620,12416930,101777.0,38846008.0
2016-12-09,2615,2770,2485,2610,5060997,101388.0,38846008.0
2016-12-12,2610,2980,2610,2750,12621220,106827.0,38846008.0
2016-12-13,2835,2835,2625,2650,3167256,102942.0,38846008.0
2016-12-14,2690,2700,2390,2445,4750266,94978.0,38846008.0
2016-12-15,2455,2535,2400,2465,2909570,95755.0,38846008.0
2016-12-16,2475,2495,2230,2250,2822982,87404.0,38846008.0
2016-12-19,2180,2235,2075,2155,2242979,83713.0,38846008.0
2016-12-20,2165,2340,2165,2215,2674880,86044.0,38846008.0
2016-12-21,2235,2320,2180,2240,2167375,87015.0,38846008.0
2016-12-22,2190,2215,2105,2110,1216358,81965.0,38846008.0
2016-12-23,2165,2200,2120,2130,942370,82742.0,38846008.0
2016-12-26,2145,2355,2125,2230,3903904,89799.0,40268707.0
2016-12-27,2240,2305,2200,2210,1385167,88994.0,40268707.0
2016-12-28,2210,2240,2155,2155,754437,86779.0,40268707.0
2016-12-29,2155,2195,2140,2165,524348,87182.0,40268707.0
2017-01-02,2185,2185,2120,2130,426342,85772.0,40268707.0
2017-01-03,2155,2215,2130,2145,618095,86376.0,40268707.0
2017-01-04,2170,2170,2085,2085,1036542,83960.0,40268707.0
2017-01-05,2130,2195,2105,2190,1315836,88188.0,40268707.0
2017-01-06,2175,2200,2145,2150,1394017,86578.0,40268707.0
2017-01-09,2120,2145,2015,2050,1953119,82551.0,40268707.0
2017-01-10,2070,2080,2015,2030,617682,81745.0,40268707.0
2017-01-11,2020,2150,1990,2010,1409944,80940.0,40268707.0
2017-01-12,2000,2015,1955,1960,769961,78927.0,40268707.0
2017-01-13,1970,2060,1960,1970,717396,79329.0,40268707.0
2017-01-16,1995,2010,1940,1965,579284,79128.0,40268707.0
2017-01-17,1965,2020,1955,1985,860646,79933.0,40268707.0
2017-01-18,2010,2010,1945,1945,598985,78323.0,40268707.0
2017-01-19,1935,1985,1915,1920,771180,77316.0,40268707.0
2017-01-20,1920,1920,1870,1900,496401,76511.0,40268707.0
2017-01-23,1915,1950,1900,1905,407941,76712.0,40268707.0
2017-01-24,1905,1995,1885,1960,751781,79276.0,40446960.0
