인피니트헬스케어(071200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-10-12,3695,3750,3650,3700,175676,87314.0,23598467.0
2010-10-13,3840,3870,3710,3755,220335,88612.0,23598467.0
2010-10-14,3695,3850,3695,3740,165118,88258.0,23598467.0
2010-10-15,3780,3780,3685,3700,132768,87314.0,23598467.0
2010-10-18,3750,4020,3750,3890,722506,91798.0,23598467.0
2010-10-19,3915,3915,3810,3810,199040,89910.0,23598467.0
2010-10-20,4350,4380,4330,4380,408579,103361.0,23598467.0
2010-10-21,4800,5030,4620,4990,4442564,117756.0,23598467.0
2010-10-22,4890,5040,4750,4960,2383379,117048.0,23598467.0
2010-10-25,4960,5000,4740,4990,2049375,117756.0,23598467.0
2010-10-26,5000,5090,4645,4645,1409349,109615.0,23598467.0
2010-10-27,4645,4900,4600,4900,1175790,115632.0,23598467.0
2010-10-28,5110,5140,4410,4460,2625554,105249.0,23598467.0
2010-10-29,4460,4520,4325,4495,865697,106075.0,23598467.0
2010-11-01,4510,4535,4200,4535,566824,107019.0,23598467.0
2010-11-02,4635,4670,4275,4275,1177635,100883.0,23598467.0
2010-11-03,4290,4360,4250,4360,368802,102889.0,23598467.0
2010-11-04,4400,4560,4310,4370,612726,103125.0,23598467.0
2010-11-05,4390,4535,4320,4370,437562,103125.0,23598467.0
2010-11-08,4425,4640,4330,4570,673254,107845.0,23598467.0
2010-11-09,4580,4840,4520,4620,1020059,109025.0,23598467.0
2010-11-10,4620,4660,4460,4460,397130,105249.0,23598467.0
2010-11-11,4460,4560,4450,4510,354978,106429.0,23598467.0
2010-11-12,4530,4535,3840,4285,458913,101119.0,23598467.0
2010-11-15,4220,4265,4100,4110,258039,96990.0,23598467.0
2010-11-16,4195,4440,4180,4260,496860,100529.0,23598467.0
2010-11-17,4175,4445,4130,4445,1002686,104895.0,23598467.0
2010-11-18,4480,4675,4380,4650,639459,109733.0,23598467.0
2010-11-19,4770,4825,4545,4620,817737,109025.0,23598467.0
2010-11-22,4690,4690,4480,4500,338019,106193.0,23598467.0
2010-11-23,4500,4700,4480,4590,625829,108317.0,23598467.0
2010-11-24,4240,4495,4200,4400,426211,103833.0,23598467.0
2010-11-25,4485,4675,4450,4600,448415,108553.0,23598467.0
2010-11-26,4560,4735,4410,4540,662538,107137.0,23598467.0
2010-11-29,4700,5220,4630,5220,2330464,123184.0,23598467.0
2010-11-30,4905,5040,4440,4440,3061821,104777.0,23598467.0
2010-12-01,4460,4565,4410,4460,399409,105249.0,23598467.0
2010-12-02,4475,4780,4475,4585,791619,108199.0,23598467.0
2010-12-03,4535,4985,4500,4860,1323622,114689.0,23598467.0
2010-12-06,4865,5150,4825,4835,703347,114099.0,23598467.0
2010-12-07,4885,5010,4850,4955,476787,116930.0,23598467.0
2010-12-08,4955,5000,4730,4770,446226,112565.0,23598467.0
2010-12-09,4795,4865,4710,4790,223807,113037.0,23598467.0
2010-12-10,4790,4885,4685,4750,373488,112093.0,23598467.0
2010-12-13,4795,5000,4700,4865,683054,114807.0,23598467.0
2010-12-14,5590,5590,5590,5590,421430,131915.0,23598467.0
2010-12-15,6420,6420,6420,6420,222423,151502.0,23598467.0
2010-12-16,6430,6820,6230,6560,9780776,154806.0,23598467.0
2010-12-17,6690,7540,6410,7540,7601496,177932.0,23598467.0
2010-12-20,7800,8350,6860,7540,16352833,177932.0,23598467.0
2010-12-21,7920,8540,7180,7400,12467845,174629.0,23598467.0
2010-12-22,7400,7700,6900,7010,6034412,165425.0,23598467.0
2010-12-23,6970,7330,6630,6800,6640880,160470.0,23598467.0
2010-12-24,6900,7210,6650,6660,6388595,157166.0,23598467.0
2010-12-27,6710,7190,6550,6550,5760312,154570.0,23598467.0
2010-12-28,6710,6790,6090,6300,3945926,148670.0,23598467.0
2010-12-29,6400,6580,6240,6540,4467743,154334.0,23598467.0
2010-12-30,6620,6810,6520,6580,2765744,155278.0,23598467.0
2011-01-03,6580,7440,6500,7020,5243707,165661.0,23598467.0
2011-01-04,7020,7300,6790,6790,3192988,160234.0,23598467.0
2011-01-05,6780,7100,6480,6550,2622819,154570.0,23598467.0
2011-01-06,6630,6740,6110,6150,2068074,145131.0,23598467.0
2011-01-07,6300,6340,5930,6100,1475581,143951.0,23598467.0
2011-01-10,6100,6330,6040,6150,1293795,145131.0,23598467.0
2011-01-11,6280,7070,6250,7070,4613001,166841.0,23598467.0
2011-01-12,7300,7470,6470,6490,5650597,153154.0,23598467.0
2011-01-13,6550,6620,6160,6250,1643064,147490.0,23598467.0
2011-01-14,6310,6520,6160,6430,1230631,151738.0,23598467.0
2011-01-17,6610,7290,6560,6800,6852851,160470.0,23598467.0
2011-01-18,6900,7170,6650,6950,3003946,164009.0,23598467.0
2011-01-19,6950,7440,6830,7020,4496571,165661.0,23598467.0
2011-01-20,7090,7340,7010,7250,2531068,171089.0,23598467.0
2011-01-21,7360,7380,6750,6750,1730351,159290.0,23598467.0
2011-01-24,6750,6940,6700,6780,919759,159998.0,23598467.0
2011-01-25,6840,6890,6180,6380,1238764,150558.0,23598467.0
2011-01-26,6350,6450,6330,6360,474533,150086.0,23598467.0
2011-01-27,6400,6500,6260,6290,551830,148434.0,23598467.0
2011-01-28,6290,6530,6030,6220,1078187,146782.0,23598467.0
2011-01-31,6170,6380,6110,6250,390597,147490.0,23598467.0
2011-02-01,6270,6350,6190,6290,363042,148434.0,23598467.0
2011-02-07,6370,6800,6360,6650,1477908,156930.0,23598467.0
2011-02-08,6720,6750,6410,6490,399885,153154.0,23598467.0
2011-02-09,6620,6620,6160,6210,553805,146546.0,23598467.0
2011-02-10,6230,6470,6210,6360,416501,150086.0,23598467.0
2011-02-11,6400,6470,6230,6250,401393,147490.0,23598467.0
2011-02-14,6280,6730,6210,6720,1032104,158582.0,23598467.0
2011-02-15,6780,7100,6630,6800,2009591,160470.0,23598467.0
2011-02-16,6870,7670,6820,7000,4603200,165189.0,23598467.0
2011-02-17,7150,7180,6590,6650,1846618,156930.0,23598467.0
2011-02-18,6650,6890,6460,6680,1271733,157638.0,23598467.0
2011-02-21,6680,6860,6530,6530,913708,154098.0,23598467.0
2011-02-22,6470,6750,6230,6530,742741,154098.0,23598467.0
2011-02-23,6530,6650,6250,6280,706260,148198.0,23598467.0
2011-02-24,6260,6380,6100,6100,530584,143951.0,23598467.0
2011-02-25,6590,7010,6400,6470,4058184,152682.0,23598467.0
2011-02-28,6530,6550,6120,6250,696010,147490.0,23598467.0
2011-03-02,6180,6380,6120,6230,364779,147018.0,23598467.0
2011-03-03,6230,6350,6220,6310,434809,148906.0,23598467.0
2011-03-04,6450,6970,6320,6750,2683748,159290.0,23598467.0
2011-03-07,6830,6960,6610,6640,986279,156694.0,23598467.0
2011-03-08,6690,7090,6660,6830,1943215,161178.0,23598467.0
2011-03-09,7000,7060,6750,7060,1428378,166605.0,23598467.0
2011-03-10,7040,7330,6870,7180,2088263,169437.0,23598467.0
2011-03-11,7130,7350,7100,7150,1471299,168729.0,23598467.0
2011-03-14,7010,7020,6410,6550,942725,154570.0,23598467.0
2011-03-15,6460,6800,5600,6320,1142302,149142.0,23598467.0
2011-03-16,6400,6470,6160,6340,425097,149614.0,23598467.0
2011-03-17,6210,6440,6170,6330,368005,149378.0,23598467.0
2011-03-18,6420,6680,6410,6430,527235,151738.0,23598467.0
2011-03-21,6520,7390,6490,7390,2304752,174393.0,23598467.0
2011-03-22,7700,8020,7440,7850,6524988,185248.0,23598467.0
2011-03-23,8000,9020,7650,9020,7676268,212858.0,23598467.0
2011-03-24,9360,9600,8600,8960,10814134,211442.0,23598467.0
2011-03-25,8990,10100,8800,8900,12971991,210026.0,23598467.0
2011-03-28,9060,9490,8840,8990,5230114,212150.0,23598467.0
2011-03-29,9250,9470,9050,9190,5331216,216870.0,23598467.0
2011-03-30,9300,9300,8380,8440,3996799,199171.0,23598467.0
2011-03-31,8640,8860,8320,8500,2663861,200587.0,23598467.0
2011-04-01,8660,9050,8470,9050,3626028,213566.0,23598467.0
2011-04-04,9050,9290,8870,9040,2643467,213330.0,23598467.0
2011-04-05,9060,10300,9020,9450,8683666,223006.0,23598467.0
2011-04-06,9550,9700,9340,9520,2508832,224657.0,23598467.0
2011-04-07,9720,10900,9680,10900,7175666,257223.0,23598467.0
2011-04-08,11250,11650,10200,10500,8737669,247784.0,23598467.0
2011-04-11,10500,11100,10500,10750,3061423,253684.0,23598467.0
2011-04-12,10700,11050,9900,9900,2469619,233625.0,23598467.0
2011-04-13,9790,10200,9540,10050,2944563,237165.0,23598467.0
2011-04-14,10800,11250,10150,10250,4277649,241884.0,23598467.0
2011-04-15,10200,10600,9960,10600,1442686,250144.0,23598467.0
2011-04-18,10600,11350,10300,10400,3173189,245424.0,23598467.0
2011-04-19,10150,10550,10050,10550,1475744,248964.0,23598467.0
2011-04-20,10750,11050,10050,10050,1944757,237165.0,23598467.0
2011-04-21,10250,10400,9050,9170,2319280,216398.0,23598467.0
2011-04-22,9270,9830,9260,9340,2073740,220410.0,23598467.0
2011-04-25,9450,9490,8910,8910,1450118,210262.0,23598467.0
2011-04-26,8990,9080,8550,8570,1270414,202239.0,23598467.0
2011-04-27,8760,8950,8640,8750,1192441,206487.0,23598467.0
2011-04-28,8800,9060,8200,8280,1372046,195395.0,23598467.0
2011-04-29,8200,8480,8160,8350,803243,197047.0,23598467.0
2011-05-02,8500,8790,8410,8720,973276,205779.0,23598467.0
2011-05-03,8780,8890,8500,8550,758091,201767.0,23598467.0
2011-05-04,8550,8650,8440,8500,471160,200587.0,23598467.0
2011-05-06,8450,8530,8170,8210,373419,193743.0,23598467.0
2011-05-09,8250,8550,8250,8360,515235,197283.0,23598467.0
2011-05-11,8440,8500,8160,8230,454561,194215.0,23598467.0
2011-05-12,8120,8470,8100,8100,575240,191148.0,23598467.0
2011-05-13,8200,8200,7590,7600,849155,179348.0,23598467.0
2011-05-16,7630,8120,7510,7810,1048109,184304.0,23598467.0
2011-05-17,7800,7950,7740,7760,312868,183124.0,23598467.0
2011-05-18,7860,7910,7400,7510,403655,177224.0,23598467.0
2011-05-19,7590,8550,7590,8050,3377414,189968.0,23598467.0
2011-05-20,8210,8330,7610,7840,1343714,185012.0,23598467.0
2011-05-23,8000,8470,7930,8160,1890600,192563.0,23598467.0
2011-05-24,8010,8300,8010,8200,586503,193507.0,23598467.0
2011-05-25,8230,8750,8230,8470,1955426,199879.0,23598467.0
2011-05-26,8510,8770,8310,8390,1200608,197991.0,23598467.0
2011-05-27,8400,8490,8040,8110,794725,191384.0,23598467.0
2011-05-30,8130,8270,7900,8100,521480,191148.0,23598467.0
2011-05-31,8110,8210,8030,8140,423282,192092.0,23598467.0
2011-06-01,8070,8550,7950,8550,1031739,201767.0,23598467.0
2011-06-02,8390,8640,8130,8160,1605334,192563.0,23598467.0
2011-06-03,8250,8450,7930,8010,674172,189024.0,23598467.0
2011-06-07,7960,8140,7690,7770,537483,183360.0,23598467.0
2011-06-08,7710,7860,7580,7630,389806,180056.0,23598467.0
2011-06-09,7540,7810,7460,7680,354874,181236.0,23598467.0
2011-06-10,7710,7900,7100,7100,487996,167549.0,23598467.0
2011-06-13,6850,7150,6570,6720,627302,158582.0,23598467.0
2011-06-14,6670,6980,6670,6820,456244,160942.0,23598467.0
2011-06-15,6820,7050,6780,6900,501637,162829.0,23598467.0
2011-06-16,6970,7400,6970,7050,1104215,166369.0,23598467.0
2011-06-17,7100,7170,6640,6640,579702,156694.0,23598467.0
2011-06-20,6670,6780,6310,6320,304778,149142.0,23598467.0
2011-06-21,6400,6570,6330,6460,287652,154623.0,23935467.0
2011-06-22,6540,6620,6400,6460,283942,154623.0,23935467.0
2011-06-23,6470,6770,6400,6620,415853,158453.0,23935467.0
2011-06-24,6620,7030,6620,6900,626597,165155.0,23935467.0
2011-06-27,6910,7050,6770,6900,346719,165155.0,23935467.0
2011-06-28,7040,7040,6850,6860,368323,164197.0,23935467.0
2011-06-29,6950,6950,6620,6650,337417,159171.0,23935467.0
2011-06-30,6750,6910,6680,6700,314850,160368.0,23935467.0
2011-07-01,6770,6870,6750,6820,220355,163240.0,23935467.0
2011-07-04,6960,7220,6870,7140,739044,170899.0,23935467.0
2011-07-05,7160,7470,7040,7420,782002,177601.0,23935467.0
2011-07-06,7460,7640,7350,7380,962199,176644.0,23935467.0
2011-07-07,7440,7440,7200,7220,342473,172814.0,23935467.0
2011-07-08,7180,7410,7110,7260,541028,173771.0,23935467.0
2011-07-11,7250,8120,7160,7670,2373994,183585.0,23935467.0
2011-07-12,7560,7820,7200,7200,1195588,173559.0,24105467.0
2011-07-13,7300,7720,7230,7720,1207682,186094.0,24105467.0
2011-07-14,7780,8020,7620,7750,1623450,186817.0,24105467.0
2011-07-15,7710,8200,7710,7880,1297316,189951.0,24105467.0
2011-07-18,8200,9060,8110,9060,2503712,218396.0,24105467.0
2011-07-19,9800,10200,9270,9540,6831719,229966.0,24105467.0
2011-07-20,9640,9840,8950,9010,4734695,217190.0,24105467.0
2011-07-21,9000,9350,8800,8950,3046231,215744.0,24105467.0
2011-07-22,9010,9640,8750,8890,4123214,214298.0,24105467.0
2011-07-25,8900,9120,8500,8540,1551648,205861.0,24105467.0
2011-07-26,8710,9160,8650,8850,2019810,213333.0,24105467.0
2011-07-27,8880,9420,8880,9110,2220656,219601.0,24105467.0
2011-07-28,9150,9410,9050,9060,1716190,218396.0,24105467.0
2011-07-29,9130,9190,8600,8600,1083467,207307.0,24105467.0
2011-08-01,8710,9330,8660,8960,1387270,215985.0,24105467.0
2011-08-02,8780,9090,8670,8820,851004,212610.0,24105467.0
2011-08-03,8800,9830,8760,9240,3948928,222735.0,24105467.0
2011-08-04,9300,9360,8260,8380,1450348,202004.0,24105467.0
2011-08-05,7430,7830,7130,7260,1604994,175006.0,24105467.0
2011-08-08,7100,7890,6400,7000,1818623,168738.0,24105467.0
2011-08-09,6600,6790,5990,6440,1063817,155239.0,24105467.0
2011-08-10,6900,7030,6670,6910,872675,166569.0,24105467.0
2011-08-11,6400,7600,6310,7210,1477564,173800.0,24105467.0
2011-08-12,7620,7940,7300,7390,1588442,178139.0,24105467.0
2011-08-16,7720,7970,7690,7890,876931,190192.0,24105467.0
2011-08-17,8190,8400,8010,8120,1112296,195736.0,24105467.0
2011-08-18,8300,9190,8010,9020,3679876,217431.0,24105467.0
2011-08-19,8440,9380,8280,8460,2799037,203932.0,24105467.0
2011-08-22,9300,9720,8820,9720,8461685,234305.0,24105467.0
2011-08-23,9950,10050,9020,9270,3962305,223458.0,24105467.0
2011-08-24,9410,9610,8870,8870,2250682,213815.0,24105467.0
2011-08-25,9050,9360,8810,9100,1706784,219360.0,24105467.0
2011-08-26,9110,9280,8650,8730,1258562,210441.0,24105467.0
2011-08-29,8950,9950,8830,9650,3109041,232618.0,24105467.0
2011-08-30,9780,10200,9520,9730,3001415,234546.0,24105467.0
2011-08-31,9920,10600,9600,9600,4844881,231412.0,24105467.0
2011-09-01,9900,10250,9520,9770,3056432,235510.0,24105467.0
2011-09-02,9910,10350,9670,10350,2409017,249492.0,24105467.0
2011-09-05,10250,10550,9970,10050,2262990,242260.0,24105467.0
2011-09-06,9800,9980,8920,9110,1595523,219601.0,24105467.0
2011-09-07,9320,9590,9260,9430,899648,227315.0,24105467.0
2011-09-08,9510,10050,9280,9400,2057420,226591.0,24105467.0
2011-09-09,9500,10300,9190,9250,2394904,222976.0,24105467.0
2011-09-14,9500,9710,9000,9000,1271932,216949.0,24105467.0
2011-09-15,9330,9600,8430,8870,1841251,213815.0,24105467.0
2011-09-16,9120,9230,8950,9050,1192955,218154.0,24105467.0
2011-09-19,9280,10300,9150,10000,6056486,241055.0,24105467.0
2011-09-20,9860,10600,9700,10350,5550642,249492.0,24105467.0
2011-09-21,10400,10700,9990,10100,2833993,243465.0,24105467.0
2011-09-22,9790,10650,9740,10300,3369134,248286.0,24105467.0
2011-09-23,9800,10150,9120,9170,2019948,221047.0,24105467.0
2011-09-26,9400,9470,7800,7810,2413750,188264.0,24105467.0
2011-09-27,8120,8820,8120,8700,1936880,209718.0,24105467.0
2011-09-28,9000,9140,8590,8640,1049203,208271.0,24105467.0
2011-09-29,8550,8920,8440,8850,1136009,213333.0,24105467.0
2011-09-30,8850,9080,8710,8870,958989,213815.0,24105467.0
2011-10-04,8310,8350,7850,8180,855873,197183.0,24105467.0
2011-10-05,8340,8550,7650,7650,1132934,184407.0,24105467.0
2011-10-06,8010,8480,7930,8090,970981,195013.0,24105467.0
2011-10-07,8470,9050,8400,8450,2179411,203691.0,24105467.0
2011-10-10,8530,8720,8480,8600,911246,207307.0,24105467.0
2011-10-11,8880,8880,8450,8450,1297520,203691.0,24105467.0
2011-10-12,8400,8720,8400,8720,1004942,210200.0,24105467.0
2011-10-13,8820,9220,8680,8950,2395345,215744.0,24105467.0
2011-10-14,9010,9030,8690,8760,1093037,211506.0,24144467.0
2011-10-17,8910,9100,8780,8950,1336086,216093.0,24144467.0
2011-10-18,8880,10200,8850,9940,6874600,239996.0,24144467.0
2011-10-19,9960,10300,9460,9540,3475420,230338.0,24144467.0
2011-10-20,9820,10950,9720,10950,9647470,264382.0,24144467.0
2011-10-21,11500,12250,10950,11500,9171390,277661.0,24144467.0
2011-10-24,11800,12150,11400,12100,5130245,292148.0,24144467.0
2011-10-25,12000,12350,11400,11400,3490740,275247.0,24144467.0
2011-10-26,12650,13100,12600,13100,1969853,316293.0,24144467.0
2011-10-27,13900,15050,13550,15050,5156988,363374.0,24144467.0
2011-10-28,15500,15800,12800,13450,11529378,324743.0,24144467.0
2011-10-31,13450,14050,13050,13650,6080438,329572.0,24144467.0
2011-11-01,14500,15650,14250,15450,10942662,373032.0,24144467.0
2011-11-02,15000,16800,13450,14500,14388542,350095.0,24144467.0
2011-11-03,14600,15200,13200,13450,5381528,324743.0,24144467.0
2011-11-04,13850,14650,13500,14600,4292299,352509.0,24144467.0
2011-11-07,14600,15150,14150,14700,3669138,354924.0,24144467.0
2011-11-08,14750,14850,13600,13700,2595634,330779.0,24144467.0
2011-11-09,14000,14750,13900,14600,3388857,352509.0,24144467.0
2011-11-10,14050,14200,13550,13800,1822530,333194.0,24144467.0
2011-11-11,14250,14800,13900,14600,2995636,352509.0,24144467.0
2011-11-14,14850,15550,14750,15350,3552750,370618.0,24144467.0
2011-11-15,15250,15650,14650,15000,2379307,362167.0,24144467.0
2011-11-16,15250,15350,13900,14600,2560317,352509.0,24144467.0
2011-11-17,14700,15100,14500,14950,2929590,360960.0,24144467.0
2011-11-18,14550,15700,14550,15000,3526439,362167.0,24144467.0
2011-11-21,15000,15250,14000,14100,2027413,340437.0,24144467.0
2011-11-22,14550,15150,14250,14600,2476305,352509.0,24144467.0
2011-11-23,14550,15100,13800,13850,2823878,334401.0,24144467.0
2011-11-24,13650,13950,13050,13500,1853851,325950.0,24144467.0
2011-11-25,13400,13800,12000,12300,2382305,296977.0,24144467.0
2011-11-28,12500,12700,12200,12650,1379334,305428.0,24144467.0
2011-11-29,12900,13100,12650,12700,1353533,306635.0,24144467.0
2011-11-30,12700,12900,12000,12200,1324853,294562.0,24144467.0
2011-12-01,12600,13150,12550,12750,1966174,307842.0,24144467.0
2011-12-02,12800,12950,12200,12600,1113889,304220.0,24144467.0
2011-12-05,12700,13050,12550,12900,1217489,311464.0,24144467.0
2011-12-06,12900,13300,12650,13000,1924033,313878.0,24144467.0
2011-12-07,13250,13400,12850,12900,1546700,311464.0,24144467.0
2011-12-08,13000,13550,12950,12950,2532674,312671.0,24144467.0
2011-12-09,12750,12850,12250,12700,1315008,306635.0,24144467.0
2011-12-12,12900,13250,12800,13050,1520416,315085.0,24144467.0
2011-12-13,13450,15000,13400,15000,5257586,362167.0,24144467.0
2011-12-14,15250,15450,14150,15000,5903941,362167.0,24144467.0
2011-12-15,14850,17000,14750,15900,8476980,383897.0,24144467.0
2011-12-16,15950,16200,15250,16200,3641723,391140.0,24144467.0
2011-12-19,16600,17550,13850,15850,9814191,382690.0,24144467.0
2011-12-20,16350,18200,16250,18200,8660319,439429.0,24144467.0
2011-12-21,18300,18900,17550,17900,6572603,432186.0,24144467.0
2011-12-22,18000,18550,17050,17200,3837370,415285.0,24144467.0
2011-12-23,17500,17950,16150,17100,4017378,412870.0,24144467.0
2011-12-26,17450,17900,16650,17400,2855922,420114.0,24144467.0
2011-12-27,18600,19100,17100,17250,5893824,416492.0,24144467.0
2011-12-28,17500,17800,17100,17650,2819629,426150.0,24144467.0
2011-12-29,17500,17700,16500,16500,2253740,398384.0,24144467.0
2012-01-02,16550,17100,16250,17100,1604297,412870.0,24144467.0
2012-01-03,17350,17500,16850,17200,1912472,415285.0,24144467.0
2012-01-04,17300,17700,16850,17700,2472200,427357.0,24144467.0
2012-01-05,17800,18050,16850,17000,1783012,410456.0,24144467.0
2012-01-06,17050,17400,16750,16900,1417779,408041.0,24144467.0
2012-01-09,16850,17050,16050,16150,1285934,389933.0,24144467.0
2012-01-10,16300,17300,16300,17150,2092783,414078.0,24144467.0
2012-01-11,17200,17250,16200,16200,1142616,391140.0,24144467.0
2012-01-12,16250,16400,15600,15750,865956,380275.0,24144467.0
2012-01-13,15700,16200,15600,15750,559842,380275.0,24144467.0
2012-01-16,15650,18100,15650,16900,4277783,408041.0,24144467.0
2012-01-17,16950,17000,16100,16200,1222288,391140.0,24144467.0
2012-01-18,16350,16850,15900,16000,1060058,386311.0,24144467.0
