파워로직스(047310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-12-30,22693,23281,22399,23280,183788,255033.0,8045200.0
2004-01-02,23171,23244,22253,23133,127702,253424.0,8045200.0
2004-01-05,23134,23134,21665,21922,250964,240149.0,8045200.0
2004-01-06,22032,22106,21188,21775,233040,238540.0,8045200.0
2004-01-07,21481,22216,21408,21738,267576,238138.0,8045200.0
2004-01-08,21849,22363,21665,21665,208853,237333.0,8045200.0
2004-01-09,21849,22253,21665,21995,203200,240954.0,8045200.0
2004-01-12,22289,22289,21592,21665,149655,237333.0,8045200.0
2004-01-13,21739,22363,21702,22032,161894,241356.0,8045200.0
2004-01-14,22253,22767,22253,22693,278073,248597.0,8045200.0
2004-01-15,22840,23428,22473,22472,308830,246183.0,8045200.0
2004-01-16,22546,23060,22289,22289,156566,244172.0,8045200.0
2004-01-19,22546,22914,22326,22619,98579,247792.0,8045200.0
2004-01-20,22620,23281,22069,23280,92152,255033.0,8045200.0
2004-01-26,23060,23611,22693,23023,138039,252217.0,8045200.0
2004-01-27,23391,23428,22363,22472,113225,246183.0,8045200.0
2004-01-28,22289,22767,21592,21665,206112,237333.0,8045200.0
2004-01-29,21665,22326,21592,22105,107679,242161.0,8045200.0
2004-01-30,22142,22216,21665,21738,91974,238138.0,8045200.0
2004-02-02,21555,22363,21518,22362,72265,244976.0,8045200.0
2004-02-03,22363,22510,21518,21665,96815,237333.0,8045200.0
2004-02-04,21812,21922,21261,21334,49092,234410.0,8069200.0
2004-02-05,21224,21628,20637,20710,120692,227551.0,8069200.0
2004-02-06,20710,21518,20710,21518,120664,236428.0,8069200.0
2004-02-09,21739,22289,21739,22032,128740,242076.0,8069200.0
2004-02-10,22069,22399,21812,22289,128493,244900.0,8069200.0
2004-02-11,22216,22767,21959,22399,145391,246111.0,8069200.0
2004-02-12,22693,22914,21959,21958,100255,241269.0,8069200.0
2004-02-13,22032,22216,21628,22105,114721,242883.0,8069200.0
2004-02-16,22179,22399,21775,21958,115430,241269.0,8069200.0
2004-02-17,22546,22767,22289,22693,179143,249338.0,8069200.0
2004-02-18,22693,23097,22473,23023,195841,252969.0,8069200.0
2004-02-19,23207,23207,22106,22179,116297,243690.0,8069200.0
2004-02-20,21812,22693,21812,22693,71634,249338.0,8069200.0
2004-02-23,22436,22914,22179,22619,58214,248531.0,8069200.0
2004-02-24,22436,22840,19976,19975,324313,219482.0,8069200.0
2004-02-25,18874,20013,17626,18837,597612,206975.0,8069200.0
2004-02-26,18874,19021,17663,18066,273706,198502.0,8069200.0
2004-02-27,17920,18874,17479,18874,158337,207378.0,8069200.0
2004-03-02,18507,18691,17846,18323,327706,201327.0,8069200.0
2004-03-03,18066,18250,16781,17038,502849,187205.0,8069200.0
2004-03-04,17259,18030,17112,17699,576240,194468.0,8069200.0
2004-03-05,17809,18581,17479,18360,315437,201730.0,8069200.0
2004-03-08,18360,18654,17699,17809,191211,195678.0,8069200.0
2004-03-09,17663,18213,17663,17846,230641,196082.0,8069200.0
2004-03-10,18038,18231,17692,18153,140933,190433.0,8069200.0
2004-03-11,18077,18846,17846,18769,122191,196888.0,8069200.0
2004-03-12,18385,18769,16538,18461,201180,193661.0,8069200.0
2004-03-15,18462,18923,18115,18846,69629,197695.0,8069200.0
2004-03-16,18615,18846,18385,18384,75616,192854.0,8069200.0
2004-03-17,18462,19308,18462,18692,253312,196082.0,8069200.0
2004-03-18,18923,19308,18769,19307,166965,202537.0,8069200.0
2004-03-19,19462,19500,19000,19384,122531,203344.0,8069200.0
2004-03-22,19154,19462,18769,19000,69455,199309.0,8069200.0
2004-03-23,18615,18846,18538,18615,54424,195275.0,8069200.0
2004-03-24,18462,18731,18346,18538,82599,194468.0,8069200.0
2004-03-25,18308,18692,17885,18000,81512,188819.0,8069200.0
2004-03-26,18269,18462,17769,18000,67632,188819.0,8069200.0
2004-03-29,17923,18808,17923,18692,116943,196082.0,8069200.0
2004-03-30,19038,19154,18731,18923,84322,198502.0,8069200.0
2004-03-31,19231,19923,18615,19923,109308,208992.0,8069200.0
2004-04-01,19385,19769,19269,19615,77173,205765.0,8069200.0
2004-04-02,19846,19846,18962,19461,135421,204151.0,8069200.0
2004-04-06,19462,19846,19154,19538,221866,204958.0,8069200.0
2004-04-07,19808,21077,19769,20538,334920,215448.0,8069200.0
2004-04-08,20846,21308,20538,20615,294174,216255.0,8069200.0
2004-04-09,20654,20769,20154,20576,91070,215851.0,8069200.0
2004-04-12,20308,20731,20308,20384,105854,213834.0,8069200.0
2004-04-13,20385,20654,19654,20230,123451,212220.0,8069200.0
2004-04-14,19846,20154,19731,19923,80552,208992.0,8069200.0
2004-04-16,20154,21000,20000,20730,236474,217465.0,8069200.0
2004-04-19,21000,21000,20346,20769,75008,217868.0,8069200.0
2004-04-20,20769,21038,20462,20923,104082,219482.0,8069200.0
2004-04-21,20923,21962,20769,21153,359075,221903.0,8069200.0
2004-04-22,21308,22423,21269,21846,203503,229165.0,8069200.0
2004-04-23,22308,23192,22077,23000,345069,241269.0,8069200.0
2004-04-26,24400,25750,23800,24400,397124,196888.0,8069200.0
2004-04-27,24400,24500,23150,23500,185758,189626.0,8069200.0
2004-04-28,23200,23350,21950,23300,195593,188012.0,8069200.0
2004-04-29,22100,23000,20550,22050,351581,177926.0,8069200.0
2004-04-30,21150,21900,21050,21550,99118,173891.0,8069200.0
2004-05-03,21150,21850,21150,21300,91589,171874.0,8069200.0
2004-05-04,21400,23400,21400,23000,295122,185592.0,8069200.0
2004-05-06,23400,23600,21500,21600,274381,174295.0,8069200.0
2004-05-07,21150,21300,19800,21200,249250,212000.0,10000000.0
2004-05-10,20400,21150,18700,18700,399781,187000.0,10000000.0
2004-05-11,17800,19100,17600,18150,287845,181500.0,10000000.0
2004-05-12,18500,19200,18400,18950,382806,189500.0,10000000.0
2004-05-13,18700,19250,18350,18500,202926,185000.0,10000000.0
2004-05-14,18850,19100,16450,16900,273925,169000.0,10000000.0
2004-05-17,16650,17250,14900,14900,375558,193700.0,13000000.0
2004-05-18,14500,15400,13900,15400,489501,200200.0,13000000.0
2004-05-19,15600,17200,15600,16400,700205,213200.0,13000000.0
2004-05-20,16050,16700,15300,16050,447624,208650.0,13000000.0
2004-05-21,16400,17000,16100,16350,388664,212550.0,13000000.0
2004-05-24,16800,16850,16000,16500,440945,214500.0,13000000.0
2004-05-25,16100,16400,15500,15600,377385,202800.0,13000000.0
2004-05-27,16050,16250,15300,15600,797856,202800.0,13000000.0
2004-05-28,15800,16500,15550,16500,630468,214500.0,13000000.0
2004-05-31,16950,17500,16600,17000,1332097,221000.0,13000000.0
2004-06-01,17000,17150,16450,17000,604035,221000.0,13000000.0
2004-06-02,17000,17750,16850,17350,713670,225550.0,13000000.0
2004-06-03,17700,18150,16200,16300,1131237,211900.0,13000000.0
2004-06-04,16500,17500,16250,17450,674952,226850.0,13000000.0
2004-06-07,17750,18150,17600,17800,507220,231400.0,13000000.0
2004-06-08,17850,18000,17250,17300,468780,224900.0,13000000.0
2004-06-09,17550,17650,17200,17500,442531,227500.0,13000000.0
2004-06-10,17100,17400,16650,17350,242620,225550.0,13000000.0
2004-06-11,17250,17500,16200,16200,287798,210600.0,13000000.0
2004-06-14,15500,16050,14300,14750,392235,191750.0,13000000.0
2004-06-15,14850,15500,14400,15500,454318,201500.0,13000000.0
2004-06-16,15100,15300,14350,14450,989523,187850.0,13000000.0
2004-06-17,14100,14450,13650,14100,463988,183300.0,13000000.0
2004-06-18,14250,14600,13700,13700,519237,178100.0,13000000.0
2004-06-21,13700,14300,13700,13850,386233,180050.0,13000000.0
2004-06-22,13850,13900,13050,13650,296148,177450.0,13000000.0
2004-06-23,13700,14050,13250,13250,243235,172250.0,13000000.0
2004-06-24,13600,13750,13300,13500,368266,175500.0,13000000.0
2004-06-25,13500,14350,13400,14250,642619,185250.0,13000000.0
2004-06-28,14400,14600,14150,14450,313424,187850.0,13000000.0
2004-06-29,14300,15400,14100,15200,691678,197600.0,13000000.0
2004-06-30,15300,17000,15250,16750,951666,217750.0,13000000.0
2004-07-01,16900,17350,16200,16700,484183,217100.0,13000000.0
2004-07-02,16200,16400,15650,15700,347356,204100.0,13000000.0
2004-07-05,15800,16350,15500,16300,260144,211900.0,13000000.0
2004-07-06,16250,16700,14850,15500,597540,201500.0,13000000.0
2004-07-07,14700,15250,14500,14950,251865,194350.0,13000000.0
2004-07-08,15000,15200,14050,14050,305220,182650.0,13000000.0
2004-07-09,14000,14650,14000,14550,180210,189150.0,13000000.0
2004-07-12,14700,14900,14200,14200,160119,184600.0,13000000.0
2004-07-13,14250,14600,14000,14600,283285,189800.0,13000000.0
2004-07-14,14450,14700,13950,14000,174156,182000.0,13000000.0
2004-07-15,14000,14150,12600,13850,281856,180050.0,13000000.0
2004-07-16,13450,13900,13000,13500,223565,175500.0,13000000.0
2004-07-19,13250,13350,13000,13300,289002,174077.0,13088500.0
2004-07-20,13100,13200,12500,12850,380754,168187.0,13088500.0
2004-07-21,13050,13250,12850,12900,260024,168842.0,13088500.0
2004-07-22,12450,12500,11900,12000,463704,157062.0,13088500.0
2004-07-23,12200,12600,12000,12000,352437,157062.0,13088500.0
2004-07-26,11550,11850,11350,11400,225337,149209.0,13088500.0
2004-07-27,11300,11450,10450,11100,795980,145282.0,13088500.0
2004-07-28,11300,12150,11200,11800,813797,154444.0,13088500.0
2004-07-29,11900,12100,10700,11300,372610,147900.0,13088500.0
2004-07-30,11550,12150,11450,11550,425737,151172.0,13088500.0
2004-08-02,11800,12150,11700,12000,401267,157062.0,13088500.0
2004-08-03,12100,12250,11650,12200,266628,159680.0,13088500.0
2004-08-04,12000,12000,11350,11650,254409,152481.0,13088500.0
2004-08-05,11900,12750,11850,12500,586114,163606.0,13088500.0
2004-08-06,11950,12150,11750,12000,344974,157062.0,13088500.0
2004-08-09,11700,12250,11550,12100,329810,158371.0,13088500.0
2004-08-10,12200,12850,12000,12750,523319,166878.0,13088500.0
2004-08-11,12800,12900,12350,12800,349120,167533.0,13088500.0
2004-08-12,12700,13150,12600,13050,399313,170805.0,13088500.0
2004-08-13,12850,13200,12750,12950,257771,169496.0,13088500.0
2004-08-16,12800,13400,12400,12700,494285,166224.0,13088500.0
2004-08-17,13000,13100,12650,12650,285644,165570.0,13088500.0
2004-08-18,12750,12800,12550,12600,108702,164915.0,13088500.0
2004-08-19,12900,13450,12900,13250,518662,173423.0,13088500.0
2004-08-20,13250,13400,13050,13150,190047,172114.0,13088500.0
2004-08-23,13500,13800,13150,13800,242081,180621.0,13088500.0
2004-08-24,13900,13900,13550,13850,251654,181276.0,13088500.0
2004-08-25,13850,14000,13600,13850,191029,181276.0,13088500.0
2004-08-26,14150,14300,13650,13650,282605,178658.0,13088500.0
2004-08-27,13500,13700,12150,12400,650553,162297.0,13088500.0
2004-08-30,12000,12150,11650,11900,500708,155753.0,13088500.0
2004-08-31,12100,12350,12000,12100,368440,158371.0,13088500.0
2004-09-01,12100,12450,12100,12150,361299,159025.0,13088500.0
2004-09-02,12200,12400,11650,11700,606184,153135.0,13088500.0
2004-09-03,11800,11850,11200,11650,415924,152481.0,13088500.0
2004-09-06,12050,12400,11950,12000,495413,157062.0,13088500.0
2004-09-07,11950,12250,11750,12050,322064,157716.0,13088500.0
2004-09-08,12100,12300,12050,12050,347935,157716.0,13088500.0
2004-09-09,12050,12650,11900,12450,313164,162952.0,13088500.0
2004-09-10,12650,13900,12500,13900,1216992,181930.0,13088500.0
2004-09-13,14250,14250,13400,13650,979435,178658.0,13088500.0
2004-09-14,13400,13450,12850,12950,780493,169496.0,13088500.0
2004-09-15,13100,13250,12500,12750,463865,166878.0,13088500.0
2004-09-16,12750,13200,12600,12950,398202,169496.0,13088500.0
2004-09-17,13200,13400,12800,12950,401709,169496.0,13088500.0
2004-09-20,13100,14500,13050,14000,1136880,183239.0,13088500.0
2004-09-21,14200,14650,13900,14250,450924,186511.0,13088500.0
2004-09-22,14500,14600,13100,13300,381148,174077.0,13088500.0
2004-09-23,13050,13200,12600,13000,378019,170150.0,13088500.0
2004-09-24,13000,13300,12900,13200,298386,172768.0,13088500.0
2004-09-30,13200,13350,12800,13350,349542,174731.0,13088500.0
2004-10-01,13200,13400,13000,13050,359161,170805.0,13088500.0
2004-10-04,13200,13550,13050,13500,506173,176695.0,13088500.0
2004-10-05,13550,13550,12900,13000,433523,171814.0,13216500.0
2004-10-06,13050,13100,12400,12450,554457,164545.0,13216500.0
2004-10-07,12550,12700,11950,12000,488913,158598.0,13216500.0
2004-10-08,11750,12450,11750,12250,445816,161902.0,13216500.0
2004-10-11,12000,12300,12000,12050,265833,159259.0,13216500.0
2004-10-12,12150,12400,12100,12150,459686,160580.0,13216500.0
2004-10-13,12400,12500,10950,11150,977159,147364.0,13216500.0
2004-10-14,11150,11300,10700,10800,642360,140324.0,12992926.0
2004-10-15,11000,11550,10800,11200,879300,145521.0,12992926.0
2004-10-18,11200,11550,11100,11400,465577,148119.0,12992926.0
2004-10-19,11700,12500,11650,12100,890451,157214.0,12992926.0
2004-10-20,12000,12100,11350,11550,338528,150068.0,12992926.0
2004-10-21,11700,11850,11300,11500,325134,149419.0,12992926.0
2004-10-22,11500,11700,11000,11300,312995,146820.0,12992926.0
2004-10-25,11000,11100,10850,10900,155104,141623.0,12992926.0
2004-10-26,10900,11150,10900,11000,172246,142922.0,12992926.0
2004-10-27,11050,11250,10650,10850,351720,140973.0,12992926.0
2004-10-28,10900,11100,10100,10700,669015,139024.0,12992926.0
2004-10-29,10850,11050,10650,10800,262120,140324.0,12992926.0
2004-11-01,10800,10950,10600,10600,155268,137725.0,12992926.0
2004-11-02,10800,11150,10800,11050,313184,143572.0,12992926.0
2004-11-03,11150,11250,10750,11100,284355,144221.0,12992926.0
2004-11-04,11400,11550,11050,11100,516703,144221.0,12992926.0
2004-11-05,11450,11950,11350,11700,676078,152017.0,12992926.0
2004-11-08,11750,11950,11300,11500,279625,149419.0,12992926.0
2004-11-09,11500,11550,10950,10950,286615,142273.0,12992926.0
2004-11-10,11000,11200,10900,11200,183374,145521.0,12992926.0
2004-11-11,11050,11250,10950,11000,168915,142922.0,12992926.0
2004-11-12,11000,11700,11000,11550,337582,150068.0,12992926.0
2004-11-15,11750,12400,11550,12300,690193,159813.0,12992926.0
2004-11-16,12500,12500,11950,12400,354948,161112.0,12992926.0
2004-11-17,12400,12700,12300,12450,305139,161762.0,12992926.0
2004-11-18,12600,12600,11850,11950,255042,155265.0,12992926.0
2004-11-19,11900,12100,11550,11700,327109,152017.0,12992926.0
2004-11-22,11400,11800,11350,11450,234769,148769.0,12992926.0
2004-11-23,11650,11750,11400,11500,203943,149419.0,12992926.0
2004-11-24,11400,11700,11400,11700,210135,152017.0,12992926.0
2004-11-25,11750,11800,11500,11550,269873,150068.0,12992926.0
2004-11-26,11650,11700,10850,10900,798514,141623.0,12992926.0
2004-11-29,10850,11100,10700,10900,280844,141623.0,12992926.0
2004-11-30,11000,11000,10700,10850,316416,140973.0,12992926.0
2004-12-01,10750,11450,10750,11350,483526,147470.0,12992926.0
2004-12-02,11650,11650,11200,11250,349631,146170.0,12992926.0
2004-12-03,11300,11450,10900,11150,292499,144871.0,12992926.0
2004-12-06,11000,11100,10850,10900,177111,141623.0,12992926.0
2004-12-07,10750,10950,10500,10550,322577,137075.0,12992926.0
2004-12-08,10400,10650,10350,10600,203460,137725.0,12992926.0
2004-12-09,10500,10900,10500,10750,251407,139674.0,12992926.0
2004-12-10,10800,11300,10800,10900,421910,141623.0,12992926.0
2004-12-13,10950,11100,10750,10750,242106,139674.0,12992926.0
2004-12-14,10900,11200,10800,11050,302773,143572.0,12992926.0
2004-12-15,11000,11250,10900,10950,346370,142273.0,12992926.0
2004-12-16,11000,11000,10550,10850,353394,140973.0,12992926.0
2004-12-17,11000,11250,10900,11100,364694,144221.0,12992926.0
2004-12-20,11150,11350,11050,11250,259100,146170.0,12992926.0
2004-12-21,11300,11350,11050,11200,240682,145521.0,12992926.0
2004-12-22,11400,11500,11000,11000,333058,142922.0,12992926.0
2004-12-23,11000,11000,10700,10750,188520,139674.0,12992926.0
2004-12-24,10700,10900,10650,10800,138757,140324.0,12992926.0
2004-12-27,10750,10900,10500,10500,194577,136426.0,12992926.0
2004-12-28,10500,10600,10250,10300,200626,133827.0,12992926.0
2004-12-29,10450,10600,10350,10600,166635,137725.0,12992926.0
2004-12-30,10500,10800,10500,10800,185863,140324.0,12992926.0
2005-01-03,10850,11000,10650,10950,256731,142273.0,12992926.0
2005-01-04,10900,11000,10700,10800,189535,140324.0,12992926.0
2005-01-05,10800,12050,10800,12050,1414602,156565.0,12992926.0
2005-01-06,12400,12900,11800,12400,1332037,161112.0,12992926.0
2005-01-07,12650,12950,12200,12600,452583,163711.0,12992926.0
2005-01-10,12800,13450,12650,13450,1510340,174755.0,12992926.0
2005-01-11,13200,13600,12800,13450,794441,174755.0,12992926.0
2005-01-12,13250,13400,12650,13250,491908,172156.0,12992926.0
2005-01-13,13200,13450,12950,13100,439269,170207.0,12992926.0
2005-01-14,12850,13800,12850,13000,762692,168908.0,12992926.0
2005-01-17,13500,14550,13400,14550,1572311,189047.0,12992926.0
2005-01-18,14850,14850,13900,14500,672548,188397.0,12992926.0
2005-01-19,14850,15700,14350,15150,1257469,196843.0,12992926.0
2005-01-20,14850,15000,14050,14600,614840,189697.0,12992926.0
2005-01-21,14400,15100,14200,14950,830303,194244.0,12992926.0
2005-01-24,15200,15950,14500,15000,1548463,194894.0,12992926.0
2005-01-25,15000,15000,13750,13850,923260,179952.0,12992926.0
2005-01-26,13900,14250,13650,13700,729730,178003.0,12992926.0
2005-01-27,13950,14100,13400,13450,540995,174755.0,12992926.0
2005-01-28,13550,14000,13500,13900,391733,180602.0,12992926.0
2005-01-31,13750,14400,13750,14200,453877,184500.0,12992926.0
2005-02-01,14350,14400,13900,14000,246504,181901.0,12992926.0
2005-02-02,14150,14500,13950,14400,336109,187098.0,12992926.0
2005-02-03,14300,14550,14200,14300,277464,185799.0,12992926.0
2005-02-04,14450,15000,14450,14950,738310,194244.0,12992926.0
2005-02-07,15300,15400,15000,15400,467786,200091.0,12992926.0
2005-02-11,15200,15400,14900,15400,264463,200091.0,12992926.0
2005-02-14,15500,15700,15050,15100,597534,196193.0,12992926.0
2005-02-15,15350,15600,14600,14700,899281,190996.0,12992926.0
2005-02-16,14800,14950,14200,14800,574045,192295.0,12992926.0
2005-02-17,14700,14950,14400,14400,389704,187098.0,12992926.0
2005-02-18,14050,14300,13900,14200,471054,184500.0,12992926.0
2005-02-21,14250,14400,13750,13850,587440,179952.0,12992926.0
2005-02-22,13850,14100,13550,13650,478112,177353.0,12992926.0
2005-02-23,13250,13450,13200,13300,321418,172806.0,12992926.0
2005-02-24,13300,14300,13300,14200,609818,184500.0,12992926.0
2005-02-25,14200,14550,13950,14050,326683,182551.0,12992926.0
2005-02-28,14200,14400,13500,13750,473541,178653.0,12992926.0
2005-03-02,13750,13950,13500,13550,454174,176054.0,12992926.0
2005-03-03,13550,13700,13050,13450,442341,174755.0,12992926.0
2005-03-04,13500,14100,13500,13850,543351,179952.0,12992926.0
2005-03-07,14100,14500,13950,14500,827062,188397.0,12992926.0
2005-03-08,14750,14750,13550,14000,570641,181901.0,12992926.0
2005-03-09,13750,14100,13500,13800,515793,179302.0,12992926.0
2005-03-10,13550,13750,13300,13350,775261,173456.0,12992926.0
2005-03-11,13500,13950,13500,13800,509335,179302.0,12992926.0
2005-03-14,14100,14250,13800,13800,516625,179302.0,12992926.0
2005-03-15,13850,13950,13250,13300,483177,172806.0,12992926.0
2005-03-16,13700,14050,13300,13900,568476,180602.0,12992926.0
2005-03-17,13700,14150,13600,13650,382959,177353.0,12992926.0
2005-03-18,13900,14300,13800,14100,561321,183200.0,12992926.0
2005-03-21,14300,14450,13900,14100,531277,183200.0,12992926.0
2005-03-22,14150,14200,13800,14000,347425,181901.0,12992926.0
2005-03-23,13850,14350,13500,13600,651431,176704.0,12992926.0
2005-03-24,13700,13800,12550,12900,643099,167609.0,12992926.0
2005-03-25,13000,13350,12750,13350,294671,173456.0,12992926.0
2005-03-28,13500,13850,13500,13500,346693,175405.0,12992926.0
2005-03-29,13600,13750,13350,13600,263424,176704.0,12992926.0
2005-03-30,13700,13700,13350,13500,169939,175405.0,12992926.0
2005-03-31,13750,13850,13300,13700,342133,178003.0,12992926.0
2005-04-01,13450,14100,13450,14100,469508,183200.0,12992926.0
2005-04-04,14000,14150,13850,13900,211476,180602.0,12992926.0
2005-04-06,14000,14100,13600,13800,284374,179302.0,12992926.0
2005-04-07,13750,14050,13650,13950,280139,181251.0,12992926.0
2005-04-08,14200,14450,13900,13900,541864,180852.0,13010926.0
