상신전자(263810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-04,5890,6080,5610,6000,239745,56984.0,9497283.0
2019-07-05,5960,6020,5770,5840,88198,55464.0,9497283.0
2019-07-08,5840,5840,5500,5510,86538,52330.0,9497283.0
2019-07-09,5460,5730,5410,5500,45223,52235.0,9497283.0
2019-07-10,5510,5680,5470,5660,28884,53755.0,9497283.0
2019-07-11,5650,5910,5650,5910,83488,56129.0,9497283.0
2019-07-12,5920,5920,5700,5810,53397,55179.0,9497283.0
2019-07-15,5750,5820,5620,5740,50952,54514.0,9497283.0
2019-07-16,5710,5900,5620,5850,104417,55559.0,9497283.0
2019-07-17,5780,5800,5660,5730,40628,54419.0,9497283.0
2019-07-18,5730,5730,5630,5710,33285,54229.0,9497283.0
2019-07-19,5650,5730,5560,5710,36069,54229.0,9497283.0
2019-07-22,5720,5970,5700,5930,106843,56319.0,9497283.0
2019-07-23,5930,6100,5760,5870,164107,55749.0,9497283.0
2019-07-24,5870,5930,5690,5690,59231,54040.0,9497283.0
2019-07-25,5660,5740,5510,5510,50801,52330.0,9497283.0
2019-07-26,5450,5550,5320,5430,45825,51570.0,9497283.0
2019-07-29,5350,5450,5160,5160,58951,49006.0,9497283.0
2019-07-30,5160,5280,5140,5220,37828,49576.0,9497283.0
2019-07-31,5140,5240,5010,5230,42809,49671.0,9497283.0
2019-08-01,5230,5250,5040,5190,27209,49291.0,9497283.0
2019-08-02,5160,5160,4990,5110,29476,48531.0,9497283.0
2019-08-05,5000,5110,4625,4770,85446,45302.0,9497283.0
2019-08-06,4420,4745,4375,4490,95302,42643.0,9497283.0
2019-08-07,4400,4800,4400,4505,34683,42785.0,9497283.0
2019-08-08,4540,4720,4490,4700,49796,44637.0,9497283.0
2019-08-09,4670,4880,4670,4770,31610,45302.0,9497283.0
2019-08-12,4685,4805,4665,4780,52148,45397.0,9497283.0
2019-08-13,4755,4755,4675,4740,22022,45017.0,9497283.0
2019-08-14,4740,4780,4670,4750,26130,45112.0,9497283.0
2019-08-16,4695,4875,4630,4865,78473,46204.0,9497283.0
2019-08-19,4930,4960,4775,4840,44909,45967.0,9497283.0
2019-08-20,4890,4900,4795,4880,36721,46347.0,9497283.0
2019-08-21,4995,5000,4815,5000,106029,47486.0,9497283.0
2019-08-22,5300,5600,4985,5060,448792,48056.0,9497283.0
2019-08-23,4970,5060,4920,4935,28959,46869.0,9497283.0
2019-08-26,4800,4885,4700,4725,26356,44875.0,9497283.0
2019-08-27,4730,4860,4710,4765,25067,45255.0,9497283.0
2019-08-28,4765,4805,4720,4800,14577,45587.0,9497283.0
2019-08-29,4820,4850,4730,4800,23425,45587.0,9497283.0
2019-08-30,4800,4970,4800,4835,26197,45919.0,9497283.0
2019-09-02,4830,4950,4780,4875,26288,46299.0,9497283.0
2019-09-03,4855,4970,4855,4925,10385,46774.0,9497283.0
2019-09-04,4950,5010,4925,4995,22236,47439.0,9497283.0
2019-09-05,4990,5110,4935,5040,53741,47866.0,9497283.0
2019-09-06,5060,5070,4980,5050,22601,47961.0,9497283.0
2019-09-09,5060,5110,4935,5030,15526,47771.0,9497283.0
2019-09-10,5030,5060,4950,5040,24014,47866.0,9497283.0
2019-09-11,5040,5080,4970,5080,16622,48246.0,9497283.0
2019-09-16,5050,5120,5030,5080,15999,48246.0,9497283.0
2019-09-17,5100,5100,4990,5060,32982,48056.0,9497283.0
2019-09-18,5000,5080,4950,5040,24897,47866.0,9497283.0
2019-09-19,4985,5240,4985,5200,76843,49386.0,9497283.0
2019-09-20,5240,5240,5050,5130,30838,48721.0,9497283.0
2019-09-23,5130,5130,4995,5000,20762,47486.0,9497283.0
2019-09-24,4965,5050,4965,4985,11077,47344.0,9497283.0
2019-09-25,5030,5030,4800,4800,37613,45587.0,9497283.0
2019-09-26,4805,4950,4715,4750,66840,45112.0,9497283.0
2019-09-27,4755,4810,4690,4760,30199,45207.0,9497283.0
2019-09-30,4760,4760,4660,4720,21354,44827.0,9497283.0
2019-10-01,4680,4770,4680,4750,20418,45112.0,9497283.0
2019-10-02,4790,4790,4690,4760,15293,45207.0,9497283.0
2019-10-04,4755,4760,4600,4695,26113,44590.0,9497283.0
2019-10-07,4650,5470,4625,5040,642653,47866.0,9497283.0
