멕아이씨에스(058110),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-04-20,8020,8030,7790,7890,158738,42302.0,5361500.0
2016-04-21,8040,8760,7990,8290,743535,44447.0,5361500.0
2016-04-22,8290,8450,8110,8270,159097,44340.0,5361500.0
2016-04-25,8260,8800,8200,8660,331429,46431.0,5361500.0
2016-04-26,8730,9120,8480,8500,288276,45573.0,5361500.0
2016-04-27,8660,8700,8330,8330,137504,44661.0,5361500.0
2016-04-28,8410,8470,8080,8220,106235,44072.0,5361500.0
2016-04-29,8220,8340,7970,8300,100394,44500.0,5361500.0
2016-05-02,8260,8330,8050,8050,56589,43160.0,5361500.0
2016-05-03,8100,8390,8070,8120,95147,43535.0,5361500.0
2016-05-04,8100,8100,7730,7750,86652,41552.0,5361500.0
2016-05-09,7780,7780,7420,7420,67158,39782.0,5361500.0
2016-05-10,7350,7660,7340,7530,86108,40372.0,5361500.0
2016-05-11,7670,7780,7520,7570,46250,40587.0,5361500.0
2016-05-12,7510,7660,7440,7570,33716,40587.0,5361500.0
2016-05-13,7690,7900,7470,7470,48062,40050.0,5361500.0
2016-05-16,7560,7560,7340,7400,31552,39675.0,5361500.0
2016-05-17,7300,7330,7080,7080,57696,37959.0,5361500.0
2016-05-18,7010,7250,6900,6900,64544,36994.0,5361500.0
2016-05-19,6790,6950,6600,6930,107008,37155.0,5361500.0
2016-05-20,7020,7150,6840,7010,39331,37584.0,5361500.0
2016-05-23,6970,7260,6680,7230,40458,38764.0,5361500.0
2016-05-24,7300,7300,7020,7090,36932,38013.0,5361500.0
2016-05-25,7100,7160,6800,6890,86979,36941.0,5361500.0
2016-05-26,6800,6940,6640,6650,87749,35654.0,5361500.0
2016-05-27,6670,6880,6650,6860,47415,36780.0,5361500.0
2016-05-30,6750,6830,6680,6740,45343,36137.0,5361500.0
2016-05-31,6750,7160,6710,7030,102761,37691.0,5361500.0
2016-06-01,7170,7170,6970,7120,44128,38174.0,5361500.0
2016-06-02,7180,7380,7030,7270,75216,38978.0,5361500.0
2016-06-03,7300,7630,7210,7600,108141,40747.0,5361500.0
2016-06-07,7700,8040,7700,7790,173363,41766.0,5361500.0
2016-06-08,7840,7950,7700,7950,58080,42624.0,5361500.0
2016-06-09,7900,8000,7810,7920,79224,42463.0,5361500.0
2016-06-10,7920,7950,7770,7830,67312,41981.0,5361500.0
2016-06-13,7700,7780,7610,7640,46386,40962.0,5361500.0
2016-06-14,7750,7750,7350,7350,43450,39407.0,5361500.0
2016-06-15,7350,8250,7270,7800,99264,41820.0,5361500.0
2016-06-16,7880,7880,7450,7770,70004,41659.0,5361500.0
2016-06-17,7840,8870,7760,8200,470902,43964.0,5361500.0
2016-06-20,8200,8410,8070,8250,63070,44232.0,5361500.0
2016-06-21,8410,8410,8100,8200,52752,43964.0,5361500.0
2016-06-22,8150,8300,8000,8020,29955,42999.0,5361500.0
2016-06-23,7810,7980,7730,7910,39836,42409.0,5361500.0
2016-06-24,7970,7990,6940,7160,141816,38388.0,5361500.0
2016-06-27,6910,7340,6910,7230,45235,38764.0,5361500.0
2016-06-28,7190,7440,7090,7290,30244,39085.0,5361500.0
2016-06-29,7350,7680,7340,7610,24349,40801.0,5361500.0
2016-06-30,7610,7670,7530,7550,28950,40479.0,5361500.0
2016-07-01,7550,7710,7480,7710,91984,41337.0,5361500.0
2016-07-04,8140,8950,7690,7730,963435,41444.0,5361500.0
2016-07-05,7730,8300,7660,8210,178987,44018.0,5361500.0
2016-07-06,8210,8410,8110,8350,153110,44769.0,5361500.0
2016-07-07,8510,8680,8330,8410,382242,45090.0,5361500.0
2016-07-08,8430,8620,8290,8440,210172,45251.0,5361500.0
2016-07-11,8440,8580,8280,8450,192027,45305.0,5361500.0
2016-07-12,8450,8550,7770,8100,299090,43428.0,5361500.0
2016-07-13,7880,8190,7880,8110,85598,43482.0,5361500.0
2016-07-14,8240,8240,7660,7750,159379,41552.0,5361500.0
2016-07-15,7700,8020,7600,7850,76361,42088.0,5361500.0
2016-07-18,7950,8100,7830,8100,47385,43428.0,5361500.0
2016-07-19,8500,8500,8080,8090,146721,43375.0,5361500.0
2016-07-20,7970,8140,7900,8130,63142,43589.0,5361500.0
2016-07-21,8130,8210,7910,7980,46632,42785.0,5361500.0
2016-07-22,8030,8050,7500,7840,64333,42034.0,5361500.0
2016-07-25,7870,7900,7710,7800,27355,41820.0,5361500.0
2016-07-26,7710,8100,7690,7950,45376,42624.0,5361500.0
2016-07-27,8050,8100,7830,7940,59606,42570.0,5361500.0
2016-07-28,7940,8030,7820,7860,34808,42141.0,5361500.0
2016-07-29,7870,8060,7850,7990,60184,42838.0,5361500.0
2016-08-01,7990,8170,7710,7860,84681,42141.0,5361500.0
2016-08-02,7840,7880,7700,7780,29781,41712.0,5361500.0
2016-08-03,7760,7780,7650,7650,28456,41015.0,5361500.0
2016-08-04,7640,7940,7640,7840,33909,42034.0,5361500.0
2016-08-05,7840,7940,7610,7700,41058,41284.0,5361500.0
2016-08-08,7700,7790,7550,7600,41221,40747.0,5361500.0
2016-08-09,7600,7680,7310,7390,63217,39621.0,5361500.0
2016-08-10,7440,7540,7320,7500,40887,40211.0,5361500.0
2016-08-11,7500,7500,7230,7310,75416,39193.0,5361500.0
2016-08-12,7310,7420,7250,7350,28276,39407.0,5361500.0
2016-08-16,7370,7370,7150,7150,33654,38335.0,5361500.0
2016-08-17,7210,7220,7000,7100,41489,38067.0,5361500.0
2016-08-18,7010,7250,7010,7080,19181,37959.0,5361500.0
2016-08-19,7100,7190,7020,7070,16204,37906.0,5361500.0
2016-08-22,6970,7230,6970,7060,18753,37852.0,5361500.0
2016-08-23,7070,7210,6980,7050,39747,37799.0,5361500.0
2016-08-24,7050,7090,6940,6980,37412,37423.0,5361500.0
2016-08-25,7000,7040,6800,6800,42950,36458.0,5361500.0
2016-08-26,6810,6900,6770,6830,18445,36619.0,5361500.0
2016-08-29,6830,6830,6590,6630,38543,35547.0,5361500.0
2016-08-30,6740,6740,6440,6460,45864,34635.0,5361500.0
2016-08-31,6490,6650,6450,6560,15425,35171.0,5361500.0
2016-09-01,6590,6760,6520,6730,33898,36083.0,5361500.0
2016-09-02,6720,6720,6610,6680,11656,35815.0,5361500.0
2016-09-05,6700,6720,6530,6550,41500,35118.0,5361500.0
2016-09-06,6500,6600,6470,6600,23194,35386.0,5361500.0
2016-09-07,6550,6710,6480,6490,19330,34796.0,5361500.0
2016-09-08,6490,6580,6110,6190,69031,33188.0,5361500.0
2016-09-09,6110,6280,6050,6070,30315,32544.0,5361500.0
2016-09-12,6000,6000,5730,5760,56733,30882.0,5361500.0
2016-09-13,5800,5930,5790,5880,15998,31526.0,5361500.0
2016-09-19,5900,6450,5900,6240,43334,33456.0,5361500.0
2016-09-20,6300,6550,6230,6380,48488,34206.0,5361500.0
2016-09-21,6350,6500,6350,6380,12925,34206.0,5361500.0
2016-09-22,6480,6480,6270,6380,6798,34206.0,5361500.0
2016-09-23,6300,6460,6300,6400,18548,34314.0,5361500.0
2016-09-26,6310,6470,6160,6230,28704,33402.0,5361500.0
2016-09-27,6340,6340,6090,6130,14598,32866.0,5361500.0
2016-09-28,6240,6250,6000,6120,31484,32812.0,5361500.0
2016-09-29,6110,6340,6050,6190,21590,33188.0,5361500.0
2016-09-30,6290,6290,6050,6130,20861,32866.0,5361500.0
2016-10-04,6220,6720,6130,6680,105846,35815.0,5361500.0
2016-10-05,6610,6790,6500,6690,41209,35868.0,5361500.0
2016-10-06,6670,6800,6500,6680,27061,35815.0,5361500.0
2016-10-07,6760,6760,6400,6490,23318,34796.0,5361500.0
2016-10-10,6600,6600,6310,6360,15450,34099.0,5361500.0
2016-10-11,6470,6470,6270,6300,21220,33777.0,5361500.0
2016-10-12,6410,6430,6310,6430,19982,34474.0,5361500.0
2016-10-13,6430,6600,6340,6400,21182,34314.0,5361500.0
2016-10-14,6350,6430,6200,6380,47295,34206.0,5361500.0
2016-10-17,6380,6380,6100,6330,33582,33938.0,5361500.0
2016-10-18,6300,6320,6200,6320,61905,33885.0,5361500.0
2016-10-19,6190,6450,6120,6160,33155,33027.0,5361500.0
2016-10-20,6180,6300,6050,6150,35477,32973.0,5361500.0
2016-10-21,6160,6160,5980,5980,26422,32062.0,5361500.0
2016-10-24,6000,6230,5940,6220,32050,33349.0,5361500.0
2016-10-25,6200,6280,6170,6240,7829,33456.0,5361500.0
2016-10-26,6240,6310,6070,6140,16791,32920.0,5361500.0
2016-10-27,6120,6420,6080,6420,69324,34421.0,5361500.0
2016-10-28,6690,6920,6370,6370,202303,34153.0,5361500.0
2016-10-31,6630,6640,5970,5980,76167,32062.0,5361500.0
2016-11-01,5980,6010,5800,5930,31482,31794.0,5361500.0
2016-11-02,5930,5930,5440,5450,85423,29220.0,5361500.0
2016-11-03,5450,5500,5070,5200,68035,27880.0,5361500.0
2016-11-04,5250,5280,5140,5150,19283,27612.0,5361500.0
2016-11-07,5180,5350,5150,5330,22149,28577.0,5361500.0
2016-11-08,5350,5380,5310,5370,6442,28791.0,5361500.0
2016-11-09,5370,5430,4900,5180,73943,27773.0,5361500.0
2016-11-10,5180,5470,5180,5390,24280,28898.0,5361500.0
2016-11-11,5350,5390,5270,5360,9638,28738.0,5361500.0
2016-11-14,5320,5530,5320,5530,6220,29649.0,5361500.0
2016-11-15,5590,5590,5350,5500,10011,29488.0,5361500.0
2016-11-16,5470,5560,5460,5470,21707,29327.0,5361500.0
2016-11-17,5470,5630,5420,5610,30755,30078.0,5361500.0
2016-11-18,5630,5650,5460,5470,19706,29327.0,5361500.0
2016-11-21,5420,5530,5350,5480,15130,29381.0,5361500.0
2016-11-22,5400,5540,5370,5370,6912,28791.0,5361500.0
2016-11-23,5360,5430,5020,5070,28803,27183.0,5361500.0
2016-11-24,5100,5160,4940,4945,16806,26513.0,5361500.0
2016-11-25,4960,5020,4850,5020,8897,26915.0,5361500.0
2016-11-28,4945,5090,4945,5030,9457,26968.0,5361500.0
2016-11-29,4970,5100,4970,5090,5371,27290.0,5361500.0
2016-11-30,5100,5240,5100,5180,3318,27773.0,5361500.0
2016-12-01,5180,5250,5050,5150,10208,27612.0,5361500.0
2016-12-02,5190,5240,4950,5010,18790,26861.0,5361500.0
2016-12-05,5010,5040,4870,4870,9974,26111.0,5361500.0
2016-12-06,4875,5070,4850,5050,10761,27076.0,5361500.0
2016-12-07,4910,4985,4600,4715,65229,25279.0,5361500.0
2016-12-08,4615,5000,4615,4850,26082,26003.0,5361500.0
2016-12-09,4855,5180,4815,5130,22916,27504.0,5361500.0
2016-12-12,5110,5240,5090,5240,13659,28094.0,5361500.0
2016-12-13,5120,5320,5120,5320,10849,28523.0,5361500.0
2016-12-14,5250,5490,4940,5380,51533,28845.0,5361500.0
2016-12-15,5350,5400,5250,5360,23273,28738.0,5361500.0
2016-12-16,5300,5440,5260,5260,8733,28201.0,5361500.0
2016-12-19,5300,5330,5180,5220,18093,27987.0,5361500.0
2016-12-20,5290,5550,5200,5530,47563,29649.0,5361500.0
2016-12-21,5530,5570,5340,5380,24837,28845.0,5361500.0
2016-12-22,5420,5430,5350,5390,1721,28898.0,5361500.0
2016-12-23,5500,6480,5410,5870,776016,31472.0,5361500.0
2016-12-26,5790,5910,5640,5650,108396,30292.0,5361500.0
2016-12-27,5650,5710,5430,5500,45067,29488.0,5361500.0
2016-12-28,5500,6570,5390,6100,748323,32705.0,5361500.0
2016-12-29,6010,6100,5900,5990,56391,32115.0,5361500.0
2017-01-02,5950,6230,5660,6070,148483,32544.0,5361500.0
2017-01-03,6020,6330,6000,6330,96306,33938.0,5361500.0
2017-01-04,6460,6840,6370,6700,200988,35922.0,5361500.0
2017-01-05,6700,6730,6500,6650,90095,35654.0,5361500.0
2017-01-06,6650,6740,6430,6500,35066,34850.0,5361500.0
2017-01-09,6500,6500,6210,6500,53901,34850.0,5361500.0
2017-01-10,6420,6540,6370,6400,19095,34314.0,5361500.0
2017-01-11,6500,6500,6300,6330,30177,33938.0,5361500.0
2017-01-12,6390,6440,6160,6260,21532,33563.0,5361500.0
2017-01-13,6210,6380,5960,6380,75459,34206.0,5361500.0
2017-01-16,6360,6430,6250,6380,15896,34206.0,5361500.0
2017-01-17,6450,6450,6210,6430,12632,34474.0,5361500.0
2017-01-18,6430,6470,6300,6370,14610,34153.0,5361500.0
2017-01-19,6420,6420,6170,6290,10726,33724.0,5361500.0
2017-01-20,6290,6290,5920,5960,42317,31955.0,5361500.0
2017-01-23,5960,6520,5960,6380,99183,34206.0,5361500.0
2017-01-24,6380,6490,6280,6360,33597,34099.0,5361500.0
2017-01-25,6480,6480,6350,6440,12332,34528.0,5361500.0
2017-01-26,6400,6970,6400,6860,155006,36780.0,5361500.0
2017-01-31,6930,6930,6750,6750,28037,36190.0,5361500.0
2017-02-01,6690,6970,6690,6900,53257,36994.0,5361500.0
2017-02-02,6960,6960,6790,6890,32213,36941.0,5361500.0
2017-02-03,6960,6960,6670,6780,34801,36351.0,5361500.0
2017-02-06,6700,6850,6500,6840,23446,36673.0,5361500.0
2017-02-07,6840,6890,6810,6870,34069,36834.0,5361500.0
2017-02-08,6820,6900,6670,6730,11938,36083.0,5361500.0
2017-02-09,6850,6850,6490,6560,23102,35171.0,5361500.0
2017-02-10,6510,6640,6170,6270,46288,33617.0,5361500.0
2017-02-13,6210,6450,6140,6290,39758,33724.0,5361500.0
2017-02-14,6480,6480,6160,6300,35904,33777.0,5361500.0
2017-02-15,6360,6390,6130,6240,28921,33456.0,5361500.0
2017-02-16,6340,7200,6190,6800,225159,36458.0,5361500.0
2017-02-17,6800,7160,6780,6980,499416,37423.0,5361500.0
2017-02-20,6980,7130,6880,7130,124181,38227.0,5361500.0
2017-02-21,7060,7130,6820,6900,121567,36994.0,5361500.0
2017-02-22,7000,7040,6680,6910,45065,37048.0,5361500.0
2017-02-23,6830,7170,6830,7130,83302,38227.0,5361500.0
2017-02-24,7140,7280,7050,7250,65932,38871.0,5361500.0
2017-02-27,7280,7320,7140,7220,43203,38710.0,5361500.0
2017-02-28,7150,7250,7060,7100,60101,38067.0,5361500.0
2017-03-02,7170,7170,6870,6950,43946,37262.0,5361500.0
2017-03-03,6820,6960,6690,6930,40570,37155.0,5361500.0
2017-03-06,6800,6890,6440,6630,108002,35547.0,5361500.0
2017-03-07,6630,6670,6390,6610,60643,35440.0,5361500.0
2017-03-08,6690,6690,6490,6540,21269,35064.0,5361500.0
2017-03-09,6470,6600,6280,6410,47229,34367.0,5361500.0
2017-03-10,6310,6440,5990,6430,56966,34474.0,5361500.0
2017-03-13,6430,6440,6070,6090,68936,32652.0,5361500.0
2017-03-14,6100,6130,5990,6090,29414,32652.0,5361500.0
2017-03-15,6150,6170,6050,6060,17341,32491.0,5361500.0
2017-03-16,6150,6540,6100,6470,53635,34689.0,5361500.0
2017-03-17,6470,6590,6400,6570,18405,35225.0,5361500.0
2017-03-20,6470,6560,6320,6500,14493,34850.0,5361500.0
2017-03-21,6390,6600,6100,6320,27034,33885.0,5361500.0
2017-03-22,6380,6410,6100,6180,43295,33134.0,5361500.0
2017-03-23,6240,6240,6020,6090,10446,32652.0,5361500.0
2017-03-24,5910,6210,5890,5940,42818,31847.0,5361500.0
2017-03-27,6050,6050,5700,5830,36054,31258.0,5361500.0
2017-03-28,5710,5850,5640,5850,46403,31365.0,5361500.0
2017-03-29,5920,5960,5750,5960,21616,31955.0,5361500.0
2017-03-30,6020,6080,5910,6060,16371,32491.0,5361500.0
2017-03-31,6000,6120,5800,5800,35896,31097.0,5361500.0
2017-04-03,5740,5920,5740,5800,17672,31097.0,5361500.0
2017-04-04,5900,5900,5750,5800,16116,31097.0,5361500.0
2017-04-05,5800,5850,5580,5770,30312,30936.0,5361500.0
2017-04-06,5800,5800,5650,5690,28400,30507.0,5361500.0
2017-04-07,5800,5800,5620,5660,8606,30346.0,5361500.0
2017-04-10,5740,5770,5600,5730,22754,30721.0,5361500.0
2017-04-11,5740,5930,5610,5670,13702,30400.0,5361500.0
2017-04-12,5690,5840,5560,5710,9505,30614.0,5361500.0
2017-04-13,5780,5780,5580,5670,9510,30400.0,5361500.0
2017-04-14,5660,5820,5590,5690,9986,30507.0,5361500.0
2017-04-17,5800,5840,5580,5620,20312,30132.0,5361500.0
2017-04-18,5620,5930,5620,5920,20506,31740.0,5361500.0
2017-04-19,5940,5940,5800,5930,12691,31794.0,5361500.0
2017-04-20,5950,5950,5700,5830,16071,31258.0,5361500.0
2017-04-21,5790,5890,5730,5790,5871,31043.0,5361500.0
2017-04-24,5880,5880,5610,5630,18145,30185.0,5361500.0
2017-04-25,5690,5730,5590,5640,24884,30239.0,5361500.0
2017-04-26,5660,5740,5610,5610,15253,30078.0,5361500.0
2017-04-27,5610,5660,5590,5600,8382,30024.0,5361500.0
2017-04-28,5630,5630,5490,5600,11974,30024.0,5361500.0
2017-05-02,5650,5650,5470,5540,11165,29703.0,5361500.0
2017-05-04,5530,5530,5270,5470,47925,29327.0,5361500.0
2017-05-08,5460,5500,5300,5320,18763,28523.0,5361500.0
2017-05-10,5310,5420,5220,5280,22536,28309.0,5361500.0
2017-05-11,5310,5390,5250,5330,17300,28577.0,5361500.0
2017-05-12,5350,5390,5240,5340,11840,28630.0,5361500.0
2017-05-15,5340,5380,5160,5160,46185,27665.0,5361500.0
2017-05-16,5160,5430,5100,5290,41084,28362.0,5361500.0
2017-05-17,5360,6360,5360,5990,581999,32115.0,5361500.0
2017-05-18,5990,6000,5750,5880,76934,31526.0,5361500.0
2017-05-19,5820,5920,5610,5670,54753,30400.0,5361500.0
2017-05-22,5700,5700,5510,5610,42208,30078.0,5361500.0
2017-05-23,5560,5890,5560,5760,43779,30882.0,5361500.0
2017-05-24,5750,5960,5720,5950,43547,31901.0,5361500.0
2017-05-25,5990,6070,5870,5960,32290,31955.0,5361500.0
2017-05-26,5960,6260,5960,6050,42519,32437.0,5361500.0
2017-05-29,6170,6170,5810,5810,41669,31150.0,5361500.0
2017-05-30,5810,5950,5750,5940,11732,31847.0,5361500.0
2017-05-31,5860,6140,5740,6100,48656,32705.0,5361500.0
2017-06-01,6100,6180,6000,6170,28532,33080.0,5361500.0
2017-06-02,6280,6280,6140,6190,43498,33188.0,5361500.0
2017-06-05,6260,6360,6030,6150,41306,32973.0,5361500.0
2017-06-07,6270,6990,6140,6380,256185,34206.0,5361500.0
2017-06-08,6380,6570,6270,6450,60661,34582.0,5361500.0
2017-06-09,6570,6570,6350,6460,33136,34635.0,5361500.0
2017-06-12,6330,6500,6200,6500,46732,34850.0,5361500.0
2017-06-13,6500,6500,6320,6460,49515,34635.0,5361500.0
2017-06-14,6500,6580,6170,6430,79167,34474.0,5361500.0
2017-06-15,6300,6470,6230,6470,29528,34689.0,5361500.0
2017-06-16,6500,6500,6310,6430,32984,34474.0,5361500.0
2017-06-19,6560,6830,6440,6650,97207,35654.0,5361500.0
2017-06-20,6710,6900,6500,6760,101111,36244.0,5361500.0
2017-06-21,6700,7200,6680,6870,95114,36834.0,5361500.0
2017-06-22,6810,7160,6810,7100,124989,38067.0,5361500.0
2017-06-23,7100,7420,6960,7270,99228,38978.0,5361500.0
2017-06-26,7270,7320,7080,7080,57348,37959.0,5361500.0
2017-06-27,7080,7220,6900,6960,34684,37316.0,5361500.0
2017-06-28,6920,7350,6900,7150,55486,38335.0,5361500.0
2017-06-29,7120,7230,6950,7010,27359,37584.0,5361500.0
2017-06-30,6920,7130,6910,7100,17486,38067.0,5361500.0
2017-07-03,6980,7060,6810,6900,40201,36994.0,5361500.0
2017-07-04,6830,6990,6560,6780,48379,36351.0,5361500.0
2017-07-05,6780,6900,6650,6780,24881,36351.0,5361500.0
2017-07-06,6740,6900,6620,6780,30047,36351.0,5361500.0
2017-07-07,6790,7690,6760,7310,360041,39193.0,5361500.0
2017-07-10,7450,8210,7450,7810,1148590,41873.0,5361500.0
2017-07-11,7960,8320,7820,8090,378644,43375.0,5361500.0
2017-07-12,8100,8430,8000,8120,173630,43535.0,5361500.0
2017-07-13,8240,8500,7950,8080,158854,43321.0,5361500.0
2017-07-14,8000,8320,8000,8180,73540,43857.0,5361500.0
2017-07-17,8190,8330,8110,8160,80775,43750.0,5361500.0
2017-07-18,8300,8350,8150,8170,162819,43803.0,5361500.0
2017-07-19,8190,8610,8190,8610,273802,46163.0,5361500.0
2017-07-20,8600,9200,8500,9110,299924,48843.0,5361500.0
2017-07-21,9200,9450,9160,9340,185412,50076.0,5361500.0
2017-07-24,9340,9500,9000,9200,138469,49326.0,5361500.0
2017-07-25,9190,9370,8780,8800,118076,47181.0,5361500.0
2017-07-26,8900,8920,8470,8530,161163,45734.0,5361500.0
2017-07-27,8530,8700,8210,8640,66512,46323.0,5361500.0
2017-07-28,8640,8790,8170,8410,90610,45090.0,5361500.0
2017-07-31,8410,8950,8300,8720,103055,46752.0,5361500.0
2017-08-01,8730,8890,8650,8800,64173,47181.0,5361500.0
2017-08-02,8720,8990,8720,8910,63753,47771.0,5361500.0
2017-08-03,8830,9000,8770,8790,51792,47128.0,5361500.0
2017-08-04,8700,8950,8540,8740,73220,46860.0,5361500.0
2017-08-07,8710,8820,8610,8700,42120,46645.0,5361500.0
2017-08-08,8860,8860,8600,8600,27517,46109.0,5361500.0
2017-08-09,8530,8700,8200,8350,75046,44769.0,5361500.0
2017-08-10,8500,8500,8020,8170,90904,43803.0,5361500.0
2017-08-11,8000,8080,7790,7900,72315,42356.0,5361500.0
2017-08-14,7750,7910,7520,7520,45894,40318.0,5361500.0
2017-08-16,7160,7460,6950,7390,191164,39621.0,5361500.0
2017-08-17,7300,7410,7270,7370,65579,39514.0,5361500.0
2017-08-18,7360,7370,7050,7350,88974,39407.0,5361500.0
2017-08-21,7300,7570,7230,7450,39982,39943.0,5361500.0
2017-08-22,7420,7550,7050,7400,65741,39675.0,5361500.0
2017-08-23,7490,7490,7250,7440,33241,39890.0,5361500.0
2017-08-24,7420,7960,7320,7640,152469,40962.0,5361500.0
2017-08-25,7770,7770,7580,7670,21556,41123.0,5361500.0
2017-08-28,7750,7750,7470,7470,36574,40050.0,5361500.0
2017-08-29,7450,7540,7300,7350,30118,39407.0,5361500.0
