멕아이씨에스(058110),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-28,4650,4875,4575,4795,15824,25708.0,5361500.0
2019-05-29,4800,4900,4700,4750,14293,25467.0,5361500.0
2019-05-30,4750,4795,4680,4755,7283,25494.0,5361500.0
2019-05-31,4710,4795,4695,4760,6948,25521.0,5361500.0
2019-06-03,4760,4930,4740,4840,12047,25950.0,5361500.0
2019-06-04,4885,4895,4770,4850,6597,26003.0,5361500.0
2019-06-05,4850,4950,4775,4800,10258,25735.0,5361500.0
2019-06-07,4800,4850,4650,4830,15797,25896.0,5361500.0
2019-06-10,4830,5120,4765,4850,33291,26003.0,5361500.0
2019-06-11,5000,5000,4780,4820,11492,25842.0,5361500.0
2019-06-12,4950,4950,4520,4745,12565,25440.0,5361500.0
2019-06-13,4745,4775,4530,4730,7591,25360.0,5361500.0
2019-06-14,4705,4800,4350,4650,17432,24931.0,5361500.0
2019-06-17,4650,4760,4555,4555,16299,24422.0,5361500.0
2019-06-18,4800,4800,4470,4470,16723,23966.0,5361500.0
2019-06-19,4470,4730,4345,4430,8642,23751.0,5361500.0
2019-06-20,4430,4760,4430,4600,9543,24663.0,5361500.0
2019-06-21,4600,4850,4530,4565,5930,24475.0,5361500.0
2019-06-24,4570,4585,4470,4525,4237,24261.0,5361500.0
2019-06-25,4305,4990,4305,4400,10107,23591.0,5361500.0
2019-06-26,4400,4445,4100,4370,16742,23430.0,5361500.0
2019-06-27,4650,4650,4100,4215,26833,22599.0,5361500.0
2019-06-28,4170,4215,4120,4140,13108,22197.0,5361500.0
2019-07-01,4190,4495,4140,4360,20904,23376.0,5361500.0
2019-07-02,4360,4500,4240,4400,7756,23591.0,5361500.0
2019-07-03,4450,4660,4430,4625,12946,24797.0,5361500.0
2019-07-04,4625,4795,4535,4740,25452,25414.0,5361500.0
2019-07-05,4670,4755,4530,4660,12757,24985.0,5361500.0
2019-07-08,4710,4720,4390,4500,6425,24127.0,5361500.0
2019-07-09,4500,4720,4025,4230,58119,22679.0,5361500.0
2019-07-10,4230,4400,4150,4260,7752,22840.0,5361500.0
2019-07-11,4260,4470,4260,4320,11033,23162.0,5361500.0
2019-07-12,4320,4520,4320,4390,10884,23537.0,5361500.0
2019-07-15,4390,4500,4305,4330,10570,23215.0,5361500.0
2019-07-16,4560,4560,4335,4390,20102,23537.0,5361500.0
2019-07-17,4390,4500,4150,4315,13320,23135.0,5361500.0
2019-07-18,4315,4480,4150,4375,4997,23457.0,5361500.0
2019-07-19,4375,4495,4375,4425,6882,23725.0,5361500.0
2019-07-22,4425,4585,4340,4340,21344,23269.0,5361500.0
2019-07-23,4475,4475,4235,4370,11381,23430.0,5361500.0
2019-07-24,4370,4405,4300,4330,7393,23215.0,5361500.0
2019-07-25,4330,4330,4150,4200,5283,22518.0,5361500.0
2019-07-26,4200,4380,3905,4200,20329,22518.0,5361500.0
2019-07-29,4185,4185,3955,3995,8658,21419.0,5361500.0
2019-07-30,3995,4010,3700,4000,22528,21446.0,5361500.0
2019-07-31,4000,4030,3815,4005,12533,21473.0,5361500.0
2019-08-01,4005,4065,3920,4060,8008,21768.0,5361500.0
2019-08-02,4000,4105,3850,4040,9804,21660.0,5361500.0
2019-08-05,4040,4100,3620,3795,23662,20347.0,5361500.0
2019-08-06,3755,3755,3055,3550,42593,19033.0,5361500.0
2019-08-07,3550,3755,3405,3745,9430,20079.0,5361500.0
2019-08-08,3695,3900,3695,3755,3106,20132.0,5361500.0
2019-08-09,3755,3800,3690,3690,10927,19784.0,5361500.0
2019-08-12,3710,3710,3550,3600,2942,19301.0,5361500.0
2019-08-13,3585,3690,3525,3600,10127,19301.0,5361500.0
2019-08-14,3635,3690,3450,3510,12958,18819.0,5361500.0
2019-08-16,3510,3865,3365,3370,42462,18068.0,5361500.0
2019-08-19,3370,3600,3370,3395,7297,18202.0,5361500.0
2019-08-20,3380,3640,3370,3595,9908,19275.0,5361500.0
2019-08-21,3700,3700,3480,3545,7925,19007.0,5361500.0
2019-08-22,3545,3685,3445,3445,8020,18470.0,5361500.0
2019-08-23,3490,3570,3400,3570,4521,19141.0,5361500.0
2019-08-26,3390,3570,3310,3320,8752,17800.0,5361500.0
2019-08-27,3355,3430,3235,3275,12830,17559.0,5361500.0
2019-08-28,3370,3370,3240,3255,6848,17452.0,5361500.0
2019-08-29,3255,3540,3225,3425,14371,18363.0,5361500.0
2019-08-30,3425,3685,3405,3530,4928,18926.0,5361500.0
2019-09-02,3530,3770,3460,3530,2647,18926.0,5361500.0
2019-09-03,3530,3725,3405,3500,6351,18765.0,5361500.0
2019-09-04,3365,3500,3365,3455,13305,18524.0,5361500.0
2019-09-05,3405,3455,3370,3385,14758,18149.0,5361500.0
2019-09-06,3385,3435,3365,3385,6906,18149.0,5361500.0
2019-09-09,3385,3465,3320,3455,5231,18524.0,5361500.0
2019-09-10,3430,3525,3370,3520,5448,18872.0,5361500.0
2019-09-11,3515,3520,3405,3515,1021,18846.0,5361500.0
2019-09-16,3515,3630,3430,3540,2638,18980.0,5361500.0
2019-09-17,3540,3600,3375,3535,2906,18953.0,5361500.0
2019-09-18,3570,3680,3490,3490,5140,18712.0,5361500.0
2019-09-19,3450,3700,3450,3485,1853,18685.0,5361500.0
2019-09-20,3670,3675,3450,3500,11835,18765.0,5361500.0
2019-09-23,3680,3680,3475,3500,15275,18765.0,5361500.0
2019-09-24,3515,3600,3475,3510,5282,18819.0,5361500.0
2019-09-25,3525,3595,3450,3505,3486,18792.0,5361500.0
2019-09-26,3515,3690,3505,3680,14042,19730.0,5361500.0
2019-09-27,3620,3670,3585,3660,1904,19623.0,5361500.0
2019-09-30,3590,3590,3510,3555,4378,19060.0,5361500.0
2019-10-01,3545,3680,3545,3620,11812,19409.0,5361500.0
2019-10-02,3620,4600,3620,3805,720146,20401.0,5361500.0
2019-10-04,3835,3875,3705,3760,69408,20159.0,5361500.0
2019-10-07,3755,3775,3645,3685,33038,19757.0,5361500.0
