씨앤지하이테크(264660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-06-12,8125,8150,7950,8150,42317,68505.0,4202740.0
2018-06-14,8150,8275,8074,8150,22186,68505.0,4202740.0
2018-06-15,8150,8475,8150,8375,85815,70396.0,4202740.0
2018-06-18,8375,8425,7850,7950,65124,66824.0,4202740.0
2018-06-19,7900,8000,7625,7725,32233,64932.0,4202740.0
2018-06-20,7600,7900,7600,7800,19673,65563.0,4202740.0
2018-06-21,7850,7850,7425,7550,49524,63461.0,4202740.0
2018-06-22,7475,7675,7450,7650,11920,64302.0,4202740.0
2018-06-25,7649,7725,7525,7725,20230,64932.0,4202740.0
2018-06-26,7650,7650,7375,7475,41940,62831.0,4202740.0
2018-06-27,7525,7575,7275,7425,43775,62411.0,4202740.0
2018-06-28,7400,7425,7250,7350,15812,61780.0,4202740.0
2018-06-29,7375,7425,7200,7225,31149,60730.0,4202740.0
2018-07-02,7225,7275,6850,6900,37586,57998.0,4202740.0
2018-07-03,6925,6950,6700,6800,47586,57157.0,4202740.0
2018-07-04,6825,6975,6750,6900,48322,57998.0,4202740.0
2018-07-05,6924,6924,6524,6650,43925,55896.0,4202740.0
2018-07-06,6600,6749,6450,6675,65082,56107.0,4202740.0
2018-07-09,6725,6725,6525,6700,39756,56317.0,4202740.0
2018-07-10,6750,7000,6750,6950,65721,58418.0,4202740.0
2018-07-11,6900,7075,6825,6975,61148,58628.0,4202740.0
2018-07-12,6950,7125,6950,7025,27793,59048.0,4202740.0
2018-07-13,7100,7300,6975,6975,45310,58628.0,4202740.0
2018-07-16,6974,7250,6974,7150,42490,60099.0,4202740.0
2018-07-17,7124,7175,7000,7050,22134,59259.0,4202740.0
2018-07-18,7100,7200,6950,7000,30911,58838.0,4202740.0
2018-07-19,7075,7075,6875,6925,31243,58208.0,4202740.0
2018-07-20,6925,6925,6674,6750,31425,56737.0,4202740.0
2018-07-23,6800,6800,6500,6525,24888,54846.0,4202740.0
2018-07-24,6500,6575,6450,6500,13288,54636.0,4202740.0
2018-07-25,6500,6624,6350,6450,29950,54215.0,4202740.0
2018-07-26,6450,6524,6350,6450,15291,54215.0,4202740.0
2018-07-27,6450,6725,6400,6600,27357,55476.0,4202740.0
2018-07-30,6600,6725,6500,6700,12501,56317.0,4202740.0
2018-07-31,6700,6775,6650,6775,5083,56947.0,4202740.0
2018-08-01,6800,6975,6775,6875,19912,57788.0,4202740.0
2018-08-02,6925,6925,6700,6825,15928,57367.0,4202740.0
2018-08-03,6825,6875,6750,6800,10034,57157.0,4202740.0
2018-08-06,6800,6900,6749,6775,6816,56947.0,4202740.0
2018-08-07,6825,6825,6649,6725,9486,56527.0,4202740.0
2018-08-08,6649,6750,6600,6725,13714,56527.0,4202740.0
2018-08-09,6725,7625,6650,7175,165963,60309.0,4202740.0
2018-08-10,7175,7175,6900,6975,37216,58628.0,4202740.0
2018-08-13,6950,6950,6625,6725,27183,56527.0,4202740.0
2018-08-14,6675,6750,6550,6650,28471,55896.0,4202740.0
2018-08-16,6500,6500,6225,6500,60431,54636.0,4202740.0
2018-08-17,6550,6550,6350,6350,27722,53375.0,4202740.0
2018-08-20,6425,6425,6275,6325,15090,53165.0,4202740.0
2018-08-21,6375,7125,6375,6625,134116,55686.0,4202740.0
2018-08-22,6550,6675,6550,6625,16813,55686.0,4202740.0
2018-08-23,6650,6700,6600,6650,11397,55896.0,4202740.0
2018-08-24,6675,6800,6625,6700,16670,56317.0,4202740.0
2018-08-27,6700,6775,6400,6600,34505,55476.0,4202740.0
2018-08-28,6600,6675,6550,6625,11996,55686.0,4202740.0
2018-08-29,6700,6875,6650,6700,22361,56317.0,4202740.0
2018-08-30,6850,6874,6700,6750,18550,56737.0,4202740.0
2018-08-31,6750,6849,6675,6825,27953,57367.0,4202740.0
2018-09-03,6874,7050,6825,6950,31266,58418.0,4202740.0
2018-09-04,6950,7025,6850,7000,20674,58838.0,4202740.0
2018-09-05,7025,7375,7000,7000,67641,58838.0,4202740.0
2018-09-06,7150,7200,7000,7200,30733,60519.0,4202740.0
2018-09-07,7200,7225,6850,6950,22032,58418.0,4202740.0
2018-09-10,6925,7000,6850,6900,9090,57998.0,4202740.0
2018-09-11,6875,7100,6800,6975,13731,58628.0,4202740.0
2018-09-12,6925,7025,6875,6975,9258,58628.0,4202740.0
2018-09-13,6975,7025,6849,6925,8278,58208.0,4202740.0
2018-09-14,7000,7025,6900,7025,19167,59048.0,4202740.0
2018-09-17,7100,7100,6825,6900,15716,57998.0,4202740.0
2018-09-18,6900,6975,6825,6925,7422,58208.0,4202740.0
2018-09-19,6924,7400,6824,7050,78088,59259.0,4202740.0
2018-09-20,7100,7224,6975,7050,27233,59259.0,4202740.0
2018-09-21,7250,7250,7025,7150,11250,60099.0,4202740.0
2018-09-27,7200,7200,6975,7000,13642,58838.0,4202740.0
2018-09-28,7000,7175,6900,7075,19063,59469.0,4202740.0
2018-10-01,7075,7100,6875,7100,12732,59679.0,4202740.0
2018-10-02,7100,7100,6925,6925,13172,58208.0,4202740.0
2018-10-04,7000,7000,6675,6900,25532,57998.0,4202740.0
2018-10-05,6900,6975,6550,6925,15348,58208.0,4202740.0
2018-10-08,6875,6950,6724,6850,8830,57578.0,4202740.0
2018-10-10,6925,6925,6600,6700,23707,56317.0,4202740.0
2018-10-11,6700,6700,6225,6225,29488,52324.0,4202740.0
2018-10-12,6000,6475,6000,6475,24705,54425.0,4202740.0
2018-10-15,6475,6475,6250,6375,4225,53585.0,4202740.0
2018-10-16,6300,6550,6300,6550,7331,55056.0,4202740.0
2018-10-17,6550,6700,6474,6550,18048,55056.0,4202740.0
2018-10-18,6525,6649,6449,6525,6807,54846.0,4202740.0
2018-10-19,6450,6525,6275,6400,4339,53795.0,4202740.0
2018-10-22,6424,6700,6375,6450,6831,54215.0,4202740.0
2018-10-23,6574,6574,6250,6350,4478,53375.0,4202740.0
2018-10-24,6425,6425,6175,6200,7369,52114.0,4202740.0
2018-10-25,6200,6200,5350,5500,64325,46230.0,4202740.0
2018-10-26,5650,5650,5050,5250,34104,44129.0,4202740.0
2018-10-29,5200,5350,4925,4925,34612,41397.0,4202740.0
2018-10-30,4665,4975,4665,4975,41513,41817.0,4202740.0
2018-10-31,4930,5225,4930,5100,18482,42868.0,4202740.0
2018-11-01,5200,5375,5125,5200,16627,43708.0,4202740.0
2018-11-02,5150,5425,5150,5375,19376,45179.0,4202740.0
2018-11-05,5450,5450,5125,5300,15086,44549.0,4202740.0
2018-11-06,5400,5400,5075,5225,20788,43919.0,4202740.0
2018-11-07,5250,5400,5100,5225,15439,43919.0,4202740.0
2018-11-08,5325,5350,5100,5325,29715,44759.0,4202740.0
2018-11-09,5350,5350,5125,5150,18807,43288.0,4202740.0
2018-11-12,5075,5875,5000,5375,90648,45179.0,4202740.0
2018-11-13,5325,5700,5175,5475,23386,46020.0,4202740.0
2018-11-14,5625,5625,5150,5175,47635,43498.0,4202740.0
2018-11-15,5225,5275,5075,5225,27585,43919.0,4202740.0
2018-11-16,5225,5300,5125,5175,14120,43498.0,4202740.0
2018-11-19,5250,5275,5100,5250,16880,44129.0,4202740.0
2018-11-20,5175,5200,5100,5150,17430,43288.0,4202740.0
2018-11-21,5125,5150,5000,5075,29877,42658.0,4202740.0
2018-11-22,5100,5150,5000,5050,13004,42448.0,4202740.0
2018-11-23,5050,5050,4875,4875,24101,40977.0,4202740.0
2018-11-26,4900,4980,4825,4855,7988,40809.0,4202740.0
2018-11-27,4935,4935,4845,4890,16747,41103.0,4202740.0
2018-11-28,4935,4965,4800,4810,19517,40430.0,4202740.0
2018-11-29,4900,4935,4825,4855,9387,40809.0,4202740.0
2018-11-30,4925,4925,4810,4875,11206,40977.0,4202740.0
2018-12-03,4935,4940,4845,4855,7290,40809.0,4202740.0
2018-12-04,4860,4915,4680,4730,36526,39758.0,4202740.0
2018-12-05,4685,4695,4550,4625,21947,38875.0,4202740.0
2018-12-06,4585,4660,4445,4475,28700,37615.0,4202740.0
2018-12-07,4500,4675,4500,4675,14130,39296.0,4202740.0
2018-12-10,4675,4700,4580,4675,12518,39296.0,4202740.0
2018-12-11,4590,4675,4565,4650,11778,39085.0,4202740.0
2018-12-12,4785,4785,4640,4710,2930,39590.0,4202740.0
2018-12-13,4710,6100,4710,6100,534906,51273.0,4202740.0
2018-12-14,6025,6350,5900,6200,358887,52114.0,4202740.0
2018-12-17,6200,6400,5900,5950,189610,50013.0,4202740.0
2018-12-18,5800,6025,5625,5700,125790,47911.0,4202740.0
2018-12-19,5775,5875,5550,5825,59151,48962.0,4202740.0
2018-12-20,5675,5975,5625,5800,71101,48752.0,4202740.0
2018-12-21,5800,5975,5700,5700,48794,47911.0,4202740.0
2018-12-24,5675,6050,5625,5800,91309,48752.0,4202740.0
2018-12-26,5750,5850,5650,5700,36283,47911.0,4202740.0
2018-12-27,5875,5875,5700,5775,26917,48542.0,4202740.0
2018-12-28,5800,6150,5750,5850,63878,49172.0,4202740.0
2019-01-02,5975,5975,5775,5850,22949,49172.0,4202740.0
2019-01-03,5949,6050,5850,5875,36227,49382.0,4202740.0
2019-01-04,5824,5950,5775,5850,46564,49172.0,4202740.0
2019-01-07,6000,6325,5950,6300,118871,52955.0,4202740.0
2019-01-08,6900,6930,5960,6000,162495,25216.0,4202740.0
2019-01-09,6100,6100,5900,6020,53010,25300.0,4202740.0
2019-01-10,6020,6030,5850,5880,34389,24712.0,4202740.0
2019-01-11,5970,5970,5820,5820,20277,24460.0,4202740.0
2019-01-14,5750,5810,5570,5650,51068,23745.0,4202740.0
2019-01-15,5650,5700,5570,5680,15498,23872.0,4202740.0
2019-01-16,5680,5690,5570,5670,10145,23830.0,4202740.0
2019-01-17,5700,5790,5650,5650,20393,23745.0,4202740.0
2019-01-18,5730,5740,5630,5700,8881,23956.0,4202740.0
2019-01-21,5750,5900,5710,5890,18823,24754.0,4202740.0
2019-01-22,5900,5990,5840,5900,20768,24796.0,4202740.0
2019-01-23,5900,5960,5880,5910,9334,24838.0,4202740.0
2019-01-24,5950,6380,5900,6020,84557,25300.0,4202740.0
2019-01-25,6130,6220,5970,6140,22856,25805.0,4202740.0
2019-01-28,6140,6200,6060,6160,15524,25889.0,4202740.0
2019-01-29,6060,6150,5850,5900,54108,24796.0,4202740.0
2019-01-30,5900,6180,5900,6070,21471,25511.0,4202740.0
2019-01-31,5790,6000,5760,5850,117286,49172.0,8405480.0
2019-02-01,5850,5910,5690,5780,58896,48584.0,8405480.0
2019-02-07,5780,5820,5720,5780,19325,48584.0,8405480.0
2019-02-08,5800,5870,5740,5760,26152,48416.0,8405480.0
2019-02-11,5750,5780,5710,5770,32506,48500.0,8405480.0
2019-02-12,5740,5850,5720,5850,42430,49172.0,8405480.0
2019-02-13,5830,6150,5830,6030,91734,50685.0,8405480.0
2019-02-14,6030,6200,5910,6130,74471,51526.0,8405480.0
2019-02-15,6160,6540,6030,6030,94838,50685.0,8405480.0
2019-02-18,6090,6170,6030,6160,42630,51778.0,8405480.0
2019-02-19,6200,6200,6050,6160,29901,51778.0,8405480.0
2019-02-20,6110,6240,6110,6180,40501,51946.0,8405480.0
2019-02-21,6180,6250,6120,6190,21079,52030.0,8405480.0
2019-02-22,6190,6220,5970,6040,56713,50769.0,8405480.0
2019-02-25,6100,6230,6050,6190,38249,52030.0,8405480.0
2019-02-26,6260,6260,6060,6150,21228,51694.0,8405480.0
2019-02-27,6170,6330,6070,6300,56567,52955.0,8405480.0
2019-02-28,6380,6490,6050,6230,103647,52366.0,8405480.0
2019-03-04,6410,6440,6190,6200,86725,52114.0,8405480.0
2019-03-05,6200,6200,5990,6090,58051,51189.0,8405480.0
2019-03-06,6090,6160,6050,6130,35242,51526.0,8405480.0
2019-03-07,6150,6190,5990,6060,31436,50937.0,8405480.0
2019-03-08,6060,6110,5980,6050,20834,50853.0,8405480.0
2019-03-11,5970,6050,5890,6000,35105,50433.0,8405480.0
2019-03-12,6000,6150,6000,6150,21277,51694.0,8405480.0
2019-03-13,6150,6230,6100,6150,38879,51694.0,8405480.0
2019-03-14,6210,6300,6100,6250,46021,52534.0,8405480.0
2019-03-15,6250,6870,6250,6780,396651,56989.0,8405480.0
2019-03-18,6840,7400,6820,7180,656166,60351.0,8405480.0
2019-03-19,7220,7460,6910,7140,222374,60015.0,8405480.0
2019-03-20,7110,7240,6850,7230,142443,60772.0,8405480.0
2019-03-21,7290,7340,7150,7230,117623,60772.0,8405480.0
2019-03-22,7270,7330,7180,7290,102198,61276.0,8405480.0
2019-03-25,7060,7180,6920,7090,85672,59595.0,8405480.0
2019-03-26,7150,7160,6910,7080,65115,59511.0,8405480.0
2019-03-27,7110,7120,6830,7040,59295,59175.0,8405480.0
2019-03-28,7400,7770,6920,7430,553450,62453.0,8405480.0
2019-03-29,7510,7520,7100,7320,146292,61528.0,8405480.0
2019-04-01,7320,7720,7220,7620,104678,64050.0,8405480.0
2019-04-02,7700,7700,7420,7460,95461,62705.0,8405480.0
2019-04-03,7510,7510,7340,7470,44346,62789.0,8405480.0
2019-04-04,7430,7610,7280,7430,72910,62453.0,8405480.0
2019-04-05,7430,7770,7230,7290,225196,61276.0,8405480.0
2019-04-08,7380,7500,7140,7230,168147,60772.0,8405480.0
2019-04-09,7160,7220,6950,7050,154906,59259.0,8405480.0
2019-04-10,7100,7290,7030,7290,63492,61276.0,8405480.0
2019-04-11,7500,7680,7370,7550,240382,63461.0,8405480.0
2019-04-12,7550,7550,7370,7430,80773,62453.0,8405480.0
2019-04-15,7350,7460,6630,7280,136084,61192.0,8405480.0
2019-04-16,7250,7270,6970,7040,115465,59175.0,8405480.0
2019-04-17,7030,7200,7020,7160,55877,60183.0,8405480.0
2019-04-18,7230,7230,6970,7010,69924,58922.0,8405480.0
2019-04-19,6990,7120,6990,7100,24644,59679.0,8405480.0
2019-04-22,7150,7160,6950,7050,29166,59259.0,8405480.0
2019-04-23,7050,7080,6880,6900,55057,57998.0,8405480.0
2019-04-24,6900,6950,6850,6910,26047,58082.0,8405480.0
2019-04-25,6910,7220,6890,7080,72293,59511.0,8405480.0
2019-04-26,7100,7100,6800,6880,80146,57830.0,8405480.0
2019-04-29,6990,7210,6900,7210,83308,60604.0,8405480.0
2019-04-30,7250,7340,7130,7180,55134,60351.0,8405480.0
2019-05-02,7280,7480,7200,7370,197998,61948.0,8405480.0
2019-05-03,7380,7430,7200,7290,52087,61276.0,8405480.0
2019-05-07,7100,7250,7000,7200,52707,60519.0,8405480.0
2019-05-08,7080,7190,6980,7000,59412,58838.0,8405480.0
2019-05-09,7000,7070,6690,6710,83267,56401.0,8405480.0
2019-05-10,6660,6960,6520,6810,53066,57241.0,8405480.0
2019-05-13,6830,6940,6670,6760,23769,56821.0,8405480.0
2019-05-14,6670,6840,6500,6730,38024,56569.0,8405480.0
2019-05-15,6840,6870,6710,6860,40420,57662.0,8405480.0
2019-05-16,6640,6650,6370,6510,127490,54720.0,8405480.0
2019-05-17,6400,6600,6400,6540,38303,54972.0,8405480.0
2019-05-20,6400,6570,6400,6430,41827,54047.0,8405480.0
2019-05-21,6350,6640,6350,6500,35589,54636.0,8405480.0
2019-05-22,6510,6820,6510,6530,22150,54888.0,8405480.0
2019-05-23,6490,6570,6380,6390,15761,53711.0,8405480.0
2019-05-24,6280,6430,6090,6360,40961,53459.0,8405480.0
2019-05-27,6390,6470,6190,6240,9573,52450.0,8405480.0
2019-05-28,5980,6610,5980,6540,53267,54972.0,8405480.0
2019-05-29,6230,6610,6200,6520,25051,54804.0,8405480.0
2019-05-30,6530,6640,6330,6420,15039,53963.0,8405480.0
2019-05-31,6420,6860,6250,6440,32251,54131.0,8405480.0
2019-06-03,6580,6580,6380,6480,11626,54468.0,8405480.0
2019-06-04,6480,6620,6400,6560,13056,55140.0,8405480.0
2019-06-05,6560,6680,6560,6620,12217,55644.0,8405480.0
2019-06-07,6660,6820,6550,6710,32525,56401.0,8405480.0
2019-06-10,6800,6800,6580,6640,21197,55812.0,8405480.0
2019-06-11,6730,6730,6570,6670,23745,56065.0,8405480.0
2019-06-12,6710,6710,6570,6600,15750,55476.0,8405480.0
2019-06-13,6600,6650,6530,6640,9260,55812.0,8405480.0
2019-06-14,6640,6640,6450,6570,20136,55224.0,8405480.0
2019-06-17,6570,6610,6480,6560,24888,55140.0,8405480.0
2019-06-18,6490,6660,6480,6590,17302,55392.0,8405480.0
2019-06-19,6590,6650,6500,6550,22089,55056.0,8405480.0
2019-06-20,6550,6610,6400,6580,17080,55308.0,8405480.0
2019-06-21,6640,6840,6580,6840,43372,57493.0,8405480.0
2019-06-24,6920,6930,6580,6680,25087,56149.0,8405480.0
2019-06-25,6640,6850,6600,6800,52893,57157.0,8405480.0
2019-06-26,6800,7310,6740,7030,125369,59091.0,8405480.0
2019-06-27,6920,7100,6910,7020,26684,59006.0,8405480.0
2019-06-28,6950,7150,6910,7010,44911,58922.0,8405480.0
2019-07-01,7020,7120,6900,7040,59086,59175.0,8405480.0
2019-07-02,7040,8000,6970,7040,1091657,59175.0,8405480.0
2019-07-03,7060,7300,6950,7220,246187,60688.0,8405480.0
2019-07-04,7310,7890,7090,7410,1052055,62285.0,8405480.0
2019-07-05,7310,7420,7170,7210,140716,60604.0,8405480.0
2019-07-08,7230,7300,6840,6840,136651,57493.0,8405480.0
2019-07-09,6780,7150,6750,7020,104203,59006.0,8405480.0
2019-07-10,7000,7350,7000,7310,114947,61444.0,8405480.0
2019-07-11,7320,7780,7320,7490,163591,62957.0,8405480.0
2019-07-12,7500,7700,7440,7620,164168,64050.0,8405480.0
2019-07-15,7660,7870,7400,7530,182058,63293.0,8405480.0
2019-07-16,7660,7880,7590,7800,252250,65563.0,8405480.0
2019-07-17,7760,7800,7370,7610,159495,63966.0,8405480.0
2019-07-18,7600,7660,7370,7410,77686,62285.0,8405480.0
2019-07-19,7520,7600,7350,7500,42542,63041.0,8405480.0
2019-07-22,7550,7590,7340,7370,25394,61948.0,8405480.0
2019-07-23,7400,7470,7050,7260,74858,61024.0,8405480.0
2019-07-24,7190,7520,7040,7190,67817,60435.0,8405480.0
2019-07-25,7070,7310,7070,7310,36545,61444.0,8405480.0
2019-07-26,7320,7470,7070,7200,69729,60519.0,8405480.0
2019-07-29,7190,7290,6670,6900,94568,57998.0,8405480.0
2019-07-30,6520,6980,6520,6850,48918,57578.0,8405480.0
2019-07-31,6750,7020,6560,6920,60423,58166.0,8405480.0
2019-08-01,6800,7040,6720,6920,39771,58166.0,8405480.0
2019-08-02,6910,6990,6640,6930,19825,58250.0,8405480.0
2019-08-05,6850,6850,6400,6470,116615,54383.0,8405480.0
2019-08-06,6000,6360,6000,6100,102781,51273.0,8405480.0
2019-08-07,5970,6580,5970,6350,68528,53375.0,8405480.0
2019-08-08,6360,6610,6360,6610,48446,55560.0,8405480.0
2019-08-09,6680,6680,6470,6480,25880,54468.0,8405480.0
2019-08-12,6600,6690,6420,6670,21549,56065.0,8405480.0
2019-08-13,6660,6660,6540,6560,19257,55140.0,8405480.0
2019-08-14,6780,6910,6650,6790,48369,57073.0,8405480.0
2019-08-16,6790,6840,6670,6790,29366,57073.0,8405480.0
2019-08-19,6800,6860,6530,6790,31687,57073.0,8405480.0
2019-08-20,6670,8820,6640,8800,7567928,73968.0,8405480.0
2019-08-21,8800,9220,8600,8950,3520097,75229.0,8405480.0
2019-08-22,9050,9050,8380,8430,1477983,70858.0,8405480.0
2019-08-23,8440,8500,8090,8320,835296,69934.0,8405480.0
2019-08-26,8530,9150,7820,7910,4807375,66487.0,8405480.0
2019-08-27,8000,8150,7880,8040,796643,67580.0,8405480.0
2019-08-28,8160,8260,7940,8160,927157,68589.0,8405480.0
2019-08-29,8600,8670,8170,8200,1477562,68925.0,8405480.0
2019-08-30,8280,8420,8160,8230,518523,69177.0,8405480.0
2019-09-02,8110,8180,7990,8100,350656,68084.0,8405480.0
2019-09-03,8110,8460,7950,8290,785777,69681.0,8405480.0
2019-09-04,8250,8430,8130,8420,448574,70774.0,8405480.0
2019-09-05,8500,8500,8260,8440,426705,70942.0,8405480.0
2019-09-06,8490,8490,8190,8190,303379,68841.0,8405480.0
2019-09-09,8160,8350,8100,8150,180005,68505.0,8405480.0
2019-09-10,8130,8220,8060,8140,141306,68421.0,8405480.0
2019-09-11,8140,8330,8090,8210,133351,69009.0,8405480.0
2019-09-16,8220,8270,8040,8150,158858,68505.0,8405480.0
2019-09-17,8090,8140,7960,7960,241616,66908.0,8405480.0
2019-09-18,7960,8170,7900,8120,196716,68252.0,8405480.0
2019-09-19,8080,8280,8060,8120,203480,68252.0,8405480.0
2019-09-20,8130,8300,8100,8180,162263,68757.0,8405480.0
2019-09-23,8180,8220,8000,8020,130918,67412.0,8405480.0
2019-09-24,7940,8170,7920,8050,114187,67664.0,8405480.0
2019-09-25,8050,8280,8000,8040,273753,67580.0,8405480.0
2019-09-26,8080,8260,8020,8240,225744,69261.0,8405480.0
2019-09-27,8220,8400,8150,8340,238028,70102.0,8405480.0
2019-09-30,8280,8330,8080,8140,195907,68421.0,8405480.0
2019-10-01,8140,8240,8090,8160,99306,68589.0,8405480.0
2019-10-02,8080,8200,8050,8080,114047,67916.0,8405480.0
2019-10-04,8030,8210,8020,8080,105064,67916.0,8405480.0
2019-10-07,8100,8170,7980,8050,120888,67664.0,8405480.0
