에코캡(128540),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-02-26,3910,3960,3830,3860,240027,56197.0,14558800.0
2019-02-27,3885,4050,3870,3970,573728,57798.0,14558800.0
2019-02-28,4045,4045,3485,3605,774863,52484.0,14558800.0
2019-03-04,3645,3740,3615,3715,114928,54086.0,14558800.0
2019-03-05,3715,3775,3695,3720,126404,54159.0,14558800.0
2019-03-06,3720,3815,3710,3755,124540,54668.0,14558800.0
2019-03-07,3720,3855,3715,3760,169056,54741.0,14558800.0
2019-03-08,3710,3765,3635,3635,121011,52921.0,14558800.0
2019-03-11,3635,3670,3500,3510,162316,51101.0,14558800.0
2019-03-12,3550,3590,3485,3540,84416,51538.0,14558800.0
2019-03-13,3540,3685,3515,3600,94217,52412.0,14558800.0
2019-03-14,3590,3750,3580,3735,146580,54377.0,14558800.0
2019-03-15,3730,3830,3650,3685,217436,53649.0,14558800.0
2019-03-18,3700,3840,3675,3810,282804,55469.0,14558800.0
2019-03-19,3840,3850,3740,3780,171694,55032.0,14558800.0
2019-03-20,3780,3805,3640,3695,117956,53795.0,14558800.0
2019-03-21,3760,3930,3720,3910,659755,56925.0,14558800.0
2019-03-22,3960,3980,3760,3825,377686,55687.0,14558800.0
2019-03-25,3795,3795,3600,3600,251886,52412.0,14558800.0
2019-03-26,3615,3700,3610,3635,74609,52921.0,14558800.0
2019-03-27,3675,3675,3560,3590,85641,52266.0,14558800.0
2019-03-28,3625,3625,3530,3545,88008,51611.0,14558800.0
2019-03-29,3625,3625,3450,3560,108142,51829.0,14558800.0
2019-04-01,3595,3650,3555,3645,62982,53067.0,14558800.0
2019-04-02,3655,3700,3615,3655,66952,53212.0,14558800.0
2019-04-03,3655,3820,3625,3810,288315,55469.0,14558800.0
2019-04-04,3820,3820,3760,3805,163799,55396.0,14558800.0
2019-04-05,3795,3815,3725,3790,115957,55178.0,14558800.0
2019-04-08,3790,3910,3760,3910,553132,56925.0,14558800.0
2019-04-09,4170,4170,3815,3835,1508601,55833.0,14558800.0
2019-04-10,3830,3925,3825,3860,270419,56197.0,14558800.0
2019-04-11,3890,3930,3780,3780,312791,55032.0,14558800.0
2019-04-12,3800,3995,3750,3915,387758,56998.0,14558800.0
2019-04-15,3960,3960,3860,3880,217617,56488.0,14558800.0
2019-04-16,3915,3915,3795,3805,177637,55396.0,14558800.0
2019-04-17,3835,3880,3790,3835,132764,55833.0,14558800.0
2019-04-18,3870,3965,3790,3800,403932,55323.0,14558800.0
2019-04-19,3815,3935,3815,3895,150876,56707.0,14558800.0
2019-04-22,3940,3950,3805,3875,171949,56415.0,14558800.0
2019-04-23,3880,3895,3825,3885,86140,56561.0,14558800.0
2019-04-24,3945,4170,3870,4170,1366199,60710.0,14558800.0
2019-04-25,4080,4160,4015,4135,924947,60201.0,14558800.0
2019-04-26,4100,4130,4030,4035,461508,58745.0,14558800.0
2019-04-29,4015,4065,3945,3995,380053,58162.0,14558800.0
2019-04-30,4160,4430,4050,4050,4877599,58963.0,14558800.0
2019-05-02,3995,4020,3875,4020,519971,58526.0,14558800.0
2019-05-03,4000,4250,3955,4120,685171,59982.0,14558800.0
2019-05-07,4060,4095,3960,3965,315381,57726.0,14558800.0
2019-05-08,3920,3985,3880,3935,228397,57289.0,14558800.0
2019-05-09,3935,3970,3755,3770,380535,54887.0,14558800.0
2019-05-10,3750,3870,3670,3745,198396,54523.0,14558800.0
2019-05-13,3745,3815,3660,3660,154814,53285.0,14558800.0
2019-05-14,3610,3690,3550,3655,119833,53212.0,14558800.0
2019-05-15,3670,3895,3670,3810,280840,55469.0,14558800.0
2019-05-16,3860,3865,3750,3790,126807,55178.0,14558800.0
2019-05-17,3780,3845,3750,3795,97338,55251.0,14558800.0
2019-05-20,3795,3825,3590,3680,150210,53576.0,14558800.0
2019-05-21,3675,3730,3615,3705,78819,53940.0,14558800.0
2019-05-22,3725,3740,3600,3665,103686,53358.0,14558800.0
2019-05-23,3665,3685,3480,3525,160760,51320.0,14558800.0
2019-05-24,3525,3580,3465,3540,170942,51538.0,14558800.0
2019-05-27,3505,3740,3490,3620,189314,52703.0,14558800.0
2019-05-28,3600,3675,3600,3650,48910,53140.0,14558800.0
2019-05-29,3650,3660,3530,3545,78121,51611.0,14558800.0
2019-05-30,3520,3810,3505,3640,256013,52994.0,14558800.0
2019-05-31,3600,3730,3600,3645,118665,53067.0,14558800.0
2019-06-03,3665,3665,3525,3530,143859,51393.0,14558800.0
2019-06-04,3530,3635,3505,3600,117177,52412.0,14558800.0
2019-06-05,3600,3715,3600,3630,101688,52848.0,14558800.0
2019-06-07,3685,3720,3620,3715,119315,54086.0,14558800.0
2019-06-10,3700,3740,3685,3735,117618,54377.0,14558800.0
2019-06-11,3735,3875,3720,3820,194865,55615.0,14558800.0
2019-06-12,3805,3815,3720,3770,84666,54887.0,14558800.0
2019-06-13,3775,3875,3730,3770,131229,54887.0,14558800.0
2019-06-14,3750,3810,3690,3730,105104,54304.0,14558800.0
2019-06-17,3730,3735,3650,3700,65527,53868.0,14558800.0
2019-06-18,3705,3750,3605,3635,74285,52921.0,14558800.0
2019-06-19,3625,3675,3620,3655,72868,53212.0,14558800.0
2019-06-20,3655,3705,3630,3690,48175,53722.0,14558800.0
2019-06-21,3700,3710,3640,3650,36987,53140.0,14558800.0
2019-06-24,3670,3685,3595,3610,60980,52557.0,14558800.0
2019-06-25,3590,3630,3545,3545,89225,51611.0,14558800.0
2019-06-26,3550,3720,3520,3635,139507,52921.0,14558800.0
2019-06-27,3610,3655,3550,3585,69731,52193.0,14558800.0
2019-06-28,3600,3620,3530,3570,75661,51975.0,14558800.0
2019-07-01,3590,3675,3590,3650,64917,53140.0,14558800.0
2019-07-02,3665,3690,3630,3670,70665,53431.0,14558800.0
2019-07-03,3690,3720,3625,3625,53523,52776.0,14558800.0
2019-07-04,3610,3660,3505,3525,83314,51320.0,14558800.0
2019-07-05,3540,3590,3505,3560,32570,51829.0,14558800.0
2019-07-08,3560,3560,3390,3440,110519,50082.0,14558800.0
2019-07-09,3440,3455,3130,3270,114073,47607.0,14558800.0
2019-07-10,3215,3270,3090,3180,253771,46297.0,14558800.0
2019-07-11,3180,3440,3180,3330,108379,48481.0,14558800.0
2019-07-12,3350,3400,3290,3305,41135,48117.0,14558800.0
2019-07-15,3305,3320,3215,3265,44324,47534.0,14558800.0
2019-07-16,3245,3335,3225,3260,63966,47462.0,14558800.0
2019-07-17,3250,3295,3165,3165,39797,46079.0,14558800.0
2019-07-18,3070,3185,3030,3055,159307,44477.0,14558800.0
2019-07-19,2935,3095,2935,3075,109309,44768.0,14558800.0
2019-07-22,3070,3170,3065,3095,46210,45059.0,14558800.0
2019-07-23,3095,3115,3025,3030,46005,44113.0,14558800.0
2019-07-24,3030,3060,2920,2940,85955,42803.0,14558800.0
2019-07-25,2935,2940,2795,2875,113552,41857.0,14558800.0
2019-07-26,2825,2940,2765,2780,101450,40473.0,14558800.0
2019-07-29,2780,2810,2625,2625,111593,38217.0,14558800.0
2019-07-30,2560,2860,2560,2720,175428,39600.0,14558800.0
2019-07-31,2715,2860,2675,2830,51690,41201.0,14558800.0
2019-08-01,2785,2890,2745,2765,40522,40255.0,14558800.0
2019-08-02,2745,2905,2665,2810,43869,40910.0,14558800.0
2019-08-05,2750,2805,2485,2500,147054,36397.0,14558800.0
2019-08-06,2380,2580,2265,2315,127022,33704.0,14558800.0
2019-08-07,2300,2460,2300,2440,63403,35523.0,14558800.0
2019-08-08,2420,2595,2420,2570,49669,37416.0,14558800.0
2019-08-09,2580,2650,2535,2550,27038,37125.0,14558800.0
2019-08-12,2505,2590,2505,2590,13741,37707.0,14558800.0
2019-08-13,2670,3250,2670,2825,2114291,41129.0,14558800.0
2019-08-14,2840,2910,2795,2855,268070,41565.0,14558800.0
2019-08-16,2795,2870,2680,2810,193096,40910.0,14558800.0
2019-08-19,2810,2885,2730,2770,96333,40328.0,14558800.0
2019-08-20,2760,2840,2720,2790,55566,40619.0,14558800.0
2019-08-21,2790,2950,2745,2920,152237,42512.0,14558800.0
2019-08-22,2915,2930,2820,2840,73025,41347.0,14558800.0
2019-08-23,2775,2825,2755,2800,71746,40765.0,14558800.0
2019-08-26,2750,2750,2575,2600,144658,37853.0,14558800.0
2019-08-27,2620,2740,2610,2640,65252,38435.0,14558800.0
2019-08-28,2620,2720,2615,2695,54493,39236.0,14558800.0
2019-08-29,2700,2705,2595,2690,23669,39163.0,14558800.0
2019-08-30,2700,2755,2700,2735,55221,39818.0,14558800.0
2019-09-02,2690,2815,2690,2800,27437,40765.0,14558800.0
2019-09-03,2830,2845,2715,2775,40194,40401.0,14558800.0
2019-09-04,2745,2810,2720,2790,38320,40619.0,14558800.0
2019-09-05,2750,2880,2750,2835,63295,41274.0,14558800.0
2019-09-06,2850,2895,2815,2875,42154,41857.0,14558800.0
2019-09-09,2875,2940,2820,2825,93515,41129.0,14558800.0
2019-09-10,2880,2955,2815,2955,176847,43021.0,14558800.0
2019-09-11,2890,2920,2855,2890,139720,42075.0,14558800.0
2019-09-16,2895,2940,2895,2920,61069,42512.0,14558800.0
2019-09-17,2920,3035,2890,2980,85071,43385.0,14558800.0
2019-09-18,2980,2985,2930,2980,30067,43385.0,14558800.0
2019-09-19,2950,2995,2915,2990,59539,43531.0,14558800.0
2019-09-20,2940,3005,2940,2960,20772,43094.0,14558800.0
2019-09-23,2960,2975,2905,2920,33618,42512.0,14558800.0
2019-09-24,2870,2960,2870,2930,31447,42657.0,14558800.0
2019-09-25,2930,2945,2765,2805,38533,40837.0,14558800.0
2019-09-26,2815,2870,2725,2760,34745,40182.0,14558800.0
2019-09-27,2710,2765,2650,2705,75644,39382.0,14558800.0
2019-09-30,2705,2735,2660,2695,20389,39236.0,14558800.0
2019-10-01,2695,2800,2670,2775,44769,40401.0,14558800.0
2019-10-02,2770,2805,2730,2765,44350,40255.0,14558800.0
2019-10-04,2765,2780,2720,2720,37758,39600.0,14558800.0
2019-10-07,2680,2750,2580,2670,64999,38872.0,14558800.0
