한국정밀기계(101680),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-09-26,19591,20254,19075,20033,71608,114294.0,8404000.0
2012-09-27,19738,20106,19443,20107,43707,114715.0,8404000.0
2012-09-28,20106,20254,19812,19812,32531,113034.0,8404000.0
2012-10-02,19812,19959,19517,19591,30102,111773.0,8404000.0
2012-10-04,19443,19738,19296,19444,29612,110933.0,8404000.0
2012-10-05,19517,19738,18854,19002,67316,108412.0,8404000.0
2012-10-08,18928,19002,18560,18707,57376,106731.0,8404000.0
2012-10-09,18707,19812,18707,19518,68210,111353.0,8404000.0
2012-10-10,19664,19664,18854,18928,52674,107991.0,8404000.0
2012-10-11,18781,19075,18560,18707,25311,106731.0,8404000.0
2012-10-12,19002,19591,18633,19076,50563,108832.0,8404000.0
2012-10-15,19296,19296,18412,18707,38912,106731.0,8404000.0
2012-10-16,18633,18854,18118,18192,53682,103789.0,8404000.0
2012-10-17,18191,18707,18191,18339,32275,104630.0,8404000.0
2012-10-18,18339,18854,18118,18266,41898,104210.0,8404000.0
2012-10-19,18339,18412,17823,17824,30979,101688.0,8404000.0
2012-10-22,17529,17750,17234,17603,28323,100428.0,8404000.0
2012-10-23,17823,18118,17602,17750,35145,101268.0,8404000.0
2012-10-24,17602,17602,17087,17308,31807,98747.0,8404000.0
2012-10-25,17529,17529,17013,17234,25390,98327.0,8404000.0
2012-10-26,17160,17381,16497,16719,47406,95385.0,8404000.0
2012-10-29,16792,17087,15835,15982,41201,91183.0,8404000.0
2012-10-30,15835,16276,15687,16203,38300,92444.0,8404000.0
2012-10-31,16203,16645,16203,16498,25430,94125.0,8404000.0
2012-11-01,16645,16645,15761,15835,48538,90343.0,8404000.0
2012-11-02,16056,16203,15761,15982,22589,91183.0,8404000.0
2012-11-05,15982,16203,15835,15835,25219,90343.0,8404000.0
2012-11-06,15982,16571,15908,16572,33243,94545.0,8404000.0
2012-11-07,16792,16792,16350,16572,10638,94545.0,8404000.0
2012-11-08,16056,16424,15908,16203,22980,92444.0,8404000.0
2012-11-09,15982,16350,15835,16130,19702,92024.0,8404000.0
2012-11-12,16056,16129,15245,15246,78764,86981.0,8404000.0
2012-11-13,15024,15245,14509,14554,133215,83032.0,8404000.0
2012-11-14,14553,14582,13949,14126,79437,80594.0,8404000.0
2012-11-15,14008,14008,13507,13581,64783,77485.0,8404000.0
2012-11-16,13242,13537,13154,13154,44917,75048.0,8404000.0
2012-11-19,13154,13375,13109,13257,30432,75636.0,8404000.0
2012-11-20,13301,13831,13301,13522,35517,77149.0,8404000.0
2012-11-21,13463,13728,13242,13257,39392,75636.0,8404000.0
2012-11-22,13345,13463,12741,12801,71295,73031.0,8404000.0
2012-11-23,12785,12903,12402,12683,57328,72358.0,8404000.0
2012-11-26,12785,12785,12402,12550,45866,71602.0,8404000.0
2012-11-27,12447,12933,12447,12727,34691,72611.0,8404000.0
2012-11-28,12771,12771,12447,12506,35786,71350.0,8404000.0
2012-11-29,12564,13095,12535,12889,41769,73535.0,8404000.0
2012-11-30,12903,12977,12668,12683,46827,72358.0,8404000.0
2012-12-03,12741,13448,12726,13301,50315,75888.0,8404000.0
2012-12-04,13301,13581,13271,13331,47437,76056.0,8404000.0
2012-12-05,13507,13507,12992,13198,22451,75300.0,8404000.0
2012-12-06,13124,13993,13124,13552,65219,77317.0,8404000.0
2012-12-07,13979,13979,13551,13611,31975,77653.0,8404000.0
2012-12-10,13610,14420,13610,14156,87348,80762.0,8404000.0
2012-12-11,14258,14450,14052,14436,36653,82359.0,8404000.0
2012-12-12,14450,14509,14200,14436,19413,82359.0,8404000.0
2012-12-13,14288,14538,14288,14421,19476,82275.0,8404000.0
2012-12-14,14420,14450,14141,14171,16220,80846.0,8404000.0
2012-12-17,14082,15245,14037,15172,68688,86561.0,8404000.0
2012-12-18,16939,17381,16792,17382,607912,99167.0,8404000.0
2012-12-20,17823,17897,15098,15467,852375,88242.0,8404000.0
2012-12-21,15540,15614,14641,15025,339746,85721.0,8404000.0
2012-12-24,15172,15393,14420,14421,221987,82275.0,8404000.0
2012-12-26,14362,14951,14362,14524,131544,82863.0,8404000.0
2012-12-27,14582,14671,14214,14303,91231,81603.0,8404000.0
2012-12-28,14435,16056,14332,15540,383284,88662.0,8404000.0
2013-01-02,15835,16056,15393,15761,134733,89923.0,8404000.0
2013-01-03,15982,16497,15540,15835,161427,90343.0,8404000.0
2013-01-04,15982,16276,15393,16203,117366,92444.0,8404000.0
2013-01-07,16203,16497,15687,15909,69063,90763.0,8404000.0
2013-01-08,15835,16129,15466,15467,62970,88242.0,8404000.0
2013-01-09,15687,15761,15393,15761,69609,89923.0,8404000.0
2013-01-10,15614,16350,15540,16203,112885,92444.0,8404000.0
2013-01-11,16497,16866,15908,16498,126275,94125.0,8404000.0
2013-01-14,16571,16571,15982,16056,50291,91604.0,8404000.0
2013-01-15,16056,16276,15466,15467,72339,88242.0,8404000.0
2013-01-16,15540,15761,15319,15320,35032,87402.0,8404000.0
2013-01-17,15319,15540,15024,15099,42142,86141.0,8404000.0
2013-01-18,15245,15466,15098,15246,33197,86981.0,8404000.0
2013-01-21,15393,15687,15319,15688,26843,89503.0,8404000.0
2013-01-22,15687,15835,15393,15467,27444,88242.0,8404000.0
2013-01-23,15393,15614,14877,14878,67851,84880.0,8404000.0
2013-01-24,14730,14951,14568,14568,42983,83116.0,8404000.0
2013-01-25,14582,14877,14553,14701,23183,83872.0,8404000.0
2013-01-28,14877,14951,14641,14716,22918,83956.0,8404000.0
2013-01-29,14730,14951,14671,14878,25060,84880.0,8404000.0
2013-01-30,14877,14877,14317,14347,37006,81855.0,8404000.0
2013-01-31,14420,14420,13993,14229,29567,81183.0,8404000.0
2013-02-01,14303,14303,13699,13891,37479,79250.0,8404000.0
2013-02-04,13817,13993,13817,13846,16337,78998.0,8404000.0
2013-02-05,13551,13846,13301,13375,41073,76308.0,8404000.0
2013-02-06,13448,13846,13271,13684,21171,78073.0,8404000.0
2013-02-07,13566,14200,13566,14053,29649,80174.0,8404000.0
2013-02-08,13934,14317,13846,13891,12074,79250.0,8404000.0
2013-02-12,13920,14037,13654,13670,16336,77989.0,8404000.0
2013-02-13,13640,14420,13640,14318,31366,81687.0,8404000.0
2013-02-14,14435,15024,14141,14951,71077,85301.0,8404000.0
2013-02-15,14877,15245,14803,14951,37382,85301.0,8404000.0
2013-02-18,14951,15319,14730,15025,40569,85721.0,8404000.0
2013-02-19,15024,15319,14715,15172,40950,86561.0,8404000.0
2013-02-20,15393,15393,14951,14951,29466,85301.0,8404000.0
2013-02-21,15024,15245,14730,14804,27277,84460.0,8404000.0
2013-02-22,14803,15024,14730,14804,21511,84460.0,8404000.0
2013-02-25,14803,15761,14803,15540,85551,88662.0,8404000.0
2013-02-26,15319,15908,15245,15688,55830,89503.0,8404000.0
2013-02-27,15687,15908,15466,15835,42745,90343.0,8404000.0
2013-02-28,15761,16056,15393,15393,33602,87822.0,8404000.0
2013-03-04,15614,15614,15024,15025,23717,85721.0,8404000.0
2013-03-05,15245,15393,14951,15246,27533,86981.0,8404000.0
2013-03-06,15393,15614,15024,15320,37498,87402.0,8404000.0
2013-03-07,15393,15540,15172,15393,38402,87822.0,8404000.0
2013-03-08,15540,16645,15393,16351,206610,93284.0,8404000.0
2013-03-11,16350,16350,15835,16203,77649,92444.0,8404000.0
2013-03-12,16350,16718,16056,16645,118898,94965.0,8404000.0
2013-03-13,16571,17013,16424,16793,120251,95806.0,8404000.0
2013-03-14,16792,16792,16424,16793,60603,95806.0,8404000.0
2013-03-15,16718,16718,16276,16277,47510,92864.0,8404000.0
2013-03-18,16203,16350,15687,15761,50277,89923.0,8404000.0
2013-03-19,15835,16350,15687,15982,44611,91183.0,8404000.0
2013-03-20,15835,15982,15466,15909,45538,90763.0,8404000.0
2013-03-21,16056,16056,15614,15835,23469,90343.0,8404000.0
2013-03-22,15835,15908,15540,15761,22706,89923.0,8404000.0
2013-03-25,15761,16497,15761,16424,41850,93705.0,8404000.0
2013-03-26,16424,17160,16350,16866,98692,96226.0,8404000.0
2013-03-27,17087,17160,16497,16498,45614,94125.0,8404000.0
2013-03-28,16497,16571,16056,16277,38980,92864.0,8404000.0
2013-03-29,16350,16645,16276,16351,40408,93284.0,8404000.0
2013-04-01,16497,16497,15761,15909,48412,90763.0,8404000.0
2013-04-02,15982,16056,15393,15467,65917,88242.0,8404000.0
2013-04-03,15540,15761,15245,15467,37825,88242.0,8404000.0
2013-04-04,15466,15540,14656,15246,67934,86981.0,8404000.0
2013-04-05,15245,15319,14553,15025,77804,85721.0,8404000.0
2013-04-08,15024,15024,14465,14480,39698,82611.0,8404000.0
2013-04-09,14494,14730,14362,14642,18326,83536.0,8404000.0
2013-04-10,14641,14877,14494,14598,19455,83284.0,8404000.0
2013-04-11,14803,14803,14524,14671,16282,83704.0,8404000.0
2013-04-12,14951,14951,14656,14951,44510,85301.0,8404000.0
2013-04-15,14803,14877,14582,14598,29348,83284.0,8404000.0
2013-04-16,14435,14686,14435,14583,26631,83200.0,8404000.0
2013-04-17,14553,14730,14288,14436,40478,82359.0,8404000.0
2013-04-18,14420,14553,14141,14377,26456,82023.0,8404000.0
2013-04-19,14303,14450,14244,14274,23858,81435.0,8404000.0
2013-04-22,14450,14803,14406,14642,21721,83536.0,8404000.0
2013-04-23,14641,15540,14641,15099,111830,86141.0,8404000.0
2013-04-24,15319,15761,15172,15467,87121,88242.0,8404000.0
2013-04-25,15614,15835,15319,15320,35133,87402.0,8404000.0
2013-04-26,15466,15761,15319,15467,49566,88242.0,8404000.0
2013-04-29,15540,16129,15245,15909,49906,90763.0,8404000.0
2013-04-30,16056,16056,15687,15909,28419,90763.0,8404000.0
2013-05-02,15908,15908,15540,15761,15503,89923.0,8404000.0
2013-05-03,15835,15908,15614,15909,13658,90763.0,8404000.0
2013-05-06,15908,16571,15835,16203,75627,92444.0,8404000.0
2013-05-07,16276,16350,16056,16203,17904,92444.0,8404000.0
2013-05-08,16276,16424,16056,16203,16338,92444.0,8404000.0
2013-05-09,16350,16424,15540,15614,56832,89082.0,8404000.0
2013-05-10,15835,15835,15540,15540,21605,88662.0,8404000.0
2013-05-13,15614,16792,15614,16645,146385,94965.0,8404000.0
2013-05-14,16571,17087,16350,16498,79188,94125.0,8404000.0
2013-05-15,16424,16645,16056,16645,38273,94965.0,8404000.0
2013-05-16,16497,16645,16056,16130,83708,92024.0,8404000.0
2013-05-20,15982,16276,15835,16203,41593,92444.0,8404000.0
2013-05-21,16129,16571,16056,16351,33253,93284.0,8404000.0
2013-05-22,16571,17308,16424,16793,152971,95806.0,8404000.0
2013-05-23,16792,16866,16129,16130,51058,92024.0,8404000.0
2013-05-24,16276,16350,15687,15835,43686,90343.0,8404000.0
2013-05-27,15982,16276,15687,16056,26863,91604.0,8404000.0
2013-05-28,16203,16571,16056,16424,32492,93705.0,8404000.0
2013-05-29,16424,16497,16056,16203,34704,92444.0,8404000.0
2013-05-30,16350,16424,15466,15467,71420,88242.0,8404000.0
2013-05-31,15466,15540,14951,15246,57352,86981.0,8404000.0
2013-06-03,15245,15319,15024,15025,31796,85721.0,8404000.0
2013-06-04,15024,15245,14656,14804,62096,84460.0,8404000.0
2013-06-05,14730,14803,14568,14583,30795,83200.0,8404000.0
2013-06-07,14597,14686,14435,14509,42582,82779.0,8404000.0
2013-06-10,14641,15024,14509,14701,34259,83872.0,8404000.0
2013-06-11,14715,15024,14656,14878,33584,84880.0,8404000.0
2013-06-12,14877,14951,14686,14878,16890,84880.0,8404000.0
2013-06-13,14951,14951,14435,14730,47906,84040.0,8404000.0
2013-06-14,14715,14803,14538,14583,21021,83200.0,8404000.0
2013-06-17,14686,14686,13772,14274,23188,81435.0,8404000.0
2013-06-18,14200,14288,13772,13832,48912,78914.0,8404000.0
2013-06-19,13787,13846,13257,13552,46598,77317.0,8404000.0
2013-06-20,13537,13537,12962,13051,26938,74459.0,8404000.0
2013-06-21,12668,12918,12550,12815,24646,73115.0,8404000.0
2013-06-24,12815,12947,12712,12771,15201,72863.0,8404000.0
2013-06-25,12756,12800,11504,11563,48454,65971.0,8404000.0
2013-06-26,11784,12049,11578,12049,16053,68745.0,8404000.0
2013-06-27,12167,12609,12167,12609,11653,71938.0,8404000.0
2013-06-28,12594,12800,12491,12801,6652,73031.0,8404000.0
2013-07-01,12638,12918,12638,12815,9357,73115.0,8404000.0
2013-07-02,12844,12903,12756,12830,6770,73199.0,8404000.0
2013-07-03,12830,13080,12741,12889,14885,73535.0,8404000.0
2013-07-04,12815,13021,12564,12948,13554,73871.0,8404000.0
2013-07-05,13183,13360,12815,13228,19078,75468.0,8404000.0
2013-07-08,13375,13375,13109,13228,21437,75468.0,8404000.0
2013-07-09,13080,13316,12962,13154,4831,75048.0,8404000.0
2013-07-10,13006,13198,12741,12756,10304,72779.0,8404000.0
2013-07-11,12623,13404,12623,13110,13057,74796.0,8404000.0
2013-07-12,13271,13610,13257,13508,7250,77065.0,8404000.0
2013-07-15,13551,13551,13360,13552,3596,77317.0,8404000.0
2013-07-16,13537,13743,13478,13699,3693,78157.0,8404000.0
2013-07-17,13551,13802,13492,13581,6149,77485.0,8404000.0
2013-07-18,13713,13713,13389,13552,15686,77317.0,8404000.0
2013-07-19,13551,13581,13316,13405,9394,76476.0,8404000.0
2013-07-22,13434,13596,13360,13449,22085,76729.0,8404000.0
2013-07-23,13551,13551,13271,13493,14205,76981.0,8404000.0
2013-07-24,13522,13875,13330,13802,23935,78745.0,8404000.0
2013-07-25,13772,13772,13581,13684,4782,78073.0,8404000.0
2013-07-26,13684,14082,13625,13920,30859,79418.0,8404000.0
2013-07-29,13993,14096,13419,13596,17375,77569.0,8404000.0
2013-07-30,13463,13684,13463,13611,9707,77653.0,8404000.0
2013-07-31,13551,13713,13551,13626,6931,77737.0,8404000.0
2013-08-01,13551,13787,13478,13788,24253,78661.0,8404000.0
2013-08-02,13772,13920,13699,13788,12180,78661.0,8404000.0
2013-08-05,13772,13905,13713,13832,9414,78914.0,8404000.0
2013-08-06,13890,13890,13699,13832,6878,78914.0,8404000.0
2013-08-07,13817,13817,13625,13626,9812,77737.0,8404000.0
2013-08-08,13699,13699,13463,13626,9917,77737.0,8404000.0
2013-08-09,13802,13802,13271,13463,14931,76813.0,8404000.0
2013-08-12,13448,13448,13183,13301,10981,75888.0,8404000.0
2013-08-13,13154,13345,13154,13316,7768,75972.0,8404000.0
2013-08-14,13316,13507,13257,13434,16551,76644.0,8404000.0
2013-08-16,13286,13537,13257,13434,12927,76644.0,8404000.0
2013-08-19,13360,13802,13360,13640,14541,77821.0,8404000.0
2013-08-20,13625,14141,13537,13596,30257,77569.0,8404000.0
2013-08-21,13699,13699,13242,13257,19421,75636.0,8404000.0
2013-08-22,13257,13257,12697,12698,23293,72442.0,8404000.0
2013-08-23,12668,12933,12668,12771,17757,72863.0,8404000.0
2013-08-26,12741,13227,12741,13139,20203,74964.0,8404000.0
2013-08-27,12947,13242,12874,12874,10959,73451.0,8404000.0
2013-08-28,12668,12771,12520,12624,11601,72022.0,8404000.0
2013-08-29,12800,12962,12668,12756,4528,72779.0,8404000.0
2013-08-30,13021,13021,12314,12801,8281,73031.0,8404000.0
2013-09-02,12859,12859,12535,12683,9871,72358.0,8404000.0
2013-09-03,12623,12977,12594,12815,19213,73115.0,8404000.0
2013-09-04,12874,12933,12815,12889,10210,73535.0,8404000.0
2013-09-05,12889,13168,12889,13154,25644,75048.0,8404000.0
2013-09-06,13154,13286,13021,13125,7194,74880.0,8404000.0
2013-09-09,13257,13257,12830,13007,17500,74207.0,8404000.0
2013-09-10,12977,13713,12977,13508,48496,77065.0,8404000.0
2013-09-11,13507,15466,13507,15467,296916,88242.0,8404000.0
2013-09-12,16056,17013,15687,15982,729780,91183.0,8404000.0
2013-09-13,16350,16792,15687,16056,210993,91604.0,8404000.0
2013-09-16,16203,16424,15172,15540,290911,88662.0,8404000.0
2013-09-17,15835,16424,15761,15982,273076,91183.0,8404000.0
2013-09-23,15908,17602,15687,16940,461576,96646.0,8404000.0
2013-09-24,16939,17308,16571,16793,128630,95806.0,8404000.0
2013-09-25,16866,17087,16203,16572,102515,94545.0,8404000.0
2013-09-26,16424,18560,16424,17897,478579,102109.0,8404000.0
2013-09-27,17970,18412,17602,17897,161221,102109.0,8404000.0
2013-09-30,18044,18191,17529,18118,93402,103369.0,8404000.0
2013-10-01,18118,18781,17529,17750,126119,101268.0,8404000.0
2013-10-02,17897,19591,17381,18928,284950,107991.0,8404000.0
2013-10-04,19223,21579,19149,21212,549122,121018.0,8404000.0
2013-10-07,21358,21948,20769,21212,340553,121018.0,8404000.0
2013-10-08,21064,21727,20622,21506,190821,122698.0,8404000.0
2013-10-10,21506,22242,21285,21433,164299,122278.0,8404000.0
2013-10-11,21432,21948,20990,21064,133374,120177.0,8404000.0
2013-10-14,21211,21874,20696,20843,168550,118917.0,8404000.0
2013-10-15,20917,21285,20622,21138,114760,120597.0,8404000.0
2013-10-16,21137,21285,19296,19591,269794,111773.0,8404000.0
2013-10-17,20033,20106,19149,19739,173695,112614.0,8404000.0
2013-10-18,19812,20180,19517,20107,134316,114715.0,8404000.0
2013-10-21,20106,20327,19296,19812,113806,113034.0,8404000.0
2013-10-22,20033,22684,19959,21212,624575,121018.0,8404000.0
2013-10-23,21211,21874,20106,20401,198644,116395.0,8404000.0
2013-10-24,20475,21211,20106,21064,88165,120177.0,8404000.0
2013-10-25,21064,21064,20033,20180,102478,115135.0,8404000.0
2013-10-28,20033,20180,18928,19370,187106,110513.0,8404000.0
2013-10-29,19517,20401,19223,19518,174106,111353.0,8404000.0
2013-10-30,19738,19885,19002,19223,120206,109672.0,8404000.0
2013-10-31,19223,19738,19075,19297,80820,110092.0,8404000.0
2013-11-01,19370,20180,18560,19886,159695,113454.0,8404000.0
2013-11-04,20106,20401,19664,19739,74622,112614.0,8404000.0
2013-11-05,19664,19812,19075,19149,43587,109252.0,8404000.0
2013-11-06,19443,19812,19149,19297,52387,110092.0,8404000.0
2013-11-07,19517,19591,19075,19149,33349,109252.0,8404000.0
2013-11-08,19149,20180,19002,19370,88975,110513.0,8404000.0
2013-11-11,19517,19812,19002,19812,72429,113034.0,8404000.0
2013-11-12,19885,21211,19664,20549,259946,117236.0,8404000.0
2013-11-13,20622,21064,19885,20033,106908,114294.0,8404000.0
2013-11-14,20033,20475,19591,20180,40790,115135.0,8404000.0
2013-11-15,20180,20622,19591,19960,63295,113874.0,8404000.0
2013-11-18,20106,20106,19075,19149,90227,109252.0,8404000.0
2013-11-19,19296,19738,19149,19149,52561,109252.0,8404000.0
2013-11-20,19223,19812,19149,19518,43112,111353.0,8404000.0
2013-11-21,19812,19812,19149,19297,30089,110092.0,8404000.0
2013-11-22,19296,19664,19149,19297,35392,110092.0,8404000.0
2013-11-25,19296,19885,19296,19518,42084,111353.0,8404000.0
2013-11-26,19517,19664,19075,19297,28315,110092.0,8404000.0
2013-11-27,19296,19959,19296,19444,29432,110933.0,8404000.0
2013-11-28,19370,20033,19370,20033,44647,114294.0,8404000.0
2013-11-29,19959,20401,19443,19518,36604,111353.0,8404000.0
2013-12-02,19517,19738,18928,19297,57665,110092.0,8404000.0
2013-12-03,19296,19443,19149,19370,22956,110513.0,8404000.0
2013-12-04,19370,19443,19075,19149,38435,109252.0,8404000.0
2013-12-05,19149,19370,18928,19002,22553,108412.0,8404000.0
2013-12-06,19075,19075,16571,17161,166198,97907.0,8404000.0
2013-12-09,17013,17160,15908,16203,99748,92444.0,8404000.0
2013-12-10,16056,16424,15687,16203,62287,92444.0,8404000.0
2013-12-11,16276,16424,15466,15467,45580,88242.0,8404000.0
2013-12-12,15466,16129,15245,16056,37327,91604.0,8404000.0
2013-12-13,15835,15982,15466,15540,27726,88662.0,8404000.0
2013-12-16,15687,15761,15245,15467,22675,88242.0,8404000.0
2013-12-17,15540,16203,15319,15835,34933,90343.0,8404000.0
2013-12-18,16056,16276,15614,15761,45159,89923.0,8404000.0
2013-12-19,15835,15982,15466,15467,20313,88242.0,8404000.0
2013-12-20,15687,15908,15466,15540,9004,88662.0,8404000.0
2013-12-23,15540,15761,14730,14804,54436,84460.0,8404000.0
2013-12-24,14877,15614,14730,15246,63886,86981.0,8404000.0
2013-12-26,15245,15319,15098,15099,16283,86141.0,8404000.0
2013-12-27,15098,15540,15098,15393,11788,87822.0,8404000.0
2013-12-30,15393,15835,15319,15688,15653,89503.0,8404000.0
2014-01-02,15835,16056,15466,15540,21178,88662.0,8404000.0
2014-01-03,15761,15761,15245,15688,14879,89503.0,8404000.0
2014-01-06,15687,15761,15466,15614,9769,89082.0,8404000.0
2014-01-07,15466,15835,15393,15761,14695,89923.0,8404000.0
2014-01-08,15982,16424,15687,16203,37273,92444.0,8404000.0
2014-01-09,16350,16424,15835,16056,23793,91604.0,8404000.0
2014-01-10,15982,16203,15098,15172,47989,86561.0,8404000.0
2014-01-13,15172,15319,14877,15025,32986,85721.0,8404000.0
2014-01-14,14877,15245,14877,15172,26952,86561.0,8404000.0
2014-01-15,15319,15540,15172,15467,22167,88242.0,8404000.0
2014-01-16,15466,15908,15466,15540,34784,88662.0,8404000.0
2014-01-17,15466,15687,15319,15467,22270,88242.0,8404000.0
2014-01-20,15466,15835,15319,15688,24149,89503.0,8404000.0
2014-01-21,15835,15908,15466,15761,29936,89923.0,8404000.0
2014-01-22,15761,16203,15614,15982,28700,91183.0,8404000.0
2014-01-23,15908,16424,15761,15982,44783,91183.0,8404000.0
2014-01-24,15835,16056,15540,15761,19387,89923.0,8404000.0
2014-01-27,15172,15466,14951,15099,24003,86141.0,8404000.0
2014-01-28,14951,15245,14877,15172,18622,86561.0,8404000.0
2014-01-29,15466,15614,15245,15393,7459,87822.0,8404000.0
2014-02-03,15172,15319,14951,15025,31065,85721.0,8404000.0
2014-02-04,14803,14877,14656,14804,27397,84460.0,8404000.0
2014-02-05,14803,15024,14700,14701,13961,83872.0,8404000.0
2014-02-06,14641,14951,14641,14730,23463,84040.0,8404000.0
2014-02-07,14730,15172,14730,15025,12169,85721.0,8404000.0
2014-02-10,15024,15172,15024,15172,8156,86561.0,8404000.0
2014-02-11,15319,15319,14877,14951,22826,85301.0,8404000.0
2014-02-12,15024,15024,14700,14730,35491,84040.0,8404000.0
2014-02-13,14877,14877,14700,14730,21613,84040.0,8404000.0
2014-02-14,14730,15024,14730,14804,13045,84460.0,8404000.0
2014-02-17,14877,14951,14715,14804,19193,84460.0,8404000.0
2014-02-18,14730,14877,14700,14878,20401,84880.0,8404000.0
2014-02-19,14803,14803,14700,14716,21029,83956.0,8404000.0
2014-02-20,14715,15024,14700,15025,27130,85721.0,8404000.0
2014-02-21,15024,15024,14715,14730,22728,84040.0,8404000.0
2014-02-24,14803,15393,14671,14951,54691,85301.0,8404000.0
2014-02-25,15245,17013,15245,16645,175496,94965.0,8404000.0
2014-02-26,16792,17308,16350,16940,89936,96646.0,8404000.0
2014-02-27,17013,17823,16718,16866,68610,96226.0,8404000.0
2014-02-28,16866,17529,16718,16793,54494,95806.0,8404000.0
2014-03-03,16866,17897,16866,17234,46701,98327.0,8404000.0
2014-03-04,17234,17381,17013,17234,34875,98327.0,8404000.0
2014-03-05,17676,17823,17160,17382,43394,99167.0,8404000.0
2014-03-06,17602,18486,17529,17750,71178,101268.0,8404000.0
2014-03-07,17823,18486,17676,17897,58317,102109.0,8404000.0
2014-03-10,18044,18412,17087,17087,57010,97486.0,8404000.0
2014-03-11,17308,17381,16424,16645,57244,94965.0,8404000.0
2014-03-12,16866,16939,16203,16424,29056,93705.0,8404000.0
2014-03-13,16497,16939,16350,16793,23150,95806.0,8404000.0
2014-03-14,16718,16792,16350,16351,23228,93284.0,8404000.0
2014-03-17,16350,16718,15908,15909,15918,90763.0,8404000.0
2014-03-18,16129,16424,15908,16351,12295,93284.0,8404000.0
2014-03-19,16424,17087,16424,16572,22143,94545.0,8404000.0
2014-03-20,16571,16792,16424,16645,12221,94965.0,8404000.0
2014-03-21,16645,16939,16424,16424,15223,93705.0,8404000.0
2014-03-24,16276,16792,16276,16645,27983,94965.0,8404000.0
2014-03-25,16645,16866,16350,16572,10986,94545.0,8404000.0
2014-03-26,16571,16792,16203,16498,14381,94125.0,8404000.0
2014-03-27,16350,16645,16350,16498,9358,94125.0,8404000.0
2014-03-28,16276,16645,16276,16351,10130,93284.0,8404000.0
2014-03-31,16424,16497,16056,16277,16717,92864.0,8404000.0
2014-04-01,16424,16424,16129,16277,13199,92864.0,8404000.0
2014-04-02,16424,16571,16129,16498,23721,94125.0,8404000.0
2014-04-03,16792,17234,16571,16793,50653,95806.0,8404000.0
2014-04-04,16866,17013,16645,16719,19996,95385.0,8404000.0
2014-04-07,16792,16792,16129,16277,20092,92864.0,8404000.0
2014-04-08,16203,16497,15761,16277,17114,92864.0,8404000.0
2014-04-09,16424,16497,15908,16056,29805,91604.0,8404000.0
2014-04-10,16056,16424,15908,16056,28056,91604.0,8404000.0
2014-04-11,15908,16203,15835,16056,13058,91604.0,8404000.0
2014-04-14,16424,16424,15761,16130,13056,92024.0,8404000.0
2014-04-15,16203,16350,16056,16130,15419,92024.0,8404000.0
2014-04-16,16056,16203,15540,15688,33135,89503.0,8404000.0
2014-04-17,15687,15835,15319,15614,36930,89082.0,8404000.0
2014-04-18,15761,15908,15466,15761,22907,89923.0,8404000.0
2014-04-21,15908,15982,15761,15909,8737,90763.0,8404000.0
2014-04-22,16129,16645,16056,16424,51062,93705.0,8404000.0
2014-04-23,16424,16571,15982,16056,25085,91604.0,8404000.0
2014-04-24,16203,16203,15245,15246,54366,86981.0,8404000.0
2014-04-25,15245,15393,14877,14878,27128,84880.0,8404000.0
2014-04-28,14877,15024,14730,15025,13355,85721.0,8404000.0
2014-04-29,14951,15098,14686,14804,33345,84460.0,8404000.0
2014-04-30,14803,14951,14686,14878,12518,84880.0,8404000.0
2014-05-02,14730,14877,14656,14730,13185,84040.0,8404000.0
2014-05-07,14538,14803,14200,14333,22031,81771.0,8404000.0
2014-05-08,14288,14362,13654,13684,42479,78073.0,8404000.0
2014-05-09,13654,13772,13581,13684,10660,78073.0,8404000.0
2014-05-12,13699,13964,13699,13773,5823,78577.0,8404000.0
2014-05-13,13772,14067,13772,14038,8857,80090.0,8404000.0
2014-05-14,13905,14141,13905,14038,10957,80090.0,8404000.0
2014-05-15,13949,14200,13949,13994,15520,79838.0,8404000.0
2014-05-16,13890,13905,13551,13626,26188,77737.0,8404000.0
2014-05-19,13861,13861,13198,13287,27547,75804.0,8404000.0
2014-05-20,13271,13345,12947,13007,22107,74207.0,8404000.0
2014-05-21,12712,13330,12712,13125,33896,74880.0,8404000.0
2014-05-22,13124,13345,13124,13346,10673,76140.0,8404000.0
2014-05-23,13478,13817,13316,13758,14901,78493.0,8404000.0
2014-05-26,13699,13846,13478,13611,8154,77653.0,8404000.0
2014-05-27,13551,13758,13389,13405,16787,76476.0,8404000.0
2014-05-28,13551,13699,13389,13611,11139,77653.0,8404000.0
2014-05-29,13492,13625,13419,13596,10333,77569.0,8404000.0
2014-05-30,13522,13699,13419,13640,6856,77821.0,8404000.0
2014-06-02,13478,13522,13316,13390,25851,76392.0,8404000.0
2014-06-03,13257,13345,13109,13257,20603,75636.0,8404000.0
2014-06-05,13109,13213,12889,12918,7250,73703.0,8404000.0
2014-06-09,12815,13021,12638,12668,14830,72274.0,8404000.0
2014-06-10,12594,13109,12594,13051,7003,74459.0,8404000.0
2014-06-11,12992,13271,12992,13139,8565,74964.0,8404000.0
2014-06-12,13036,13227,12962,13169,4055,75132.0,8404000.0
2014-06-13,13065,13257,13006,13257,4262,75636.0,8404000.0
2014-06-16,13095,13772,13095,13758,16803,78493.0,8404000.0
