한빛소프트(047080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-02-27,17175,17360,16760,16782,105579,297508.0,8184543.0
2002-02-28,16852,17683,16852,17175,187459,304465.0,8184543.0
2002-03-04,17268,19114,17268,18468,428990,327382.0,8184543.0
2002-03-05,19299,20223,18930,19299,502409,346294.0,8284543.0
2002-03-06,19946,20246,18814,19252,266161,345465.0,8284543.0
2002-03-07,19438,20084,19022,19252,282228,345465.0,8284543.0
2002-03-08,19391,20430,19368,20314,477418,364520.0,8284543.0
2002-03-11,20869,21007,20107,20268,419540,363691.0,8284543.0
2002-03-12,20084,20407,18699,20014,330284,359135.0,8284543.0
2002-03-13,19091,20130,19091,19437,107912,348779.0,8284543.0
2002-03-14,19415,19576,18791,19091,155202,342566.0,8284543.0
2002-03-15,19299,20476,19299,20037,330642,359549.0,8284543.0
2002-03-18,20777,22116,20084,21007,481059,376947.0,8284543.0
2002-03-19,21007,21215,20453,20684,177982,371148.0,8284543.0
2002-03-20,21007,21862,20615,21284,394012,381917.0,8284543.0
2002-03-21,20684,21677,20684,20822,317548,373633.0,8284543.0
2002-03-22,20915,22947,20546,22161,475063,397658.0,8284543.0
2002-03-25,22162,23224,21931,22161,425246,397658.0,8284543.0
2002-03-26,22162,22716,21654,21838,257052,391859.0,8284543.0
2002-03-27,21931,22162,21377,21907,197243,393102.0,8284543.0
2002-03-28,22023,23962,22023,22854,490368,410085.0,8284543.0
2002-03-29,23316,25024,23177,24285,493817,435767.0,8284543.0
2002-04-01,24193,24193,21377,21469,344441,385231.0,8284543.0
2002-04-02,21515,21931,21054,21700,264331,389374.0,8284543.0
2002-04-03,21284,22369,20361,20868,228706,374461.0,8284543.0
2002-04-04,20777,21515,20361,20499,178291,367834.0,8284543.0
2002-04-08,20823,22162,20823,21422,239602,384403.0,8284543.0
2002-04-09,21469,21700,20546,20545,174343,368662.0,8284543.0
2002-04-10,20546,20592,18791,19160,253044,343809.0,8284543.0
2002-04-11,19299,19669,18953,19252,104033,345465.0,8284543.0
2002-04-12,18930,21377,18930,20776,405621,372804.0,8284543.0
2002-04-15,21007,21007,20176,20753,103683,372390.0,8284543.0
2002-04-16,20546,21261,20384,20776,106546,372804.0,8284543.0
2002-04-17,21007,21308,20638,20799,125340,373219.0,8284543.0
2002-04-18,20777,21100,20407,20638,130032,370319.0,8284543.0
2002-04-19,20315,20546,19692,19922,118606,357478.0,8284543.0
2002-04-22,19622,19992,17960,18745,159717,336352.0,8284543.0
2002-04-23,18237,19484,18076,18698,107057,335524.0,8284543.0
2002-04-24,19299,19299,18791,19022,105241,341323.0,8284543.0
2002-04-25,18930,19230,18330,18375,85442,329725.0,8284543.0
2002-04-26,18699,19299,18514,18952,69070,340080.0,8284543.0
2002-04-29,18006,19022,17960,17983,97970,322683.0,8284543.0
2002-04-30,17822,18237,17268,17914,96892,321440.0,8284543.0
2002-05-02,18099,18607,18099,18329,80538,328896.0,8284543.0
2002-05-03,18006,18076,17499,17637,95614,316470.0,8284543.0
2002-05-06,17268,18191,17268,17498,96559,313984.0,8284543.0
2002-05-07,17545,17729,17106,17290,65243,310256.0,8284543.0
2002-05-08,17591,17752,17268,17544,123303,314813.0,8284543.0
2002-05-09,18006,18099,17614,17775,128679,318955.0,8284543.0
2002-05-10,17406,17545,17106,17244,98200,309428.0,8284543.0
2002-05-13,16898,17014,16644,16829,65417,301972.0,8284543.0
2002-05-14,17083,17429,16852,17175,135482,308185.0,8284543.0
2002-05-15,17175,17637,17175,17498,115428,313984.0,8284543.0
2002-05-16,17360,17845,17360,17452,120727,313156.0,8284543.0
2002-05-17,17452,17960,17383,17683,135105,317298.0,8284543.0
2002-05-20,17914,18283,17776,17775,146746,318955.0,8284543.0
2002-05-21,17545,17545,16714,16759,126265,300729.0,8284543.0
2002-05-22,16437,16852,16229,16482,92207,295758.0,8284543.0
2002-05-23,16229,16644,14521,14520,397790,260549.0,8284543.0
2002-05-24,14313,15698,13920,15190,533271,272561.0,8284543.0
2002-05-27,15698,16090,15467,15651,237263,280846.0,8284543.0
2002-05-28,15698,15698,14405,14774,154878,265105.0,8284543.0
2002-05-29,14544,15236,14382,14820,277874,265934.0,8284543.0
2002-05-30,14728,15005,13528,13527,181258,242737.0,8284543.0
2002-05-31,13574,14082,13043,13158,171783,236109.0,8284543.0
2002-06-03,12997,13159,11912,12419,278260,222854.0,8284543.0
2002-06-04,11543,13620,11543,13343,593344,239423.0,8284543.0
2002-06-05,13666,14013,13412,13851,246043,248536.0,8284543.0
2002-06-07,13389,14174,13343,13851,218807,248536.0,8284543.0
2002-06-10,13943,14521,13897,14243,169228,255578.0,8284543.0
2002-06-11,14082,14244,13851,13989,100604,251022.0,8284543.0
2002-06-12,13851,14220,13805,14012,93262,251436.0,8284543.0
2002-06-14,13851,13874,12974,13112,275800,235281.0,8284543.0
2002-06-17,12881,13251,12628,12673,133817,227411.0,8284543.0
2002-06-18,12928,12974,12166,12235,136968,219540.0,8284543.0
2002-06-19,11843,12697,10781,11080,276834,198829.0,8284543.0
2002-06-20,10989,10989,10250,10619,288765,190544.0,8284543.0
2002-06-21,10227,10527,10065,10526,174605,188888.0,8284543.0
2002-06-24,10157,10273,9534,9695,209875,173975.0,8284543.0
2002-06-25,9788,10065,9557,9649,321396,173147.0,8284543.0
2002-06-26,9165,9234,8495,8495,210230,152436.0,8284543.0
2002-06-27,8634,8888,8103,8495,373960,152436.0,8284543.0
2002-06-28,8772,9511,8703,9511,292082,170662.0,8284543.0
2002-07-02,9373,10642,9142,10642,531366,190959.0,8284543.0
2002-07-03,10850,11266,10227,10526,430617,188888.0,8284543.0
2002-07-04,10850,11035,10296,10850,283625,194687.0,8284543.0
2002-07-05,10850,11035,10665,10734,286420,192616.0,8284543.0
2002-07-08,11058,12004,10965,11496,584200,206285.0,8284543.0
2002-07-09,11543,11889,11127,11634,411842,208770.0,8284543.0
2002-07-10,11404,11543,10989,10988,470074,197172.0,8284543.0
2002-07-11,10573,10804,10319,10365,327288,185988.0,8284543.0
2002-07-12,10619,11450,10527,11242,431201,201729.0,8284543.0
2002-07-15,10896,11543,10896,11080,284573,198829.0,8284543.0
2002-07-16,11035,11266,10481,10711,210082,192201.0,8284543.0
2002-07-18,10596,10942,10250,10295,180552,184745.0,8284543.0
2002-07-19,9834,9834,9096,9372,393855,168176.0,8284543.0
2002-07-22,8357,8888,8264,8264,290528,148293.0,8284543.0
2002-07-23,8126,8934,7918,8910,327965,159892.0,8284543.0
2002-07-24,8264,8588,8264,8402,190331,150779.0,8284543.0
2002-07-25,9188,9188,8403,8449,185174,151607.0,8284543.0
2002-07-26,8241,8865,7710,8587,353239,154092.0,8284543.0
2002-07-29,8634,8888,7964,8264,210609,148293.0,8284543.0
2002-07-30,8541,8749,8449,8472,219080,152021.0,8284543.0
2002-07-31,8334,8565,7872,7872,178436,141251.0,8284543.0
2002-08-01,7964,8218,7826,7987,137606,143323.0,8284543.0
2002-08-02,7710,8311,7664,7941,208400,142494.0,8284543.0
2002-08-05,7618,7803,6995,7017,303796,125925.0,8284543.0
2002-08-06,6695,7203,6602,6833,281955,122611.0,8284543.0
2002-08-07,7064,7203,6879,7017,326146,125925.0,8284543.0
2002-08-08,7064,7849,7064,7848,593150,140837.0,8284543.0
2002-08-09,7987,8149,7387,7456,455434,133795.0,8284543.0
2002-08-12,7549,7687,7249,7364,202016,132138.0,8284543.0
2002-08-13,7456,7595,7456,7571,261291,135867.0,8284543.0
2002-08-14,7295,7895,7295,7710,410561,138352.0,8284543.0
2002-08-16,7987,8611,7734,8310,1108981,149122.0,8284543.0
2002-08-19,8541,8588,8334,8379,342239,150364.0,8284543.0
2002-08-20,8634,8888,8449,8495,392340,152436.0,8284543.0
2002-08-21,8311,8726,8288,8472,263583,152021.0,8284543.0
2002-08-22,8680,8934,8449,8564,444826,153678.0,8284543.0
2002-08-23,8634,8842,8380,8402,416227,150779.0,8284543.0
2002-08-26,8126,8357,8034,8056,169659,144565.0,8284543.0
2002-08-27,8264,8264,8011,8079,176775,144980.0,8284543.0
2002-08-28,7872,8357,7872,7987,298424,143323.0,8284543.0
2002-08-29,7849,8126,7849,8056,104523,144565.0,8284543.0
2002-08-30,8057,8149,7964,8125,136515,145808.0,8284543.0
2002-09-02,8126,8218,7964,8079,140683,144980.0,8284543.0
2002-09-03,8126,8426,8126,8125,261321,145808.0,8284543.0
2002-09-04,7895,8426,7780,7872,297863,141251.0,8284543.0
2002-09-05,7895,8057,7456,7733,274000,138766.0,8284543.0
2002-09-06,7849,7895,7295,7294,311429,130896.0,8284543.0
2002-09-09,7226,7364,6556,7017,378792,125925.0,8284543.0
2002-09-10,7018,7249,6787,6856,414895,123025.0,8284543.0
2002-09-11,6879,7087,6833,7064,220604,126754.0,8284543.0
2002-09-12,6995,7156,6972,7064,141426,126754.0,8284543.0
2002-09-13,6833,6926,6649,6648,200890,119297.0,8284543.0
2002-09-16,6649,6695,6348,6394,200788,114741.0,8284543.0
2002-09-17,6533,6556,6418,6556,178560,117641.0,8284543.0
2002-09-18,6048,6302,6048,6048,194510,108528.0,8284543.0
2002-09-19,6048,6210,5887,5955,207192,106871.0,8284543.0
2002-09-23,5817,6002,5587,5725,228383,102728.0,8284543.0
2002-09-24,5725,5933,5610,5725,329978,102728.0,8284543.0
2002-09-25,5540,5610,5056,5055,394099,90716.0,8284543.0
2002-09-26,5171,5333,4534,4617,803192,82845.0,8284543.0
2002-09-27,4640,4663,4201,4423,642881,79366.0,8284543.0
2002-09-30,4215,4229,4045,4201,377565,75389.0,8284543.0
2002-10-01,4077,4400,4063,4367,522438,78372.0,8284543.0
2002-10-02,4455,4479,4114,4113,479677,73815.0,8284543.0
2002-10-04,3929,4275,3860,4016,418598,72076.0,8284543.0
2002-10-07,3929,4063,3795,3809,156798,68347.0,8284543.0
2002-10-08,3717,3892,3661,3845,214466,69010.0,8284543.0
2002-10-09,3855,3892,3707,3716,183469,66691.0,8284543.0
2002-10-10,3611,3689,3527,3555,206690,63791.0,8284543.0
2002-10-11,3726,3740,3509,3578,292694,64205.0,8284543.0
2002-10-14,3694,4008,3694,4007,280856,71910.0,8284543.0
2002-10-15,4409,4488,4280,4487,621874,80526.0,8284543.0
2002-10-16,4756,4779,4409,4423,880740,79366.0,8284543.0
2002-10-17,4451,4940,4298,4940,854912,88645.0,8284543.0
2002-10-18,5148,5448,5009,5078,990503,91130.0,8284543.0
2002-10-21,4917,5217,4802,4801,463774,86159.0,8284543.0
2002-10-22,4986,5356,4894,5171,908911,92787.0,8284543.0
2002-10-23,5079,5702,5079,5563,1118052,99829.0,8284543.0
2002-10-24,5587,5679,5148,5286,581057,94858.0,8284543.0
2002-10-25,5171,5286,4779,4824,376773,86573.0,8284543.0
2002-10-28,4917,5217,4917,5147,413641,92373.0,8284543.0
2002-10-29,5009,5379,5009,5078,529598,91130.0,8284543.0
2002-10-30,5102,5240,4732,4801,447091,86159.0,8284543.0
2002-10-31,4894,4963,4594,4686,294061,84088.0,8284543.0
2002-11-01,4594,4756,4525,4593,169726,82431.0,8284543.0
2002-11-04,4709,4871,4709,4778,295355,85745.0,8284543.0
2002-11-05,4779,5240,4640,5032,774158,90302.0,8284543.0
2002-11-06,5171,5379,5056,5124,671337,91958.0,8284543.0
2002-11-07,5171,5425,5033,5171,736589,92787.0,8284543.0
2002-11-08,5079,5471,5009,5448,623397,97758.0,8284543.0
2002-11-11,5448,5702,5217,5217,591027,93615.0,8284543.0
2002-11-12,5148,5217,5009,5147,315993,92373.0,8284543.0
2002-11-13,5240,5310,4940,4940,366172,88645.0,8284543.0
2002-11-14,4917,5194,4894,4940,264816,88645.0,8284543.0
2002-11-15,5171,5333,5148,5332,462585,95686.0,8284543.0
2002-11-18,5310,5702,5310,5563,575690,99829.0,8284543.0
2002-11-19,5656,6210,5587,6209,823988,111427.0,8284543.0
2002-11-20,6325,6579,6025,6302,955551,113084.0,8284543.0
2002-11-21,6395,6418,6071,6140,398924,110184.0,8284543.0
2002-11-22,6279,6787,6279,6463,859539,115984.0,8284543.0
2002-11-25,6441,6695,6302,6556,438535,117641.0,8284543.0
2002-11-26,6764,7179,6695,6833,752581,122611.0,8284543.0
2002-11-27,6672,6972,6672,6833,358368,122611.0,8284543.0
2002-11-28,7041,7203,6371,6394,525451,114741.0,8284543.0
2002-11-29,6371,6602,6348,6510,358566,116812.0,8284543.0
2002-12-02,6625,7087,6510,7087,518903,127168.0,8284543.0
2002-12-03,7110,7387,6879,7087,578882,127168.0,8284543.0
2002-12-04,6926,7087,6787,6810,427736,122197.0,8284543.0
2002-12-05,6879,7618,6810,7618,1115369,136695.0,8284543.0
2002-12-06,7618,8288,7526,7895,1080429,141666.0,8284543.0
2002-12-09,7941,8149,7572,7802,634912,140009.0,8284543.0
2002-12-10,7641,8703,7503,8541,948339,153264.0,8284543.0
2002-12-11,8726,9142,7849,7987,1511745,143323.0,8284543.0
2002-12-12,8264,8449,7849,8079,571762,144980.0,8284543.0
2002-12-13,8311,8334,7918,8010,399904,143737.0,8284543.0
2002-12-16,7780,8034,7318,7433,527002,133381.0,8284543.0
2002-12-17,7618,7941,7618,7641,388372,137109.0,8284543.0
2002-12-18,7480,8034,7456,7802,458509,140009.0,8284543.0
2002-12-20,7710,8011,7664,7872,242637,141251.0,8284543.0
2002-12-23,7941,8034,6949,6948,506540,124682.0,8284543.0
2002-12-24,6695,6879,6118,6371,921025,114327.0,8284543.0
2002-12-26,6279,6602,6071,6094,652269,109356.0,8284543.0
2002-12-27,5910,6279,5887,5909,446492,106042.0,8284543.0
2002-12-30,5841,6002,5217,5471,1045208,98172.0,8284543.0
2003-01-02,5679,6118,5633,6117,781788,109770.0,8284543.0
2003-01-03,6464,6833,6441,6833,943026,122611.0,8284543.0
2003-01-06,7064,7503,6718,7179,1506824,128825.0,8284543.0
2003-01-07,7387,7387,6441,6556,991511,117641.0,8284543.0
2003-01-08,6695,6972,6579,6740,557918,120954.0,8284543.0
2003-01-09,6695,7549,6510,7525,1211682,135038.0,8284543.0
2003-01-10,7618,8034,6649,7064,2776827,126754.0,8284543.0
2003-01-13,7156,7895,7064,7895,1566510,141666.0,8284543.0
2003-01-14,8034,8588,7757,7918,2264149,142080.0,8284543.0
2003-01-15,8126,8195,7664,7941,807036,142494.0,8284543.0
2003-01-16,7849,8034,7572,7618,769139,136695.0,8284543.0
2003-01-17,7387,7549,6902,7110,958543,127582.0,8284543.0
2003-01-20,6856,7156,6833,7110,568973,127582.0,8284543.0
2003-01-21,7064,7526,6371,6371,1378680,114327.0,8284543.0
2003-01-22,6118,6210,5771,6002,1100894,107699.0,8284543.0
2003-01-23,6141,6510,6025,6371,824150,114327.0,8284543.0
2003-01-24,6302,6556,5656,5771,670898,103557.0,8284543.0
2003-01-27,5356,5564,5148,5240,558668,94030.0,8284543.0
2003-01-28,5240,5610,5240,5471,709944,98172.0,8284543.0
2003-01-29,5540,5610,4848,4870,571186,87402.0,8284543.0
2003-01-30,4940,5171,4940,5147,503830,92373.0,8284543.0
2003-02-03,5148,5748,5009,5748,726425,103143.0,8284543.0
2003-02-04,5887,6094,5633,5748,1152340,103143.0,8284543.0
2003-02-05,5702,5864,5610,5725,464003,102728.0,8284543.0
2003-02-06,5841,6071,5633,5748,742132,103143.0,8284543.0
2003-02-07,5771,5841,5379,5540,530201,99415.0,8284543.0
2003-02-10,5425,5771,5425,5609,686581,100657.0,8284543.0
2003-02-11,5794,6025,5540,5840,1200272,104799.0,8284543.0
2003-02-12,5841,6141,5633,5840,1303058,104799.0,8284543.0
2003-02-13,5887,5910,5610,5632,459773,101071.0,8284543.0
2003-02-14,5633,5633,5425,5517,415999,99000.0,8284543.0
2003-02-17,5771,6118,5725,6117,782330,109770.0,8284543.0
2003-02-18,6118,6118,5841,5955,531136,106871.0,8284543.0
2003-02-19,6094,6210,5633,5725,1405449,102728.0,8284543.0
2003-02-20,5702,5748,5448,5540,416174,99415.0,8284543.0
2003-02-21,5540,5656,5471,5563,314970,99829.0,8284543.0
2003-02-24,5610,5748,5564,5632,275996,101071.0,8284543.0
2003-02-25,5471,5633,5171,5171,266766,92787.0,8284543.0
2003-02-26,5286,5356,5125,5217,182873,93615.0,8284543.0
2003-02-27,5033,5217,5033,5171,239942,92787.0,8284543.0
2003-02-28,5217,5286,5009,5055,201706,90716.0,8284543.0
2003-03-03,5125,5240,5056,5240,181322,94030.0,8284543.0
2003-03-04,5125,5171,4871,4917,196950,88230.0,8284543.0
2003-03-05,4640,4825,4502,4570,219917,82017.0,8284543.0
2003-03-06,4617,4663,4132,4201,342602,75389.0,8284543.0
2003-03-07,3934,4095,3772,3772,316838,67685.0,8284543.0
2003-03-10,3786,3971,3786,3818,287856,68513.0,8284543.0
2003-03-11,3694,3998,3661,3845,430263,69010.0,8284543.0
2003-03-12,3911,4294,3906,4293,592439,77046.0,8284543.0
2003-03-13,4303,4340,3966,4086,316574,73318.0,8284543.0
2003-03-14,4479,4479,4252,4330,256427,77709.0,8284543.0
2003-03-17,4201,4331,3814,3813,236461,68430.0,8284543.0
2003-03-18,4132,4206,3994,4086,533650,73318.0,8284543.0
2003-03-19,4063,4220,3994,4035,241686,72407.0,8284543.0
2003-03-20,4155,4515,4132,4515,406860,81023.0,8284543.0
2003-03-21,4566,5056,4455,5055,698683,90716.0,8284543.0
2003-03-24,5171,5333,4825,4940,1001288,88645.0,8284543.0
2003-03-25,4617,4894,4548,4709,843807,84502.0,8284543.0
2003-03-26,4871,5263,4848,5263,1252445,94444.0,8284543.0
2003-03-27,5194,5356,5009,5124,720826,91958.0,8284543.0
2003-03-28,5240,5656,5125,5517,1222849,99000.0,8284543.0
2003-03-31,5448,5448,4894,4963,450335,89059.0,8284543.0
2003-04-01,4871,5310,4871,5286,538566,94858.0,8284543.0
2003-04-02,5356,5910,5217,5840,1473263,104799.0,8284543.0
2003-04-03,6071,6256,5702,5725,1035117,102728.0,8284543.0
2003-04-04,5817,5841,5633,5771,430756,103557.0,8284543.0
2003-04-07,6048,6348,5933,6186,879860,111013.0,8284543.0
2003-04-08,5910,6233,5910,6140,655346,110184.0,8284543.0
2003-04-09,6048,6071,5633,5725,662077,102728.0,8284543.0
2003-04-10,5725,6279,5679,6002,1095950,107699.0,8284543.0
2003-04-11,6094,6210,5725,5886,573801,105628.0,8284543.0
2003-04-14,5956,6279,5956,6048,665479,108528.0,8284543.0
2003-04-15,6233,6510,6094,6140,904472,110184.0,8284543.0
2003-04-16,6325,6371,6141,6232,489530,111841.0,8284543.0
2003-04-17,6187,6810,6164,6371,1689716,114327.0,8284543.0
2003-04-18,6579,6649,6325,6417,640369,115155.0,8284543.0
2003-04-21,6510,6602,6348,6556,487101,117641.0,8284543.0
2003-04-22,6510,6533,6094,6094,465253,109356.0,8284543.0
2003-04-23,6256,6325,5933,5979,441371,107285.0,8284543.0
2003-04-24,6002,6187,5725,5794,380627,103971.0,8284543.0
2003-04-25,5587,5656,5125,5263,672690,94444.0,8284543.0
2003-04-28,5102,5771,5102,5586,796714,100243.0,8284543.0
2003-04-29,5725,5910,5725,5771,556677,103557.0,8284543.0
2003-04-30,5841,6141,5679,5748,991047,103143.0,8284543.0
2003-05-02,5910,6164,5794,6140,740425,110184.0,8284543.0
2003-05-06,6464,6856,6395,6810,2621929,122197.0,8284543.0
2003-05-07,6787,6810,6418,6602,1248945,118469.0,8284543.0
2003-05-09,6602,7156,6579,7017,1680472,125925.0,8284543.0
2003-05-12,7156,7272,6764,7110,1129306,127582.0,8284543.0
2003-05-13,7064,7203,6464,6463,851799,115984.0,8284543.0
2003-05-14,6556,6833,6418,6625,746120,118883.0,8284543.0
2003-05-15,6764,6856,5841,5955,1205958,106871.0,8284543.0
2003-05-16,5771,6325,5679,6186,1288971,111013.0,8284543.0
2003-05-19,6187,6418,5841,6002,759203,107699.0,8284543.0
2003-05-20,5841,6672,5817,6602,1095750,118469.0,8284543.0
2003-05-21,6579,6856,6302,6486,1661392,116398.0,8284543.0
2003-05-22,6695,7226,6602,7040,2260168,126339.0,8284543.0
2003-05-23,7318,7480,6579,6671,2089332,119712.0,8284543.0
2003-05-26,6833,6902,6464,6671,1328055,119712.0,8284543.0
2003-05-27,6879,7226,6764,6948,2085219,124682.0,8284543.0
2003-05-28,7133,7179,6556,6602,1139592,118469.0,8284543.0
2003-05-29,6602,6810,6371,6510,978320,116812.0,8284543.0
2003-05-30,6487,6579,6279,6371,727508,114327.0,8284543.0
2003-06-02,6418,6856,6164,6556,1312481,117641.0,8284543.0
2003-06-03,6464,6718,6256,6256,599376,112256.0,8284543.0
2003-06-04,6325,6418,6233,6348,355432,113912.0,8284543.0
2003-06-05,6371,6441,6071,6094,419064,109356.0,8284543.0
2003-06-09,6025,6256,6002,6163,315455,110599.0,8284543.0
2003-06-10,6094,6325,6071,6186,247774,111013.0,8284543.0
2003-06-11,6279,6418,6141,6186,484813,111013.0,8284543.0
2003-06-12,6348,6348,6187,6256,286775,112256.0,8284543.0
2003-06-13,6325,6672,6071,6486,913961,116398.0,8284543.0
2003-06-16,6418,6602,6348,6556,412077,117641.0,8284543.0
2003-06-17,6810,6856,6533,6556,783484,117641.0,8284543.0
2003-06-18,6602,6741,6348,6371,382730,114327.0,8284543.0
2003-06-19,6395,6649,6256,6556,722947,117641.0,8284543.0
2003-06-20,6371,6602,6348,6394,481016,114741.0,8284543.0
2003-06-23,6279,6371,6002,6025,344160,108113.0,8284543.0
2003-06-24,5910,6187,5910,6048,438957,108528.0,8284543.0
2003-06-25,6002,6210,6002,6048,279492,108528.0,8284543.0
2003-06-26,5933,6048,5864,5886,206700,105628.0,8284543.0
2003-06-27,5979,6256,5979,6140,381341,110184.0,8284543.0
2003-06-30,6233,6371,6141,6140,317180,110184.0,8284543.0
2003-07-01,6187,6418,6164,6256,446305,112256.0,8284543.0
2003-07-02,6325,6371,6233,6256,373401,112256.0,8284543.0
2003-07-03,6348,6649,6256,6394,789544,114741.0,8284543.0
2003-07-04,6464,6510,6233,6371,317510,114327.0,8284543.0
2003-07-07,6579,7110,6487,6971,1537084,125097.0,8284543.0
2003-07-08,6972,6995,6556,6602,764168,118469.0,8284543.0
2003-07-09,6695,6879,6487,6486,647178,116398.0,8284543.0
2003-07-10,6325,6464,6279,6325,410908,113498.0,8284543.0
2003-07-11,6187,6348,6164,6279,282180,112670.0,8284543.0
2003-07-14,6256,6787,6256,6510,898263,116812.0,8284543.0
2003-07-15,6556,6649,6164,6186,362665,111013.0,8284543.0
2003-07-16,6325,6371,6118,6186,323347,111013.0,8284543.0
2003-07-18,6002,6141,5956,5955,352147,106871.0,8284543.0
2003-07-21,6025,6164,5725,5771,280568,103557.0,8284543.0
2003-07-22,5587,5748,5171,5702,368337,102314.0,8284543.0
2003-07-23,5679,5771,5564,5655,170455,101486.0,8284543.0
2003-07-24,5540,5771,5540,5586,181616,100243.0,8284543.0
2003-07-25,5494,5771,5448,5632,257524,101071.0,8284543.0
2003-07-28,5748,6094,5702,5979,581336,107285.0,8284543.0
2003-07-29,6071,6695,5910,6625,1820799,118883.0,8284543.0
2003-07-30,6926,7341,6833,7064,1701190,126754.0,8284543.0
2003-07-31,6926,6972,6487,6533,691994,117226.0,8284543.0
2003-08-01,6649,7064,6649,7017,891973,125925.0,8284543.0
2003-08-04,6787,7087,6741,6994,399292,125511.0,8284543.0
2003-08-05,7203,7595,6602,6833,1523778,122611.0,8284543.0
2003-08-06,6649,7064,6649,7017,475009,125925.0,8284543.0
2003-08-07,7203,7526,7041,7525,770513,135038.0,8284543.0
2003-08-08,7526,7941,7341,7571,892395,135867.0,8284543.0
2003-08-11,7526,7710,7341,7479,371634,134210.0,8284543.0
2003-08-12,7526,7734,7433,7502,539280,134624.0,8284543.0
2003-08-13,7526,7757,7249,7271,551225,130482.0,8284543.0
2003-08-14,7203,7249,6879,7248,532900,130067.0,8284543.0
2003-08-18,7110,7364,6995,7225,446427,129653.0,8284543.0
2003-08-19,7249,7895,7249,7895,583548,141666.0,8284543.0
2003-08-20,7895,8149,7687,7687,613676,137938.0,8284543.0
2003-08-21,7664,7987,7641,7641,274826,137109.0,8284543.0
2003-08-22,7687,8357,7410,8125,621309,145808.0,8284543.0
2003-08-25,8034,8403,8011,8125,368001,145808.0,8284543.0
2003-08-26,8080,8449,7964,8310,316591,149122.0,8284543.0
2003-08-27,8264,8611,8264,8356,403479,149950.0,8284543.0
2003-08-28,8380,8518,8126,8356,417050,149950.0,8284543.0
2003-08-29,8357,9003,8080,8079,904696,144980.0,8284543.0
2003-09-01,8126,8565,8126,8449,428223,151607.0,8284543.0
2003-09-02,8472,8588,8403,8495,184194,152436.0,8284543.0
2003-09-03,8565,8842,8495,8656,277813,155335.0,8284543.0
2003-09-04,8611,8819,8495,8541,171470,153264.0,8284543.0
2003-09-05,8541,8726,8311,8310,294410,149122.0,8284543.0
2003-09-08,8264,8357,7341,7802,198280,140009.0,8284543.0
2003-09-09,7641,8126,7641,8033,202067,144151.0,8284543.0
2003-09-15,7872,8034,7387,7548,552741,135452.0,8284543.0
2003-09-16,7456,7710,7433,7618,370251,136695.0,8284543.0
2003-09-17,7757,7895,7503,7502,454218,134624.0,8284543.0
2003-09-18,7503,7664,7156,7156,482106,128410.0,8284543.0
2003-09-19,7318,7364,7179,7271,313354,130482.0,8284543.0
2003-09-22,7179,7295,6418,6510,367549,116812.0,8284543.0
2003-09-23,6464,6787,6118,6763,387068,121369.0,8284543.0
2003-09-24,6810,7133,6810,7040,303067,126339.0,8284543.0
2003-09-25,6741,7249,6695,7202,312598,129239.0,8284543.0
2003-09-26,7318,7618,7087,7618,525891,136695.0,8284543.0
