에치에프알(230240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-02-01,10940,10995,10785,10785,2459,16480.0,8000000.0
2016-02-02,10890,10890,10680,10785,7,16480.0,8000000.0
2016-02-03,10785,10890,10705,10865,37,16600.0,8000000.0
2016-02-04,10940,10940,10575,10890,12,16640.0,8000000.0
2016-02-05,10890,10890,10550,10630,6408,16240.0,8000000.0
2016-02-11,10470,11490,10470,10945,26,16720.0,8000000.0
2016-02-12,10940,10940,10730,10890,2351,16640.0,8000000.0
2016-02-15,10860,10860,10625,10840,756,16560.0,8000000.0
2016-02-16,10835,10965,10625,10655,11179,16280.0,8000000.0
2016-02-17,10625,10785,10470,10655,19513,16280.0,8000000.0
2016-02-18,10470,10705,10445,10705,53819,16360.0,8000000.0
2016-02-19,10785,10785,10755,10760,1001,16440.0,8000000.0
2016-02-22,10680,10785,10470,10735,46953,16400.0,8000000.0
2016-02-23,10680,10915,10680,10705,9286,16360.0,8000000.0
2016-02-24,10625,10940,10415,10735,27501,16400.0,8000000.0
2016-02-25,10600,11935,10575,10575,10621,16160.0,8000000.0
2016-02-26,10730,10965,10520,10810,37767,16520.0,8000000.0
2016-02-29,10730,10810,10625,10810,11004,16520.0,8000000.0
2016-03-02,11070,11070,10785,10995,3,16800.0,8000000.0
2016-03-03,10600,10965,10600,10630,1009,16240.0,8000000.0
2016-03-04,10940,10940,10520,10945,4953,16720.0,8000000.0
2016-03-07,10785,14185,10520,10890,181599,16640.0,8000000.0
2016-03-08,10600,12330,10600,10890,30407,16640.0,8000000.0
2016-03-09,10995,11335,10890,11255,39568,17200.0,8000000.0
2016-03-10,11515,11515,11020,11125,12880,17000.0,8000000.0
2016-03-11,11100,11150,11100,11125,44,17000.0,8000000.0
2016-03-14,11175,11305,11175,11310,5174,17280.0,8000000.0
2016-03-15,11515,11515,10995,11075,772,16920.0,8000000.0
2016-03-16,11100,11305,11100,11255,2758,17200.0,8000000.0
2016-03-17,11255,11305,11255,11255,2232,17200.0,8000000.0
2016-03-18,10835,10965,10755,10865,60209,16600.0,8000000.0
2016-03-21,10730,10785,10730,10785,130,16480.0,8000000.0
2016-03-22,13795,13795,10785,10865,22812,16600.0,8000000.0
2016-03-23,10730,12695,10730,10810,31561,16520.0,8000000.0
2016-03-24,10995,10995,10890,10915,18844,16680.0,8000000.0
2016-03-25,10890,11100,10890,10945,21455,16720.0,8000000.0
2016-03-28,10810,10915,10785,10785,14241,16480.0,8000000.0
2016-03-29,10785,10810,10755,10810,1113,16520.0,8000000.0
2016-03-30,10785,10890,10575,10840,14076,16560.0,8000000.0
2016-03-31,10995,10995,10810,10995,11569,16800.0,8000000.0
2016-04-01,11100,11255,10575,10605,11864,16200.0,8000000.0
2016-04-04,10625,10625,10340,10470,29768,16000.0,8000000.0
2016-04-05,10600,10600,10470,10470,6147,16000.0,8000000.0
2016-04-06,10445,10755,10340,10340,14539,15800.0,8000000.0
2016-04-07,10680,10680,10415,10605,504,16200.0,8000000.0
2016-04-08,10575,10680,10470,10470,28,16000.0,8000000.0
2016-04-11,10625,10625,10600,10605,110,16200.0,8000000.0
2016-04-12,10575,10600,10550,10605,527,16200.0,8000000.0
2016-04-14,10575,10575,10470,10525,3356,16080.0,8000000.0
2016-04-15,10520,10520,10340,10340,7363,15800.0,8000000.0
2016-04-18,10365,10520,10365,10500,6519,16040.0,8000000.0
2016-04-19,10415,10550,10365,10420,5517,15920.0,8000000.0
2016-04-20,10550,10550,10520,10525,2492,16080.0,8000000.0
2016-04-21,10995,10995,10415,10420,5915,15920.0,8000000.0
2016-04-22,10965,10965,10390,10395,6793,15880.0,8000000.0
2016-04-25,10940,10940,10365,10445,2834,15960.0,8000000.0
2016-04-26,10415,10445,10310,10445,366,15960.0,8000000.0
2016-04-27,10445,10470,10445,10445,662,15960.0,8000000.0
2016-04-28,10445,10495,10415,10500,2011,16040.0,8000000.0
2016-04-29,10365,10495,10365,10500,2030,16040.0,8000000.0
2016-05-02,10810,10810,10260,10365,12319,15840.0,8000000.0
2016-05-03,10495,10495,10285,10445,1830,15960.0,8000000.0
2016-05-04,10310,10445,10205,10235,14876,15640.0,8000000.0
2016-05-09,10180,10260,10105,10260,47875,15680.0,8000000.0
2016-05-10,10310,10310,10235,10315,2233,15760.0,8000000.0
2016-05-11,10340,10340,10180,10290,21510,15720.0,8000000.0
2016-05-12,10285,10445,10260,10420,16821,15920.0,8000000.0
2016-05-13,10414,10414,10234,10235,1000,15640.0,8000000.0
2016-05-16,10260,10310,10235,10315,4346,15760.0,8000000.0
2016-05-17,10340,10340,10285,10340,11397,15800.0,8000000.0
2016-05-18,10340,10340,10310,10315,575,15760.0,8000000.0
2016-05-19,10415,10415,10310,10315,1049,15760.0,8000000.0
2016-05-20,10390,10445,10235,10315,5273,15760.0,8000000.0
2016-05-23,10415,10415,10235,10365,8008,15840.0,8000000.0
2016-05-24,10415,10415,10285,10340,1623,15800.0,8000000.0
2016-05-25,10310,10340,10205,10290,42020,15720.0,8000000.0
2016-05-26,10235,10340,10205,10340,36086,15800.0,8000000.0
2016-05-27,10365,10365,10234,10235,9082,15640.0,8000000.0
2016-05-30,10285,10285,10155,10260,27794,15680.0,8000000.0
2016-05-31,10260,10260,10155,10260,8790,15680.0,8000000.0
2016-06-01,10234,10234,10154,10235,26202,15640.0,8000000.0
2016-06-02,10235,10260,10105,10260,14038,15680.0,8000000.0
2016-06-03,10260,10260,10104,10185,12415,15560.0,8000000.0
2016-06-07,9944,10180,9944,10185,289468,15560.0,8000000.0
2016-06-08,10180,10204,10180,10185,11370,15560.0,8000000.0
2016-06-09,10180,10180,10130,10160,6865,15520.0,8000000.0
2016-06-10,10180,10205,10155,10210,14625,15600.0,8000000.0
2016-06-13,10205,10205,10130,10210,20049,15600.0,8000000.0
2016-06-14,10205,10205,10000,10210,32752,15600.0,8000000.0
2016-06-15,10205,10260,10155,10260,24811,15680.0,8000000.0
2016-06-16,10260,10340,10235,10315,23051,15760.0,8000000.0
2016-06-17,10310,10310,10310,10315,1,15760.0,8000000.0
2016-06-20,10310,10310,10310,10315,602,15760.0,8000000.0
2016-06-21,10310,10390,10285,10365,20238,15840.0,8000000.0
2016-06-22,10340,10994,10205,10235,169669,15640.0,8000000.0
2016-06-23,10340,10340,10130,10235,12543,15640.0,8000000.0
2016-06-24,10205,10260,10130,10260,5233,15680.0,8000000.0
2016-06-27,10205,10365,10205,10365,4997,15840.0,8000000.0
2016-06-28,10365,10365,10180,10210,15683,15600.0,8000000.0
2016-06-29,10205,10285,10180,10290,30094,15720.0,8000000.0
2016-06-30,10310,10415,10260,10395,15436,15880.0,8000000.0
2016-07-01,10390,10495,10390,10470,8266,16000.0,8000000.0
2016-07-04,10470,10575,10390,10525,8650,16080.0,8000000.0
2016-07-05,10470,10470,10470,10470,501,16000.0,8000000.0
2016-07-06,10415,10550,10260,10550,280496,16120.0,8000000.0
2016-07-07,10365,10470,10310,10340,26681,15800.0,8000000.0
2016-07-08,10575,10575,10445,10550,701,16120.0,8000000.0
2016-07-11,10415,10470,10390,10470,5510,16000.0,8000000.0
2016-07-12,10470,10600,10445,10550,7179,16120.0,8000000.0
2016-07-13,10550,10575,10550,10575,63,16160.0,8000000.0
2016-07-14,10445,10575,10445,10575,12523,16160.0,8000000.0
2016-07-15,10470,10625,10365,10525,30999,16080.0,8000000.0
2016-07-18,10520,10550,10415,10445,12071,15960.0,8000000.0
2016-07-19,10550,10575,10550,10550,1943,16120.0,8000000.0
2016-07-20,10550,10550,10550,10550,0,16120.0,8000000.0
2016-07-21,10520,10520,10520,10525,0,16080.0,8000000.0
2016-07-22,10625,10625,10310,10470,26889,16000.0,8000000.0
2016-07-25,10625,10625,10470,10525,30,16080.0,8000000.0
2016-07-26,10470,10520,10470,10500,3,16040.0,8000000.0
2016-07-27,10445,10495,10445,10470,656,16000.0,8000000.0
2016-07-28,10470,10495,10470,10470,1414,16000.0,8000000.0
2016-07-29,10550,10705,10310,10680,3552,16320.0,8000000.0
2016-08-01,10705,10705,10445,10630,2310,16240.0,8000000.0
2016-08-02,10625,10650,10625,10630,40039,16240.0,8000000.0
2016-08-03,10730,10730,10575,10705,52930,16360.0,8000000.0
2016-08-04,10730,10730,10680,10705,640,16360.0,8000000.0
2016-08-05,10755,10755,10625,10680,10013,16320.0,8000000.0
2016-08-08,10470,10680,10470,10680,101,16320.0,8000000.0
2016-08-09,10470,10680,10470,10680,3,16320.0,8000000.0
2016-08-10,10890,10890,10470,10470,31,16000.0,8000000.0
2016-08-11,10965,10965,10470,10500,2548,16040.0,8000000.0
2016-08-12,10755,10755,10470,10470,67314,16000.0,8000000.0
2016-08-16,10470,10915,10470,10470,4310,16000.0,8000000.0
2016-08-17,11200,11200,10470,10500,12637,16040.0,8000000.0
2016-08-18,10575,10575,10470,10575,325,16160.0,8000000.0
2016-08-19,11125,11125,10415,10420,4573,15920.0,8000000.0
2016-08-22,10415,10495,10415,10470,1716,16000.0,8000000.0
2016-08-23,10470,10520,10365,10395,6126,15880.0,8000000.0
2016-08-24,10445,10495,10445,10470,30165,16000.0,8000000.0
2016-08-25,10495,10575,10415,10470,129186,16000.0,8000000.0
2016-08-26,10520,10575,10470,10525,21133,16080.0,8000000.0
2016-08-29,10520,10575,10415,10470,20771,16000.0,8000000.0
2016-08-30,10495,10575,10470,10525,30688,16080.0,8000000.0
2016-08-31,10520,10600,10415,10470,51776,16000.0,8000000.0
2016-09-01,10495,10730,10495,10500,14455,16040.0,8000000.0
2016-09-02,10495,10550,10495,10550,18299,16120.0,8000000.0
2016-09-05,10520,10600,10495,10575,7489,16160.0,8000000.0
2016-09-06,10520,10575,10470,10500,69962,16040.0,8000000.0
2016-09-07,10495,10575,10470,10575,7043,16160.0,8000000.0
2016-09-08,10470,10575,10445,10575,13878,16160.0,8000000.0
2016-09-09,10445,10520,10445,10525,16593,16080.0,8000000.0
2016-09-12,10575,10575,10470,10470,6764,16000.0,8000000.0
2016-09-13,10965,10965,10495,10500,3002,16040.0,8000000.0
2016-09-19,10495,10495,10445,10445,12913,15960.0,8000000.0
2016-09-20,10445,10470,10445,10445,10555,15960.0,8000000.0
2016-09-21,10445,10470,10445,10470,13441,16000.0,8000000.0
2016-09-22,10470,10495,10415,10445,15545,15960.0,8000000.0
2016-09-23,10445,10470,10390,10470,19261,16000.0,8000000.0
2016-09-26,10470,10470,10390,10470,32621,16000.0,8000000.0
2016-09-27,10445,10445,10205,10420,29881,15920.0,8000000.0
2016-09-28,10415,10470,10365,10445,13705,15960.0,8000000.0
2016-09-29,10415,10495,10365,10420,10757,15920.0,8000000.0
2016-09-30,10365,10495,10365,10500,14794,16040.0,8000000.0
2016-10-04,10415,10495,10415,10470,1898,16000.0,8000000.0
2016-10-05,10445,10520,10365,10470,8268,16000.0,8000000.0
2016-10-06,10445,10445,10340,10365,8199,15840.0,8000000.0
2016-10-07,10365,10445,10365,10365,8809,15840.0,8000000.0
2016-10-10,10470,10520,10310,10445,13393,15960.0,8000000.0
2016-10-11,10470,10495,10445,10470,8708,16000.0,8000000.0
2016-10-12,10445,10600,10310,10420,19091,15920.0,8000000.0
2016-10-13,10365,10470,10310,10365,115288,15840.0,8000000.0
2016-10-14,10470,10470,10415,10445,312,15960.0,8000000.0
2016-10-17,10550,10550,10390,10395,358,15880.0,8000000.0
2016-10-18,10495,10495,10415,10470,8100,16000.0,8000000.0
2016-10-19,10470,10470,10365,10470,2523,16000.0,8000000.0
2016-10-20,10445,10470,10445,10470,1512,16000.0,8000000.0
2016-10-21,10495,10495,10470,10470,5129,16000.0,8000000.0
2016-10-24,10520,10520,10415,10445,4203,15960.0,8000000.0
2016-10-25,10495,10495,10365,10445,9066,15960.0,8000000.0
2016-10-26,10445,10445,10310,10365,7802,15840.0,8000000.0
2016-10-27,10550,10550,10390,10525,2082,16080.0,8000000.0
2016-10-28,10415,10470,10310,10470,96457,16000.0,8000000.0
2016-10-31,10390,10470,10310,10420,22706,15920.0,8000000.0
2016-11-01,10445,10445,10365,10420,7361,15920.0,8000000.0
2016-11-02,10495,10495,10365,10445,6431,15960.0,8000000.0
2016-11-03,10445,10445,10445,10445,501,15960.0,8000000.0
2016-11-04,10445,10445,10365,10420,7482,15920.0,8000000.0
2016-11-07,10445,10445,10365,10420,484,15920.0,8000000.0
2016-11-08,10470,10470,10180,10365,35886,15840.0,8000000.0
2016-11-09,10310,10470,10205,10365,38018,15840.0,8000000.0
2016-11-10,10365,10445,10285,10420,18851,15920.0,8000000.0
2016-11-11,10310,10415,10310,10420,27021,15920.0,8000000.0
2016-11-14,10340,10390,10310,10315,20672,15760.0,8000000.0
2016-11-15,10340,10340,10285,10340,53,15800.0,8000000.0
2016-11-16,10415,10415,10205,10365,16753,15840.0,8000000.0
2016-11-17,10365,10365,10310,10315,905,15760.0,8000000.0
2016-11-18,10285,10310,10285,10315,830,15760.0,8000000.0
2016-11-21,10285,10520,10285,10470,92116,16000.0,8000000.0
2016-11-22,10550,10550,10310,10340,22938,15800.0,8000000.0
2016-11-23,10285,10445,10285,10420,4793,15920.0,8000000.0
2016-11-24,10470,10470,10310,10445,10096,15960.0,8000000.0
2016-11-25,10390,10445,10340,10340,5471,15800.0,8000000.0
2016-11-28,10495,10495,10340,10445,24001,15960.0,8000000.0
2016-11-29,10390,10445,10390,10445,7504,15960.0,8000000.0
2016-11-30,10365,10470,10365,10470,9,16000.0,8000000.0
2016-12-01,10415,10415,10415,10420,0,15920.0,8000000.0
2016-12-02,10310,10415,10310,10395,5073,15880.0,8000000.0
2016-12-05,10340,10470,10340,10420,1401,15920.0,8000000.0
2016-12-06,10365,10415,10365,10420,5913,15920.0,8000000.0
2016-12-07,10365,10445,10340,10445,2654,15960.0,8000000.0
2016-12-08,10310,10365,10310,10365,5010,15840.0,8000000.0
2016-12-09,10365,10365,10365,10365,1,15840.0,8000000.0
2016-12-12,10365,10365,10340,10365,5110,15840.0,8000000.0
2016-12-13,10365,10365,10365,10365,3051,15840.0,8000000.0
2016-12-14,10310,10340,10310,10340,2,15800.0,8000000.0
2016-12-15,10365,10365,10365,10365,1,15840.0,8000000.0
2016-12-16,10310,10365,10310,10365,3,15840.0,8000000.0
2016-12-19,10365,10365,10365,10365,0,15840.0,8000000.0
2016-12-20,10310,10310,10310,10315,1660,15760.0,8000000.0
2016-12-21,10310,10310,10310,10315,299,15760.0,8000000.0
2016-12-22,10310,10445,10310,10445,6002,15960.0,8000000.0
2016-12-23,10340,10445,10340,10445,9001,15960.0,8000000.0
2016-12-26,10390,10390,10390,10395,0,15880.0,8000000.0
2016-12-27,10415,10415,10235,10395,1988,15880.0,8000000.0
2016-12-28,10415,10415,10260,10395,5935,15880.0,8000000.0
2016-12-29,10365,10365,10365,10365,1,15840.0,8000000.0
2017-01-02,10365,10365,10365,10365,0,,
2017-01-03,10365,10365,10365,10365,1,,
2017-01-04,10260,10390,10260,10395,3562,15880.0,8000000.0
2017-01-05,10365,10365,10310,10340,3439,15800.0,8000000.0
2017-01-06,10260,10365,10260,10365,1213,15840.0,8000000.0
2017-01-09,10260,10310,10260,10315,1701,15760.0,8000000.0
2017-01-10,10235,10285,10235,10290,9697,15720.0,8000000.0
2017-01-11,10205,10390,10205,10260,702,15680.0,8000000.0
2017-01-12,10260,10340,10205,10340,5576,15800.0,8000000.0
2017-01-13,10235,10340,10235,10340,1549,15800.0,8000000.0
2017-01-16,10260,10310,10180,10315,17666,15760.0,8000000.0
2017-01-17,10310,10310,10180,10315,2920,15760.0,8000000.0
2017-01-18,10285,10285,10285,10290,0,15720.0,8000000.0
2017-01-19,10180,10285,10180,10290,7278,15720.0,8000000.0
2017-01-20,10180,10285,10180,10290,3163,15720.0,8000000.0
2017-01-23,10180,10285,10180,10260,21905,15680.0,8000000.0
2017-01-24,10205,10260,10180,10235,4514,15640.0,8000000.0
2017-01-25,10180,10235,10180,10210,4898,15600.0,8000000.0
2017-01-26,10155,10205,10155,10210,31904,15600.0,8000000.0
2017-01-31,10205,10205,10205,10210,0,15600.0,8000000.0
2017-02-01,10180,10205,10180,10210,1106,15600.0,8000000.0
2017-02-02,10180,10235,10180,10210,5800,15600.0,8000000.0
2017-02-03,10205,10205,10130,10130,5579,15480.0,8000000.0
2017-02-06,10155,10155,10075,10160,11575,15520.0,8000000.0
2017-02-07,10105,10155,10075,10160,76242,15520.0,8000000.0
2017-02-08,10104,10130,10104,10105,3201,15440.0,8000000.0
2017-02-09,10155,10155,10075,10105,5651,15440.0,8000000.0
2017-02-10,10075,10130,10075,10130,2867,15480.0,8000000.0
2017-02-13,10050,10130,9970,10055,144390,15360.0,8000000.0
2017-02-14,10050,10130,10000,10130,48381,15480.0,8000000.0
2017-02-15,10105,10105,10050,10080,11426,15400.0,8000000.0
2017-02-16,10050,10075,10025,10080,1874,15400.0,8000000.0
2017-02-17,10050,10105,10025,10055,2974,15360.0,8000000.0
2017-02-20,10050,10075,10025,10080,2520,15400.0,8000000.0
2017-02-21,10050,10130,10050,10080,3644,15400.0,8000000.0
2017-02-22,10075,10104,10000,10105,29961,15440.0,8000000.0
2017-02-23,10024,10050,10024,10025,29889,15320.0,8000000.0
2017-02-24,10000,10155,10000,10160,14803,15520.0,8000000.0
2017-02-27,10050,10154,10050,10055,3379,15360.0,8000000.0
2017-02-28,10155,10155,10024,10105,30298,15440.0,8000000.0
2017-03-02,10050,10130,10050,10105,43529,15440.0,8000000.0
2017-03-03,10130,10130,10050,10080,12257,15400.0,8000000.0
2017-03-06,10155,10155,10050,10080,8990,15400.0,8000000.0
2017-03-07,10075,10155,10075,10105,9286,15440.0,8000000.0
2017-03-08,10104,10204,10075,10105,57620,15440.0,8000000.0
2017-03-09,10155,10155,10075,10160,13276,15520.0,8000000.0
2017-03-10,10155,10180,10050,10080,11098,15400.0,8000000.0
2017-03-13,10075,10130,10050,10105,10630,15440.0,8000000.0
2017-03-14,10105,10155,10075,10130,11979,15480.0,8000000.0
2017-03-15,10075,10180,10075,10160,16776,15520.0,8000000.0
2017-03-16,10180,10340,10130,10290,32115,15720.0,8000000.0
2017-03-17,10470,12040,10470,10575,4632297,16160.0,8000000.0
2017-03-20,10755,11620,10340,10395,2067065,15880.0,8000000.0
2017-03-21,10495,12510,10180,10260,8807543,15680.0,8000000.0
2017-03-22,10340,11305,10260,10525,5340385,16080.0,8000000.0
2017-03-23,10575,10785,10340,10365,1088428,15840.0,8000000.0
2017-03-24,10365,10470,10285,10315,433998,15760.0,8000000.0
2017-03-27,10260,10415,10180,10210,457268,15600.0,8000000.0
2017-03-28,10205,10890,10155,10290,1118509,15720.0,8000000.0
2017-03-29,10340,10390,10205,10315,267780,15760.0,8000000.0
2017-03-30,10390,10550,10260,10290,528241,15720.0,8000000.0
2017-03-31,10310,10390,10235,10260,201901,15680.0,8000000.0
2017-04-03,10285,10310,10260,10290,92764,15720.0,8000000.0
2017-04-04,10310,10365,10260,10315,153632,15760.0,8000000.0
2017-04-05,10285,10390,10285,10290,141659,15720.0,8000000.0
2017-04-06,10310,10340,10260,10315,188797,15760.0,8000000.0
2017-04-07,10340,10365,10310,10315,63651,15760.0,8000000.0
2017-04-10,10310,10365,10310,10315,89116,15760.0,8000000.0
2017-04-11,10310,10390,10310,10395,121226,15880.0,8000000.0
2017-04-12,10390,10390,10340,10340,16786,15800.0,8000000.0
2017-04-13,10365,10390,10340,10340,68581,15800.0,8000000.0
2017-04-14,10310,10365,10285,10340,46288,15800.0,8000000.0
2017-04-17,10310,10340,10260,10315,70481,15760.0,8000000.0
2017-04-18,10310,10340,10285,10315,32675,15760.0,8000000.0
2017-04-19,10310,10365,10310,10315,110421,15760.0,8000000.0
2017-04-20,10310,10365,10310,10340,59327,15800.0,8000000.0
2017-04-21,10365,10365,10310,10340,39088,15800.0,8000000.0
2017-04-24,10365,10415,10340,10420,61582,15920.0,8000000.0
2017-04-25,10415,10445,10340,10395,29401,15880.0,8000000.0
2017-04-26,10415,10415,10310,10395,45621,15880.0,8000000.0
2017-04-27,10415,10415,10340,10340,15267,15800.0,8000000.0
2017-04-28,10415,10415,10310,10365,17392,15840.0,8000000.0
2017-05-02,10415,10415,10340,10340,39131,15800.0,8000000.0
2017-05-04,10365,10415,10310,10365,3743,15840.0,8000000.0
2017-05-08,10310,10365,10310,10340,24700,15800.0,8000000.0
2017-05-10,10340,10365,10310,10365,7659,15840.0,8000000.0
2017-05-11,10310,10365,10310,10365,28350,15840.0,8000000.0
2017-05-12,10365,10365,10310,10365,23971,15840.0,8000000.0
2017-05-15,10365,10390,10340,10395,12908,15880.0,8000000.0
2017-05-16,10310,10390,10310,10315,19213,15760.0,8000000.0
2017-05-17,10310,10365,10310,10365,16834,15840.0,8000000.0
2017-05-18,10365,10390,10340,10365,21096,15840.0,8000000.0
2017-05-19,10390,10390,10340,10365,12019,15840.0,8000000.0
2017-05-22,10340,10365,10340,10365,8315,15840.0,8000000.0
2017-05-23,10390,10390,10340,10365,29602,15840.0,8000000.0
2017-05-24,10340,10390,10340,10365,19677,15840.0,8000000.0
2017-05-25,10390,10390,10340,10340,5609,15800.0,8000000.0
2017-05-26,10390,10390,10310,10365,201832,15840.0,8000000.0
2017-05-29,10340,10365,10310,10365,44975,15840.0,8000000.0
2017-05-30,10340,10365,10310,10365,23741,15840.0,8000000.0
2017-05-31,10340,10365,10310,10365,15481,15840.0,8000000.0
2017-06-01,10340,10365,10340,10365,15433,15840.0,8000000.0
2017-06-02,10340,10365,10285,10365,24753,15840.0,8000000.0
2017-06-05,10310,10365,10285,10365,21735,15840.0,8000000.0
2017-06-07,10340,10365,10310,10365,17592,15840.0,8000000.0
2017-06-08,10340,10365,10310,10365,18716,15840.0,8000000.0
2017-06-09,10310,10365,10285,10315,39367,15760.0,8000000.0
2017-06-12,10340,10365,10285,10340,23677,15800.0,8000000.0
2017-06-13,10285,10340,10285,10315,4427,15760.0,8000000.0
2017-06-14,10365,10365,10285,10365,28779,15840.0,8000000.0
2017-06-15,10310,10340,10310,10340,14128,15800.0,8000000.0
2017-06-16,10340,10365,10310,10340,14214,15800.0,8000000.0
2017-06-19,10310,10365,10310,10315,28862,15760.0,8000000.0
2017-06-20,10365,10365,10285,10340,27914,15800.0,8000000.0
2017-06-21,10340,10365,10285,10290,14138,15720.0,8000000.0
2017-06-22,10285,10340,10285,10340,33044,15800.0,8000000.0
2017-06-23,10310,10365,10285,10365,37103,15840.0,8000000.0
2017-06-26,10365,10365,10310,10365,15071,15840.0,8000000.0
2017-06-27,10340,10340,10310,10315,27503,15760.0,8000000.0
2017-06-28,10310,10365,10310,10365,14753,15840.0,8000000.0
2017-06-29,10340,10390,10310,10395,22138,15880.0,8000000.0
2017-06-30,10390,10445,10310,10445,55004,15960.0,8000000.0
2017-07-03,10445,10680,10365,10445,72999,15960.0,8000000.0
2017-07-04,10495,10550,10445,10470,27986,16000.0,8000000.0
2017-07-05,10575,10600,10415,10525,10375,16080.0,8000000.0
2017-07-06,10415,10520,10365,10525,19540,16080.0,8000000.0
2017-07-07,10520,10550,10365,10550,30968,16120.0,8000000.0
2017-07-10,10650,10650,10470,10525,2398,16080.0,8000000.0
2017-07-11,10495,10600,10495,10575,46123,16160.0,8000000.0
2017-07-12,10650,10650,10520,10575,8499,16160.0,8000000.0
2017-07-13,10575,10575,10495,10575,4625,16160.0,8000000.0
2017-07-14,10470,10575,10470,10470,17100,16000.0,8000000.0
2017-07-17,10445,10550,10445,10525,40605,16080.0,8000000.0
2017-07-18,10520,10650,10445,10525,63271,16080.0,8000000.0
2017-07-19,10520,10550,10520,10550,23476,16120.0,8000000.0
2017-07-20,10495,10575,10445,10550,10840,16120.0,8000000.0
2017-07-21,10520,10575,10495,10575,11423,16160.0,8000000.0
2017-07-24,10520,10575,10520,10575,9053,16160.0,8000000.0
2017-07-25,10470,10550,10365,10525,37806,16080.0,8000000.0
2017-07-26,10470,10520,10470,10525,2368,16080.0,8000000.0
2017-07-27,10550,10550,10470,10550,510,16120.0,8000000.0
2017-07-28,10445,10550,10415,10470,26266,16000.0,8000000.0
2017-07-31,10575,10575,10470,10525,11363,16080.0,8000000.0
2017-08-01,10470,10575,10470,10525,711,16080.0,8000000.0
2017-08-02,10550,10550,10520,10550,9544,16120.0,8000000.0
2017-08-03,10550,10550,10445,10500,20694,16040.0,8000000.0
2017-08-04,10445,10495,10445,10500,39322,16040.0,8000000.0
2017-08-07,10445,10520,10445,10500,3369,16040.0,8000000.0
2017-08-08,10520,10520,10470,10525,14727,16080.0,8000000.0
2017-08-09,10470,10520,10445,10470,9305,16000.0,8000000.0
2017-08-10,10470,10495,10470,10470,16457,16000.0,8000000.0
2017-08-11,10470,10495,10445,10445,42621,15960.0,8000000.0
2017-08-14,10470,10470,10415,10445,67408,15960.0,8000000.0
2017-08-16,10445,10470,10445,10445,12903,15960.0,8000000.0
2017-08-17,10470,10520,10445,10500,52457,16040.0,8000000.0
2017-08-18,10470,10550,10470,10550,10603,16120.0,8000000.0
2017-08-21,10495,10575,10495,10575,16583,16160.0,8000000.0
2017-08-22,10575,10650,10495,10605,29937,16200.0,8000000.0
2017-08-23,10495,10575,10495,10500,22718,16040.0,8000000.0
2017-08-24,10495,10600,10495,10575,19930,16160.0,8000000.0
2017-08-25,10650,10650,10495,10630,38756,16240.0,8000000.0
2017-08-28,10705,10835,10650,10655,26989,16280.0,8000000.0
2017-08-29,10625,10705,10575,10575,29473,16160.0,8000000.0
2017-08-30,10550,10705,10550,10655,13942,16280.0,8000000.0
2017-08-31,10650,10650,10575,10655,4127,16280.0,8000000.0
2017-09-01,10600,10650,10575,10605,6365,16200.0,8000000.0
2017-09-04,10550,10650,10445,10605,123464,16200.0,8000000.0
