에치에프알(230240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-28,19400,20000,18550,19750,212121,236645.0,11982020.0
2019-07-01,19550,19550,18700,18700,252949,224064.0,11982020.0
2019-07-02,18750,19450,18400,19000,259374,227658.0,11982020.0
2019-07-03,18900,19050,18100,18100,244260,216875.0,11982020.0
2019-07-04,18350,19450,18150,19400,291317,232451.0,11982020.0
2019-07-05,19250,19600,18750,19450,150806,233050.0,11982020.0
2019-07-08,19250,19500,17850,18000,296615,215676.0,11982020.0
2019-07-09,18050,18350,17300,17500,224784,209685.0,11982020.0
2019-07-10,17550,18900,17550,18550,353565,222266.0,11982020.0
2019-07-11,18550,19550,17850,19400,382402,232451.0,11982020.0
2019-07-12,19400,21400,19150,20850,878723,249825.0,11982020.0
2019-07-15,21250,21850,20850,21400,595575,256415.0,11982020.0
2019-07-16,21550,21600,20300,20650,347119,247429.0,11982020.0
2019-07-17,20600,20900,19750,20000,328664,239640.0,11982020.0
2019-07-18,20100,21200,19850,20700,303418,248028.0,11982020.0
2019-07-19,20950,21100,20200,21100,275831,252821.0,11982020.0
2019-07-22,21000,21650,20550,21000,166329,251622.0,11982020.0
2019-07-23,21300,21300,19750,20050,251226,240240.0,11982020.0
2019-07-24,20050,20150,18800,19150,488850,229456.0,11982020.0
2019-07-25,19350,19600,18350,18850,223752,225861.0,11982020.0
2019-07-26,18850,20400,18850,20250,450097,242636.0,11982020.0
2019-07-29,20150,20200,19250,19250,240560,230654.0,11982020.0
2019-07-30,19200,19700,18750,18900,215338,226460.0,11982020.0
2019-07-31,18850,20150,18150,20000,412717,239640.0,11982020.0
2019-08-01,19800,21100,19550,20200,450910,242037.0,11982020.0
2019-08-02,19600,20500,19300,19900,266560,238442.0,11982020.0
2019-08-05,19900,19900,18400,18400,374857,220469.0,11982020.0
2019-08-06,17850,18700,17150,17450,363248,209086.0,11982020.0
2019-08-07,18000,18650,17800,18150,294075,217474.0,11982020.0
2019-08-08,18500,19800,18450,19750,451026,236645.0,11982020.0
2019-08-09,19850,20700,19850,20450,376794,245032.0,11982020.0
2019-08-12,20500,21000,19850,20750,282379,248627.0,11982020.0
2019-08-13,20600,21550,20200,21050,433041,252222.0,11982020.0
2019-08-14,21400,21950,20050,21300,1012866,255217.0,11982020.0
2019-08-16,21300,22800,21100,22800,690446,273190.0,11982020.0
2019-08-19,22950,23700,21900,22300,422229,267199.0,11982020.0
2019-08-20,22100,23050,21800,22850,260980,273789.0,11982020.0
2019-08-21,22600,23300,22350,22850,200282,273789.0,11982020.0
2019-08-22,23250,23700,22750,23450,378904,280978.0,11982020.0
2019-08-23,22750,24000,22750,23850,453844,285771.0,11982020.0
2019-08-26,23300,25150,23200,24350,828316,291762.0,11982020.0
2019-08-27,24600,24700,23100,23900,493907,286370.0,11982020.0
2019-08-28,23800,24050,21700,22650,879427,271393.0,11982020.0
2019-08-29,22850,23950,22550,23800,561039,285172.0,11982020.0
2019-08-30,24200,25200,23850,24500,599846,293559.0,11982020.0
2019-09-02,24550,26000,24100,24950,460575,298951.0,11982020.0
2019-09-03,25200,26000,24450,24850,385295,297753.0,11982020.0
2019-09-04,24700,27400,24500,27200,972375,325911.0,11982020.0
2019-09-05,27650,27900,25500,26850,1087689,321717.0,11982020.0
2019-09-06,26900,28350,26050,28200,565669,337893.0,11982020.0
2019-09-09,28200,28400,26800,27250,520985,326510.0,11982020.0
2019-09-10,26850,27750,25950,26250,424164,314528.0,11982020.0
2019-09-11,26400,27850,25850,27650,396498,331303.0,11982020.0
2019-09-16,27450,27500,26500,26700,323926,319920.0,11982020.0
2019-09-17,26350,27050,25750,26300,418666,315127.0,11982020.0
2019-09-18,26400,26850,26100,26200,210634,313929.0,11982020.0
2019-09-19,26400,26600,25900,26100,151889,312731.0,11982020.0
2019-09-20,26800,28500,26750,27500,803947,329506.0,11982020.0
2019-09-23,27650,28450,27150,27900,325614,334298.0,11982020.0
2019-09-24,27700,28300,27500,27650,154096,331303.0,11982020.0
2019-09-25,27350,27700,26350,26750,267940,320519.0,11982020.0
2019-09-26,26950,27400,26250,26400,227909,316325.0,11982020.0
2019-09-27,26400,26550,25450,25950,296959,310933.0,11982020.0
2019-09-30,25800,26100,24100,25450,509229,304942.0,11982020.0
2019-10-01,25800,26150,25100,25450,200904,304942.0,11982020.0
2019-10-02,25150,25750,24800,24900,162097,298352.0,11982020.0
2019-10-04,25150,26250,24800,25700,316554,307938.0,11982020.0
2019-10-07,26150,26400,24550,24750,327627,296555.0,11982020.0
