키움제5호스팩(311270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-07,2025,2025,2015,2015,354,7254.0,3600000.0
2019-03-08,2025,2025,2020,2025,201,7290.0,3600000.0
2019-03-11,2025,2025,2020,2025,96993,7290.0,3600000.0
2019-03-12,2025,2030,2020,2030,2324,7308.0,3600000.0
2019-03-13,2030,2030,2025,2030,1325,7308.0,3600000.0
2019-03-14,2030,2030,2025,2025,413,7290.0,3600000.0
2019-03-15,2030,2030,2030,2030,20543,7308.0,3600000.0
2019-03-18,2030,2050,2025,2045,16361,7362.0,3600000.0
2019-03-19,2050,2050,2040,2050,10198,7380.0,3600000.0
2019-03-20,2055,2055,2050,2050,5029,7380.0,3600000.0
2019-03-21,2060,2060,2035,2035,5493,7326.0,3600000.0
2019-03-22,2055,2055,2045,2045,1002,7362.0,3600000.0
2019-03-25,2055,2055,2055,2055,2,7398.0,3600000.0
2019-03-26,2055,2055,2055,2055,2,7398.0,3600000.0
2019-03-27,2055,2055,2020,2020,1802,7272.0,3600000.0
2019-03-28,2020,2020,2020,2020,5,7272.0,3600000.0
2019-03-29,2050,2050,2025,2030,295,7308.0,3600000.0
2019-04-01,2045,2045,2035,2035,40,7326.0,3600000.0
2019-04-02,2045,2045,2035,2035,12334,7326.0,3600000.0
2019-04-03,2050,2050,2025,2030,1722,7308.0,3600000.0
2019-04-04,2045,2050,2030,2030,8410,7308.0,3600000.0
2019-04-05,2050,2050,2030,2030,4202,7308.0,3600000.0
2019-04-08,2040,2040,2025,2025,17053,7290.0,3600000.0
2019-04-09,2035,2035,2020,2025,5005,7290.0,3600000.0
2019-04-10,2040,2040,2025,2025,7011,7290.0,3600000.0
2019-04-11,2040,2040,2030,2030,519,7308.0,3600000.0
2019-04-12,2040,2040,2030,2030,7007,7308.0,3600000.0
2019-04-15,2040,2040,2035,2035,3443,7326.0,3600000.0
2019-04-16,2040,2040,2035,2035,4732,7326.0,3600000.0
2019-04-17,2040,2045,2035,2035,11450,7326.0,3600000.0
2019-04-18,2045,2070,2035,2070,9893,7452.0,3600000.0
2019-04-19,2090,2090,2055,2075,8492,7470.0,3600000.0
2019-04-22,2090,2090,2050,2080,10957,7488.0,3600000.0
2019-04-23,2080,2080,2055,2080,11870,7488.0,3600000.0
2019-04-24,2085,2085,2065,2065,1384,7434.0,3600000.0
2019-04-25,2085,2085,2060,2065,2823,7434.0,3600000.0
2019-04-26,2085,2085,2065,2065,18210,7434.0,3600000.0
2019-04-29,2085,2085,2035,2050,6943,7380.0,3600000.0
2019-04-30,2080,2080,2060,2070,1209,7452.0,3600000.0
2019-05-02,2080,2080,2070,2080,7237,7488.0,3600000.0
2019-05-03,2080,2090,2055,2060,47997,7416.0,3600000.0
2019-05-07,2085,2085,2060,2085,10801,7506.0,3600000.0
2019-05-08,2085,2085,2060,2070,1733,7452.0,3600000.0
2019-05-09,2085,2085,2070,2080,5325,7488.0,3600000.0
2019-05-10,2085,2115,2085,2115,18906,7614.0,3600000.0
2019-05-13,2140,2140,2105,2130,22034,7668.0,3600000.0
2019-05-14,2140,2150,2095,2095,53242,7542.0,3600000.0
2019-05-15,2120,2120,2075,2100,7532,7560.0,3600000.0
2019-05-16,2135,2135,2100,2100,1004,7560.0,3600000.0
2019-05-17,2155,2155,2100,2110,9067,7596.0,3600000.0
2019-05-20,2135,2135,2120,2120,117,7632.0,3600000.0
2019-05-21,2150,2150,2135,2135,5,7686.0,3600000.0
2019-05-22,2150,2150,2130,2145,4605,7722.0,3600000.0
2019-05-23,2155,2155,2135,2135,1109,7686.0,3600000.0
2019-05-24,2145,2145,2120,2130,10275,7668.0,3600000.0
2019-05-27,2075,2125,2075,2125,3689,7650.0,3600000.0
2019-05-28,2140,2140,2105,2110,120,7596.0,3600000.0
2019-05-29,2135,2135,2115,2115,21383,7614.0,3600000.0
2019-05-30,2140,2140,2140,2140,5,7704.0,3600000.0
2019-05-31,2140,2140,2120,2120,4005,7632.0,3600000.0
2019-06-03,2140,2140,2110,2140,8249,7704.0,3600000.0
2019-06-04,2140,2140,2105,2105,4168,7578.0,3600000.0
2019-06-05,2155,2155,2155,2155,4,7758.0,3600000.0
2019-06-07,2155,2155,2140,2140,206,7704.0,3600000.0
2019-06-10,2150,2150,2115,2120,13052,7632.0,3600000.0
2019-06-11,2155,2155,2120,2120,7835,7632.0,3600000.0
2019-06-12,2155,2155,2110,2115,383,7614.0,3600000.0
2019-06-13,2110,2120,2110,2120,23450,7632.0,3600000.0
2019-06-14,2155,2155,2125,2140,6054,7704.0,3600000.0
2019-06-17,2155,2155,2155,2155,6,7758.0,3600000.0
2019-06-18,2155,2155,2155,2155,1070,7758.0,3600000.0
2019-06-19,2155,2155,2135,2135,504,7686.0,3600000.0
2019-06-20,2155,2155,2125,2145,277,7722.0,3600000.0
2019-06-21,2155,2185,2145,2145,380,7722.0,3600000.0
2019-06-24,2175,2175,2170,2170,11,7812.0,3600000.0
2019-06-25,2175,2175,2100,2130,108888,7668.0,3600000.0
2019-06-26,2140,2140,2140,2140,4,7704.0,3600000.0
2019-06-27,2175,2175,2140,2140,2024,7704.0,3600000.0
2019-06-28,2150,2150,2125,2125,2530,7650.0,3600000.0
2019-07-01,2145,2145,2120,2130,736,7668.0,3600000.0
2019-07-02,2145,2145,2120,2145,1201,7722.0,3600000.0
2019-07-03,2145,2145,2120,2145,32,7722.0,3600000.0
2019-07-04,2150,2150,2120,2145,17214,7722.0,3600000.0
2019-07-05,2160,2160,2130,2130,1015,7668.0,3600000.0
2019-07-08,2130,2175,2130,2135,5793,7686.0,3600000.0
2019-07-09,2170,2180,2150,2150,11004,7740.0,3600000.0
2019-07-10,2180,2185,2150,2175,14316,7830.0,3600000.0
2019-07-11,2185,2185,2185,2185,4,7866.0,3600000.0
2019-07-12,2190,2190,2150,2150,107,7740.0,3600000.0
2019-07-15,2185,2185,2185,2185,4,7866.0,3600000.0
2019-07-16,2180,2180,2180,2180,4,7848.0,3600000.0
2019-07-17,2185,2185,2185,2185,4,7866.0,3600000.0
2019-07-18,2180,2180,2180,2180,14,7848.0,3600000.0
2019-07-19,2175,2175,2125,2130,32,7668.0,3600000.0
2019-07-22,2185,2185,2130,2175,525,7830.0,3600000.0
2019-07-23,2175,2175,2130,2140,19413,7704.0,3600000.0
2019-07-24,2175,2175,2155,2155,5995,7758.0,3600000.0
2019-07-25,2170,2170,2140,2170,56,7812.0,3600000.0
2019-07-26,2175,2175,2175,2175,4,7830.0,3600000.0
2019-07-29,2175,2175,2130,2175,7,7830.0,3600000.0
2019-07-30,2175,2175,2135,2170,11,7812.0,3600000.0
2019-07-31,2170,2170,2130,2165,6391,7794.0,3600000.0
2019-08-01,2155,2160,2130,2130,5232,7668.0,3600000.0
2019-08-02,2130,2130,2120,2130,18861,7668.0,3600000.0
2019-08-05,2135,2135,2120,2120,17918,7632.0,3600000.0
2019-08-06,2075,2120,2075,2115,4711,7614.0,3600000.0
2019-08-07,2115,2130,2115,2130,1734,7668.0,3600000.0
2019-08-08,2120,2125,2120,2125,414,7650.0,3600000.0
2019-08-09,2120,2125,2120,2125,450,7650.0,3600000.0
2019-08-12,2125,2125,2125,2125,84,7650.0,3600000.0
2019-08-13,2110,2125,2110,2120,7465,7632.0,3600000.0
2019-08-14,2100,2135,2100,2135,201,7686.0,3600000.0
2019-08-16,2120,2135,2120,2120,7038,7632.0,3600000.0
2019-08-19,2120,2130,2120,2130,470,7668.0,3600000.0
2019-08-20,2130,2130,2120,2120,712,7632.0,3600000.0
2019-08-21,2150,2150,2150,2150,29,7740.0,3600000.0
2019-08-22,2150,2150,2150,2150,1020,7740.0,3600000.0
2019-08-23,2150,2150,2150,2150,520,7740.0,3600000.0
2019-08-26,2135,2150,2120,2150,14419,7740.0,3600000.0
2019-08-27,2155,2155,2155,2155,1,7758.0,3600000.0
2019-08-28,2140,2195,2140,2195,826,7902.0,3600000.0
2019-08-29,2195,2195,2145,2145,5222,7722.0,3600000.0
2019-08-30,2145,2150,2145,2145,802,7722.0,3600000.0
2019-09-02,2155,2155,2130,2130,15202,7668.0,3600000.0
2019-09-03,2130,2130,2130,2130,1100,7668.0,3600000.0
2019-09-04,2130,2135,2130,2135,935,7686.0,3600000.0
2019-09-05,2135,2135,2135,2135,4313,7686.0,3600000.0
2019-09-06,2140,2145,2135,2135,759,7686.0,3600000.0
2019-09-09,2140,2140,2140,2140,5001,7704.0,3600000.0
2019-09-10,2130,2150,2130,2150,24043,7740.0,3600000.0
2019-09-11,2150,2150,2150,2150,2,7740.0,3600000.0
2019-09-16,2150,2150,2150,2150,548,7740.0,3600000.0
2019-09-17,2150,2150,2130,2145,31425,7722.0,3600000.0
2019-09-18,2140,2140,2140,2140,5,7704.0,3600000.0
2019-09-19,2140,2140,2140,2140,0,7704.0,3600000.0
2019-09-20,2140,2140,2135,2140,4800,7704.0,3600000.0
2019-09-23,2140,2140,2135,2140,32183,7704.0,3600000.0
2019-09-24,2140,2140,2140,2140,200,7704.0,3600000.0
2019-09-25,2145,2145,2140,2145,9822,7722.0,3600000.0
2019-09-26,2140,2140,2140,2140,12232,7704.0,3600000.0
2019-09-27,2140,2140,2140,2140,100,7704.0,3600000.0
2019-09-30,2150,2150,2120,2120,2,,
2019-10-01,2120,2120,2105,2105,30517,,
2019-10-02,2110,2115,2110,2110,5257,,
2019-10-04,2110,2110,2110,2110,0,,
2019-10-07,2095,2110,2095,2100,3785,,
