하나금융11호스팩(284620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-23,2035,2060,2035,2055,10640,11099.0,5401000.0
2018-11-26,2060,2060,2050,2055,3004,11099.0,5401000.0
2018-11-27,2050,2055,2050,2055,7503,11099.0,5401000.0
2018-11-28,2060,2060,2035,2045,64003,11045.0,5401000.0
2018-11-29,2050,2050,2050,2050,1701,11072.0,5401000.0
2018-11-30,2055,2055,2050,2055,11701,11099.0,5401000.0
2018-12-03,2060,2060,2035,2055,27270,11099.0,5401000.0
2018-12-04,2055,2055,2050,2055,2000,11099.0,5401000.0
2018-12-05,2050,2050,2050,2050,2000,11072.0,5401000.0
2018-12-06,2055,2055,2055,2055,1,11099.0,5401000.0
2018-12-07,2055,2055,2030,2055,24795,11099.0,5401000.0
2018-12-10,2040,2050,2040,2050,2102,11072.0,5401000.0
2018-12-11,2035,2055,2020,2055,44841,11099.0,5401000.0
2018-12-12,2055,2055,2050,2055,2500,11099.0,5401000.0
2018-12-13,2055,2060,2055,2055,8501,11099.0,5401000.0
2018-12-14,2040,2050,2040,2050,2,11072.0,5401000.0
2018-12-17,2035,2045,2035,2045,2,11045.0,5401000.0
2018-12-18,2045,2045,2045,2045,1,11045.0,5401000.0
2018-12-19,2050,2050,2050,2050,1,11072.0,5401000.0
2018-12-20,2030,2030,2030,2030,300,10964.0,5401000.0
2018-12-21,2050,2050,2025,2040,1647,11018.0,5401000.0
2018-12-24,2050,2050,2030,2040,1002,11018.0,5401000.0
2018-12-26,2040,2040,2040,2040,1,11018.0,5401000.0
2018-12-27,2035,2035,2035,2035,200,10991.0,5401000.0
2018-12-28,2035,2035,2030,2035,1002,10991.0,5401000.0
2019-01-02,2015,2040,2015,2035,21984,10991.0,5401000.0
2019-01-03,2035,2035,2025,2030,5057,10964.0,5401000.0
2019-01-04,2015,2045,2015,2045,29,11045.0,5401000.0
2019-01-07,2025,2035,2025,2035,4003,10991.0,5401000.0
2019-01-08,2020,2035,2020,2030,30,10964.0,5401000.0
2019-01-09,2020,2035,2020,2035,509,10991.0,5401000.0
2019-01-10,2015,2030,2015,2030,6,10964.0,5401000.0
2019-01-11,2015,2035,2015,2030,2506,10964.0,5401000.0
2019-01-14,2025,2035,2025,2035,3,10991.0,5401000.0
2019-01-15,2030,2035,2030,2035,14564,10991.0,5401000.0
2019-01-16,2020,2040,2015,2030,20234,10964.0,5401000.0
2019-01-17,2035,2035,2030,2035,961,10991.0,5401000.0
2019-01-18,2035,2035,2025,2035,222,10991.0,5401000.0
2019-01-21,2030,2035,2030,2035,1225,10991.0,5401000.0
2019-01-22,2035,2035,2030,2030,5202,10964.0,5401000.0
2019-01-23,2035,2035,2035,2035,1,10991.0,5401000.0
2019-01-24,2035,2035,2025,2035,679,10991.0,5401000.0
2019-01-25,2025,2035,2015,2030,17235,10964.0,5401000.0
2019-01-28,2015,2030,2010,2030,10012,10964.0,5401000.0
2019-01-29,2020,2025,2015,2025,10024,10937.0,5401000.0
2019-01-30,2020,2025,2020,2025,2,10937.0,5401000.0
2019-01-31,2030,2030,2015,2015,23044,10883.0,5401000.0
2019-02-01,2025,2030,2025,2030,51,10964.0,5401000.0
2019-02-07,2030,2050,2020,2030,23260,10964.0,5401000.0
2019-02-08,2030,2030,2025,2030,22,10964.0,5401000.0
2019-02-11,2025,2030,2025,2030,2,10964.0,5401000.0
2019-02-12,2030,2030,2030,2030,1,10964.0,5401000.0
2019-02-13,2025,2030,2025,2030,3014,10964.0,5401000.0
2019-02-14,2025,2030,2025,2030,2,,
2019-02-15,2030,2030,2030,2030,3504,10964.0,5401000.0
2019-02-18,2035,2035,2030,2035,30902,10991.0,5401000.0
2019-02-19,2040,2040,2025,2040,52,11018.0,5401000.0
2019-02-20,2035,2040,2035,2040,4,11018.0,5401000.0
2019-02-21,2040,2050,2040,2040,3001,11018.0,5401000.0
2019-02-22,2030,2050,2025,2050,8,11072.0,5401000.0
2019-02-25,2050,2050,2050,2050,3,11072.0,5401000.0
2019-02-26,2030,2050,2030,2050,2,11072.0,5401000.0
2019-02-27,2030,2050,2030,2050,2,,
2019-02-28,2030,2050,2030,2050,1074,11072.0,5401000.0
2019-03-04,2030,2045,2030,2045,2,11045.0,5401000.0
2019-03-05,2050,2050,2050,2050,1,,
2019-03-06,2030,2050,2025,2050,11,11072.0,5401000.0
2019-03-07,2045,2050,2045,2050,11,11072.0,5401000.0
2019-03-08,2035,2050,2030,2050,70,11072.0,5401000.0
2019-03-11,2030,2050,2030,2050,2,,
2019-03-12,2030,2050,2030,2050,1743,11072.0,5401000.0
2019-03-13,2030,2050,2030,2050,232,11072.0,5401000.0
2019-03-14,2030,2050,2030,2050,6397,11072.0,5401000.0
2019-03-15,2035,2050,2035,2050,350002,11072.0,5401000.0
2019-03-18,2050,2050,2045,2045,805,11045.0,5401000.0
2019-03-19,2050,2050,2050,2050,558,11072.0,5401000.0
2019-03-20,2040,2050,2040,2050,2101,11072.0,5401000.0
2019-03-21,2050,2050,2040,2050,2012,11072.0,5401000.0
2019-03-22,2050,2050,2035,2050,1862,11072.0,5401000.0
2019-03-25,2050,2050,2050,2050,2,11072.0,5401000.0
2019-03-26,2050,2050,2050,2050,5006,11072.0,5401000.0
2019-03-27,2050,2050,2040,2050,207,11072.0,5401000.0
2019-03-28,2030,2050,2030,2050,2012,11072.0,5401000.0
2019-03-29,2050,2050,2050,2050,0,11072.0,5401000.0
2019-04-01,2035,2050,2035,2050,355611,11072.0,5401000.0
2019-04-02,2050,2050,2035,2050,3750,11072.0,5401000.0
2019-04-03,2035,2050,2035,2050,6851,11072.0,5401000.0
2019-04-04,2045,2050,2045,2050,3878,11072.0,5401000.0
2019-04-05,2050,2060,2045,2060,2288,11126.0,5401000.0
2019-04-08,2055,2055,2030,2055,8021,11099.0,5401000.0
2019-04-09,2055,2055,2040,2055,83,11099.0,5401000.0
2019-04-10,2055,2055,2055,2055,1,11099.0,5401000.0
2019-04-11,2055,2060,2055,2060,10457,11126.0,5401000.0
2019-04-12,2060,2060,2060,2060,1,11126.0,5401000.0
2019-04-15,2060,2110,2045,2110,11777,11396.0,5401000.0
2019-04-16,2055,2100,2055,2090,1040,11288.0,5401000.0
2019-04-17,2060,2090,2060,2080,36687,11234.0,5401000.0
2019-04-18,2090,2090,2060,2085,31049,11261.0,5401000.0
2019-04-19,2090,2090,2065,2080,16585,11234.0,5401000.0
2019-04-22,2090,2090,2055,2080,9334,11234.0,5401000.0
2019-04-23,2050,2080,2050,2080,20252,11234.0,5401000.0
2019-04-24,2075,2090,2075,2090,4936,11288.0,5401000.0
2019-04-25,2040,2105,2040,2105,2265,11369.0,5401000.0
2019-04-26,2110,2110,2070,2095,10124,11315.0,5401000.0
2019-04-29,2110,2110,2070,2100,208,11342.0,5401000.0
2019-04-30,2110,2110,2070,2110,31439,11396.0,5401000.0
2019-05-02,2085,2105,2085,2105,7970,11369.0,5401000.0
2019-05-03,2085,2120,2085,2120,19271,11450.0,5401000.0
2019-05-07,2135,2135,2090,2135,1639,11531.0,5401000.0
2019-05-08,2085,2130,2085,2130,9774,11504.0,5401000.0
2019-05-09,2095,2130,2095,2120,6920,11450.0,5401000.0
2019-05-10,2125,2125,2100,2125,21194,11477.0,5401000.0
2019-05-13,2135,2135,2130,2135,601,11531.0,5401000.0
2019-05-14,2155,2155,2090,2135,6222,11531.0,5401000.0
2019-05-15,2180,2180,2120,2170,5591,11720.0,5401000.0
2019-05-16,2175,2175,2080,2080,26915,11234.0,5401000.0
2019-05-17,2080,2100,2080,2080,11303,11234.0,5401000.0
2019-05-20,2080,2175,2080,2085,4955,11261.0,5401000.0
2019-05-21,2155,2155,2085,2085,96,11261.0,5401000.0
2019-05-22,2180,2180,2095,2150,580,11612.0,5401000.0
2019-05-23,2175,2175,2120,2160,245,11666.0,5401000.0
2019-05-24,2180,2180,2160,2160,18,11666.0,5401000.0
2019-05-27,2120,2120,2120,2120,998,11450.0,5401000.0
2019-05-28,2110,2110,2110,2110,502,11396.0,5401000.0
2019-05-29,2120,2135,2120,2135,111466,11531.0,5401000.0
2019-05-30,2135,2135,2110,2110,10153,11396.0,5401000.0
2019-05-31,2105,2135,2105,2135,22,11531.0,5401000.0
2019-06-03,2140,2140,2135,2135,483,11531.0,5401000.0
2019-06-04,2150,2150,2115,2135,1082,11531.0,5401000.0
2019-06-05,2150,2150,2105,2145,35534,11585.0,5401000.0
2019-06-07,2115,2140,2115,2140,6633,11558.0,5401000.0
2019-06-10,2120,2140,2120,2140,3470,11558.0,5401000.0
2019-06-11,2145,2145,2125,2135,8996,11531.0,5401000.0
2019-06-12,2150,2150,2120,2135,8268,11531.0,5401000.0
2019-06-13,2150,2150,2120,2130,2467,11504.0,5401000.0
2019-06-14,2145,2160,2140,2160,11076,11666.0,5401000.0
2019-06-17,2130,2160,2125,2160,14228,11666.0,5401000.0
2019-06-18,2150,2150,2120,2150,1752,11612.0,5401000.0
2019-06-19,2160,2160,2130,2130,20,11504.0,5401000.0
2019-06-20,2150,2160,2120,2130,12288,11504.0,5401000.0
2019-06-21,2105,2155,2105,2130,208216,11504.0,5401000.0
2019-06-24,2135,2140,2135,2135,1030,11531.0,5401000.0
2019-06-25,2125,2135,2120,2120,14455,11450.0,5401000.0
2019-06-26,2110,2135,2100,2120,35214,11450.0,5401000.0
2019-06-27,2140,2145,2120,2135,6610,11531.0,5401000.0
2019-06-28,2135,2135,2110,2110,6916,11396.0,5401000.0
2019-07-01,2130,2130,2100,2120,15049,11450.0,5401000.0
2019-07-02,2130,2130,2115,2125,9499,11477.0,5401000.0
2019-07-03,2100,2120,2100,2120,516,11450.0,5401000.0
2019-07-04,2130,2130,2095,2120,61155,11450.0,5401000.0
2019-07-05,2115,2135,2105,2105,29390,11369.0,5401000.0
2019-07-08,2105,2145,2105,2115,19748,11423.0,5401000.0
2019-07-09,2145,2145,2110,2130,8781,11504.0,5401000.0
2019-07-10,2135,2135,2130,2130,3500,11504.0,5401000.0
2019-07-11,2135,2140,2130,2135,13981,11531.0,5401000.0
2019-07-12,2120,2130,2120,2130,1018,11504.0,5401000.0
2019-07-15,2135,2135,2100,2100,11096,11342.0,5401000.0
2019-07-16,2105,2120,2095,2095,25550,11315.0,5401000.0
2019-07-17,2090,2110,2085,2095,28950,11315.0,5401000.0
2019-07-18,2090,2110,2090,2110,19628,11396.0,5401000.0
2019-07-19,2085,2110,2085,2095,2013,11315.0,5401000.0
2019-07-22,2085,2110,2085,2100,10517,11342.0,5401000.0
2019-07-23,2095,2120,2095,2110,10023,11396.0,5401000.0
2019-07-24,2100,2120,2100,2115,3064,11423.0,5401000.0
2019-07-25,2105,2130,2105,2110,1565,11396.0,5401000.0
2019-07-26,2125,2125,2085,2105,6722,11369.0,5401000.0
2019-07-29,2100,2130,2100,2130,41919,11504.0,5401000.0
2019-07-30,2130,2130,2120,2120,1303,11450.0,5401000.0
2019-07-31,2130,2130,2100,2125,7365,11477.0,5401000.0
2019-08-01,2125,2125,2115,2115,1812,11423.0,5401000.0
2019-08-02,2125,2125,2100,2110,6739,11396.0,5401000.0
2019-08-05,2100,2110,2075,2105,24488,11369.0,5401000.0
2019-08-06,2105,2105,2085,2095,9036,11315.0,5401000.0
2019-08-07,2085,2095,2085,2095,1960,11315.0,5401000.0
2019-08-08,2105,2105,2080,2100,224,11342.0,5401000.0
2019-08-09,2085,2095,2085,2095,3625,11315.0,5401000.0
2019-08-12,2090,2095,2090,2095,486,11315.0,5401000.0
2019-08-13,2100,2105,2100,2100,14258,11342.0,5401000.0
2019-08-14,2095,2100,2090,2095,2717,11315.0,5401000.0
2019-08-16,2095,2105,2085,2105,1449,11369.0,5401000.0
2019-08-19,2105,2105,2095,2095,11152,11315.0,5401000.0
2019-08-20,2105,2105,2080,2105,3083,11369.0,5401000.0
2019-08-21,2110,2110,2080,2105,4939,11369.0,5401000.0
2019-08-22,2100,2105,2100,2105,2688,11369.0,5401000.0
2019-08-23,2105,2105,2105,2105,38,11369.0,5401000.0
2019-08-26,2090,2110,2085,2110,2457,11396.0,5401000.0
2019-08-27,2100,2110,2080,2100,31638,11342.0,5401000.0
2019-08-28,2105,2105,2090,2105,8333,11369.0,5401000.0
2019-08-29,2105,2105,2095,2105,311,11369.0,5401000.0
2019-08-30,2105,2110,2105,2110,11,11396.0,5401000.0
2019-09-02,2095,2110,2090,2105,30798,11369.0,5401000.0
2019-09-03,2100,2120,2095,2120,5440,11450.0,5401000.0
2019-09-04,2110,2115,2095,2105,5106,11369.0,5401000.0
2019-09-05,2120,2120,2095,2115,6619,11423.0,5401000.0
2019-09-06,2095,2115,2095,2100,5093,11342.0,5401000.0
2019-09-09,2095,2115,2090,2110,1253,11396.0,5401000.0
2019-09-10,2100,2115,2095,2105,7515,11369.0,5401000.0
2019-09-11,2115,2115,2115,2115,2351,11423.0,5401000.0
2019-09-16,2115,2115,2110,2110,1191,11396.0,5401000.0
2019-09-17,2115,2125,2100,2115,5606,11423.0,5401000.0
2019-09-18,2110,2115,2100,2110,25266,11396.0,5401000.0
2019-09-19,2105,2115,2100,2115,10892,11423.0,5401000.0
2019-09-20,2110,2110,2100,2100,871,11342.0,5401000.0
2019-09-23,2105,2120,2105,2115,6681,11423.0,5401000.0
2019-09-24,2115,2115,2105,2115,3873,11423.0,5401000.0
2019-09-25,2115,2115,2115,2115,1130,11423.0,5401000.0
2019-09-26,2105,2115,2105,2115,2369,11423.0,5401000.0
2019-09-27,2115,2115,2115,2115,1782,11423.0,5401000.0
2019-09-30,2115,2120,2115,2120,2555,11450.0,5401000.0
2019-10-01,2105,2120,2105,2120,14510,11450.0,5401000.0
2019-10-02,2120,2140,2115,2135,4798,11531.0,5401000.0
2019-10-04,2115,2130,2090,2110,54539,11396.0,5401000.0
2019-10-07,2105,2110,2075,2085,55167,11261.0,5401000.0
