유니테크노(241690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-11-11,6078,6178,5803,5803,189612,69180.0,5963760.0
2016-11-14,5803,5853,5577,5753,122553,68583.0,5963760.0
2016-11-15,5728,5778,5552,5578,110759,66496.0,5963760.0
2016-11-16,5602,5803,5502,5778,118956,68881.0,5963760.0
2016-11-17,5778,5828,5628,5628,63679,67092.0,5963760.0
2016-11-18,5653,5678,5502,5653,74888,67390.0,5963760.0
2016-11-21,5627,5678,5427,5503,73941,65601.0,5963760.0
2016-11-22,5502,5552,5452,5503,48446,65601.0,5963760.0
2016-11-23,5502,5502,5352,5428,69349,64707.0,5963760.0
2016-11-24,5427,5452,5177,5203,93698,62023.0,5963760.0
2016-11-25,5327,5377,5102,5353,40820,63812.0,5963760.0
2016-11-28,5377,5577,5327,5503,43840,65601.0,5963760.0
2016-11-29,5577,5577,5377,5403,21436,64409.0,5963760.0
2016-11-30,5377,5477,5302,5403,26367,64409.0,5963760.0
2016-12-01,5377,5502,5302,5478,18203,65303.0,5963760.0
2016-12-02,5477,5502,5377,5453,21789,65005.0,5963760.0
2016-12-05,5377,5527,5327,5378,33826,64110.0,5963760.0
2016-12-06,5302,5552,5302,5553,35338,66198.0,5963760.0
2016-12-07,5602,5602,5352,5503,44480,65601.0,5963760.0
2016-12-08,5452,5628,5452,5603,50124,66794.0,5963760.0
2016-12-09,5552,5628,5502,5628,24327,67092.0,5963760.0
2016-12-12,5628,5703,5477,5678,50981,67689.0,5963760.0
2016-12-13,5678,5728,5552,5728,25877,68285.0,5963760.0
2016-12-14,5778,5978,5653,5978,102098,71267.0,5963760.0
2016-12-15,5953,6078,5828,5978,59676,71267.0,5963760.0
2016-12-16,6028,6078,5853,6078,36224,72460.0,5963760.0
2016-12-19,6003,6153,5803,5853,50799,69776.0,5963760.0
2016-12-20,5828,5878,5753,5828,27836,69478.0,5963760.0
2016-12-21,5803,5903,5678,5753,29876,68583.0,5963760.0
2016-12-22,5753,5778,5678,5753,36968,68583.0,5963760.0
2016-12-23,5728,5803,5653,5753,33962,68583.0,5963760.0
2016-12-26,5928,5928,5703,5778,17507,68881.0,5963760.0
2016-12-27,5828,5903,5703,5878,28448,70074.0,5963760.0
2016-12-28,5878,5903,5703,5803,39383,69180.0,5963760.0
2016-12-29,5778,5778,5678,5753,12071,68583.0,5963760.0
2017-01-02,5703,5803,5678,5728,23745,68285.0,5963760.0
2017-01-03,5803,5928,5703,5903,49634,70372.0,5963760.0
2017-01-04,5903,5978,5803,5928,48325,70671.0,5963760.0
2017-01-05,5953,6053,5853,6003,48328,71565.0,5963760.0
2017-01-06,5978,6003,5878,6003,18417,71565.0,5963760.0
2017-01-09,5903,6128,5878,6003,60627,71565.0,5963760.0
2017-01-10,6028,6128,5953,6028,35446,71863.0,5963760.0
2017-01-11,6028,6278,6003,6278,111825,74845.0,5963760.0
2017-01-12,6303,6353,6153,6278,62931,74845.0,5963760.0
2017-01-13,6278,6503,6228,6403,98289,76336.0,5963760.0
2017-01-16,6453,6453,6228,6353,42960,75740.0,5963760.0
2017-01-17,6353,6478,6303,6403,67830,76336.0,5963760.0
2017-01-18,6403,6528,6303,6503,49703,77529.0,5963760.0
2017-01-19,6528,6753,6478,6754,82314,80511.0,5963760.0
2017-01-20,6803,7679,6653,7404,408275,88264.0,5963760.0
2017-01-23,7453,7979,7303,7954,279978,94824.0,5963760.0
2017-01-24,7929,7954,7378,7879,198693,93929.0,5963760.0
2017-01-25,7879,8104,7804,8054,94673,96017.0,5963760.0
2017-01-26,8054,8654,8054,8279,157297,98700.0,5963760.0
2017-01-31,8254,8479,8079,8379,37696,99893.0,5963760.0
2017-02-01,8529,9580,8354,9205,237196,109733.0,5963760.0
2017-02-02,9204,9480,9054,9205,107559,109733.0,5963760.0
2017-02-03,9129,9455,8279,8404,238698,100191.0,5963760.0
2017-02-06,8454,8554,7854,8104,169317,96613.0,5963760.0
2017-02-07,8129,8454,8054,8279,113805,98700.0,5963760.0
2017-02-08,8304,8704,8279,8580,127273,102278.0,5963760.0
2017-02-09,8679,8879,8554,8780,137468,104664.0,5963760.0
2017-02-10,9004,9104,8704,8980,106315,107049.0,5963760.0
2017-02-13,8904,9104,8579,8930,52392,106453.0,5963760.0
2017-02-14,9004,9254,8729,8755,32528,104366.0,5963760.0
2017-02-15,8704,8879,8504,8855,54690,105559.0,5963760.0
2017-02-16,8904,9104,8829,9105,70652,108540.0,5963760.0
2017-02-17,9179,9405,9029,9255,120417,110330.0,5963760.0
2017-02-20,9380,9480,9104,9230,65079,110031.0,5963760.0
2017-02-21,9405,9405,9079,9305,34073,110926.0,5963760.0
2017-02-22,9430,9430,9179,9305,39056,110926.0,5963760.0
2017-02-23,9254,9254,8879,8955,48132,106751.0,5963760.0
2017-02-24,9054,9254,8729,9230,69393,110031.0,5963760.0
2017-02-27,9104,10130,9104,9855,156721,117486.0,5963760.0
2017-02-28,9930,10005,9505,9755,56922,116293.0,5963760.0
2017-03-02,9630,9830,9405,9630,45667,114802.0,5963760.0
2017-03-03,9555,9555,8004,8004,289474,95420.0,5963760.0
2017-03-06,8154,9154,8154,8630,240896,102875.0,5963760.0
2017-03-07,8654,8704,8404,8404,31839,100191.0,5963760.0
2017-03-08,8504,8704,8404,8605,30724,102577.0,5963760.0
2017-03-09,8704,8904,8604,8805,46162,104962.0,5963760.0
2017-03-10,9154,9354,8879,9230,125051,110031.0,5963760.0
2017-03-13,9455,9555,8879,8880,103916,105857.0,5963760.0
2017-03-14,8929,9204,8704,9005,52308,107348.0,5963760.0
2017-03-15,9004,9254,8954,9205,64667,109733.0,5963760.0
2017-03-16,9380,9530,9079,9380,163661,111820.0,5963760.0
2017-03-17,10100,10500,9400,9400,290936,56059.0,5963760.0
2017-03-20,9400,9400,8940,9050,36026,53972.0,5963760.0
2017-03-21,8960,9300,8800,8890,33298,53018.0,5963760.0
2017-03-22,9000,9000,8750,8960,20920,53435.0,5963760.0
2017-03-23,8960,9000,8750,8870,19044,52899.0,5963760.0
2017-03-24,8770,8930,8650,8820,14634,52600.0,5963760.0
2017-03-27,8820,8820,8510,8750,22236,52183.0,5963760.0
2017-03-28,8750,8750,8610,8710,6917,51944.0,5963760.0
2017-03-29,8830,8830,8540,8640,12131,51527.0,5963760.0
2017-03-30,8620,8660,8400,8640,35876,51527.0,5963760.0
2017-03-31,8730,8730,8520,8680,10411,51765.0,5963760.0
2017-04-03,8700,8800,8520,8780,18641,52362.0,5963760.0
2017-04-04,8850,9600,8770,9200,119349,54867.0,5963760.0
2017-04-05,9060,9410,9050,9350,52673,55761.0,5963760.0
2017-04-06,9500,9800,9300,9380,63597,55940.0,5963760.0
2017-04-07,9270,9600,9200,9390,226984,111999.0,11927520.0
2017-04-10,9250,9490,9060,9150,126167,109137.0,11927520.0
2017-04-11,9200,9480,9050,9180,37179,109495.0,11927520.0
2017-04-12,9130,9310,8990,9160,54561,109256.0,11927520.0
2017-04-13,9000,9300,8980,9180,89013,109495.0,11927520.0
2017-04-14,9080,9290,8990,9200,32030,109733.0,11927520.0
2017-04-17,9140,9400,9030,9160,30922,109256.0,11927520.0
2017-04-18,9110,9210,8990,9000,55891,107348.0,11927520.0
2017-04-19,8900,9150,8730,9070,59068,108183.0,11927520.0
2017-04-20,8950,9100,8880,8930,50911,106513.0,11927520.0
2017-04-21,8930,9010,8750,8880,27375,105916.0,11927520.0
2017-04-24,8880,8880,8320,8400,51159,100191.0,11927520.0
2017-04-25,8340,8660,8270,8550,23145,101980.0,11927520.0
2017-04-26,8550,8600,8360,8420,49301,100430.0,11927520.0
2017-04-27,8330,8470,8330,8360,21625,99714.0,11927520.0
2017-04-28,8480,9050,8380,8980,64799,107109.0,11927520.0
2017-05-02,9060,9110,8800,8810,34175,105081.0,11927520.0
2017-05-04,8670,9100,8670,9050,20500,107944.0,11927520.0
2017-05-08,8940,9130,8910,9000,24495,107348.0,11927520.0
2017-05-10,9140,9140,8820,8860,20270,105678.0,11927520.0
2017-05-11,8840,9070,8600,8900,35362,106155.0,11927520.0
2017-05-12,8890,9050,8800,8870,15768,105797.0,11927520.0
2017-05-15,8830,9090,8830,9000,28450,107348.0,11927520.0
2017-05-16,9250,9250,8710,8910,38878,106274.0,11927520.0
2017-05-17,8840,9090,8590,8940,51362,106632.0,11927520.0
2017-05-18,8710,8960,8650,8780,35757,104724.0,11927520.0
2017-05-19,8780,8900,8680,8900,20949,106155.0,11927520.0
2017-05-22,8830,8980,8700,8770,35051,104604.0,11927520.0
2017-05-23,8690,8780,8610,8770,29010,104604.0,11927520.0
2017-05-24,8750,8930,8690,8720,29217,104008.0,11927520.0
2017-05-25,8680,8830,8490,8530,53923,101742.0,11927520.0
2017-05-26,8530,8640,8420,8530,42870,101742.0,11927520.0
2017-05-29,8600,8600,8320,8390,45609,100072.0,11927520.0
2017-05-30,8370,8470,8030,8050,88258,96017.0,11927520.0
2017-05-31,8050,8230,8040,8100,33206,96613.0,11927520.0
2017-06-01,8230,8230,8080,8200,23712,97806.0,11927520.0
2017-06-02,8210,8370,8140,8210,21602,97925.0,11927520.0
2017-06-05,8150,8200,8000,8070,17047,96255.0,11927520.0
2017-06-07,8070,8120,7800,7860,36027,93750.0,11927520.0
2017-06-08,7850,7850,7610,7770,32639,92677.0,11927520.0
2017-06-09,8050,8100,7780,7980,20989,95182.0,11927520.0
2017-06-12,7860,8350,7860,8130,22524,96971.0,11927520.0
2017-06-13,8130,8230,8090,8200,23985,97806.0,11927520.0
2017-06-14,8350,9000,8270,8740,111477,104247.0,11927520.0
2017-06-15,8750,8940,8630,8650,45178,103173.0,11927520.0
2017-06-16,8770,8940,8660,8800,60197,104962.0,11927520.0
2017-06-19,8800,8890,8590,8630,24577,102934.0,11927520.0
2017-06-20,8630,8640,8220,8320,34535,99237.0,11927520.0
2017-06-21,8060,8180,8000,8000,49873,95420.0,11927520.0
2017-06-22,8000,8110,7700,8050,10068,96017.0,11927520.0
2017-06-23,8010,8130,7980,8060,10171,96136.0,11927520.0
2017-06-26,8050,8100,7780,7870,24567,93870.0,11927520.0
2017-06-27,7870,8120,7870,8120,14770,96851.0,11927520.0
2017-06-28,8170,8170,7710,7810,23946,93154.0,11927520.0
2017-06-29,7910,7970,7780,7900,8489,94227.0,11927520.0
2017-06-30,7890,7890,7710,7790,17663,92915.0,11927520.0
2017-07-03,7770,7890,7680,7760,16852,92558.0,11927520.0
2017-07-04,7670,7710,7430,7430,37180,88621.0,11927520.0
2017-07-05,7320,7800,7310,7490,26924,89337.0,11927520.0
2017-07-06,7380,7700,7320,7700,33375,91842.0,11927520.0
2017-07-07,7610,7940,7610,7940,28467,94705.0,11927520.0
2017-07-10,7800,8140,7790,8050,27518,96017.0,11927520.0
2017-07-11,7960,8100,7960,8040,14389,95897.0,11927520.0
2017-07-12,8040,8240,7900,8140,16826,97090.0,11927520.0
2017-07-13,8140,8190,7870,7880,26634,93989.0,11927520.0
2017-07-14,7800,7820,7460,7540,49997,89934.0,11927520.0
2017-07-17,7500,7590,7350,7360,27845,87787.0,11927520.0
2017-07-18,7390,7460,7370,7440,9797,88741.0,11927520.0
2017-07-19,7420,7480,7340,7350,10101,87667.0,11927520.0
2017-07-20,7480,7530,7350,7530,13201,89814.0,11927520.0
2017-07-21,7490,7510,7330,7350,28021,87667.0,11927520.0
2017-07-24,7250,7400,7250,7250,18594,86475.0,11927520.0
2017-07-25,7220,7350,6950,6950,44223,82896.0,11927520.0
2017-07-26,6920,7190,6920,7030,20900,83850.0,11927520.0
2017-07-27,6960,7200,6950,7010,14012,83612.0,11927520.0
2017-07-28,6950,8370,6910,7310,293681,87190.0,11927520.0
2017-07-31,7300,8500,7250,8070,626951,96255.0,11927520.0
2017-08-01,8030,8120,7850,7990,109675,95301.0,11927520.0
2017-08-02,7940,8040,7660,7790,78369,92915.0,11927520.0
2017-08-03,7790,7870,7500,7630,35224,91007.0,11927520.0
2017-08-04,7610,7860,7430,7510,40261,89576.0,11927520.0
2017-08-07,7520,7710,7310,7590,26404,90530.0,11927520.0
2017-08-08,7590,7640,7420,7640,23529,91126.0,11927520.0
2017-08-09,7640,7920,7530,7700,31224,91842.0,11927520.0
2017-08-10,7820,7820,7440,7440,27404,88741.0,11927520.0
2017-08-11,7440,7510,7140,7480,18573,89218.0,11927520.0
2017-08-14,7340,7640,7240,7600,17347,90649.0,11927520.0
2017-08-16,7560,7690,7020,7330,40712,87429.0,11927520.0
2017-08-17,7230,7480,7190,7300,18007,87071.0,11927520.0
2017-08-18,7210,7410,7200,7410,6991,88383.0,11927520.0
2017-08-21,7410,7500,7300,7350,5318,87667.0,11927520.0
2017-08-22,7430,7440,7080,7170,18593,85520.0,11927520.0
2017-08-23,7280,7280,7100,7110,18619,84805.0,11927520.0
2017-08-24,7190,7260,7130,7240,4378,86355.0,11927520.0
2017-08-25,7240,7320,7150,7310,8439,87190.0,11927520.0
2017-08-28,7390,7630,7210,7530,21473,89814.0,11927520.0
2017-08-29,7700,7790,7340,7540,17896,89934.0,11927520.0
2017-08-30,7600,7730,7550,7610,16543,90768.0,11927520.0
2017-08-31,7710,7710,7460,7500,11655,89456.0,11927520.0
2017-09-01,7490,7550,7300,7380,32364,88025.0,11927520.0
2017-09-04,7100,7370,7100,7220,21031,86117.0,11927520.0
2017-09-05,7190,7440,7140,7390,14632,88144.0,11927520.0
2017-09-06,7310,7500,7290,7400,13403,88264.0,11927520.0
2017-09-07,7320,7430,7280,7280,10076,86832.0,11927520.0
2017-09-08,7330,7370,7230,7370,5509,87906.0,11927520.0
2017-09-11,7380,7380,7290,7340,5556,87548.0,11927520.0
2017-09-12,7350,7470,7250,7470,19428,89099.0,11927520.0
2017-09-13,7440,7950,7300,7800,102505,93035.0,11927520.0
2017-09-14,7990,7990,7710,7800,40968,93035.0,11927520.0
2017-09-15,7800,7890,7700,7810,16318,93154.0,11927520.0
2017-09-18,7880,7900,7610,7670,19827,91484.0,11927520.0
2017-09-19,7650,7970,7650,7740,32537,92319.0,11927520.0
2017-09-20,7930,7940,7490,7900,71492,94227.0,11927520.0
2017-09-21,7930,8000,7670,7750,31030,92438.0,11927520.0
2017-09-22,7730,7910,7510,7540,26996,89934.0,11927520.0
2017-09-25,7550,7680,7410,7600,33747,90649.0,11927520.0
2017-09-26,7600,7700,7510,7700,13204,91842.0,11927520.0
2017-09-27,7650,8080,7630,7830,43443,93392.0,11927520.0
2017-09-28,7920,8060,7780,7920,34651,94466.0,11927520.0
2017-09-29,8010,8050,7910,8050,43442,96017.0,11927520.0
2017-10-10,8200,8290,8100,8160,48052,97329.0,11927520.0
2017-10-11,8300,8300,8050,8250,38235,98402.0,11927520.0
2017-10-12,8250,8300,8170,8270,32993,98641.0,11927520.0
2017-10-13,8300,8300,7710,7710,42085,91961.0,11927520.0
2017-10-16,7550,7670,7390,7470,37989,89099.0,11927520.0
2017-10-17,7290,7430,7110,7280,43836,86832.0,11927520.0
2017-10-18,7130,7280,7000,7020,26372,83731.0,11927520.0
2017-10-19,6990,7250,6870,7100,17102,84685.0,11927520.0
2017-10-20,7070,7170,7000,7140,13172,85162.0,11927520.0
2017-10-23,7050,7100,6970,7000,23957,83493.0,11927520.0
2017-10-24,7000,7090,6720,6830,50997,81465.0,11927520.0
2017-10-25,6830,7060,6750,7000,35668,83493.0,11927520.0
2017-10-26,7110,7110,6920,7000,20639,83493.0,11927520.0
2017-10-27,6950,7090,6940,7090,10690,84566.0,11927520.0
2017-10-30,7050,7100,6960,7010,16041,83612.0,11927520.0
2017-10-31,6970,7060,6910,7060,11708,84208.0,11927520.0
2017-11-01,7060,7220,6970,7200,13604,85878.0,11927520.0
2017-11-02,7210,7230,7050,7160,9610,85401.0,11927520.0
2017-11-03,7130,7300,7010,7290,14990,86952.0,11927520.0
2017-11-06,7290,7290,7060,7220,7902,86117.0,11927520.0
2017-11-07,7180,7220,7000,7200,20960,85878.0,11927520.0
2017-11-08,7030,7200,7020,7100,14917,84685.0,11927520.0
2017-11-09,7050,7070,6980,7000,9174,83493.0,11927520.0
2017-11-10,7060,7270,6980,7110,8566,84805.0,11927520.0
2017-11-13,7100,7260,7000,7140,4268,85162.0,11927520.0
2017-11-14,7140,7320,7010,7290,25071,86952.0,11927520.0
2017-11-15,7290,7320,7030,7220,39348,86117.0,11927520.0
2017-11-16,7220,7220,7070,7160,18358,85401.0,11927520.0
2017-11-17,7160,8490,6780,7750,203285,92438.0,11927520.0
2017-11-20,7740,8000,7630,7980,54523,95182.0,11927520.0
2017-11-21,7860,8020,7680,7860,42092,93750.0,11927520.0
2017-11-22,8160,8160,7730,7920,96794,94466.0,11927520.0
2017-11-23,7920,9670,7890,8750,539688,104366.0,11927520.0
2017-11-24,8810,8950,8670,8840,90505,105439.0,11927520.0
2017-11-27,8800,9200,8500,8960,121292,106871.0,11927520.0
2017-11-28,9070,9140,8660,8700,64651,103769.0,11927520.0
2017-11-29,8600,9200,8600,8970,131620,106990.0,11927520.0
2017-11-30,9150,9230,8910,9200,87292,109733.0,11927520.0
2017-12-01,9200,9250,8820,9250,54434,110330.0,11927520.0
2017-12-04,9250,9590,9190,9450,90457,112715.0,11927520.0
2017-12-05,9450,10800,9420,9920,410334,118321.0,11927520.0
2017-12-06,10050,10400,9780,10050,239816,119872.0,11927520.0
2017-12-07,10300,11750,10000,11400,691359,135974.0,11927520.0
2017-12-08,11350,11700,10850,11100,342271,132395.0,11927520.0
2017-12-11,11300,13000,11250,12450,556325,148498.0,11927520.0
2017-12-12,12600,12750,11950,12450,251832,148498.0,11927520.0
2017-12-13,12450,12750,12000,12350,212603,147305.0,11927520.0
2017-12-14,12450,12550,11900,12000,122527,143130.0,11927520.0
2017-12-15,11700,11850,11200,11400,172323,135974.0,11927520.0
2017-12-18,11600,11650,10700,10850,152101,129414.0,11927520.0
2017-12-19,11050,11300,10650,11300,142271,134781.0,11927520.0
2017-12-20,11250,11900,11000,11400,266772,135974.0,11927520.0
2017-12-21,11000,11550,10700,10700,115765,127624.0,11927520.0
2017-12-22,10600,12200,10600,11950,250598,142534.0,11927520.0
2017-12-26,12100,12500,11350,12000,168245,143130.0,11927520.0
2017-12-27,12050,12400,11550,12000,107916,143130.0,11927520.0
2017-12-28,12100,12300,11800,12100,50735,144323.0,11927520.0
2018-01-02,12150,12500,11950,12350,101046,147305.0,11927520.0
2018-01-03,12550,12950,12150,12600,192120,150287.0,11927520.0
2018-01-04,12950,13600,12800,13250,177468,158040.0,11927520.0
2018-01-05,13550,13700,12950,13050,221583,155654.0,11927520.0
2018-01-08,13050,13350,12550,13150,74936,156847.0,11927520.0
2018-01-09,13300,13400,12550,13400,53329,159829.0,11927520.0
2018-01-10,13500,13500,12400,13000,72956,155058.0,11927520.0
2018-01-11,13050,13050,12550,12700,28206,151480.0,11927520.0
2018-01-12,13000,13100,12200,12500,65138,149094.0,11927520.0
2018-01-15,12750,12750,11900,12350,66142,147305.0,11927520.0
2018-01-16,12250,12700,12150,12450,49388,148498.0,11927520.0
2018-01-17,12900,12900,12250,12700,53195,151480.0,11927520.0
2018-01-18,12850,13000,12450,12500,38636,149094.0,11927520.0
2018-01-19,12600,15750,12550,13800,629331,164600.0,11927520.0
2018-01-22,13800,13900,13200,13500,135463,161022.0,11927520.0
2018-01-23,13500,14150,13350,13900,122660,165793.0,11927520.0
2018-01-24,14150,14300,13700,14100,81907,168178.0,11927520.0
2018-01-25,14100,14750,13900,14600,101030,174142.0,11927520.0
2018-01-26,14700,16450,14700,16250,291086,193822.0,11927520.0
2018-01-29,16650,17350,15700,17100,169807,203961.0,11927520.0
2018-01-30,16850,17950,16850,17300,95600,206346.0,11927520.0
2018-01-31,17650,18400,16800,18400,124260,219466.0,11927520.0
2018-02-01,18850,19800,17700,18400,127457,219466.0,11927520.0
2018-02-02,18400,18400,16600,16600,121258,197997.0,11927520.0
2018-02-05,16300,16350,15600,15800,64896,188455.0,11927520.0
2018-02-06,15300,15950,14400,15800,119321,188455.0,11927520.0
2018-02-07,16250,16250,14750,14750,80468,175931.0,11927520.0
2018-02-08,15050,15800,14800,15200,37967,181298.0,11927520.0
2018-02-09,14800,15000,14400,14950,48300,178316.0,11927520.0
2018-02-12,14950,15650,14950,15300,26318,182491.0,11927520.0
2018-02-13,15300,15900,15200,15450,42273,184280.0,11927520.0
2018-02-14,15200,16500,15100,16400,54142,195611.0,11927520.0
2018-02-19,16800,17300,16150,16750,70860,199786.0,11927520.0
2018-02-20,16950,17500,16300,17050,51912,203364.0,11927520.0
2018-02-21,17050,17800,17050,17600,49504,209924.0,11927520.0
2018-02-22,17700,17900,16900,17300,115169,206346.0,11927520.0
2018-02-23,17300,18600,17300,18200,111707,217081.0,11927520.0
2018-02-26,18400,18800,18000,18200,44221,217081.0,11927520.0
2018-02-27,18150,19250,17800,19000,61051,226623.0,11927520.0
2018-02-28,19000,19350,17900,18100,79244,215888.0,11927520.0
2018-03-02,17600,18050,17250,17950,42143,214099.0,11927520.0
2018-03-05,17950,18250,16350,17200,90767,205153.0,11927520.0
2018-03-06,17200,17200,16550,16900,44118,201575.0,11927520.0
2018-03-07,16700,17250,16700,16750,16647,199786.0,11927520.0
2018-03-08,16600,17100,16500,16600,25102,197997.0,11927520.0
2018-03-09,16450,17600,16450,17150,33666,204557.0,11927520.0
2018-03-12,17150,17850,17150,17650,36198,210521.0,11927520.0
2018-03-13,17450,17500,17050,17500,23939,208732.0,11927520.0
2018-03-14,17800,17800,17050,17400,23652,207539.0,11927520.0
2018-03-15,17600,17600,17250,17500,42782,208732.0,11927520.0
2018-03-16,17500,17950,17350,17550,43252,209328.0,11927520.0
2018-03-19,17700,17800,17100,17450,24426,208135.0,11927520.0
2018-03-20,17400,17450,17000,17450,23518,208135.0,11927520.0
2018-03-21,17450,17600,17000,17500,19981,208732.0,11927520.0
2018-03-22,17500,17500,16500,16800,39140,200382.0,11927520.0
2018-03-23,16200,17600,16200,16850,42743,200979.0,11927520.0
2018-03-26,17200,17400,16000,17400,30903,207539.0,11927520.0
2018-03-27,17400,17400,17000,17150,11565,204557.0,11927520.0
2018-03-28,17050,17250,16450,17250,13371,205750.0,11927520.0
2018-03-29,16950,17200,16750,16750,7633,199786.0,11927520.0
2018-03-30,16800,16950,16100,16350,24511,195015.0,11927520.0
2018-04-02,16300,17000,15800,15850,25442,189051.0,11927520.0
2018-04-03,15600,16600,15450,16450,15110,196208.0,11927520.0
2018-04-04,16800,16800,16100,16450,10754,196208.0,11927520.0
2018-04-05,16350,16500,15950,15950,29259,190244.0,11927520.0
2018-04-06,15850,16450,15850,16200,9860,193226.0,11927520.0
2018-04-09,15950,16300,15850,16000,18725,190840.0,11927520.0
2018-04-10,16300,16300,15350,16000,16195,190840.0,11927520.0
2018-04-11,15800,16800,15800,16800,31384,200382.0,11927520.0
2018-04-12,16750,16900,16650,16850,18995,200979.0,11927520.0
2018-04-13,16850,18150,16750,17900,63737,213503.0,11927520.0
2018-04-16,18000,18800,17350,18300,48704,218274.0,11927520.0
2018-04-17,18250,18250,17600,18050,23918,215292.0,11927520.0
2018-04-18,17800,18300,17550,18000,38425,214695.0,11927520.0
2018-04-19,18000,18050,17250,17350,19262,206942.0,11927520.0
2018-04-20,17350,17550,16800,17150,27147,204557.0,11927520.0
2018-04-23,17200,17650,16350,16350,25264,195015.0,11927520.0
2018-04-24,16350,17100,16300,16300,10468,194419.0,11927520.0
2018-04-25,16550,16550,15800,16400,38194,195611.0,11927520.0
2018-04-26,16300,16850,16150,16550,24066,197400.0,11927520.0
2018-04-27,17000,17000,16350,16450,7745,196208.0,11927520.0
2018-04-30,16450,16450,15800,16250,16575,193822.0,11927520.0
2018-05-02,16200,16200,15700,15950,11234,190244.0,11927520.0
2018-05-03,15900,16100,15650,16100,7885,192033.0,11927520.0
2018-05-04,16150,16150,15450,15900,30083,189648.0,11927520.0
2018-05-08,15700,16300,15700,15900,14392,189648.0,11927520.0
2018-05-09,15600,15950,15200,15950,19388,190244.0,11927520.0
2018-05-10,16050,16050,15550,16000,9338,190840.0,11927520.0
2018-05-11,15900,16400,15500,16400,14585,195611.0,11927520.0
2018-05-14,17200,17200,15700,15900,13400,189648.0,11927520.0
2018-05-15,16100,16100,15500,16000,12132,190840.0,11927520.0
2018-05-16,15900,15900,15300,15300,17219,182491.0,11927520.0
2018-05-17,15250,15600,14850,15600,28251,186069.0,11927520.0
2018-05-18,15650,16300,15300,16100,14482,192033.0,11927520.0
2018-05-21,16100,16100,15550,15700,8434,187262.0,11927520.0
2018-05-23,15550,16400,15550,15900,16504,189648.0,11927520.0
2018-05-24,16000,16200,14950,15050,62666,179509.0,11927520.0
2018-05-25,15050,15700,14850,15700,34640,187262.0,11927520.0
2018-05-28,15800,15800,15150,15400,9203,183684.0,11927520.0
2018-05-29,15400,15650,15000,15500,26424,184877.0,11927520.0
2018-05-30,15500,15650,15000,15500,10504,184877.0,11927520.0
2018-05-31,15600,16800,15400,16350,24380,195015.0,11927520.0
2018-06-01,16300,16850,16150,16850,23951,200979.0,11927520.0
2018-06-04,16850,17450,16600,16900,23261,201575.0,11927520.0
2018-06-05,17200,17200,16700,17000,14729,202768.0,11927520.0
2018-06-07,17400,17400,16650,16850,10146,200979.0,11927520.0
