티앤알바이오팹(246710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-22,8680,8840,8630,8690,20141,70886.0,8157184.0
2019-01-23,8700,9090,8320,9000,42696,73415.0,8157184.0
2019-01-24,8920,9030,8810,8900,22383,72599.0,8157184.0
2019-01-25,8910,8980,8750,8760,30803,71457.0,8157184.0
2019-01-28,8780,8970,8780,8940,28031,72925.0,8157184.0
2019-01-29,8950,8950,8700,8840,23044,72110.0,8157184.0
2019-01-30,8940,8940,8760,8780,11996,71620.0,8157184.0
2019-01-31,8980,9010,8800,8840,18791,72110.0,8157184.0
2019-02-01,8970,8970,8790,8790,16296,71702.0,8157184.0
2019-02-07,8650,8930,8590,8630,37526,70396.0,8157184.0
2019-02-08,8620,8740,8570,8590,18659,70070.0,8157184.0
2019-02-11,8530,8880,8530,8740,38450,71294.0,8157184.0
2019-02-12,8900,8900,8650,8660,23277,70641.0,8157184.0
2019-02-13,8600,8750,8550,8700,60256,70968.0,8157184.0
2019-02-14,8700,8700,8560,8600,16519,70152.0,8157184.0
2019-02-15,8690,8690,8380,8450,76778,68928.0,8157184.0
2019-02-18,8610,8690,8450,8560,36019,69825.0,8157184.0
2019-02-19,8560,8780,8560,8730,41128,71212.0,8157184.0
2019-02-20,8750,8830,8690,8780,32383,71620.0,8157184.0
2019-02-21,8780,9370,8780,9120,140070,74394.0,8157184.0
2019-02-22,9130,11000,9050,10250,1974703,83611.0,8157184.0
2019-02-25,10300,10300,9950,9950,262535,81164.0,8157184.0
2019-02-26,9950,10100,9700,9920,187515,80919.0,8157184.0
2019-02-27,9730,10300,9540,9750,291637,79533.0,8157184.0
2019-02-28,9900,12150,9800,10650,3656185,86874.0,8157184.0
2019-03-04,11050,11650,10850,11150,793389,90953.0,8157184.0
2019-03-05,11100,11850,10650,11700,478744,95439.0,8157184.0
2019-03-06,11700,12050,11300,11850,271662,96663.0,8157184.0
2019-03-07,11650,12100,11000,11200,237414,91360.0,8157184.0
2019-03-08,11050,11200,10500,10900,264648,88913.0,8157184.0
2019-03-11,10750,10900,10350,10800,159542,88098.0,8157184.0
2019-03-12,11000,11600,10650,11500,395101,93808.0,8157184.0
2019-03-13,12000,13500,11800,12850,2365052,104820.0,8157184.0
2019-03-14,12850,12850,12100,12650,630246,104314.0,8246184.0
2019-03-15,12600,13050,12200,12800,537091,105551.0,8246184.0
2019-03-18,12800,14800,12700,14000,3978817,115447.0,8246184.0
2019-03-19,13900,13950,12800,12900,648331,106376.0,8246184.0
2019-03-20,12900,14150,12200,13550,1487587,111736.0,8246184.0
2019-03-21,13300,13550,12800,12850,388671,105963.0,8246184.0
2019-03-22,12950,13250,12250,12300,301160,101428.0,8246184.0
2019-03-25,11950,12100,11400,11400,212301,94006.0,8246184.0
2019-03-26,11450,12250,11300,11800,344075,97305.0,8246184.0
2019-03-27,12000,12050,10800,10800,251678,89059.0,8246184.0
2019-03-28,10750,10850,10250,10300,191285,84936.0,8246184.0
2019-03-29,10400,10800,10050,10700,201234,88234.0,8246184.0
2019-04-01,10550,10800,10350,10700,100283,88234.0,8246184.0
2019-04-02,10900,11300,10700,10800,190536,89059.0,8246184.0
2019-04-03,11200,13500,10900,12500,2628745,103077.0,8246184.0
2019-04-04,12400,13450,12250,13050,842136,107613.0,8246184.0
2019-04-05,12950,13650,12550,13350,622997,110087.0,8246184.0
2019-04-08,13550,16750,13350,14600,4372713,120394.0,8246184.0
2019-04-09,14600,14650,13600,14150,760443,116684.0,8246184.0
2019-04-10,14050,18350,14000,15300,6061320,126167.0,8246184.0
2019-04-11,15300,15950,15050,15800,1198189,130290.0,8246184.0
2019-04-12,15950,18900,15850,17100,4800152,141010.0,8246184.0
2019-04-15,17400,18200,16900,17500,1324850,144308.0,8246184.0
2019-04-16,17550,18850,16200,16900,2456283,139856.0,8275490.0
2019-04-17,17250,18600,16650,18600,645687,153924.0,8275490.0
2019-04-18,19450,19600,17500,18050,756495,149373.0,8275490.0
2019-04-19,18050,20950,17900,20300,2017646,167992.0,8275490.0
2019-04-22,20300,22900,19500,21350,1264602,176682.0,8275490.0
2019-04-23,21250,24000,20950,22250,2770253,184130.0,8275490.0
2019-04-24,22400,23000,21150,21600,557082,178751.0,8275490.0
2019-04-25,21400,22700,19000,19000,844736,157234.0,8275490.0
2019-04-26,19100,21100,18050,18100,1823465,149786.0,8275490.0
2019-04-29,18300,19400,17500,18700,958291,154752.0,8275490.0
2019-04-30,18950,19450,18250,18900,514481,156407.0,8275490.0
2019-05-02,18500,19300,18250,18450,456377,152683.0,8275490.0
2019-05-03,18400,19050,18050,18100,359284,149786.0,8275490.0
2019-05-07,17700,18450,17600,18100,244941,149786.0,8275490.0
2019-05-08,17950,19900,17750,19000,828433,157234.0,8275490.0
2019-05-09,19150,19700,17250,17700,374788,146476.0,8275490.0
2019-05-10,17550,18300,16250,16800,376780,139028.0,8275490.0
2019-05-13,16850,17000,15250,15500,376284,128270.0,8275490.0
2019-05-14,15100,20150,15000,20150,3807447,166751.0,8275490.0
2019-05-15,22050,23800,18550,19300,3256972,159717.0,8275490.0
2019-05-16,19700,23250,18000,19650,3847245,162613.0,8275490.0
2019-05-17,19650,22700,19100,20750,2822326,172459.0,8311290.0
2019-05-20,20500,21400,19550,20000,567367,166226.0,8311290.0
2019-05-21,20200,21300,19550,20000,551632,166226.0,8311290.0
2019-05-22,20100,21200,20050,20400,882332,169550.0,8311290.0
2019-05-23,20600,20750,19350,19500,405140,162070.0,8311290.0
2019-05-24,19250,19500,18000,18250,383410,151681.0,8311290.0
2019-05-27,18150,19100,17600,18050,278018,150019.0,8311290.0
2019-05-28,18250,18900,17400,17650,266448,146694.0,8311290.0
2019-05-29,17500,17550,16600,17000,258637,141292.0,8311290.0
2019-05-30,17100,17550,16350,16350,312676,135890.0,8311290.0
2019-05-31,16400,18000,16350,17000,471546,141292.0,8311290.0
2019-06-03,16650,17500,16500,17000,151996,141292.0,8311290.0
2019-06-04,17100,17850,16900,17150,211740,142539.0,8311290.0
2019-06-05,17350,17800,17100,17400,233462,144616.0,8311290.0
2019-06-07,17600,18100,17500,17700,254268,147110.0,8311290.0
2019-06-10,18000,18250,17600,17700,138365,147110.0,8311290.0
2019-06-11,17800,17850,17150,17250,133389,143370.0,8311290.0
2019-06-12,17350,17500,16600,16650,140039,138383.0,8311290.0
2019-06-13,16700,17050,16650,16650,95243,138383.0,8311290.0
2019-06-14,16750,16800,16000,16000,165031,133429.0,8339290.0
2019-06-17,15900,16000,15300,15400,107038,128425.0,8339290.0
2019-06-18,15200,15850,15150,15400,128689,128425.0,8339290.0
2019-06-19,15700,17450,15250,15800,545548,131761.0,8339290.0
2019-06-20,15600,16250,15400,15600,168559,130093.0,8339290.0
2019-06-21,15700,15700,14850,14850,136637,123838.0,8339290.0
2019-06-24,14700,15650,14550,15000,165190,125089.0,8339290.0
2019-06-25,15000,17150,13950,14750,685091,123005.0,8339290.0
2019-06-26,14550,14850,14050,14350,157890,119669.0,8339290.0
2019-06-27,14100,14400,12700,13000,368589,108411.0,8339290.0
2019-06-28,12800,13800,12600,13000,191759,108411.0,8339290.0
2019-07-01,13050,13900,12850,13350,133711,111330.0,8339290.0
2019-07-02,13500,13900,13200,13600,102122,113414.0,8339290.0
2019-07-03,13800,13900,13150,13400,97660,111746.0,8339290.0
2019-07-04,13200,13650,12650,12950,98054,107994.0,8339290.0
2019-07-05,12900,13800,12900,13700,88619,114248.0,8339290.0
2019-07-08,13600,13650,12450,12450,126340,103824.0,8339290.0
2019-07-09,12400,13000,12100,12550,142197,104658.0,8339290.0
2019-07-10,12550,13300,12550,13150,107762,109662.0,8339290.0
2019-07-11,12950,13300,12750,13000,101408,108411.0,8339290.0
2019-07-12,13300,14600,13300,13650,776630,113831.0,8339290.0
2019-07-15,13600,14150,13150,13400,113739,111746.0,8339290.0
2019-07-16,13450,13700,12800,12850,95328,107160.0,8339290.0
2019-07-17,12700,12750,12050,12250,156891,102156.0,8339290.0
2019-07-18,12350,12650,11150,11400,226734,95068.0,8339290.0
2019-07-19,11550,12100,11500,11950,159717,99655.0,8339290.0
2019-07-22,12000,12400,11700,11750,129202,97987.0,8339290.0
2019-07-23,11650,11850,11250,11300,118105,94234.0,8339290.0
2019-07-24,11300,11500,10700,10950,110923,91315.0,8339290.0
2019-07-25,11100,11450,10900,11300,70202,94234.0,8339290.0
2019-07-26,11400,11400,10700,10900,71960,90898.0,8339290.0
2019-07-29,10900,11000,9850,10150,172982,84644.0,8339290.0
2019-07-30,10000,10450,9990,10150,147119,84644.0,8339290.0
2019-07-31,10200,10650,9670,10150,116981,84644.0,8339290.0
2019-08-01,10300,11150,10150,10350,231664,86312.0,8339290.0
2019-08-02,10000,10350,9650,10100,83018,84227.0,8339290.0
2019-08-05,10300,10400,8890,8890,126369,74136.0,8339290.0
2019-08-06,8270,9320,8000,8530,165229,71134.0,8339290.0
2019-08-07,8480,9240,8480,9190,106817,76638.0,8339290.0
2019-08-08,9190,9450,9120,9330,60282,77806.0,8339290.0
2019-08-09,9210,9370,8890,8990,62257,74970.0,8339290.0
2019-08-12,9150,9560,8600,9310,58676,77639.0,8339290.0
2019-08-13,9210,9370,9030,9150,52741,76305.0,8339290.0
2019-08-14,9240,9460,9200,9310,37922,77639.0,8339290.0
2019-08-16,9110,9230,8760,8960,62308,74720.0,8339290.0
2019-08-19,8990,9180,8920,8980,35850,74887.0,8339290.0
2019-08-20,9120,10950,9010,9810,848882,81808.0,8339290.0
2019-08-21,9790,10200,9550,9890,220327,82476.0,8339290.0
2019-08-22,9930,10750,9800,10100,356688,84227.0,8339290.0
2019-08-23,9930,10600,9760,10150,292108,84644.0,8339290.0
2019-08-26,9750,10100,9320,9540,126027,79557.0,8339290.0
2019-08-27,9700,9850,9500,9650,51433,80474.0,8339290.0
2019-08-28,9520,10250,9460,10100,139275,84227.0,8339290.0
2019-08-29,10250,11000,10100,10350,378172,86312.0,8339290.0
2019-08-30,10700,10750,10200,10300,148293,85895.0,8339290.0
2019-09-02,10300,10600,10100,10450,76316,87146.0,8339290.0
2019-09-03,10500,10500,10100,10300,107213,85895.0,8339290.0
2019-09-04,10300,10550,10100,10250,70900,85478.0,8339290.0
2019-09-05,10250,10400,10050,10050,70974,83810.0,8339290.0
2019-09-06,10100,10250,9890,10150,63274,84644.0,8339290.0
2019-09-09,10150,10850,10000,10250,229599,85478.0,8339290.0
2019-09-10,10250,10250,9960,10000,64894,83393.0,8339290.0
2019-09-11,10000,10250,9940,10200,57424,85061.0,8339290.0
2019-09-16,10200,10500,10050,10350,82293,86388.0,8346690.0
2019-09-17,10250,10850,10100,10800,177683,90144.0,8346690.0
2019-09-18,10850,10850,10450,10500,75497,87640.0,8346690.0
2019-09-19,10550,10650,10350,10350,58430,86388.0,8346690.0
2019-09-20,10400,10450,10200,10350,43228,86388.0,8346690.0
2019-09-23,10300,10400,9960,9960,96289,83133.0,8346690.0
2019-09-24,9680,9960,9510,9800,69156,81798.0,8346690.0
2019-09-25,9810,9930,9240,9400,69714,78459.0,8346690.0
2019-09-26,9400,9710,9170,9400,49714,78459.0,8346690.0
2019-09-27,9400,9460,9050,9140,45495,76289.0,8346690.0
2019-09-30,9140,9250,8680,8960,40547,74786.0,8346690.0
2019-10-01,8970,9600,8970,9390,64771,78375.0,8346690.0
2019-10-02,9300,9470,9090,9190,28991,76706.0,8346690.0
2019-10-04,9190,9200,8910,9000,37957,75120.0,8346690.0
2019-10-07,9150,9800,9020,9590,129336,80045.0,8346690.0
