하이록코리아(013030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-24,969,969,969,968,0,,
1999-03-25,969,969,969,968,0,,
1999-03-26,969,969,969,968,0,,
1999-03-29,969,969,969,968,0,,
1999-03-30,969,969,969,968,0,,
1999-03-31,969,969,969,968,0,,
1999-04-01,969,969,969,968,0,,
1999-04-02,969,969,969,968,0,,
1999-04-06,969,969,969,968,0,,
1999-04-07,969,969,969,968,0,,
1999-04-08,969,969,969,968,0,,
1999-04-09,969,969,969,968,0,,
1999-04-12,969,969,969,968,0,,
1999-04-13,969,969,969,968,0,,
1999-04-14,969,969,969,968,0,,
1999-04-15,969,969,969,968,0,,
1999-04-16,969,969,969,968,0,,
1999-04-19,969,969,969,968,0,,
1999-04-20,969,969,969,968,0,,
1999-04-21,969,969,969,968,0,,
1999-04-22,969,969,969,968,0,,
1999-04-23,969,969,969,968,0,,
1999-04-26,1004,1004,1004,1004,15000,9677.0,691225.0
1999-04-27,1004,1004,1004,1004,0,9677.0,691225.0
1999-04-28,1004,1004,1004,1004,0,,
1999-04-29,1004,1004,1004,1004,0,,
1999-04-30,1004,1004,1004,1004,0,,
1999-05-03,1004,1004,1004,1004,15000,9677.0,691225.0
1999-05-04,1004,1004,1004,1004,0,,
1999-05-06,1004,1004,1004,1004,0,,
1999-05-07,1004,1004,1004,1004,0,,
1999-05-10,1004,1004,1004,1004,0,,
1999-05-11,1004,1004,1004,1004,0,,
1999-05-12,1004,1004,1004,1004,0,,
1999-05-13,886,886,886,886,0,8537.0,691225.0
1999-05-14,886,886,886,886,0,8537.0,691225.0
1999-05-17,886,886,886,886,0,,
1999-05-18,782,782,782,782,100,7534.0,691225.0
1999-05-19,782,782,782,782,0,7534.0,691225.0
1999-05-20,782,782,782,782,0,,
1999-05-21,703,703,703,703,1000,6774.0,691225.0
1999-05-24,639,639,639,638,1000,6152.0,691225.0
1999-05-25,639,639,639,638,0,6152.0,691225.0
1999-05-26,639,639,639,638,0,,
1999-05-27,639,639,639,638,0,,
1999-05-28,639,639,639,638,0,,
1999-05-31,639,639,639,638,0,,
1999-06-01,649,649,649,649,0,6256.0,691225.0
1999-06-02,654,654,654,653,0,6297.0,691225.0
1999-06-03,660,660,660,660,1000,6359.0,691225.0
1999-06-04,682,682,682,681,10,6567.0,691225.0
1999-06-07,682,682,682,681,0,6567.0,691225.0
1999-06-08,682,682,682,681,0,,
1999-06-09,760,760,600,760,19100,7327.0,691225.0
1999-06-10,850,850,850,850,4090,8191.0,691225.0
1999-06-11,951,951,951,950,1000,9159.0,691225.0
1999-06-14,1062,1062,1062,1061,5000,10230.0,691225.0
1999-06-15,1187,1187,1187,1187,195320,11440.0,691225.0
1999-06-16,1327,1327,1327,1327,15010,12788.0,691225.0
1999-06-17,1485,1485,1485,1485,216000,14308.0,691225.0
1999-06-18,1661,1661,1661,1660,81000,16002.0,691225.0
1999-06-21,1858,1858,1858,1858,179960,17903.0,691225.0
1999-06-22,2009,2009,1636,1721,120510,16589.0,691225.0
1999-06-23,1517,1517,1517,1517,40150,14619.0,691225.0
1999-06-24,1697,1697,1367,1628,74440,15691.0,691225.0
1999-06-25,1471,1578,1435,1513,29380,14585.0,691225.0
1999-06-28,1334,1507,1334,1334,35120,12857.0,691225.0
1999-06-29,1184,1327,1177,1327,57550,12788.0,691225.0
1999-06-30,1291,1485,1277,1434,66490,13824.0,691225.0
1999-07-01,1578,1578,1363,1492,48380,14377.0,691225.0
1999-07-02,1435,1435,1316,1316,44160,12684.0,691225.0
1999-07-05,1363,1471,1291,1355,37370,13064.0,691225.0
1999-07-06,1399,1399,1220,1280,67370,12338.0,691225.0
1999-07-07,1270,1349,1162,1162,62570,11198.0,691225.0
1999-07-08,1195,1291,1169,1219,53570,11751.0,691225.0
1999-07-09,1288,1288,1169,1219,30110,11751.0,691225.0
1999-07-12,1112,1263,1112,1183,39940,11405.0,691225.0
1999-07-13,1234,1234,1112,1133,15750,10921.0,691225.0
1999-07-14,1112,1184,1076,1183,20600,11405.0,691225.0
1999-07-15,1148,1248,1148,1241,21950,11958.0,691225.0
1999-07-16,1234,1363,1148,1327,85850,12788.0,691225.0
1999-07-19,1320,1327,1241,1255,46010,12096.0,691225.0
1999-07-20,1270,1334,1220,1241,69380,11958.0,691225.0
1999-07-21,1256,1256,1148,1158,43050,11163.0,691225.0
1999-07-22,1134,1212,1112,1212,42890,11682.0,691225.0
1999-07-23,1209,1209,1112,1176,30320,11336.0,691225.0
1999-07-26,1076,1076,1037,1076,35910,10368.0,691225.0
1999-07-27,1004,1076,947,1076,21270,10368.0,691225.0
1999-07-28,1076,1148,1076,1147,26930,11060.0,691225.0
1999-07-29,1177,1284,1159,1248,73900,12027.0,691225.0
1999-07-30,1119,1234,1119,1212,37210,11682.0,691225.0
1999-08-02,1134,1184,1080,1140,12310,10990.0,691225.0
1999-08-03,1144,1177,1047,1176,13950,11336.0,691225.0
1999-08-04,1148,1220,1148,1212,70130,11682.0,691225.0
1999-08-05,1263,1356,1263,1355,236370,13064.0,691225.0
1999-08-06,1517,1517,1399,1499,472630,14447.0,691225.0
1999-08-09,1413,1507,1363,1449,91160,13963.0,691225.0
1999-08-10,1449,1542,1327,1420,54520,13686.0,691225.0
1999-08-11,1435,1435,1252,1251,76210,12062.0,691225.0
1999-08-12,1148,1392,1148,1255,3580,12096.0,691225.0
1999-08-13,1227,1227,1105,1104,18570,10645.0,691225.0
1999-08-16,1148,1148,976,1033,76430,9954.0,691225.0
1999-08-17,1019,1019,911,911,28990,8779.0,691225.0
1999-08-18,825,911,804,911,50460,8779.0,691225.0
1999-08-19,911,994,861,932,16280,8986.0,691225.0
1999-08-20,1026,1026,872,882,25590,8502.0,691225.0
1999-08-23,890,986,890,986,8810,9504.0,691225.0
1999-08-24,1022,1076,986,1068,20940,10299.0,691225.0
1999-08-25,1062,1069,1004,1004,15680,9677.0,691225.0
1999-08-26,1123,1123,1123,1122,40470,10818.0,691225.0
1999-08-27,1256,1256,1019,1147,107030,11060.0,691225.0
1999-08-30,1055,1177,1055,1061,15350,10230.0,691225.0
1999-08-31,997,1069,997,1068,7400,10299.0,691225.0
1999-09-01,997,1076,997,1076,33770,10368.0,691225.0
1999-09-02,997,1076,947,1076,30770,10368.0,691225.0
1999-09-03,1076,1119,1004,1076,66500,10368.0,691225.0
1999-09-06,1091,1184,1091,1183,310,11405.0,691225.0
1999-09-07,1148,1148,1044,1043,15770,10057.0,691225.0
1999-09-08,969,1076,969,1076,4700,10368.0,691225.0
1999-09-09,1091,1091,947,1076,5030,10368.0,691225.0
1999-09-10,1069,1076,969,1076,4110,10368.0,691225.0
1999-09-13,1148,1148,976,1112,8360,10714.0,691225.0
1999-09-14,1105,1105,983,1076,8010,10368.0,691225.0
1999-09-15,1069,1069,990,990,1760,9539.0,691225.0
1999-09-16,1004,1040,969,1040,8690,10023.0,691225.0
1999-09-17,933,1033,925,1004,5930,9677.0,691225.0
1999-09-20,933,1004,933,997,9910,9608.0,691225.0
1999-09-21,933,990,911,990,13470,9539.0,691225.0
1999-09-22,947,947,911,932,11880,8986.0,691225.0
1999-09-27,969,969,832,961,50,9262.0,691225.0
1999-09-28,847,847,847,846,100,8156.0,691225.0
1999-09-29,947,947,746,936,1660,9020.0,691225.0
1999-09-30,825,861,825,860,17730,8295.0,691225.0
1999-10-01,764,850,760,850,1220,8191.0,691225.0
1999-10-04,789,918,768,911,140,8779.0,691225.0
1999-10-05,911,911,804,803,7820,7742.0,691225.0
1999-10-06,789,847,782,846,5160,8156.0,691225.0
1999-10-07,796,854,782,846,2040,8156.0,691225.0
1999-10-08,854,890,746,846,8040,8156.0,691225.0
1999-10-11,825,947,804,947,30060,9124.0,691225.0
1999-10-12,1004,1040,933,1004,33600,9677.0,691225.0
1999-10-13,1004,1004,886,886,4330,8537.0,691225.0
1999-10-14,825,976,782,925,30440,8917.0,691225.0
1999-10-15,882,890,882,882,2650,8502.0,691225.0
1999-10-18,789,854,778,832,13570,8018.0,691225.0
1999-10-19,775,811,735,778,17890,7500.0,691225.0
1999-10-20,811,811,721,789,11730,7603.0,691225.0
1999-10-21,721,760,710,760,186110,7327.0,691225.0
1999-10-22,760,760,674,717,182260,6912.0,691225.0
1999-10-25,717,739,703,717,69290,6912.0,691225.0
1999-10-26,725,804,660,803,176910,7742.0,691225.0
1999-10-27,861,897,847,889,230550,8571.0,691225.0
1999-10-28,904,904,786,825,195120,7949.0,691225.0
1999-10-29,839,861,796,825,79340,7949.0,691225.0
1999-11-01,861,861,753,817,202880,7880.0,691225.0
1999-11-02,861,915,861,914,147490,8813.0,691225.0
1999-11-03,1019,1022,994,1022,223340,9850.0,691225.0
1999-11-04,1076,1144,1004,1068,339970,10299.0,691225.0
1999-11-05,1026,1091,954,1029,277840,9919.0,691225.0
1999-11-08,1030,1126,969,1076,341880,10368.0,691225.0
1999-11-09,1076,1105,969,1004,116790,9677.0,691225.0
1999-11-10,911,1004,911,975,52320,9401.0,691225.0
1999-11-11,911,969,861,896,111390,8640.0,691225.0
1999-11-12,947,1004,933,997,138710,9608.0,691225.0
1999-11-15,1019,1116,954,1115,370300,10749.0,691225.0
1999-11-16,1116,1162,1055,1115,185510,10749.0,691225.0
1999-11-17,1055,1248,1022,1248,646570,12027.0,691225.0
1999-11-18,1299,1395,1281,1395,588950,13444.0,691225.0
1999-11-19,1395,1507,1363,1399,346670,13479.0,691225.0
1999-11-22,1306,1507,1306,1470,320760,14170.0,691225.0
1999-11-23,1421,1507,1406,1434,233030,13824.0,691225.0
1999-11-24,1327,1435,1327,1373,204110,13237.0,691225.0
1999-11-25,1212,1363,1212,1348,173640,12995.0,691225.0
1999-11-26,1299,1449,1198,1406,352960,13548.0,691225.0
1999-11-29,1467,1507,1399,1406,135420,13548.0,691225.0
1999-11-30,1363,1363,1241,1298,205050,12511.0,691225.0
1999-12-01,1220,1299,1144,1219,185810,11751.0,691225.0
1999-12-02,1184,1291,1184,1251,117890,12062.0,691225.0
1999-12-03,1191,1291,1159,1255,172650,12096.0,691225.0
1999-12-06,1263,1291,1162,1208,115470,11647.0,691225.0
1999-12-07,1177,1220,1141,1205,94340,11613.0,691225.0
1999-12-08,1155,1320,1112,1320,144030,12719.0,691225.0
1999-12-09,1399,1478,1295,1477,186970,14239.0,691225.0
1999-12-10,1643,1654,1578,1653,315690,15933.0,691225.0
1999-12-13,1851,1851,1578,1829,257960,17626.0,691225.0
1999-12-14,1650,1933,1611,1793,364290,17281.0,691225.0
1999-12-15,1722,1901,1722,1815,172190,17488.0,691225.0
1999-12-16,1916,2016,1829,2008,326720,19354.0,691225.0
1999-12-17,2030,2081,1837,2008,178630,19354.0,691225.0
1999-12-20,1865,2030,1804,2008,204260,19354.0,691225.0
1999-12-21,1768,1930,1768,1768,207250,17039.0,691225.0
1999-12-22,1557,1865,1557,1671,331180,16106.0,691225.0
1999-12-23,1657,1829,1528,1793,188080,17281.0,691225.0
1999-12-24,1815,1815,1650,1779,136860,17142.0,691225.0
1999-12-27,1718,1758,1636,1711,59650,16486.0,691225.0
1999-12-28,1521,1679,1521,1650,78770,15898.0,691225.0
2000-01-04,1563,1708,1563,1657,28540,15760.0,691225.0
2000-01-05,1599,1708,1527,1621,76180,15414.0,691225.0
2000-01-06,1672,1781,1643,1722,73100,16382.0,691225.0
2000-01-07,1708,1810,1527,1810,63310,17212.0,691225.0
2000-01-10,1890,1963,1745,1889,122850,17972.0,691225.0
2000-01-11,1890,1963,1745,1926,142600,18317.0,691225.0
2000-01-12,1926,1955,1759,1889,149730,17972.0,691225.0
2000-01-13,1883,1905,1745,1817,53920,17281.0,691225.0
2000-01-14,1708,1875,1679,1853,74280,17626.0,691225.0
2000-01-17,1963,2035,1745,2035,174380,19354.0,691225.0
2000-01-18,1792,1868,1792,1791,147680,17039.0,691225.0
2000-01-19,1577,1577,1577,1577,4380,15000.0,691225.0
2000-01-20,1388,1388,1388,1388,23890,13202.0,691225.0
2000-01-21,1225,1381,1225,1308,262270,12442.0,691225.0
2000-01-24,1308,1308,1152,1184,88640,11267.0,691225.0
2000-01-25,1163,1163,1043,1043,17210,9919.0,691225.0
2000-01-26,938,1163,930,1090,131720,10368.0,691225.0
2000-01-27,1105,1127,1047,1090,35910,10368.0,691225.0
2000-01-28,1090,1112,1003,1057,91770,10057.0,691225.0
2000-01-31,1018,1170,989,1170,77070,11129.0,691225.0
2000-02-01,1239,1308,1185,1308,89510,12442.0,691225.0
2000-02-02,1381,1436,1250,1293,116720,12304.0,691225.0
2000-02-03,1345,1345,1192,1243,113080,11820.0,691225.0
2000-02-07,1214,1323,1134,1290,179590,12269.0,691225.0
2000-02-08,1301,1301,1138,1235,122430,11751.0,691225.0
2000-02-09,1105,1228,1090,1192,153720,11336.0,691225.0
2000-02-10,1163,1181,1061,1097,75340,10437.0,691225.0
2000-02-11,1090,1185,1090,1170,144870,11129.0,691225.0
2000-02-14,1170,1243,1141,1213,221190,11543.0,691225.0
2000-02-15,1090,1258,1090,1235,129860,11751.0,691225.0
2000-02-16,1163,1236,1149,1235,80770,11751.0,691225.0
2000-02-17,1243,1258,1170,1250,193540,11889.0,691225.0
2000-02-18,1250,1323,1236,1257,324560,11958.0,691225.0
2000-02-21,1272,1301,1236,1293,173110,12304.0,691225.0
2000-02-22,1308,1447,1287,1439,238570,13686.0,691225.0
2000-02-23,1461,1476,1308,1468,173260,13963.0,691225.0
2000-02-24,1468,1599,1352,1526,311480,14516.0,691225.0
2000-02-25,1592,1599,1472,1581,256140,15034.0,691225.0
2000-02-28,1628,1770,1457,1671,297770,15898.0,691225.0
2000-02-29,1686,1872,1614,1871,367020,17799.0,691225.0
2000-03-02,2094,2094,2094,2093,187210,19907.0,691225.0
2000-03-03,2344,2344,1890,2344,947660,22292.0,691225.0
2000-03-06,2610,2610,2232,2471,528710,23502.0,691225.0
2000-03-07,2290,2435,2177,2177,308690,20702.0,691225.0
2000-03-08,1999,2435,1919,2224,786420,21151.0,691225.0
2000-03-09,2268,2326,2181,2267,381410,21566.0,691225.0
2000-03-10,2304,2304,2108,2180,370400,20737.0,691225.0
2000-03-13,2086,2181,1919,1962,262950,18663.0,691225.0
2000-03-14,1984,2064,1854,2049,291960,19493.0,691225.0
2000-03-15,2035,2293,1963,2293,947310,21808.0,691225.0
2000-03-16,2406,2491,2096,2176,390750,18663.0,691225.0
2000-03-17,2257,2289,1919,2039,247490,17488.0,691225.0
2000-03-20,1943,1943,1798,1797,125650,15414.0,691225.0
2000-03-21,1584,1653,1584,1588,209060,13617.0,691225.0
2000-03-22,1588,1778,1588,1777,281180,15242.0,691225.0
2000-03-23,1782,1935,1773,1854,137460,15898.0,691225.0
2000-03-24,1693,1894,1657,1890,132810,16209.0,691225.0
2000-03-27,1814,2072,1814,2071,176350,17764.0,691225.0
2000-03-28,2007,2096,1975,2015,65010,17281.0,691225.0
2000-03-29,1935,2015,1854,1894,99730,16244.0,691225.0
2000-03-30,1814,1935,1814,1870,38110,16036.0,691225.0
2000-03-31,2023,2092,1894,2091,307770,17937.0,691225.0
2000-04-03,2217,2326,1842,2015,382130,17281.0,691225.0
2000-04-04,1854,2048,1782,1918,153430,16451.0,691225.0
2000-04-06,1935,1975,1773,1805,129810,15483.0,691225.0
2000-04-07,1806,1915,1806,1862,53850,15967.0,691225.0
2000-04-10,1862,1975,1862,1902,171430,16313.0,691225.0
2000-04-11,1773,1814,1677,1773,69810,15207.0,691225.0
2000-04-12,1773,1773,1596,1620,74820,13894.0,691225.0
2000-04-14,1653,1814,1653,1813,326200,15553.0,691225.0
2000-04-17,1596,1806,1596,1797,438720,15414.0,691225.0
2000-04-18,1846,1902,1620,1745,229880,14965.0,691225.0
2000-04-19,1782,1951,1782,1950,933920,16728.0,691225.0
2000-04-20,2168,2185,2015,2184,455850,18732.0,691225.0
2000-04-21,2447,2447,1923,2087,1402360,17903.0,691225.0
2000-04-24,2080,2217,1919,2128,451450,18248.0,691225.0
2000-04-25,1983,2177,1935,1999,308290,17142.0,691225.0
2000-04-26,1935,2015,1814,1854,227370,15898.0,691225.0
2000-04-27,1782,1999,1782,1894,202050,16244.0,691225.0
2000-04-28,1935,1959,1693,1813,98540,15553.0,691225.0
2000-05-02,1814,1902,1757,1821,133030,15622.0,691225.0
2000-05-03,1860,1984,1822,1912,196080,13859.0,691225.0
2000-05-04,1822,1946,1812,1864,214520,13513.0,691225.0
2000-05-08,1908,2003,1836,1931,386720,13997.0,691225.0
2000-05-09,1936,2084,1889,1936,180960,14032.0,691225.0
2000-05-10,1908,2165,1860,2165,444510,15691.0,691225.0
2000-05-12,2280,2423,2098,2422,821690,17557.0,691225.0
2000-05-15,2423,2671,2146,2422,834200,17557.0,691225.0
2000-05-16,2451,2451,2194,2255,217370,16347.0,691225.0
2000-05-17,2261,2432,2180,2317,553190,16797.0,691225.0
2000-05-18,2480,2594,2242,2594,1081500,18801.0,691225.0
2000-05-19,2594,2814,2284,2327,1636510,16866.0,691225.0
2000-05-22,2203,2280,2051,2050,220390,14861.0,691225.0
2000-05-23,1808,1808,1808,1807,54550,18626.0,982921.0
2000-05-24,1593,1593,1593,1592,77070,16415.0,982921.0
2000-05-25,1440,1784,1440,1774,639520,18282.0,982921.0
2000-05-26,1698,1746,1564,1564,351300,16120.0,982921.0
2000-05-29,1378,1455,1378,1378,332090,14203.0,982921.0
2000-05-30,1440,1507,1383,1488,168650,15334.0,982921.0
2000-05-31,1440,1664,1440,1664,299990,17152.0,982921.0
2000-06-01,1664,1784,1536,1621,307640,16710.0,982921.0
2000-06-02,1717,1736,1574,1669,393020,17201.0,982921.0
2000-06-05,1736,1798,1679,1745,395320,17987.0,982921.0
2000-06-07,1765,1765,1645,1683,261760,17349.0,982921.0
2000-06-08,1641,1798,1612,1664,322530,17152.0,982921.0
2000-06-09,1602,1660,1579,1607,156880,16562.0,982921.0
2000-06-12,1612,1765,1612,1745,228680,17987.0,982921.0
2000-06-13,1669,1803,1612,1612,265190,16611.0,982921.0
2000-06-14,1602,1746,1602,1707,222260,17594.0,982921.0
2000-06-15,1755,1755,1622,1664,128210,17152.0,982921.0
2000-06-16,1669,1669,1593,1650,92210,17005.0,982921.0
2000-06-19,1650,1707,1617,1650,155560,17005.0,982921.0
2000-06-20,1622,1684,1612,1650,100520,17005.0,982921.0
2000-06-21,1669,1717,1641,1674,279480,17250.0,982921.0
2000-06-22,1688,1703,1636,1650,74000,17005.0,982921.0
2000-06-23,1688,1846,1650,1845,768670,19020.0,982921.0
2000-06-26,1927,2065,1850,2065,923940,21280.0,982921.0
2000-06-27,2098,2261,1936,1955,629220,20150.0,982921.0
2000-06-28,2003,2098,1908,2088,313550,21526.0,982921.0
2000-06-29,2032,2156,2032,2127,186200,21919.0,982921.0
2000-06-30,2051,2160,2003,2003,128150,20641.0,982921.0
2000-07-03,2003,2146,2003,2074,166110,21379.0,982921.0
2000-07-04,2051,2289,1955,2165,327270,22312.0,982921.0
2000-07-05,2242,2284,1960,2093,210200,21575.0,982921.0
2000-07-06,1955,2137,1908,2026,257970,20887.0,982921.0
2000-07-07,2041,2098,1941,2012,183940,20740.0,982921.0
2000-07-10,1955,2003,1898,1922,263560,19806.0,982921.0
2000-07-11,1922,1922,1693,1721,495610,17742.0,982921.0
2000-07-12,1717,1717,1583,1650,211200,17005.0,982921.0
2000-07-13,1650,1650,1650,1650,0,17005.0,982921.0
2000-07-14,1650,1650,1650,1650,0,,
2000-07-18,1650,1803,1650,1688,176511,17398.0,9829210.0
2000-07-19,1688,1812,1488,1564,294732,16120.0,9829210.0
2000-07-20,1526,1660,1431,1612,123880,16611.0,9829210.0
2000-07-21,1612,1669,1583,1621,69103,16710.0,9829210.0
2000-07-24,1574,1622,1526,1573,129236,16218.0,9829210.0
2000-07-25,1536,1593,1431,1478,119395,15235.0,9829210.0
2000-07-26,1431,1517,1402,1478,71825,15235.0,9829210.0
2000-07-27,1478,1564,1450,1535,128452,15825.0,9829210.0
2000-07-28,1593,1660,1517,1612,235082,16611.0,9829210.0
2000-07-31,1536,1717,1488,1697,171491,17496.0,9829210.0
2000-08-01,1650,1803,1631,1802,220284,18577.0,9829210.0
2000-08-02,1774,1803,1650,1745,134435,17987.0,9829210.0
2000-08-03,1707,1860,1669,1774,316391,18282.0,9829210.0
2000-08-04,1774,1803,1679,1697,75913,17496.0,9829210.0
2000-08-07,1641,1755,1641,1697,125421,17496.0,9829210.0
2000-08-08,1650,1717,1650,1707,77690,17594.0,9829210.0
2000-08-09,1726,1726,1641,1659,78824,17103.0,9829210.0
2000-08-10,1622,1698,1555,1621,81531,16710.0,9829210.0
2000-08-11,1622,1650,1574,1602,24456,16513.0,9829210.0
2000-08-14,1574,1602,1536,1583,74561,16316.0,9829210.0
2000-08-16,1498,1602,1498,1535,94581,15825.0,9829210.0
2000-08-17,1526,1650,1526,1621,110960,16710.0,9829210.0
2000-08-18,1622,1641,1536,1573,78441,16218.0,9829210.0
2000-08-21,1536,1612,1517,1554,104850,16022.0,9829210.0
2000-08-22,1545,1669,1517,1612,303160,16611.0,9829210.0
2000-08-23,1574,1631,1536,1554,127809,16022.0,9829210.0
2000-08-24,1555,1574,1440,1478,120223,15235.0,9829210.0
2000-08-25,1431,1507,1431,1468,69731,15137.0,9829210.0
2000-08-28,1478,1545,1440,1516,130380,15628.0,9829210.0
2000-08-29,1517,1517,1440,1478,85853,15235.0,9829210.0
2000-08-30,1478,1498,1440,1459,145812,15039.0,9829210.0
2000-08-31,1440,1593,1431,1507,491507,15530.0,9829210.0
2000-09-01,1507,1526,1450,1459,116774,15039.0,9829210.0
2000-09-04,1459,1517,1431,1516,204575,15628.0,9829210.0
2000-09-05,1469,1536,1459,1526,113727,15727.0,9829210.0
2000-09-06,1469,1536,1469,1507,87387,15530.0,9829210.0
2000-09-07,1507,1536,1431,1430,136345,14744.0,9829210.0
2000-09-08,1431,1478,1431,1459,68036,15039.0,9829210.0
2000-09-14,1431,1469,1412,1430,72781,14744.0,9829210.0
2000-09-15,1412,1478,1412,1440,56924,14842.0,9829210.0
2000-09-18,1393,1412,1269,1325,111487,13663.0,9829210.0
2000-09-19,1288,1297,1240,1268,71604,13073.0,9829210.0
2000-09-20,1269,1412,1240,1411,105112,14547.0,9829210.0
2000-09-21,1412,1574,1412,1573,327083,16218.0,9829210.0
2000-09-22,1583,1755,1488,1488,942154,15334.0,9829210.0
2000-09-25,1526,1660,1498,1659,250324,17103.0,9829210.0
2000-09-26,1660,1850,1660,1850,605354,19069.0,9829210.0
2000-09-27,1898,2051,1850,1964,602417,20248.0,9829210.0
2000-09-28,1812,1936,1736,1736,408157,17889.0,9829210.0
2000-09-29,1669,1936,1602,1936,737526,19953.0,9829210.0
2000-10-02,2032,2165,2032,2165,369499,22312.0,9829210.0
2000-10-04,2089,2213,1908,1907,1343200,19658.0,9829210.0
2000-10-05,2041,2041,1784,1831,727479,18872.0,9829210.0
2000-10-06,1784,1879,1612,1726,479641,17791.0,9829210.0
2000-10-09,1631,1850,1631,1745,389484,17987.0,9829210.0
2000-10-10,1746,1812,1669,1697,189875,17496.0,9829210.0
2000-10-11,1622,1650,1498,1535,300449,15825.0,9829210.0
2000-10-12,1536,1574,1469,1554,207969,16022.0,9829210.0
2000-10-13,1478,1478,1383,1421,207575,14646.0,9829210.0
2000-10-16,1469,1545,1469,1526,247508,15727.0,9829210.0
2000-10-17,1498,1517,1393,1430,124621,14744.0,9829210.0
2000-10-18,1412,1602,1364,1602,224250,16513.0,9829210.0
2000-10-19,1641,1793,1526,1621,712364,16710.0,9829210.0
2000-10-20,1641,1765,1622,1659,248406,17103.0,9829210.0
2000-10-23,1698,1698,1583,1621,194112,16710.0,9829210.0
2000-10-24,1622,1650,1536,1631,214713,16808.0,9829210.0
2000-10-25,1593,1631,1526,1535,123469,15825.0,9829210.0
2000-10-26,1431,1545,1431,1468,142347,15137.0,9829210.0
2000-10-27,1440,1526,1440,1497,180363,15432.0,9829210.0
2000-10-30,1526,1536,1402,1449,153995,14940.0,9829210.0
2000-10-31,1402,1478,1278,1411,144293,14547.0,9829210.0
2000-11-01,1450,1488,1421,1449,118004,14940.0,9829210.0
2000-11-02,1412,1469,1412,1440,130631,14842.0,9829210.0
2000-11-03,1478,1498,1412,1430,110625,14744.0,9829210.0
2000-11-06,1450,1478,1412,1449,103413,14940.0,9829210.0
2000-11-07,1478,1583,1459,1573,225389,16218.0,9829210.0
2000-11-08,1574,1574,1450,1468,105388,15137.0,9829210.0
2000-11-09,1421,1507,1421,1488,125744,15334.0,9829210.0
2000-11-10,1488,1564,1440,1497,251385,15432.0,9829210.0
2000-11-13,1469,1498,1440,1478,85522,15235.0,9829210.0
2000-11-14,1517,1545,1469,1507,162593,15530.0,9829210.0
2000-11-15,1507,1602,1507,1592,291362,16415.0,9829210.0
2000-11-16,1602,1746,1583,1688,422952,17398.0,9829210.0
2000-11-17,1545,1679,1545,1564,243913,16120.0,9829210.0
2000-11-20,1564,1631,1555,1573,178005,16218.0,9829210.0
2000-11-21,1583,1755,1564,1755,736423,18086.0,9829210.0
2000-11-22,1812,1879,1698,1716,853271,17693.0,9829210.0
2000-11-23,1707,1707,1517,1545,329262,15923.0,9829210.0
2000-11-24,1526,1641,1526,1631,304320,16808.0,9829210.0
2000-11-27,1641,1822,1593,1821,627845,18774.0,9829210.0
2000-11-28,1822,1974,1765,1898,828507,19560.0,9829210.0
