뷰웍스(100120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-08-12,10616,11517,10249,11050,895429,100093.0,6047910.0
2009-08-13,11050,11117,10616,10984,316093,99488.0,6047910.0
2009-08-14,11083,11551,10883,11017,239946,99791.0,6047910.0
2009-08-17,10950,10950,10315,10316,142269,93440.0,6047910.0
2009-08-18,10249,10449,9881,10182,116362,92231.0,6047910.0
2009-08-19,10916,11384,10916,11117,585167,100698.0,6047910.0
2009-08-20,11317,11317,10549,11184,249786,101302.0,6047910.0
2009-08-21,11150,11150,10582,10616,157248,96162.0,6047910.0
2009-08-24,10749,10883,10449,10750,125998,97371.0,6047910.0
2009-08-25,10916,11150,10549,10883,150136,98581.0,6047910.0
2009-08-26,11016,11350,10783,11351,196624,102814.0,6047910.0
2009-08-27,11250,11551,10749,11351,232946,102814.0,6047910.0
2009-08-28,11450,12385,11217,11751,555547,106443.0,6047910.0
2009-08-31,11918,12252,11617,11685,222282,105838.0,6047910.0
2009-09-01,11985,12051,11350,11685,234163,105838.0,6047910.0
2009-09-02,11517,12185,11417,12185,192088,110374.0,6047910.0
2009-09-03,12118,12652,12018,12018,196188,108862.0,6047910.0
2009-09-04,12085,12252,11551,11551,117479,104629.0,6047910.0
2009-09-07,11684,11751,11384,11685,88139,105838.0,6047910.0
2009-09-08,11718,11751,11250,11451,176715,103722.0,6047910.0
2009-09-09,11450,11617,10649,10817,185346,97976.0,6047910.0
2009-09-10,10850,10950,10549,10883,96948,98581.0,6047910.0
2009-09-11,10883,11150,10683,11050,91224,100093.0,6047910.0
2009-09-14,11083,11183,10916,11084,67356,100395.0,6047910.0
2009-09-15,11117,11250,10883,10984,67361,99488.0,6047910.0
2009-09-16,11016,11317,10916,11084,130346,100395.0,6047910.0
2009-09-17,11083,11083,10449,10516,127502,95255.0,6047910.0
2009-09-18,10582,10582,10115,10249,92393,92835.0,6047910.0
2009-09-21,10182,10616,10148,10616,40606,96162.0,6047910.0
2009-09-22,10649,10649,10382,10383,44462,94045.0,6047910.0
2009-09-23,10482,10482,9948,9949,81198,90114.0,6047910.0
2009-09-24,9881,10015,9247,9414,107230,85276.0,6047910.0
2009-09-25,9347,9848,9314,9715,73041,87997.0,6047910.0
2009-09-28,9614,10082,9514,9949,54907,90114.0,6047910.0
2009-09-29,10082,10082,9614,9648,45337,87392.0,6047910.0
2009-09-30,9681,9681,9080,9348,48027,84671.0,6047910.0
2009-10-01,9247,9481,9180,9348,30213,84671.0,6047910.0
2009-10-05,9314,9547,9013,9248,52584,83764.0,6047910.0
2009-10-06,9347,9381,8813,9047,42477,81949.0,6047910.0
2009-10-07,9080,9247,8947,8947,28585,81042.0,6047910.0
2009-10-08,8947,9414,8880,9248,44797,83764.0,6047910.0
2009-10-09,9314,9781,9247,9548,57117,86485.0,6047910.0
2009-10-12,9581,9781,9447,9682,29629,87695.0,6047910.0
2009-10-13,9681,9748,9447,9615,30196,87090.0,6047910.0
2009-10-14,9514,9948,9347,9949,35695,90114.0,6047910.0
2009-10-15,9848,10048,9748,9949,28635,90114.0,6047910.0
2009-10-16,9948,9982,9681,9715,19486,87997.0,6047910.0
2009-10-19,9714,9848,9614,9682,19939,87695.0,6047910.0
2009-10-20,9714,10215,9681,9915,58729,89811.0,6047910.0
2009-10-21,9881,10048,9748,10049,21062,91021.0,6047910.0
2009-10-22,9881,10048,9748,9748,11935,88299.0,6047910.0
2009-10-23,9948,9948,9648,9682,19759,87695.0,6047910.0
2009-10-26,9815,9815,9481,9548,34097,86485.0,6047910.0
2009-10-27,9514,9648,9447,9581,23409,86788.0,6047910.0
2009-10-28,9681,9714,9214,9348,40392,84671.0,6047910.0
2009-10-29,9247,9447,9013,9348,32418,84671.0,6047910.0
2009-10-30,9447,9981,9447,9915,36272,89811.0,6047910.0
2009-11-02,9614,10082,9614,10082,59075,91323.0,6047910.0
2009-11-03,10015,10182,9915,9949,43586,90114.0,6047910.0
2009-11-04,10015,10115,9915,10116,24612,91626.0,6047910.0
2009-11-05,10148,10215,9915,10015,36385,90719.0,6047910.0
2009-11-06,10148,10215,9881,10082,31136,91323.0,6047910.0
2009-11-09,10082,10416,9982,10416,68884,94347.0,6047910.0
2009-11-10,10482,10616,10282,10516,69479,95255.0,6047910.0
2009-11-11,10616,10649,10315,10349,22561,93743.0,6047910.0
2009-11-12,10416,10449,10015,10015,31842,90719.0,6047910.0
2009-11-13,9915,10115,9681,10015,31888,90719.0,6047910.0
2009-11-16,10048,10115,9648,9782,19671,88602.0,6047910.0
2009-11-17,9714,9815,9614,9648,11642,87392.0,6047910.0
2009-11-18,9648,9781,9347,9481,36179,85880.0,6047910.0
2009-11-19,9481,9581,9314,9448,29564,85578.0,6047910.0
2009-11-20,9381,9481,9214,9481,40706,85880.0,6047910.0
2009-11-23,9514,9614,9280,9281,36963,84066.0,6047910.0
2009-11-24,9280,9347,9214,9248,14541,83764.0,6047910.0
2009-11-25,9147,9614,9147,9581,26587,86788.0,6047910.0
2009-11-26,9481,9614,9414,9448,16654,85578.0,6047910.0
2009-11-27,9013,9347,8045,8980,49749,81344.0,6047910.0
2009-11-30,8947,9114,8780,8914,39862,80740.0,6047910.0
2009-12-01,8913,9080,8880,8980,13410,81344.0,6047910.0
2009-12-02,9047,9447,9047,9114,32978,82554.0,6047910.0
2009-12-03,9180,9347,9114,9281,17559,84066.0,6047910.0
2009-12-04,9314,9347,9080,9214,21851,83461.0,6047910.0
2009-12-07,9214,9381,9180,9281,29464,84066.0,6047910.0
2009-12-08,9347,9381,9114,9248,11687,83764.0,6047910.0
2009-12-09,9114,9314,9047,9248,21520,83764.0,6047910.0
2009-12-10,9214,9714,9214,9515,41313,86183.0,6047910.0
2009-12-11,9447,9581,9147,9348,304440,84671.0,6047910.0
2009-12-14,9714,9982,9614,9615,205965,87090.0,6047910.0
2009-12-15,9681,9915,9548,9548,125001,86485.0,6047910.0
2009-12-16,9548,9681,9414,9481,111483,85880.0,6047910.0
2009-12-17,9447,10482,9447,10116,639332,91626.0,6047910.0
2009-12-18,10315,10849,10215,10349,460139,93743.0,6047910.0
2009-12-21,10315,10482,10148,10416,170336,94347.0,6047910.0
2009-12-22,10516,10582,9848,9848,222322,89207.0,6047910.0
2009-12-23,9848,9981,9548,9548,136879,86485.0,6047910.0
2009-12-24,9681,9714,9381,9414,112972,85276.0,6047910.0
2009-12-28,9381,9414,9114,9181,95261,83159.0,6047910.0
2009-12-29,9147,9314,9080,9181,38313,83159.0,6047910.0
2009-12-30,9214,9481,9180,9348,76024,84671.0,6047910.0
2010-01-04,9347,9514,9280,9381,75157,84973.0,6047910.0
2010-01-05,9414,9447,9214,9248,87941,83764.0,6047910.0
2010-01-06,9214,9514,9214,9515,107338,86183.0,6047910.0
2010-01-07,9581,9714,9414,9515,96759,86183.0,6047910.0
2010-01-08,9514,9648,9314,9348,53797,85969.0,6140610.0
2010-01-11,9447,9948,9414,9682,206739,89039.0,6140610.0
2010-01-12,9781,10983,9681,10616,1069328,97636.0,6140610.0
2010-01-13,10482,10616,10148,10149,226361,93337.0,6140610.0
2010-01-14,10282,10816,10215,10449,345279,96101.0,6140610.0
2010-01-15,10549,10549,10249,10516,152797,96715.0,6140610.0
2010-01-18,10482,10482,10148,10383,168325,95486.0,6140610.0
2010-01-19,10315,10382,10048,10182,141608,93644.0,6140610.0
2010-01-20,10249,11117,10215,10950,596255,100706.0,6140610.0
2010-01-21,11083,11384,10850,11084,535423,101934.0,6140610.0
2010-01-22,10883,11417,10816,11184,369495,102855.0,6140610.0
2010-01-25,10883,11150,10148,10316,262221,94872.0,6140610.0
2010-01-26,10349,10850,10215,10683,272126,98250.0,6140610.0
2010-01-27,10916,11350,10482,10483,500385,96408.0,6140610.0
2010-01-28,10516,11117,10249,11084,252051,101934.0,6140610.0
2010-01-29,10883,11450,10215,10349,481287,95179.0,6140610.0
2010-02-01,10449,10716,10115,10650,126700,97943.0,6140610.0
2010-02-02,10883,10983,10516,10683,192359,98250.0,6140610.0
2010-02-03,10883,11718,10816,11484,908711,105618.0,6140610.0
2010-02-04,11484,11818,11217,11618,440721,106847.0,6140610.0
2010-02-05,10816,11083,10616,10683,465094,98250.0,6140610.0
2010-02-08,10850,10883,9881,9882,275049,90881.0,6140610.0
2010-02-09,9781,10482,9681,10015,250071,92109.0,6140610.0
2010-02-10,10148,10249,9614,9615,160494,88425.0,6140610.0
2010-02-11,9548,9881,9414,9682,122454,89039.0,6140610.0
2010-02-12,9781,9848,9514,9648,91295,88732.0,6140610.0
2010-02-16,9681,10048,9614,9949,94317,91495.0,6140610.0
2010-02-17,9915,10215,9915,10082,87171,92723.0,6140610.0
2010-02-18,10182,10182,9881,9915,64644,91188.0,6140610.0
2010-02-19,9815,9881,9214,9281,246383,85354.0,6140610.0
2010-02-22,9447,9548,9414,9414,59764,86583.0,6140610.0
2010-02-23,9447,9714,9447,9515,59014,87504.0,6140610.0
2010-02-24,9414,9514,9280,9281,84656,85354.0,6140610.0
2010-02-25,9414,9514,8980,9014,90044,82898.0,6140610.0
2010-02-26,9013,9280,8880,9248,71847,85047.0,6140610.0
2010-03-02,9314,9414,9147,9348,36579,85969.0,6140610.0
2010-03-03,9347,9414,9214,9381,36269,86276.0,6140610.0
2010-03-04,9381,9381,9047,9147,42673,84126.0,6140610.0
2010-03-05,9147,9314,9113,9214,37834,84740.0,6140610.0
2010-03-08,9347,9548,9280,9414,67533,86583.0,6140610.0
2010-03-09,9381,9447,9214,9248,75608,85047.0,6140610.0
2010-03-10,9347,9648,9347,9615,121184,88425.0,6140610.0
2010-03-11,9581,9648,9481,9648,44675,88732.0,6140610.0
2010-03-12,9581,9748,9481,9615,58652,88425.0,6140610.0
2010-03-15,9548,9614,9314,9348,48382,85969.0,6140610.0
2010-03-16,9447,9548,9347,9448,41078,86890.0,6140610.0
2010-03-17,9514,9581,9381,9548,52566,87811.0,6140610.0
2010-03-18,9481,9614,9381,9414,41030,86583.0,6140610.0
2010-03-19,9481,9648,9347,9515,67773,87504.0,6140610.0
2010-03-22,9581,9948,9514,9748,181255,89653.0,6140610.0
2010-03-23,9881,9915,9648,9748,106875,89653.0,6140610.0
2010-03-24,9881,9881,9648,9882,92001,90881.0,6140610.0
2010-03-25,9815,9881,9681,9882,57290,90881.0,6140610.0
2010-03-26,9948,9948,9614,9682,94916,89039.0,6140610.0
2010-03-29,9614,9815,9514,9682,98271,91130.0,6284810.0
2010-03-30,9781,9848,9614,9682,42580,91130.0,6284810.0
2010-03-31,9714,9981,9614,9949,129695,93644.0,6284810.0
2010-04-01,10015,10082,9881,9882,85422,93015.0,6284810.0
2010-04-02,9982,10015,9815,10015,99129,94272.0,6284810.0
2010-04-05,10215,10382,9748,10216,294435,96158.0,6284810.0
2010-04-06,10249,10315,9948,9949,105795,93644.0,6284810.0
2010-04-07,9948,10449,9948,10249,160608,96472.0,6284810.0
2010-04-08,10215,10349,9948,10249,104611,96472.0,6284810.0
2010-04-09,10315,10549,10182,10416,107642,98043.0,6284810.0
2010-04-12,10416,10549,10249,10316,82196,97100.0,6284810.0
2010-04-13,10215,10349,9982,10216,109059,96158.0,6284810.0
2010-04-14,10215,10249,10015,10249,72139,96472.0,6284810.0
2010-04-15,10182,10282,9982,10015,81842,94272.0,6284810.0
2010-04-16,9915,10015,9347,9414,191029,88616.0,6284810.0
2010-04-19,9147,9314,8913,8947,141238,84216.0,6284810.0
2010-04-20,9013,9114,8947,9047,67151,85159.0,6284810.0
2010-04-21,9180,9214,9047,9114,66216,85788.0,6284810.0
2010-04-22,9147,9214,9013,9081,37834,85473.0,6284810.0
2010-04-23,9047,9214,9013,9081,57990,85473.0,6284810.0
2010-04-26,9047,9214,9047,9081,62207,85473.0,6284810.0
2010-04-27,9080,9147,8513,8613,144157,81074.0,6284810.0
2010-04-28,8412,8813,8346,8680,64110,81703.0,6284810.0
2010-04-29,8613,8746,8346,8513,74542,80131.0,6284810.0
2010-04-30,8546,8680,8479,8613,49191,81074.0,6284810.0
2010-05-03,8613,8646,8279,8313,42879,78246.0,6284810.0
2010-05-04,8412,8613,8312,8513,54579,80131.0,6284810.0
2010-05-06,8246,8312,8145,8179,51793,76989.0,6284810.0
2010-05-07,7745,7912,7177,7411,173218,69761.0,6284810.0
2010-05-10,7478,7945,7344,7946,74955,74789.0,6284810.0
2010-05-11,8079,8479,7912,8146,116462,76675.0,6284810.0
2010-05-12,8212,8346,8012,8246,37853,77617.0,6284810.0
2010-05-13,8312,8312,8045,8246,53488,77617.0,6284810.0
2010-05-14,8279,8513,8145,8313,63516,78246.0,6284810.0
2010-05-17,8279,8346,7945,7946,47196,74789.0,6284810.0
2010-05-18,7945,8079,7745,7779,38514,73218.0,6284810.0
2010-05-19,7678,7678,7177,7612,68319,71647.0,6284810.0
2010-05-20,7511,7611,6676,7178,36946,67562.0,6284810.0
2010-05-24,6944,7110,6843,7011,55815,65991.0,6284810.0
2010-05-25,6877,7010,6209,6710,117200,63162.0,6284810.0
2010-05-26,6670,6977,6643,6810,39314,64105.0,6284810.0
2010-05-27,6676,7110,6643,7044,41848,66305.0,6284810.0
2010-05-28,7211,7277,7110,7178,33604,67562.0,6284810.0
2010-05-31,7144,7544,7110,7345,33653,69133.0,6284810.0
2010-06-01,7277,7411,7211,7345,24502,69133.0,6284810.0
2010-06-03,7478,7611,7377,7445,39570,70076.0,6284810.0
2010-06-04,7378,7511,7144,7211,39998,67876.0,6284810.0
2010-06-07,6910,7010,6777,7011,23439,65991.0,6284810.0
2010-06-08,6910,7110,6843,7044,32359,66305.0,6284810.0
2010-06-09,7044,7211,7044,7078,10842,66619.0,6284810.0
2010-06-10,7010,7411,7010,7411,48506,69761.0,6284810.0
2010-06-11,7578,7945,7411,7845,105226,73847.0,6284810.0
2010-06-14,7711,7878,7645,7779,24257,73218.0,6284810.0
2010-06-15,7978,7978,7678,7812,30996,73532.0,6284810.0
2010-06-16,7845,8145,7678,8079,82660,76046.0,6284810.0
2010-06-17,8079,8212,7878,7912,66607,74475.0,6284810.0
2010-06-18,7945,8112,7745,8012,48887,75418.0,6284810.0
2010-06-21,8446,8579,7778,7779,324413,73218.0,6284810.0
2010-06-22,7812,7845,7478,7478,60131,70390.0,6284810.0
2010-06-23,7478,7645,7478,7512,31039,70704.0,6284810.0
2010-06-24,7511,7645,7511,7612,31367,71647.0,6284810.0
2010-06-25,7611,7878,7544,7745,37862,72904.0,6284810.0
2010-06-28,7745,7845,7678,7745,10952,72904.0,6284810.0
2010-06-29,7678,7978,7544,7612,98136,71647.0,6284810.0
2010-06-30,7511,7745,7344,7745,26701,72904.0,6284810.0
2010-07-01,7678,7678,7444,7512,32669,70704.0,6284810.0
2010-07-02,7511,7578,7311,7378,29733,69447.0,6284810.0
2010-07-05,7378,7411,7211,7311,22086,68819.0,6284810.0
2010-07-06,7244,7411,7044,7178,35697,67562.0,6284810.0
2010-07-07,7177,7311,7177,7211,16915,67876.0,6284810.0
2010-07-08,7277,7377,7144,7244,25742,68190.0,6284810.0
2010-07-09,7277,7377,7144,7244,22831,68190.0,6284810.0
2010-07-12,7311,7511,7211,7411,19745,69761.0,6284810.0
2010-07-13,7411,7544,7411,7445,20167,70076.0,6284810.0
2010-07-14,7711,7711,7444,7512,27675,70704.0,6284810.0
2010-07-15,7544,7544,7411,7411,18875,69761.0,6284810.0
2010-07-16,7411,7478,7077,7278,41653,68504.0,6284810.0
2010-07-19,7177,7311,7144,7211,17963,67876.0,6284810.0
2010-07-20,7211,7344,7177,7244,17014,68190.0,6284810.0
2010-07-21,7311,7344,7110,7144,21036,67247.0,6284810.0
2010-07-22,7110,7110,6777,6844,31138,64419.0,6284810.0
2010-07-23,6944,7010,6810,6810,17190,64105.0,6284810.0
2010-07-26,6810,6977,6810,6911,11279,65048.0,6284810.0
2010-07-27,6877,7010,6877,6911,17185,65048.0,6284810.0
2010-07-28,6910,7144,6910,7044,26994,66305.0,6284810.0
2010-07-29,7044,7211,7044,7111,25037,66933.0,6284810.0
2010-07-30,7044,7144,6910,7011,23683,65991.0,6284810.0
2010-08-02,6944,7077,6910,6944,24663,65362.0,6284810.0
2010-08-03,6944,7044,6910,6944,17261,65362.0,6284810.0
2010-08-04,6944,7044,6877,6944,11699,65362.0,6284810.0
2010-08-05,6910,7044,6877,6944,19011,65362.0,6284810.0
2010-08-06,6944,7010,6843,6911,14305,65048.0,6284810.0
2010-08-09,6843,7110,6843,7111,26421,66933.0,6284810.0
2010-08-10,7010,7110,6944,6944,11866,65362.0,6284810.0
2010-08-11,6877,7010,6810,6844,17767,64419.0,6284810.0
2010-08-12,6777,6877,6676,6810,15261,64105.0,6284810.0
2010-08-13,6777,6910,6777,6810,7765,64105.0,6284810.0
2010-08-16,6910,6910,6743,6810,12258,64105.0,6284810.0
2010-08-17,6777,6944,6777,6911,18121,65048.0,6284810.0
2010-08-18,6877,7177,6877,7011,34786,65991.0,6284810.0
2010-08-19,7044,7244,7044,7144,29213,67247.0,6284810.0
2010-08-20,7144,7211,7010,7111,19569,66933.0,6284810.0
2010-08-23,7110,7110,6944,7011,16761,65991.0,6284810.0
2010-08-24,7010,7044,6877,6944,11514,65362.0,6284810.0
2010-08-25,6810,6944,6743,6844,31738,64419.0,6284810.0
2010-08-26,6810,6877,6670,6677,42150,62848.0,6284810.0
2010-08-27,6810,6810,6623,6744,36358,63477.0,6284810.0
2010-08-30,6743,6810,6643,6710,15538,63162.0,6284810.0
2010-08-31,6743,6743,6596,6650,19138,62597.0,6284810.0
2010-09-01,6630,6743,6596,6637,18371,62471.0,6284810.0
2010-09-02,6710,6743,6616,6630,11699,62408.0,6284810.0
2010-09-03,6676,6710,6603,6670,25639,62785.0,6284810.0
2010-09-06,6710,6910,6676,6844,31486,64419.0,6284810.0
2010-09-07,6810,6910,6743,6844,19274,64419.0,6284810.0
2010-09-08,6843,6843,6663,6777,25345,63791.0,6284810.0
2010-09-09,6777,6810,6630,6677,24915,62848.0,6284810.0
2010-09-10,6710,6743,6636,6710,17668,63162.0,6284810.0
2010-09-13,6743,6777,6630,6637,34751,62471.0,6284810.0
2010-09-14,6676,6710,6610,6644,14987,62534.0,6284810.0
2010-09-15,6610,6676,6503,6503,26790,61214.0,6284810.0
2010-09-16,6483,6576,6416,6510,22665,61277.0,6284810.0
2010-09-17,6576,6843,6556,6744,38219,63477.0,6284810.0
2010-09-20,6743,6777,6670,6744,11829,63477.0,6284810.0
2010-09-24,6710,6843,6676,6810,19634,64105.0,6284810.0
2010-09-27,6843,7344,6777,7244,122215,68190.0,6284810.0
2010-09-28,7244,7277,7044,7078,36033,66619.0,6284810.0
2010-09-29,7077,7211,7044,7178,38245,67562.0,6284810.0
2010-09-30,7044,7211,7044,7044,19500,66305.0,6284810.0
2010-10-01,7211,7311,7144,7211,37426,67876.0,6284810.0
2010-10-04,7277,7311,7144,7244,26315,68190.0,6284810.0
2010-10-05,7177,7244,7077,7111,16216,66933.0,6284810.0
2010-10-06,7211,7277,7010,7044,33983,66305.0,6284810.0
2010-10-07,7044,7645,7010,7378,177044,69447.0,6284810.0
2010-10-08,7478,7645,7277,7345,60411,69133.0,6284810.0
2010-10-11,7344,7444,7244,7278,35280,68504.0,6284810.0
2010-10-12,7244,7511,7244,7411,60210,69761.0,6284810.0
2010-10-13,7478,7511,7311,7445,61216,70076.0,6284810.0
2010-10-14,7478,8079,7478,7812,226548,73532.0,6284810.0
2010-10-15,7812,7912,7745,7879,66548,74161.0,6284810.0
2010-10-18,8045,8212,7945,8012,101405,75418.0,6284810.0
2010-10-19,7978,8012,7845,7912,52941,74475.0,6284810.0
2010-10-20,7878,8212,7845,7979,76312,75103.0,6284810.0
2010-10-21,8179,8479,8145,8279,185013,77932.0,6284810.0
2010-10-22,8546,8546,8179,8179,124354,76989.0,6284810.0
2010-10-25,8145,8346,8012,8213,93658,77303.0,6284810.0
2010-10-26,8212,8379,8145,8213,45091,77303.0,6284810.0
2010-10-27,8212,8312,7778,7912,96116,74475.0,6284810.0
2010-10-28,7845,8012,7812,7879,33301,74161.0,6284810.0
2010-10-29,7878,7945,7678,7845,28649,73847.0,6284810.0
2010-11-01,7778,8112,7745,7912,50324,74475.0,6284810.0
2010-11-02,7912,8579,7878,8380,286078,78874.0,6284810.0
2010-11-03,8513,8513,8145,8279,97824,77932.0,6284810.0
2010-11-04,8412,8680,7945,7979,211147,75103.0,6284810.0
2010-11-05,8079,8179,7812,7912,181580,74475.0,6284810.0
2010-11-08,8045,8079,7878,8012,54992,75418.0,6284810.0
2010-11-09,7978,8212,7845,7946,99603,74789.0,6284810.0
2010-11-10,7878,8012,7812,7812,61028,73532.0,6284810.0
2010-11-11,7778,7878,7544,7545,93393,71018.0,6284810.0
2010-11-12,7578,7678,7110,7378,84418,69447.0,6284810.0
2010-11-15,7244,7444,7144,7211,37480,67876.0,6284810.0
2010-11-16,7211,7344,7010,7111,34668,66933.0,6284810.0
2010-11-17,6910,7144,6910,7144,20444,67247.0,6284810.0
2010-11-18,7077,7478,7077,7411,38533,69761.0,6284810.0
2010-11-19,7611,7611,7311,7378,19818,69447.0,6284810.0
2010-11-22,7311,7444,7244,7445,18487,70076.0,6284810.0
2010-11-23,7444,7544,7177,7211,28912,67876.0,6284810.0
2010-11-24,6810,7010,6676,6911,65342,65048.0,6284810.0
2010-11-25,7010,7077,6910,6977,33962,65676.0,6284810.0
2010-11-26,6944,7044,6656,6744,47235,63477.0,6284810.0
2010-11-29,6743,6843,6623,6744,30761,63477.0,6284810.0
2010-11-30,6743,6977,6743,6911,17601,65048.0,6284810.0
2010-12-01,6910,6977,6810,6911,21440,65048.0,6284810.0
2010-12-02,7010,7044,6877,6911,21570,65048.0,6284810.0
2010-12-03,7077,7077,6843,6911,17069,65048.0,6284810.0
2010-12-06,6843,6977,6810,6911,10410,65048.0,6284810.0
2010-12-07,6910,7077,6877,7044,22362,66305.0,6284810.0
2010-12-08,6944,7044,6810,6877,21818,64734.0,6284810.0
2010-12-09,6843,6977,6810,6944,28073,65362.0,6284810.0
