육일씨엔에쓰(191410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-12-16,6650,7490,6500,7200,1524459,61365.0,8522980.0
2016-12-19,7200,7370,7020,7290,258527,62133.0,8522980.0
2016-12-20,7290,7290,6920,7280,370347,62047.0,8522980.0
2016-12-21,7210,7690,7190,7360,441166,62729.0,8522980.0
2016-12-22,7250,7520,7050,7050,168488,60087.0,8522980.0
2016-12-23,7070,7900,6960,7550,729664,64348.0,8522980.0
2016-12-26,7550,7590,7240,7240,166717,61706.0,8522980.0
2016-12-27,7280,8480,7250,7900,2071683,67332.0,8522980.0
2016-12-28,7880,8240,7700,7960,353330,67843.0,8522980.0
2016-12-29,7960,8670,7930,8500,446501,72445.0,8522980.0
2017-01-02,8530,8700,8380,8550,172725,72871.0,8522980.0
2017-01-03,8620,8630,7860,8000,405893,68184.0,8522980.0
2017-01-04,8100,8110,7770,8000,192397,68184.0,8522980.0
2017-01-05,8020,8160,7860,8000,145587,68184.0,8522980.0
2017-01-06,7930,8070,7880,8030,108029,68440.0,8522980.0
2017-01-09,8080,8080,7690,7810,85175,66564.0,8522980.0
2017-01-10,7920,8210,7780,7800,260188,66479.0,8522980.0
2017-01-11,7750,8150,7750,7900,194786,67332.0,8522980.0
2017-01-12,7820,8040,7710,7900,145992,67332.0,8522980.0
2017-01-13,7840,8140,7780,7990,127899,68099.0,8522980.0
2017-01-16,7990,8070,7680,7930,113782,67587.0,8522980.0
2017-01-17,7990,7990,7720,7770,84420,66224.0,8522980.0
2017-01-18,7770,7870,7380,7410,144991,63155.0,8522980.0
2017-01-19,7450,7800,7320,7700,178691,65627.0,8522980.0
2017-01-20,7600,7770,7550,7750,83480,66053.0,8522980.0
2017-01-23,7780,8100,7650,7780,332205,66309.0,8522980.0
2017-01-24,7760,7760,7390,7600,91633,64775.0,8522980.0
2017-01-25,7580,7680,7340,7500,76780,63922.0,8522980.0
2017-01-26,7390,7540,7210,7210,106963,61451.0,8522980.0
2017-01-31,7210,7930,7210,7860,225047,66991.0,8522980.0
2017-02-01,7860,7860,7680,7690,83257,65542.0,8522980.0
2017-02-02,7620,7620,7390,7420,53725,63241.0,8522980.0
2017-02-03,7450,7500,7120,7180,61996,61195.0,8522980.0
2017-02-06,7180,7370,7110,7200,38047,61365.0,8522980.0
2017-02-07,7150,7230,6900,7060,69150,60172.0,8522980.0
2017-02-08,7070,7070,6820,6940,42311,59149.0,8522980.0
2017-02-09,6950,7330,6840,7290,62277,62133.0,8522980.0
2017-02-10,7430,7690,7270,7500,98645,63922.0,8522980.0
2017-02-13,7500,7620,7420,7610,48508,64860.0,8522980.0
2017-02-14,7700,7700,7200,7690,101607,65542.0,8522980.0
2017-02-15,7690,7800,7380,7590,69445,64689.0,8522980.0
2017-02-16,7450,7700,7400,7690,51386,65542.0,8522980.0
2017-02-17,7720,8090,7610,7740,315524,65968.0,8522980.0
2017-02-20,7900,8020,7780,7900,95278,67332.0,8522980.0
2017-02-21,7850,7930,7700,7810,104025,66564.0,8522980.0
2017-02-22,7810,7940,7600,7750,55315,66053.0,8522980.0
2017-02-23,7800,7810,7460,7580,69278,64604.0,8522980.0
2017-02-24,7600,7660,7250,7350,84450,62644.0,8522980.0
2017-02-27,7380,7380,6760,6800,137559,57956.0,8522980.0
2017-02-28,6830,6860,6580,6750,127695,57530.0,8522980.0
2017-03-02,6840,6970,6700,6910,76685,58894.0,8522980.0
2017-03-03,6890,6890,6590,6620,117797,56422.0,8522980.0
2017-03-06,6500,6650,6270,6640,149011,56593.0,8522980.0
2017-03-07,6640,6690,6540,6640,25457,56593.0,8522980.0
2017-03-08,6640,6670,6500,6520,26379,55570.0,8522980.0
2017-03-09,6590,7020,6590,6860,113581,58468.0,8522980.0
2017-03-10,6950,6990,6700,6910,74719,58894.0,8522980.0
2017-03-13,6860,7060,6860,6940,57973,59149.0,8522980.0
2017-03-14,6930,7140,6850,7130,94590,60769.0,8522980.0
2017-03-15,7130,7730,7130,7370,245661,62814.0,8522980.0
2017-03-16,7500,7560,7150,7500,99959,63922.0,8522980.0
2017-03-17,7600,7600,7320,7500,87658,63922.0,8522980.0
2017-03-20,7530,7580,7050,7100,76747,60513.0,8522980.0
2017-03-21,7100,7130,6700,6830,97825,58212.0,8522980.0
2017-03-22,6710,7000,6660,6800,45359,57956.0,8522980.0
2017-03-23,6800,6860,6390,6580,82319,56081.0,8522980.0
2017-03-24,6580,6700,6520,6680,28360,56934.0,8522980.0
2017-03-27,6680,6950,6590,6830,72433,58212.0,8522980.0
2017-03-28,6970,6970,6750,6790,47952,57871.0,8522980.0
2017-03-29,6850,6850,6520,6670,73306,56848.0,8522980.0
2017-03-30,6620,6630,6090,6270,186441,53439.0,8522980.0
2017-03-31,6300,6380,6160,6190,75319,52757.0,8522980.0
2017-04-03,6260,6500,6170,6440,56038,54888.0,8522980.0
2017-04-04,6440,6500,6180,6250,36329,53269.0,8522980.0
2017-04-05,6300,6320,6180,6240,39627,53183.0,8522980.0
2017-04-06,6240,6340,6080,6200,83552,52842.0,8522980.0
2017-04-07,6110,6140,5950,6030,110812,51394.0,8522980.0
2017-04-10,6030,6060,5840,5950,58669,50712.0,8522980.0
2017-04-11,5870,6000,5830,5930,31147,50541.0,8522980.0
2017-04-12,5930,5970,5840,5930,24798,50541.0,8522980.0
2017-04-13,5870,5990,5700,5800,50211,49433.0,8522980.0
2017-04-14,5800,5850,5690,5690,46356,48496.0,8522980.0
2017-04-17,5850,6240,5720,6050,131272,51564.0,8522980.0
2017-04-18,5990,6260,5990,6240,48780,53183.0,8522980.0
2017-04-19,6260,6600,6210,6360,84920,54206.0,8522980.0
2017-04-20,6400,6400,6130,6240,39241,53183.0,8522980.0
2017-04-21,6100,6300,6000,6220,47790,53013.0,8522980.0
2017-04-24,6160,6500,6130,6420,70250,54718.0,8522980.0
2017-04-25,6440,6600,6370,6420,62839,54718.0,8522980.0
2017-04-26,6440,6660,6380,6560,58684,55911.0,8522980.0
2017-04-27,6500,6600,6320,6500,55659,55399.0,8522980.0
2017-04-28,6560,6590,6400,6550,48147,55826.0,8522980.0
2017-05-02,6410,6600,6410,6540,25222,55740.0,8522980.0
2017-05-04,6350,6510,6350,6480,27565,55229.0,8522980.0
2017-05-08,6400,6520,6330,6490,43929,55314.0,8522980.0
2017-05-10,6410,6500,6410,6490,23479,55314.0,8522980.0
2017-05-11,6490,6590,6390,6560,38138,55911.0,8522980.0
2017-05-12,6640,6830,6510,6830,106825,58212.0,8522980.0
2017-05-15,6900,7990,6680,7380,592224,62900.0,8522980.0
2017-05-16,7430,7600,7220,7480,179357,63752.0,8522980.0
2017-05-17,7540,7540,7200,7290,119557,62133.0,8522980.0
2017-05-18,7290,7350,7130,7200,87840,61365.0,8522980.0
2017-05-19,7200,7240,6910,7050,77414,60087.0,8522980.0
2017-05-22,6990,7140,6980,7030,44579,59917.0,8522980.0
2017-05-23,7030,7230,7020,7190,56128,61280.0,8522980.0
2017-05-24,7220,7450,7150,7420,95277,63241.0,8522980.0
2017-05-25,7420,7430,7200,7300,48656,62218.0,8522980.0
2017-05-26,7290,7350,7100,7240,40175,61706.0,8522980.0
2017-05-29,7240,7250,7060,7250,35978,61792.0,8522980.0
2017-05-30,7250,7620,7130,7210,354775,61451.0,8522980.0
2017-05-31,7200,7650,7200,7520,138549,64093.0,8522980.0
2017-06-01,7450,7570,7310,7410,90254,63155.0,8522980.0
2017-06-02,7490,7690,7350,7550,65568,64348.0,8522980.0
2017-06-05,7530,7750,7470,7650,48553,65201.0,8522980.0
2017-06-07,7700,7880,7570,7810,61793,66564.0,8522980.0
2017-06-08,7870,7890,7720,7720,32556,65797.0,8522980.0
2017-06-09,7700,7720,7500,7690,31822,65542.0,8522980.0
2017-06-12,7690,7700,7520,7670,25087,65371.0,8522980.0
2017-06-13,7600,7790,7600,7770,20570,66224.0,8522980.0
2017-06-14,7840,7890,7680,7730,20996,65883.0,8522980.0
2017-06-15,7780,7780,7460,7560,44832,64434.0,8522980.0
2017-06-16,7480,7720,7470,7650,31506,65201.0,8522980.0
2017-06-19,7600,7870,7550,7860,55638,66991.0,8522980.0
2017-06-20,7800,8050,7800,8010,64805,68269.0,8522980.0
2017-06-21,8060,8060,7710,7930,33059,67587.0,8522980.0
2017-06-22,7990,8260,7890,8150,98128,69462.0,8522980.0
2017-06-23,8240,8240,8070,8180,26671,69718.0,8522980.0
2017-06-26,8170,8420,8110,8370,55372,71337.0,8522980.0
2017-06-27,8400,8400,8190,8380,76177,71423.0,8522980.0
2017-06-28,8380,8590,8200,8340,65614,71082.0,8522980.0
2017-06-29,8430,8430,8100,8170,46537,69633.0,8522980.0
2017-06-30,8100,8270,8050,8180,31307,69718.0,8522980.0
2017-07-03,8180,8390,8010,8140,41418,69377.0,8522980.0
2017-07-04,8190,8190,7730,7730,76925,65883.0,8522980.0
2017-07-05,7730,7970,7710,7930,47655,67587.0,8522980.0
2017-07-06,7860,7930,7760,7800,32107,66479.0,8522980.0
2017-07-07,7740,7800,7510,7800,57522,66479.0,8522980.0
2017-07-10,7800,7800,7510,7600,53205,64775.0,8522980.0
2017-07-11,7600,7680,7580,7600,24915,64775.0,8522980.0
2017-07-12,7600,7950,7600,7870,37816,67076.0,8522980.0
2017-07-13,7950,8240,7900,8070,47902,68780.0,8522980.0
2017-07-14,8070,8170,7900,7900,32309,67332.0,8522980.0
2017-07-17,8040,8040,7600,7720,44988,65797.0,8522980.0
2017-07-18,7720,7840,7600,7840,19257,66820.0,8522980.0
2017-07-19,7840,8020,7740,7930,37013,67587.0,8522980.0
2017-07-20,7930,7940,7790,7930,16569,67587.0,8522980.0
2017-07-21,8010,8010,7840,7850,31709,66905.0,8522980.0
2017-07-24,7610,7900,7550,7650,39514,65201.0,8522980.0
2017-07-25,7650,7750,6910,7330,84627,62473.0,8522980.0
2017-07-26,7330,7550,7060,7350,41673,62644.0,8522980.0
2017-07-27,7340,7430,7170,7350,13916,62644.0,8522980.0
2017-07-28,7350,7370,7030,7170,58465,61110.0,8522980.0
2017-07-31,7150,7200,7050,7050,19768,60087.0,8522980.0
2017-08-01,7050,7300,7010,7130,15705,60769.0,8522980.0
2017-08-02,7260,7270,7030,7270,41811,61962.0,8522980.0
2017-08-03,7350,7450,7010,7040,21423,60002.0,8522980.0
2017-08-04,7340,7340,6900,7150,17721,60939.0,8522980.0
2017-08-07,7170,7170,6890,7000,48157,59661.0,8522980.0
2017-08-08,7000,7080,6850,6990,21318,59576.0,8522980.0
2017-08-09,6920,6920,6710,6880,39317,58638.0,8522980.0
2017-08-10,6880,6940,6700,6790,19235,57871.0,8522980.0
2017-08-11,6660,6750,6320,6600,60172,56252.0,8522980.0
2017-08-14,6600,6670,6500,6670,43101,56848.0,8522980.0
2017-08-16,6950,7190,6920,7130,96343,60769.0,8522980.0
2017-08-17,7130,7180,7000,7080,25032,60343.0,8522980.0
2017-08-18,6910,7050,6870,6980,15805,59490.0,8522980.0
2017-08-21,6880,6960,6830,6960,25844,59320.0,8522980.0
2017-08-22,6960,7020,6930,6970,39247,59405.0,8522980.0
2017-08-23,6970,7000,6890,6950,14746,59235.0,8522980.0
2017-08-24,6950,7000,6850,6920,20756,58979.0,8522980.0
2017-08-25,6920,6960,6860,6950,16604,59235.0,8522980.0
2017-08-28,6950,6960,6860,6880,10452,58638.0,8522980.0
2017-08-29,6900,6900,6650,6700,25123,57104.0,8522980.0
2017-08-30,6840,6840,6670,6790,23880,57871.0,8522980.0
2017-08-31,6790,6790,6600,6630,34830,56507.0,8522980.0
2017-09-01,6630,6930,6590,6900,33997,58809.0,8522980.0
2017-09-04,6890,6970,6750,6900,38095,58809.0,8522980.0
2017-09-05,6890,7180,6770,7120,54351,60684.0,8522980.0
2017-09-06,7120,7210,7120,7190,18170,61280.0,8522980.0
2017-09-07,7190,7250,7050,7140,9745,60854.0,8522980.0
