육일씨엔에쓰(191410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-07,3150,3230,3150,3215,18360,30102.0,9363022.0
2019-06-10,3275,3280,3145,3240,8699,30336.0,9363022.0
2019-06-11,3285,3285,3220,3265,8258,30570.0,9363022.0
2019-06-12,3265,3345,3250,3270,12534,30617.0,9363022.0
2019-06-13,3300,3315,3220,3290,11112,30804.0,9363022.0
2019-06-14,3290,3290,3175,3245,8824,30383.0,9363022.0
2019-06-17,3245,3255,3210,3245,2135,30383.0,9363022.0
2019-06-18,3295,3300,3170,3185,12713,29821.0,9363022.0
2019-06-19,3220,3220,3180,3190,16806,29868.0,9363022.0
2019-06-20,3225,3225,3185,3225,6540,30196.0,9363022.0
2019-06-21,3290,3290,3190,3225,12295,30196.0,9363022.0
2019-06-24,3280,3280,3185,3220,13712,30149.0,9363022.0
2019-06-25,3250,3260,3210,3240,15593,30336.0,9363022.0
2019-06-26,3270,3270,3155,3155,16060,29540.0,9363022.0
2019-06-27,3155,3240,3115,3155,8358,29540.0,9363022.0
2019-06-28,3195,3225,3110,3155,6082,29540.0,9363022.0
2019-07-01,3155,3250,3155,3200,4578,29962.0,9363022.0
2019-07-02,3200,3490,3190,3335,114600,31226.0,9363022.0
2019-07-03,3350,3445,3335,3390,33601,31741.0,9363022.0
2019-07-04,3370,3515,3370,3475,24383,32537.0,9363022.0
2019-07-05,3500,3545,3445,3475,15079,32537.0,9363022.0
2019-07-08,3545,3545,3295,3425,16842,32068.0,9363022.0
2019-07-09,3450,3450,3250,3250,14754,30430.0,9363022.0
2019-07-10,3340,3340,3260,3260,4865,30523.0,9363022.0
2019-07-11,3260,3395,3260,3370,5114,31553.0,9363022.0
2019-07-12,3325,3395,3250,3270,23409,30617.0,9363022.0
2019-07-15,3270,3395,3270,3270,13873,30617.0,9363022.0
2019-07-16,3335,3340,3230,3300,13794,30898.0,9363022.0
2019-07-17,3310,3310,3160,3200,9551,29962.0,9363022.0
2019-07-18,3200,3260,3105,3165,15171,29634.0,9363022.0
2019-07-19,3250,3250,3100,3165,7510,29634.0,9363022.0
2019-07-22,3190,3190,3105,3160,5250,29587.0,9363022.0
2019-07-23,3240,3240,3115,3130,6410,29306.0,9363022.0
2019-07-24,3155,3155,3080,3115,14317,29166.0,9363022.0
2019-07-25,3145,3190,2975,2980,17744,27902.0,9363022.0
2019-07-26,2940,3005,2850,2940,18645,27527.0,9363022.0
2019-07-29,2945,3160,2700,2885,38028,27012.0,9363022.0
2019-07-30,2885,2885,2760,2830,27221,26497.0,9363022.0
2019-07-31,2770,2815,2635,2700,55628,25280.0,9363022.0
2019-08-01,2725,2725,2660,2700,7153,25280.0,9363022.0
2019-08-02,2640,2700,2640,2700,6860,25280.0,9363022.0
2019-08-05,2700,2835,2330,2350,30728,22003.0,9363022.0
2019-08-06,2350,2945,2200,2500,35904,23408.0,9363022.0
2019-08-07,2350,2550,2350,2545,49867,23829.0,9363022.0
2019-08-08,2545,2750,2500,2650,32425,24812.0,9363022.0
2019-08-09,2650,2880,2650,2865,27310,26825.0,9363022.0
2019-08-12,2830,2865,2720,2840,21039,26591.0,9363022.0
2019-08-13,2770,2980,2770,2910,13721,27246.0,9363022.0
2019-08-14,2935,2995,2720,2805,32962,26263.0,9363022.0
2019-08-16,2790,2790,2590,2590,10196,24250.0,9363022.0
2019-08-19,2615,2795,2540,2575,53457,24110.0,9363022.0
2019-08-20,2575,2655,2555,2565,57562,24016.0,9363022.0
2019-08-21,2645,2645,2480,2510,222974,23501.0,9363022.0
2019-08-22,2535,2705,2530,2550,61502,23876.0,9363022.0
2019-08-23,2575,2630,2550,2590,30857,24250.0,9363022.0
2019-08-26,2550,2550,2410,2410,16268,22565.0,9363022.0
2019-08-27,2415,2600,2415,2465,5915,23080.0,9363022.0
2019-08-28,2465,2535,2440,2525,6379,23642.0,9363022.0
2019-08-29,2550,2550,2350,2420,21417,22659.0,9363022.0
2019-08-30,2430,2580,2430,2580,11113,24157.0,9363022.0
2019-09-02,2540,2545,2470,2530,14819,23688.0,9363022.0
2019-09-03,2500,2560,2480,2520,23879,23595.0,9363022.0
2019-09-04,2550,2550,2380,2450,96589,22939.0,9363022.0
2019-09-05,2455,2545,2455,2480,22824,23220.0,9363022.0
2019-09-06,2550,2620,2500,2580,34149,24157.0,9363022.0
2019-09-09,2645,2845,2550,2580,143943,24157.0,9363022.0
2019-09-10,2565,2610,2540,2590,16242,24250.0,9363022.0
2019-09-11,2620,2635,2565,2610,29155,24437.0,9363022.0
2019-09-16,2645,2710,2580,2635,16048,24672.0,9363022.0
2019-09-17,2650,2660,2545,2605,23830,24391.0,9363022.0
2019-09-18,2605,2645,2595,2610,24744,24437.0,9363022.0
2019-09-19,2645,2770,2640,2700,36092,25280.0,9363022.0
2019-09-20,2725,2760,2690,2735,18212,25608.0,9363022.0
2019-09-23,2765,2780,2655,2655,30320,24859.0,9363022.0
2019-09-24,2685,2750,2685,2750,20325,25748.0,9363022.0
2019-09-25,2775,2780,2600,2610,22787,24437.0,9363022.0
2019-09-26,2610,2740,2600,2695,43776,25233.0,9363022.0
2019-09-27,2840,3300,2650,2680,1345439,25093.0,9363022.0
2019-09-30,2685,2735,2520,2530,92279,,
2019-10-01,2580,2590,2525,2525,50841,,
2019-10-02,2535,2635,2525,2550,29592,,
2019-10-04,2555,2650,2550,2550,32520,,
2019-10-07,2565,2620,2565,2585,37292,,
