비아트론(141000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-06-22,26300,26700,25200,25200,331224,305291.0,12114710.0
2017-06-23,25300,26200,25300,26000,297646,314982.0,12114710.0
2017-06-26,26250,26750,25900,26750,295425,324068.0,12114710.0
2017-06-27,26700,26750,26000,26300,220137,318617.0,12114710.0
2017-06-28,25950,26250,24950,25000,343627,302868.0,12114710.0
2017-06-29,25300,25500,24600,24850,196892,301051.0,12114710.0
2017-06-30,24300,25100,24300,24700,154570,299233.0,12114710.0
2017-07-03,24800,24800,23000,23000,461952,278638.0,12114710.0
2017-07-04,23000,23850,23000,23450,305615,284090.0,12114710.0
2017-07-05,23650,24050,23400,23700,177539,287119.0,12114710.0
2017-07-06,24050,24150,23300,23700,129766,287119.0,12114710.0
2017-07-07,23550,24850,23550,24400,308750,295599.0,12114710.0
2017-07-10,23850,23900,22700,23150,483999,280456.0,12114710.0
2017-07-11,23400,24000,23400,23950,197980,290147.0,12114710.0
2017-07-12,24150,24350,23300,23550,167482,285301.0,12114710.0
2017-07-13,23700,23850,23200,23400,155956,283484.0,12114710.0
2017-07-14,23600,23600,21900,22450,522491,271975.0,12114710.0
2017-07-17,22450,23000,22250,22600,373664,273792.0,12114710.0
2017-07-18,22750,23350,22700,23350,422039,282878.0,12114710.0
2017-07-19,23600,25350,23450,25000,781343,302868.0,12114710.0
2017-07-20,25200,25800,24650,25350,669364,307108.0,12114710.0
2017-07-21,25250,26750,25250,25400,836789,307714.0,12114710.0
2017-07-24,25700,26150,25050,25250,444828,305896.0,12114710.0
2017-07-25,25300,25550,23550,23600,682662,285907.0,12114710.0
2017-07-26,24200,24400,22600,23200,575407,281061.0,12114710.0
2017-07-27,23150,23300,22550,22700,279364,275004.0,12114710.0
2017-07-28,22650,22650,21400,21850,337146,264706.0,12114710.0
2017-07-31,21600,22250,21450,22000,189888,266524.0,12114710.0
2017-08-01,21750,22350,21600,22000,137824,266524.0,12114710.0
2017-08-02,22400,22450,22050,22350,117781,270764.0,12114710.0
2017-08-03,22450,22500,21400,21500,237107,260466.0,12114710.0
2017-08-04,21500,22000,19900,20350,469472,246534.0,12114710.0
2017-08-07,20550,20750,20400,20600,163140,249563.0,12114710.0
2017-08-08,20700,20700,20050,20300,245174,245929.0,12114710.0
2017-08-09,20250,20900,20200,20600,231374,249563.0,12114710.0
2017-08-10,20200,20550,19850,20100,187901,243506.0,12114710.0
2017-08-11,19700,20350,19600,20200,145845,244717.0,12114710.0
2017-08-14,20450,20700,20100,20700,116352,250774.0,12114710.0
2017-08-16,20900,21300,20550,20550,125734,248957.0,12114710.0
2017-08-17,20550,21350,20550,21100,143882,255620.0,12114710.0
2017-08-18,20750,21450,20500,21250,139381,257438.0,12114710.0
2017-08-21,21250,21300,20250,20250,239323,245323.0,12114710.0
2017-08-22,20200,20550,19650,19850,241567,240477.0,12114710.0
2017-08-23,20900,21150,20450,20750,415709,251380.0,12114710.0
2017-08-24,20850,20950,20550,20700,205330,250774.0,12114710.0
2017-08-25,20900,21600,20750,21350,255329,258649.0,12114710.0
2017-08-28,21550,21700,21100,21400,124128,259255.0,12114710.0
2017-08-29,21450,21600,21150,21500,106746,260466.0,12114710.0
2017-08-30,21550,21600,21200,21300,86284,258043.0,12114710.0
2017-08-31,21300,22150,21300,22050,314314,267129.0,12114710.0
2017-09-01,22100,22150,21750,22150,115671,268341.0,12114710.0
2017-09-04,21400,21850,21200,21500,186003,260466.0,12114710.0
2017-09-05,21500,21750,20700,20950,169543,253803.0,12114710.0
2017-09-06,21000,21550,20950,21250,88259,257438.0,12114710.0
2017-09-07,21450,21850,21200,21800,194696,264101.0,12114710.0
2017-09-08,21900,21900,21050,21200,124980,256832.0,12114710.0
2017-09-11,21350,21350,20500,20950,260806,253803.0,12114710.0
2017-09-12,21300,21300,20750,20800,190810,251986.0,12114710.0
2017-09-13,20800,21250,20750,20800,182998,251986.0,12114710.0
2017-09-14,20800,21300,20800,21000,124122,254409.0,12114710.0
2017-09-15,21100,21250,20500,20750,181112,251380.0,12114710.0
2017-09-18,20600,21100,20600,21000,108259,254409.0,12114710.0
2017-09-19,21150,21150,20150,20200,274779,244717.0,12114710.0
2017-09-20,20300,20450,19800,19950,173015,241688.0,12114710.0
2017-09-21,19950,20100,19250,19750,203599,239266.0,12114710.0
2017-09-22,19550,20000,19250,19250,169205,233208.0,12114710.0
2017-09-25,19000,19200,17750,17800,456032,215642.0,12114710.0
2017-09-26,17500,17900,16750,17000,444904,205950.0,12114710.0
2017-09-27,17100,18150,17100,17850,396764,216248.0,12114710.0
2017-09-28,18400,18700,18300,18700,245969,226545.0,12114710.0
2017-09-29,18750,19100,18550,19000,186605,230179.0,12114710.0
2017-10-10,19300,19300,18400,18400,145122,222911.0,12114710.0
2017-10-11,18450,19300,18450,19150,193162,231997.0,12114710.0
2017-10-12,19550,19600,19150,19450,171291,235631.0,12114710.0
2017-10-13,19500,20000,19200,19400,192855,235025.0,12114710.0
2017-10-16,19300,19500,18450,18650,102019,225939.0,12114710.0
2017-10-17,18700,19450,18650,18950,75302,229574.0,12114710.0
2017-10-18,18900,19150,18600,19050,65031,230785.0,12114710.0
2017-10-19,19150,19500,18800,19250,72041,233208.0,12114710.0
2017-10-20,19250,19950,18850,19950,148734,241688.0,12114710.0
2017-10-23,20350,20400,19600,20000,92603,242294.0,12114710.0
2017-10-24,20050,20550,19750,19750,96884,239266.0,12114710.0
2017-10-25,20350,20450,20050,20100,106650,243506.0,12114710.0
2017-10-26,20350,20350,19600,19700,73227,238660.0,12114710.0
2017-10-27,19850,20300,19750,20300,110434,245929.0,12114710.0
2017-10-30,20450,20450,20100,20300,50115,245929.0,12114710.0
2017-10-31,20200,20400,19850,20250,40259,245323.0,12114710.0
2017-11-01,20200,20900,20050,20600,143821,249563.0,12114710.0
2017-11-02,20600,21350,20600,21350,254204,258649.0,12114710.0
2017-11-03,21350,21350,20650,20800,147685,251986.0,12114710.0
2017-11-06,21000,21350,20550,21300,117477,258043.0,12114710.0
2017-11-07,21400,21450,21050,21350,92053,258649.0,12114710.0
2017-11-08,21150,21450,21150,21250,62197,257438.0,12114710.0
2017-11-09,21750,21750,21250,21450,173610,259861.0,12114710.0
2017-11-10,21400,21900,21300,21850,131404,264706.0,12114710.0
2017-11-13,21950,22450,21800,22300,193161,270158.0,12114710.0
2017-11-14,22500,22600,22000,22200,232347,268947.0,12114710.0
2017-11-15,22400,22800,20700,21500,329565,260466.0,12114710.0
2017-11-16,21350,21850,20800,21750,164961,263495.0,12114710.0
2017-11-17,21750,21900,21300,21700,122650,262889.0,12114710.0
2017-11-20,21500,21750,21250,21350,80429,258649.0,12114710.0
2017-11-21,21500,21900,21200,21650,110532,262283.0,12114710.0
2017-11-22,21800,22350,21650,22100,228009,267735.0,12114710.0
2017-11-23,22250,22400,21850,22000,126365,266524.0,12114710.0
2017-11-24,22150,22500,21800,22400,133677,271370.0,12114710.0
2017-11-27,22600,22600,21450,21550,166159,261072.0,12114710.0
2017-11-28,21550,21600,20450,20750,159677,251380.0,12114710.0
2017-11-29,21000,21300,20450,20700,160382,250774.0,12114710.0
2017-11-30,20200,20600,19900,19900,159991,241083.0,12114710.0
2017-12-01,20050,20250,19600,19600,156049,237448.0,12114710.0
2017-12-04,19900,19900,18800,19150,211987,231997.0,12114710.0
2017-12-05,19200,19750,19150,19350,116276,234420.0,12114710.0
2017-12-06,19650,20150,19500,19800,146672,239871.0,12114710.0
2017-12-07,19850,19950,19050,19650,68856,238054.0,12114710.0
2017-12-08,20000,21250,19950,20350,331851,246534.0,12114710.0
2017-12-11,20650,20900,20100,20500,108344,248352.0,12114710.0
2017-12-12,20500,20900,20250,20350,66962,246534.0,12114710.0
2017-12-13,20500,20500,20100,20150,65181,244111.0,12114710.0
2017-12-14,20150,20400,19800,19900,84315,241083.0,12114710.0
2017-12-15,20000,20050,19300,19400,135940,235025.0,12114710.0
2017-12-18,19250,19450,19000,19000,168126,230179.0,12114710.0
2017-12-19,18900,19300,18900,19050,75727,230785.0,12114710.0
2017-12-20,19100,19200,18400,18800,187021,227757.0,12114710.0
2017-12-21,18900,19050,18450,18650,89816,225939.0,12114710.0
2017-12-22,18650,19100,18250,19000,99187,230179.0,12114710.0
2017-12-26,19600,20400,19500,19700,261329,238660.0,12114710.0
2017-12-27,20300,20700,20050,20600,169498,249563.0,12114710.0
2017-12-28,20700,20800,20300,20700,78262,250774.0,12114710.0
2018-01-02,20750,21300,20500,21050,158240,255015.0,12114710.0
2018-01-03,21200,21200,20800,20950,111539,253803.0,12114710.0
2018-01-04,20950,20950,19850,19950,226292,241688.0,12114710.0
2018-01-05,19950,20250,19250,19550,194666,236843.0,12114710.0
2018-01-08,19900,19900,19250,19750,115415,239266.0,12114710.0
2018-01-09,19600,20300,19450,20150,114099,244111.0,12114710.0
2018-01-10,20300,20300,19750,20250,108268,245323.0,12114710.0
2018-01-11,20250,20400,19850,19900,106325,241083.0,12114710.0
2018-01-12,19950,20100,19300,19500,124644,236237.0,12114710.0
2018-01-15,19600,19900,19350,19350,65785,234420.0,12114710.0
2018-01-16,19350,20100,19350,20100,142759,243506.0,12114710.0
2018-01-17,20250,20300,19650,19750,111390,239266.0,12114710.0
2018-01-18,20000,20700,19950,20500,233872,248352.0,12114710.0
2018-01-19,20800,20800,20100,20150,147729,244111.0,12114710.0
2018-01-22,20050,20150,18750,18800,457695,227757.0,12114710.0
2018-01-23,19000,19150,18500,18900,215813,228968.0,12114710.0
2018-01-24,18850,19350,18850,19150,157611,231997.0,12114710.0
2018-01-25,19200,19200,18850,19000,157387,230179.0,12114710.0
2018-01-26,19200,19300,19000,19050,159294,230785.0,12114710.0
2018-01-29,19200,19250,18850,18900,258576,228968.0,12114710.0
2018-01-30,19050,19650,18500,19150,775808,231997.0,12114710.0
2018-01-31,19000,19300,18750,18900,255319,228968.0,12114710.0
2018-02-01,19050,19100,18650,18750,205489,227151.0,12114710.0
2018-02-02,18650,18700,17800,17800,528673,215642.0,12114710.0
2018-02-05,17350,17500,16300,16350,500091,198076.0,12114710.0
2018-02-06,15750,17100,15350,16800,551284,203527.0,12114710.0
2018-02-07,17100,17150,16350,16400,222768,198681.0,12114710.0
2018-02-08,16300,16700,16300,16400,210350,198681.0,12114710.0
2018-02-09,15800,16200,15400,15550,248674,188384.0,12114710.0
2018-02-12,15700,16200,15700,15900,147189,192624.0,12114710.0
2018-02-13,16050,16200,15700,15800,90363,191412.0,12114710.0
2018-02-14,15850,16450,15700,16350,172373,198076.0,12114710.0
2018-02-19,16650,16700,16400,16650,93352,201710.0,12114710.0
2018-02-20,16650,16650,16300,16300,120226,197470.0,12114710.0
2018-02-21,16400,17000,16300,17000,232640,205950.0,12114710.0
2018-02-22,16750,17000,16600,16600,142413,201104.0,12114710.0
2018-02-23,16850,16850,16300,16300,120738,197470.0,12114710.0
2018-02-26,16500,16500,15850,16000,181143,193835.0,12114710.0
2018-02-27,16200,16250,15850,15950,94921,193230.0,12114710.0
2018-02-28,15850,16100,15650,15750,116486,190807.0,12114710.0
2018-03-02,15400,15900,15400,15800,73076,191412.0,12114710.0
2018-03-05,15800,15850,15350,15400,62525,186567.0,12114710.0
2018-03-06,15700,15700,15350,15450,50099,187172.0,12114710.0
2018-03-07,15450,15600,14950,15000,161325,181721.0,12114710.0
2018-03-08,15150,15250,14950,15100,66493,182932.0,12114710.0
2018-03-09,15200,16000,15150,16000,161161,193835.0,12114710.0
2018-03-12,16200,16350,16000,16150,108375,195653.0,12114710.0
2018-03-13,16300,16500,16000,16150,90224,195653.0,12114710.0
2018-03-14,16200,16300,15950,16150,100102,195653.0,12114710.0
2018-03-15,16100,16450,16100,16350,85971,198076.0,12114710.0
2018-03-16,16500,16500,16100,16200,71243,196258.0,12114710.0
2018-03-19,16350,16350,16100,16200,66225,196258.0,12114710.0
2018-03-20,16100,16200,15700,15750,91235,190807.0,12114710.0
2018-03-21,15750,15950,15600,15600,70926,188989.0,12114710.0
2018-03-22,15600,15900,15350,15400,109357,186567.0,12114710.0
2018-03-23,15000,15200,14650,14700,140967,178086.0,12114710.0
2018-03-26,14700,14950,14650,14750,100719,178692.0,12114710.0
2018-03-27,14900,15000,14650,14800,112006,179298.0,12114710.0
2018-03-28,14600,15050,14600,14800,108114,179298.0,12114710.0
2018-03-29,14800,14950,14650,14800,86493,179298.0,12114710.0
2018-03-30,14950,14950,14700,14800,97773,179298.0,12114710.0
2018-04-02,14800,14900,14250,14400,147244,174452.0,12114710.0
2018-04-03,14250,14400,13900,13950,251717,169000.0,12114710.0
2018-04-04,14000,14150,13650,13750,159352,166577.0,12114710.0
2018-04-05,13750,14000,13700,13950,176665,169000.0,12114710.0
2018-04-06,13950,14700,13900,14600,181972,176875.0,12114710.0
2018-04-09,14500,14650,14150,14400,65686,174452.0,12114710.0
2018-04-10,14500,14500,13800,14000,155019,169606.0,12114710.0
2018-04-11,14100,14300,13950,14200,127908,172029.0,12114710.0
2018-04-12,14200,15250,14100,15150,251003,183538.0,12114710.0
2018-04-13,15200,15450,14650,15150,173678,183538.0,12114710.0
2018-04-16,15250,15600,14900,15600,154382,188989.0,12114710.0
2018-04-17,15650,15700,15350,15600,99616,188989.0,12114710.0
2018-04-18,15700,15900,15500,15600,140357,188989.0,12114710.0
2018-04-19,15500,15550,15300,15350,64705,185961.0,12114710.0
2018-04-20,15350,15600,15000,15550,95266,188384.0,12114710.0
2018-04-23,15500,15500,15150,15150,100372,183538.0,12114710.0
2018-04-24,15050,15250,14600,14650,89007,177481.0,12114710.0
2018-04-25,14600,14750,14300,14350,71662,173846.0,12114710.0
2018-04-26,14500,14850,14350,14600,35043,176875.0,12114710.0
2018-04-27,14850,14850,14400,14450,47201,175058.0,12114710.0
2018-04-30,14350,14400,13750,13900,231354,168394.0,12114710.0
2018-05-02,13900,14000,13600,13800,260855,167183.0,12114710.0
2018-05-03,13850,14050,13800,13900,117482,168394.0,12114710.0
2018-05-04,13900,13900,13550,13650,147245,165366.0,12114710.0
2018-05-08,13700,14000,12800,13250,126744,160520.0,12114710.0
2018-05-09,13200,13350,12800,13200,173618,159914.0,12114710.0
2018-05-10,13350,13900,13350,13900,148932,168394.0,12114710.0
2018-05-11,14000,14350,13700,14200,171998,172029.0,12114710.0
2018-05-14,14250,14450,13700,13700,108884,165972.0,12114710.0
2018-05-15,13700,14000,13700,13900,57667,168394.0,12114710.0
2018-05-16,13700,13900,13100,13100,197419,158703.0,12114710.0
2018-05-17,13150,13500,13050,13100,125782,158703.0,12114710.0
2018-05-18,13000,13800,12900,13400,319374,162337.0,12114710.0
2018-05-21,14100,14250,13750,13850,339414,167789.0,12114710.0
2018-05-23,14000,14200,13650,13900,203138,168394.0,12114710.0
2018-05-24,13950,14150,13850,13950,105629,169000.0,12114710.0
2018-05-25,13800,14250,13500,14050,150597,170212.0,12114710.0
2018-05-28,14100,14100,13750,13900,168183,168394.0,12114710.0
2018-05-29,14050,14700,13950,14450,338675,175058.0,12114710.0
2018-05-30,14450,14550,13800,14000,196852,169606.0,12114710.0
2018-05-31,14000,14150,13800,14050,101813,170212.0,12114710.0
2018-06-01,14000,14300,13800,14100,85914,170817.0,12114710.0
2018-06-04,14400,14500,14100,14200,202991,172029.0,12114710.0
2018-06-05,14250,14900,14250,14550,381479,176269.0,12114710.0
2018-06-07,14550,14600,14200,14300,187910,173240.0,12114710.0
2018-06-08,14350,14400,13850,13850,205391,167789.0,12114710.0
2018-06-11,13850,14200,13850,13950,102393,169000.0,12114710.0
2018-06-12,13950,14150,13750,14000,118860,169606.0,12114710.0
2018-06-14,14000,14100,13800,13900,80920,168394.0,12114710.0
2018-06-15,13850,14050,13750,13750,126520,166577.0,12114710.0
2018-06-18,13650,13700,12300,12500,593206,151434.0,12114710.0
2018-06-19,12450,12600,11650,11900,504655,144165.0,12114710.0
2018-06-20,11700,12200,11700,11850,253700,143559.0,12114710.0
2018-06-21,11850,11950,11150,11400,384821,138108.0,12114710.0
2018-06-22,11350,11600,11250,11600,176386,140531.0,12114710.0
2018-06-25,11500,11700,11400,11550,99431,139925.0,12114710.0
2018-06-26,11350,11650,11250,11500,118669,139319.0,12114710.0
2018-06-27,11500,11850,11450,11550,138890,139925.0,12114710.0
2018-06-28,11450,11650,11250,11500,105614,139319.0,12114710.0
2018-06-29,11550,11750,11300,11750,89401,142348.0,12114710.0
2018-07-02,11800,12050,11350,11350,142221,137502.0,12114710.0
2018-07-03,11450,11650,11000,11250,140823,136290.0,12114710.0
2018-07-04,11200,11550,11200,11500,63002,139319.0,12114710.0
2018-07-05,11500,11650,11250,11550,68406,139925.0,12114710.0
2018-07-06,11600,11700,11350,11650,148865,141136.0,12114710.0
2018-07-09,11750,12150,11700,11900,158958,144165.0,12114710.0
2018-07-10,12000,12150,11850,12100,162268,146588.0,12114710.0
2018-07-11,12400,13250,12200,12400,908759,150222.0,12114710.0
2018-07-12,12400,12450,12000,12300,185236,149011.0,12114710.0
2018-07-13,12300,12500,12100,12100,156356,146588.0,12114710.0
2018-07-16,12250,12400,12100,12100,98815,146588.0,12114710.0
2018-07-17,12150,12650,12100,12600,170629,152645.0,12114710.0
2018-07-18,12600,12700,12300,12500,179827,151434.0,12114710.0
2018-07-19,12500,12600,12300,12400,115685,150222.0,12114710.0
2018-07-20,12400,12750,12200,12450,109534,150828.0,12114710.0
2018-07-23,12450,12550,11700,11700,153642,141742.0,12114710.0
2018-07-24,11900,12050,11700,11900,94331,144165.0,12114710.0
2018-07-25,11850,12050,11250,11400,167932,138108.0,12114710.0
2018-07-26,11500,11750,11350,11650,72658,141136.0,12114710.0
2018-07-27,11600,12250,11600,12250,147931,148405.0,12114710.0
2018-07-30,12250,12950,12250,12750,184913,154463.0,12114710.0
2018-07-31,12800,13050,12550,12850,124467,155674.0,12114710.0
2018-08-01,12850,13250,12700,12950,115942,156885.0,12114710.0
2018-08-02,13150,13150,12650,12900,78924,156280.0,12114710.0
2018-08-03,13150,13150,12750,12850,91129,155674.0,12114710.0
2018-08-06,12850,12950,12650,12750,81090,154463.0,12114710.0
2018-08-07,12800,13200,12800,12900,102397,156280.0,12114710.0
2018-08-08,13000,13000,12700,12800,77453,155068.0,12114710.0
2018-08-09,12800,13000,12700,12850,69615,155674.0,12114710.0
2018-08-10,12950,12950,12400,12450,80007,150828.0,12114710.0
2018-08-13,12250,12400,11950,11950,103084,144771.0,12114710.0
2018-08-14,11950,12450,11950,12050,67256,145982.0,12114710.0
2018-08-16,11850,12300,11750,12150,67327,147194.0,12114710.0
2018-08-17,12350,12500,12000,12100,82828,146588.0,12114710.0
2018-08-20,12100,12450,12100,12300,50414,149011.0,12114710.0
2018-08-21,12250,12550,12200,12500,68450,151434.0,12114710.0
2018-08-22,12550,12550,12250,12350,45457,149617.0,12114710.0
2018-08-23,12350,12400,12050,12100,60699,146588.0,12114710.0
2018-08-24,12100,12200,11950,12200,55454,147799.0,12114710.0
2018-08-27,12150,12500,12050,12500,75864,151434.0,12114710.0
2018-08-28,12600,12750,12300,12450,53712,150828.0,12114710.0
2018-08-29,12500,13450,12500,13450,498881,162943.0,12114710.0
2018-08-30,13400,13450,13050,13200,177364,159914.0,12114710.0
2018-08-31,13100,13650,13100,13500,306815,163549.0,12114710.0
2018-09-03,13600,13600,13250,13550,151937,164154.0,12114710.0
2018-09-04,13550,13650,13100,13300,185553,161126.0,12114710.0
2018-09-05,13200,13500,12950,13050,197835,158097.0,12114710.0
2018-09-06,13000,13150,12800,12800,115017,155068.0,12114710.0
2018-09-07,12850,12950,12200,12400,203075,150222.0,12114710.0
2018-09-10,12500,12550,12200,12350,67389,149617.0,12114710.0
2018-09-11,12350,12700,12250,12550,121417,152040.0,12114710.0
2018-09-12,12600,12650,12150,12200,138601,147799.0,12114710.0
2018-09-13,12100,12350,12100,12300,105960,149011.0,12114710.0
2018-09-14,12450,12600,12300,12500,93608,151434.0,12114710.0
2018-09-17,12450,12550,12150,12250,80692,148405.0,12114710.0
2018-09-18,12150,12350,12000,12200,67237,147799.0,12114710.0
2018-09-19,12200,12350,11900,11950,92308,144771.0,12114710.0
2018-09-20,11950,12000,11700,11800,107581,142954.0,12114710.0
2018-09-21,11900,12000,11600,11650,88071,141136.0,12114710.0
2018-09-27,11600,12000,11600,11850,46261,143559.0,12114710.0
2018-09-28,11850,11950,11650,11800,55739,142954.0,12114710.0
2018-10-01,11800,12000,11650,11950,54828,144771.0,12114710.0
2018-10-02,11900,11950,11600,11700,56881,141742.0,12114710.0
2018-10-04,11600,11750,11300,11350,90801,137502.0,12114710.0
2018-10-05,11400,11900,11300,11500,102718,139319.0,12114710.0
2018-10-08,11300,11850,11250,11250,103278,136290.0,12114710.0
2018-10-10,11200,11400,10350,10600,280095,128416.0,12114710.0
2018-10-11,10100,10200,9570,9610,343151,116422.0,12114710.0
2018-10-12,9400,9950,9400,9950,205292,120541.0,12114710.0
2018-10-15,9860,10100,9690,9710,90800,117634.0,12114710.0
2018-10-16,9710,10500,9710,10350,120775,125387.0,12114710.0
2018-10-17,10400,10600,10200,10450,46177,126599.0,12114710.0
2018-10-18,10450,10500,10250,10300,28698,124782.0,12114710.0
2018-10-19,10150,10650,9960,10650,116717,129022.0,12114710.0
2018-10-22,10600,10700,10400,10600,48196,128416.0,12114710.0
2018-10-23,10500,10650,10150,10550,80355,127810.0,12114710.0
2018-10-24,10550,10600,10150,10300,66015,124782.0,12114710.0
2018-10-25,9900,10400,9710,10300,125982,124782.0,12114710.0
2018-10-26,10400,10400,9860,9960,80159,120663.0,12114710.0
2018-10-29,9790,10100,9210,9210,141189,111576.0,12114710.0
2018-10-30,8920,9570,8920,9380,134279,113636.0,12114710.0
2018-10-31,9410,9830,9250,9770,94410,118361.0,12114710.0
2018-11-01,9880,10150,9790,9940,68851,120420.0,12114710.0
2018-11-02,10000,10400,10000,10200,153612,123570.0,12114710.0
2018-11-05,10200,10300,9970,10200,72662,123570.0,12114710.0
2018-11-06,10300,10300,10100,10150,44529,122964.0,12114710.0
2018-11-07,10250,10350,9950,10000,65491,121147.0,12114710.0
2018-11-08,10200,10250,10100,10150,41644,122964.0,12114710.0
2018-11-09,10200,10750,10150,10450,224244,126599.0,12114710.0
2018-11-12,10500,11000,10450,10900,268278,132050.0,12114710.0
2018-11-13,10700,10850,10450,10650,157677,129022.0,12114710.0
2018-11-14,10600,10650,10150,10200,118329,123570.0,12114710.0
2018-11-15,10200,10300,9950,10250,66638,124176.0,12114710.0
2018-11-16,10350,10600,10300,10350,99154,125387.0,12114710.0
2018-11-19,10350,10600,10350,10400,57776,125993.0,12114710.0
2018-11-20,10900,11100,10600,10650,427856,129022.0,12114710.0
2018-11-21,10550,10800,10450,10600,94647,128416.0,12114710.0
2018-11-22,10750,10800,10400,10500,82110,127204.0,12114710.0
2018-11-23,10500,10650,10350,10400,80369,125993.0,12114710.0
2018-11-26,10400,10600,10350,10550,70156,127810.0,12114710.0
2018-11-27,10550,10700,10450,10650,72499,129022.0,12114710.0
2018-11-28,10700,11050,10600,11050,162905,133868.0,12114710.0
2018-11-29,11200,11200,10750,10800,115523,130839.0,12114710.0
2018-11-30,10900,10950,10550,10700,77530,129627.0,12114710.0
2018-12-03,10900,11000,10750,11000,59385,133262.0,12114710.0
2018-12-04,11000,11000,10650,10700,61322,129627.0,12114710.0
2018-12-05,10500,10600,10400,10450,60436,126599.0,12114710.0
2018-12-06,10500,10500,10050,10050,115369,121753.0,12114710.0
2018-12-07,10350,10600,10150,10150,68779,122964.0,12114710.0
2018-12-10,10000,10100,9750,9840,93930,119209.0,12114710.0
2018-12-11,9900,10050,9700,9790,39126,118603.0,12114710.0
2018-12-12,9810,10250,9810,10200,53964,123570.0,12114710.0
2018-12-13,10300,10450,10000,10200,61286,123570.0,12114710.0
2018-12-14,10350,10350,9940,9980,47800,120905.0,12114710.0
2018-12-17,10100,10150,9800,10000,44096,121147.0,12114710.0
2018-12-18,9920,10050,9880,9900,38676,119936.0,12114710.0
2018-12-19,9900,10050,9780,9910,50320,120057.0,12114710.0
2018-12-20,9860,9990,9760,9840,41766,119209.0,12114710.0
2018-12-21,9770,9960,9770,9860,27860,119451.0,12114710.0
2018-12-24,9860,9870,9700,9820,35381,118966.0,12114710.0
2018-12-26,9620,9840,9560,9630,72002,116665.0,12114710.0
2018-12-27,9840,9840,9630,9730,20010,117876.0,12114710.0
2018-12-28,9660,10450,9660,10000,164200,121147.0,12114710.0
2019-01-02,10150,10200,9780,9830,48430,119088.0,12114710.0
2019-01-03,9800,9900,9600,9600,59307,116301.0,12114710.0
2019-01-04,9400,9500,9020,9160,254268,110971.0,12114710.0
2019-01-07,9330,9500,9200,9420,73111,114121.0,12114710.0
2019-01-08,9500,9520,9340,9380,40593,113636.0,12114710.0
2019-01-09,9340,9570,9340,9460,135553,114605.0,12114710.0
2019-01-10,9580,9640,9420,9640,143585,116786.0,12114710.0
2019-01-11,9670,10350,9650,10000,357967,121147.0,12114710.0
2019-01-14,10000,10200,9990,10200,85607,123570.0,12114710.0
2019-01-15,10100,10450,9990,10300,114112,124782.0,12114710.0
2019-01-16,10450,10450,10050,10250,106867,124176.0,12114710.0
2019-01-17,10250,10250,9980,10000,80034,121147.0,12114710.0
2019-01-18,10050,10300,9970,10200,98841,123570.0,12114710.0
2019-01-21,10300,10700,10200,10650,174776,129022.0,12114710.0
2019-01-22,10700,10750,10350,10400,92455,125993.0,12114710.0
2019-01-23,10450,10600,10350,10450,63303,126599.0,12114710.0
2019-01-24,10450,10600,10400,10550,46890,127810.0,12114710.0
2019-01-25,10600,10750,10450,10700,128908,129627.0,12114710.0
2019-01-28,10800,10900,10650,10750,135644,130233.0,12114710.0
2019-01-29,10750,10800,10600,10750,73038,130233.0,12114710.0
2019-01-30,10800,11000,10550,10900,183464,132050.0,12114710.0
2019-01-31,11000,11150,10850,10950,141604,132656.0,12114710.0
2019-02-01,11000,11050,10650,10750,90709,130233.0,12114710.0
2019-02-07,10850,11800,10850,11800,532231,142954.0,12114710.0
2019-02-08,11850,11900,11600,11850,256079,143559.0,12114710.0
2019-02-11,11850,12300,11750,12250,314480,148405.0,12114710.0
2019-02-12,12150,12450,12100,12400,218549,150222.0,12114710.0
2019-02-13,12450,12600,12300,12550,270422,152040.0,12114710.0
2019-02-14,12550,12650,12250,12350,222259,149617.0,12114710.0
2019-02-15,12450,12600,11900,12000,341958,145377.0,12114710.0
2019-02-18,12200,12750,12100,12600,358151,152645.0,12114710.0
2019-02-19,12600,12700,12400,12700,176218,153857.0,12114710.0
2019-02-20,12600,12700,12400,12600,115429,152645.0,12114710.0
2019-02-21,12550,12550,12100,12200,213623,147799.0,12114710.0
2019-02-22,12200,12350,12000,12100,130338,146588.0,12114710.0
2019-02-25,12150,12400,12100,12200,330771,147799.0,12114710.0
2019-02-26,12200,12200,11600,11750,283466,142348.0,12114710.0
2019-02-27,11750,11850,11550,11700,151831,141742.0,12114710.0
2019-02-28,11650,11700,10900,11050,266563,133868.0,12114710.0
2019-03-04,11100,11450,11100,11300,120841,136896.0,12114710.0
2019-03-05,11200,11300,10750,10750,216718,130233.0,12114710.0
2019-03-06,11000,11250,10900,10950,169784,132656.0,12114710.0
2019-03-07,10950,11550,10750,11150,254030,135079.0,12114710.0
2019-03-08,11050,11150,10800,11000,129868,133262.0,12114710.0
2019-03-11,11000,11000,10550,10800,126662,130839.0,12114710.0
2019-03-12,11000,11250,10900,11200,149762,135685.0,12114710.0
2019-03-13,11300,11550,11150,11500,200161,139319.0,12114710.0
2019-03-14,11550,11750,11400,11500,199237,139319.0,12114710.0
2019-03-15,11500,11550,11000,11150,139030,135079.0,12114710.0
2019-03-18,11200,11350,11050,11250,108161,136290.0,12114710.0
2019-03-19,11400,11400,11200,11300,92541,136896.0,12114710.0
