이에스에이(052190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-11-08,4111,4123,3794,3938,43292,20363.0,6180000.0
2010-11-09,3944,4141,3705,3819,10438,19745.0,6180000.0
2010-11-10,3752,4386,3746,4111,160147,21259.0,6180000.0
2010-11-11,4123,4595,4087,4267,46562,22063.0,6180000.0
2010-11-12,4266,4517,4189,4488,64331,23206.0,6180000.0
2010-11-15,4481,5157,4481,5157,249279,26667.0,6180000.0
2010-11-16,5384,5928,5378,5928,579619,30653.0,6180000.0
2010-11-17,6358,6812,6226,6812,776271,35226.0,6180000.0
2010-11-18,7469,7637,6669,7111,800294,36771.0,6180000.0
2010-11-19,7242,7445,6764,7231,477098,37389.0,6180000.0
2010-11-22,7171,8234,6525,6789,644008,35102.0,6180000.0
2010-11-23,6704,7350,6394,7231,345270,37389.0,6180000.0
2010-11-24,6692,8019,6585,7816,375644,40417.0,6180000.0
2010-11-25,8186,8425,7565,7745,198760,40046.0,6180000.0
2010-11-26,7661,7661,6680,7171,124779,37080.0,6180000.0
2010-11-29,7182,7469,6561,6992,84367,36153.0,6180000.0
2010-11-30,7015,7278,6716,7075,40040,36586.0,6180000.0
2010-12-01,6955,7756,6716,7434,86185,38440.0,6180000.0
2010-12-02,7433,7732,7194,7530,31668,38934.0,6180000.0
2010-12-03,7529,7947,7374,7649,73924,39552.0,6180000.0
2010-12-06,7565,7768,6955,7553,73620,39058.0,6180000.0
2010-12-07,7505,7768,7206,7506,30080,38810.0,6180000.0
2010-12-08,7350,7768,7206,7625,46217,39428.0,6180000.0
2010-12-09,7529,7708,7410,7577,31206,39181.0,6180000.0
2010-12-10,7649,7959,7421,7840,29631,40541.0,6180000.0
2010-12-13,7912,9011,7828,9012,281096,46597.0,6180000.0
2010-12-14,9417,9872,8378,8629,308043,44620.0,6180000.0
2010-12-15,8820,8820,8366,8366,114156,43260.0,6180000.0
2010-12-16,8210,8342,7768,8294,115291,42889.0,6180000.0
2010-12-17,8270,8808,8162,8725,49509,45114.0,6180000.0
2010-12-20,8676,9429,8127,9418,112128,48698.0,6180000.0
2010-12-21,9800,10636,9728,9920,208552,51294.0,6180000.0
2010-12-22,9800,11294,9477,10900,185825,56362.0,6180000.0
2010-12-23,10864,11640,10816,11055,138848,57165.0,6180000.0
2010-12-24,11055,11210,10553,10745,62885,55558.0,6180000.0
2010-12-27,10732,10732,9274,9800,104917,50676.0,6180000.0
2010-12-28,10051,10051,9083,9155,49575,47339.0,6180000.0
2010-12-29,9561,10517,8915,10517,55487,54384.0,6180000.0
2010-12-30,10254,10935,9919,10219,41940,52924.0,6190000.0
2011-01-03,10158,10756,9979,10111,43441,52537.0,6210000.0
2011-01-04,10027,10146,9441,9525,49703,49494.0,6210000.0
2011-01-05,9322,9800,9011,9502,53025,49370.0,6210000.0
2011-01-06,9501,9645,9095,9191,25630,47755.0,6210000.0
2011-01-07,9178,9346,8509,8832,46692,45892.0,6210000.0
2011-01-10,8832,9286,8306,8916,62335,46327.0,6210000.0
2011-01-11,8939,9358,8748,9310,21861,48376.0,6210000.0
2011-01-12,9417,9549,8664,8964,20486,46575.0,6210000.0
2011-01-13,8641,8939,8545,8844,8873,45954.0,6210000.0
2011-01-14,8605,8963,8378,8784,21433,45644.0,6210000.0
2011-01-17,8903,8903,8366,8450,28409,43905.0,6210000.0
2011-01-18,8473,8521,7625,7637,71989,39682.0,6210000.0
2011-01-19,7828,7959,7577,7769,35858,40365.0,6210000.0
2011-01-20,8007,8007,7768,7936,19477,41234.0,6210000.0
2011-01-21,8067,8186,7888,8187,26327,42538.0,6210000.0
2011-01-24,8127,8306,7720,8115,30367,42166.0,6210000.0
2011-01-25,7947,8366,7780,8008,22574,41607.0,6210000.0
2011-01-26,8067,8103,7672,7936,15094,41234.0,6210000.0
2011-01-27,8007,8234,7912,8079,9418,41980.0,6210000.0
2011-01-28,8103,8402,7995,8306,16108,43160.0,6210000.0
2011-01-31,8581,8581,7075,8330,10434,43284.0,6210000.0
2011-02-01,8127,8473,8127,8330,18989,43284.0,6210000.0
2011-02-07,8533,8533,7900,8271,19513,42973.0,6210000.0
2011-02-08,8306,8318,8067,8247,6042,42849.0,6210000.0
2011-02-09,8127,8545,8079,8294,5245,43097.0,6210000.0
2011-02-10,8186,8354,8103,8211,15819,42663.0,6210000.0
2011-02-11,8127,8246,7649,8103,27328,42104.0,6210000.0
2011-02-14,7649,8091,7171,7231,35819,37570.0,6210000.0
2011-02-15,7015,7266,6860,7171,22867,37260.0,6210000.0
2011-02-16,7171,7457,6943,7219,11574,37508.0,6210000.0
2011-02-17,7398,7398,6812,7159,22638,37198.0,6210000.0
2011-02-18,7266,7278,7039,7159,2537,37198.0,6210000.0
2011-02-21,7051,7386,6477,6777,31300,35211.0,6210000.0
2011-02-22,6585,6800,6155,6621,13779,34403.0,6210000.0
2011-02-23,6453,6788,6453,6621,21266,34403.0,6210000.0
2011-02-24,6716,6716,6238,6382,16542,33161.0,6210000.0
2011-02-25,5934,6453,5934,6143,28614,31919.0,6210000.0
2011-02-28,6143,6525,6119,6322,10110,32851.0,6210000.0
2011-03-02,6501,6501,6214,6418,5361,33348.0,6210000.0
2011-03-03,6549,6549,5975,6071,9214,31547.0,6210000.0
2011-03-04,6071,6095,5677,5677,30771,29498.0,6210000.0
2011-03-07,5485,6418,5473,6167,37463,32044.0,6210000.0
2011-03-08,6214,6704,6131,6561,23313,34093.0,6210000.0
2011-03-09,6453,6633,6202,6334,8735,32913.0,6210000.0
2011-03-10,6334,6334,6059,6203,5917,32230.0,6210000.0
2011-03-11,6190,6633,6190,6215,11279,32292.0,6210000.0
2011-03-14,6119,6155,5617,5970,22636,31019.0,6210000.0
2011-03-15,5772,6095,5748,5767,7364,29963.0,6210000.0
2011-03-16,5473,5766,5449,5462,42299,28380.0,6210000.0
2011-03-17,5390,5712,5390,5665,7826,29435.0,6210000.0
2011-03-18,5563,5969,5533,5946,10982,30895.0,6210000.0
2011-03-21,5736,5928,5617,5785,4771,30056.0,6210000.0
2011-03-22,5784,5939,5760,5868,8737,30491.0,6210000.0
2011-03-23,5987,6740,5957,6741,40470,35024.0,6210000.0
2011-03-24,6896,7744,6884,7745,93797,40241.0,6210000.0
2011-03-25,8246,8246,6967,7171,80847,37260.0,6210000.0
2011-03-28,7171,7171,6621,7040,46394,36577.0,6210000.0
2011-03-29,6967,7171,6692,6932,21449,36018.0,6210000.0
2011-03-30,6860,7410,6800,7171,22162,37260.0,6210000.0
2011-03-31,7362,7433,7015,7410,15081,38502.0,6210000.0
2011-04-01,7421,7971,7254,7733,20610,40179.0,6210000.0
2011-04-04,7780,8031,7421,7625,6948,39620.0,6210000.0
2011-04-05,7888,7888,7159,7398,33590,38440.0,6210000.0
2011-04-06,7398,7398,7075,7255,6547,37695.0,6210000.0
2011-04-07,7338,7338,7099,7099,14663,36887.0,6210000.0
2011-04-08,7374,7374,7111,7314,7442,38005.0,6210000.0
2011-04-11,7171,7708,7171,7625,7582,39620.0,6210000.0
2011-04-12,7625,7625,7254,7255,5908,37695.0,6210000.0
2011-04-13,7254,7398,7063,7087,5307,36825.0,6210000.0
2011-04-14,7135,7481,7135,7338,2865,38129.0,6210000.0
2011-04-15,7242,7386,7123,7374,8370,38316.0,6210000.0
2011-04-18,7410,7410,7135,7338,4522,38129.0,6210000.0
2011-04-19,7469,7469,7123,7267,4096,37757.0,6210000.0
2011-04-20,7386,7386,7051,7207,5938,37446.0,6210000.0
2011-04-21,7386,7386,7051,7207,6109,37446.0,6210000.0
2011-04-22,7374,7374,6931,7063,9422,36701.0,6210000.0
2011-04-25,6943,7278,6848,6884,3475,35770.0,6210000.0
2011-04-26,6752,6860,6465,6585,9166,34217.0,6210000.0
2011-04-27,6561,6860,6202,6573,21311,34155.0,6210000.0
2011-04-28,6979,6979,6274,6358,13673,33037.0,6210000.0
2011-04-29,6513,6908,6190,6860,5757,35645.0,6210000.0
2011-05-02,6848,6848,6430,6741,4002,35024.0,6210000.0
2011-05-03,6728,6728,6346,6406,3679,33286.0,6210000.0
2011-05-04,6226,6549,6226,6334,6562,32913.0,6210000.0
2011-05-06,6525,6812,6238,6789,8265,35273.0,6210000.0
2011-05-09,6728,6920,6525,6896,7931,35832.0,6210000.0
2011-05-11,6896,7027,6645,6836,4553,35521.0,6210000.0
2011-05-12,6848,7099,6669,6836,9498,35521.0,6210000.0
2011-05-13,7135,7135,6728,6932,15688,36018.0,6210000.0
2011-05-16,7051,7051,6669,6872,12810,35708.0,6210000.0
2011-05-17,7099,7099,6669,6765,6725,35149.0,6210000.0
2011-05-18,6704,7159,6680,6896,10164,35832.0,6210000.0
2011-05-19,6896,6991,6692,6896,8707,35832.0,6210000.0
2011-05-20,6896,6896,6453,6812,7742,35397.0,6210000.0
2011-05-23,6752,6812,6537,6741,2603,35024.0,6210000.0
2011-05-24,6238,6740,6238,6454,2442,33534.0,6210000.0
2011-05-25,6394,6692,6011,6059,13278,31485.0,6210000.0
2011-05-26,6095,6609,6095,6573,8848,34155.0,6210000.0
2011-05-27,6525,6752,6513,6526,1478,33907.0,6210000.0
2011-05-30,6525,6764,6310,6382,10291,33161.0,6210000.0
2011-05-31,6382,6633,6334,6561,1336,34093.0,6210000.0
2011-06-01,6561,7541,6489,6573,8035,34155.0,6210000.0
2011-06-02,6716,6931,6573,6872,7392,35708.0,6210000.0
2011-06-03,6669,6943,6573,6932,14387,36018.0,6210000.0
2011-06-07,7075,7075,6752,6932,4532,36018.0,6210000.0
2011-06-08,6645,7015,6621,6872,5929,35708.0,6210000.0
2011-06-09,6931,6931,6585,6848,2317,35583.0,6210000.0
2011-06-10,6872,6872,6692,6801,504,35335.0,6210000.0
2011-06-13,6788,6788,6573,6729,6225,34962.0,6210000.0
2011-06-14,6800,7159,6692,7111,18884,36950.0,6210000.0
2011-06-15,7111,7637,7051,7350,21029,38192.0,6210000.0
2011-06-16,7410,7637,7135,7518,19392,39061.0,6210000.0
2011-06-17,7457,7876,7242,7613,7822,39558.0,6210000.0
2011-06-20,7541,7625,7421,7530,1006,39123.0,6210000.0
2011-06-21,7218,7398,7039,7135,7060,37074.0,6210000.0
2011-06-22,6848,7589,6848,7338,10523,38129.0,6210000.0
2011-06-23,7589,7589,7099,7099,4958,36887.0,6210000.0
2011-06-24,7135,7386,6967,7219,2635,37508.0,6210000.0
2011-06-27,7744,7744,7123,7267,1855,37757.0,6210000.0
2011-06-28,7266,7410,6991,7291,3118,37881.0,6210000.0
2011-06-29,7350,7350,7087,7267,2225,37757.0,6210000.0
2011-06-30,7410,7410,6991,7291,1757,37881.0,6210000.0
2011-07-01,7206,7338,7206,7338,4572,38129.0,6210000.0
2011-07-04,7254,7302,7015,7016,857,36453.0,6210000.0
2011-07-05,7075,7290,6991,7267,4673,37757.0,6210000.0
2011-07-06,7087,7242,6943,7231,4434,37570.0,6210000.0
2011-07-07,7087,7362,6955,7231,9072,37570.0,6210000.0
2011-07-08,6967,7386,6967,7040,11741,36577.0,6210000.0
2011-07-11,7015,7290,6967,7291,7030,37881.0,6210000.0
2011-07-12,7290,7529,7147,7482,15067,38875.0,6210000.0
2011-07-13,7469,8103,7410,7900,43340,41048.0,6210000.0
2011-07-14,7959,8569,7959,8306,21223,43160.0,6210000.0
2011-07-15,8306,8581,8139,8306,10046,43160.0,6210000.0
2011-07-18,8294,8402,7912,8079,13325,41980.0,6210000.0
2011-07-19,8019,8330,8019,8247,5764,42849.0,6210000.0
2011-07-20,8282,8282,7876,8008,11664,41607.0,6210000.0
2011-07-21,8330,8330,7947,8163,3715,42414.0,6210000.0
2011-07-22,8162,8366,7971,8247,11294,42849.0,6210000.0
2011-07-25,8162,8330,7242,7769,8954,40365.0,6210000.0
2011-07-26,7816,8246,7768,8115,10348,42166.0,6210000.0
2011-07-27,8282,8282,7756,7888,7383,40986.0,6210000.0
2011-07-28,7804,7923,7565,7769,4674,40365.0,6210000.0
2011-07-29,7649,8079,7625,7649,8092,39744.0,6210000.0
2011-08-01,7553,7828,7350,7649,24504,39744.0,6210000.0
2011-08-02,8210,8210,7637,7637,6234,39682.0,6210000.0
2011-08-03,7637,8115,7254,7494,4575,38937.0,6210000.0
2011-08-04,7493,8605,7493,7673,28770,39868.0,6210000.0
2011-08-05,7182,8103,7147,7589,21094,39434.0,6210000.0
2011-08-08,7589,8115,6573,6812,39891,35397.0,6210000.0
2011-08-09,6346,6370,5796,6287,46486,32665.0,6210000.0
2011-08-10,6573,6908,6453,6908,21109,35894.0,6210000.0
2011-08-11,6525,7541,6525,7494,19012,38937.0,6210000.0
2011-08-12,7541,7995,7362,7518,26584,39061.0,6210000.0
2011-08-16,8210,8210,7672,7972,26382,41421.0,6210000.0
2011-08-17,7888,8079,7684,8043,10352,41793.0,6210000.0
2011-08-18,7971,8306,7888,8235,27080,42787.0,6210000.0
2011-08-19,8151,8186,7649,7888,27390,40986.0,6210000.0
2011-08-22,7888,8294,7529,7553,17176,39247.0,6210000.0
2011-08-23,7995,8246,7649,8163,23438,42414.0,6210000.0
2011-08-24,8162,8330,7947,8115,21242,42166.0,6210000.0
2011-08-25,8079,8963,8079,8796,36600,45706.0,6210000.0
2011-08-26,8712,9322,8449,9119,27792,47382.0,6210000.0
2011-08-29,9262,9907,9262,9561,36364,49680.0,6210000.0
2011-08-30,9680,10003,9083,9561,42760,49680.0,6210000.0
2011-08-31,9561,9812,9322,9561,20049,49680.0,6210000.0
2011-09-01,9322,10517,9298,10051,71074,52226.0,6210000.0
2011-09-02,10075,10553,10075,10446,35232,54275.0,6210000.0
2011-09-05,10397,10696,10003,10099,55277,52474.0,6210000.0
2011-09-06,9991,10039,8951,9442,38931,49059.0,6210000.0
2011-09-07,9453,9752,9334,9669,22148,50239.0,6210000.0
2011-09-08,9668,11115,9537,10816,86837,56200.0,6210000.0
2011-09-09,10911,11294,10278,10816,40038,56200.0,6210000.0
2011-09-14,10553,10804,9800,9800,51341,50922.0,6210000.0
2011-09-15,9860,10314,9800,10219,23687,53096.0,6210000.0
2011-09-16,10517,10517,10027,10231,14066,53158.0,6210000.0
2011-09-19,10386,10386,9860,9944,9736,51667.0,6210000.0
2011-09-20,9919,10672,9680,10541,28015,54772.0,6210000.0
2011-09-21,10541,10720,10099,10721,13960,55704.0,6210000.0
2011-09-22,10636,10768,10457,10685,28557,55517.0,6210000.0
2011-09-23,10397,12250,10397,10936,158719,56822.0,6210000.0
2011-09-26,11186,11234,9322,9920,100141,51543.0,6210000.0
2011-09-27,9919,11234,9919,10996,36449,57132.0,6210000.0
2011-09-28,11628,11628,11091,11235,20721,58374.0,6210000.0
2011-09-29,10995,12549,10995,12310,46507,63963.0,6210000.0
2011-09-30,12788,14102,12788,14103,156274,73278.0,6210000.0
2011-10-04,14461,14640,13385,14103,179825,73278.0,6210000.0
2011-10-05,14939,14939,13565,13625,90527,70794.0,6210000.0
2011-10-06,13863,15537,13385,14282,100586,74210.0,6210000.0
2011-10-07,14939,15238,14102,14462,56946,75141.0,6210000.0
2011-10-10,14342,15238,14222,14760,63239,76694.0,6210000.0
2011-10-11,14939,15656,14461,14462,50084,75141.0,6210000.0
2011-10-12,14401,14939,14282,14462,28223,75141.0,6210000.0
2011-10-13,14461,14999,14461,14462,29472,75141.0,6210000.0
2011-10-14,14760,14760,13863,14342,32188,74520.0,6210000.0
2011-10-17,14461,16493,14222,16493,128801,85698.0,6210000.0
2011-10-18,16971,18764,16971,18167,224181,94392.0,6210000.0
2011-10-19,18525,19182,17867,18585,87382,96566.0,6210000.0
2011-10-20,18883,18883,16971,17210,130995,89424.0,6210000.0
2011-10-21,17568,19301,17329,18286,80887,95013.0,6210000.0
2011-10-24,18345,19062,18286,19063,59630,99050.0,6210000.0
2011-10-25,20019,21632,19062,20915,101345,108675.0,6210000.0
2011-10-26,20377,21333,19540,20915,56525,108675.0,6210000.0
2011-10-27,21034,22050,20198,20796,55494,108054.0,6210000.0
2011-10-28,21034,21154,17688,18525,114926,96255.0,6210000.0
2011-10-31,18644,19481,17389,18525,47652,96255.0,6210000.0
2011-11-01,18525,19301,18047,19123,32406,99360.0,6210000.0
2011-11-02,18166,20078,18166,19123,34135,99360.0,6210000.0
2011-11-03,19122,19540,18764,19123,24991,99360.0,6210000.0
2011-11-04,19301,19481,18883,19421,22990,100912.0,6210000.0
2011-11-07,19421,19780,18823,18884,27516,98118.0,6210000.0
2011-11-08,19301,19361,18883,18943,32295,98428.0,6210000.0
2011-11-09,19242,19242,18584,19123,14886,99360.0,6210000.0
2011-11-10,18644,19242,16911,18167,51541,94392.0,6210000.0
2011-11-11,18226,18405,16553,17151,53967,89114.0,6210000.0
2011-11-14,16851,17748,16493,16673,43985,86630.0,6210000.0
2011-11-15,16433,19062,16433,18465,51252,95944.0,6210000.0
2011-11-16,18704,19122,17090,17449,25771,90666.0,6210000.0
2011-11-17,16971,17568,16732,17449,14857,90666.0,6210000.0
2011-11-18,17270,17927,16792,17270,10387,89734.0,6210000.0
2011-11-21,16971,17329,16373,16673,14211,86630.0,6210000.0
2011-11-22,16433,16971,15656,16971,20269,88182.0,6210000.0
2011-11-23,16971,17449,16015,16613,6067,86319.0,6210000.0
2011-11-24,16553,16553,15656,15955,16213,82904.0,6210000.0
2011-11-25,16015,16075,14342,14342,53507,74520.0,6210000.0
2011-11-28,14342,15298,14342,15298,25189,79488.0,6210000.0
2011-11-29,15417,17031,15417,16732,22312,86940.0,6210000.0
2011-11-30,16732,17329,15895,16613,9729,86319.0,6210000.0
2011-12-01,17090,17270,16373,16971,8566,88182.0,6210000.0
2011-12-02,17329,17329,16134,16912,4758,87872.0,6210000.0
2011-12-05,16612,16911,16134,16374,8554,85077.0,6210000.0
2011-12-06,17090,17090,15537,16135,10680,83835.0,6210000.0
2011-12-07,16075,16433,15238,16075,26107,83524.0,6210000.0
2011-12-08,15895,16612,15537,16374,8253,85077.0,6210000.0
2011-12-09,15955,16433,15417,16434,15181,85388.0,6210000.0
2011-12-12,15776,16553,15656,16015,18679,83214.0,6210000.0
2011-12-13,16493,16493,15537,16015,11033,83214.0,6210000.0
2011-12-14,15776,16015,14939,15298,23319,79488.0,6210000.0
2011-12-15,14820,15298,14222,14820,33544,77004.0,6210000.0
2011-12-16,14999,15298,14401,14641,9652,76072.0,6210000.0
2011-12-19,14820,16433,14282,15418,45977,80109.0,6210000.0
2011-12-20,15417,16971,15178,15955,30581,82904.0,6210000.0
2011-12-21,15835,16732,15537,16434,15092,85388.0,6210000.0
2011-12-22,16433,16433,15537,15836,16049,82282.0,6210000.0
2011-12-23,15955,16254,15776,15896,14993,82593.0,6210000.0
2011-12-26,15596,16134,15357,15358,11414,79798.0,6210000.0
2011-12-27,15537,15895,14342,14701,32912,76383.0,6210000.0
2011-12-28,15357,15357,13624,13744,18557,71415.0,6210000.0
2011-12-29,13505,14521,13505,14103,10280,73278.0,6210000.0
2012-01-02,14043,14760,13923,14581,14709,75762.0,6210000.0
2012-01-03,14581,14820,14282,14760,8104,76694.0,6210000.0
2012-01-04,14879,15716,14342,15716,21979,81662.0,6210000.0
2012-01-05,15716,16075,15656,15955,15537,82904.0,6210000.0
2012-01-06,15955,17270,15716,16254,29242,84456.0,6210000.0
2012-01-09,16254,16732,15776,16732,6090,86940.0,6210000.0
2012-01-10,16732,17329,16553,17270,11785,89734.0,6210000.0
2012-01-11,17688,17927,16732,16852,17644,87561.0,6210000.0
2012-01-12,16314,16792,16194,16792,12997,87250.0,6210000.0
2012-01-13,16732,17150,16314,16493,18528,85698.0,6210000.0
2012-01-16,16553,17329,16553,17210,13380,89424.0,6210000.0
2012-01-17,17927,19242,17389,18764,51202,97497.0,6210000.0
2012-01-18,18764,19062,16134,16254,77959,84456.0,6210000.0
2012-01-19,16194,16851,14760,16254,79973,84456.0,6210000.0
2012-01-20,16254,16493,15059,15537,24350,80730.0,6210000.0
2012-01-25,15537,15955,14820,14940,21217,77625.0,6210000.0
2012-01-26,14760,14999,14102,14462,47750,75141.0,6210000.0
2012-01-27,14162,14581,13624,14103,36543,73278.0,6210000.0
2012-01-30,13983,14939,13565,14701,29055,76383.0,6210000.0
2012-01-31,14700,14820,14043,14462,24534,75141.0,6210000.0
2012-02-01,14222,14640,14043,14462,11129,75141.0,6210000.0
2012-02-02,14461,14640,14043,14163,14395,73588.0,6210000.0
2012-02-03,14162,14581,14102,14163,5214,73588.0,6210000.0
2012-02-06,14162,14342,13266,13266,37538,68931.0,6210000.0
2012-02-07,12967,13744,11951,12788,59818,66447.0,6210000.0
2012-02-08,12668,13505,12071,12848,26391,66758.0,6210000.0
2012-02-09,13146,13146,12369,12848,19235,66758.0,6210000.0
2012-02-10,12728,13326,12609,12788,15998,66447.0,6210000.0
2012-02-13,12967,13505,12788,13266,9111,68931.0,6210000.0
2012-02-14,13266,13804,13266,13804,12769,71726.0,6210000.0
2012-02-15,13923,13923,13326,13625,10281,70794.0,6210000.0
2012-02-16,13744,13744,13206,13565,12760,70484.0,6210000.0
2012-02-17,13684,14043,13624,13804,12908,71726.0,6210000.0
2012-02-20,13804,13804,13206,13386,10453,69552.0,6210000.0
2012-02-21,13624,13624,12609,13027,19557,67689.0,6210000.0
2012-02-22,12788,13624,12728,13027,10769,67689.0,6210000.0
2012-02-23,13266,13445,12967,13027,10383,67689.0,6210000.0
2012-02-24,13385,13385,12967,13147,5490,68310.0,6210000.0
2012-02-27,13146,13266,13027,13266,6268,68931.0,6210000.0
2012-02-28,13266,13326,12848,13027,8360,67689.0,6210000.0
2012-02-29,13087,13087,12668,12968,8544,67378.0,6210000.0
2012-03-02,12967,13027,12369,12848,14535,66758.0,6210000.0
2012-03-05,12907,12907,12310,12549,9594,65205.0,6210000.0
2012-03-06,12549,12728,12190,12489,6974,64894.0,6210000.0
2012-03-07,12071,12609,11951,12609,7290,65516.0,6210000.0
2012-03-08,12549,12728,12549,12729,3486,66136.0,6210000.0
2012-03-09,12788,12788,12549,12729,3233,66136.0,6210000.0
2012-03-12,12788,12788,12489,12729,4448,66136.0,6210000.0
2012-03-13,12788,14282,12788,13685,19348,71104.0,6210000.0
2012-03-14,13565,13744,13087,13625,10333,70794.0,6210000.0
2012-03-15,13863,13923,13266,13446,12627,69862.0,6210000.0
2012-03-16,13505,13505,12907,13446,11721,69862.0,6210000.0
2012-03-19,13505,13923,13445,13864,17998,72036.0,6210000.0
2012-03-20,13863,13863,13385,13685,7739,71104.0,6210000.0
2012-03-21,13744,13744,13027,13027,13543,67689.0,6210000.0
2012-03-22,13027,13027,12310,12669,24016,65826.0,6210000.0
2012-03-23,12668,13146,12609,12729,12707,66136.0,6210000.0
2012-03-26,13087,13087,11951,12191,24589,63342.0,6210000.0
2012-03-27,12369,12668,12011,12191,5675,63342.0,6210000.0
2012-03-28,11951,12429,11951,12370,7059,64274.0,6210000.0
2012-03-29,12369,12609,12310,12489,5060,64894.0,6210000.0
2012-03-30,12668,12668,12369,12430,3482,64584.0,6210000.0
2012-04-02,12190,12429,11927,12071,11692,62721.0,6210000.0
2012-04-03,11951,12071,11868,11952,7086,62100.0,6210000.0
2012-04-04,11617,11951,11617,11713,13677,60858.0,6210000.0
2012-04-05,11413,11712,11186,11187,11645,58126.0,6210000.0
2012-04-06,11043,11461,11043,11450,8834,59492.0,6210000.0
2012-04-09,11270,11927,11270,11569,6759,60113.0,6210000.0
2012-04-10,11569,11712,10887,10888,8692,56573.0,6210000.0
2012-04-12,11294,11330,10887,11223,3968,58312.0,6210000.0
2012-04-13,11581,11652,11306,11330,5135,58871.0,6210000.0
2012-04-16,11569,11569,11354,11545,1050,59989.0,6210000.0
2012-04-17,11939,11939,11150,11354,7930,58995.0,6210000.0
2012-04-18,11270,11497,11198,11330,5351,58871.0,6210000.0
2012-04-19,11115,11306,10828,10840,10374,56325.0,6210000.0
2012-04-20,11103,11103,10409,10625,6365,55207.0,6210000.0
2012-04-23,10636,10780,9991,10517,18314,54648.0,6210000.0
2012-04-24,10230,10756,9943,10039,14062,52164.0,6210000.0
2012-04-25,10003,10111,9346,9681,19409,50301.0,6210000.0
2012-04-26,9656,10015,9585,9717,6982,50487.0,6210000.0
2012-04-27,9716,10433,9704,10255,10809,53282.0,6210000.0
2012-04-30,10158,10350,9979,10159,2039,52785.0,6210000.0
2012-05-02,10278,10278,9895,9920,6016,51543.0,6210000.0
2012-05-03,9800,10039,9800,9980,5646,51854.0,6210000.0
2012-05-04,9919,10278,9919,10159,1858,52785.0,6210000.0
2012-05-07,10170,10732,10075,10123,5465,52599.0,6210000.0
2012-05-08,10421,10828,10218,10745,6392,55828.0,6210000.0
2012-05-09,10864,11306,10768,11294,10499,58684.0,6210000.0
2012-05-10,11712,12549,11593,11928,17757,61976.0,6210000.0
2012-05-11,12250,12250,11449,11653,5355,60548.0,6210000.0
2012-05-14,11652,11879,10672,10936,5731,56822.0,6210000.0
2012-05-15,10828,11342,10409,11187,8184,58126.0,6210000.0
2012-05-16,11270,11354,10254,10565,6254,54896.0,6210000.0
2012-05-17,10828,10995,10517,10996,6595,57132.0,6210000.0
2012-05-18,11258,11258,10421,10565,5722,54896.0,6210000.0
2012-05-21,10517,10541,9824,10541,9821,54772.0,6210000.0
2012-05-22,11234,11234,10601,10661,2231,55393.0,6210000.0
2012-05-23,10696,11246,10457,10637,5439,55269.0,6210000.0
2012-05-24,10935,10935,10409,10816,2541,56200.0,6210000.0
2012-05-25,10876,10876,10660,10864,5535,56449.0,6210000.0
2012-05-29,10696,11222,10577,10912,488611,56697.0,6210000.0
2012-05-30,11354,11915,10911,11653,17235,60548.0,6210000.0
2012-05-31,11377,13385,11210,13386,68781,69552.0,6210000.0
2012-06-01,13744,13804,12549,13027,77224,67689.0,6210000.0
2012-06-04,12429,13744,12369,12788,73650,66447.0,6210000.0
2012-06-05,12907,13565,12788,13087,42797,68000.0,6210000.0
2012-06-07,13385,13505,12788,12788,36450,66447.0,6210000.0
2012-06-08,12609,12728,11951,12250,65809,63652.0,6210000.0
2012-06-11,12429,12609,11951,12370,35506,64274.0,6210000.0
2012-06-12,12728,13146,11856,11856,74931,61603.0,6210000.0
2012-06-13,12071,12071,11617,11952,24362,62100.0,6210000.0
2012-06-14,11772,11939,11593,11760,15994,61106.0,6210000.0
2012-06-15,11640,11927,11640,11653,13089,60548.0,6210000.0
2012-06-18,11664,11772,11485,11486,21508,59678.0,6210000.0
2012-06-19,11688,11688,11055,11294,24565,58684.0,6210000.0
2012-06-20,11294,11401,11067,11354,15318,58995.0,6210000.0
2012-06-21,11354,11760,11354,11486,8499,59678.0,6210000.0
2012-06-22,11294,11832,11294,11713,14721,60858.0,6210000.0
2012-06-25,11832,13445,11784,13446,105872,69862.0,6210000.0
2012-06-26,13624,14342,12848,13386,137936,69552.0,6210000.0
2012-06-27,13385,13385,12668,12848,49465,66758.0,6210000.0
2012-06-28,13087,14043,13027,13505,84686,70173.0,6210000.0
2012-06-29,13326,13684,13087,13266,29126,68931.0,6210000.0
2012-07-02,13326,13505,12728,12729,25035,66136.0,6210000.0
2012-07-03,12848,13385,12668,12848,24136,66758.0,6210000.0
2012-07-04,12848,13266,12429,13027,33650,67689.0,6210000.0
2012-07-05,13087,14939,13087,14342,217891,74520.0,6210000.0
2012-07-06,14282,14521,13863,14103,67140,73278.0,6210000.0
2012-07-09,13983,15417,13863,15119,79255,78556.0,6210000.0
2012-07-10,15238,15537,14700,14999,66256,77936.0,6210000.0
2012-07-11,15059,15238,14342,14581,33471,75762.0,6210000.0
2012-07-12,14581,14581,13505,13565,51188,70484.0,6210000.0
2012-07-13,13624,14162,13326,13804,47124,71726.0,6210000.0
2012-07-16,13565,13863,12728,12729,51908,66136.0,6210000.0
2012-07-17,12728,13146,12071,12848,49998,66758.0,6210000.0
2012-07-18,13087,13087,12369,12489,17524,64894.0,6210000.0
