THE E&M(089230),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-11-20,17320,17984,16904,16906,30998,43645.0,4300000.0
2006-11-21,16653,17571,16285,17324,59807,44720.0,4300000.0
2006-11-22,17323,18489,17157,18240,49034,47085.0,4300000.0
2006-11-23,18489,18571,17655,18240,19395,47085.0,4300000.0
2006-11-24,17901,18237,17737,17824,13809,46010.0,4300000.0
2006-11-27,18067,18318,17319,17324,12551,44720.0,4300000.0
2006-11-28,17322,17485,16655,17408,27852,44935.0,4300000.0
2006-11-29,17655,17987,17073,17740,14764,45795.0,4300000.0
2006-11-30,17903,19234,17903,18491,74544,47730.0,4300000.0
2006-12-01,18822,18904,17985,18491,46060,47730.0,4300000.0
2006-12-04,18487,18821,17984,18073,7342,46655.0,4300000.0
2006-12-05,17985,18404,17485,17908,14842,46225.0,4300000.0
2006-12-06,18154,18154,16987,17408,12846,44935.0,4300000.0
2006-12-07,17652,17652,16986,17491,13288,45150.0,4300000.0
2006-12-08,17157,17821,16657,17157,18603,44290.0,4300000.0
2006-12-11,16571,16571,15654,15676,194580,40463.0,4300000.0
2006-12-12,15738,16655,15572,16174,584243,41753.0,4300000.0
2006-12-13,16172,16656,15937,16040,139788,41409.0,4300000.0
2006-12-14,15437,16736,15437,16623,135551,42914.0,4300000.0
2006-12-15,16652,17653,16503,16575,102314,42785.0,4300000.0
2006-12-18,16573,16989,16424,16441,37554,42441.0,4300000.0
2006-12-19,16622,16622,16073,16324,36681,42140.0,4300000.0
2006-12-20,16322,16472,15988,16474,71685,42527.0,4300000.0
2006-12-21,16503,16503,16005,16474,20593,42527.0,4300000.0
2006-12-22,16151,16488,16088,16209,27205,41839.0,4300000.0
2006-12-26,16056,16489,15924,15958,50215,41194.0,4300000.0
2006-12-27,16623,16623,15953,16559,12423,41495.0,4300000.0
2006-12-28,16792,17583,16587,17504,42576,43860.0,4300000.0
2007-01-02,17840,18013,16949,16971,75867,42527.0,4300000.0
2007-01-03,16831,17243,16831,17244,37209,43215.0,4300000.0
2007-01-04,17327,17327,17037,17244,45988,43215.0,4300000.0
2007-01-05,17240,17669,17085,17504,70420,43860.0,4300000.0
2007-01-08,17498,18270,17498,18274,71672,45795.0,4300000.0
2007-01-09,18612,19043,18014,18102,78613,45365.0,4300000.0
2007-01-10,18099,20073,18013,18703,189065,46870.0,4300000.0
2007-01-11,18870,20244,18870,19734,148002,49450.0,4300000.0
2007-01-12,19729,20414,19473,20419,142016,51170.0,4300000.0
2007-01-15,20929,21015,19987,20163,131897,50525.0,4300000.0
2007-01-16,20414,20414,19815,20333,42578,50955.0,4300000.0
2007-01-17,20330,20330,19643,20333,35148,50955.0,4300000.0
2007-01-18,19901,20501,19901,20247,42849,50740.0,4300000.0
2007-01-19,19899,20244,19385,19734,35823,49450.0,4300000.0
2007-01-22,19730,19902,19131,19218,40945,48160.0,4300000.0
2007-01-23,19130,20414,18869,20419,81317,51170.0,4300000.0
2007-01-24,20586,21099,19985,20849,144232,52245.0,4300000.0
2007-01-25,20927,21099,20414,20763,54403,52030.0,4300000.0
2007-01-26,20757,20929,20074,20589,34444,51600.0,4300000.0
2007-01-29,20415,22990,20415,22135,175133,55470.0,4300000.0
2007-01-30,22130,22817,21701,21965,71087,55040.0,4300000.0
2007-01-31,22304,22733,21703,22393,62335,56115.0,4300000.0
2007-02-01,22216,23074,22044,22051,49437,55255.0,4300000.0
2007-02-02,22216,22388,21787,22221,41332,55685.0,4300000.0
2007-02-05,22132,22733,21617,22649,69584,56760.0,4300000.0
2007-02-06,22819,23677,22563,22649,111203,56760.0,4300000.0
2007-02-07,22646,24104,22475,24109,118637,60415.0,4300000.0
2007-02-08,24274,25477,23761,24281,186192,60845.0,4300000.0
2007-02-09,24276,25136,24276,24880,59058,62350.0,4300000.0
2007-02-12,24707,25050,24020,24794,51208,62135.0,4300000.0
2007-02-13,25048,26420,24360,24452,248743,61275.0,4300000.0
2007-02-14,24533,24879,24362,24880,33127,62350.0,4300000.0
2007-02-15,24880,25222,24449,24794,43536,62135.0,4300000.0
2007-02-16,24619,24962,23589,24109,67962,60415.0,4300000.0
2007-02-20,24361,24361,23503,23851,28867,59770.0,4300000.0
2007-02-21,24020,25050,23677,24708,58063,61920.0,4300000.0
2007-02-22,24876,24960,24016,24023,69481,60200.0,4300000.0
2007-02-23,24020,24793,23848,24538,51362,61490.0,4300000.0
2007-02-26,24793,24880,24362,24538,24229,61490.0,4300000.0
2007-02-27,24533,24792,23760,23765,37907,59555.0,4300000.0
2007-02-28,22302,23332,21873,22994,31777,57620.0,4300000.0
2007-03-02,22817,23502,22388,23250,24494,58265.0,4300000.0
2007-03-05,22563,23246,21876,22477,51056,56330.0,4300000.0
2007-03-06,22132,23162,22132,22393,27282,56115.0,4300000.0
2007-03-07,23161,24104,22646,23937,67238,59985.0,4300000.0
2007-03-08,23331,24018,23331,23765,31547,59555.0,4300000.0
2007-03-09,23590,24018,22732,23765,31928,59555.0,4300000.0
2007-03-12,23418,24273,23245,23250,60874,58265.0,4300000.0
2007-03-13,23588,23588,22644,23080,29264,57835.0,4300000.0
2007-03-14,22476,23676,22476,23508,32945,58910.0,4300000.0
2007-03-15,23503,23932,23245,23508,22002,58910.0,4300000.0
2007-03-16,23331,23588,22989,23336,17948,58480.0,4300000.0
2007-03-19,23331,23590,22905,23508,19333,58910.0,4300000.0
2007-03-20,23930,24359,23501,24023,40183,60200.0,4300000.0
2007-03-21,24530,25907,24274,25138,146613,62995.0,4300000.0
2007-03-22,25133,25650,24877,25567,65166,64070.0,4300000.0
2007-03-23,25562,26077,25133,25567,80898,64070.0,4300000.0
2007-03-26,25734,26077,25303,25310,72662,63425.0,4300000.0
2007-03-27,25565,25565,24793,24794,37144,62135.0,4300000.0
2007-03-28,25305,27966,25305,25909,624960,64930.0,4300000.0
2007-03-29,25906,26419,25132,26426,138023,66220.0,4300000.0
2007-03-30,27022,27192,26079,26081,172175,65360.0,4300000.0
2007-04-02,25992,26419,25736,25825,74981,64715.0,4300000.0
2007-04-03,26078,28138,26078,26854,196632,67295.0,4300000.0
2007-04-04,27537,27967,26937,27197,122153,68155.0,4300000.0
2007-04-05,27364,27450,26849,26940,67106,67510.0,4300000.0
2007-04-06,26848,28822,26848,28484,119575,71380.0,4300000.0
2007-04-09,28567,29508,28224,29427,103126,73745.0,4300000.0
2007-04-10,29850,31138,29164,31059,185953,77830.0,4300000.0
2007-04-11,31398,31912,29767,29857,127094,74820.0,4300000.0
2007-04-12,30110,31227,29337,31143,114332,78045.0,4300000.0
2007-04-13,31140,31485,30369,31229,96492,78260.0,4300000.0
2007-04-16,31054,31655,30797,31658,95619,79335.0,4300000.0
2007-04-17,32426,32852,31310,32174,124248,80625.0,4300000.0
2007-04-18,32167,32768,31568,32002,71810,82601.0,4429000.0
2007-04-19,31998,31998,29679,31059,101560,80165.0,4429000.0
2007-04-20,30709,31911,30709,31916,87629,82379.0,4429000.0
2007-04-23,32768,33367,31911,32088,124226,82822.0,4429000.0
2007-04-24,32341,32854,31568,32773,117322,84594.0,4429000.0
2007-04-25,32770,32854,31997,32430,116911,83708.0,4429000.0
2007-04-26,32513,32941,31226,31315,69683,80829.0,4429000.0
2007-04-27,31741,31741,30369,31401,80661,81051.0,4429000.0
2007-04-30,31739,31739,30966,31059,27740,80165.0,4429000.0
2007-05-02,30885,31399,29510,30456,122912,78615.0,4429000.0
2007-05-03,30882,31138,29680,30801,95692,79501.0,4429000.0
2007-05-04,30369,31655,30369,31401,73162,81051.0,4429000.0
2007-05-07,31911,32168,30884,31572,70460,81494.0,4429000.0
2007-05-08,31655,31655,30882,30887,43247,79722.0,4429000.0
2007-05-09,30884,32513,30884,31572,127327,81494.0,4429000.0
2007-05-10,31911,32510,31911,31916,110649,82379.0,4429000.0
2007-05-11,31396,32340,30452,32088,87692,82822.0,4429000.0
2007-05-14,32596,33025,31482,32258,82422,83265.0,4429000.0
2007-05-15,32082,32599,30369,30628,120320,79058.0,4429000.0
2007-05-16,30194,30882,30110,30716,39361,79279.0,4429000.0
2007-05-17,30884,31055,30369,30542,55164,78836.0,4429000.0
2007-05-18,30542,30626,29682,30542,90162,78836.0,4429000.0
2007-05-21,30369,31312,30112,31315,69107,80829.0,4429000.0
2007-05-22,31485,32082,30884,31315,77355,80829.0,4429000.0
2007-05-23,31229,31313,30369,30542,57885,78836.0,4429000.0
2007-05-25,30369,30884,29768,30286,26649,78172.0,4429000.0
2007-05-28,30283,30712,30113,30542,69778,78836.0,4429000.0
2007-05-29,30542,30542,30542,30542,0,105536.0,5929000.0
2007-05-30,31910,34056,31568,32603,311590,112651.0,5929000.0
2007-05-31,33284,33972,32082,33802,141092,116801.0,5929000.0
2007-06-01,34487,36374,33971,33974,151332,117394.0,5929000.0
2007-06-04,34317,39035,34317,39036,232946,134885.0,5929000.0
2007-06-05,39460,43063,38687,41182,434528,142296.0,5929000.0
2007-06-07,41091,45639,39462,44271,244657,152968.0,5929000.0
2007-06-08,43495,44010,41265,42384,141711,146446.0,5929000.0
2007-06-11,42377,43750,37400,41182,150512,142296.0,5929000.0
2007-06-12,41176,41863,40320,40495,65629,139924.0,5929000.0
2007-06-13,39977,40662,38859,38866,82852,134292.0,5929000.0
2007-06-14,42037,44611,42037,44614,311682,154154.0,5929000.0
2007-06-15,47014,50532,45898,47273,416634,163344.0,5929000.0
2007-06-18,47182,49498,47011,47531,150667,164233.0,5929000.0
2007-06-19,47952,51815,45811,48903,207901,168976.0,5929000.0
2007-06-20,51128,51128,47610,48903,149706,168976.0,5929000.0
2007-06-21,48899,50957,47268,49934,118546,172534.0,5929000.0
2007-06-22,50530,50614,48384,50018,86729,172830.0,5929000.0
2007-06-25,49414,49843,47785,47960,48237,165716.0,5929000.0
2007-06-26,47954,48898,45638,46416,96876,160379.0,5929000.0
2007-06-27,45639,46324,44436,45557,86376,157415.0,5929000.0
2007-06-28,46153,49758,45726,49245,67064,170162.0,5929000.0
2007-06-29,49240,49410,46666,46672,42910,161269.0,5929000.0
2007-07-02,47869,48556,47011,47874,21711,165419.0,5929000.0
2007-07-03,49241,49241,45811,48647,58663,168087.0,5929000.0
2007-07-04,49413,50531,48471,49075,63119,169569.0,5929000.0
2007-07-05,49071,52159,48472,50276,203535,173720.0,5929000.0
2007-07-06,51304,57138,50616,55939,267991,193285.0,5929000.0
2007-07-09,56621,60054,56023,58512,230210,202179.0,5929000.0
2007-07-10,60567,64000,58850,60570,222458,209294.0,5929000.0
2007-07-11,58592,62625,58163,60143,95670,207811.0,5929000.0
2007-07-12,61597,69147,60567,69151,199929,238939.0,5929000.0
2007-07-13,71550,73782,65545,68121,246908,235381.0,5929000.0
2007-07-16,68031,68031,63997,66663,115903,230342.0,5929000.0
2007-07-18,66657,68633,63912,64605,69428,223227.0,5929000.0
2007-07-19,64686,65714,61939,63832,89013,220559.0,5929000.0
2007-07-20,64599,66058,63313,65203,55442,225302.0,5929000.0
2007-07-23,64343,66574,61598,61857,82525,213740.0,5929000.0
2007-07-24,60395,63999,57906,64002,144649,221152.0,5929000.0
2007-07-25,61595,64340,61425,63403,59834,219077.0,5929000.0
2007-07-26,64514,64514,61771,61771,44990,213444.0,5929000.0
2007-07-27,59367,61082,55333,58340,53798,201586.0,5929000.0
2007-07-30,57391,58848,56534,57484,25765,198622.0,5929000.0
2007-07-31,59707,61937,58421,61087,27901,211072.0,5929000.0
2007-08-01,60394,61082,58164,58255,24633,201290.0,5929000.0
2007-08-02,59541,59541,52504,56023,72240,193582.0,5929000.0
2007-08-03,55934,57649,55075,55681,49678,192396.0,5929000.0
2007-08-06,54046,57050,53533,56453,38250,195064.0,5929000.0
2007-08-07,57649,59109,56448,56796,18047,196250.0,5929000.0
2007-08-08,56879,57478,56106,56626,27265,195657.0,5929000.0
2007-08-09,57137,59110,56706,58169,38554,200993.0,5929000.0
2007-08-10,55073,57478,53186,54223,18692,187356.0,5929000.0
2007-08-13,54733,55074,50271,50877,51701,175795.0,5929000.0
2007-08-14,52071,53704,48727,49590,40801,171348.0,5929000.0
2007-08-16,43064,45210,42207,42211,38491,145853.0,5929000.0
2007-08-17,41177,44439,35945,39122,105057,135181.0,5929000.0
2007-08-20,42724,44954,41522,44956,101499,155340.0,5929000.0
2007-08-21,46067,49157,45382,45900,67407,158601.0,5929000.0
2007-08-22,46325,52761,46325,52763,114439,182317.0,5929000.0
2007-08-23,55936,56966,52420,52935,100829,182910.0,5929000.0
2007-08-24,51387,52417,50185,51219,41048,176981.0,5929000.0
2007-08-27,53102,53359,50956,50963,27267,176091.0,5929000.0
2007-08-28,51044,52846,49842,51306,23812,177277.0,5929000.0
2007-08-29,47527,54046,47527,53194,56810,183799.0,5929000.0
2007-08-30,56450,56450,45211,54823,46221,189432.0,5929000.0
2007-08-31,53961,55334,53188,55080,27959,190321.0,5929000.0
2007-09-03,55073,56534,54046,54223,27509,187356.0,5929000.0
2007-09-04,53704,54734,53017,53022,25966,208469.0,6746560.0
2007-09-05,53271,55073,52328,52335,85704,205770.0,6746560.0
2007-09-06,53359,53359,51302,53022,23821,208469.0,6746560.0
2007-09-07,53188,53188,51645,51820,18210,203746.0,6746560.0
2007-09-10,49757,50531,48214,49590,23858,194976.0,6746560.0
2007-09-11,50272,50272,48984,49504,12917,194638.0,6746560.0
2007-09-12,50613,51473,48383,48560,26182,190928.0,6746560.0
2007-09-13,48042,51475,47698,49332,28312,193964.0,6746560.0
2007-09-14,49929,50959,49759,50276,27614,197674.0,6746560.0
2007-09-17,51131,51131,48985,50276,11627,197674.0,6746560.0
2007-09-18,49070,50445,48385,49245,23536,193626.0,6746560.0
2007-09-19,50271,53187,49756,53194,98238,209143.0,6746560.0
2007-09-20,55076,58252,54820,56281,244721,221287.0,6746560.0
2007-09-21,55933,56963,54990,56369,89451,221624.0,6746560.0
2007-09-27,56619,58080,55246,56453,84878,221962.0,6746560.0
2007-09-28,57477,61853,57135,60914,162177,239503.0,6746560.0
2007-10-01,61080,63140,58848,60057,82484,236130.0,6746560.0
2007-10-02,60569,62458,59711,61601,92574,242202.0,6746560.0
2007-10-04,61596,63912,60137,62288,76929,244900.0,6746560.0
2007-10-05,61428,62887,60655,61771,63347,242876.0,6746560.0
2007-10-08,63141,69146,62626,67692,167950,266152.0,6746560.0
2007-10-09,67687,68633,64511,64518,69853,253671.0,6746560.0
2007-10-10,65373,68549,65203,65203,56147,256369.0,6746560.0
2007-10-11,64083,66227,63312,63489,49919,249623.0,6746560.0
2007-10-12,62112,63396,60567,60656,48596,238491.0,6746560.0
2007-10-15,60652,62367,59195,62202,43865,244563.0,6746560.0
2007-10-16,61595,65200,60050,63147,42116,248273.0,6746560.0
2007-10-17,63139,63740,56620,58169,58464,228708.0,6746560.0
2007-10-18,58339,59198,55677,55939,56140,219938.0,6746560.0
2007-10-19,56448,56534,54388,54395,24944,213866.0,6746560.0
2007-10-22,46496,62543,46410,51478,50542,202397.0,6746560.0
2007-10-23,54221,54478,49587,52849,38717,207794.0,6746560.0
2007-10-24,53875,58335,53015,55424,84931,217914.0,6746560.0
2007-10-25,55590,58165,54819,57997,38416,228034.0,6746560.0
2007-10-26,58164,58164,55502,56626,27978,222636.0,6746560.0
2007-10-29,57904,57904,54388,54565,55580,214541.0,6746560.0
2007-10-30,54902,55932,54045,55338,33867,217577.0,6746560.0
2007-10-31,55332,56705,54388,56626,28187,222636.0,6746560.0
2007-11-01,57137,57137,54991,55080,13436,216565.0,6746560.0
2007-11-02,54647,60395,54647,59799,130412,235118.0,6746560.0
2007-11-05,61683,64000,58936,60400,98784,237479.0,6746560.0
2007-11-06,59540,61167,56278,57138,58917,224660.0,6746560.0
2007-11-07,59197,59710,57222,57224,54988,224998.0,6746560.0
2007-11-08,56107,58337,54904,55510,29129,218251.0,6746560.0
2007-11-09,56450,56879,52846,54051,31891,212517.0,6746560.0
2007-11-12,53445,53445,46494,47617,57681,187217.0,6746560.0
2007-11-13,48471,50100,45638,49245,52237,193626.0,6746560.0
2007-11-14,51474,53187,50615,52677,43163,207119.0,6746560.0
2007-11-15,52674,53187,49841,50104,16714,197000.0,6746560.0
2007-11-16,49329,51475,47183,51478,19567,202397.0,6746560.0
2007-11-19,51473,51986,48984,48989,16222,192614.0,6746560.0
2007-11-20,46493,48042,46323,46845,31768,184181.0,6746560.0
2007-11-21,47695,49839,46409,46502,24361,182832.0,6746560.0
2007-11-22,46324,47869,45124,47703,30221,187554.0,6746560.0
2007-11-23,47353,47609,40661,43413,44499,170688.0,6746560.0
2007-11-26,44097,47785,44097,47187,24523,185530.0,6746560.0
2007-11-27,44608,46496,43837,45815,21030,180133.0,6746560.0
2007-11-28,47184,47184,44784,44784,15626,176085.0,6746560.0
2007-11-29,47013,47870,45727,45986,19423,180808.0,6746560.0
2007-11-30,46154,49329,46154,48046,23915,188904.0,6746560.0
2007-12-03,48129,49500,47356,48473,11486,190590.0,6746560.0
2007-12-04,47353,48555,46323,46330,26651,182157.0,6746560.0
2007-12-05,45468,47183,45468,46072,10372,181145.0,6746560.0
2007-12-06,47868,47868,45465,46758,16571,183844.0,6746560.0
2007-12-07,46755,46755,44784,44784,9586,176085.0,6746560.0
2007-12-10,45810,45810,43149,43156,14968,169676.0,6746560.0
2007-12-11,43578,44435,40831,41182,22930,161917.0,6746560.0
2007-12-12,38858,41174,38858,39895,29215,156858.0,6746560.0
2007-12-13,40321,41006,39464,39550,22526,155508.0,6746560.0
2007-12-14,39463,40148,36715,38093,44078,149774.0,6746560.0
2007-12-17,37744,37744,34314,34318,64242,134931.0,6746560.0
2007-12-18,32598,35600,32598,34833,38006,136955.0,6746560.0
2007-12-20,34829,35344,33284,33802,23557,132907.0,6746560.0
2007-12-21,33628,34315,32253,32859,29600,129197.0,6746560.0
2007-12-24,33028,34230,33028,33460,23826,131558.0,6746560.0
2007-12-26,33713,35341,33542,34318,50802,134931.0,6746560.0
2007-12-27,34315,35171,33800,34833,16601,136955.0,6746560.0
2007-12-28,34913,34913,34141,34318,10264,134931.0,6746560.0
2008-01-02,33800,36286,33800,35520,18250,139654.0,6746560.0
2008-01-03,35429,36030,34485,35690,15037,140328.0,6746560.0
2008-01-04,35687,36030,35084,35690,8727,140328.0,6746560.0
2008-01-07,35428,35428,34141,34146,15172,134257.0,6746560.0
2008-01-08,33545,34400,33459,33718,11951,132570.0,6746560.0
2008-01-09,32940,33713,32940,33203,12147,130546.0,6746560.0
2008-01-10,34316,35429,34057,34917,14008,137292.0,6746560.0
2008-01-11,34058,37831,34058,36032,58269,141678.0,6746560.0
2008-01-14,35513,37147,34742,35090,19746,137967.0,6746560.0
2008-01-15,35170,36544,32597,36379,39284,143027.0,6746560.0
2008-01-16,35859,35859,33715,33718,14568,132570.0,6746560.0
2008-01-17,33800,34573,32253,32947,16859,129534.0,6746560.0
2008-01-18,31740,33197,31484,32430,10357,127510.0,6746560.0
2008-01-21,32427,34228,32427,33031,12903,129871.0,6746560.0
2008-01-22,30881,32167,28136,29771,16782,117053.0,6746560.0
2008-01-23,31226,34228,30882,30973,15053,121775.0,6746560.0
2008-01-24,31654,33113,31654,32773,7660,128859.0,6746560.0
2008-01-25,33626,36029,33368,34318,30844,134931.0,6746560.0
2008-01-28,33542,34227,32081,32258,9171,126835.0,6746560.0
2008-01-29,32686,33028,30369,30456,14160,119751.0,6746560.0
2008-01-30,31997,31997,25906,25909,21079,101873.0,6746560.0
2008-01-31,25135,28996,24706,26167,31384,102885.0,6746560.0
2008-02-01,26505,27965,26419,26854,22652,105584.0,6746560.0
2008-02-04,27191,30796,27191,30801,31099,121101.0,6746560.0
2008-02-05,30367,30966,26249,30887,18134,121438.0,6746560.0
2008-02-11,30711,30711,27707,29171,9547,114692.0,6746560.0
2008-02-12,29336,29593,28822,28912,21397,113680.0,6746560.0
2008-02-13,29080,30883,29080,29171,30192,114692.0,6746560.0
2008-02-14,30796,30883,29680,30028,39401,118065.0,6746560.0
2008-02-15,29509,31741,28824,31744,52921,124811.0,6746560.0
2008-02-18,32428,32598,31139,32603,24027,128185.0,6746560.0
2008-02-19,33027,34828,32254,34833,33329,136955.0,6746560.0
2008-02-20,34829,34829,33284,34661,27989,136281.0,6746560.0
2008-02-21,34314,35512,33799,34146,10829,134257.0,6746560.0
2008-02-22,33456,34999,32683,34146,11873,134257.0,6746560.0
2008-02-25,33629,34829,33459,33888,11541,133245.0,6746560.0
2008-02-26,33626,34572,33456,34405,12382,135269.0,6746560.0
2008-02-27,34572,34572,33368,34318,14026,134931.0,6746560.0
2008-02-28,34572,35341,33626,35177,20582,138304.0,6746560.0
2008-02-29,35168,35168,34483,35177,9275,138304.0,6746560.0
2008-03-03,33971,36030,33800,35090,18145,137967.0,6746560.0
2008-03-04,35860,35860,34573,35776,17816,140666.0,6746560.0
2008-03-05,35342,36714,34829,36635,21687,144039.0,6746560.0
2008-03-06,36715,40322,36715,38609,30165,151798.0,6746560.0
2008-03-07,37830,39978,37659,37921,19004,149099.0,6746560.0
2008-03-10,36888,37743,35341,37750,38616,148424.0,6746560.0
2008-03-11,36201,37402,36029,36721,10985,144376.0,6746560.0
2008-03-12,38860,38860,36716,37320,23759,146738.0,6746560.0
2008-03-13,36628,37318,35170,36379,23065,143027.0,6746560.0
2008-03-14,36284,36284,33712,35434,19011,139316.0,6746560.0
2008-03-17,33712,35168,32426,35177,21752,138304.0,6746560.0
2008-03-18,33628,35171,33458,35090,23857,137967.0,6746560.0
2008-03-19,35511,36028,34313,35262,31521,138642.0,6746560.0
2008-03-20,34486,35001,33887,34747,12350,136618.0,6746560.0
2008-03-21,35002,35775,33888,33888,7879,133245.0,6746560.0
2008-03-24,33887,34057,31741,31744,82765,124811.0,6746560.0
2008-03-25,32083,32600,30113,30114,97752,118402.0,6746560.0
2008-03-26,30369,30884,29852,30286,29420,119077.0,6746560.0
2008-03-27,30196,34315,30196,32344,103055,127173.0,6746560.0
2008-03-28,32340,32340,30881,31916,43157,125486.0,6746560.0
2008-03-31,31740,32342,31228,32344,20572,127173.0,6746560.0
2008-04-01,32939,33197,32251,32258,29647,126835.0,6746560.0
2008-04-02,32941,33027,32342,32344,23914,127173.0,6746560.0
2008-04-03,32081,32167,31738,32174,14638,126498.0,6746560.0
2008-04-04,32854,33457,32082,32947,25434,129534.0,6746560.0
2008-04-07,33627,33886,32683,33289,33925,130883.0,6746560.0
2008-04-08,33543,33543,32427,33117,17196,130209.0,6746560.0
2008-04-10,32939,32939,31997,32002,15320,125823.0,6746560.0
2008-04-11,31997,33027,31997,32516,13734,127847.0,6746560.0
2008-04-14,32082,32168,30882,30887,15027,121438.0,6746560.0
2008-04-15,31140,31998,26678,31229,15695,122787.0,6746560.0
2008-04-16,32082,32599,31399,31401,13053,123462.0,6746560.0
2008-04-17,31485,32168,31485,31572,12385,124137.0,6746560.0
2008-04-18,31911,31997,31398,31744,8551,124811.0,6746560.0
2008-04-21,32426,34484,31739,34318,55781,134931.0,6746560.0
2008-04-22,34484,34743,33368,34146,28601,134257.0,6746560.0
2008-04-23,34056,35687,33970,35690,35797,140328.0,6746560.0
2008-04-24,35857,36714,35428,36549,25586,143702.0,6746560.0
2008-04-25,37234,41780,37148,41781,160375,164279.0,6746560.0
2008-04-28,42723,46326,40321,40323,104754,158544.0,6746560.0
2008-04-29,41093,42209,39291,39550,46742,155508.0,6746560.0
2008-04-30,39462,40235,37831,38780,43445,152472.0,6746560.0
2008-05-02,38943,41173,38773,40754,40758,160231.0,6746560.0
2008-05-06,41863,41863,39719,40495,33462,159219.0,6746560.0
2008-05-07,41005,41350,39805,41353,36961,162592.0,6746560.0
2008-05-08,40491,43750,40491,43755,52155,172037.0,6746560.0
2008-05-09,44264,45553,42034,42041,52428,165291.0,6746560.0
2008-05-13,42379,42635,40832,42211,27972,165965.0,6746560.0
2008-05-14,42120,42120,39547,39981,52710,157195.0,6746560.0
2008-05-15,39976,41174,39461,39809,26314,156520.0,6746560.0
2008-05-16,40148,40833,39463,40580,28617,159556.0,6746560.0
2008-05-19,41519,42206,41004,42041,35192,165291.0,6746560.0
2008-05-20,42896,45811,42896,44614,92335,175411.0,6746560.0
2008-05-21,43750,44610,42722,43927,31598,172712.0,6746560.0
2008-05-22,43151,45381,43065,44271,42657,174061.0,6746560.0
2008-05-23,45383,45984,44439,44614,39422,175411.0,6746560.0
2008-05-26,44265,44522,41520,43499,34173,171025.0,6746560.0
2008-05-27,43321,43836,42723,43841,19340,172375.0,6746560.0
2008-05-28,44438,44438,42552,43583,20043,171363.0,6746560.0
2008-05-29,43924,44954,42553,44956,25997,176760.0,6746560.0
2008-05-30,45383,45469,44096,44870,15516,176423.0,6746560.0
2008-06-02,44951,45380,43751,45387,28705,178447.0,6746560.0
2008-06-03,45810,46840,44869,46072,44746,181145.0,6746560.0
2008-06-04,46067,46326,44608,45815,16360,180133.0,6746560.0
2008-06-05,45723,46324,44264,45301,20120,178109.0,6746560.0
2008-06-09,44008,44351,43065,44185,17684,173724.0,6746560.0
2008-06-10,44952,44952,42035,43669,24123,171700.0,6746560.0
2008-06-11,43666,44095,42809,44011,17131,173049.0,6746560.0
2008-06-12,43322,43322,42290,43241,10019,170013.0,6746560.0
2008-06-13,43407,43407,39804,42041,9397,165291.0,6746560.0
2008-06-16,42034,42808,41692,42211,8725,165965.0,6746560.0
2008-06-17,42208,43236,41176,42896,7251,168664.0,6746560.0
2008-06-18,42896,42896,41351,42468,12510,166977.0,6746560.0
2008-06-19,41692,42635,41263,42041,5720,165291.0,6746560.0
2008-06-20,42551,42722,41174,42041,4287,165291.0,6746560.0
2008-06-23,41694,41951,40492,41781,4274,164279.0,6746560.0
2008-06-24,40662,41948,40576,41869,8215,164616.0,6746560.0
2008-06-25,41864,42034,40832,42041,9049,165291.0,6746560.0
